Hybridization REF	TCGA-B6-A0RG-01A-11R-A056-07
ZNF347	0.1013
GTF2E1	0.27875
RY1	-0.2385
ATAD2B	0.909875
ARHGAP17	-0.6051
KCNIP3	-1.3885
SFPQ	0.54125
GFRA4	0.406666666666667
AKR1B10	-2.8795
TIGD6	0.562166666666667
RGS16	0.786625
URB1	-0.498
OR4C46	-0.168833333333333
TOP3B	-0.963
NFATC4	0.965
CA14	-4.76475
BMPR1A	0.635
SNRP70	0.036875
PRL	-0.00090909090909088
C6orf130	-0.915
STAG2	1.06875
CD55	-1.45971428571429
RPS23	0.754666666666667
SSX2	-1.382
FDPSL2A	0.2785
FBXO27	-0.79775
SYNGR3	-0.392666666666667
TMSL3	1.0215
EML1	-1.8295
NUP93	-1.10991666666667
SMAD3	-1.131
KIAA1189	0.273166666666667
HNRPUL2	0.442666666666667
TBC1D12	0.266666666666667
C16orf24	1.64575
MRVI1	1.58333333333333
ZNF581	-0.610666666666667
ELOVL3	1.64
OR51Q1	-0.08425
CACNB3	1.2495
GALNT13	-1.407625
C10orf84	0.399875
NEDD4	0.714
SPO11	0.3455
OR5AU1	0.377
NEK4	0.291071428571429
PRKAR2A	0.2505
IHPK1	0.0526666666666667
ATP6V0B	1.39875
CACNA1E	1.7115
CEACAM8	-0.171166666666667
PEX14	-0.4845
FLJ12993	3.3955
ZBTB38	0.8325
PCTK2	0.603166666666667
LRRC16	0.4013
FBLIM1	0.29575
FYCO1	1.9485
RP5-1022P6.2	-1.15891666666667
CMTM1	-0.199666666666667
PLTP	-0.2905
RAPH1	1.181125
DOCK8	0.438
EZH2	-1.86686666666667
SLC25A1	-0.288833333333333
PLEKHB1	-0.0917
GRB7	0.9819
ZFP37	-1.61025
MRPL33	-0.89
PELO	-0.46425
ARMC1	0.117636363636364
C9orf27	0.282
FLJ25778	0.4605
C9orf37	-0.709833333333333
TMEM66	-0.344
SPRN	-0.2265
HBEGF	-0.17925
PI4KA	-0.594
LEPRE1	-0.47375
POU2AF1	-4.467125
MRPL12	-0.1265
REP15	-0.678
ZC3H3	1.56725
RASAL1	-1.57325
DDAH1	2.0195
ACBD5	0.92325
TMC2	0.2035
CCDC137	-0.249
SAMD13	1.74116666666667
UGT2B15	-1.501
TIPARP	0.1885
DNASE1L3	-0.87975
TRIM72	0.248833333333333
DBX2	1.837
IPO8	0.79
C21orf88	-1.34
MAP3K14	-0.41525
LOC51233	0.938166666666667
GGTLA4	0.3085
PDE6D	0.16625
ZNF117	0.328
CLK2	0.14925
NKRF	-0.10475
TNFSF15	-0.4267
DUSP2	-0.293875
SECISBP2	0.6035
GABRR2	0.2725
PPAP2C	1.64225
LOC51145	0.353666666666667
PAG1	-2.13225
PIK3C3	-0.1415
GNG10	-0.814
APOL4	0.561833333333333
ANKRD28	-0.186375
STMN3	-0.7887
RAB14	0.8531
CDK2AP2	0.281
HDDC3	-0.12975
COMMD7	0.734625
CXXC1	-0.2495
HMCN1	-0.198333333333333
CD40	-0.6525
DYNC1LI2	-0.2778125
GDI1	1.872
LOC646938	-0.58925
VSNL1	-3.09466666666667
PIH1D1	-0.239833333333333
RAET1G	-1.2255
KRTAP5-9	0.0915
EFTUD2	-0.00925
ZNF311	0.89
ATP6V1G3	-0.1135
OR2W3	-1.6235
SCN4A	0.28275
MED10	-1.465875
FAM135A	-2.483
ARHGAP4	-2.09825
EHMT2	-0.4075
UFD1L	-0.813
ERMP1	1.18
MAG1	-1.31033333333333
THAP8	0.283166666666667
HACE1	-1.25883333333333
FAM82C	0.5475
C3orf20	0.4505
UNC84A	-0.676666666666667
SCD5	0.7615
LASS6	2.596
LSG1	0.394
MAL	-5.81475
GPR22	0.5095
WDR5B	0.75325
ACTRT1	-0.39
C17orf60	-0.701666666666667
GRIN2C	-0.1398
ARMC8	0.181166666666667
SLC47A1	-2.7085
DMPK	0.2095
DHRS13	-0.3625
SMC1A	-0.207
KRTAP17-1	3.08725
SMYD5	-0.4025
TUSC2	0.586375
CRHR2	0.034
KIR3DL2	0.373
CCDC104	-0.22375
ATP2C1	0.696625
CROT	1.27675
PABPC3	-0.451166666666667
EGR1	1.24033333333333
THSD1	-0.55925
KHK	-1.2875
SLC12A2	1.3739375
CD58	-1.023
STOX2	-1.85433333333333
CCDC76	-1.1052
CCDC48	2.38975
DNAH1	-0.362166666666667
ZIC4	-0.364
OR1G1	0.493
PSMC6	-0.5065
PROKR1	0.231
ABCB1	-1.0145
TRAT1	-2.70475
LLGL1	-0.0715
MTF1	1.09925
USP54	0.044375
PAGE2B	-2.014
ITGB7	-3.973
CCDC81	-0.084
LOC149837	0.43425
SCUBE1	2.057
ZSCAN10	1.5185
HUWE1	0.375714285714286
CDH17	-0.414
CD180	-0.43825
IL17A	0.25625
TMPO	-1.39585714285714
KIAA1524	-1.04
HDGFRP3	0.214666666666667
OXCT1	-1.47745454545455
RRAS2	-3.912
LTBP2	2.7640625
SV2B	-0.552833333333333
CYP2A6	0.136375
PKD1L2	0.2055
PPM1M	0.549
FLJ22662	-0.7515
ZNF502	0.85
GP6	-1.02625
CRYBA2	-1.28925
LEF1	-2.3358
CTPS	-2.26028571428571
EYA1	-2.0465
EPS8L1	1.7375
MAPK14	-0.198416666666667
SERPINB2	-5.5875
GTF2F2	-0.545166666666667
ZNHIT4	0.221
PLA1A	-0.69225
C20orf114	4.82225
HPR	-4.9415
C18orf2	-2.8636
SATB2	-0.93225
KCNJ9	0.5125
MGC157906	0.9725
MOCS3	-0.135
C17orf71	-0.0451666666666667
PPHLN1	0.00170000000000002
HIST1H2BN	0.3675
RAPGEF1	0.00200000000000002
MAP3K8	-0.539
DLG4	0.547833333333333
STC1	1.31016666666667
CDGAP	0.9785
DDX26B	-2.46975
LOC150223	-1.89925
CPSF3	-0.925
TMEM14A	0.3655
MYH3	-3.25825
GPKOW	0.00875
SULT1A1	0.202666666666667
SPON1	3.0118
YY1AP1	0.0843333333333333
RAB23	0.549
PLA2G4A	-5.0715
MAPRE3	0.514
ZNF516	-0.243785714285714
GGPS1	1.02625
EXOC3L2	-0.155625
C19orf42	0.4411
MAP2K2	0.376666666666667
HIST1H2BB	1.13525
RNF19B	1.818
C6orf128	-0.698333333333333
TLR8	1.75475
PCDHA9	0.748
CARS2	0.881875
CLUL1	0.226833333333333
RHAG	-4.12583333333333
UNK	0.6105
EXOC8	0.9323
C9orf95	1.84625
C14orf143	0.7575
MAML3	0.156125
LDHA	-1.854
MRPL20	-0.7465
KLHDC6	-0.0615000000000001
ATP5S	-0.724666666666667
C8orf55	0.182
PHF19	-2.626
KRTAP13-4	0.54
TTC5	0.2555
XKR5	-0.122
SILV	-4.63583333333333
TEX28	-0.151
TCTN1	1.5535
CX40.1	-0.11075
PPP2R5C	-0.619625
C12orf30	-1.24366666666667
CAPG	2.25275
MPZL1	0.7555
ARSB	-1.33116666666667
TDH	-2.4235
WASF4	0.76925
TSSK3	-0.6195
7A5	0.9025
CRISPLD1	-0.160875
MAD1L1	-0.341833333333333
SPIN4	-0.383333333333333
AMPD1	-2.00225
DPYSL5	-0.044
INPP1	-1.5375
ANKRD11	-1.39077777777778
NPAS4	-0.7765
GCET2	-0.6276
RNASE9	0.338
GUCY2D	0.501166666666667
CCDC98	-0.4025
FGF4	-0.862
CPM	-2.01816666666667
SLC26A4	-0.532666666666667
PLD5	-0.4775
FAM59A	0.0858
FBXO5	-2.48433333333333
SIPA1L1	-0.11175
DPYS	0.119
ATG4D	0.116
TGM3	-0.158
MTCH1	-0.020625
HK1	0.345307692307692
CDC26	-0.430625
GALNT12	-4.46233333333333
LOC339229	0.54225
MRPL35	-0.330125
ORC4L	0.0972499999999999
TNKS	-0.864857142857143
C2orf24	0.9905
ZNF553	0.201
GGTLA1	2.9818
ZNF497	0.30275
CDY1B	0.77675
SLC30A4	0.975875
TUB	-1.146125
ARHGEF18	0.5895
ARRB1	0.69675
KCNK1	-2.058625
EREG	-2.1446
SCAMP5	-0.24225
RUNDC3B	1.939
ADAMTS20	0.0977499999999999
IL17RB	3.761875
FLJ20323	-1.561
MCAM	-0.333375
POLR3E	-1.4905
AQR	0.1045
IPMK	0.3815
CDCA7	-5.669875
CAMP	3.81525
GRHL3	0.39875
ADAMTSL2	1.07083333333333
CLMN	1.931
SSTR3	0.5485
MAGEA5	-0.612833333333333
OVOL2	4.02675
JMJD1B	0.30675
RBL2	-0.044
PYGO2	1.543
PPP1R10	0.684166666666667
CSE1L	-1.13166666666667
LCA5	0.5245
RDH16	-0.2255
ASRGL1	-3.40925
TOM1	0.7975
PTX3	-7.36975
TTC15	0.8985
SCGB3A1	2.5555
MRPL50	-1.20725
RCAN3	0.93225
SLC26A11	1.866
STYX	-0.1685
CINP	0.19425
MARCH7	-0.04275
PFKM	-0.6225
SGMS1	0.348833333333333
RIOK3	-0.1841
C1orf110	0.7225
CES7	-0.49825
LOC440248	-2.495
PPP1R12C	-0.22325
C10orf27	1.1445
ATG9A	-0.2245
MRPS26	0.5605
TMEM40	0.22775
ELP3	-1.0945
ZNF787	0.8322
HIAT1	0.38425
C8orf34	0.410166666666667
MGC4655	-0.235
PELI1	0.0521666666666667
PPT1	1.0224
SLC35C2	-0.0693333333333333
C6orf125	0.1535
MUC4	-1.2045
RFC4	-2.04928571428571
GNB2	0.919333333333333
NUP50	-0.113071428571429
SULT4A1	0.371
C7	0.93375
CCDC130	0.1515
ARRDC4	0.92325
RQCD1	-0.8535
GLYCTK	-1.0995
AYTL2	-0.873545454545455
MTUS1	0.9985
LEMD3	0.029
PLEKHF2	1.916
HOXA7	-1.053375
GTF3C2	-1.23
DYNLRB2	2.85325
CNOT10	-0.03925
MR1	0.6885
FFAR1	0.1455
PRIC285	0.3515
SLITRK6	1.90525
LIX1	-2.5332
UBE1L2	0.194833333333333
F8	1.394125
ACHE	0.379833333333333
KPNA5	-0.51125
TNFRSF12A	-0.574
EGR3	2.407
SERPIND1	-3.3775
OASL	3.61275
IFRD1	-2.277625
WDFY1	-0.0376666666666667
ZNF267	-0.577125
ACCN5	0.7065
ZBTB6	0.32525
PPP1R3A	0.064
PRRT3	-0.2205
FBXL19	0.145
TXNIP	2.45178571428571
ACTN2	-1.56925
ATG9B	-0.772625
C9orf117	1.222
IL27	-1.5435
RPL36AL	-0.300666666666667
KLK15	-0.00475
CHAD	3.1215
RAP2B	-0.1421
HEBP2	1.6585
ZNF342	0.3725
CAMK2G	-0.194833333333333
TLR3	-0.501
FGF14	-0.0803333333333333
HMGB2	-1.06625
TRPM5	0.171
OR5M11	-0.0515
KIF3B	1.13952631578947
PRICKLE2	-0.153
MTMR9	-0.1835
C3orf27	-0.34525
GLRA3	2.88383333333333
NSDHL	1.04216666666667
TMEM32	-0.3715
POLR2D	-0.541583333333333
MYADML	0.2885
C9orf114	0.1475
MRGPRX1	0.3645
TOPORS	-0.3185
CLDN19	-0.648
C1QL4	-0.23
RNF165	-1.016
DHRS9	-1.75575
DNAH2	-1.49683333333333
FXR1	0.549
ZMYM3	-0.331375
CASP3	0.100833333333333
FAM120C	-0.292375
SCLY	-1.26125
CA7	-0.189
ENTPD5	0.552666666666667
ZNF461	-0.1735
PDIA5	-0.7775
C1orf19	-0.399833333333333
TMEM67	-0.26175
KCTD20	-0.3135
WDR47	1.2955
FLJ38723	-0.1615
KLRF1	-0.988666666666667
TAS2R16	0.7865
CLDN12	-0.07225
PRKCE	-0.034
UBXD4	-1.22875
ITGAM	2.2175
GLT8D3	-0.729875
WDR31	0.9001
RGS2	-0.29575
OR51L1	0.9615
MST1R	1.41125
KIAA1737	1.2935
OR4A5	0.337
GLIS1	-0.429
PTMA	0.564
NAPA	1.29775
PRDM11	0.24425
LIPF	0.646
DIRAS3	1.61775
ASGR2	-4.466625
C1QTNF4	0.43175
PIK3R4	0.286666666666667
ARMC3	3.82175
NDUFV3	-0.223
BTBD3	-0.529666666666667
PPP1R2	0.763666666666666
UBE2NL	-0.4515
FOSL2	1.88564285714286
FAM119A	-1.26216666666667
TUBA4A	-1.7834
KRTAP12-1	-0.4765
SFRS2	-0.7035
RHPN1	0.2229
EEF2	-0.1875
ZDHHC11	-0.597166666666667
EPHA3	-1.9192
RBM12	-0.8445
H2AFJ	3.14175
EDIL3	-1.136
KIF26A	-1.34725
SERGEF	0.34175
B3GALT4	3.55375
LOC90925	-0.107833333333333
OSCAR	-0.6965
NPFF	-1.061
DEDD	0.972875
TMEM155	-1.58216666666667
PTPN1	0.145
SCYL2	0.396666666666667
SKAP1	3.27825
LEAP2	-2.9105
GADD45G	0.7252
IFITM3	0.6805
PILRB	-1.20366666666667
SLU7	-0.088625
DSC3	-0.40575
DNMT3L	-1.94875
PAPD5	0.12475
B3GNT3	-0.693833333333333
LHCGR	1.444
MSL-1	1.19125
UBE2S	-1.257625
SAP130	-0.258
ANAPC11	1.02075
MAGED4B	1.3115
ATP6V1B2	-0.6105
C14orf179	1.19725
CAPZA1	-0.11625
CDYL2	0.007
GLRX3	-1.29066666666667
LOC136288	-0.663
MOBKL1A	-0.194
HTR2B	0.76275
CRYGD	-0.0663333333333334
NUS1	-1.18666666666667
PGRMC1	0.6695
MYOM2	-0.539
FLJ39653	-1.287
CHM	0.8704
OR5M8	-0.124
ZNF619	-0.0675
FAM105A	-0.7135
CCNL1	-1.25625
NAP1L3	-0.6495
C10orf57	3.04766666666667
B3GALNT1	1.86883333333333
CSN1S2A	0.2585
TCP10L	0.9225
GDAP2	0.3795
DMKN	-0.464833333333333
COX6B1	0.3
DNASE2	1.17166666666667
MSH5	-2.37725
LGMN	-0.790375
USP31	-1.1123
OR13C8	-0.1385
SDCBP	-0.3708
NUDT11	-2.747
PYGL	0.287666666666667
SNPH	0.376
B3GNT4	-1.5315
MIZF	-1.2429
NUBPL	-0.24225
NOD1	-0.8375
CDH22	-0.466125
NUBP1	0.421166666666667
DSCAM	-4.03
DGKI	-0.1615
FAM136A	-1.10225
AKAP1	0.803333333333333
SLC16A6	0.83825
RIN3	-0.29925
PSG2	-0.06425
DIP2B	0.0375833333333333
PSORS1C1	1.0699
KIAA0495	-0.993
FLJ90709	-0.707666666666667
LPA	-0.402666666666667
PIGA	-0.452333333333333
LY75	-0.403
UTS2	-6.382
RREB1	1.138875
GALNACT-2	0.1056
MGC3196	-0.913
FLJ31568	-0.58275
LPHN1	0.29675
SP1	1.35525
TOX4	0.3135
HSPA9	0.1434
APOBEC1	-0.396
SLC35E4	-1.0715
LSM5	-1.75125
SURF1	0.8075
ZBTB1	0.0959166666666667
GTF2F1	0.090625
RPS15A	-0.838142857142857
DUSP21	-0.580166666666667
GINS4	-2.65466666666667
MYO15A	1.63533333333333
GIMAP7	2.09075
MGC13379	0.09875
ATP6V1E2	-0.134666666666667
UTP3	-0.205
HNRPA3	-0.365875
MT4	0.399
C14orf155	0.96
U1SNRNPBP	0.81725
CKLF	-1.51016666666667
PLEKHN1	-0.487666666666667
MBNL1	-0.570166666666667
NUP160	-1.76875
ACSM2A	-2.07975
LOC129881	0.82325
KIAA1529	-1.348
FLJ22639	-2.05225
HAND1	-1.789
GSX1	0.3925
FGA	-4.197125
SERPINB1	0.039
ZNF642	1.144
IGFBP1	-8.52325
SLC1A1	-1.852375
DHX57	-0.454875
ZNF766	0.3645
PTPN21	0.8228
GDPD3	-0.9865
PNPLA5	-0.1025
TBR1	-0.425333333333333
FAM116A	0.29975
IQGAP1	1.215125
FOS	2.301375
ZNF226	-0.4545
FIGNL1	-1.548
C14orf1	1.17266666666667
ZMYND17	0.5185
PUS7	-1.314
TUBB6	-1.3165
KCNQ2	-1.48375
MARCH6	0.4395
CCDC33	0.828
PRODH	-1.7555
RBM11	0.86675
EPHA6	1.21225
SLC43A1	-1.8555
LOC196541	0.263875
NTN1	1.34716666666667
ING4	0.7145
PCDHB10	-0.0835
DPH2	-0.781
SPACA4	0.1735
FBXL21	-4.5995
DIAPH1	-0.231333333333333
ZNF71	0.731833333333333
CEP76	-0.4615
CORO1A	-1.95025
RRM2	-2.57875
EDG4	1.743
OS9	0.735
SLC4A1AP	-0.17725
COG5	-0.583
COPS8	-0.02025
NGLY1	-0.74375
NCBP2	0.309125
C17orf42	-0.977333333333333
GPSM3	0.279375
SIL1	1.07466666666667
ASB6	-0.3055
SMAD5OS	-0.940166666666667
UNC93A	-3.134875
A1BG	0.721
C21orf62	0.3945
FMO5	0.601833333333333
ATRIP	1.55966666666667
CEBPG	-0.0445
C7orf38	0.296
TNFRSF1B	-0.251
CLEC1A	1.185
IQSEC1	0.20275
PATZ1	1.075
RBM22	1.1245
BAG2	-2.31716666666667
PAQR5	0.883666666666667
C9orf127	0.4079
THNSL1	-0.672
SHROOM3	3.3578
JAM2	0.482
SNRPN	-2.3705
ALX4	0.55
CACNA1S	1.892
FAM130A1	0.6245
CORIN	1.077
CD300LB	1.572
PLEKHG6	1.66
LRRC40	-0.81825
PCLKC	-1.448
PCDHB16	-0.182333333333333
WNT2B	0.0135
ASNS	-3.15811111111111
MRPL49	0.356
FLJ46111	1.9885
ISG20	0.75375
SMU1	-0.569666666666667
CASZ1	0.106
POLR1D	-0.323416666666667
GIN1	-0.453
SNAG1	0.261
ANKRD29	-0.1165
CDKN2AIP	-0.0765
KRR1	0.01225
CXCL1	-4.6535
EPM2A	-0.513
PC	0.105833333333333
DEFB127	-0.169
PDZRN4	0.161833333333333
FAH	-0.594875
OR51E1	1.8745
CDC2L6	-0.5845
DNTTIP1	-0.547
PAX8	-1.2785
TMEM116	0.58925
C1orf150	0.755
PRO2012	0.176
MRPL40	-0.7125
BEX1	-2.924
SLC2A4	-1.50483333333333
PKMYT1	-0.6655
FEZF2	-0.179666666666667
SLC26A9	-1.624
MAP2	0.155583333333333
LYL1	-1.79725
SLC25A19	-0.930833333333333
NOS3	-0.171
ZNF34	1.01316666666667
TMPRSS11F	-0.1855
FAM43A	-0.4395
FCRL4	0.0501666666666667
KLF14	0.11825
FLRT2	-1.73483333333333
WRN	-1.93075
SDF2	0.9873
KRT8P12	1.69825
C6orf195	-0.0605
C9orf125	-2.28016666666667
DZIP3	-0.022125
RIT1	0.187416666666667
SCML1	-1.17766666666667
RHBDF2	0.854125
OR2G3	0.0825
REXO1L1	-0.779
MAP3K7IP3	-0.280875
C3orf57	-1.90125
FBXW11	-0.426333333333333
ETAA1	-0.47625
C14orf131	-0.083
AKT1S1	0.195
SLC12A5	-0.881285714285714
C9orf164	1.77525
NRIP3	-0.7185
NOS1AP	0.36875
TMEM121	0.34
SAP30BP	0.6193
DGCR6	0.326
WDR76	-1.0135
FAM82B	-0.245833333333333
LOC606495	-0.425
MAP9	-1.13333333333333
BCDIN3D	0.51075
CXorf36	2.6595
DSCR3	-0.2765
ZFAND3	0.817
C7orf43	0.848833333333333
SPSB3	1.3758
C19orf19	0.95925
FAM133A	-2.70725
C12orf25	-0.38275
SLC39A3	0.544125
DISP2	0.389
PI4KAP2	-1.538
MKRN3	-0.789166666666667
ADAMTS13	-0.615625
CBLN3	-0.0319999999999999
TTYH1	-1.7745
C3orf18	2.36175
FLJ13236	-1.7445
ZMYND12	0.9485
C18orf25	0.82575
GLB1L3	-1.7795
ATP13A5	0.905
RANBP10	-0.5085
CD96	-2.6247
DENND1C	-0.62625
RBMS3	0.071
SLC41A3	0.3935
DGCR6L	0.3925
TMEM128	0.5375
CSNK1G3	0.511785714285714
MOBKL2C	0.567875
TSPAN6	-1.85325
MATN2	-1.6964
MSL2L1	0.567166666666667
ST6GALNAC2	1.76533333333333
FGFBP2	-0.777125
FGL1	-6.96166666666667
MPP3	-0.0341666666666667
ARHGEF6	0.473833333333333
TGFBR2	-0.6375
ACMSD	3.78475
IL33	1.9005
C9orf5	-0.216416666666667
DEAF1	-0.1331
AMN	0.998
DEFA6	-0.14725
RNF212	-0.51625
METT5D1	1.0955
CIB1	0.6283
TSSK1B	0.122
KIAA1727	2.0405
ZNF680	0.808
LOC399900	-1.4705
LOC152217	0.295916666666667
CTNNAL1	-3.9645
CIT	-1.673
TLE6	1.24325
ZNF607	-0.28925
HERC4	-0.839166666666667
DRAP1	-0.1252
PEMT	-0.165
C10orf111	-0.734
ZNF575	1.056125
KCTD7	-0.72975
MYO1F	-0.367625
LOC285382	0.771
RAB11A	1.3532
PLCD3	-0.74225
C15orf28	-0.11525
PTBP2	-0.34275
CTB-1048E9.5	-0.770875
C19orf60	0.332666666666667
C7orf25	-0.283166666666667
SETD7	0.491375
HOXB9	-5.187
VANGL1	0.538875
CHAF1B	-1.98425
NDUFA3	0.6035
KIAA1328	0.288333333333333
SHARPIN	0.970875
TTC23	-1.4785
UGP2	-0.210833333333333
ANKIB1	1.267
CIRBP	0.270714285714286
SEC14L4	-4.0105
OVCH1	-0.12
VPS52	0.74525
FAT	-1.874
M6PRBP1	0.72125
GPRIN3	0.223
PPM1F	-1.33666666666667
TSR1	-1.04425
CCDC85A	5.02675
PCSK5	1.8
ZFHX3	-0.3105
HEMK1	-0.0706
PGBD2	-0.158
RSRC2	-0.015
AURKC	-1.64066666666667
SCRIB	0.5635
ORM2	-4.40466666666667
FAM115A	0.7917
FZD6	-0.2
UNC119	0.3135
GPX3	-1.5198
NOV	-1.88275
CABC1	0.246875
CDC42SE2	-0.4570625
EIF2S2	-1.0998
RNF130	-0.25
CKAP5	0.0503333333333333
RP11-413M3.2	0.534625
C10orf18	-0.0555
TMEM93	-0.36
DYX1C1	2.00525
KCNMB2	-2.192375
ANK3	1.18666666666667
KRT5	-1.6699
CDH12	-1.57575
QRSL1	-0.508625
JUB	-1.959
SHC4	-0.74725
CCL15	0.431833333333333
CCDC22	0.42625
SNX24	0.88025
RARS	-0.97525
MORC2	0.7545
FAM48A	-0.1895
MT1H	-2.9035
PPP1R14C	-3.312
FOXD1	-2.47692857142857
C1orf213	-2.94625
AMT	-2.0328
DSN1	-1.45275
PTPLAD2	0.31525
DIS3L	0.26675
RASL11A	1.49775
GPRC5B	0.074125
FRMD7	1.801
STRN4	0.70525
KITLG	2.36572727272727
HDGF	0.80275
OR1S1	-0.215
SETX	-0.2307
DDR2	-0.241375
KCTD12	0.24725
LYZL2	0.7515
WDR52	0.3665
TMEM2	0.9075
ZNF579	0.912833333333333
LOC200810	1.08725
TNFSF9	-1.671375
PPFIA4	-3.24825
CNIH3	0.143
MAP4K4	-0.768571428571429
ROD1	0.633714285714286
ALS2CR12	0.4585
DOCK3	0.623
PAQR9	-4.0415
ASB17	0.0753333333333333
STX16	-0.999
FEZ2	-0.419333333333333
DLAT	-1.01583333333333
KIF21B	-1.53916666666667
CDC5L	-0.419
TMEM119	0.839
CRIP3	-2.15625
TPSD1	0.671
TEPP	0.7845
GNGT2	0.147
C21orf121	0.40125
WNK1	0.376666666666667
FLJ10490	1.0084
OR51B5	-2.7435
LOC203547	-0.464
HAS1	0.1925
PPA1	-1.377
ST7	-0.144125
C11orf46	0.727
POPDC3	-4.3335
ACOX2	0.353
ATCAY	0.0166666666666666
TM4SF19	-3.2885
MFSD9	0.0368333333333333
PDHB	-0.2745
ERN1	-0.11575
LCE3C	-0.316
GPR111	-0.554
NOTCH3	2.104
ADAMTS5	1.22825
B3GALT1	-0.118
UGCGL1	0.585833333333333
FAM58A	0.65
FBXO32	0.83625
CLPP	-0.24975
NXPH1	-1.1615
MTMR3	0.440833333333333
ATP1B3	-1.142875
TMEM16A	4.285875
HIST1H3F	1.60483333333333
TRIM25	0.00199999999999996
SDCBP2	1.5845
CRKL	-1.797375
HOXB2	-1.89683333333333
ANP32B	-0.793375
GATM	3.321
AP4E1	0.243125
EDG5	0.4555
CDKN3	-1.96616666666667
CDH4	-2.16
PGD	-0.729833333333333
RND1	1.5715
GAD1	-3.3779
MPG	0.413
LOC440350	-0.7015
ZNF133	-0.5085
SERPINB12	-0.2535
AMELY	0.443666666666667
DHX36	-0.0605
TNFAIP8L2	1.43
PHTF2	0.154777777777778
CCDC112	-0.101666666666667
IQCC	-0.7865
HEYL	3.25033333333333
FTSJ2	-0.850166666666667
APPL1	0.583375
RAB43	0.338285714285714
OR10G2	0.0275
WAC	0.387666666666667
ADCY9	-0.371375
RUNDC2B	0.698666666666667
PYCRL	0.9992
AGPAT7	-1.28966666666667
SLC22A9	-2.2145
CDKAL1	0.0855
PDYN	-1.07333333333333
C20orf74	-0.2825
MTMR11	0.59575
VAV3	5.141
DAPL1	1.768
STXBP3	0.586
EIF3G	-0.42575
ARHGAP22	-2.51325
NPFFR1	0.2575
NPC1	-0.3265
ALDH9A1	0.444666666666667
ZNF600	0.007625
ZNF678	0.5735
RASSF1	-0.165833333333333
ADD2	-3.818875
PITPNB	-0.499625
PKD2L2	0.263142857142857
LRP11	-0.25425
CDKL1	-0.42725
SMEK2	0.08725
PRODH2	-3.44383333333333
C11orf54	-0.407833333333333
SFRS11	-0.5805
IL7	-1.421
ALS2CR16	1.89875
BTG3	-2.91816666666667
PAK2	0.822777777777778
RP11-679B17.1	-0.62925
GATA4	-1.62983333333333
ATP2B1	-0.15
LOC130940	1.083
C1orf172	2.93566666666667
ATF7IP2	-0.4375
SLC25A43	0.734833333333333
CENTG3	0.0964166666666667
IGF2BP1	-4.1081
FCHSD1	0.3515
CAMK2N2	1.1055
ELAVL3	-0.0425555555555556
NBPF15	-0.2555
UBE2J2	-0.218636363636364
GNL2	-0.43775
PRR3	-0.2552
NLF2	1.6425
OR4F6	0.4095
KLHL24	0.994833333333333
CCDC88A	-2.3593
SGPP1	-2.43183333333333
C10orf11	-1.85433333333333
SLC35B4	-1.49183333333333
UGT3A2	-1.6245
ARNT2	1.0672
CBR1	0.5655
ITPR3	-0.0623333333333333
TRAPPC6B	-0.4136
AMZ1	2.9535
ARP11	1.005
WDSUB1	-0.473
APBA1	-0.384333333333333
RAB2A	1.3608
C6orf162	-0.8985
HPSE2	0.335333333333333
PLCE1	-2.15375
INSL3	0.63625
DLG1	0.2113
PTPLA	-3.9935
PIGX	0.467625
TFIP11	-0.0908333333333333
FIBIN	2.339
POLR2G	-0.257
GRAP2	-2.4218
DNAJB8	-0.10175
CNBP	0.00999999999999999
WASF1	-2.5205
INPP5E	-0.777
HSPB1	2.68875
TMEM167	-0.5856
CUBN	-0.7385
IGF1	1.7780625
ITPK1	0.6813
NAALAD2	-0.9775
G3BP1	-0.5544
NT5DC1	1.92725
CYP39A1	-1.779
TMEM139	1.99166666666667
POLK	-0.3365
GLULD1	-2.5745
RBM15	-0.748666666666667
AMZ2	0.491
GDF15	-2.16283333333333
MESDC2	-0.17075
INCA	-1.04416666666667
ACY1L2	-2.932
GZMM	-1.61066666666667
PAIP1	0.33475
CACNA2D1	1.3155
STK32C	0.688666666666667
SH3BP4	0.863
DEC1	0.142
PADI1	1.046
UBB	0.5177
PON3	3.06833333333333
PROP1	1.0285
ANKRD13B	0.3925
ADCK1	0.8385
TCF25	0.0281666666666667
SLC38A5	-2.51625
CXorf26	0.162
C19orf39	0.4365
PPP1R13B	1.3455
ARL2	-0.691
TCL6	0.0775
TOP3A	-0.895
SLC16A14	2.888
FXYD6	0.501166666666667
HIST1H4E	-0.14075
BBC3	1.07084210526316
UNC5A	-0.201666666666667
FAM86C	-0.1616
PI4KB	0.854375
B3GAT1	-3.85925
SUSD2	1.71966666666667
OAZ2	-0.352333333333333
NOC4L	0.46825
C10orf12	0.61375
FADS1	-1.545
LOC144097	-0.40725
DKK2	0.830833333333333
KIAA1949	-0.44975
RHOT1	0.2084
OXT	1.18866666666667
GPR153	1.151
ARL4A	-2.51266666666667
SAAL1	-1.4175
CCDC64	-0.1385
USE1	-0.526666666666667
HNMT	0.865666666666667
PCGF3	0.973375
CYP2C19	0.84975
C20orf4	0.584
CCDC11	2.267
ACSBG2	-0.00700000000000001
RWDD2A	-1.18525
PALLD	2.3425
CPLX4	0.5525
LOC492311	0.59925
KPNA2	-1.07466666666667
MACROD1	0.3076
