Hybridization REF	TCGA-AO-A0JE-01A-11R-A056-07
RY1	0.367
ATAD2B	0.077
ARHGAP17	1.1151
KCNIP3	-1.17
SFPQ	0.2945
GFRA4	0.562666666666667
AKR1B10	0.255375
TIGD6	0.424833333333333
RGS16	2.746375
URB1	-0.662166666666667
OR4C46	-0.186166666666667
TOP3B	-0.63775
NFATC4	1.0365
CA14	-3.8835
BMPR1A	0.775
SNRP70	-0.861
PRL	-0.1575
C6orf130	-0.70125
STAG2	-1.122
CD55	0.0519285714285714
RPS23	-0.4345
SSX2	-1.84266666666667
FDPSL2A	-0.072
FBXO27	-1.067875
SYNGR3	-1.09033333333333
TMSL3	1.8525
EML1	-0.996
NUP93	-0.405916666666667
SMAD3	-1.1264
KIAA1189	1.191
HNRPUL2	0.981166666666667
TBC1D12	0.4355
C16orf24	1.47425
MRVI1	2.13566666666667
ZNF581	-0.288333333333333
ELOVL3	0.1355
OR51Q1	0.4895
CACNB3	0.382333333333333
GALNT13	0.356
C10orf84	1.021375
NEDD4	-0.0566
SPO11	0.1185
OR5AU1	0.635
NEK4	-0.204
PRKAR2A	-0.591666666666667
IHPK1	-0.574666666666667
ATP6V0B	0.406625
CACNA1E	1.0545
CEACAM8	-0.1805
PEX14	-0.4245
FLJ12993	-1.7025
ZBTB38	-0.171083333333333
PCTK2	0.446333333333333
LRRC16	1.5623
FBLIM1	0.5165
FYCO1	0.4565
RP5-1022P6.2	0.37375
CMTM1	1.11416666666667
PLTP	-0.152166666666667
RAPH1	1.129875
DOCK8	1.315
EZH2	-2.11586666666667
SLC25A1	0.183
PLEKHB1	-0.8197
GRB7	2.0843
ZFP37	-1.4035
MRPL33	-0.62725
PELO	0.3135
ARMC1	-1.46045454545455
C9orf27	0.2075
FLJ25778	-0.629
C9orf37	-1.28983333333333
TMEM66	0.8085
SPRN	0.1495
HBEGF	0.148
PI4KA	-0.9785
LEPRE1	0.05225
POU2AF1	0.063625
MRPL12	-0.448333333333333
REP15	0.081
ZC3H3	0.2595
RASAL1	1.20325
DDAH1	0.3675
ACBD5	0.723125
TMC2	0.2175
CCDC137	-1.33975
SAMD13	1.843
UGT2B15	2.5815
TIPARP	-1.2695
DNASE1L3	1.08575
TRIM72	0.149
DBX2	-0.02525
IPO8	1.13725
C21orf88	-2.1035
MAP3K14	0.71425
LOC51233	0.87
GGTLA4	2.63025
PDE6D	0.5615
ZNF117	-0.48125
CLK2	-0.551125
NKRF	-0.9875
TNFSF15	0.1559
DUSP2	-0.12775
SECISBP2	-0.7815
GABRR2	0.273
PPAP2C	2.6215
LOC51145	0.259666666666667
PAG1	0.463875
PIK3C3	-0.04775
GNG10	-0.13
APOL4	1.29216666666667
ANKRD28	-0.9235
STMN3	-1.5507
RAB14	0.2917
CDK2AP2	0.866
HDDC3	0.360375
COMMD7	0.36625
CXXC1	-0.3995
HMCN1	0.198166666666667
CD40	1.48425
DYNC1LI2	-0.6123125
GDI1	-0.25975
LOC646938	0.16625
VSNL1	-0.8745
PIH1D1	-0.670666666666667
RAET1G	-0.9095
KRTAP5-9	0.0815
EFTUD2	0.09175
ZNF311	0.998
ATP6V1G3	0.00475000000000001
OR2W3	-1.1375
SCN4A	0.017
MED10	-0.981875
FAM135A	-1.1498
ARHGAP4	-0.47625
EHMT2	-1.0985
UFD1L	0.4355
ERMP1	-0.44925
MAG1	-0.930166666666667
THAP8	0.217666666666667
HACE1	-0.992166666666667
FAM82C	0.497833333333333
C3orf20	0.775
UNC84A	-0.9315
SCD5	-0.174214285714286
LASS6	0.060875
LSG1	-0.15925
MAL	-4.286
GPR22	-1.222
WDR5B	0.85275
ACTRT1	-0.1425
C17orf60	0.49
GRIN2C	0.3819
ARMC8	0.06425
SLC47A1	-1.89
DMPK	-0.41375
DHRS13	2.26966666666667
SMC1A	-1.34766666666667
KRTAP17-1	0.7315
SMYD5	-0.366
TUSC2	-0.42575
CRHR2	0.5075
KIR3DL2	0.518
CCDC104	-0.03275
ATP2C1	0.980875
CROT	0.637
PABPC3	-1.077
EGR1	-0.413166666666667
THSD1	0.699
KHK	-0.9595
SLC12A2	1.9425625
CD58	-0.18375
STOX2	-1.4615
CCDC76	-1.2148
CCDC48	4.72625
DNAH1	-0.186166666666667
ZIC4	-0.640875
OR1G1	-0.384
PSMC6	0.0486666666666667
PROKR1	0.865
ABCB1	-1.0465
TRAT1	0.802
LLGL1	-0.265
MTF1	-0.04475
USP54	0.795625
PAGE2B	-1.8835
ITGB7	-3.1405
CCDC81	0.7605
LOC149837	0.33525
SCUBE1	0.4025
ZSCAN10	0.9265
HUWE1	-0.157
CDH17	-0.32
CD180	0.88825
IL17A	0.3825
TMPO	-1.00075
KIAA1524	-0.9545
HDGFRP3	-1.08266666666667
OXCT1	-0.776636363636364
RRAS2	-0.2645
LTBP2	3.043375
SV2B	0.696
CYP2A6	0.504625
PKD1L2	-0.398166666666667
PPM1M	0.55775
FLJ22662	2.39116666666667
ZNF502	0.5925
GP6	-0.80075
CRYBA2	0.3345
LEF1	-1.318
CTPS	-1.17485714285714
EYA1	-3.17866666666667
EPS8L1	0.3235
MAPK14	-0.450083333333333
SERPINB2	-2.505875
GTF2F2	-0.570333333333333
ZNHIT4	0.1525
PLA1A	1.47375
C20orf114	3.9695
HPR	-4.2915
C18orf2	-3.18983333333333
SATB2	-1.177
KCNJ9	0.225125
MGC157906	1.096
MOCS3	0.801
C17orf71	-0.328333333333333
PPHLN1	-0.1647
HIST1H2BN	0.02925
RAPGEF1	-0.094
MAP3K8	0.5315
DLG4	0.261333333333333
STC1	1.05983333333333
CDGAP	1.61075
DDX26B	-1.52375
LOC150223	-1.13175
CPSF3	-0.5165
TMEM14A	0.6725
MYH3	-1.36825
GPKOW	-0.0465
SULT1A1	0.677833333333333
SPON1	5.1677
YY1AP1	-0.276833333333333
RAB23	0.29075
PLA2G4A	-3.26475
MAPRE3	-0.1445
ZNF516	-0.807642857142857
GGPS1	1.717
EXOC3L2	-0.54775
C19orf42	0.5978
MAP2K2	-0.3655
HIST1H2BB	1.36275
RNF19B	1.40983333333333
C6orf128	0.902166666666667
TLR8	3.8715
PCDHA9	-0.219
CARS2	-0.25625
CLUL1	1.82783333333333
RHAG	-3.6495
UNK	-0.0945
EXOC8	1.082
C9orf95	1.5475
C14orf143	0.807333333333333
MAML3	0.133375
LDHA	-1.5355
MRPL20	-0.28175
KLHDC6	0.11
ATP5S	0.207
C8orf55	0.77475
PHF19	-1.773125
KRTAP13-4	0.679
TTC5	0.29625
XKR5	-0.46625
SILV	-4.11016666666667
TEX28	-0.089
TCTN1	1.44975
CX40.1	0.5245
PPP2R5C	0.05675
C12orf30	-0.636833333333333
CAPG	2.1035
MPZL1	2.4266
ARSB	-0.4435
TDH	-1.93825
WASF4	-0.10425
TSSK3	-0.132
7A5	2.7465
CRISPLD1	0.39975
MAD1L1	-0.4185
SPIN4	-0.282666666666667
AMPD1	2.0375
DPYSL5	0.302
INPP1	0.105166666666667
ANKRD11	-1.80888888888889
NPAS4	0.33025
GCET2	0.4541
RNASE9	0.6205
GUCY2D	0.374166666666667
CCDC98	0.61425
FGF4	-0.646125
CPM	-1.44566666666667
SLC26A4	-1.44466666666667
PLD5	0.23475
FAM59A	-0.4241
FBXO5	-1.88933333333333
SIPA1L1	0.12475
DPYS	1.2035
ATG4D	-0.48475
TGM3	0.376
MTCH1	-0.461
HK1	-0.139
CDC26	0.237375
GALNT12	-2.699
LOC339229	0.01625
MRPL35	-0.143625
ORC4L	-0.47175
TNKS	-0.275785714285714
C2orf24	0.0673333333333333
ZNF553	0.445
GGTLA1	3.0601
ZNF497	1.21825
CDY1B	-0.0535
SLC30A4	0.4645
TUB	-1.775
ARHGEF18	0.17425
ARRB1	1.18525
KCNK1	1.571625
EREG	-2.6695
SCAMP5	0.29575
RUNDC3B	2.203
ADAMTS20	0.27575
IL17RB	-0.997
FLJ20323	-1.1955
MCAM	0.231375
POLR3E	-0.77525
AQR	0.603333333333333
IPMK	0.759
CDCA7	-4.550125
CAMP	1.46825
GRHL3	-1.0235
ADAMTSL2	2.1885
CLMN	2.29783333333333
SSTR3	0.5495
MAGEA5	-1.85916666666667
OVOL2	4.0155
JMJD1B	0.21525
RBL2	0.5967
PYGO2	0.63575
PPP1R10	0.734166666666667
CSE1L	-1.31433333333333
LCA5	1.0745
RDH16	1.46
ASRGL1	2.485375
TOM1	0.448833333333333
PTX3	-6.0935
TTC15	0.36575
SCGB3A1	1.01483333333333
MRPL50	-0.228
RCAN3	-0.359625
SLC26A11	1.021
STYX	0.72
CINP	0.1845
MARCH7	0.38875
PFKM	-1.24483333333333
SGMS1	0.798666666666667
RIOK3	-0.2229
C1orf110	0.2445
CES7	0.13475
LOC440248	-2.2
PPP1R12C	-0.51675
C10orf27	0.9185
ATG9A	-0.183
MRPS26	1.160125
TMEM40	0.4855
ELP3	-0.382
ZNF787	0.3138
HIAT1	0.018875
C8orf34	1.51033333333333
MGC4655	0.1183
PELI1	0.222833333333333
PPT1	0.4321
SLC35C2	-0.204
C6orf125	0.325
MUC4	1.39916666666667
RFC4	-1.73171428571429
GNB2	-0.584166666666667
NUP50	0.332071428571429
SULT4A1	-1.96166666666667
C7	0.606875
CCDC130	-0.216833333333333
ARRDC4	0.92
RQCD1	-0.37225
GLYCTK	-0.9445
AYTL2	0.694818181818182
MTUS1	1.2709
LEMD3	-0.643166666666667
PLEKHF2	1.169
HOXA7	-0.874
GTF3C2	-1.2945
DYNLRB2	3.25675
CNOT10	-1.02475
MR1	1.872
FFAR1	0.145
PRIC285	0.178
SLITRK6	-1.44275
LIX1	-1.8907
UBE1L2	0.10825
F8	1.562625
ACHE	0.609333333333333
KPNA5	1.37725
TNFRSF12A	0.2915
EGR3	-1.0875
SERPIND1	-3.375
OASL	4.514
IFRD1	-1.6695
WDFY1	0.1465
ZNF267	0.7955
ACCN5	0.9475
ZBTB6	0.14275
PPP1R3A	0.239
PRRT3	0.60625
FBXL19	-0.342
TXNIP	1.036
ACTN2	-0.48525
ATG9B	-0.721125
C9orf117	0.764
IL27	-0.076
RPL36AL	0.525833333333333
KLK15	-0.053
CHAD	2.9075
RAP2B	0.5982
HEBP2	0.838
ZNF342	0.6165
CAMK2G	-0.185333333333333
TLR3	3.7865
FGF14	0.1015
HMGB2	-1.2315
TRPM5	0.324833333333333
OR5M11	0.53
KIF3B	0.350421052631579
PRICKLE2	0.80925
MTMR9	-0.1595
C3orf27	0.01725
GLRA3	-1.228
NSDHL	0.131
TMEM32	-0.4085
POLR2D	-1.057
MYADML	0.373
C9orf114	-0.80075
MRGPRX1	-0.002
TOPORS	0.167
CLDN19	-1.1685
C1QL4	-1.154
RNF165	-1.037
DHRS9	0.438
DNAH2	-0.900833333333333
FXR1	-0.6155
ZMYM3	-1.210625
CASP3	-0.111333333333333
FAM120C	-0.1745
SCLY	-0.91775
CA7	-0.127
ENTPD5	0.615
ZNF461	0.06775
PDIA5	-0.1015
C1orf19	-0.365833333333333
TMEM67	0.26175
KCTD20	-0.472
WDR47	0.4615
FLJ38723	-0.5515
KLRF1	0.549666666666667
TAS2R16	1.0985
CLDN12	-0.47775
PRKCE	-0.54825
UBXD4	-1.02675
ITGAM	3.37116666666667
GLT8D3	-0.145625
WDR31	0.1977
RGS2	0.48575
OR51L1	0.58
MST1R	1.38075
KIAA1737	0.7995
OR4A5	0.1795
GLIS1	-0.685666666666667
PTMA	0.425357142857143
NAPA	-0.03375
PRDM11	0.2275
LIPF	0.082
DIRAS3	0.72175
ASGR2	-3.769125
C1QTNF4	0.29375
PIK3R4	0.0238333333333333
ARMC3	5.136
NDUFV3	-0.149666666666667
BTBD3	0.609833333333333
PPP1R2	1.00033333333333
UBE2NL	0.816
FOSL2	1.36542857142857
FAM119A	-0.597
TUBA4A	-0.2106
KRTAP12-1	-0.169
SFRS2	-0.67125
RHPN1	0.4399
EEF2	-0.796333333333333
ZDHHC11	0.365
EPHA3	-1.4586
RBM12	-1.4815
H2AFJ	1.59083333333333
EDIL3	4.1215
KIF26A	-1.571
SERGEF	0.151
B3GALT4	2.95375
LOC90925	2.28166666666667
OSCAR	1.1915
NPFF	-0.177875
DEDD	0.68825
TMEM155	0.044125
PTPN1	0.2485
SCYL2	0.322166666666667
SKAP1	3.37775
LEAP2	-2.476
GADD45G	2.3904
IFITM3	1.488
PILRB	-2.19366666666667
SLU7	0.3965625
DSC3	-0.93925
DNMT3L	-0.911
PAPD5	0.68775
B3GNT3	-1.57033333333333
LHCGR	0.236
MSL-1	-0.28
UBE2S	-1.542875
SAP130	-0.5735
ANAPC11	-0.057
MAGED4B	-1.777
ATP6V1B2	0.516666666666667
C14orf179	1.7525
CAPZA1	0.555375
CDYL2	0.364166666666667
GLRX3	-1.01066666666667
LOC136288	-0.37875
MOBKL1A	-0.0635
HTR2B	3.92325
CRYGD	0.361833333333333
NUS1	0.543833333333333
PGRMC1	1.728
MYOM2	-0.015
FLJ39653	-2.55966666666667
CHM	-0.4277
OR5M8	0.258
ZNF619	0.0015
FAM105A	2.01725
CCNL1	-1.500125
NAP1L3	0.92675
C10orf57	1.40333333333333
B3GALNT1	1.507
CSN1S2A	0.6125
TCP10L	0.248
GDAP2	0.359375
DMKN	-3.509
COX6B1	-0.32625
DNASE2	0.951333333333333
MSH5	-1.8395
LGMN	0.7275
USP31	0.3212
OR13C8	0.55
SDCBP	0.1983
NUDT11	-1.644
PYGL	-1.26583333333333
SNPH	3.4135
B3GNT4	-0.905
MIZF	-1.2883
NUBPL	-0.308625
NOD1	0.134166666666667
CDH22	0.087125
NUBP1	1.266
DSCAM	-3.51325
DGKI	0.7795
FAM136A	-1.4255
AKAP1	-0.141333333333333
SLC16A6	-2.48225
RIN3	0.87325
PSG2	-0.561
DIP2B	-0.0284166666666667
PSORS1C1	0.4456
KIAA0495	-1.2005
FLJ90709	0.138166666666667
LPA	-0.188666666666667
PIGA	-0.202
LY75	2.08766666666667
UTS2	-5.1225
RREB1	0.579
GALNACT-2	0.9179
MGC3196	0.3105
FLJ31568	0.10175
LPHN1	-1.04775
SP1	1.24725
TOX4	0.491333333333333
HSPA9	-0.0559000000000001
APOBEC1	0.2965
SLC35E4	-1.88525
LSM5	-0.9145
SURF1	0.0285
ZBTB1	0.522
GTF2F1	-0.22975
RPS15A	1.18121428571429
DUSP21	-0.0743333333333334
GINS4	-2.827
MYO15A	0.446166666666667
GIMAP7	4.277
MGC13379	1.2025
ATP6V1E2	0.685
UTP3	0.26425
HNRPA3	-0.8808125
MT4	2.358
C14orf155	0.09775
U1SNRNPBP	0.53425
CKLF	0.0545
PLEKHN1	-0.806666666666667
MBNL1	-0.116916666666667
NUP160	-1.346
ACSM2A	-1.15275
LOC129881	1.18425
KIAA1529	0.3745
FLJ22639	-2.0715
HAND1	-1.4185
GSX1	0.1895
FGA	-3.9369375
SERPINB1	0.5295
ZNF642	0.326
IGFBP1	-7.989875
SLC1A1	3.36225
DHX57	-0.75875
ZNF766	0.262
PTPN21	0.1744
GDPD3	-1.744
PNPLA5	0.505
TBR1	0.465666666666667
FAM116A	-1.05775
IQGAP1	0.80075
FOS	-0.70925
ZNF226	-0.2915
FIGNL1	-0.243333333333333
C14orf1	1.13816666666667
ZMYND17	-0.0455
PUS7	-1.17
TUBB6	-0.8155
KCNQ2	-1.2515
MARCH6	0.0136666666666667
CCDC33	0.43
PRODH	1.72925
RBM11	0.18825
EPHA6	0.43225
SLC43A1	0.2145
LOC196541	0.386375
NTN1	0.502833333333333
ING4	0.03525
PCDHB10	1.24525
DPH2	-0.6985
SPACA4	0.3055
FBXL21	-3.695
DIAPH1	-0.2795
ZNF71	0.441666666666667
CEP76	-0.426
CORO1A	0.16475
RRM2	-1.898125
EDG4	0.89225
OS9	0.413
SLC4A1AP	-0.178
COG5	-0.87825
COPS8	-0.489
NGLY1	-0.8615
NCBP2	0.303875
C17orf42	0.618833333333333
GPSM3	0.970375
SIL1	1.41216666666667
ASB6	-0.39225
SMAD5OS	0.9615
UNC93A	-2.59075
A1BG	0.521
C21orf62	-0.23525
FMO5	0.446583333333333
ATRIP	-0.4405
CEBPG	-0.713833333333333
C7orf38	-1.221
TNFRSF1B	1.12983333333333
CLEC1A	1.37583333333333
IQSEC1	-0.205375
PATZ1	0.705
RBM22	0.539375
BAG2	-1.28066666666667
PAQR5	-2.71866666666667
C9orf127	0.00419999999999996
THNSL1	-1.6295
SHROOM3	2.3099
JAM2	1.59125
SNRPN	-3.373
ALX4	0.0585
CACNA1S	0.8325
FAM130A1	-0.09775
CORIN	4.5345
CD300LB	0.7315
PLEKHG6	1.4655
LRRC40	-1.175
PCLKC	-0.99575
PCDHB16	2.28233333333333
WNT2B	0.357
ASNS	-3.92066666666667
MRPL49	-0.249375
FLJ46111	-0.39175
ISG20	2.188
SMU1	0.016
CASZ1	0.089
POLR1D	-0.698416666666667
GIN1	-0.22225
SNAG1	0.424333333333333
ANKRD29	-2.1205
CDKN2AIP	-0.20275
KRR1	-0.428
CXCL1	-3.457
EPM2A	0.2213
PC	0.756666666666667
DEFB127	1.1
PDZRN4	1.09266666666667
FAH	1.59675
OR51E1	2.852
CDC2L6	0.133333333333333
DNTTIP1	-0.08325
PAX8	0.408
TMEM116	0.4
C1orf150	-0.6805
PRO2012	0.53925
MRPL40	-0.189166666666667
BEX1	-3.7196
SLC2A4	-0.642666666666667
PKMYT1	-0.228
FEZF2	-0.845166666666667
SLC26A9	-0.8255
MAP2	0.63925
LYL1	-0.7
SLC25A19	-0.6075
NOS3	0.1435
ZNF34	0.283166666666667
TMPRSS11F	-0.824
FAM43A	-0.9035
FCRL4	1.022
KLF14	0.30275
FLRT2	-0.691666666666667
WRN	-1.2475
SDF2	2.8296
KRT8P12	-0.238
C6orf195	-0.3065
C9orf125	-1.18266666666667
DZIP3	-0.13875
RIT1	0.03625
SCML1	-1.4125
RHBDF2	0.322625
OR2G3	0.433
REXO1L1	-0.048
MAP3K7IP3	0.16
C3orf57	-5.9355
FBXW11	-0.7755
ETAA1	-0.69425
C14orf131	-0.0787
AKT1S1	-0.10575
SLC12A5	-1.129375
C9orf164	0.88275
NRIP3	-0.635375
NOS1AP	-2.24875
TMEM121	2.0295
SAP30BP	-0.0663
DGCR6	0.44
WDR76	-1.6405
FAM82B	-1.14583333333333
LOC606495	0.165
MAP9	1.54933333333333
BCDIN3D	0.72525
CXorf36	3.645
DSCR3	0.2654
ZFAND3	0.307625
C7orf43	0.404833333333333
SPSB3	0.9297
C19orf19	0.593
FAM133A	-1.30625
C12orf25	0.81325
SLC39A3	0.1545
DISP2	0.23675
PI4KAP2	-1.9905
MKRN3	-1.31116666666667
ADAMTS13	-0.71475
CBLN3	0.6597
TTYH1	-0.987333333333333
C3orf18	-0.318
FLJ13236	0.52575
ZMYND12	3.7985
C18orf25	1.00475
GLB1L3	-1.333
ATP13A5	4.103
RANBP10	-0.1475
CD96	0.5263
DENND1C	1.149
RBMS3	1.1414
SLC41A3	0.256166666666667
DGCR6L	0.39325
TMEM128	-0.574833333333333
CSNK1G3	0.0205
MOBKL2C	1.3
TSPAN6	-0.346375
MATN2	-2.0833
MSL2L1	-0.956833333333333
ST6GALNAC2	0.0833333333333333
FGFBP2	2.79025
FGL1	-2.13233333333333
MPP3	2.576
ARHGEF6	1.20833333333333
TGFBR2	0.9085
ACMSD	2.3975
IL33	2.82675
C9orf5	0.370666666666667
DEAF1	0.0484
AMN	0.4385
DEFA6	-0.08025
RNF212	0.806
METT5D1	-0.246
CIB1	0.9006
TSSK1B	0.33475
KIAA1727	1.3445
ZNF680	0.230666666666667
LOC399900	-0.1995
LOC152217	0.3695
CTNNAL1	-2.7735
CIT	-2.37733333333333
TLE6	0.95675
ZNF607	-0.27775
HERC4	-0.708333333333333
DRAP1	-0.2809
PEMT	-0.76925
C10orf111	-0.035
ZNF575	1.045125
KCTD7	0.47725
MYO1F	1.202125
LOC285382	-0.3255
RAB11A	0.2977
PLCD3	-1.08825
C15orf28	-0.094
PTBP2	-0.15375
CTB-1048E9.5	0.184
C19orf60	0.160833333333333
C7orf25	0.432333333333333
SETD7	1.74325
HOXB9	-4.1225
VANGL1	-0.182875
CHAF1B	-1.453
NDUFA3	-0.10625
KIAA1328	-0.0958333333333334
SHARPIN	0.013875
TTC23	-0.4025
UGP2	0.3495
ANKIB1	-0.7065
CIRBP	1.479
SEC14L4	-3.49233333333333
OVCH1	0.105666666666667
VPS52	-0.48025
FAT	0.457375
M6PRBP1	0.042
GPRIN3	0.7285
PPM1F	-0.74
TSR1	-0.8085
CCDC85A	1.30575
PCSK5	1.8495
ZFHX3	0.027
HEMK1	-0.7242
PGBD2	1.213
RSRC2	-0.100166666666667
AURKC	-0.512833333333333
SCRIB	-1.159625
ORM2	0.284166666666667
FAM115A	-1.1975
FZD6	0.762625
UNC119	0.8165
GPX3	-1.0967
NOV	-0.525875
CABC1	-0.331125
CDC42SE2	1.349125
EIF2S2	-0.5701
RNF130	1.538375
CKAP5	-0.9245
RP11-413M3.2	0.85
C10orf18	-0.1282
TMEM93	-0.65125
DYX1C1	1.76725
KCNMB2	-1.647875
ANK3	1.06808333333333
KRT5	-1.8064
CDH12	-1.368625
QRSL1	-0.462
JUB	-0.9835
SHC4	-2.140125
CCL15	1.12566666666667
CCDC22	0.292
SNX24	-1.1835
RARS	-0.41
MORC2	0.838875
FAM48A	-0.4115
MT1H	0.085
PPP1R14C	-2.67166666666667
FOXD1	-2.345
C1orf213	-2.3955
AMT	-2.1578
DSN1	-0.8625
PTPLAD2	3.7605
DIS3L	-0.4605
RASL11A	1.76725
GPRC5B	1.229625
FRMD7	0.134
STRN4	-0.1135
KITLG	1.62404545454545
HDGF	-0.55425
OR1S1	0.749
SETX	-0.4497
DDR2	0.7665
KCTD12	1.9895
LYZL2	-1.41775
WDR52	-1.0225
TMEM2	0.805875
ZNF579	0.884333333333333
LOC200810	1.00925
TNFSF9	-1.655375
PPFIA4	-3.43625
CNIH3	0.470333333333333
MAP4K4	-0.850714285714286
ROD1	0.824785714285714
ALS2CR12	0.2615
DOCK3	-0.872166666666667
PAQR9	-3.843
ASB17	0.489666666666667
STX16	-1.008125
FEZ2	-0.155
DLAT	-0.784666666666667
KIF21B	-1.19983333333333
CDC5L	-0.672
TMEM119	2.83483333333333
CRIP3	-1.759
TPSD1	0.304833333333333
TEPP	0.48475
GNGT2	2.1225
C21orf121	-0.2195
WNK1	0.416666666666667
FLJ10490	1.3552
OR51B5	-2.125
LOC203547	0.126875
HAS1	-0.274
PPA1	0.352333333333333
ST7	0.09775
C11orf46	0.6284
POPDC3	-3.92633333333333
ACOX2	1.3865
ATCAY	-0.3105
TM4SF19	-1.047
MFSD9	0.288666666666667
PDHB	-0.799
ERN1	0.29625
LCE3C	-0.024
GPR111	-0.508
NOTCH3	1.48283333333333
ADAMTS5	3.01075
B3GALT1	-0.1105
UGCGL1	1.47866666666667
FAM58A	0.540166666666667
FBXO32	1.5505
CLPP	-0.16475
NXPH1	-1.47725
MTMR3	0.473
ATP1B3	-0.394875
TMEM16A	3.938375
HIST1H3F	0.595666666666667
TRIM25	-0.248833333333333
SDCBP2	2.5015
CRKL	-1.30925
HOXB2	1.16183333333333
ANP32B	-0.9005
GATM	0.8375
AP4E1	-0.08575
EDG5	0.255125
CDKN3	-1.34766666666667
CDH4	-1.5775
PGD	-0.762833333333333
RND1	1.9825
GAD1	-3.1974
MPG	0.801875
LOC440350	-0.0525
ZNF133	1.16025
SERPINB12	0.407
AMELY	-0.418
DHX36	-0.728
TNFAIP8L2	3.79333333333333
PHTF2	0.0552777777777778
CCDC112	-0.0436666666666667
IQCC	-0.41225
HEYL	3.3755
FTSJ2	-0.723666666666667
APPL1	-0.9935
RAB43	0.646142857142857
OR10G2	-0.506
WAC	0.278333333333333
ADCY9	-0.0935
RUNDC2B	1.0785
PYCRL	1.0855
AGPAT7	-0.573333333333333
SLC22A9	-1.25033333333333
CDKAL1	0.21
PDYN	-0.486
C20orf74	0.05325
MTMR11	1.49125
VAV3	3.25733333333333
DAPL1	0.48975
STXBP3	-0.162
EIF3G	-0.16625
ARHGAP22	-0.73625
NPFFR1	0.4275
NPC1	-0.346166666666667
ALDH9A1	0.738166666666667
ZNF600	0.8155
ZNF678	0.11
RASSF1	-0.516166666666667
ADD2	-2.55825
PITPNB	-0.187625
PKD2L2	-0.503285714285714
LRP11	0.0715
CDKL1	0.58975
SMEK2	0.129
PRODH2	-3.1755
C11orf54	0.288166666666667
SFRS11	-0.7285
IL7	1.48416666666667
ALS2CR16	1.2715
BTG3	-0.9725
PAK2	0.131555555555556
RP11-679B17.1	-2.2315
GATA4	-1.527
ATP2B1	-0.63325
LOC130940	0.8235
C1orf172	1.94083333333333
ATF7IP2	-0.11725
SLC25A43	-0.202
CENTG3	-0.276666666666667
IGF2BP1	-3.9152
FCHSD1	0.3645
CAMK2N2	1.17566666666667
ELAVL3	-0.1579
NBPF15	-1.33633333333333
UBE2J2	-0.606545454545455
GNL2	-0.30225
PRR3	0.0939
NLF2	1.3785
OR4F6	0.251
KLHL24	0.426833333333333
CCDC88A	-2.0424
SGPP1	0.799166666666667
C10orf11	0.3945
SLC35B4	-1.07633333333333
UGT3A2	-1.0505
ARNT2	-1.0395
CBR1	-1.19925
ITPR3	-1.16916666666667
TRAPPC6B	0.7218
AMZ1	0.162
ARP11	1.64975
WDSUB1	-0.69825
APBA1	0.099
RAB2A	0.3375
C6orf162	-0.0685
HPSE2	0.3115
PLCE1	-0.03025
INSL3	0.95975
DLG1	-0.0943
PTPLA	-3.63875
PIGX	-0.066
TFIP11	0.362166666666667
FIBIN	3.671
POLR2G	0.17875
GRAP2	-0.7515
DNAJB8	-0.25975
CNBP	0.3205
WASF1	-1.90475
INPP5E	-2.0816
HSPB1	-0.4404375
TMEM167	-0.0041
CUBN	-0.68275
IGF1	2.89725
ITPK1	0.0181
NAALAD2	-0.698285714285714
G3BP1	1.2896
NT5DC1	-0.15475
CYP39A1	1.8625
TMEM139	-1.37908333333333
POLK	-0.5033
GLULD1	-1.798
RBM15	0.380166666666667
AMZ2	0.0015
GDF15	-3.87966666666667
MESDC2	0.119
INCA	1.921
ACY1L2	-3.0105
GZMM	0.6655
PAIP1	-0.13825
CACNA2D1	-0.2885
STK32C	-0.278833333333333
SH3BP4	0.692333333333333
DEC1	-0.408
PADI1	0.7405
UBB	0.4821
PON3	1.59283333333333
PROP1	1.2295
ANKRD13B	0.692
ADCK1	0.4985
TCF25	-0.524583333333333
SLC38A5	-1.68825
CXorf26	0.0141666666666667
C19orf39	1.10125
PPP1R13B	0.42725
ARL2	-0.26
TCL6	0.153166666666667
TOP3A	-1.118
SLC16A14	0.80975
FXYD6	1.723
HIST1H4E	0.0285
BBC3	0.311263157894737
UNC5A	0.499
FAM86C	0.3989
PI4KB	0.2015
B3GAT1	-2.797
SUSD2	2.98666666666667
OAZ2	-0.535666666666667
NOC4L	-0.29925
C10orf12	0.02
FADS1	-1.43016666666667
LOC144097	-0.58825
DKK2	2.03366666666667
KIAA1949	0.389
RHOT1	0.1903
OXT	1.4235
GPR153	0.9445
ARL4A	0.168666666666667
SAAL1	-0.9745
CCDC64	-0.3345
USE1	0.0613333333333333
HNMT	1.08516666666667
PCGF3	-0.45125
CYP2C19	-0.3195
C20orf4	0.338
CCDC11	0.92775
ACSBG2	-0.12675
RWDD2A	-0.065
PALLD	2.6195
CPLX4	0.5635
LOC492311	-0.1825
KPNA2	-1.40333333333333
MACROD1	-0.5006
TMCO3	-0.355333333333333
C15orf52	-0.8405
BIRC5	-1.20506666666667
PRR16	0.426666666666667
FAM63B	0.285875
KATNB1	-0.5175
WNT8B	0.596
CPLX3	0.635
GHR	4.24575
CCDC124	-0.709
BCLAF1	-0.889625
GOLGA3	0.3314
