Hybridization REF	TCGA-A2-A0EU-01A-22R-A056-07
ZFP106	-0.4565
ZNF347	0.6387
GTF2E1	1.09425
RY1	-0.2295
ATAD2B	0.207375
ARHGAP17	0.89
KCNIP3	-0.6855
SFPQ	-0.00137500000000002
GFRA4	0.0711666666666667
AKR1B10	-3.959375
TIGD6	1.03216666666667
RGS16	2.436
URB1	-0.968666666666667
OR4C46	-0.7978
TOP3B	-1.35675
NFATC4	1.2555
CA14	-2.83475
BMPR1A	0.795166666666667
SNRP70	-0.670875
PRL	-0.6243
C6orf130	-0.29375
STAG2	1.07425
CD55	-0.558071428571429
RPS23	1.376
SSX2	-1.869
FDPSL2A	-1.1915
FBXO27	1.892875
SYNGR3	-0.9625
TMSL3	0.82175
EML1	-0.627
NUP93	-0.842916666666667
SMAD3	-0.0317
KIAA1189	1.27416666666667
HNRPUL2	0.749666666666667
TBC1D12	1.18983333333333
C16orf24	1.55775
MRVI1	2.54433333333333
ZNF581	-0.425
ELOVL3	0.865
OR51Q1	0.58975
CACNB3	0.253166666666667
GALNT13	-0.25025
C10orf84	1.9159375
NEDD4	0.3849
SPO11	0.9335
OR5AU1	-0.168
NEK4	0.504214285714286
PRKAR2A	-0.085
IHPK1	-0.314166666666667
ATP6V0B	1.011375
CACNA1E	0.217
CEACAM8	1.0934
PEX14	-0.314
FLJ12993	3.5295
ZBTB38	0.258416666666667
PCTK2	2.11566666666667
LRRC16	0.0914
FBLIM1	0.360833333333333
FYCO1	0.87575
RP5-1022P6.2	-0.66575
CMTM1	0.3695
PLTP	-0.4455
RAPH1	1.129625
DOCK8	1.01525
EZH2	-1.6136
SLC25A1	-1.21083333333333
PLEKHB1	-0.385
GRB7	1.1211
ZFP37	-1.4675
MRPL33	-1.11525
PELO	-0.1835
ARMC1	1.23072727272727
C9orf27	0.626375
FLJ25778	0.388
C9orf37	-1.235
TMEM66	-0.083
SPRN	-0.137875
HBEGF	0.686625
PI4KA	-1.1945
LEPRE1	-0.42575
POU2AF1	-4.516125
MRPL12	-0.635666666666667
REP15	-0.037
ZC3H3	0.5995
RASAL1	-2.08025
DDAH1	1.5965
ACBD5	1.887875
TMC2	0.058
CCDC137	0.137
SAMD13	-2.77916666666667
UGT2B15	-3.23433333333333
TIPARP	0.25325
DNASE1L3	-0.16225
TRIM72	0.143833333333333
DBX2	0.942333333333333
IPO8	0.41075
C21orf88	-0.9986
MAP3K14	-0.33375
LOC51233	0.833833333333333
GGTLA4	-2.14575
PDE6D	0.202
ZNF117	0.72475
CLK2	-1.128625
NKRF	-0.24575
TNFSF15	-0.5549
DUSP2	-0.22425
SECISBP2	0.3275
GABRR2	0.583
PPAP2C	2.0975
LOC51145	-0.202
PAG1	-0.6205
PIK3C3	-0.472
GNG10	0.427
APOL4	0.5758
ANKRD28	-0.425625
STMN3	0.6257
RAB14	0.3905
CDK2AP2	-0.79625
HDDC3	-0.083125
COMMD7	1.0145
CXXC1	-1.04475
HMCN1	-0.0438333333333333
CD40	-0.15
DYNC1LI2	0.03
GDI1	0.78575
LOC646938	0.0295
VSNL1	-1.20166666666667
PIH1D1	0.059
RAET1G	-1.5395
KRTAP5-9	0.04
EFTUD2	-0.10925
ZNF311	0.611666666666667
ATP6V1G3	1.04475
OR2W3	-0.94375
SCN4A	0.12675
MED10	-0.715125
FAM135A	-0.7502
ARHGAP4	-1.7345
EHMT2	-0.800375
UFD1L	-0.761
ERMP1	1.8235
MAG1	-1.67233333333333
THAP8	1.03533333333333
HACE1	-0.260333333333333
FAM82C	0.790333333333333
C3orf20	0.6515
UNC84A	-0.294666666666667
SCD5	0.353846153846154
LASS6	2.806125
LSG1	0.38825
MAL	-5.894
GPR22	0.8365
WDR5B	1.942
ACTRT1	0.2205
C17orf60	-0.797333333333333
GRIN2C	-0.4815
ARMC8	0.164083333333333
SLC47A1	-0.108333333333333
DMPK	0.24475
DHRS13	0.071
SMC1A	0.0993333333333333
KRTAP17-1	0.37025
SMYD5	-1.276
TUSC2	0.4975
CRHR2	0.3955
KIR3DL2	0.535
CCDC104	0.702
ATP2C1	0.340875
CROT	2.486
PABPC3	-0.0973333333333333
EGR1	1.16766666666667
THSD1	0.1375
KHK	-1.094
SLC12A2	0.966125
CD58	-1.24225
STOX2	-0.224333333333333
CCDC76	-0.6875
CCDC48	3.592
DNAH1	0.000333333333333334
ZIC4	-0.85375
OR1G1	-0.045
PSMC6	-0.540666666666667
PROKR1	0.041
ABCB1	-0.593875
TRAT1	-1.049
LLGL1	-0.052
MTF1	1.306
USP54	1.723
PAGE2B	-2.386
ITGB7	-4.3345
CCDC81	0.371
LOC149837	0.64525
SCUBE1	-0.331
ZSCAN10	0.072
HUWE1	0.0425714285714286
CDH17	0.7005
CD180	-0.01225
IL17A	-0.15
TMPO	-0.70625
KIAA1524	-1.80766666666667
HDGFRP3	0.826833333333333
OXCT1	-2.63636363636364
RRAS2	-0.595666666666667
LTBP2	1.729125
SV2B	0.627833333333333
CYP2A6	2.231375
PKD1L2	-1.0825
PPM1M	-0.1375
FLJ22662	3.50333333333333
ZNF502	1.52675
GP6	-0.615
CRYBA2	-1.59175
LEF1	-1.0785
CTPS	-1.85385714285714
EYA1	-4.10866666666667
EPS8L1	1.95975
MAPK14	-0.42025
SERPINB2	-5.2415
GTF2F2	-0.423666666666667
ZNHIT4	-0.463
PLA1A	-1.05175
C20orf114	4.35425
HPR	-4.386
C18orf2	-2.6655
SATB2	-1.89925
KCNJ9	0.828375
MGC157906	0.00750000000000001
MOCS3	0.36325
C17orf71	0.0766666666666667
PPHLN1	0.4216
HIST1H2BN	-1.89225
RAPGEF1	-0.36525
MAP3K8	1.9855
DLG4	-0.367666666666667
STC1	1.99933333333333
CDGAP	1.57225
DDX26B	-1.82675
LOC150223	-1.9755
CPSF3	-1.13316666666667
TMEM14A	0.15025
MYH3	-0.57275
GPKOW	0.20125
SULT1A1	1.48633333333333
SPON1	3.8303
YY1AP1	-0.224333333333333
RAB23	0.9775
PLA2G4A	-4.86475
MAPRE3	-0.198
ZNF516	0.2815
GGPS1	0.29675
EXOC3L2	-0.713125
C19orf42	1.2959
MAP2K2	-0.0533333333333333
HIST1H2BB	-1.13475
RNF19B	1.23666666666667
C6orf128	0.378333333333333
TLR8	1.91975
PCDHA9	0.1875
CARS2	-0.301625
CLUL1	2.32216666666667
RHAG	-4.255
UNK	0.0075
EXOC8	0.6803
C9orf95	0.36525
C14orf143	0.489
MAML3	-0.676714285714286
LDHA	-0.89125
MRPL20	0.44775
KLHDC6	-0.368333333333333
ATP5S	-0.158166666666667
C8orf55	0.07225
PHF19	-3.01214285714286
KRTAP13-4	-0.364
TTC5	-0.36225
XKR5	-0.2775
SILV	-4.42416666666667
TEX28	-0.5315
TCTN1	1.479
CX40.1	0.218
PPP2R5C	-0.17025
C12orf30	-1.7705
CAPG	2.19375
MPZL1	-0.0371
ARSB	-1.5805
TDH	-3.35375
WASF4	0.67325
TSSK3	-1.40366666666667
7A5	-0.135
CRISPLD1	4.983625
MAD1L1	-0.786333333333333
SPIN4	0.804166666666667
AMPD1	-1.823
DPYSL5	-0.208
INPP1	-0.663666666666667
ANKRD11	-0.739888888888889
NPAS4	0.12575
GCET2	-0.5914
RNASE9	0.3995
GUCY2D	1.172
CCDC98	0.40275
FGF4	-0.735285714285714
CPM	1.61066666666667
SLC26A4	-0.1245
PLD5	0.81775
FAM59A	-0.0754
FBXO5	-1.65033333333333
SIPA1L1	-0.04675
DPYS	-0.611333333333333
ATG4D	0.10125
TGM3	0.736
MTCH1	-0.401375
HK1	0.542076923076923
CDC26	-0.530875
GALNT12	-3.58166666666667
LOC339229	-0.0305
MRPL35	-0.522875
ORC4L	0.28975
TNKS	-1.06028571428571
C2orf24	0.138333333333333
ZNF553	1.52233333333333
GGTLA1	2.8972
ZNF497	0.7385
CDY1B	0.951
SLC30A4	1.1295
TUB	-1.7115
ARHGEF18	0.58925
ARRB1	0.90175
KCNK1	-0.64675
EREG	-2.4964
SCAMP5	-0.73425
RUNDC3B	1.32925
ADAMTS20	0.481666666666667
IL17RB	2.99725
FLJ20323	-1.09275
MCAM	0.10975
POLR3E	-1.1695
AQR	0.355333333333333
IPMK	0.49
CDCA7	-3.78375
CAMP	3.01775
GRHL3	1.2485
ADAMTSL2	0.528666666666667
CLMN	0.656333333333333
SSTR3	0.1405
MAGEA5	-2.771
OVOL2	3.81225
JMJD1B	0.93825
RBL2	0.913
PYGO2	0.5525
PPP1R10	0.542333333333333
CSE1L	-1.17533333333333
LCA5	1.5625
RDH16	1.856
ASRGL1	-2.200375
TOM1	0.0721666666666667
PTX3	-4.825
TTC15	-0.2895
SCGB3A1	0.952333333333333
MRPL50	-1.42925
RCAN3	0.9785
SLC26A11	1.192
STYX	-1.12133333333333
CINP	-0.8525
MARCH7	0.0465
PFKM	-1.03333333333333
SGMS1	-0.707666666666667
RIOK3	-0.1721
C1orf110	-0.1735
CES7	-0.134
LOC440248	-0.882
PPP1R12C	-0.12625
C10orf27	0.738
ATG9A	-1.3725
MRPS26	1.256375
TMEM40	0.6645
ELP3	-1.229
ZNF787	0.3584
HIAT1	0.605625
C8orf34	0.832166666666667
MGC4655	-0.3453
PELI1	-0.0843333333333333
PPT1	1.0789
SLC35C2	-0.899
C6orf125	-0.011
MUC4	-1.66683333333333
RFC4	-1.75542857142857
GNB2	-0.158
NUP50	-0.145571428571429
SULT4A1	-2.10266666666667
C7	3.094375
CCDC130	0.266166666666667
ARRDC4	0.1085
RQCD1	-0.79725
GLYCTK	-1.6305
AYTL2	-0.776181818181818
MTUS1	0.2272
LEMD3	0.9895
PLEKHF2	1.87825
HOXA7	-0.537375
GTF3C2	-1.489
DYNLRB2	4.39375
CNOT10	-0.23925
MR1	-0.977166666666667
FFAR1	-0.44575
PRIC285	-0.24975
SLITRK6	-0.264
LIX1	-2.2625
UBE1L2	0.0915833333333333
F8	2.215125
ACHE	-0.423666666666667
KPNA5	-0.697
TNFRSF12A	-0.2315
EGR3	-0.7155
SERPIND1	-3.9525
OASL	2.68
IFRD1	-2.00925
WDFY1	-0.0346666666666667
ZNF267	0.660625
ACCN5	-0.3835
ZBTB6	0.6075
PPP1R3A	-1.275
PRRT3	1.73625
FBXL19	-0.471
TXNIP	0.676285714285714
ACTN2	-0.8015
ATG9B	-1.10825
C9orf117	0.552375
IL27	-0.555
RPL36AL	-0.409833333333333
KLK15	-0.397
CHAD	2.5315
RAP2B	-0.0865
HEBP2	1.62975
ZNF342	0.428
CAMK2G	-0.379333333333333
TLR3	1.2505
FGF14	0.336
HMGB2	-0.325625
TRPM5	-0.249
OR5M11	0.0635
KIF3B	1.33652631578947
PRICKLE2	1.0795
MTMR9	-0.31775
C3orf27	0.01425
GLRA3	-2.1145
NSDHL	0.3455
TMEM32	-0.3145
POLR2D	-1.3955
MYADML	0.2405
C9orf114	-1.57675
MRGPRX1	-0.5175
TOPORS	0.7505
CLDN19	-2.07825
C1QL4	-0.381
RNF165	-2.02
DHRS9	-0.26875
DNAH2	-1.92866666666667
FXR1	-1.68616666666667
ZMYM3	-1.008375
CASP3	0.805
FAM120C	-1.21625
SCLY	-1.77175
CA7	0.2945
ENTPD5	1.2235
ZNF461	-0.036625
PDIA5	-1.14575
C1orf19	-1.13733333333333
TMEM67	0.29625
KCTD20	-0.8835
WDR47	1.3065
FLJ38723	1.2175
KLRF1	-0.188333333333333
TAS2R16	-0.069
CLDN12	0.134
PRKCE	0.143
UBXD4	-0.996
ITGAM	2.3705
GLT8D3	0.01125
WDR31	1.3258
RGS2	0.12375
OR51L1	0.54
MST1R	-0.3805
KIAA1737	1.47875
OR4A5	-1.416
GLIS1	-1.44166666666667
PTMA	0.567571428571429
NAPA	1.71375
PRDM11	0.60375
LIPF	0.1315
DIRAS3	1.52975
ASGR2	-4.477875
C1QTNF4	0.1555
PIK3R4	0.635666666666667
ARMC3	3.298
NDUFV3	-0.808166666666667
BTBD3	-0.103
PPP1R2	0.454833333333333
UBE2NL	0.62075
FOSL2	0.630357142857143
FAM119A	-1.6285
TUBA4A	-0.2902
KRTAP12-1	-0.58325
SFRS2	-0.155
RHPN1	-0.0819
EEF2	0.0931666666666667
ZDHHC11	1.07383333333333
EPHA3	-1.1999
RBM12	0.09875
H2AFJ	3.6985
EDIL3	3.625
KIF26A	-0.904
SERGEF	0.93
B3GALT4	2.5545
LOC90925	0.092
OSCAR	-0.2615
NPFF	-0.882
DEDD	0.199625
TMEM155	-0.867571428571429
PTPN1	1.5735
SCYL2	0.806666666666667
SKAP1	-0.13625
LEAP2	-2.64216666666667
GADD45G	1.6643
IFITM3	0.7545
PILRB	-1.821
SLU7	0.201875
DSC3	-0.834
DNMT3L	-1.661
PAPD5	0.83375
B3GNT3	-2.0665
LHCGR	0.685
MSL-1	0.67525
UBE2S	-1.4085
SAP130	-0.9145
ANAPC11	0.70475
MAGED4B	-2.832
ATP6V1B2	-0.429333333333333
C14orf179	0.56125
CAPZA1	-0.16075
CDYL2	-0.0326666666666667
GLRX3	-0.685166666666667
LOC136288	-0.121
MOBKL1A	0.6345
HTR2B	2.4075
CRYGD	-0.671833333333333
NUS1	-0.4935
PGRMC1	0.2365
MYOM2	-0.884
FLJ39653	-2.06683333333333
CHM	0.6637
OR5M8	0.216
ZNF619	-0.5375
FAM105A	-0.2435
CCNL1	-0.971625
NAP1L3	0.3155
C10orf57	2.26133333333333
B3GALNT1	2.77383333333333
CSN1S2A	1.0645
TCP10L	-0.03175
GDAP2	-0.2325
DMKN	-3.451
COX6B1	0.45275
DNASE2	1.168
MSH5	-2.298
LGMN	-0.335875
USP31	0.5875
OR13C8	1.2535
SDCBP	-0.00789999999999999
NUDT11	-2.47983333333333
PYGL	0.165
SNPH	-0.553833333333333
B3GNT4	-1.0215
MIZF	-0.2988
NUBPL	0.060375
NOD1	-0.872166666666667
CDH22	-0.2135
NUBP1	0.766666666666667
DSCAM	-3.979
DGKI	0.6895
FAM136A	-1.497
AKAP1	1.07983333333333
SLC16A6	1.4745
RIN3	-0.769
PSG2	0.00599999999999999
DIP2B	0.660333333333333
PSORS1C1	0.1392
KIAA0495	-0.001
FLJ90709	0.201833333333333
LPA	-0.624833333333333
PIGA	-0.524333333333333
LY75	1.333
UTS2	-6.52433333333333
RREB1	0.134625
GALNACT-2	0.8739
MGC3196	-0.6655
FLJ31568	-0.48175
LPHN1	-0.43875
SP1	1.01325
TOX4	0.305
HSPA9	0.6647
APOBEC1	-0.0925
SLC35E4	-1.2245
LSM5	-1.405
SURF1	-0.1725
ZBTB1	0.376166666666667
GTF2F1	-0.181375
RPS15A	-0.0104285714285714
DUSP21	-0.6155
GINS4	-2.45733333333333
MYO15A	1.07516666666667
GIMAP7	3.47875
MGC13379	0.299
ATP6V1E2	-1.37833333333333
UTP3	0.13075
HNRPA3	-0.5798125
MT4	0.0925
C14orf155	0.6385
U1SNRNPBP	0.85
CKLF	-1.30733333333333
PLEKHN1	-0.0301666666666667
MBNL1	-0.375166666666667
NUP160	-0.523
ACSM2A	-2.07575
LOC129881	2.6305
KIAA1529	-0.148
FLJ22639	-0.3135
HAND1	-1.7
GSX1	-0.212
FGA	-4.65642857142857
SERPINB1	0.3775
ZNF642	1.25075
IGFBP1	-8.59175
SLC1A1	-1.490125
DHX57	-0.635875
ZNF766	1.2765
PTPN21	-0.1805
GDPD3	3.77816666666667
PNPLA5	-0.2525
TBR1	-0.2082
FAM116A	-0.124
IQGAP1	0.593375
FOS	2.320125
ZNF226	0.48925
FIGNL1	-0.388666666666667
C14orf1	-0.5115
ZMYND17	-0.8225
PUS7	-0.931666666666667
TUBB6	-0.88
KCNQ2	-2.0135
MARCH6	0.0336666666666667
CCDC33	-0.1095
PRODH	-2.27475
RBM11	2.2685
EPHA6	0.179857142857143
SLC43A1	-0.69925
LOC196541	-0.35975
NTN1	1.62863636363636
ING4	0.96275
PCDHB10	0.20525
DPH2	-0.6195
SPACA4	0.99975
FBXL21	-4.175
DIAPH1	-0.751666666666667
ZNF71	1.07733333333333
CEP76	-0.1895
CORO1A	-1.48425
RRM2	-3.7475
EDG4	0.56425
OS9	0.198166666666667
SLC4A1AP	-0.362
COG5	-0.584
COPS8	-0.238
NGLY1	-0.781
NCBP2	-0.0935
C17orf42	-0.497333333333333
GPSM3	-0.033875
SIL1	-0.219833333333333
ASB6	-1.4355
SMAD5OS	-0.257166666666667
UNC93A	-2.904375
A1BG	0.616
C21orf62	0.125
FMO5	-2.83916666666667
ATRIP	0.469
CEBPG	1.34683333333333
C7orf38	0.357666666666667
TNFRSF1B	-0.019
CLEC1A	1.39566666666667
IQSEC1	0.15825
PATZ1	0.8191
RBM22	1.7795
BAG2	-2.1015
PAQR5	0.087
C9orf127	0.4958
THNSL1	0.1175
SHROOM3	3.2101
JAM2	0.6495
SNRPN	-2.34725
ALX4	0.3535
CACNA1S	2.41
FAM130A1	2.3955
CORIN	3.211
CD300LB	0.747
PLEKHG6	1.254
LRRC40	-1.162
PCLKC	-1.51625
PCDHB16	0.268833333333333
WNT2B	0.100666666666667
ASNS	-2.01922222222222
MRPL49	0.748875
FLJ46111	0.80925
ISG20	0.282
SMU1	-0.766166666666667
CASZ1	0.5075
POLR1D	-0.545083333333333
GIN1	-0.32075
SNAG1	0.692
ANKRD29	0.66975
CDKN2AIP	0.20925
KRR1	1.07425
CXCL1	-4.10316666666667
EPM2A	-0.0229
PC	-0.103833333333333
DEFB127	0.43
PDZRN4	1.39433333333333
FAH	-0.07025
OR51E1	2.116
CDC2L6	1.05716666666667
DNTTIP1	0.1475
PAX8	0.2465
TMEM116	0.2375
C1orf150	1.41
PRO2012	0.068
MRPL40	-0.263333333333333
BEX1	-0.217444444444444
SLC2A4	-1.25366666666667
PKMYT1	-1.06175
FEZF2	-0.684666666666667
SLC26A9	-2.078
MAP2	-0.0122500000000001
LYL1	-1.97625
SLC25A19	-0.693833333333333
NOS3	-0.687
ZNF34	1.3575
TMPRSS11F	-0.354
FAM43A	-0.81725
FCRL4	-0.199333333333333
KLF14	-0.04225
FLRT2	-0.690166666666667
WRN	-1.80925
SDF2	0.9457
KRT8P12	0.67775
C6orf195	-0.1495
C9orf125	-2.26166666666667
DZIP3	0.899
RIT1	-0.292666666666667
SCML1	-0.138666666666667
RHBDF2	-0.528375
OR2G3	0.582
REXO1L1	-0.701
MAP3K7IP3	0.308625
C3orf57	0.66875
FBXW11	0.756166666666667
ETAA1	-0.55075
C14orf131	-1.0844
AKT1S1	-0.11725
SLC12A5	-0.781
C9orf164	0.97125
NRIP3	2.24625
NOS1AP	-0.45225
TMEM121	0.66075
SAP30BP	-0.2274
DGCR6	0.321
WDR76	-0.9265
FAM82B	0.162916666666667
LOC606495	-0.631
MAP9	2.42275
BCDIN3D	1.8205
CXorf36	3.83183333333333
DSCR3	-1.0585
ZFAND3	0.41575
C7orf43	-0.0648333333333333
SPSB3	0.8303
C19orf19	0.01325
FAM133A	-2.212875
C12orf25	0.3405
SLC39A3	-0.00149999999999999
DISP2	0.89775
PI4KAP2	-1.713
MKRN3	-2.71983333333333
ADAMTS13	-0.925625
CBLN3	0.5331
TTYH1	-2.11716666666667
C3orf18	1.78475
FLJ13236	-0.43375
ZMYND12	3.53875
C18orf25	0.504375
GLB1L3	-1.987
ATP13A5	0.129
RANBP10	-0.18675
CD96	-1.4105
DENND1C	-1.439
RBMS3	0.3241
SLC41A3	0.682166666666667
DGCR6L	0.4565
TMEM128	0.733833333333333
CSNK1G3	1.05842857142857
MOBKL2C	0.4235
TSPAN6	-0.587125
MATN2	0.2081
MSL2L1	0.104166666666667
ST6GALNAC2	1.41583333333333
FGFBP2	0.432375
FGL1	-7.97483333333333
MPP3	-1.64733333333333
ARHGEF6	3.90633333333333
TGFBR2	-0.275875
ACMSD	0.221
IL33	2.83
C9orf5	-0.572916666666667
DEAF1	-0.4819
AMN	0.129
DEFA6	0.0875
RNF212	-1.86875
METT5D1	1.0565
CIB1	0.8
TSSK1B	0.6425
KIAA1727	2.499
ZNF680	1.04258333333333
LOC399900	-0.8095
LOC152217	0.08575
CTNNAL1	-3.27
CIT	-2.44391666666667
TLE6	-0.36
ZNF607	-1.00275
HERC4	-0.956333333333333
DRAP1	-0.0822
PEMT	-0.1035
C10orf111	0.5885
ZNF575	0.823125
KCTD7	-0.248
MYO1F	-0.313625
LOC285382	1.62375
RAB11A	1.2434
PLCD3	-0.624
C15orf28	0.007
PTBP2	-0.674375
CTB-1048E9.5	-0.67225
C19orf60	0.733833333333333
C7orf25	0.485666666666667
SETD7	0.508125
HOXB9	-5.1945
VANGL1	-0.00537500000000005
CHAF1B	-1.65075
NDUFA3	0.42925
KIAA1328	-0.352333333333333
SHARPIN	0.766875
TTC23	-0.302875
UGP2	0.00374999999999998
ANKIB1	1.1053
CIRBP	1.80414285714286
SEC14L4	-4.06816666666667
OVCH1	-0.280333333333333
VPS52	-0.01925
FAT	-1.53225
M6PRBP1	-0.0405
GPRIN3	0.398
PPM1F	-1.40483333333333
TSR1	-0.13675
CCDC85A	5.3845
PCSK5	1.60525
ZFHX3	0.33
HEMK1	-0.5447
PGBD2	-0.114
RSRC2	0.564
AURKC	-0.8605
SCRIB	0.212
ORM2	-4.93066666666667
FAM115A	0.364
FZD6	2.436
UNC119	0.691833333333333
GPX3	-1.112
NOV	-0.899625
CABC1	-0.40375
CDC42SE2	0.0263125
EIF2S2	-0.1265
RNF130	0.666625
CKAP5	-0.278166666666667
RP11-413M3.2	0.186
C10orf18	0.9163
TMEM93	0.6
DYX1C1	2.79475
KCNMB2	-2.55771428571429
ANK3	1.80683333333333
KRT5	-2.4976
CDH12	-1.856
QRSL1	-0.62975
JUB	-0.8855
SHC4	-3.11175
CCL15	1.48333333333333
CCDC22	0.0945
SNX24	1.45975
RARS	-0.00375
MORC2	-0.0155
FAM48A	-0.6225
MT1H	-0.247
PPP1R14C	-3.37533333333333
FOXD1	-3.02007142857143
C1orf213	-2.00125
AMT	-2.4694
DSN1	-0.04475
PTPLAD2	2.059
DIS3L	0.28925
RASL11A	2.18275
GPRC5B	-0.77675
FRMD7	0.7675
STRN4	-0.108
KITLG	4.66081818181818
HDGF	-0.2385
OR1S1	0.491
SETX	-0.3984
DDR2	-0.116375
KCTD12	1.5475
LYZL2	3.6745
WDR52	0.547
TMEM2	1.540125
ZNF579	0.0176666666666667
LOC200810	0.653
TNFSF9	-1.73925
PPFIA4	-3.958
CNIH3	0.226666666666667
MAP4K4	-1.46414285714286
ROD1	0.701
ALS2CR12	-0.368833333333333
DOCK3	1.67533333333333
PAQR9	-4.5005
ASB17	0.2915
STX16	-0.999375
FEZ2	-0.1835
DLAT	-0.156166666666667
KIF21B	-1.73533333333333
CDC5L	0.0695
TMEM119	1.634
CRIP3	-2.07875
TPSD1	1.513
TEPP	-0.05225
GNGT2	0.54025
C21orf121	1.04
WNK1	0.647083333333333
FLJ10490	0.7963
OR51B5	-2.5865
LOC203547	-0.6435
HAS1	0.514
PPA1	-0.2985
ST7	-0.263625
C11orf46	0.9783
POPDC3	-4.75916666666667
ACOX2	0.4315
ATCAY	-0.7285
TM4SF19	-1.66925
MFSD9	-1.25616666666667
PDHB	-0.578
ERN1	-0.2605
LCE3C	0.08
GPR111	0.901
NOTCH3	0.6485
ADAMTS5	0.97975
B3GALT1	-1.991
UGCGL1	-1.5275
FAM58A	0.9025
FBXO32	0.76875
CLPP	0.21225
NXPH1	-2.37175
MTMR3	0.759166666666667
ATP1B3	0.2335
TMEM16A	3.913375
HIST1H3F	-0.5295
TRIM25	0.204333333333333
SDCBP2	3.4475
CRKL	-1.650875
HOXB2	-0.766166666666667
ANP32B	-1.1265
GATM	3.2635
AP4E1	0.06025
EDG5	0.670375
CDKN3	-2.833
CDH4	-2.72875
PGD	-0.611833333333333
RND1	1.501
GAD1	-4.0145
MPG	0.738625
LOC440350	-0.0655
ZNF133	0.0975
SERPINB12	0.636
AMELY	-0.366333333333333
DHX36	-0.6965
TNFAIP8L2	2.14083333333333
PHTF2	-0.0705555555555556
CCDC112	0.138166666666667
IQCC	-0.82025
HEYL	2.654
FTSJ2	-0.236833333333333
APPL1	1.115125
RAB43	0.0361428571428571
OR10G2	-0.402
WAC	0.4765
ADCY9	0.069375
RUNDC2B	0.553333333333333
PYCRL	1.0136
AGPAT7	-0.930833333333333
SLC22A9	-1.78
CDKAL1	-1.2275
PDYN	-0.303666666666667
C20orf74	-0.40125
MTMR11	1.042
VAV3	5.16441666666667
DAPL1	-1.45725
STXBP3	1.3075
EIF3G	-0.1045
ARHGAP22	-1.60825
NPFFR1	-0.4575
NPC1	-0.194166666666667
ALDH9A1	0.865666666666666
ZNF600	1.08025
ZNF678	0.660333333333333
RASSF1	0.212416666666667
ADD2	-2.75325
PITPNB	-0.281375
PKD2L2	0.321375
LRP11	0.7435
CDKL1	0.22375
SMEK2	-0.4825
PRODH2	-3.785
C11orf54	0.352833333333333
SFRS11	-0.314833333333333
IL7	-0.910166666666667
ALS2CR16	0.60225
BTG3	-1.16033333333333
PAK2	-0.630111111111111
RP11-679B17.1	-0.394
GATA4	-1.9926
ATP2B1	0.2575
LOC130940	2.055
C1orf172	2.50116666666667
ATF7IP2	0.17975
SLC25A43	-0.786
CENTG3	-0.113
IGF2BP1	-4.3634
FCHSD1	0.1945
CAMK2N2	0.175166666666667
ELAVL3	-0.4534
NBPF15	-0.385666666666667
UBE2J2	0.389545454545455
GNL2	-0.248
PRR3	-0.4379
NLF2	0.24175
OR4F6	0.227
KLHL24	0.360833333333333
CCDC88A	-2.0638
SGPP1	-0.847333333333333
C10orf11	-1.13866666666667
SLC35B4	-1.73683333333333
UGT3A2	-0.58
ARNT2	1.5125
CBR1	-1.194875
ITPR3	-0.713
TRAPPC6B	-0.6337
AMZ1	1.6995
ARP11	2.131
WDSUB1	0.80675
APBA1	-0.3365
RAB2A	1.4303
C6orf162	-0.161
HPSE2	0.91975
PLCE1	-1.79075
INSL3	-0.481
DLG1	-0.1266
PTPLA	-3.70325
PIGX	0.772625
TFIP11	-0.2205
FIBIN	3.366
POLR2G	-0.1285
GRAP2	-1.8564
DNAJB8	-0.65525
CNBP	0.869666666666667
WASF1	-1.7205
INPP5E	-1.107
HSPB1	1.1531875
TMEM167	-0.2575
CUBN	0.01475
IGF1	2.5608125
ITPK1	0.0369
NAALAD2	-1.4535
G3BP1	0.2135
NT5DC1	1.088
CYP39A1	-2.0395
TMEM139	1.72566666666667
POLK	0.0306
GLULD1	-1.773
RBM15	-1.14183333333333
AMZ2	0.8745
GDF15	0.513333333333333
MESDC2	-0.362
INCA	-0.722166666666667
ACY1L2	0.0815
GZMM	-0.892666666666667
PAIP1	0.83525
CACNA2D1	-0.608
STK32C	0.863166666666667
SH3BP4	1.49366666666667
DEC1	-0.2475
PADI1	0.873
UBB	0.607
PON3	2.485
PROP1	0.501
ANKRD13B	-0.535
ADCK1	-0.57175
TCF25	-0.241833333333333
SLC38A5	-2.967
CXorf26	0.402833333333333
C19orf39	1.26525
PPP1R13B	0.30925
ARL2	-1.175
TCL6	-0.135416666666667
TOP3A	-0.542
SLC16A14	1.641
FXYD6	0.459833333333333
HIST1H4E	-1.2855
BBC3	0.743052631578948
UNC5A	0.301166666666667
FAM86C	-0.0422
PI4KB	-0.057875
B3GAT1	-4.2425
SUSD2	1.13533333333333
OAZ2	0.218833333333333
NOC4L	-0.42625
C10orf12	0.29225
FADS1	-3.32383333333333
LOC144097	-0.284
DKK2	2.18616666666667
KIAA1949	-0.69725
RHOT1	0.4128
OXT	1.2465
GPR153	-0.04
ARL4A	-1.51633333333333
SAAL1	-1.23375
CCDC64	0.208
USE1	0.277
HNMT	0.639333333333333
PCGF3	0.5395
CYP2C19	0.0632499999999999
C20orf4	0.9065
CCDC11	2.26175
ACSBG2	-0.06325
