Hybridization REF	TCGA-AO-A0JI-01A-21R-A056-07
IRF2BP2	-0.519125
ZNF230	0.606
MSN	-1.75714285714286
SLC9A5	-2.0265
EPDR1	-0.2447
MUSK	0.916166666666666
ZNF434	0.496
SMARCD1	-0.797833333333333
ZFP106	0.0365
ZNF347	-0.1946
GTF2E1	1.30825
RY1	1.08266666666667
ATAD2B	-0.045875
ARHGAP17	-0.4039
KCNIP3	-0.38025
SFPQ	-0.54575
GFRA4	0.182166666666667
AKR1B10	-3.48514285714286
TIGD6	0.9075
RGS16	-0.295875
URB1	-1.1985
OR4C46	0.233
TOP3B	-1.51375
NFATC4	-0.948
CA14	-0.1445
BMPR1A	1.4265
SNRP70	-1.98625
PRL	0.477818181818182
C6orf130	0.59875
STAG2	-0.05775
CD55	0.603071428571429
RPS23	1.4905
SSX2	-0.669833333333333
FDPSL2A	-0.45375
FBXO27	-0.394375
SYNGR3	-0.818833333333333
TMSL3	1.895
EML1	0.27
NUP93	-1.54308333333333
SMAD3	0.6815
KIAA1189	-1.07883333333333
HNRPUL2	0.183666666666667
TBC1D12	2.40216666666667
C16orf24	1.07375
MRVI1	0.239333333333333
ZNF581	-0.5585
ELOVL3	0.815
OR51Q1	-0.65325
CACNB3	0.460333333333333
GALNT13	-2.83785714285714
C10orf84	1.70275
NEDD4	-0.651
SPO11	null
OR5AU1	0.046
NEK4	1.53014285714286
PRKAR2A	-1.03383333333333
IHPK1	0.0116666666666667
ATP6V0B	-0.469125
CACNA1E	-0.8095
CEACAM8	0.753333333333333
PEX14	-0.4395
FLJ12993	5.2535
ZBTB38	-0.487416666666667
PCTK2	1.32083333333333
LRRC16	0.8351
FBLIM1	-0.54775
FYCO1	1.016
RP5-1022P6.2	-0.29325
CMTM1	-1.27416666666667
PLTP	-2.00216666666667
RAPH1	0.257125
DOCK8	-0.111375
EZH2	-1.37853333333333
SLC25A1	-1.0895
PLEKHB1	0.2276
GRB7	0.4802
ZFP37	-0.000249999999999986
MRPL33	1.20925
PELO	-0.16075
ARMC1	0.974272727272727
C9orf27	0.053125
FLJ25778	0.0415
C9orf37	-1.154
TMEM66	1.59025
SPRN	2.56625
HBEGF	0.759375
PI4KA	-0.737
LEPRE1	-1.96275
POU2AF1	-2.0065
MRPL12	-1.23416666666667
REP15	-0.3815
ZC3H3	-0.61875
RASAL1	-1.348
DDAH1	1.257875
ACBD5	1.870125
TMC2	1.0845
CCDC137	-1.4605
SAMD13	1.95233333333333
UGT2B15	4.89366666666667
TIPARP	-0.81525
DNASE1L3	1.79325
TRIM72	0.510833333333333
DBX2	0.79325
IPO8	0.2785
C21orf88	0.2209
MAP3K14	-1.09075
LOC51233	0.774
GGTLA4	-2.3085
PDE6D	-0.0805
ZNF117	-0.06725
CLK2	-1.46875
NKRF	-0.33375
TNFSF15	-0.973
DUSP2	-0.642375
SECISBP2	0.409
GABRR2	null
PPAP2C	0.88875
LOC51145	-0.2685
PAG1	0.5185
PIK3C3	0.5765
GNG10	1.4445
APOL4	0.155666666666667
ANKRD28	-0.9085
STMN3	0.5501
RAB14	1.3323
CDK2AP2	-2.115
HDDC3	1.70175
COMMD7	0.705375
CXXC1	-1.337
HMCN1	-1.15
CD40	-0.022
DYNC1LI2	-0.462625
GDI1	-0.4515
LOC646938	-0.89775
VSNL1	-3.66816666666667
PIH1D1	-0.154166666666667
RAET1G	-0.136
KRTAP5-9	-0.096
EFTUD2	-0.456
ZNF311	0.937
ATP6V1G3	-0.506
OR2W3	-0.50925
SCN4A	0.0445
MED10	-0.509375
FAM135A	-1.6127
ARHGAP4	-1.58775
EHMT2	-1.191125
UFD1L	0.163
ERMP1	1.17675
MAG1	0.0756666666666667
THAP8	0.198
HACE1	-0.312166666666667
FAM82C	-0.0183333333333333
C3orf20	0.9485
UNC84A	-0.688333333333333
SCD5	1.85307692307692
LASS6	1.880875
LSG1	0.1375
MAL	-4.59325
GPR22	-0.209
WDR5B	2.17975
ACTRT1	0.906
C17orf60	-0.642
GRIN2C	-0.3141
ARMC8	0.373416666666667
SLC47A1	0.0971666666666667
DMPK	-0.3655
DHRS13	0.102
SMC1A	-0.233166666666667
KRTAP17-1	0.786
SMYD5	-1.1875
TUSC2	0.26375
CRHR2	-0.5975
KIR3DL2	0.0205
CCDC104	1.95325
ATP2C1	1.298375
CROT	1.11375
PABPC3	-0.859166666666667
EGR1	1.08733333333333
THSD1	0.4125
KHK	0.019
SLC12A2	1.765125
CD58	-1.378
STOX2	-1.50416666666667
CCDC76	-1.1534
CCDC48	5.886
DNAH1	-1.21783333333333
ZIC4	-0.441
OR1G1	1.133
PSMC6	0.250333333333333
PROKR1	0.461
ABCB1	0.981125
TRAT1	-0.38025
LLGL1	0.426
MTF1	-0.50575
USP54	0.60925
PAGE2B	-2.07
ITGB7	-4.03325
CCDC81	-1.052
LOC149837	-0.562
SCUBE1	-0.625
ZSCAN10	0.383
HUWE1	-0.0319285714285714
CDH17	0.3515
CD180	-1.95833333333333
IL17A	0.38075
TMPO	-0.355625
KIAA1524	-1.00983333333333
HDGFRP3	1.349
OXCT1	-0.768636363636364
RRAS2	-0.301166666666667
LTBP2	1.334875
SV2B	0.655833333333333
CYP2A6	5.62225
PKD1L2	-0.732
PPM1M	-0.36575
FLJ22662	3.73266666666667
ZNF502	-0.34775
GP6	-0.4075
CRYBA2	-0.22775
LEF1	-1.6328
CTPS	-2.27385714285714
EYA1	-0.488166666666667
EPS8L1	-0.6815
MAPK14	-0.25925
SERPINB2	-4.78442857142857
GTF2F2	-0.225833333333333
ZNHIT4	-1.0365
PLA1A	-0.10625
C20orf114	0.00500000000000001
HPR	-3.6725
C18orf2	-3.71533333333333
SATB2	0.027
KCNJ9	0.412428571428571
MGC157906	-0.8365
MOCS3	0.50975
C17orf71	0.256166666666667
PPHLN1	-0.3632
HIST1H2BN	1.062
RAPGEF1	-1.35525
MAP3K8	-0.45125
DLG4	-1.06283333333333
STC1	1.10133333333333
CDGAP	-0.2445
DDX26B	-1.41225
LOC150223	-1.276
CPSF3	-0.245
TMEM14A	1.25625
MYH3	-1.38725
GPKOW	0.39975
SULT1A1	-0.413833333333333
SPON1	0.528
YY1AP1	0.155
RAB23	-0.3695
PLA2G4A	-3.57725
MAPRE3	-0.204
ZNF516	1.92635714285714
GGPS1	1.30625
EXOC3L2	-0.92525
C19orf42	2.0745
MAP2K2	-2.01116666666667
HIST1H2BB	1.8165
RNF19B	-1.48233333333333
C6orf128	-0.7442
TLR8	0.53375
PCDHA9	1.057
CARS2	-0.071125
CLUL1	4.58383333333333
RHAG	-4.38483333333333
UNK	0.2715
EXOC8	1.2296
C9orf95	1.57
C14orf143	1.241
MAML3	-0.238428571428571
LDHA	-2.11925
MRPL20	-0.054125
KLHDC6	0.3748
ATP5S	1.7835
C8orf55	-0.51325
PHF19	-2.65975
KRTAP13-4	0.077
TTC5	-0.38425
XKR5	0.08225
SILV	-4.2155
TEX28	0.255
TCTN1	1.07875
CX40.1	-1.3
PPP2R5C	0.481375
C12orf30	-1.13716666666667
CAPG	1.098
MPZL1	1.3791
ARSB	-1.577
TDH	-1.6565
WASF4	-1.241
TSSK3	-0.483166666666667
7A5	-1.8895
CRISPLD1	5.761375
MAD1L1	-0.969333333333333
SPIN4	-0.2645
AMPD1	1.52825
DPYSL5	0.242
INPP1	-0.1285
ANKRD11	-1.76044444444444
NPAS4	-0.26125
GCET2	0.339
RNASE9	0.522
GUCY2D	0.2922
CCDC98	0.8475
FGF4	-0.688166666666667
CPM	-0.959333333333333
SLC26A4	-0.6926
PLD5	-0.5485
FAM59A	-0.6179
FBXO5	-2.03566666666667
SIPA1L1	-0.111625
DPYS	0.1965
ATG4D	-0.79
TGM3	0.013
MTCH1	-0.912625
HK1	-0.224357142857143
CDC26	0.490125
GALNT12	-3.49766666666667
LOC339229	-0.08425
MRPL35	0.839375
ORC4L	0.395375
TNKS	-0.472571428571429
C2orf24	-0.508
ZNF553	0.893333333333333
GGTLA1	1.5098
ZNF497	-0.0685
CDY1B	-0.2025
SLC30A4	-0.433
TUB	0.900375
ARHGEF18	-0.27775
ARRB1	0.68225
KCNK1	1.16475
EREG	-2.04522222222222
SCAMP5	-0.5615
RUNDC3B	3.8815
ADAMTS20	0.3895
IL17RB	0.78975
FLJ20323	0.41
MCAM	-0.52325
POLR3E	-2.32741666666667
AQR	0.999666666666667
IPMK	-0.5145
CDCA7	-4.867375
CAMP	-0.04725
GRHL3	-2.17875
ADAMTSL2	-0.241333333333333
CLMN	1.59433333333333
SSTR3	-0.6845
MAGEA5	-2.206
OVOL2	3.912
JMJD1B	1.00575
RBL2	0.7122
PYGO2	0.04875
PPP1R10	0.138666666666667
CSE1L	-0.164166666666667
LCA5	0.90975
RDH16	3.56025
ASRGL1	-2.74775
TOM1	-1.2805
PTX3	-5.1315
TTC15	0.1145
SCGB3A1	0.413666666666667
MRPL50	0.23575
RCAN3	-1.485
SLC26A11	1.10725
STYX	-0.0646666666666667
CINP	0.483
MARCH7	0.4245
PFKM	-1.32
SGMS1	2.10733333333333
RIOK3	-0.1538
C1orf110	0.356
CES7	0.228
LOC440248	-1.753
PPP1R12C	-1.47025
C10orf27	-0.345
ATG9A	-2.5255
MRPS26	1.59525
TMEM40	-0.69125
ELP3	-0.1697
ZNF787	-1.3668
HIAT1	0.172875
C8orf34	0.792666666666667
MGC4655	-1.1609
PELI1	-0.696
PPT1	0.1988
SLC35C2	-0.934833333333333
C6orf125	1.07675
MUC4	-0.924333333333333
RFC4	-1.32285714285714
GNB2	-1.077
NUP50	0.472071428571429
SULT4A1	-1.69016666666667
C7	3.710875
CCDC130	-0.656666666666667
ARRDC4	0.24375
RQCD1	-1.40725
GLYCTK	-1.08625
AYTL2	-0.627818181818182
MTUS1	1.9344
LEMD3	0.856833333333333
PLEKHF2	3.6015
HOXA7	-0.425125
GTF3C2	-2.0065
DYNLRB2	5.3555
CNOT10	0.31375
MR1	-0.773666666666667
FFAR1	-0.1225
PRIC285	-0.54325
SLITRK6	-0.4175
LIX1	-2.36444444444444
UBE1L2	-0.411416666666667
F8	1.3655
ACHE	-0.386833333333333
KPNA5	-0.1715
TNFRSF12A	-3.6005
EGR3	-0.1015
SERPIND1	-2.88783333333333
OASL	1.117
IFRD1	-2.10825
WDFY1	-0.8435
ZNF267	0.59025
ACCN5	-0.206
ZBTB6	0.4095
PPP1R3A	0.4645
PRRT3	1.70075
FBXL19	-1.2315
TXNIP	1.26421428571429
ACTN2	-0.643
ATG9B	0.1415
C9orf117	0.25925
IL27	-0.8745
RPL36AL	0.2405
KLK15	0.7805
CHAD	-0.8545
RAP2B	-0.652
HEBP2	0.13425
ZNF342	-0.5895
CAMK2G	-1.04266666666667
TLR3	1.26575
FGF14	-0.63325
HMGB2	-0.095
TRPM5	-0.1785
OR5M11	-0.181
KIF3B	0.481684210526316
PRICKLE2	0.68775
MTMR9	0.869875
C3orf27	-0.11525
GLRA3	-1.16516666666667
NSDHL	-0.150166666666667
TMEM32	-1.032
POLR2D	-2.32
MYADML	0.7355
C9orf114	-1.195
MRGPRX1	1.0285
TOPORS	0.8055
CLDN19	-0.973333333333333
C1QL4	-0.0629999999999999
RNF165	-2.013
DHRS9	2.7105
DNAH2	1.58066666666667
FXR1	-0.881166666666667
ZMYM3	-1.289
CASP3	0.478166666666667
FAM120C	-1.594
SCLY	-1.12475
CA7	0.511
ENTPD5	1.28233333333333
ZNF461	-0.04075
PDIA5	-1.0415
C1orf19	0.388166666666667
TMEM67	0.232
KCTD20	-1.88625
WDR47	0.997
FLJ38723	0.492
KLRF1	-0.8725
TAS2R16	0.7515
CLDN12	1.29775
PRKCE	-0.3805
UBXD4	-0.108
ITGAM	2.16466666666667
GLT8D3	-0.163625
WDR31	1.4752
RGS2	2.63125
OR51L1	0.8445
MST1R	-0.632
KIAA1737	1.91775
OR4A5	-0.4015
GLIS1	-1.80266666666667
PTMA	-0.259357142857143
NAPA	0.9325
PRDM11	0.55725
LIPF	-0.0285
DIRAS3	-0.9905
ASGR2	-3.86825
C1QTNF4	-0.4625
PIK3R4	1.54366666666667
ARMC3	2.02575
NDUFV3	-0.16075
BTBD3	0.0928333333333333
PPP1R2	0.9675
UBE2NL	0.79975
FOSL2	-0.962857142857143
FAM119A	-0.528
TUBA4A	-1.7475
KRTAP12-1	0.6305
SFRS2	-1.33
RHPN1	-0.4578
EEF2	-1.94366666666667
ZDHHC11	0.274833333333333
EPHA3	-1.4167
RBM12	0.6
H2AFJ	3.91833333333333
EDIL3	0.6415
KIF26A	-1.04675
SERGEF	0.9475
B3GALT4	3.35975
LOC90925	0.408666666666667
OSCAR	-0.253142857142857
NPFF	-1.267
DEDD	0.056625
TMEM155	-0.333857142857143
PTPN1	2.252
SCYL2	0.222
SKAP1	4.6215
LEAP2	-1.81833333333333
GADD45G	3.5127
IFITM3	1.806125
PILRB	-1.9055
SLU7	0.5631875
DSC3	-1.334
DNMT3L	-1.10966666666667
PAPD5	0.026375
B3GNT3	-1.80266666666667
LHCGR	0.354
MSL-1	0.6015
UBE2S	-2.39925
SAP130	-1.24525
ANAPC11	0.70575
MAGED4B	-1.8215
ATP6V1B2	-0.1475
C14orf179	1.8695
CAPZA1	-0.375
CDYL2	-0.8388
GLRX3	-0.714166666666667
LOC136288	-0.4485
MOBKL1A	0.92625
HTR2B	2.97875
CRYGD	0.249166666666667
NUS1	0.0285
PGRMC1	-0.0125
MYOM2	3.227
FLJ39653	-0.554666666666667
CHM	0.1641
OR5M8	0.4075
ZNF619	1.181
FAM105A	3.09325
CCNL1	-1.4605
NAP1L3	0.129
C10orf57	1.67216666666667
B3GALNT1	2.672
CSN1S2A	0.3755
TCP10L	0.34425
GDAP2	-0.221875
DMKN	-1.01433333333333
COX6B1	0.1595
DNASE2	0.268666666666667
MSH5	-1.42375
LGMN	-0.286375
USP31	-0.2534
OR13C8	1.0475
SDCBP	0.3471
NUDT11	-2.861
PYGL	0.0085
SNPH	0.3305
B3GNT4	0.094
MIZF	-1.1926
NUBPL	1.256625
NOD1	-1.12883333333333
CDH22	-0.578
NUBP1	0.314166666666667
DSCAM	-3.13125
DGKI	-1.007
FAM136A	-0.6635
AKAP1	0.950666666666667
SLC16A6	1.53775
RIN3	-0.7625
PSG2	-0.541666666666667
DIP2B	-0.0404166666666667
PSORS1C1	-0.108222222222222
KIAA0495	-1.475
FLJ90709	-0.0313333333333333
LPA	-0.467333333333333
PIGA	-0.0643333333333333
LY75	0.995833333333333
UTS2	-4.33583333333333
RREB1	-1.46785714285714
GALNACT-2	1.0964
MGC3196	-0.01725
FLJ31568	0.18375
LPHN1	-0.365625
SP1	1.284625
TOX4	0.7375
HSPA9	0.7984
APOBEC1	1.295
SLC35E4	-1.651
LSM5	-0.2055
SURF1	0.23875
ZBTB1	-0.36175
GTF2F1	-0.830125
RPS15A	0.321785714285714
DUSP21	0.163833333333333
GINS4	-2.40833333333333
MYO15A	0.990166666666667
GIMAP7	3.21825
MGC13379	0.905
ATP6V1E2	1.24066666666667
UTP3	1.229
HNRPA3	-0.8714375
MT4	0.395
C14orf155	0.072
U1SNRNPBP	1.2585
CKLF	-0.730333333333333
PLEKHN1	-0.910166666666667
MBNL1	-0.518416666666667
NUP160	-0.8935
ACSM2A	-2.13933333333333
LOC129881	-0.49075
KIAA1529	-1.06425
FLJ22639	-0.763
HAND1	-1.007
GSX1	-0.251
FGA	-3.47076923076923
SERPINB1	1.049
ZNF642	1.15025
IGFBP1	-7.512
SLC1A1	-1.33075
DHX57	-0.279625
ZNF766	0.912
PTPN21	-0.04225
GDPD3	0.924
PNPLA5	-0.203
TBR1	0.368333333333333
FAM116A	0.7265
IQGAP1	0.328875
FOS	-0.2685
ZNF226	0.6615
FIGNL1	-0.3645
C14orf1	-0.77
ZMYND17	1.256
PUS7	-0.559833333333333
TUBB6	-1.74225
KCNQ2	-0.0995
MARCH6	-0.157416666666667
CCDC33	-0.076
PRODH	-2.0485
RBM11	2.82675
EPHA6	0.9855
SLC43A1	-1.286
LOC196541	0.860875
NTN1	1.46027272727273
ING4	0.60825
PCDHB10	-0.2795
DPH2	-3.56666666666667
SPACA4	0.20625
FBXL21	-2.7
DIAPH1	-1.42016666666667
ZNF71	0.404666666666667
CEP76	0.2875
CORO1A	-2.1695
RRM2	-2.713125
EDG4	-0.1375
OS9	-1.25416666666667
SLC4A1AP	0.135
COG5	-0.655
COPS8	-0.538
NGLY1	0.0245
NCBP2	0.862375
C17orf42	0.839166666666667
GPSM3	-0.971625
SIL1	0.760666666666667
ASB6	-0.77075
SMAD5OS	0.745333333333333
UNC93A	-2.998875
A1BG	0.4545
C21orf62	0.39825
FMO5	1.92858333333333
ATRIP	0.0635
CEBPG	0.207333333333333
C7orf38	0.6175
TNFRSF1B	-1.40383333333333
CLEC1A	0.896666666666667
IQSEC1	0.237875
PATZ1	1.2966
RBM22	0.9815
BAG2	-1.7625
PAQR5	0.0326666666666667
C9orf127	0.5995
THNSL1	1.21875
SHROOM3	3.0632
JAM2	1.44075
SNRPN	-2.47025
ALX4	0.024
CACNA1S	0.0595
FAM130A1	1.2315
CORIN	-0.1935
CD300LB	-1.1615
PLEKHG6	0.685
LRRC40	-0.71225
PCLKC	-2.142
PCDHB16	-1.118
WNT2B	-1.5316
ASNS	-1.76211111111111
MRPL49	-0.455625
FLJ46111	-1.262
ISG20	0.8665
SMU1	0.4455
CASZ1	0.0559999999999999
POLR1D	0.43125
GIN1	0.8445
SNAG1	0.180666666666667
ANKRD29	-0.2815
CDKN2AIP	0.67375
KRR1	0.818
CXCL1	-3.58816666666667
EPM2A	-0.6111
PC	-1.36516666666667
DEFB127	0.451
PDZRN4	0.591666666666667
FAH	0.618875
OR51E1	0.24
CDC2L6	-0.428333333333333
DNTTIP1	-0.53625
PAX8	-0.02075
TMEM116	1.9195
C1orf150	1.3355
PRO2012	0.0939999999999999
MRPL40	0.8285
BEX1	2.1924
SLC2A4	-1.0378
PKMYT1	-2.25275
FEZF2	-0.0951666666666667
SLC26A9	-1.562
MAP2	-0.03975
LYL1	-1.982
SLC25A19	-0.888666666666667
NOS3	-1.205
ZNF34	0.586333333333333
TMPRSS11F	-0.232
FAM43A	-2.4385
FCRL4	-0.1172
KLF14	0.39275
FLRT2	-1.17233333333333
WRN	-0.572
SDF2	1.3457
KRT8P12	-1.267
C6orf195	0.1405
C9orf125	-0.846
DZIP3	1.598375
RIT1	0.536833333333333
SCML1	-1.425
RHBDF2	-0.383125
OR2G3	1.03
REXO1L1	0.789
MAP3K7IP3	-0.089625
C3orf57	-3.471
FBXW11	0.179
ETAA1	0.161
C14orf131	-0.0263
AKT1S1	-1.584
SLC12A5	0.728875
C9orf164	0.065
NRIP3	-0.563625
NOS1AP	-0.377
TMEM121	3.01975
SAP30BP	-0.2811
DGCR6	0.22125
WDR76	-0.78075
FAM82B	0.72
LOC606495	-2.134
MAP9	3.52558333333333
BCDIN3D	2.399
CXorf36	3.042
DSCR3	-0.0781
ZFAND3	-0.258125
C7orf43	-0.672333333333333
SPSB3	-0.4889
C19orf19	0.4045
FAM133A	-2.51225
C12orf25	0.76425
SLC39A3	-0.96375
DISP2	1.98825
PI4KAP2	-2.3545
MKRN3	-2.55683333333333
ADAMTS13	0.539125
CBLN3	0.0587
TTYH1	-1.14166666666667
C3orf18	1.7495
FLJ13236	-2.30475
ZMYND12	3.3085
C18orf25	0.90125
GLB1L3	-1.289
ATP13A5	-0.3705
RANBP10	-1.18375
CD96	-0.5883
DENND1C	-0.16175
RBMS3	-0.5045
SLC41A3	1.67783333333333
DGCR6L	0.1895
TMEM128	1.79233333333333
CSNK1G3	0.994692307692308
MOBKL2C	0.043
TSPAN6	0.745875
MATN2	-0.8264
MSL2L1	0.108
ST6GALNAC2	0.0245
FGFBP2	-0.67825
FGL1	-4.99066666666667
MPP3	-0.945166666666667
ARHGEF6	1.292
TGFBR2	-0.393875
ACMSD	-0.30025
IL33	4.4895
C9orf5	0.764583333333333
DEAF1	-0.6814
AMN	-0.217
DEFA6	0.536142857142857
RNF212	-0.541
METT5D1	1.37366666666667
CIB1	-0.058
TSSK1B	0.14375
KIAA1727	2.574
ZNF680	0.792083333333333
LOC399900	-1.7945
LOC152217	0.528833333333333
CTNNAL1	-1.865
CIT	-1.95733333333333
TLE6	-2.35125
ZNF607	-0.475
HERC4	-0.487666666666667
DRAP1	-0.3687
PEMT	-0.7185
C10orf111	-0.976
ZNF575	0.37875
KCTD7	-0.9955
MYO1F	-0.855625
LOC285382	0.46025
RAB11A	2.0805
PLCD3	-0.649
C15orf28	0.23225
PTBP2	-1.041625
CTB-1048E9.5	-0.299125
C19orf60	1.23266666666667
C7orf25	1.10666666666667
SETD7	-0.345625
HOXB9	-4.132
VANGL1	-0.818625
CHAF1B	-1.2615
NDUFA3	0.237
KIAA1328	0.524
SHARPIN	-0.208125
TTC23	-0.883125
UGP2	1.155
ANKIB1	0.4233
CIRBP	1.93642857142857
SEC14L4	-2.93183333333333
OVCH1	0.2944
VPS52	-0.747
FAT	-2.386625
M6PRBP1	-1.603
GPRIN3	2.03
PPM1F	-2.0364
TSR1	0.0535
CCDC85A	7.9885
PCSK5	0.7425
ZFHX3	1.003
HEMK1	0.00459999999999999
PGBD2	0.0105
RSRC2	0.463
AURKC	-1.53816666666667
SCRIB	-0.422875
ORM2	-4.516
FAM115A	0.4942
FZD6	0.785625
UNC119	-0.0706666666666667
GPX3	-1.0866
NOV	0.367625
CABC1	-0.653375
CDC42SE2	0.0525
EIF2S2	0.3562
RNF130	1.379875
CKAP5	-0.910333333333333
RP11-413M3.2	-0.010875
C10orf18	1.2798
TMEM93	0.10225
DYX1C1	2.818
KCNMB2	-1.104
ANK3	1.95016666666667
KRT5	-1.0101
CDH12	-1.34971428571429
QRSL1	-0.4225
JUB	-0.8885
SHC4	-2.747125
CCL15	2.1486
CCDC22	-0.395
SNX24	1.685
RARS	0.18525
MORC2	0.46625
FAM48A	-0.72025
MT1H	-2.623
PPP1R14C	-3.829
FOXD1	-3.31314285714286
C1orf213	-2.054
AMT	-2.0548
DSN1	-0.6405
PTPLAD2	3.466
DIS3L	0.4035
RASL11A	-0.039
GPRC5B	-0.3895
FRMD7	-0.2695
STRN4	-0.6125
KITLG	5.19186363636364
HDGF	-1.6405
OR1S1	-0.1385
SETX	-0.1152
DDR2	-1.057125
KCTD12	1.348
LYZL2	0.654333333333333
WDR52	-1.897
TMEM2	-0.973875
ZNF579	-1.217
LOC200810	-0.5435
TNFSF9	-2.180375
PPFIA4	-3.70375
CNIH3	-0.293666666666667
MAP4K4	-1.14385714285714
ROD1	0.674071428571429
ALS2CR12	-1.4062
DOCK3	1.652
PAQR9	-3.339
ASB17	0.41225
STX16	-1.359375
FEZ2	0.5036
DLAT	-0.0108333333333333
KIF21B	-1.49366666666667
CDC5L	-0.04825
TMEM119	0.469166666666667
CRIP3	-1.855
TPSD1	1.1565
TEPP	-1.4445
GNGT2	0.0475
C21orf121	0.730333333333333
WNK1	-0.446916666666667
FLJ10490	-0.0236
OR51B5	-1.063
LOC203547	-0.30325
HAS1	-0.661
PPA1	0.634833333333333
ST7	0.131625
C11orf46	1.6265
POPDC3	-4.5326
ACOX2	-0.201333333333333
ATCAY	-0.965916666666667
TM4SF19	-1.894
MFSD9	-0.357333333333333
PDHB	1.0105
ERN1	-0.798
LCE3C	0.143
GPR111	2.5015
NOTCH3	0.761166666666667
ADAMTS5	0.8625
B3GALT1	-1.426
UGCGL1	-1.1045
FAM58A	0.532166666666667
FBXO32	0.278
CLPP	0.172
NXPH1	1.5085
MTMR3	1.34233333333333
ATP1B3	0.798375
TMEM16A	4.147125
HIST1H3F	0.713333333333333
TRIM25	0.0560000000000001
SDCBP2	-1.7465
CRKL	-0.981375
HOXB2	0.900833333333333
ANP32B	-0.169875
GATM	3.5665
AP4E1	0.0338571428571429
EDG5	0.020625
CDKN3	-0.602333333333333
CDH4	-2.45375
PGD	-1.967
RND1	0.61
GAD1	-3.1696
MPG	-0.34175
LOC440350	-1.12
ZNF133	0.606
SERPINB12	0.4445
AMELY	0.359666666666667
DHX36	-0.264
TNFAIP8L2	2.06816666666667
PHTF2	1.06216666666667
CCDC112	0.128333333333333
IQCC	-0.84575
HEYL	3.32916666666667
FTSJ2	-0.754666666666667
APPL1	1.189625
RAB43	0.295230769230769
OR10G2	-0.936
WAC	0.883166666666667
ADCY9	0.461625
RUNDC2B	-0.6845
PYCRL	0.4908
AGPAT7	-1.586
SLC22A9	-1.24733333333333
CDKAL1	-1.2895
PDYN	-0.130833333333333
C20orf74	-1.13775
MTMR11	-1.48375
VAV3	4.32016666666667
DAPL1	0.12775
STXBP3	1.11125
EIF3G	-0.6185
ARHGAP22	-1.724
NPFFR1	0.831
NPC1	-1.02716666666667
ALDH9A1	1.6025
ZNF600	0.6675
ZNF678	0.5365
RASSF1	-0.158166666666667
ADD2	-2.25425
PITPNB	-0.089625
PKD2L2	0.426285714285714
LRP11	0.28975
CDKL1	0.1255
SMEK2	0.327
PRODH2	-3.499
C11orf54	0.791666666666667
SFRS11	-0.732833333333333
IL7	-0.783333333333333
ALS2CR16	-1.164
BTG3	-2.612
PAK2	0.334611111111111
RP11-679B17.1	0.43425
GATA4	-0.381333333333333
ATP2B1	-0.8865
LOC130940	2.5985
C1orf172	2.46333333333333
ATF7IP2	-3.16575
SLC25A43	-0.0311666666666667
CENTG3	-0.928666666666667
IGF2BP1	-4.0687
FCHSD1	-0.8345
CAMK2N2	-0.879
ELAVL3	0.1479
NBPF15	-0.888
UBE2J2	-1.34175
GNL2	-1.27225
PRR3	-0.7684
NLF2	0.34375
OR4F6	0.7715
KLHL24	0.890333333333333
CCDC88A	-1.7201
SGPP1	1.65016666666667
C10orf11	1.853
SLC35B4	-1.45433333333333
UGT3A2	-1.2905
ARNT2	1.0561
CBR1	0.893625
ITPR3	-1.52733333333333
TRAPPC6B	0.7373
AMZ1	-0.1035
ARP11	1.0545
WDSUB1	1.92875
APBA1	-0.573
RAB2A	1.5475
C6orf162	0.225
HPSE2	0.8345
PLCE1	-1.36125
INSL3	0.15625
DLG1	-0.3547
PTPLA	-2.00875
PIGX	1.103875
TFIP11	-0.447333333333333
FIBIN	2.224
POLR2G	0.14225
GRAP2	-0.2863
DNAJB8	0.00375
CNBP	2.32183333333333
WASF1	-0.715
INPP5E	-1.4551
HSPB1	0.174875
TMEM167	0.0449
CUBN	-1.895
IGF1	3.1724375
ITPK1	0.5028
NAALAD2	-1.63471428571429
G3BP1	0.1777
NT5DC1	0.044875
CYP39A1	-0.853
TMEM139	0.289333333333333
POLK	0.2033
GLULD1	-2.07225
RBM15	-2.05983333333333
AMZ2	0.7275
GDF15	-2.1775
MESDC2	-0.02725
INCA	3.36216666666667
ACY1L2	-0.3205
GZMM	-0.994666666666667
PAIP1	1.06675
CACNA2D1	-0.79525
STK32C	-1.013
SH3BP4	0.583166666666667
DEC1	0.347
PADI1	1.1475
UBB	1.1854
PON3	-1.8485
PROP1	1.439
ANKRD13B	-0.4045
ADCK1	-1.4835
TCF25	-1.76516666666667
SLC38A5	-3.056
CXorf26	-0.100166666666667
C19orf39	0.73975
PPP1R13B	0.8535
ARL2	-0.7665
TCL6	-0.1653
TOP3A	-1.141
SLC16A14	1.421
FXYD6	-0.178166666666667
HIST1H4E	-0.25775
BBC3	-0.926
UNC5A	0.0671666666666667
FAM86C	-0.3516
PI4KB	-1.292125
B3GAT1	-3.52475
SUSD2	2.3375
OAZ2	-0.448833333333333
NOC4L	-1.04975
C10orf12	0.25525
FADS1	-0.618
LOC144097	-0.705
DKK2	0.6675
KIAA1949	-1.97425
RHOT1	0.432
OXT	-0.1208
GPR153	-0.85125
ARL4A	-1.22483333333333
SAAL1	0.015
CCDC64	-1.091
USE1	-0.163833333333333
