Hybridization REF	TCGA-BH-A0HB-01A-11R-A056-07
SFPQ	0.42525
GFRA4	1.199
AKR1B10	-3.4615
TIGD6	0.428666666666667
RGS16	2.169875
URB1	-0.587833333333333
OR4C46	0.2038
TOP3B	-0.91275
NFATC4	1.58
CA14	-3.7055
BMPR1A	0.427
SNRP70	-1.00925
PRL	-0.0465454545454545
C6orf130	-1.534
STAG2	0.61825
CD55	-2.06057142857143
RPS23	0.381666666666667
SSX2	-1.1136
FDPSL2A	-1.254
FBXO27	0.459875
SYNGR3	-0.624833333333333
TMSL3	1.60225
EML1	-0.9155
NUP93	-0.6835
SMAD3	0.0616
KIAA1189	0.449
HNRPUL2	0.718666666666667
TBC1D12	0.645
C16orf24	1.63375
MRVI1	0.5
ZNF581	-0.437
ELOVL3	1.307
OR51Q1	0.239
CACNB3	1.56433333333333
GALNT13	-2.141
C10orf84	1.839
NEDD4	-0.0316
SPO11	1.7935
OR5AU1	0.55
NEK4	0.0568571428571428
PRKAR2A	0.5
IHPK1	-0.0296666666666667
ATP6V0B	1.163875
CACNA1E	2.349
CEACAM8	-1.15716666666667
PEX14	0.6835
FLJ12993	4.622
ZBTB38	0.0708333333333333
PCTK2	0.321
LRRC16	-0.9904
FBLIM1	0.3035
FYCO1	1.197
RP5-1022P6.2	-1.12458333333333
CMTM1	2.14966666666667
PLTP	1.52633333333333
RAPH1	1.265875
DOCK8	0.281
EZH2	-1.0082
SLC25A1	-1.059
PLEKHB1	-1.0572
GRB7	0.4114
ZFP37	-3.3115
MRPL33	-0.53775
PELO	-0.369
ARMC1	1.13136363636364
C9orf27	0.429428571428571
FLJ25778	-0.0015
C9orf37	-1.76016666666667
TMEM66	-0.395
SPRN	-0.00800000000000001
HBEGF	-0.350875
PI4KA	-1.2655
LEPRE1	-0.71925
POU2AF1	-2.39225
MRPL12	0.0666666666666667
REP15	-0.6245
ZC3H3	1.07275
RASAL1	-1.49925
DDAH1	1.521375
ACBD5	0.944625
TMC2	-0.038
CCDC137	-0.94675
SAMD13	0.563166666666667
UGT2B15	-0.439833333333333
TIPARP	0.11175
DNASE1L3	1.1875
TRIM72	-0.146833333333333
DBX2	1.244
IPO8	0.67625
C21orf88	-0.742
MAP3K14	-0.45125
LOC51233	0.6435
GGTLA4	-1.222
PDE6D	0.03725
ZNF117	-0.32525
CLK2	-1.46525
NKRF	-0.27425
TNFSF15	0.0864
DUSP2	0.002875
SECISBP2	0.3117
GABRR2	-0.8635
PPAP2C	1.72975
LOC51145	0.112666666666667
PAG1	-0.2
PIK3C3	0.04975
GNG10	-0.717
APOL4	0.3208
ANKRD28	-0.702
STMN3	-1.4454
RAB14	1.034
CDK2AP2	-0.41375
HDDC3	0.038
COMMD7	0.504625
CXXC1	-0.152
HMCN1	-0.362
CD40	0.80925
DYNC1LI2	0.379875
GDI1	1.23675
LOC646938	-0.27875
VSNL1	-1.68166666666667
PIH1D1	-0.073
RAET1G	-0.303
KRTAP5-9	0.2385
EFTUD2	-0.58525
ZNF311	-0.875833333333333
ATP6V1G3	1.0055
OR2W3	-1.26275
SCN4A	0.35075
MED10	-0.69925
FAM135A	-1.5731
ARHGAP4	-1.0385
EHMT2	-1.113375
UFD1L	-0.654
ERMP1	1.36625
MAG1	-1.5605
THAP8	0.567
HACE1	-0.747833333333333
FAM82C	0.487666666666667
C3orf20	-1.7835
UNC84A	-0.548833333333333
SCD5	0.240428571428571
LASS6	3.22225
LSG1	0.2345
MAL	-4.31125
GPR22	-0.267
WDR5B	0.5185
ACTRT1	2.416
C17orf60	-0.404833333333333
GRIN2C	0.2557
ARMC8	0.7295
SLC47A1	-1.712
DMPK	-0.22025
DHRS13	0.959166666666667
SMC1A	-0.642
KRTAP17-1	-0.13575
SMYD5	-0.09525
TUSC2	0.738875
CRHR2	0.4325
KIR3DL2	1.2715
CCDC104	0.02225
ATP2C1	0.367125
CROT	0.62675
PABPC3	-0.108833333333333
EGR1	-0.176166666666667
THSD1	-0.1075
KHK	-0.77625
SLC12A2	2.5480625
CD58	-0.902
STOX2	-1.37933333333333
CCDC76	-0.7167
CCDC48	4.756
DNAH1	-0.828666666666667
ZIC4	0.07875
OR1G1	0.954
PSMC6	-0.513833333333333
PROKR1	0.3515
ABCB1	-0.924125
TRAT1	0.229
LLGL1	0.1155
MTF1	2.05625
USP54	0.59
PAGE2B	-1.457
ITGB7	-3.39975
CCDC81	-0.779
LOC149837	-0.69275
SCUBE1	-0.115
ZSCAN10	2.143
HUWE1	0.157
CDH17	1.232
CD180	0.27875
IL17A	0.1485
TMPO	-1.16125
KIAA1524	-0.557166666666667
HDGFRP3	0.749166666666667
OXCT1	-1.72390909090909
RRAS2	-1.69966666666667
LTBP2	2.1720625
SV2B	1.1465
CYP2A6	-0.053125
PKD1L2	-1.1256
PPM1M	-0.4625
FLJ22662	1.2375
ZNF502	0.281
GP6	-1.54325
CRYBA2	-1.017
LEF1	-2.2943
CTPS	-2.16371428571429
EYA1	-2.88583333333333
EPS8L1	0.9565
MAPK14	-0.494916666666667
SERPINB2	-4.838625
GTF2F2	-0.460333333333333
ZNHIT4	0.2265
PLA1A	1.2955
C20orf114	2.47625
HPR	-3.749
C18orf2	-2.19233333333333
SATB2	-0.673
KCNJ9	0.646571428571429
MGC157906	0.521
MOCS3	-0.04625
C17orf71	1.61333333333333
PPHLN1	0.0874
HIST1H2BN	1.103375
RAPGEF1	-0.964875
MAP3K8	-0.69125
DLG4	0.5405
STC1	-2.25375
CDGAP	0.4295
DDX26B	-1.33175
LOC150223	-1.74725
CPSF3	-0.4565
TMEM14A	-0.90525
MYH3	-3.1345
GPKOW	-0.31325
SULT1A1	-0.477166666666667
SPON1	3.1919
YY1AP1	-0.233666666666667
RAB23	-0.61175
PLA2G4A	-4.658
MAPRE3	-0.98575
ZNF516	2.16971428571429
GGPS1	0.0265
EXOC3L2	0.0136250000000001
C19orf42	0.1599
MAP2K2	-0.1505
HIST1H2BB	1.611
RNF19B	0.982833333333333
C6orf128	-0.237333333333333
TLR8	2.75725
PCDHA9	0.2865
CARS2	-1.178625
CLUL1	0.942333333333333
RHAG	-3.82183333333333
UNK	0.1435
EXOC8	0.8696
C9orf95	0.03325
C14orf143	-0.152666666666667
MAML3	0.514
LDHA	-1.28025
MRPL20	0.79975
KLHDC6	0.597833333333333
ATP5S	0.778833333333333
C8orf55	1.3095
PHF19	-1.979625
KRTAP13-4	1.147
TTC5	0.03675
XKR5	-0.705
SILV	-4.6925
TEX28	-0.932
TCTN1	0.591
CX40.1	-0.05975
PPP2R5C	-0.178
C12orf30	-1.50483333333333
CAPG	2.44325
MPZL1	0.73375
ARSB	-1.22366666666667
TDH	-2.00333333333333
WASF4	1.756
TSSK3	-0.500333333333333
7A5	0.5885
CRISPLD1	-1.229625
MAD1L1	-0.126666666666667
SPIN4	0.222833333333333
AMPD1	-1.05166666666667
DPYSL5	0.0445
INPP1	-1.08466666666667
ANKRD11	-0.7285
NPAS4	-0.622625
GCET2	-0.1043
RNASE9	0.305
GUCY2D	-0.4355
CCDC98	0.23625
FGF4	-0.5025
CPM	-0.2055
SLC26A4	-2.46083333333333
PLD5	-0.255666666666667
FAM59A	2.0398
FBXO5	-0.544111111111111
SIPA1L1	0.568625
DPYS	0.51225
ATG4D	0.15325
TGM3	-0.9455
MTCH1	-1.338
HK1	0.641230769230769
CDC26	-0.307875
GALNT12	-3.60933333333333
LOC339229	-0.40225
MRPL35	0.30825
ORC4L	-0.020375
TNKS	-0.0665
C2orf24	0.225166666666667
ZNF553	0.8175
GGTLA1	3.1907
ZNF497	0.44925
CDY1B	-0.1695
SLC30A4	0.928857142857143
TUB	-1.497375
ARHGEF18	-0.08625
ARRB1	-0.2415
KCNK1	2.76
EREG	-2.6696
SCAMP5	0.17225
RUNDC3B	2.031
ADAMTS20	0.8385
IL17RB	-1.200375
FLJ20323	-1.14875
MCAM	-0.4635
POLR3E	-1.84741666666667
AQR	0.6915
IPMK	0.173
CDCA7	-3.7115
CAMP	2.31625
GRHL3	0.282
ADAMTSL2	0.661333333333333
CLMN	2.63216666666667
SSTR3	0.4225
MAGEA5	-1.82716666666667
OVOL2	4.83625
JMJD1B	0.52125
RBL2	0.1752
PYGO2	0.9005
PPP1R10	0.0778333333333333
CSE1L	-0.705166666666667
LCA5	0.9665
RDH16	-0.52275
ASRGL1	-2.622875
TOM1	-0.710666666666667
PTX3	-6.31275
TTC15	0.233
SCGB3A1	0.848166666666667
MRPL50	-0.6645
RCAN3	1.905125
SLC26A11	0.9065
STYX	-0.505166666666667
CINP	-0.4025
MARCH7	-0.2335
PFKM	0.0635
SGMS1	-0.287333333333333
RIOK3	0.1951
C1orf110	0.4015
CES7	-0.22
LOC440248	-2.27975
PPP1R12C	-0.24225
C10orf27	0.7175
ATG9A	-0.6545
MRPS26	0.245125
TMEM40	0.773
ELP3	-0.1316
ZNF787	1.036
HIAT1	0.05125
C8orf34	0.744833333333333
MGC4655	-0.4719
PELI1	-0.4915
PPT1	1.0305
SLC35C2	-0.6865
C6orf125	-0.46025
MUC4	-1.469
RFC4	-2.487
GNB2	0.464166666666667
NUP50	-0.316142857142857
SULT4A1	-2.16183333333333
C7	1.443
CCDC130	0.0563333333333333
ARRDC4	0.8395
RQCD1	-1.08
GLYCTK	-0.88225
AYTL2	-0.657636363636364
MTUS1	0.6925
LEMD3	0.0865
PLEKHF2	2.8
HOXA7	-0.716875
GTF3C2	-1.0825
DYNLRB2	4.2225
CNOT10	-0.10125
MR1	-0.876333333333333
FFAR1	-0.953
PRIC285	0.17925
SLITRK6	5.986
LIX1	-1.7007
UBE1L2	0.02075
F8	0.892375
ACHE	0.0443333333333333
KPNA5	-0.551
TNFRSF12A	-0.497666666666667
EGR3	0.8875
SERPIND1	-3.22083333333333
OASL	3.005
IFRD1	-2.404125
WDFY1	0.0778333333333333
ZNF267	-0.622875
ACCN5	1.036
ZBTB6	-0.24225
PPP1R3A	0.8135
PRRT3	2.73175
FBXL19	-0.3785
TXNIP	0.825928571428571
ACTN2	-1.60725
ATG9B	-1.07
C9orf117	-0.104375
IL27	0.642
RPL36AL	0.489333333333333
KLK15	-0.3395
CHAD	3.224
RAP2B	0.0017
HEBP2	1.938
ZNF342	0.932
CAMK2G	-0.181166666666667
TLR3	1.0155
FGF14	-0.3165
HMGB2	-0.795
TRPM5	0.0876666666666667
OR5M11	-0.198
KIF3B	0.364578947368421
PRICKLE2	-0.676
MTMR9	-0.12875
C3orf27	0.28425
GLRA3	3.2625
NSDHL	0.094
TMEM32	-0.5315
POLR2D	-0.7385
MYADML	0.1035
C9orf114	-0.54675
MRGPRX1	-0.279
TOPORS	0.78325
CLDN19	-0.90875
C1QL4	-0.527
RNF165	0.065
DHRS9	0.605
DNAH2	0.1182
FXR1	-0.8075
ZMYM3	-0.95625
CASP3	0.631
FAM120C	0.192125
SCLY	-1.10675
CA7	-1.2275
ENTPD5	1.0235
ZNF461	-0.177625
PDIA5	-1.461
C1orf19	-0.212
TMEM67	0.4285
KCTD20	-1.069
WDR47	1.2535
FLJ38723	1.869
KLRF1	1.60883333333333
TAS2R16	1.0565
CLDN12	-0.96475
PRKCE	-0.0995
UBXD4	-1.554
ITGAM	2.938
GLT8D3	-0.016125
WDR31	0.6325
RGS2	-0.621
OR51L1	0.935
MST1R	-0.99975
KIAA1737	1.32875
OR4A5	1.376
GLIS1	-1.06883333333333
PTMA	1.50978571428571
NAPA	0.787
PRDM11	-0.0795
LIPF	0.1195
DIRAS3	0.26525
ASGR2	-3.658625
C1QTNF4	0.516
PIK3R4	-0.378833333333333
ARMC3	0.628
NDUFV3	-0.4475
BTBD3	-0.4825
PPP1R2	0.789083333333333
UBE2NL	-0.124
FOSL2	1.61314285714286
FAM119A	-1.53683333333333
TUBA4A	0.2046
KRTAP12-1	0.11175
SFRS2	-0.81025
RHPN1	0.6521
EEF2	-0.847333333333333
ZDHHC11	-1.07766666666667
EPHA3	-1.599
RBM12	0.05025
H2AFJ	1.49341666666667
EDIL3	1.471
KIF26A	-1.598
SERGEF	-0.6475
B3GALT4	1.40575
LOC90925	0.3236
OSCAR	0.338375
NPFF	-0.740625
DEDD	0.735625
TMEM155	-1.45425
PTPN1	2.4535
SCYL2	0.112166666666667
SKAP1	3.1965
LEAP2	-2.66666666666667
GADD45G	1.9844
IFITM3	0.583125
PILRB	-2.2045
SLU7	0.3765
DSC3	1.71925
DNMT3L	-1.24525
PAPD5	1.38375
B3GNT3	-1.82266666666667
LHCGR	-1.1685
MSL-1	0.27275
UBE2S	-1.06575
SAP130	-0.83575
ANAPC11	0.488
MAGED4B	-2.3915
ATP6V1B2	0.345166666666667
C14orf179	1.341
CAPZA1	-0.14575
CDYL2	0.933833333333333
GLRX3	-0.793166666666667
LOC136288	-0.58225
MOBKL1A	0.397
HTR2B	2.6315
CRYGD	-0.745166666666667
NUS1	-1.175
PGRMC1	0.429
MYOM2	-1.118
FLJ39653	-1.73816666666667
CHM	0.2691
OR5M8	0.297
ZNF619	0.351
FAM105A	0.289
CCNL1	-1.688375
NAP1L3	-0.4765
C10orf57	2.034
B3GALNT1	0.918
CSN1S2A	0.6205
TCP10L	-0.05575
GDAP2	0.508625
DMKN	-1.33933333333333
COX6B1	0.514
DNASE2	0.365333333333333
MSH5	-2.76725
LGMN	-0.195875
USP31	-0.1499
OR13C8	0.901
SDCBP	-0.3651
NUDT11	-2.49716666666667
PYGL	-1.69116666666667
SNPH	-1.0665
B3GNT4	-1.217
MIZF	-1.2791
NUBPL	0.1305
NOD1	-0.605666666666667
CDH22	0.650125
NUBP1	0.550166666666667
DSCAM	-3.43825
DGKI	-1.6825
FAM136A	-0.394
AKAP1	0.0746666666666667
SLC16A6	1.578
RIN3	0.17825
PSG2	-0.39975
DIP2B	0.712916666666667
PSORS1C1	-1.5791
KIAA0495	-0.582
FLJ90709	-0.352833333333333
LPA	-0.115666666666667
PIGA	-0.554833333333333
LY75	1.815
UTS2	-4.34816666666667
RREB1	0.3595
GALNACT-2	0.1567
MGC3196	-0.5145
FLJ31568	-0.969
LPHN1	-0.2025
SP1	1.19475
TOX4	0.492333333333333
HSPA9	0.3857
APOBEC1	-0.264
SLC35E4	-1.438
LSM5	-0.71725
SURF1	0.16
ZBTB1	1.5365
GTF2F1	-0.317
RPS15A	-0.423928571428571
DUSP21	-0.2105
GINS4	-2.43683333333333
MYO15A	-0.666166666666667
GIMAP7	3.97825
MGC13379	1.10775
ATP6V1E2	-1.48833333333333
UTP3	0.00375
HNRPA3	-0.5748125
MT4	0.6275
C14orf155	-0.0446666666666666
U1SNRNPBP	1.1575
CKLF	-0.548166666666667
PLEKHN1	0.564833333333333
MBNL1	-0.4715
NUP160	-2.0285
ACSM2A	-1.5595
LOC129881	0.871
KIAA1529	-1.4325
FLJ22639	-1.40875
HAND1	-0.802
GSX1	0.2605
FGA	-3.70506666666667
SERPINB1	-0.55925
ZNF642	0.77675
IGFBP1	-7.7125
SLC1A1	-1.5375
DHX57	-0.20325
ZNF766	0.488
PTPN21	0.2618
GDPD3	-1.28983333333333
PNPLA5	0.1695
TBR1	0.222666666666667
FAM116A	-0.07225
IQGAP1	0.30775
FOS	-1.109375
ZNF226	0.053125
FIGNL1	-0.4845
C14orf1	-0.362
ZMYND17	-0.034
PUS7	-0.8445
TUBB6	-0.710375
KCNQ2	-0.94725
MARCH6	0.334083333333333
CCDC33	0.1815
PRODH	0.47775
RBM11	2.11325
EPHA6	0.912285714285714
SLC43A1	-1.03825
LOC196541	0.397
NTN1	1.55291666666667
ING4	-0.84925
PCDHB10	1.3485
DPH2	-0.492833333333333
SPACA4	0.874
FBXL21	-4.483
DIAPH1	-0.487833333333333
ZNF71	0.968
CEP76	-0.717
CORO1A	-0.82175
RRM2	-2.075625
EDG4	0.729
OS9	-0.236333333333333
SLC4A1AP	-0.0835
COG5	-0.682
COPS8	-0.6595
NGLY1	-0.97475
NCBP2	0.388
C17orf42	-0.269666666666667
GPSM3	1.223875
SIL1	0.477
ASB6	-0.121
SMAD5OS	-0.543166666666667
UNC93A	-2.953125
A1BG	0.4995
C21orf62	0.331
FMO5	-0.511083333333333
ATRIP	0.8735
CEBPG	0.269333333333333
C7orf38	0.570666666666667
TNFRSF1B	1.10033333333333
CLEC1A	0.494
IQSEC1	0.000375
PATZ1	1.068
RBM22	1.85525
BAG2	-3.17966666666667
PAQR5	-1.73716666666667
C9orf127	0.9076
THNSL1	0.31875
SHROOM3	2.5506
JAM2	0.64075
SNRPN	-1.9015
ALX4	0.4165
CACNA1S	0.119
FAM130A1	0.691
CORIN	1.565
CD300LB	0.85
PLEKHG6	0.5775
LRRC40	-0.69525
PCLKC	-0.961
PCDHB16	1.00766666666667
WNT2B	-0.0425
ASNS	-1.87077777777778
MRPL49	0.4095
FLJ46111	-0.782
ISG20	0.343375
SMU1	0.232666666666667
CASZ1	0.5605
POLR1D	-0.619916666666667
GIN1	-0.37075
SNAG1	0.293333333333333
ANKRD29	-0.929
CDKN2AIP	0.6295
KRR1	0.67475
CXCL1	-4.62733333333333
EPM2A	0.0685
PC	-0.655166666666667
DEFB127	1.1675
PDZRN4	1.76833333333333
FAH	-0.49475
OR51E1	0.55
CDC2L6	-0.412166666666667
DNTTIP1	-0.63625
PAX8	0.455333333333333
TMEM116	0.77825
C1orf150	0.642
PRO2012	0.406
MRPL40	-1.06566666666667
BEX1	1.4772
SLC2A4	-0.671833333333333
PKMYT1	-0.90875
FEZF2	-0.111166666666667
SLC26A9	-1.377
MAP2	-0.2836
LYL1	-1.14625
SLC25A19	-0.3635
NOS3	-0.3835
ZNF34	0.9545
TMPRSS11F	-0.54625
FAM43A	-0.0925
FCRL4	-0.0875
KLF14	0.423
FLRT2	-0.724333333333333
WRN	-1.42425
SDF2	1.8312
KRT8P12	-0.51725
C6orf195	0.182
C9orf125	-2.45433333333333
DZIP3	0.603375
RIT1	-0.4535
SCML1	-1.09266666666667
RHBDF2	0.593375
OR2G3	0.3235
REXO1L1	-0.4405
MAP3K7IP3	0.247
C3orf57	-3.98175
FBXW11	-0.578833333333333
ETAA1	-0.562
C14orf131	-0.0862
AKT1S1	-0.09075
SLC12A5	-0.76075
C9orf164	1.32975
NRIP3	1.15375
NOS1AP	-0.194
TMEM121	1.29375
SAP30BP	0.0081
DGCR6	0.0995
WDR76	-1.52175
FAM82B	0.31525
LOC606495	-1.726
MAP9	2.57825
BCDIN3D	0.63
CXorf36	2.64983333333333
DSCR3	-0.2963
ZFAND3	1.713
C7orf43	0.232666666666667
SPSB3	0.3386
C19orf19	0.6845
FAM133A	-2.968375
C12orf25	-0.2165
SLC39A3	-0.123875
DISP2	-0.67125
PI4KAP2	-2.73
MKRN3	-1.97933333333333
ADAMTS13	-1.027
CBLN3	-0.1157
TTYH1	-0.454333333333333
C3orf18	-0.02325
FLJ13236	-0.3095
ZMYND12	3.579
C18orf25	1.305125
GLB1L3	-2.08
ATP13A5	0.902
RANBP10	-0.2775
CD96	0.0978000000000001
DENND1C	0.254
RBMS3	0.3445
SLC41A3	0.6555
DGCR6L	0.103
TMEM128	0.596166666666667
CSNK1G3	0.381928571428571
MOBKL2C	1.04725
TSPAN6	-2.481875
MATN2	-2.4411
MSL2L1	0.424333333333333
ST6GALNAC2	0.396333333333333
FGFBP2	-0.652875
FGL1	-5.923
MPP3	-2.58466666666667
ARHGEF6	2.60083333333333
TGFBR2	-0.24025
ACMSD	-0.75825
IL33	1.97825
C9orf5	-0.340833333333333
DEAF1	-0.5652
AMN	1.026
DEFA6	-0.245875
RNF212	-1.32725
METT5D1	-0.657666666666667
CIB1	0.4743
TSSK1B	-1.25025
KIAA1727	1.60825
ZNF680	0.00341666666666667
LOC399900	-1.2525
LOC152217	-0.0430000000000001
CTNNAL1	-3.044
CIT	-1.18908333333333
TLE6	0.267
ZNF607	0.44775
HERC4	-1.176
DRAP1	0.4412
PEMT	-0.453
C10orf111	-0.037
ZNF575	1.87575
KCTD7	-0.1585
MYO1F	0.49575
LOC285382	2.1475
RAB11A	0.7488
PLCD3	-1.12975
C15orf28	-0.719666666666667
PTBP2	-1.190125
CTB-1048E9.5	-0.7685
C19orf60	0.584166666666667
C7orf25	-0.202666666666667
SETD7	0.942375
HOXB9	-4.4185
VANGL1	0.688
CHAF1B	-1.26375
NDUFA3	0.3715
KIAA1328	0.625166666666667
SHARPIN	0.742
TTC23	-1.366
UGP2	-0.0519166666666667
ANKIB1	0.7195
CIRBP	0.651714285714286
SEC14L4	-3.00683333333333
OVCH1	-0.0148333333333333
VPS52	-1.09525
FAT	-1.361625
M6PRBP1	-0.1395
GPRIN3	-0.7275
PPM1F	-0.700166666666667
TSR1	-0.84675
CCDC85A	1.57825
PCSK5	2.20075
ZFHX3	1.0255
HEMK1	-0.7811
PGBD2	-0.1625
RSRC2	0.256166666666667
AURKC	-0.673166666666667
SCRIB	0.706125
ORM2	-4.12216666666667
FAM115A	0.1595
FZD6	1.75075
UNC119	1.45133333333333
GPX3	-0.5038
NOV	-0.983375
CABC1	0.935125
CDC42SE2	-0.052
EIF2S2	-1.1504
RNF130	0.652875
CKAP5	-1.178
RP11-413M3.2	1.2655
C10orf18	-0.0240999999999999
TMEM93	-0.5995
DYX1C1	1.59275
KCNMB2	-1.93275
ANK3	1.50408333333333
KRT5	-0.1986
CDH12	-2.04685714285714
QRSL1	-1.141625
JUB	-0.0075
SHC4	-0.29225
CCL15	1.484
CCDC22	0.09375
SNX24	0.957
RARS	-0.58175
MORC2	0.421875
FAM48A	-1.079
MT1H	0.042
PPP1R14C	-1.613
FOXD1	-1.99992857142857
C1orf213	-2.152
AMT	-2.3622
DSN1	-1.45225
PTPLAD2	0.862
DIS3L	0.22025
RASL11A	1.4435
GPRC5B	-0.748625
FRMD7	-0.124
STRN4	0.22325
KITLG	1.68722727272727
HDGF	0.07675
OR1S1	-0.4435
SETX	-0.0607
DDR2	-0.2385
KCTD12	1.801
LYZL2	0.911
WDR52	-1.875
TMEM2	1.35325
ZNF579	1.44866666666667
LOC200810	0.33675
TNFSF9	-1.8595
PPFIA4	-3.159
CNIH3	0.127166666666667
MAP4K4	-2.09135714285714
ROD1	0.992928571428571
ALS2CR12	-0.466666666666667
DOCK3	-0.771833333333333
PAQR9	-3.6995
ASB17	0.9645
STX16	-1.539
FEZ2	-0.0248333333333334
DLAT	-0.688833333333333
KIF21B	-1.55666666666667
CDC5L	-0.84875
TMEM119	0.910333333333333
CRIP3	-2.75125
TPSD1	-0.172
TEPP	1.226
GNGT2	1.52525
C21orf121	-0.574666666666667
WNK1	-0.44825
FLJ10490	1.1395
OR51B5	-1.6145
LOC203547	-0.180375
HAS1	0.8155
PPA1	-0.410833333333333
ST7	-0.184
C11orf46	0.3469
POPDC3	-3.41383333333333
ACOX2	0.0203333333333333
ATCAY	-0.4385
TM4SF19	-1.00675
MFSD9	0.302333333333333
PDHB	-0.88075
ERN1	-0.257
LCE3C	-1.1965
GPR111	0.2065
NOTCH3	2.2145
ADAMTS5	1.32125
B3GALT1	-2.51233333333333
UGCGL1	-0.257
FAM58A	0.944666666666667
FBXO32	0.579
CLPP	0.29775
NXPH1	-1.473
MTMR3	0.189666666666667
ATP1B3	-0.5625
TMEM16A	4.846375
HIST1H3F	2.36666666666667
TRIM25	-0.035
SDCBP2	-0.182
CRKL	-1.7915
HOXB2	-1.3725
ANP32B	-0.431125
GATM	2.885
AP4E1	0.7895
EDG5	0.3585
CDKN3	-1.34883333333333
CDH4	-2.264
PGD	-0.677833333333333
RND1	1.431
GAD1	-3.0963
MPG	-0.14675
LOC440350	-0.8275
ZNF133	0.32175
SERPINB12	-0.962
AMELY	-0.129833333333333
DHX36	-0.599
TNFAIP8L2	3.47033333333333
PHTF2	0.138388888888889
CCDC112	0.374666666666667
IQCC	-1.134
HEYL	3.28583333333333
FTSJ2	-0.256333333333333
APPL1	0.180375
RAB43	0.735714285714286
OR10G2	0.028
WAC	0.397666666666667
ADCY9	0.238875
RUNDC2B	0.138833333333333
PYCRL	1.4169
AGPAT7	-0.964
SLC22A9	-2.9225
CDKAL1	0.318
PDYN	-0.798166666666667
C20orf74	0.54375
MTMR11	0.07725
VAV3	4.58775
DAPL1	1.189
STXBP3	0.51075
EIF3G	-0.23675
ARHGAP22	-0.285
NPFFR1	0.383
NPC1	-0.257
ALDH9A1	1.08
ZNF600	-0.469875
ZNF678	0.162666666666667
RASSF1	-0.254083333333333
ADD2	-2.682875
PITPNB	-0.34225
PKD2L2	0.915333333333333
LRP11	-0.101
CDKL1	-0.527
SMEK2	0.3305
PRODH2	-3.45666666666667
C11orf54	-0.3765
SFRS11	-0.64
IL7	-0.3005
ALS2CR16	1.8465
BTG3	-2.19183333333333
PAK2	-0.127333333333333
RP11-679B17.1	-0.404
GATA4	-1.667
ATP2B1	-0.164
LOC130940	-0.915
C1orf172	2.909
ATF7IP2	-2.04775
SLC25A43	-0.660333333333333
CENTG3	-0.0120833333333333
IGF2BP1	-3.5705
FCHSD1	-0.116
CAMK2N2	1.79566666666667
ELAVL3	-0.3204
NBPF15	-0.829333333333333
UBE2J2	0.011
GNL2	0.00775
PRR3	-0.4312
NLF2	2.26625
OR4F6	0.2355
KLHL24	0.723666666666667
CCDC88A	-1.3476
SGPP1	-1.0625
C10orf11	-0.229166666666667
SLC35B4	-1.27133333333333
UGT3A2	-0.56
ARNT2	0.8185
CBR1	-0.556875
ITPR3	-0.926166666666667
TRAPPC6B	0.0555
AMZ1	3.399
ARP11	1.98575
WDSUB1	-0.08225
APBA1	-0.0534
RAB2A	1.2419
C6orf162	-1.091625
HPSE2	-0.217666666666667
PLCE1	-1.59675
INSL3	0.29725
DLG1	-0.6809
PTPLA	-4.1975
PIGX	-0.266
TFIP11	0.169166666666667
FIBIN	2.2965
POLR2G	-0.6495
GRAP2	-3.32733333333333
DNAJB8	-0.7815
CNBP	0.8045
WASF1	-1.164
INPP5E	-1.2502
HSPB1	1.426875
TMEM167	-0.2564
CUBN	-0.44625
IGF1	2.833125
ITPK1	0.3441
NAALAD2	-0.858142857142857
G3BP1	1.2048
NT5DC1	-0.28525
CYP39A1	-1.753
TMEM139	0.0280833333333333
POLK	-0.1162
GLULD1	-1.44175
RBM15	-0.959333333333333
AMZ2	-0.3805
GDF15	-0.9555
MESDC2	-0.4285
INCA	0.223
ACY1L2	-2.881
GZMM	-0.461333333333333
PAIP1	0.4605
CACNA2D1	-0.57525
STK32C	-0.225333333333333
SH3BP4	1.29166666666667
DEC1	-0.29
PADI1	-0.261
UBB	0.3893
PON3	-2.90816666666667
PROP1	1.2405
ANKRD13B	-0.201
ADCK1	-0.99675
TCF25	0.12225
SLC38A5	-2.79975
CXorf26	0.310166666666667
C19orf39	1.294
PPP1R13B	0.9785
ARL2	-0.33
TCL6	0.210666666666667
TOP3A	-0.4735
SLC16A14	2.437125
FXYD6	1.05616666666667
HIST1H4E	-0.45175
BBC3	0.947631578947368
UNC5A	0.208333333333333
FAM86C	-0.3222
PI4KB	-0.144125
B3GAT1	-3.061
SUSD2	1.228
OAZ2	-0.568666666666667
NOC4L	0.10075
C10orf12	0.8695
FADS1	-3.26983333333333
LOC144097	-0.13625
DKK2	0.920666666666667
KIAA1949	-0.50225
RHOT1	-0.5851
OXT	1.10116666666667
GPR153	1.851
ARL4A	-1.40683333333333
SAAL1	-1.22425
CCDC64	-0.2595
USE1	-0.739666666666667
HNMT	0.453666666666667
PCGF3	0.0172499999999999
CYP2C19	0.808
C20orf4	0.279
CCDC11	0.23
ACSBG2	-0.2415
RWDD2A	-0.81525
PALLD	2.859
CPLX4	-0.5515
LOC492311	0.542
KPNA2	-1.13283333333333
MACROD1	0.2994
TMCO3	-0.688166666666667
C15orf52	-1.84916666666667
BIRC5	-0.0716
PRR16	-0.815833333333333
FAM63B	0.315625
