Hybridization REF	TCGA-AO-A03L-01A-41R-A056-07
GTF2E1	0.72125
RY1	-0.169
ATAD2B	0.506375
ARHGAP17	-0.0567
KCNIP3	-1.23225
SFPQ	0.405
GFRA4	0.645333333333333
AKR1B10	-3.557125
TIGD6	0.658666666666667
RGS16	1.27475
URB1	-0.691666666666667
OR4C46	0.281333333333333
TOP3B	-0.491
NFATC4	1.8965
CA14	-4.57675
BMPR1A	-0.0958333333333333
SNRP70	-0.00225000000000001
PRL	-0.162166666666667
C6orf130	-0.39175
STAG2	-0.3345
CD55	-1.13214285714286
RPS23	1.672
SSX2	-2.12583333333333
FDPSL2A	-0.11075
FBXO27	-0.202875
SYNGR3	-1.049
TMSL3	1.381
EML1	-0.315
NUP93	-0.976666666666667
SMAD3	0.0128
KIAA1189	0.514666666666667
HNRPUL2	0.694
TBC1D12	0.8065
C16orf24	0.914
MRVI1	2.30283333333333
ZNF581	0.365333333333333
ELOVL3	1.0875
OR51Q1	-0.248
CACNB3	1.61
GALNT13	-2.06728571428571
C10orf84	0.8685625
NEDD4	0.6186
SPO11	0.611
OR5AU1	0.253
NEK4	-0.410857142857143
PRKAR2A	-0.561
IHPK1	-0.414833333333333
ATP6V0B	0.071375
CACNA1E	1.4355
CEACAM8	0.421666666666667
PEX14	-0.317
FLJ12993	2.859
ZBTB38	0.28675
PCTK2	0.690333333333333
LRRC16	0.8704
FBLIM1	0.684416666666667
FYCO1	1.029
RP5-1022P6.2	-0.185333333333333
CMTM1	0.248333333333333
PLTP	0.756833333333333
RAPH1	0.638875
DOCK8	1.02975
EZH2	-1.29266666666667
SLC25A1	-0.577333333333333
PLEKHB1	0.4578
GRB7	1.9688
ZFP37	-0.813
MRPL33	-0.55325
PELO	-0.25
ARMC1	0.0683636363636364
C9orf27	0.199571428571429
FLJ25778	-0.058
C9orf37	-1.4475
TMEM66	0.56825
SPRN	-0.041375
HBEGF	0.37825
PI4KA	-0.6745
LEPRE1	-0.40525
POU2AF1	-1.251
MRPL12	0.5275
REP15	-0.3295
ZC3H3	0.4815
RASAL1	1.5195
DDAH1	0.595875
ACBD5	0.089
TMC2	-0.0615
CCDC137	0.27175
SAMD13	0.665666666666667
UGT2B15	-1.0725
TIPARP	0.4225
DNASE1L3	0.6775
TRIM72	0.504166666666667
DBX2	3.117
IPO8	-0.00125
C21orf88	-1.3392
MAP3K14	0.2165
LOC51233	0.87
GGTLA4	-0.40625
PDE6D	0.236
ZNF117	0.29225
CLK2	-0.44225
NKRF	-0.30425
TNFSF15	-0.0485
DUSP2	0.220125
SECISBP2	0.0389
GABRR2	-0.618
PPAP2C	2.666
LOC51145	0.071
PAG1	-0.575
PIK3C3	-0.29575
GNG10	-0.2965
APOL4	1.2965
ANKRD28	-1.245875
STMN3	-1.6644
RAB14	0.6708
CDK2AP2	0.2365
HDDC3	0.325375
COMMD7	0.5165
CXXC1	-0.48425
HMCN1	0.177666666666667
CD40	0.6905
DYNC1LI2	0.1530625
GDI1	0.279
LOC646938	0.0535
VSNL1	-1.75616666666667
PIH1D1	-0.0871666666666667
RAET1G	-0.605
KRTAP5-9	0.0545
EFTUD2	-0.91425
ZNF311	0.419
ATP6V1G3	-0.50275
OR2W3	-1.3755
SCN4A	0.06775
MED10	-0.346125
FAM135A	-0.9754
ARHGAP4	-1.192
EHMT2	-0.532125
UFD1L	-0.40825
ERMP1	-0.24
MAG1	-1.31933333333333
THAP8	-0.321833333333333
HACE1	-1.156
FAM82C	0.152166666666667
C3orf20	-0.2775
UNC84A	-0.942666666666667
SCD5	0.622285714285714
LASS6	2.467625
LSG1	1.08833333333333
MAL	-4.798
GPR22	1.056
WDR5B	1.2045
ACTRT1	-0.578
C17orf60	0.6955
GRIN2C	1.4261
ARMC8	-0.0194166666666666
SLC47A1	-2.69633333333333
DMPK	-0.37275
DHRS13	-0.372166666666667
SMC1A	-0.262833333333333
KRTAP17-1	-0.623
SMYD5	-0.3765
TUSC2	-0.250125
CRHR2	0.497
KIR3DL2	0.335
CCDC104	0.467
ATP2C1	0.77825
CROT	-0.74375
PABPC3	-0.100666666666667
EGR1	0.642
THSD1	0.43975
KHK	-1.1125
SLC12A2	2.576125
CD58	-0.8385
STOX2	-0.9905
CCDC76	-1.213
CCDC48	4.46575
DNAH1	-0.198833333333333
ZIC4	-0.453125
OR1G1	0.154
PSMC6	0.0466666666666667
PROKR1	0.5945
ABCB1	-0.472625
TRAT1	-0.48925
LLGL1	0.392
MTF1	0.2515
USP54	0.195375
PAGE2B	-2.1185
ITGB7	-3.612
CCDC81	-0.3825
LOC149837	-0.000999999999999994
SCUBE1	2.115
ZSCAN10	1.181
HUWE1	0.127214285714286
CDH17	1.058
CD180	0.88825
IL17A	-0.15875
TMPO	-0.018625
KIAA1524	1.07933333333333
HDGFRP3	1.19333333333333
OXCT1	-1.01309090909091
RRAS2	-1.14716666666667
LTBP2	2.885375
SV2B	1.02433333333333
CYP2A6	0.1825
PKD1L2	-0.514
PPM1M	-0.10375
FLJ22662	1.48566666666667
ZNF502	0.39425
GP6	-0.7805
CRYBA2	-0.2215
LEF1	-1.2855
CTPS	-2.36357142857143
EYA1	-3.27616666666667
EPS8L1	2.5725
MAPK14	-0.300333333333333
SERPINB2	-5.05275
GTF2F2	-0.553833333333333
ZNHIT4	-0.039
PLA1A	0.837125
C20orf114	4.462
HPR	-3.8235
C18orf2	-3.362
SATB2	-2.454
KCNJ9	0.0555714285714286
MGC157906	0.3375
MOCS3	0.4445
C17orf71	0.118166666666667
PPHLN1	0.1497
HIST1H2BN	-0.154125
RAPGEF1	-0.086625
MAP3K8	-0.3765
DLG4	-0.212833333333333
STC1	1.14308333333333
CDGAP	1.61775
DDX26B	-0.63475
LOC150223	-1.71525
CPSF3	-0.533666666666667
TMEM14A	0.957
MYH3	-1.04225
GPKOW	0.12825
SULT1A1	-0.4535
SPON1	3.255
YY1AP1	0.0353333333333333
RAB23	-0.0595
PLA2G4A	-3.695
MAPRE3	0.115
ZNF516	-0.0719285714285714
GGPS1	0.58475
EXOC3L2	-0.339375
C19orf42	0.9439
MAP2K2	0.3195
HIST1H2BB	0.3195
RNF19B	1.22016666666667
C6orf128	-0.789166666666667
TLR8	3.17325
PCDHA9	-0.3475
CARS2	-0.164125
CLUL1	-0.403833333333333
RHAG	-3.816
UNK	0.3425
EXOC8	0.6817
C9orf95	-0.92375
C14orf143	1.18433333333333
MAML3	0.346
LDHA	-1.54525
MRPL20	0.10525
KLHDC6	0.293166666666667
ATP5S	-0.1225
C8orf55	0.025
PHF19	-1.792875
KRTAP13-4	0.742
TTC5	0.15225
XKR5	-0.13925
SILV	-4.3435
TEX28	0.489
TCTN1	1.06175
CX40.1	0.1725
PPP2R5C	-0.049625
C12orf30	-0.8925
CAPG	0.9605
MPZL1	0.67385
ARSB	-0.557
TDH	-1.89166666666667
WASF4	-0.10175
TSSK3	-0.96
7A5	1.5485
CRISPLD1	0.52325
MAD1L1	-0.477666666666667
SPIN4	0.0501666666666667
AMPD1	0.91875
DPYSL5	-0.221
INPP1	-0.625833333333333
ANKRD11	-1.12955555555556
NPAS4	0.00750000000000001
GCET2	0.2467
RNASE9	0.195
GUCY2D	0.0291666666666667
CCDC98	-0.3295
FGF4	-0.391625
CPM	-1.19666666666667
SLC26A4	-1.18183333333333
PLD5	0.49
FAM59A	1.4868
FBXO5	-1.64311111111111
SIPA1L1	0.242125
DPYS	0.12075
ATG4D	0.3835
TGM3	1.0485
MTCH1	-0.015875
HK1	0.0111428571428571
CDC26	-0.472625
GALNT12	-3.119
LOC339229	-0.01525
MRPL35	-0.33925
ORC4L	-0.34675
TNKS	-0.1575
C2orf24	0.633833333333333
ZNF553	0.398166666666667
GGTLA1	3.124
ZNF497	-0.6855
CDY1B	0.126333333333333
SLC30A4	-0.273125
TUB	-1.285375
ARHGEF18	0.294
ARRB1	1.048
KCNK1	1.35925
EREG	-2.91
SCAMP5	-0.881
RUNDC3B	2.19325
ADAMTS20	0.38225
IL17RB	0.130875
FLJ20323	-0.8395
MCAM	-0.103125
POLR3E	-1.37316666666667
AQR	0.249166666666667
IPMK	0.729
CDCA7	-2.1985
CAMP	1.44775
GRHL3	0.88425
ADAMTSL2	1.00616666666667
CLMN	1.59883333333333
SSTR3	0.5375
MAGEA5	-2.1815
OVOL2	3.476
JMJD1B	0.227
RBL2	-0.0793
PYGO2	0.9115
PPP1R10	0.879166666666667
CSE1L	-0.5175
LCA5	1.23375
RDH16	1.16125
ASRGL1	-0.063
TOM1	0.544333333333333
PTX3	-5.86725
TTC15	0.00425
SCGB3A1	1.8235
MRPL50	-0.6905
RCAN3	0.70725
SLC26A11	0.45375
STYX	0.0546666666666666
CINP	0.3965
MARCH7	0.02075
PFKM	-1.20666666666667
SGMS1	0.9145
RIOK3	-0.7101
C1orf110	-0.534
CES7	-0.43475
LOC440248	-1.666
PPP1R12C	-0.08725
C10orf27	0.5635
ATG9A	-0.7035
MRPS26	0.274125
TMEM40	1.532
ELP3	0.0997
ZNF787	0.4773
HIAT1	-0.013875
C8orf34	0.462333333333333
MGC4655	0.1222
PELI1	-0.384333333333333
PPT1	0.2938
SLC35C2	0.0581666666666667
C6orf125	-0.019
MUC4	-1.03666666666667
RFC4	-0.943857142857143
GNB2	0.517166666666667
NUP50	-0.141071428571429
SULT4A1	-2.29083333333333
C7	2.140625
CCDC130	0.0703333333333333
ARRDC4	0.434
RQCD1	-0.64675
GLYCTK	-1.16775
AYTL2	-1.17672727272727
MTUS1	1.2185
LEMD3	0.4105
PLEKHF2	1.6555
HOXA7	-0.159625
GTF3C2	-0.658
DYNLRB2	1.87075
CNOT10	-0.60775
MR1	-0.1925
FFAR1	0.1475
PRIC285	0.4405
SLITRK6	2.2465
LIX1	-2.2234
UBE1L2	-0.549666666666667
F8	-0.25875
ACHE	0.116833333333333
KPNA5	-0.94475
TNFRSF12A	-1.33133333333333
EGR3	1.2355
SERPIND1	-3.39816666666667
OASL	3.6505
IFRD1	-2.437375
WDFY1	-0.0323333333333333
ZNF267	0.24225
ACCN5	0.914
ZBTB6	0.55325
PPP1R3A	0.2325
PRRT3	0.18925
FBXL19	-0.4415
TXNIP	0.665928571428571
ACTN2	-1.63425
ATG9B	-0.78025
C9orf117	0.997125
IL27	-1.1855
RPL36AL	0.432833333333333
KLK15	-0.109
CHAD	1.97
RAP2B	-0.1898
HEBP2	0.21275
ZNF342	1.367
CAMK2G	-0.284166666666667
TLR3	2.49175
FGF14	0.26925
HMGB2	-0.034875
TRPM5	0.0416666666666667
OR5M11	-0.014
KIF3B	0.708157894736842
PRICKLE2	0.292
MTMR9	0.165
C3orf27	-0.248
GLRA3	3.01066666666667
NSDHL	0.2995
TMEM32	-0.0625
POLR2D	-1.12541666666667
MYADML	0.1425
C9orf114	0.16375
MRGPRX1	0.314
TOPORS	0.177
CLDN19	0.27
C1QL4	-0.5595
RNF165	-2.21
DHRS9	0.04825
DNAH2	-0.138166666666667
FXR1	-0.6015
ZMYM3	-0.860375
CASP3	0.785333333333333
FAM120C	-0.546625
SCLY	-0.89625
CA7	0.4665
ENTPD5	0.418166666666667
ZNF461	-0.22875
PDIA5	0.77775
C1orf19	0.0156666666666667
TMEM67	-0.39925
KCTD20	-0.204
WDR47	0.336
FLJ38723	0.314
KLRF1	0.0845
TAS2R16	0.8435
CLDN12	-0.72525
PRKCE	0.15725
UBXD4	-0.716
ITGAM	2.727
GLT8D3	0.113
WDR31	0.014
RGS2	0.93875
OR51L1	0.4125
MST1R	0.72025
KIAA1737	1.322
OR4A5	0.236
GLIS1	-0.264
PTMA	0.574214285714286
NAPA	1.377
PRDM11	0.29975
LIPF	-0.796
DIRAS3	-0.19525
ASGR2	-3.764
C1QTNF4	2.1035
PIK3R4	0.619833333333333
ARMC3	3.91725
NDUFV3	-0.58575
BTBD3	-0.251833333333333
PPP1R2	0.53225
UBE2NL	0.1735
FOSL2	0.205
FAM119A	-0.981833333333333
TUBA4A	-1.0398
KRTAP12-1	0.35875
SFRS2	-0.1165
RHPN1	-0.0776
EEF2	0.0696666666666667
ZDHHC11	-0.0823333333333333
EPHA3	-1.5692
RBM12	0.53725
H2AFJ	0.476166666666667
EDIL3	0.206
KIF26A	0.09875
SERGEF	0.4075
B3GALT4	2.61025
LOC90925	3.50216666666667
OSCAR	0.8245
NPFF	-0.732
DEDD	0.513375
TMEM155	-1.26214285714286
PTPN1	-0.09625
SCYL2	0.622833333333333
SKAP1	1.067
LEAP2	-3.18883333333333
GADD45G	2.1322
IFITM3	1.322125
PILRB	-1.476
SLU7	0.2889375
DSC3	0.8805
DNMT3L	-1.7085
PAPD5	-0.22
B3GNT3	0.1625
LHCGR	-0.754
MSL-1	1.43825
UBE2S	-0.574
SAP130	-0.731
ANAPC11	0.608
MAGED4B	-1.705
ATP6V1B2	0.138166666666667
C14orf179	1.603375
CAPZA1	0.15125
CDYL2	0.707833333333333
GLRX3	-0.442666666666667
LOC136288	-0.3365
MOBKL1A	-0.5025
HTR2B	3.702
CRYGD	-0.087
NUS1	-0.963833333333333
PGRMC1	0.1795
MYOM2	-0.9235
FLJ39653	-1.78633333333333
CHM	0.1846
OR5M8	0.3035
ZNF619	-0.3905
FAM105A	1.28825
CCNL1	-1.069875
NAP1L3	0.0215
C10orf57	1.59716666666667
B3GALNT1	0.812166666666667
CSN1S2A	0.127
TCP10L	-0.7895
GDAP2	-0.20525
DMKN	-2.26416666666667
COX6B1	-0.2055
DNASE2	1.16533333333333
MSH5	-2.12175
LGMN	0.471375
USP31	-0.2245
OR13C8	0.6735
SDCBP	-0.6904
NUDT11	-2.003
PYGL	-1.34533333333333
SNPH	0.0246666666666667
B3GNT4	-0.9165
MIZF	-0.5236
NUBPL	-0.250375
NOD1	-0.468833333333333
CDH22	1.135375
NUBP1	0.708
DSCAM	-3.74675
DGKI	0.366
FAM136A	-0.75325
AKAP1	-0.208833333333333
SLC16A6	-0.3915
RIN3	0.558
PSG2	-0.12325
DIP2B	-0.244583333333333
PSORS1C1	0.6771
KIAA0495	-1.5315
FLJ90709	-0.181666666666667
LPA	-0.644333333333333
PIGA	-0.206
LY75	1.69133333333333
UTS2	-5.2885
RREB1	0.483125
GALNACT-2	0.4409
MGC3196	0.548
FLJ31568	-0.463
LPHN1	-1.72375
SP1	1.692
TOX4	0.562833333333333
HSPA9	-0.0269
APOBEC1	0.9115
SLC35E4	-1.625
LSM5	-1.492
SURF1	0.83625
ZBTB1	0.25825
GTF2F1	0.426625
RPS15A	0.148214285714286
DUSP21	-0.6642
GINS4	-2.50016666666667
MYO15A	-0.0293333333333333
GIMAP7	3.222
MGC13379	0.24875
ATP6V1E2	-0.436166666666667
UTP3	0.149
HNRPA3	-0.1989375
MT4	-0.083
C14orf155	0.450666666666667
U1SNRNPBP	0.9185
CKLF	-0.905166666666667
PLEKHN1	-0.255666666666667
MBNL1	-0.17975
NUP160	-0.546
ACSM2A	-1.51325
LOC129881	0.197
KIAA1529	0.0775
FLJ22639	-1.54975
HAND1	-1.2975
GSX1	-0.116
FGA	-4.3228125
SERPINB1	0.66775
ZNF642	0.4585
IGFBP1	-8.035875
SLC1A1	4.135625
DHX57	-0.205625
ZNF766	0.176
PTPN21	-0.2682
GDPD3	0.280666666666667
PNPLA5	0.759
TBR1	-0.2962
FAM116A	-0.42575
IQGAP1	1.11225
FOS	0.806375
ZNF226	-0.8555
FIGNL1	-1.15616666666667
C14orf1	0.653166666666667
ZMYND17	-0.671
PUS7	-1.64516666666667
TUBB6	-0.901125
KCNQ2	-1.06
MARCH6	0.0433333333333333
CCDC33	0.57
PRODH	1.6195
RBM11	3.578
EPHA6	0.253625
SLC43A1	1.85425
LOC196541	-0.529
NTN1	0.453083333333333
ING4	-0.00475
PCDHB10	2.64225
DPH2	-0.908666666666667
SPACA4	0.89375
FBXL21	-5.689
DIAPH1	-0.356666666666667
ZNF71	0.319333333333333
CEP76	-0.408
CORO1A	0.0245
RRM2	-0.621875
EDG4	1.55975
OS9	0.364166666666667
SLC4A1AP	0.02375
COG5	-0.6905
COPS8	-0.3175
NGLY1	-1.34025
NCBP2	0.827625
C17orf42	-0.556166666666667
GPSM3	0.900625
SIL1	1.51233333333333
ASB6	-0.54025
SMAD5OS	0.217833333333333
UNC93A	-3.570875
A1BG	-0.801166666666667
C21orf62	0.57475
FMO5	-1.77141666666667
ATRIP	0.324833333333333
CEBPG	-0.644833333333333
C7orf38	-0.441833333333333
TNFRSF1B	0.8165
CLEC1A	0.873166666666667
IQSEC1	-0.703875
PATZ1	1.516
RBM22	1.0915
BAG2	-2.14516666666667
PAQR5	0.723333333333333
C9orf127	0.6005
THNSL1	-2.0265
SHROOM3	2.5151
JAM2	1.42775
SNRPN	-2.785
ALX4	0.11
CACNA1S	0.4015
FAM130A1	1.1995
CORIN	2.064
CD300LB	1.014
PLEKHG6	0.407
LRRC40	-0.84625
PCLKC	-1.37025
PCDHB16	2.50883333333333
WNT2B	0.615333333333333
ASNS	-2.103
MRPL49	0.542375
FLJ46111	0.8805
ISG20	2.512375
SMU1	0.259666666666667
CASZ1	0.6355
POLR1D	0.19675
GIN1	0.11025
SNAG1	0.351333333333333
ANKRD29	-2.06275
CDKN2AIP	0.14425
KRR1	0.60075
CXCL1	-4.41166666666667
EPM2A	-1.0523
PC	0.23
DEFB127	0.006
PDZRN4	1.21083333333333
FAH	0.935125
OR51E1	1.8525
CDC2L6	-0.199
DNTTIP1	0.275
PAX8	-0.45425
TMEM116	0.46975
C1orf150	-0.343
PRO2012	0.35425
MRPL40	-0.3695
BEX1	-3.5764
SLC2A4	-0.625
PKMYT1	0.00875
FEZF2	-0.106333333333333
SLC26A9	-2.51025
MAP2	-0.0445
LYL1	-0.91275
SLC25A19	-0.216166666666667
NOS3	0.084
ZNF34	0.465
TMPRSS11F	0.14625
FAM43A	0.4165
FCRL4	0.544666666666667
KLF14	-0.059
FLRT2	-0.913666666666667
WRN	-1.1585
SDF2	0.1871
KRT8P12	0.66225
C6orf195	-0.572
C9orf125	-1.66233333333333
DZIP3	1.67225
RIT1	-0.575583333333333
SCML1	-2.921
RHBDF2	-0.0515
OR2G3	-0.5005
REXO1L1	-0.0910000000000001
MAP3K7IP3	-0.0625
C3orf57	-2.847
FBXW11	-0.325666666666667
ETAA1	-0.82025
C14orf131	0.143
AKT1S1	0.27725
SLC12A5	-0.952375
C9orf164	1.6795
NRIP3	-0.935
NOS1AP	0.566
TMEM121	-1.0065
SAP30BP	0.6871
DGCR6	0.4415
WDR76	-0.447
FAM82B	-0.418166666666667
LOC606495	-0.3295
MAP9	1.50783333333333
BCDIN3D	0.96525
CXorf36	2.86466666666667
DSCR3	-0.5347
ZFAND3	0.521
C7orf43	0.280833333333333
SPSB3	1.0114
C19orf19	0.563
FAM133A	-2.66875
C12orf25	-0.1605
SLC39A3	0.2385
DISP2	-0.6035
PI4KAP2	-1.2855
MKRN3	-1.13083333333333
ADAMTS13	-0.947875
CBLN3	0.7417
TTYH1	-1.1605
C3orf18	-0.7185
FLJ13236	1.34325
ZMYND12	0.64775
C18orf25	0.196625
GLB1L3	-1.9255
ATP13A5	-0.5175
RANBP10	-0.30325
CD96	-0.4281
DENND1C	0.1235
RBMS3	0.6768
SLC41A3	-0.193333333333333
DGCR6L	0.459
TMEM128	0.440166666666667
CSNK1G3	0.664785714285714
MOBKL2C	0.643
TSPAN6	-1.654125
MATN2	-0.8789
MSL2L1	0.573833333333333
ST6GALNAC2	2.18616666666667
FGFBP2	-0.502625
FGL1	-6.7725
MPP3	1.10483333333333
ARHGEF6	0.161166666666667
TGFBR2	0.075625
ACMSD	-0.536
IL33	2.9005
C9orf5	-0.563666666666667
DEAF1	0.2007
AMN	0.362
DEFA6	0.138571428571429
RNF212	0.69725
METT5D1	0.774333333333333
CIB1	1.2248
TSSK1B	-0.788333333333333
KIAA1727	2.186
ZNF680	0.273083333333333
LOC399900	-1.825
LOC152217	0.412833333333333
CTNNAL1	-2.2395
CIT	-0.718666666666667
TLE6	-0.18075
ZNF607	-0.06975
HERC4	-1.00566666666667
DRAP1	-0.2044
PEMT	-0.553
C10orf111	-1.056
ZNF575	0.781125
KCTD7	-0.1945
MYO1F	1.01325
LOC285382	-0.10875
RAB11A	1.1915
PLCD3	-0.78975
C15orf28	-0.207
PTBP2	-1.504875
CTB-1048E9.5	-0.477375
C19orf60	-0.275833333333333
C7orf25	-0.420166666666667
SETD7	0.5325
HOXB9	-4.6015
VANGL1	1.022875
CHAF1B	-0.93225
NDUFA3	-0.07675
KIAA1328	-0.647
SHARPIN	0.5545
TTC23	-0.118375
UGP2	0.213916666666667
ANKIB1	0.1255
CIRBP	1.286
SEC14L4	-3.18333333333333
OVCH1	0.130166666666667
VPS52	0.45025
FAT	-1.374375
M6PRBP1	0.1345
GPRIN3	0.184
PPM1F	-1.33666666666667
TSR1	-0.9605
CCDC85A	0.2355
PCSK5	1.73975
ZFHX3	0.1435
HEMK1	-0.8976
PGBD2	0.4945
RSRC2	0.012
AURKC	-1.3545
SCRIB	-0.33725
ORM2	-4.557
FAM115A	0.4865
FZD6	0.34225
UNC119	-0.533166666666667
GPX3	-0.8632
NOV	-0.979
CABC1	-0.296125
CDC42SE2	0.0894375
EIF2S2	0.0394
RNF130	0.766625
CKAP5	0.095
RP11-413M3.2	0.664125
C10orf18	0.2905
TMEM93	-0.32275
DYX1C1	1.105
KCNMB2	-1.452875
ANK3	1.5915
KRT5	0.4127
CDH12	-1.56071428571429
QRSL1	-0.507125
JUB	-2.24225
SHC4	-0.57575
CCL15	1.10266666666667
CCDC22	0.64225
SNX24	0.15025
RARS	0.216
MORC2	-0.2485
FAM48A	0.0895
MT1H	-1.4535
PPP1R14C	-0.9065
FOXD1	-1.07142857142857
C1orf213	-3.19225
AMT	-2.2178
DSN1	0.34475
PTPLAD2	1.683
DIS3L	0.0855
RASL11A	-0.4465
GPRC5B	1.183625
FRMD7	4.069
STRN4	0.0085
KITLG	2.80413636363636
HDGF	-0.11925
OR1S1	0.749
SETX	-0.023
DDR2	-0.070875
KCTD12	1.78825
LYZL2	-0.147333333333333
WDR52	-0.9665
TMEM2	-0.49125
ZNF579	0.696833333333333
LOC200810	0.9195
TNFSF9	-2.23075
PPFIA4	-3.82
CNIH3	1.02816666666667
MAP4K4	-1.08464285714286
ROD1	0.100142857142857
ALS2CR12	0.445
DOCK3	-1.25
PAQR9	-4.31975
ASB17	0.3795
STX16	-0.899875
FEZ2	0.0598333333333333
DLAT	-0.799333333333333
KIF21B	-1.60883333333333
CDC5L	-0.01175
TMEM119	2.58783333333333
CRIP3	-2.334
TPSD1	0.601666666666667
TEPP	0.233
GNGT2	1.47575
C21orf121	-0.6245
WNK1	0.0873333333333333
FLJ10490	0.7543
OR51B5	-2.1605
LOC203547	-0.56375
HAS1	0.1515
PPA1	0.141
ST7	-0.029125
C11orf46	0.6717
POPDC3	-4.14983333333333
ACOX2	0.969333333333333
ATCAY	-0.309583333333333
TM4SF19	-2.0115
MFSD9	-0.0285
PDHB	-0.456
ERN1	0.1135
LCE3C	0.0465
GPR111	0.1585
NOTCH3	1.74266666666667
ADAMTS5	1.95075
B3GALT1	-1.53133333333333
UGCGL1	-0.774166666666667
FAM58A	0.539333333333333
FBXO32	1.40875
CLPP	0.12475
NXPH1	4.94925
MTMR3	0.320833333333333
ATP1B3	-0.644
TMEM16A	4.085125
HIST1H3F	0.117833333333333
TRIM25	0.0219999999999999
SDCBP2	2.2075
CRKL	-1.316625
HOXB2	-0.291166666666667
ANP32B	-0.17825
GATM	1.472
AP4E1	0.213875
EDG5	0.4605
CDKN3	-0.705166666666667
CDH4	-2.46275
PGD	-0.412666666666667
RND1	1.2625
GAD1	-3.6277
MPG	0.34675
LOC440350	-0.496
ZNF133	-0.0955
SERPINB12	0.053
AMELY	0.1075
DHX36	-0.34325
TNFAIP8L2	3.3555
PHTF2	-0.164944444444444
CCDC112	0.0191666666666667
IQCC	-0.63325
HEYL	3.3165
FTSJ2	-0.646833333333333
APPL1	0.42775
RAB43	0.0494285714285714
OR10G2	-0.132
WAC	0.437833333333333
ADCY9	1.05475
RUNDC2B	0.133166666666667
PYCRL	0.8682
AGPAT7	-1.07016666666667
SLC22A9	-1.4605
CDKAL1	-0.374
PDYN	-1.16016666666667
C20orf74	-0.793
MTMR11	0.38725
VAV3	2.759
DAPL1	0.27425
STXBP3	0.1295
EIF3G	0.28175
ARHGAP22	-1.23825
NPFFR1	-0.343
NPC1	-0.982166666666667
ALDH9A1	0.7085
ZNF600	0.102875
ZNF678	0.698166666666667
RASSF1	-0.268583333333333
ADD2	-3.05175
PITPNB	-0.40875
PKD2L2	-0.03975
LRP11	-0.191
CDKL1	0.031
SMEK2	0.43125
PRODH2	-3.16316666666667
C11orf54	-1.206
SFRS11	-0.865
IL7	-0.435833333333333
ALS2CR16	0.3985
BTG3	-2.09633333333333
PAK2	0.321166666666667
RP11-679B17.1	-0.8305
GATA4	-1.8605
ATP2B1	-0.3985
LOC130940	-0.096
C1orf172	2.505
ATF7IP2	-2.54375
SLC25A43	0.194166666666667
CENTG3	0.0344166666666667
IGF2BP1	-4.1485
FCHSD1	0.229
CAMK2N2	0.949166666666667
ELAVL3	-0.2296
NBPF15	-0.136166666666667
UBE2J2	0.295666666666667
GNL2	-0.9325
PRR3	-0.0895
NLF2	1.21375
OR4F6	-0.638
KLHL24	0.461166666666667
CCDC88A	-1.9839
SGPP1	0.3365
C10orf11	-0.758
SLC35B4	-1.6075
UGT3A2	0.372
ARNT2	1.2248
CBR1	-0.788625
ITPR3	0.240333333333333
TRAPPC6B	-0.3042
AMZ1	-0.7435
ARP11	0.0775
WDSUB1	0.38125
APBA1	0.219333333333333
RAB2A	0.577
C6orf162	0.040125
HPSE2	0.0525
PLCE1	-2.0575
INSL3	0.3395
DLG1	0.4463
PTPLA	-3.636
PIGX	0.947
TFIP11	-0.09
FIBIN	3.091
POLR2G	0.062
GRAP2	-1.4913
DNAJB8	-0.397
CNBP	-0.0895
WASF1	-1.01625
INPP5E	-1.0916
HSPB1	1.2220625
TMEM167	-0.0968
CUBN	-0.049
IGF1	4.003625
ITPK1	0.5366
NAALAD2	-1.0775
G3BP1	0.3061
NT5DC1	-0.12025
CYP39A1	-0.089
TMEM139	-0.478166666666667
POLK	-0.5433
GLULD1	-1.33875
RBM15	-0.5355
AMZ2	1.627
GDF15	-2.23266666666667
MESDC2	1.076
INCA	0.3895
ACY1L2	-2.573
GZMM	-0.0685
PAIP1	0.6315
CACNA2D1	-0.70125
STK32C	-0.773
SH3BP4	1.47816666666667
DEC1	0.059
PADI1	0.2065
UBB	0.4035
PON3	-1.87416666666667
PROP1	0.8515
ANKRD13B	-0.4995
ADCK1	0.468
TCF25	-0.136
SLC38A5	-2.33525
CXorf26	0.9645
C19orf39	1.4295
PPP1R13B	0.86675
ARL2	-0.5445
TCL6	0.120583333333333
TOP3A	-0.4745
SLC16A14	2.365875
FXYD6	1.542
HIST1H4E	0.064
BBC3	0.279842105263158
UNC5A	1.13916666666667
FAM86C	-0.4582
PI4KB	0.398875
B3GAT1	-3.52875
SUSD2	1.78566666666667
OAZ2	-0.577
NOC4L	0.53425
C10orf12	-0.05125
FADS1	-3.46816666666667
LOC144097	-0.12775
DKK2	1.006
KIAA1949	0.084
RHOT1	-0.4514
OXT	1.18616666666667
GPR153	0.89175
ARL4A	-0.66
SAAL1	-0.64325
CCDC64	0.1745
USE1	0.0286666666666667
HNMT	-0.00533333333333333
PCGF3	0.261625
CYP2C19	0.00825000000000001
C20orf4	1.379
CCDC11	0.405
ACSBG2	-0.7025
RWDD2A	1.34175
PALLD	2.546625
CPLX4	0.965
LOC492311	0.536
KPNA2	0.174666666666667
MACROD1	0.2439
TMCO3	0.0841666666666667
C15orf52	-0.792833333333333
