Hybridization REF	TCGA-BH-A0BM-01A-11R-A056-07
SLC9A5	-1.456
EPDR1	-1.1105
MUSK	-0.198
ZNF434	0.192666666666667
SMARCD1	-0.7475
ZFP106	0.16
ZNF347	0.4107
GTF2E1	-0.13675
RY1	0.117333333333333
ATAD2B	0.633125
ARHGAP17	-0.2412
KCNIP3	-0.55775
SFPQ	0.044
GFRA4	1.08433333333333
AKR1B10	-1.765125
TIGD6	0.45
RGS16	2.137375
URB1	-0.79
OR4C46	-0.3225
TOP3B	-0.97825
NFATC4	0.385
CA14	-4.12725
BMPR1A	0.302333333333333
SNRP70	-0.775
PRL	0.0535833333333333
C6orf130	-0.2845
STAG2	0.03525
CD55	-0.397142857142857
RPS23	0.133166666666667
SSX2	-1.50533333333333
FDPSL2A	-1.17275
FBXO27	0.745625
SYNGR3	-1.63933333333333
TMSL3	1.2295
EML1	-1.3895
NUP93	-1.90983333333333
SMAD3	-0.7118
KIAA1189	0.329833333333333
HNRPUL2	0.708333333333333
TBC1D12	0.610666666666667
C16orf24	1.2145
MRVI1	2.24416666666667
ZNF581	-0.234166666666667
ELOVL3	0.6715
OR51Q1	-0.41925
CACNB3	0.478
GALNT13	-1.29542857142857
C10orf84	1.09025
NEDD4	0.0277
SPO11	0.618
OR5AU1	-0.419
NEK4	0.654571428571429
PRKAR2A	-0.224333333333333
IHPK1	-0.235833333333333
ATP6V0B	0.363125
CACNA1E	2.9805
CEACAM8	0.862
PEX14	0.3385
FLJ12993	0.23
ZBTB38	0.274083333333333
PCTK2	0.0615
LRRC16	1.3487
FBLIM1	0.987666666666667
FYCO1	2.05375
RP5-1022P6.2	1.08683333333333
CMTM1	-0.245333333333333
PLTP	0.207333333333333
RAPH1	1.466125
DOCK8	-0.02875
EZH2	-2.38946666666667
SLC25A1	-0.655166666666667
PLEKHB1	-0.1276
GRB7	1.0077
ZFP37	0.059
MRPL33	-0.4395
PELO	-1.34725
ARMC1	-0.815181818181818
C9orf27	-0.109875
FLJ25778	0.293
C9orf37	-1.04516666666667
TMEM66	0.319
SPRN	-0.057625
HBEGF	0.045375
PI4KA	-1.285
LEPRE1	-0.5715
POU2AF1	-1.60175
MRPL12	-0.5805
REP15	-0.471
ZC3H3	0.2445
RASAL1	1.04925
DDAH1	1.838125
ACBD5	0.103
TMC2	-0.243
CCDC137	-1.32175
SAMD13	1.05833333333333
UGT2B15	-1.67316666666667
TIPARP	-0.40225
DNASE1L3	2.8185
TRIM72	-0.0686666666666667
DBX2	1.58675
IPO8	0.57675
C21orf88	-0.4583
MAP3K14	0.8895
LOC51233	0.637333333333333
GGTLA4	0.80425
PDE6D	-0.38375
ZNF117	0.1765
CLK2	-0.627875
NKRF	-0.502
TNFSF15	-0.0494
DUSP2	0.043625
SECISBP2	0.00329999999999999
GABRR2	-0.019
PPAP2C	1.3985
LOC51145	0.373666666666667
PAG1	-0.832875
PIK3C3	-0.18975
GNG10	-0.636
APOL4	1.3132
ANKRD28	-0.98575
STMN3	-1.4184
RAB14	0.9936
CDK2AP2	0.21875
HDDC3	-0.218875
COMMD7	0.041875
CXXC1	-0.6065
HMCN1	-0.531666666666667
CD40	1.026
DYNC1LI2	-0.00962500000000002
GDI1	0.32225
LOC646938	-0.14675
VSNL1	-1.295
PIH1D1	-0.702166666666667
RAET1G	-0.946
KRTAP5-9	0.108
EFTUD2	-0.45425
ZNF311	0.467
ATP6V1G3	0.58
OR2W3	-1.1025
SCN4A	0.83725
MED10	-1.545875
FAM135A	-0.98
ARHGAP4	-1.56875
EHMT2	-0.6755
UFD1L	-0.5035
ERMP1	0.2185
MAG1	-1.04383333333333
THAP8	0.164833333333333
HACE1	-1.051
FAM82C	0.269833333333333
C3orf20	-0.1135
UNC84A	-0.509666666666667
SCD5	-0.202857142857143
LASS6	1.742375
LSG1	-0.154583333333333
MAL	-4.88475
GPR22	-0.246
WDR5B	1.6
ACTRT1	0.715
C17orf60	-0.9965
GRIN2C	0.7754
ARMC8	-0.69575
SLC47A1	-1.98
DMPK	-0.368
DHRS13	0.248166666666667
SMC1A	-0.7725
KRTAP17-1	0.48675
SMYD5	-0.476
TUSC2	0.92125
CRHR2	0.454
KIR3DL2	-0.529
CCDC104	0.3195
ATP2C1	0.309625
CROT	0.41225
PABPC3	-0.171833333333333
EGR1	3.38566666666667
THSD1	1.1405
KHK	-1.836
SLC12A2	2.456
CD58	-1.15975
STOX2	0.2425
CCDC76	-0.2852
CCDC48	3.1995
DNAH1	-0.178666666666667
ZIC4	-0.410428571428571
OR1G1	0.8695
PSMC6	-1.00316666666667
PROKR1	0.587
ABCB1	-0.04925
TRAT1	-2.00375
LLGL1	-0.4375
MTF1	1.368
USP54	-0.01925
PAGE2B	-2.7955
ITGB7	-2.909
CCDC81	-0.6335
LOC149837	-0.05675
SCUBE1	0.1385
ZSCAN10	2.323
HUWE1	0.0117857142857144
CDH17	0.445
CD180	-0.113
IL17A	-0.11275
TMPO	-1.97
KIAA1524	-2.56766666666667
HDGFRP3	0.504
OXCT1	-0.786272727272727
RRAS2	-1.10933333333333
LTBP2	3.1563125
SV2B	1.83583333333333
CYP2A6	0.695625
PKD1L2	-1.358
PPM1M	0.82425
FLJ22662	1.15283333333333
ZNF502	1.58025
GP6	-0.87225
CRYBA2	-0.534
LEF1	-2.0622
CTPS	-2.68471428571429
EYA1	-2.4035
EPS8L1	2.23275
MAPK14	-0.844583333333333
SERPINB2	-2.0495
GTF2F2	-0.372833333333333
ZNHIT4	-0.369
PLA1A	0.03275
C20orf114	1.85075
HPR	-1.6515
C18orf2	-3.18616666666667
SATB2	-1.819
KCNJ9	0.355875
MGC157906	-0.328
MOCS3	0.09875
C17orf71	-0.773
PPHLN1	-0.2104
HIST1H2BN	-0.082625
RAPGEF1	-0.65725
MAP3K8	0.07975
DLG4	0.895
STC1	-0.883083333333333
CDGAP	1.2675
DDX26B	-1.19275
LOC150223	-1.06925
CPSF3	-1.18183333333333
TMEM14A	-0.134
MYH3	-1.40575
GPKOW	-0.27425
SULT1A1	-1.18116666666667
SPON1	3.7318
YY1AP1	0.0191666666666667
RAB23	-0.20675
PLA2G4A	-3.348
MAPRE3	-0.09825
ZNF516	0.523142857142857
GGPS1	1.55625
EXOC3L2	0.614
C19orf42	0.8889
MAP2K2	-0.347666666666667
HIST1H2BB	0.548
RNF19B	0.7765
C6orf128	-0.306333333333333
TLR8	1.2665
PCDHA9	-0.6145
CARS2	0.038375
CLUL1	3.0185
RHAG	-3.78066666666667
UNK	0.255
EXOC8	0.6384
C9orf95	1.622
C14orf143	0.162333333333333
MAML3	0.5195
LDHA	-1.8305
MRPL20	0.404125
KLHDC6	0.736333333333333
ATP5S	0.302833333333333
C8orf55	0.0135
PHF19	-2.598875
KRTAP13-4	0.4515
TTC5	-0.3325
XKR5	-1.2025
SILV	-4.40283333333333
TEX28	-1.0945
TCTN1	1.1785
CX40.1	-0.0375
PPP2R5C	-0.414125
C12orf30	-1.46066666666667
CAPG	1.8475
MPZL1	0.75545
ARSB	-2.057
TDH	-3.59625
WASF4	1.612
TSSK3	-0.675333333333333
7A5	0.6305
CRISPLD1	2.435375
MAD1L1	-0.428
SPIN4	-0.6915
AMPD1	1.63875
DPYSL5	0.312
INPP1	0.333166666666667
ANKRD11	-0.856166666666667
NPAS4	-0.207625
GCET2	-0.0885
RNASE9	0.369
GUCY2D	0.114833333333333
CCDC98	0.25975
FGF4	-1.195125
CPM	-0.0615
SLC26A4	-0.973666666666667
PLD5	0.70675
FAM59A	2.5603
FBXO5	-3.51622222222222
SIPA1L1	-0.04125
DPYS	1.03475
ATG4D	-0.23275
TGM3	0.305
MTCH1	-0.762
HK1	0.159142857142857
CDC26	0.088875
GALNT12	-2.69
LOC339229	0.168
MRPL35	-0.180875
ORC4L	-0.30725
TNKS	-0.185857142857143
C2orf24	0.320666666666667
ZNF553	0.201833333333333
GGTLA1	3.2226
ZNF497	0.23325
CDY1B	0.03425
SLC30A4	-0.207125
TUB	-0.535625
ARHGEF18	0.2215
ARRB1	0.206
KCNK1	-0.881375
EREG	-2.9399
SCAMP5	0.0135
RUNDC3B	2.1015
ADAMTS20	0.161
IL17RB	-0.4985
FLJ20323	-0.792
MCAM	0.88225
POLR3E	-1.48333333333333
AQR	0.675333333333333
IPMK	-0.035
CDCA7	-4.61
CAMP	2.06075
GRHL3	0.50025
ADAMTSL2	2.23833333333333
CLMN	2.54616666666667
SSTR3	0.372
MAGEA5	-2.11283333333333
OVOL2	4.41075
JMJD1B	0.4385
RBL2	-0.2792
PYGO2	1.676
PPP1R10	0.968833333333333
CSE1L	-1.41016666666667
LCA5	1.692
RDH16	-0.29075
ASRGL1	1.48225
TOM1	0.163833333333333
PTX3	-5.14025
TTC15	0.63975
SCGB3A1	4.86383333333333
MRPL50	-0.88175
RCAN3	1.073375
SLC26A11	0.88775
STYX	-0.269833333333333
CINP	-0.499
MARCH7	-0.661
PFKM	-1.6255
SGMS1	1.22383333333333
RIOK3	-0.3327
C1orf110	1.152
CES7	-0.04275
LOC440248	-1.67775
PPP1R12C	0.05725
C10orf27	0.336
ATG9A	-0.63225
MRPS26	0.942125
TMEM40	0.2045
ELP3	-0.00230000000000001
ZNF787	1.3149
HIAT1	-0.636
C8orf34	1.26583333333333
MGC4655	-0.2566
PELI1	0.5835
PPT1	-0.0949
SLC35C2	-1.00866666666667
C6orf125	-0.3065
MUC4	-0.931166666666667
RFC4	-3.16885714285714
GNB2	-0.00250000000000006
NUP50	0.4135
SULT4A1	-1.549
C7	4.403125
CCDC130	0.534
ARRDC4	2.63875
RQCD1	-1.6895
GLYCTK	-0.66125
AYTL2	-1.34327272727273
MTUS1	1.9349
LEMD3	-0.1625
PLEKHF2	1.4535
HOXA7	1.02875
GTF3C2	-2.137
DYNLRB2	3.81225
CNOT10	-0.3195
MR1	0.145
FFAR1	0.1345
PRIC285	0.246
SLITRK6	3.4685
LIX1	-1.5649
UBE1L2	-0.912333333333333
F8	0.898625
ACHE	0.3165
KPNA5	-0.7415
TNFRSF12A	-1.479
EGR3	2.1235
SERPIND1	-3.11766666666667
OASL	0.4875
IFRD1	-2.278
WDFY1	-0.136666666666667
ZNF267	-0.296625
ACCN5	null
ZBTB6	0.0515
PPP1R3A	0.2965
PRRT3	1.7035
FBXL19	-0.399
TXNIP	2.73514285714286
ACTN2	-0.973
ATG9B	-0.823875
C9orf117	1.3855
IL27	1.254
RPL36AL	0.560166666666667
KLK15	0.55
CHAD	2.7495
RAP2B	-0.6189
HEBP2	1.5735
ZNF342	1.345
CAMK2G	-0.652833333333333
TLR3	2.32125
FGF14	0.408
HMGB2	-2.252
TRPM5	-0.0413333333333333
OR5M11	-1.0325
KIF3B	0.375
PRICKLE2	1.5525
MTMR9	0.157875
C3orf27	-0.13575
GLRA3	-1.37716666666667
NSDHL	-0.698166666666667
TMEM32	-0.796
POLR2D	-1.67283333333333
MYADML	0.247
C9orf114	-0.479
MRGPRX1	0.5105
TOPORS	0.9565
CLDN19	1.496
C1QL4	0.0715
RNF165	-0.2085
DHRS9	-1.22825
DNAH2	-0.871833333333333
FXR1	-0.349
ZMYM3	-1.397875
CASP3	-0.2735
FAM120C	0.348
SCLY	-0.94225
CA7	0.0655
ENTPD5	2.647
ZNF461	0.054375
PDIA5	-1.15925
C1orf19	-0.408166666666667
TMEM67	-0.30825
KCTD20	-0.894
WDR47	0.701
FLJ38723	0.5085
KLRF1	0.168166666666667
TAS2R16	0.144
CLDN12	0.431
PRKCE	-0.21875
UBXD4	-2.0695
ITGAM	2.879
GLT8D3	-0.32025
WDR31	0.5085
RGS2	1.50275
OR51L1	0.5495
MST1R	1.04125
KIAA1737	1.604
OR4A5	0.8045
GLIS1	-0.624166666666667
PTMA	0.448357142857143
NAPA	0.92325
PRDM11	-0.00225
LIPF	0.8575
DIRAS3	1.7105
ASGR2	-3.933875
C1QTNF4	1.307
PIK3R4	-0.098
ARMC3	0.382
NDUFV3	-0.21275
BTBD3	-0.822833333333333
PPP1R2	0.918333333333333
UBE2NL	-0.4025
FOSL2	0.758928571428571
FAM119A	-1.50083333333333
TUBA4A	-0.7594
KRTAP12-1	-0.062
SFRS2	-1.38175
RHPN1	0.1152
EEF2	-0.0461666666666667
ZDHHC11	-1.694
EPHA3	-1.6373
RBM12	0.061
H2AFJ	1.0785
EDIL3	3.8675
KIF26A	-1.0105
SERGEF	1.07225
B3GALT4	3.51125
LOC90925	0.1375
OSCAR	0.474375
NPFF	0.029125
DEDD	0.748
TMEM155	-1.131875
PTPN1	-0.42025
SCYL2	-0.5015
SKAP1	3.114
LEAP2	-1.33166666666667
GADD45G	3.8468
IFITM3	0.639875
PILRB	-0.915666666666667
SLU7	0.484375
DSC3	1.7725
DNMT3L	-1.30075
PAPD5	-0.71875
B3GNT3	0.1725
LHCGR	0.2005
MSL-1	0.10925
UBE2S	-2.008125
SAP130	-0.66375
ANAPC11	0.39825
MAGED4B	-1.791
ATP6V1B2	-0.0585
C14orf179	1.36
CAPZA1	-0.0616250000000001
CDYL2	-0.2445
GLRX3	-1.76566666666667
LOC136288	-0.4535
MOBKL1A	-0.118
HTR2B	3.50975
CRYGD	0.165166666666667
NUS1	-1.37616666666667
PGRMC1	0.152
MYOM2	0.67275
FLJ39653	-0.79
CHM	-0.6643
OR5M8	0.1565
ZNF619	0.2585
FAM105A	2.007
CCNL1	-1.065125
NAP1L3	1.027
C10orf57	2.15666666666667
B3GALNT1	-0.0995
CSN1S2A	-0.4855
TCP10L	0.607
GDAP2	0.2255
DMKN	0.214333333333333
COX6B1	0.49825
DNASE2	0.559833333333333
MSH5	-2.1015
LGMN	-0.55225
USP31	-0.3448
OR13C8	0.153
SDCBP	-0.2663
NUDT11	-1.64016666666667
PYGL	-0.821
SNPH	0.983666666666667
B3GNT4	-1.048
MIZF	-1.1822
NUBPL	-0.290125
NOD1	0.514833333333333
CDH22	0.925
NUBP1	0.385666666666667
DSCAM	-3.308
DGKI	0.3275
FAM136A	-0.80925
AKAP1	0.419
SLC16A6	-0.68575
RIN3	0.64825
PSG2	-0.05725
DIP2B	0.66675
PSORS1C1	-0.7933
KIAA0495	-0.5705
FLJ90709	-0.672666666666667
LPA	-0.117
PIGA	-0.285166666666667
LY75	3.47216666666667
UTS2	-5.80466666666667
RREB1	0.138125
GALNACT-2	-0.2299
MGC3196	-0.11675
FLJ31568	-0.0105
LPHN1	-0.33125
SP1	1.09475
TOX4	0.480833333333333
HSPA9	-0.2789
APOBEC1	0.5635
SLC35E4	-0.92375
LSM5	-0.806
SURF1	0.28525
ZBTB1	0.553416666666667
GTF2F1	0.3095
RPS15A	0.101071428571429
DUSP21	-0.3385
GINS4	-3.40733333333333
MYO15A	-0.533833333333333
GIMAP7	3.66775
MGC13379	0.93375
ATP6V1E2	0.0826666666666667
UTP3	-0.05725
HNRPA3	-0.5696875
MT4	0.541
C14orf155	-0.06325
U1SNRNPBP	1.04175
CKLF	-1.3215
PLEKHN1	0.933
MBNL1	0.262166666666667
NUP160	-1.588
ACSM2A	-1.127
LOC129881	1.261
KIAA1529	-0.7025
FLJ22639	-1.43125
HAND1	-1.2815
GSX1	0.24
FGA	-3.56213333333333
SERPINB1	-0.25825
ZNF642	0.9005
IGFBP1	-6.586875
SLC1A1	0.5575
DHX57	-0.426
ZNF766	0.258
PTPN21	0.4658
GDPD3	-1.00466666666667
PNPLA5	0.182
TBR1	-0.229166666666667
FAM116A	-0.06925
IQGAP1	1.123125
FOS	3.506875
ZNF226	0.314125
FIGNL1	-0.824166666666667
C14orf1	0.0661666666666667
ZMYND17	-2.2645
PUS7	-1.40283333333333
TUBB6	-0.5875
KCNQ2	-1.1155
MARCH6	0.119583333333333
CCDC33	0.384
PRODH	-0.6665
RBM11	0.257
EPHA6	0.5585
SLC43A1	1.089
LOC196541	0.236875
NTN1	0.8575
ING4	-0.248
PCDHB10	0.9175
DPH2	-1.04483333333333
SPACA4	0.16125
FBXL21	-6.96
DIAPH1	-0.789
ZNF71	0.604666666666667
CEP76	-1.0865
CORO1A	-1.15675
RRM2	-4.751875
EDG4	0.20175
OS9	0.184166666666667
SLC4A1AP	-0.30225
COG5	-0.981
COPS8	-0.861
NGLY1	-1.05325
NCBP2	-0.140625
C17orf42	-0.748833333333333
GPSM3	1.292625
SIL1	1.11666666666667
ASB6	-0.4335
SMAD5OS	-0.170166666666667
UNC93A	-3.491875
A1BG	-0.0371666666666667
C21orf62	0.524
FMO5	0.934583333333333
ATRIP	-0.268
CEBPG	0.266166666666667
C7orf38	0.379666666666667
TNFRSF1B	0.627166666666667
CLEC1A	1.09633333333333
IQSEC1	0.08575
PATZ1	1.2311
RBM22	1.279
BAG2	-2.25583333333333
PAQR5	-2.2295
C9orf127	0.8242
THNSL1	0.18125
SHROOM3	3.1462
JAM2	1.725
SNRPN	-1.5135
ALX4	-0.1655
CACNA1S	-0.268
FAM130A1	0.86325
CORIN	1.8885
CD300LB	0.594
PLEKHG6	0.496
LRRC40	-1.052
PCLKC	-1.20925
PCDHB16	1.876
WNT2B	1.79016666666667
ASNS	-2.57755555555556
MRPL49	-0.503
FLJ46111	-1.213
ISG20	0.404375
SMU1	0.0731666666666667
CASZ1	0.658
POLR1D	-0.346333333333333
GIN1	-0.356
SNAG1	-0.245333333333333
ANKRD29	-0.63225
CDKN2AIP	0.624
KRR1	0.384
CXCL1	-3.05866666666667
EPM2A	-0.6671
PC	0.794166666666667
DEFB127	0.8715
PDZRN4	2.14583333333333
FAH	0.940875
OR51E1	1.121
CDC2L6	-0.816666666666667
DNTTIP1	-1.018
PAX8	-0.842666666666667
TMEM116	0.18625
C1orf150	-0.0565
PRO2012	0.073
MRPL40	0.162833333333333
BEX1	-3.4662
SLC2A4	1.25033333333333
PKMYT1	-2.4765
FEZF2	0.2615
SLC26A9	-1.47425
MAP2	0.110416666666667
LYL1	-0.8135
SLC25A19	-1.1325
NOS3	0.165
ZNF34	0.150333333333333
TMPRSS11F	-0.90975
FAM43A	-0.156
FCRL4	0.697
KLF14	0.48775
FLRT2	0.719333333333333
WRN	-1.3425
SDF2	0.2641
KRT8P12	-0.693
C6orf195	0.8705
C9orf125	-0.705333333333333
DZIP3	0.175375
RIT1	-0.0776666666666667
SCML1	-1.33583333333333
RHBDF2	-0.2745
OR2G3	0.068
REXO1L1	-0.741
MAP3K7IP3	0.172375
C3orf57	-6.29075
FBXW11	-0.897166666666667
ETAA1	-0.1015
C14orf131	-0.3967
AKT1S1	-0.67275
SLC12A5	-0.781
C9orf164	1.155
NRIP3	0.1485
NOS1AP	0.424
TMEM121	0.8935
SAP30BP	-0.2499
DGCR6	0.76025
WDR76	-2.318
FAM82B	-0.717666666666667
LOC606495	-0.483
MAP9	2.21183333333333
BCDIN3D	1.21025
CXorf36	3.31933333333333
DSCR3	-0.9666
ZFAND3	0.210875
C7orf43	0.188166666666667
SPSB3	0.528
C19orf19	0.6835
FAM133A	-1.318375
C12orf25	0.044
SLC39A3	-0.4725
DISP2	-1.97825
PI4KAP2	-3.0605
MKRN3	-2.28
ADAMTS13	-0.77175
CBLN3	0.0819
TTYH1	1.186
C3orf18	1.346
FLJ13236	-0.4275
ZMYND12	4.34825
C18orf25	0.304625
GLB1L3	-1.497
ATP13A5	2.2175
RANBP10	-0.34175
CD96	-1.2359
DENND1C	-0.22075
RBMS3	2.1071
SLC41A3	0.6315
DGCR6L	0.6
TMEM128	0.7205
CSNK1G3	-0.288285714285714
MOBKL2C	1.258625
TSPAN6	0.589875
MATN2	0.6696
MSL2L1	0.592833333333333
ST6GALNAC2	1.31116666666667
FGFBP2	2.04775
FGL1	-6.05383333333333
MPP3	0.106166666666667
ARHGEF6	1.14766666666667
TGFBR2	0.56925
ACMSD	-0.22
IL33	4.197
C9orf5	0.733583333333333
DEAF1	0.1556
AMN	1.291
DEFA6	0.21025
RNF212	-0.90325
METT5D1	0.2905
CIB1	1.2271
TSSK1B	-0.57
KIAA1727	0.43425
ZNF680	0.16275
LOC399900	-1.9375
LOC152217	-0.284583333333333
CTNNAL1	-2.512
CIT	-3.27358333333333
TLE6	0.7745
ZNF607	-1.2365
HERC4	-0.754
DRAP1	-0.036
PEMT	-0.1345
C10orf111	-1.364
ZNF575	2.21075
KCTD7	0.25325
MYO1F	-0.059875
LOC285382	-0.38225
RAB11A	0.8733
PLCD3	-0.3915
C15orf28	-0.2195
PTBP2	-0.71325
CTB-1048E9.5	-0.412375
C19orf60	0.256333333333333
C7orf25	0.290666666666667
SETD7	0.81675
HOXB9	-4.3645
VANGL1	0.228625
CHAF1B	-2.654
NDUFA3	0.64725
KIAA1328	-0.369
SHARPIN	-0.209125
TTC23	-0.0105
UGP2	0.422666666666667
ANKIB1	0.0719
CIRBP	2.15457142857143
SEC14L4	-3.08133333333333
OVCH1	0.1758
VPS52	-0.894
FAT	-0.385875
M6PRBP1	-0.06175
GPRIN3	-0.6975
PPM1F	-0.735833333333333
TSR1	-1.452
CCDC85A	1.9905
PCSK5	2.90525
ZFHX3	0.8125
HEMK1	-0.2622
PGBD2	0.93575
RSRC2	0.125333333333333
AURKC	-2.174
SCRIB	-0.1795
ORM2	-3.36883333333333
FAM115A	-0.00289999999999999
FZD6	-0.3065
UNC119	-0.2385
GPX3	0.9214
NOV	1.30625
CABC1	0.0475
CDC42SE2	-0.898375
EIF2S2	-1.5282
RNF130	0.47125
CKAP5	-1.2655
RP11-413M3.2	1.061375
C10orf18	-0.2305
TMEM93	-0.69675
DYX1C1	1.78725
KCNMB2	-0.964625
ANK3	2.449
KRT5	1.6145
CDH12	-1.447625
QRSL1	-1.08875
JUB	-0.8725
SHC4	-1.1525
CCL15	2.52133333333333
CCDC22	0.08975
SNX24	-0.66825
RARS	-0.69975
MORC2	0.282125
FAM48A	-0.6145
MT1H	-1.2405
PPP1R14C	-1.83466666666667
FOXD1	-1.82857142857143
C1orf213	-0.9515
AMT	-1.3776
DSN1	-2.55125
PTPLAD2	1.402
DIS3L	-0.04025
RASL11A	1.20175
GPRC5B	0.50025
FRMD7	-0.8785
STRN4	-0.0175
KITLG	1.90486363636364
HDGF	-0.83475
OR1S1	-0.0725
SETX	0.07
DDR2	0.7945
KCTD12	2.10475
LYZL2	-1.614
WDR52	0.3495
TMEM2	0.503625
ZNF579	1.84266666666667
LOC200810	-0.84625
TNFSF9	-2.046875
PPFIA4	-3.411
CNIH3	0.270833333333333
MAP4K4	-1.59692857142857
ROD1	0.131857142857143
ALS2CR12	0.2975
DOCK3	-1.14033333333333
PAQR9	-4.25725
ASB17	0.528
STX16	-1.40675
FEZ2	-0.219333333333333
DLAT	-0.467
KIF21B	-1.47933333333333
CDC5L	-0.4935
TMEM119	1.5245
CRIP3	-1.3365
TPSD1	-0.234333333333333
TEPP	1.0285
GNGT2	0.70975
C21orf121	1.79275
WNK1	-0.269833333333333
FLJ10490	1.5339
OR51B5	-1.939
LOC203547	-1.195375
HAS1	-1.302
PPA1	-0.822833333333333
ST7	-0.441875
C11orf46	0.3097
POPDC3	-3.4805
ACOX2	1.1045
ATCAY	-0.167166666666667
TM4SF19	-2.13075
MFSD9	-0.578166666666667
PDHB	-0.558
ERN1	-0.1015
LCE3C	-0.457
GPR111	-0.229
NOTCH3	2.30166666666667
ADAMTS5	3.802
B3GALT1	-1.13975
UGCGL1	-0.382166666666667
FAM58A	0.659
FBXO32	2.61175
CLPP	-0.185
NXPH1	1.18675
MTMR3	1.321
ATP1B3	-1.62175
TMEM16A	4.45525
HIST1H3F	0.462833333333333
TRIM25	-0.5545
SDCBP2	-0.328
CRKL	-1.37675
HOXB2	1.48266666666667
ANP32B	-0.650375
GATM	5.379
AP4E1	-0.348375
EDG5	0.27325
CDKN3	-4.298
CDH4	-2.439
PGD	-1.09266666666667
RND1	0.9975
GAD1	-1.9893
MPG	0.22525
LOC440350	-0.559
ZNF133	0.16775
SERPINB12	0.067
AMELY	0.3698
DHX36	-1.308
TNFAIP8L2	2.766
PHTF2	-1.05552941176471
CCDC112	-0.790666666666667
IQCC	-1.14125
HEYL	4.06616666666667
FTSJ2	-0.790666666666667
APPL1	0.883375
RAB43	0.676
OR10G2	0.171
WAC	0.2825
ADCY9	-0.699875
RUNDC2B	0.536666666666667
PYCRL	0.1684
AGPAT7	-0.995333333333333
SLC22A9	-1.52566666666667
CDKAL1	-0.725
PDYN	-0.524833333333333
C20orf74	1.23925
MTMR11	0.90975
VAV3	4.30625
DAPL1	2.489
STXBP3	0.3825
EIF3G	-0.26025
ARHGAP22	-1.2125
NPFFR1	0.2105
NPC1	-0.431666666666667
ALDH9A1	1.65983333333333
ZNF600	-0.35875
ZNF678	0.491666666666667
RASSF1	-0.204166666666667
ADD2	-2.20225
PITPNB	-0.195
PKD2L2	0.02575
LRP11	-0.8905
CDKL1	0.65225
SMEK2	0.551
PRODH2	-2.73116666666667
C11orf54	0.269833333333333
SFRS11	-0.720166666666667
IL7	-0.577
ALS2CR16	1.61575
BTG3	-1.94433333333333
PAK2	0.0688888888888889
RP11-679B17.1	0.34225
GATA4	-1.65133333333333
ATP2B1	0.1725
LOC130940	0.5455
C1orf172	3.04433333333333
ATF7IP2	-0.31775
SLC25A43	-0.678166666666667
CENTG3	0.496166666666667
IGF2BP1	-3.6831
FCHSD1	0.257
CAMK2N2	2.12433333333333
ELAVL3	0.0814
NBPF15	-0.8025
UBE2J2	-0.13725
GNL2	-0.3215
PRR3	-0.1481
NLF2	2.35225
OR4F6	-0.358
KLHL24	0.5705
CCDC88A	-2.0708
SGPP1	-1.24416666666667
C10orf11	1.00816666666667
SLC35B4	-1.85783333333333
UGT3A2	-1.604
ARNT2	2.733
CBR1	0.39775
ITPR3	-0.892666666666667
TRAPPC6B	-0.7699
AMZ1	-3.499
ARP11	1.3105
WDSUB1	0.251
APBA1	1.02366666666667
RAB2A	0.6363
C6orf162	-0.237375
HPSE2	1.1825
PLCE1	-0.60375
INSL3	1.04225
DLG1	-0.1171
PTPLA	-3.3655
PIGX	-0.3535
TFIP11	0.6155
FIBIN	3.516
POLR2G	-0.635
GRAP2	-2.4757
DNAJB8	-0.2435
CNBP	1.058
WASF1	-1.75225
INPP5E	-1.8021
HSPB1	-0.4296875
TMEM167	-0.5277
CUBN	0.169
IGF1	4.73325
ITPK1	0.104
NAALAD2	-0.64325
G3BP1	0.4407
NT5DC1	-0.1655
CYP39A1	0.3595
TMEM139	1.1195
POLK	-0.2907
GLULD1	-1.64875
RBM15	-0.8085
AMZ2	-0.4465
GDF15	-3.4745
MESDC2	0.24225
INCA	0.0516666666666667
ACY1L2	-1.0475
GZMM	-0.794333333333333
PAIP1	-0.094
CACNA2D1	-0.4235
STK32C	-0.993666666666667
SH3BP4	1.67066666666667
DEC1	-0.1055
PADI1	-0.655
UBB	-0.081
PON3	3.68716666666667
PROP1	0.8165
ANKRD13B	-0.2755
ADCK1	-1.1805
TCF25	-0.368333333333333
SLC38A5	-2.853
CXorf26	0.226666666666667
C19orf39	0.50825
PPP1R13B	0.64025
ARL2	-0.1785
TCL6	0.0866666666666667
TOP3A	-0.9935
SLC16A14	-0.347625
FXYD6	2.00916666666667
HIST1H4E	-0.271
BBC3	1.03147368421053
UNC5A	0.504833333333333
FAM86C	-0.7187
PI4KB	-0.010875
B3GAT1	-2.228
SUSD2	1.67116666666667
OAZ2	-0.0931666666666667
NOC4L	-0.2645
C10orf12	-0.519
FADS1	-2.72466666666667
LOC144097	-0.68475
DKK2	1.70783333333333
KIAA1949	-0.24525
RHOT1	-0.0514
OXT	1.3315
GPR153	2.18275
ARL4A	-0.403833333333333
SAAL1	-1.71925
CCDC64	-0.2585
USE1	-0.0766666666666667
HNMT	1.32
PCGF3	0.0361875
CYP2C19	0.63425
C20orf4	0.0385
CCDC11	2.72975
ACSBG2	-0.31875
RWDD2A	-0.16725
PALLD	2.898375
