Hybridization REF	TCGA-BH-A0HF-01A-11R-A056-07
RY1	-0.406333333333333
ATAD2B	0.314125
ARHGAP17	-0.4196
KCNIP3	-0.8245
SFPQ	-0.083125
GFRA4	1.39816666666667
AKR1B10	-3.3065
TIGD6	0.812
RGS16	2.348
URB1	-0.415
OR4C46	0.224
TOP3B	-0.84325
NFATC4	0.8035
CA14	-4.25625
BMPR1A	-0.539166666666667
SNRP70	-0.775
PRL	0.320583333333333
C6orf130	-0.22775
STAG2	0.275
CD55	-1.3825
RPS23	-1.08116666666667
SSX2	-0.907833333333333
FDPSL2A	-0.799
FBXO27	0.52775
SYNGR3	-1.55116666666667
TMSL3	1.70275
EML1	-0.511
NUP93	-0.711
SMAD3	-0.1039
KIAA1189	1.48933333333333
HNRPUL2	0.353
TBC1D12	0.790666666666667
C16orf24	1.0465
MRVI1	1.1025
ZNF581	-0.177
ELOVL3	-0.3915
OR51Q1	0.02525
CACNB3	0.944333333333333
GALNT13	-0.894375
C10orf84	1.4886875
NEDD4	-0.073
SPO11	0.4635
OR5AU1	0.3875
NEK4	0.569214285714286
PRKAR2A	-0.148166666666667
IHPK1	-0.390333333333333
ATP6V0B	0.82375
CACNA1E	2.677
CEACAM8	1.0495
PEX14	0.077
FLJ12993	-0.072
ZBTB38	0.624666666666667
PCTK2	0.512833333333333
LRRC16	0.1123
FBLIM1	1.45791666666667
FYCO1	1.34425
RP5-1022P6.2	0.238166666666667
CMTM1	0.456333333333333
PLTP	1.09733333333333
RAPH1	1.923
DOCK8	0.641125
EZH2	-1.68706666666667
SLC25A1	-0.941833333333333
PLEKHB1	0.1058
GRB7	0.9055
ZFP37	-0.614
MRPL33	-0.2615
PELO	-0.48875
ARMC1	-0.499727272727273
C9orf27	-0.211428571428571
FLJ25778	-0.3485
C9orf37	-0.845
TMEM66	0.1
SPRN	0.53075
HBEGF	0.7305
PI4KA	-0.4835
LEPRE1	0.2545
POU2AF1	-2.330375
MRPL12	-0.344333333333333
REP15	-0.662
ZC3H3	0.32975
RASAL1	-0.87925
DDAH1	1.031875
ACBD5	0.298375
TMC2	-0.4285
CCDC137	-0.97675
SAMD13	3.674
UGT2B15	-2.99116666666667
TIPARP	-0.2435
DNASE1L3	1.9315
TRIM72	0.131833333333333
DBX2	1.27225
IPO8	0.1495
C21orf88	-1.0997
MAP3K14	0.0625
LOC51233	0.6422
GGTLA4	-0.784
PDE6D	-0.38275
ZNF117	-0.3915
CLK2	-1.219875
NKRF	-1.0335
TNFSF15	-0.1408
DUSP2	0.45175
SECISBP2	-0.1539
GABRR2	0.065
PPAP2C	1.71925
LOC51145	0.1085
PAG1	-0.2295
PIK3C3	-0.3405
GNG10	-0.1875
APOL4	1.01133333333333
ANKRD28	-0.910875
STMN3	-1.2554
RAB14	0.8503
CDK2AP2	0.151
HDDC3	0.28075
COMMD7	0.687625
CXXC1	-0.27675
HMCN1	0.3705
CD40	0.89225
DYNC1LI2	0.1915625
GDI1	-0.00775
LOC646938	-0.335
VSNL1	-0.848833333333333
PIH1D1	-0.151333333333333
RAET1G	-1.1145
KRTAP5-9	-0.011
EFTUD2	-0.754
ZNF311	0.409833333333333
ATP6V1G3	1.1615
OR2W3	-1.01
SCN4A	0.77925
MED10	-1.06025
FAM135A	-0.8722
ARHGAP4	-0.976
EHMT2	-0.6405
UFD1L	-0.16675
ERMP1	0.20775
MAG1	-1.17233333333333
THAP8	0.470666666666667
HACE1	-0.7485
FAM82C	0.4545
C3orf20	-0.8345
UNC84A	-0.699166666666667
SCD5	-0.257857142857143
LASS6	2.2015
LSG1	-0.13625
MAL	-4.80125
GPR22	-0.459
WDR5B	1.356
ACTRT1	-0.487
C17orf60	0.323166666666667
GRIN2C	0.9108
ARMC8	-0.46175
SLC47A1	-2.17083333333333
DMPK	-0.747
DHRS13	0.340333333333333
SMC1A	-0.694833333333333
KRTAP17-1	0.068
SMYD5	-0.6525
TUSC2	0.362625
CRHR2	0.5155
KIR3DL2	0.2205
CCDC104	0.2495
ATP2C1	0.34775
CROT	0.564
PABPC3	-0.5415
EGR1	1.58566666666667
THSD1	0.66775
KHK	-1.73425
SLC12A2	2.1835
CD58	-0.86625
STOX2	-0.410333333333333
CCDC76	-1.0062
CCDC48	3.788
DNAH1	-0.449666666666667
ZIC4	-0.08725
OR1G1	0.534
PSMC6	-0.426
PROKR1	0.3015
ABCB1	0.07025
TRAT1	-1.45825
LLGL1	0.1175
MTF1	1.2195
USP54	0.5995
PAGE2B	-2.531
ITGB7	-2.96775
CCDC81	-0.267
LOC149837	0.151
SCUBE1	2.5045
ZSCAN10	2.196
HUWE1	0.0656428571428572
CDH17	0.1105
CD180	0.8705
IL17A	0.3195
TMPO	-1.311875
KIAA1524	-1.72516666666667
HDGFRP3	0.443333333333333
OXCT1	-1.02245454545455
RRAS2	-0.797666666666667
LTBP2	2.6056875
SV2B	2.493
CYP2A6	5.517125
PKD1L2	-0.634166666666667
PPM1M	0.833
FLJ22662	1.9105
ZNF502	1.541
GP6	-1.279
CRYBA2	-1.6975
LEF1	-1.0512
CTPS	-1.98085714285714
EYA1	-2.49966666666667
EPS8L1	1.75475
MAPK14	-0.780333333333333
SERPINB2	-4.49625
GTF2F2	-0.981666666666667
ZNHIT4	-0.494
PLA1A	0.00925
C20orf114	4.96075
HPR	-3.4365
C18orf2	-2.72316666666667
SATB2	-1.84225
KCNJ9	-0.166875
MGC157906	0.3575
MOCS3	-0.34125
C17orf71	-0.612
PPHLN1	-0.104
HIST1H2BN	-0.640625
RAPGEF1	-0.804875
MAP3K8	-0.2925
DLG4	1.21333333333333
STC1	1.69458333333333
CDGAP	1.90525
DDX26B	-1.9175
LOC150223	-1.8015
CPSF3	-1.056
TMEM14A	0.03675
MYH3	-2.295
GPKOW	-0.237
SULT1A1	0.087
SPON1	4.647
YY1AP1	-0.457166666666667
RAB23	-0.13275
PLA2G4A	-3.92925
MAPRE3	-0.07725
ZNF516	0.903928571428572
GGPS1	0.60675
EXOC3L2	0.47275
C19orf42	0.8166
MAP2K2	-0.363
HIST1H2BB	-0.613
RNF19B	1.08783333333333
C6orf128	0.332666666666667
TLR8	3.7145
PCDHA9	0.0785
CARS2	-0.577875
CLUL1	3.059
RHAG	-3.79083333333333
UNK	-0.3525
EXOC8	0.4876
C9orf95	1.034
C14orf143	0.301833333333333
MAML3	0.195125
LDHA	-1.57325
MRPL20	0.56925
KLHDC6	0.705833333333333
ATP5S	0.587333333333333
C8orf55	0.1135
PHF19	-2.2515
KRTAP13-4	0.284
TTC5	-0.0695
XKR5	-0.49575
SILV	-4.3225
TEX28	0.438
TCTN1	1.24875
CX40.1	0.0805
PPP2R5C	-0.477
C12orf30	-2.0635
CAPG	2.66
MPZL1	1.12515
ARSB	-0.7525
TDH	-2.81925
WASF4	1.55475
TSSK3	-0.679333333333333
7A5	1.182
CRISPLD1	1.747125
MAD1L1	-0.211333333333333
SPIN4	-0.220833333333333
AMPD1	0.36725
DPYSL5	-0.6815
INPP1	0.139
ANKRD11	-0.897666666666667
NPAS4	-0.365375
GCET2	-0.3424
RNASE9	-0.337
GUCY2D	0.149333333333333
CCDC98	0.1515
FGF4	-0.34075
CPM	0.421
SLC26A4	-1.90283333333333
PLD5	0.31425
FAM59A	-0.297
FBXO5	-2.10788888888889
SIPA1L1	0.314375
DPYS	0.48725
ATG4D	-0.676
TGM3	-0.1035
MTCH1	-0.1175
HK1	0.383071428571429
CDC26	-0.118375
GALNT12	-2.0245
LOC339229	-0.09425
MRPL35	-0.18725
ORC4L	-0.09425
TNKS	-0.4845
C2orf24	0.4445
ZNF553	0.203833333333333
GGTLA1	3.5634
ZNF497	-0.305
CDY1B	0.239666666666667
SLC30A4	0.122875
TUB	-1.21825
ARHGEF18	-0.60025
ARRB1	0.6675
KCNK1	-1.22175
EREG	-3.5976
SCAMP5	0.4735
RUNDC3B	2.488
ADAMTS20	-0.129
IL17RB	0.27825
FLJ20323	-0.4605
MCAM	0.79525
POLR3E	-1.68025
AQR	0.661666666666667
IPMK	0.563
CDCA7	-4.304375
CAMP	0.7975
GRHL3	-1.15375
ADAMTSL2	1.88383333333333
CLMN	2.956
SSTR3	0.3735
MAGEA5	-2.2365
OVOL2	3.96425
JMJD1B	0.126
RBL2	0.2442
PYGO2	1.004
PPP1R10	0.218166666666667
CSE1L	-1.261
LCA5	1.5275
RDH16	-0.1835
ASRGL1	0.059125
TOM1	0.778333333333333
PTX3	-4.37675
TTC15	0.70525
SCGB3A1	3.3085
MRPL50	-0.63725
RCAN3	1.271875
SLC26A11	0.55475
STYX	0.1605
CINP	-0.16875
MARCH7	0.04925
PFKM	-1.44866666666667
SGMS1	0.650666666666667
RIOK3	-0.4855
C1orf110	0.2415
CES7	-0.160625
LOC440248	-2.72125
PPP1R12C	-0.019
C10orf27	0.621
ATG9A	-0.41975
MRPS26	0.65225
TMEM40	-0.121
ELP3	-0.6446
ZNF787	1.1529
HIAT1	-0.018875
C8orf34	1.103
MGC4655	0.3069
PELI1	0.0486666666666667
PPT1	0.4844
SLC35C2	-0.391666666666667
C6orf125	-0.2825
MUC4	-1.48516666666667
RFC4	-2.47228571428571
GNB2	0.5515
NUP50	0.178857142857143
SULT4A1	-1.2865
C7	4.143625
CCDC130	-0.323
ARRDC4	0.54925
RQCD1	-0.54125
GLYCTK	-0.5695
AYTL2	-1.52481818181818
MTUS1	0.9713
LEMD3	0.07
PLEKHF2	1.81825
HOXA7	0.41675
GTF3C2	-1.823
DYNLRB2	4.543
CNOT10	-0.24925
MR1	0.28
FFAR1	-0.37775
PRIC285	0.3295
SLITRK6	1.51325
LIX1	-1.7483
UBE1L2	-0.7535
F8	1.308875
ACHE	0.472166666666667
KPNA5	-0.1315
TNFRSF12A	-0.275333333333333
EGR3	1.196
SERPIND1	-3.05133333333333
OASL	2.17075
IFRD1	-2.8505
WDFY1	0.0431666666666667
ZNF267	-0.03825
ACCN5	-0.254
ZBTB6	-0.66
PPP1R3A	0.2265
PRRT3	1.50825
FBXL19	0.124
TXNIP	0.860071428571428
ACTN2	-1.0765
ATG9B	-0.800125
C9orf117	0.9525
IL27	0.9155
RPL36AL	0.117833333333333
KLK15	-0.013
CHAD	2.894
RAP2B	0.0564
HEBP2	1.1745
ZNF342	0.826
CAMK2G	-0.424833333333333
TLR3	1.90375
FGF14	-0.291
HMGB2	-1.417875
TRPM5	0.0583333333333333
OR5M11	-0.0995
KIF3B	0.558157894736842
PRICKLE2	1.75325
MTMR9	-0.09
C3orf27	-0.08125
GLRA3	-1.41016666666667
NSDHL	-0.068
TMEM32	-0.06875
POLR2D	-1.21766666666667
MYADML	0.187
C9orf114	-0.1745
MRGPRX1	-0.077
TOPORS	0.77225
CLDN19	-0.12725
C1QL4	-1.142
RNF165	0.85
DHRS9	2.68675
DNAH2	-0.424
FXR1	-0.639166666666667
ZMYM3	-0.84925
CASP3	0.0291666666666667
FAM120C	-0.00687500000000008
SCLY	-0.8985
CA7	0.122
ENTPD5	1.63733333333333
ZNF461	-0.034375
PDIA5	0.1
C1orf19	-0.7575
TMEM67	-0.36125
KCTD20	-0.3165
WDR47	0.797
FLJ38723	0.723
KLRF1	1.25433333333333
TAS2R16	-0.043
CLDN12	0.64625
PRKCE	-0.30125
UBXD4	-1.30575
ITGAM	2.7995
GLT8D3	-0.2805
WDR31	1.0778
RGS2	0.38825
OR51L1	1.2355
MST1R	0.784
KIAA1737	1.73075
OR4A5	0.2305
GLIS1	-0.689333333333333
PTMA	0.660142857142857
NAPA	1.16525
PRDM11	0.212
LIPF	-0.655
DIRAS3	1.25225
ASGR2	-3.667875
C1QTNF4	1.35025
PIK3R4	-0.232
ARMC3	0.9835
NDUFV3	-0.748333333333333
BTBD3	-0.9565
PPP1R2	0.87825
UBE2NL	-0.293
FOSL2	1.709
FAM119A	-1.06716666666667
TUBA4A	-0.8659
KRTAP12-1	0.2425
SFRS2	-0.78325
RHPN1	-0.142
EEF2	-0.596333333333333
ZDHHC11	-0.998
EPHA3	-0.9573
RBM12	-0.07125
H2AFJ	1.78941666666667
EDIL3	3.888
KIF26A	-0.66775
SERGEF	0.06525
B3GALT4	3.26425
LOC90925	0.24
OSCAR	0.43375
NPFF	-0.751
DEDD	0.07
TMEM155	-0.85225
PTPN1	-0.25975
SCYL2	-0.141833333333333
SKAP1	2.08625
LEAP2	-2.09766666666667
GADD45G	2.4081
IFITM3	1.0275
PILRB	-1.96616666666667
SLU7	0.0165
DSC3	0.644
DNMT3L	-1.08975
PAPD5	0.180875
B3GNT3	-1.45333333333333
LHCGR	0.312
MSL-1	-0.65225
UBE2S	-1.489
SAP130	-0.774
ANAPC11	0.4965
MAGED4B	-1.685
ATP6V1B2	0.335166666666667
C14orf179	1.284875
CAPZA1	0.010125
CDYL2	1.512
GLRX3	-0.907166666666667
LOC136288	-0.65275
MOBKL1A	0.9555
HTR2B	3.353
CRYGD	-0.084
NUS1	-0.657833333333333
PGRMC1	-0.1855
MYOM2	0.15175
FLJ39653	-1.55733333333333
CHM	0.0753
OR5M8	0.4285
ZNF619	0.421
FAM105A	1.30525
CCNL1	-1.805125
NAP1L3	0.98225
C10orf57	2.12616666666667
B3GALNT1	0.927666666666667
CSN1S2A	0.398
TCP10L	-0.397
GDAP2	0.394
DMKN	-1.39166666666667
COX6B1	0.147
DNASE2	-0.175666666666667
MSH5	-2.07575
LGMN	0.481
USP31	-0.6399
OR13C8	0.873
SDCBP	-0.1934
NUDT11	-1.61933333333333
PYGL	-0.339166666666667
SNPH	-0.650833333333333
B3GNT4	-1.431
MIZF	-1.3416
NUBPL	-0.4315
NOD1	-0.000333333333333334
CDH22	0.83425
NUBP1	0.393166666666667
DSCAM	-3.578
DGKI	1.157
FAM136A	-0.717
AKAP1	-0.336666666666667
SLC16A6	1.97475
RIN3	0.99225
PSG2	-0.3775
DIP2B	0.483083333333333
PSORS1C1	-0.4489
KIAA0495	-0.4065
FLJ90709	-0.201833333333333
LPA	-0.352166666666667
PIGA	-0.301833333333333
LY75	2.877
UTS2	-5.16733333333333
RREB1	0.254125
GALNACT-2	0.414
MGC3196	-0.45725
FLJ31568	-0.39275
LPHN1	-0.7805
SP1	0.888125
TOX4	0.2025
HSPA9	-0.2631
APOBEC1	0.684
SLC35E4	-0.9705
LSM5	-0.6915
SURF1	0.78
ZBTB1	0.80675
GTF2F1	-0.283875
RPS15A	0.0552142857142857
DUSP21	-0.526666666666667
GINS4	-3.16566666666667
MYO15A	-0.534833333333333
GIMAP7	3.75575
MGC13379	0.776
ATP6V1E2	-1.941
UTP3	-0.166
HNRPA3	-0.6198125
MT4	0.3075
C14orf155	0.26275
U1SNRNPBP	0.6335
CKLF	-0.0435
PLEKHN1	-0.3275
MBNL1	0.183166666666667
NUP160	-1.4015
ACSM2A	-2.10775
LOC129881	1.084
KIAA1529	-1.0755
FLJ22639	-1.87325
HAND1	-1.4015
GSX1	0.313
FGA	-4.8678125
SERPINB1	0.5075
ZNF642	0.354
IGFBP1	-7.80725
SLC1A1	1.39925
DHX57	-0.35825
ZNF766	0.7735
PTPN21	-0.0779
GDPD3	-2.49916666666667
PNPLA5	0.18
TBR1	0.0108333333333333
FAM116A	0.304
IQGAP1	0.914625
FOS	1.979625
ZNF226	0.61725
FIGNL1	-0.841666666666667
C14orf1	0.0926666666666667
ZMYND17	-0.6195
PUS7	-1.25066666666667
TUBB6	-0.16175
KCNQ2	-1.08425
MARCH6	-0.293916666666667
CCDC33	1.03
PRODH	0.8745
RBM11	0.935
EPHA6	0.039125
SLC43A1	0.5475
LOC196541	0.411875
NTN1	0.716083333333333
ING4	0.489
PCDHB10	0.56975
DPH2	-0.698333333333333
SPACA4	-0.24625
FBXL21	-6.8995
DIAPH1	-0.5295
ZNF71	0.379
CEP76	-0.888
CORO1A	-0.345
RRM2	-2.632
EDG4	0.87375
OS9	0.464333333333333
SLC4A1AP	-0.508
COG5	-0.90075
COPS8	-0.4465
NGLY1	-0.9835
NCBP2	0.12125
C17orf42	-0.523333333333333
GPSM3	1.433625
SIL1	0.904
ASB6	-0.1995
SMAD5OS	0.0856666666666667
UNC93A	-3.502
A1BG	-0.656333333333333
C21orf62	-0.101
FMO5	1.493
ATRIP	0.3435
CEBPG	-0.149166666666667
C7orf38	0.182666666666667
TNFRSF1B	1.46566666666667
CLEC1A	1.692
IQSEC1	0.18925
PATZ1	1.5281
RBM22	1.127
BAG2	-1.23883333333333
PAQR5	-1.1035
C9orf127	0.5768
THNSL1	0.06025
SHROOM3	2.7511
JAM2	1.4435
SNRPN	-2.00975
ALX4	0.1985
CACNA1S	0.6025
FAM130A1	0.74775
CORIN	2.8305
CD300LB	1.284
PLEKHG6	1.2655
LRRC40	-0.8185
PCLKC	-1.207
PCDHB16	0.0993333333333333
WNT2B	0.8355
ASNS	-2.86544444444444
MRPL49	0.308
FLJ46111	-0.68725
ISG20	-0.296625
SMU1	0.106333333333333
CASZ1	0.418
POLR1D	-0.865333333333333
GIN1	-0.14175
SNAG1	0.525166666666667
ANKRD29	-0.7285
CDKN2AIP	0.15025
KRR1	-0.063
CXCL1	-3.74183333333333
EPM2A	0.1085
PC	0.238166666666667
DEFB127	-0.748
PDZRN4	1.666
FAH	1.143625
OR51E1	2.8275
CDC2L6	-0.362833333333333
DNTTIP1	-0.6405
PAX8	-0.97425
TMEM116	0.69125
C1orf150	0.7635
PRO2012	-0.2005
MRPL40	-0.175333333333333
BEX1	0.3206
SLC2A4	-0.132
PKMYT1	-1.81225
FEZF2	-0.5334
SLC26A9	-1.76
MAP2	-0.0955
LYL1	-0.42175
SLC25A19	-1.01033333333333
NOS3	0.366
ZNF34	0.232
TMPRSS11F	-0.44875
FAM43A	0.638
FCRL4	0.260833333333333
KLF14	0.29925
FLRT2	0.8195
WRN	-1.609
SDF2	0.6482
KRT8P12	-0.47175
C6orf195	0.436
C9orf125	-0.879333333333333
DZIP3	0.224375
RIT1	-0.0791666666666666
SCML1	-2.47266666666667
RHBDF2	-0.389125
OR2G3	0.5105
REXO1L1	-0.337
MAP3K7IP3	-0.56175
C3orf57	-6.4045
FBXW11	-1.18866666666667
ETAA1	-0.7425
C14orf131	-0.5465
AKT1S1	-0.05625
SLC12A5	-1.228375
C9orf164	0.89525
NRIP3	0.364125
NOS1AP	-0.96875
TMEM121	0.76525
SAP30BP	-0.4031
DGCR6	1.01425
WDR76	-1.50175
FAM82B	-0.487083333333333
LOC606495	-0.592
MAP9	0.18725
BCDIN3D	1.1825
CXorf36	4.078
DSCR3	-0.5315
ZFAND3	0.32875
C7orf43	0.629666666666667
SPSB3	0.5532
C19orf19	0.953
FAM133A	-1.336625
C12orf25	0.1625
SLC39A3	-0.418125
DISP2	0.80825
PI4KAP2	-1.825
MKRN3	-2.358
ADAMTS13	-0.934
CBLN3	0.1724
TTYH1	-1.11033333333333
C3orf18	1.2055
FLJ13236	-0.4125
ZMYND12	4.10175
C18orf25	0.48925
GLB1L3	-1.4925
ATP13A5	1.2615
RANBP10	0.256
CD96	-1.3421
DENND1C	-0.09075
RBMS3	1.3927
SLC41A3	0.702333333333333
DGCR6L	1.02925
TMEM128	0.572333333333333
CSNK1G3	0.199571428571429
MOBKL2C	1.548
TSPAN6	-1.30075
MATN2	-0.8786
MSL2L1	0.327666666666667
ST6GALNAC2	1.00183333333333
FGFBP2	1.400125
FGL1	-6.5
MPP3	-2.042
ARHGEF6	2.05266666666667
TGFBR2	0.649875
ACMSD	3.4625
IL33	4.05575
C9orf5	0.1805
DEAF1	0.2788
AMN	1.645
DEFA6	0.07775
RNF212	-0.85925
METT5D1	0.1985
CIB1	0.7564
TSSK1B	0.119
KIAA1727	0.74725
ZNF680	0.424
LOC399900	-1.016
LOC152217	-0.04025
CTNNAL1	-2.394
CIT	-2.3485
TLE6	0.03175
ZNF607	-1.04075
HERC4	-1.28516666666667
DRAP1	-0.2484
PEMT	-0.39325
C10orf111	-0.3
ZNF575	1.964625
KCTD7	-0.33325
MYO1F	0.672875
LOC285382	0.438
RAB11A	0.6578
PLCD3	-0.6925
C15orf28	-0.3435
PTBP2	0.172875
CTB-1048E9.5	0.063625
C19orf60	0.075
C7orf25	0.259166666666667
SETD7	0.914625
HOXB9	-4.517
VANGL1	0.6710625
CHAF1B	-1.99975
NDUFA3	0.32725
KIAA1328	-0.136666666666667
SHARPIN	-0.190125
TTC23	-0.7875
UGP2	0.27025
ANKIB1	0.2952
CIRBP	1.497
SEC14L4	-3.27383333333333
OVCH1	0.0623333333333333
VPS52	-0.313
FAT	-0.709875
M6PRBP1	-0.12925
GPRIN3	0.5795
PPM1F	-0.258666666666667
TSR1	-1.10575
CCDC85A	1.86025
PCSK5	2.377
ZFHX3	0.894
HEMK1	-0.4227
PGBD2	0.1145
RSRC2	-0.438833333333333
AURKC	-1.384
SCRIB	-0.577875
ORM2	-3.8755
FAM115A	0.2585
FZD6	-0.05225
UNC119	0.1655
GPX3	0.495
NOV	0.338875
CABC1	-0.139875
CDC42SE2	0.02975
EIF2S2	-1.2211
RNF130	1.1205
CKAP5	-1.09966666666667
RP11-413M3.2	1.20975
C10orf18	-0.0799
TMEM93	-0.478
DYX1C1	1.4555
KCNMB2	-2.124
ANK3	1.08625
KRT5	0.139
CDH12	-2.2535
QRSL1	-0.54625
JUB	-1.42275
SHC4	-1.85225
CCL15	2.444
CCDC22	0.35725
SNX24	-0.5075
RARS	-0.379
MORC2	-0.727
FAM48A	-1.0565
MT1H	0.091
PPP1R14C	-2.24766666666667
FOXD1	-1.84614285714286
C1orf213	-1.82225
AMT	-1.9615
DSN1	-1.46525
PTPLAD2	4.4315
DIS3L	0.0935
RASL11A	2.483
GPRC5B	0.829625
FRMD7	1.2595
STRN4	-0.10375
KITLG	1.74863636363636
HDGF	-0.66125
OR1S1	-0.042
SETX	0.2021
DDR2	0.8395
KCTD12	2.5205
LYZL2	-1.148
WDR52	0.566
TMEM2	0.79225
ZNF579	1.5985
LOC200810	0.03625
TNFSF9	-1.748875
PPFIA4	-3.71775
CNIH3	1.1785
MAP4K4	-0.983214285714286
ROD1	0.515214285714286
ALS2CR12	-0.594666666666667
DOCK3	-0.383333333333333
PAQR9	-3.8815
ASB17	0.0823333333333334
STX16	-1.7675
FEZ2	0.589666666666667
DLAT	-0.800833333333333
KIF21B	-1.326
CDC5L	-0.687
TMEM119	1.89683333333333
CRIP3	-2.249
TPSD1	0.6695
TEPP	1.2205
GNGT2	1.653
C21orf121	0.20875
WNK1	-0.270916666666667
FLJ10490	1.6392
OR51B5	-2.052
LOC203547	-0.5365
HAS1	0.8875
PPA1	-0.6525
ST7	-0.041
C11orf46	0.4759
POPDC3	-3.70466666666667
ACOX2	2.58
ATCAY	0.0488333333333333
TM4SF19	2.42375
MFSD9	-0.460166666666667
PDHB	-0.07775
ERN1	0.281
LCE3C	-0.179
GPR111	0.155
NOTCH3	2.44233333333333
ADAMTS5	3.26775
B3GALT1	-1.11166666666667
UGCGL1	-0.354833333333333
FAM58A	0.7115
FBXO32	1.06825
CLPP	-0.863
NXPH1	0.0595
MTMR3	1.054
ATP1B3	-0.809
TMEM16A	4.168125
HIST1H3F	-0.2945
TRIM25	-0.2835
SDCBP2	-0.642
CRKL	-0.822125
HOXB2	1.13016666666667
ANP32B	-0.676625
GATM	3.453
AP4E1	-0.24375
EDG5	0.407875
CDKN3	-1.91716666666667
CDH4	-2.362
PGD	0.0661666666666667
RND1	0.589
GAD1	1.086
MPG	0.336375
LOC440350	-0.8815
ZNF133	-0.338
SERPINB12	0.258
AMELY	0.175833333333333
DHX36	-0.94225
TNFAIP8L2	3.25866666666667
PHTF2	0.0623529411764706
CCDC112	-1.10166666666667
IQCC	-0.17125
HEYL	3.94483333333333
FTSJ2	-0.663
APPL1	0.669125
RAB43	0.501428571428571
OR10G2	0.067
WAC	0.275333333333333
ADCY9	-0.278
RUNDC2B	0.734166666666667
PYCRL	0.5858
AGPAT7	-1.1025
SLC22A9	-1.371
CDKAL1	-0.535
PDYN	-0.977166666666667
C20orf74	2.24925
MTMR11	0.56575
VAV3	3.96133333333333
DAPL1	-0.373
STXBP3	0.33675
EIF3G	-0.32425
ARHGAP22	-0.168
NPFFR1	0.353
NPC1	-0.733166666666667
ALDH9A1	1.067
ZNF600	-0.312375
ZNF678	-0.1185
RASSF1	0.705833333333333
ADD2	-2.28775
PITPNB	0.167125
PKD2L2	-0.0765714285714286
LRP11	-0.87275
CDKL1	-0.07125
SMEK2	0.26925
PRODH2	-2.9895
C11orf54	0.163
SFRS11	-0.773
IL7	-0.266666666666667
ALS2CR16	1.64175
BTG3	-0.924166666666667
PAK2	0.308611111111111
RP11-679B17.1	-0.45475
GATA4	-1.8485
ATP2B1	0.0285
LOC130940	0.851
C1orf172	2.51133333333333
ATF7IP2	-1.35975
SLC25A43	-1.29383333333333
CENTG3	0.52275
IGF2BP1	-3.8191
FCHSD1	0.0375
CAMK2N2	1.83216666666667
ELAVL3	-0.2078
NBPF15	-0.699333333333333
UBE2J2	0.191333333333333
GNL2	-0.809
PRR3	-0.225
NLF2	2.39875
OR4F6	-0.066
KLHL24	0.972
CCDC88A	-1.1436
SGPP1	-0.266333333333333
C10orf11	0.67
SLC35B4	-1.10283333333333
UGT3A2	-1.1015
ARNT2	2.704
CBR1	-1.4
ITPR3	-0.7435
TRAPPC6B	-0.2929
AMZ1	-1.783
ARP11	3.141
WDSUB1	-0.294
APBA1	-0.0886666666666667
RAB2A	1.0063
C6orf162	0.08525
HPSE2	0.116
PLCE1	-0.46525
INSL3	0.1925
DLG1	-0.3693
PTPLA	-3.612
PIGX	0.122375
TFIP11	0.804166666666667
FIBIN	3.6225
POLR2G	-0.19275
GRAP2	-2.5697
DNAJB8	-0.03475
CNBP	0.639
WASF1	-2.17825
INPP5E	-1.4067
HSPB1	-0.00768750000000007
TMEM167	-0.317
CUBN	-0.19725
IGF1	4.20425
ITPK1	0.6303
NAALAD2	-0.957375
G3BP1	0.3587
NT5DC1	0.557375
CYP39A1	-0.4385
TMEM139	1.50125
POLK	-0.2927
GLULD1	-1.59975
RBM15	-0.8185
AMZ2	-0.22925
GDF15	-3.03
MESDC2	-0.08775
INCA	0.232
ACY1L2	-2.511
GZMM	-1.04416666666667
PAIP1	-0.0675
CACNA2D1	-0.01675
STK32C	-1.268
SH3BP4	1.38216666666667
DEC1	0.154
PADI1	0.438
UBB	0.3391
PON3	3.9535
PROP1	0.901
ANKRD13B	-0.454
ADCK1	-0.50725
TCF25	0.454166666666667
SLC38A5	-2.022
CXorf26	-0.2025
C19orf39	-0.168
PPP1R13B	0.4695
ARL2	-0.1155
TCL6	0.0874166666666667
TOP3A	-1.101
SLC16A14	1.4935
FXYD6	1.47466666666667
HIST1H4E	-0.07075
BBC3	0.986315789473684
UNC5A	0.134166666666667
FAM86C	-0.4671
PI4KB	0.268375
B3GAT1	-3.4315
SUSD2	1.26416666666667
OAZ2	-0.0903333333333333
NOC4L	-0.2015
C10orf12	-0.116
FADS1	-2.19216666666667
LOC144097	-0.7265
DKK2	1.23266666666667
KIAA1949	-0.0765
RHOT1	-0.00170000000000001
OXT	2.09616666666667
GPR153	2.24225
ARL4A	-1.40366666666667
SAAL1	-1.2545
CCDC64	-0.3655
USE1	-0.0941666666666666
HNMT	1.61966666666667
PCGF3	0.0620625
CYP2C19	0.2
C20orf4	0.376
CCDC11	0.7645
ACSBG2	-0.505
RWDD2A	-0.13425
PALLD	2.824
CPLX4	-0.5495
LOC492311	0.6765
KPNA2	-1.86633333333333
MACROD1	-0.6338
TMCO3	-1.02416666666667
C15orf52	-0.077
BIRC5	-1.7156
PRR16	1.188
FAM63B	0.58475
KATNB1	-0.4565
WNT8B	0.457
CPLX3	0.29475
GHR	2.1045
CCDC124	-0.53425
BCLAF1	-0.64225
GOLGA3	0.3793
