Hybridization REF	TCGA-AO-A0JD-01A-11R-A056-07
RY1	0.548833333333333
ATAD2B	-0.0115
ARHGAP17	-0.2834
KCNIP3	-1.50375
SFPQ	0.14975
GFRA4	0.494166666666667
AKR1B10	-3.71625
TIGD6	0.815666666666667
RGS16	1.019375
URB1	-0.779333333333333
OR4C46	0.209666666666667
TOP3B	-0.77025
NFATC4	1.839
CA14	-2.88025
BMPR1A	0.403666666666667
SNRP70	-0.163375
PRL	-0.1255
C6orf130	-0.57425
STAG2	0.52825
CD55	-0.875357142857143
RPS23	1.0805
SSX2	0.134666666666667
FDPSL2A	-0.095
FBXO27	-0.35925
SYNGR3	-1.13833333333333
TMSL3	1.2105
EML1	-0.668
NUP93	-0.72325
SMAD3	0.385
KIAA1189	-0.0886666666666667
HNRPUL2	1.3485
TBC1D12	-0.09
C16orf24	1.12775
MRVI1	1.031
ZNF581	-1.10166666666667
ELOVL3	0.1065
OR51Q1	0.213
CACNB3	-0.721
GALNT13	-1.63975
C10orf84	0.6040625
NEDD4	0.0591
SPO11	1.3225
OR5AU1	0.0665
NEK4	0.896214285714286
PRKAR2A	0.4485
IHPK1	-1.07883333333333
ATP6V0B	0.719125
CACNA1E	1.2305
CEACAM8	-0.184166666666667
PEX14	-0.5515
FLJ12993	-2.0345
ZBTB38	0.0711666666666667
PCTK2	0.466833333333333
LRRC16	1.1825
FBLIM1	-0.31975
FYCO1	0.672
RP5-1022P6.2	-0.625
CMTM1	1.65066666666667
PLTP	-0.114833333333333
RAPH1	0.14225
DOCK8	1.44675
EZH2	-1.66326666666667
SLC25A1	-0.496166666666667
PLEKHB1	-1.2358
GRB7	-0.0505
ZFP37	-0.92125
MRPL33	-0.6245
PELO	-0.047
ARMC1	0.137272727272727
C9orf27	0.09675
FLJ25778	0.1775
C9orf37	-1.52816666666667
TMEM66	0.8965
SPRN	-0.276375
HBEGF	0.558875
PI4KA	-0.925
LEPRE1	-1.933
POU2AF1	-3.27475
MRPL12	0.701
REP15	-0.504
ZC3H3	0.11625
RASAL1	-1.4625
DDAH1	1.482125
ACBD5	0.67775
TMC2	-0.0395
CCDC137	-0.322
SAMD13	-0.6055
UGT2B15	-1.7275
TIPARP	-0.10675
DNASE1L3	0.57175
TRIM72	0.787833333333333
DBX2	-0.02575
IPO8	0.15575
C21orf88	0.5906
MAP3K14	-0.0075
LOC51233	0.320333333333333
GGTLA4	0.6175
PDE6D	0.213
ZNF117	0.03225
CLK2	-0.81275
NKRF	-0.2315
TNFSF15	-0.092
DUSP2	0.778625
SECISBP2	-0.586
GABRR2	0.3685
PPAP2C	2.02225
LOC51145	-0.4205
PAG1	-0.932125
PIK3C3	0.22425
GNG10	-0.487
APOL4	0.130333333333333
ANKRD28	-0.3055
STMN3	-3.1347
RAB14	0.478
CDK2AP2	1.7325
HDDC3	-0.565625
COMMD7	0.761375
CXXC1	0.464
HMCN1	-1.93416666666667
CD40	0.07375
DYNC1LI2	-0.56175
GDI1	0.46475
LOC646938	-0.0445
VSNL1	-2.69766666666667
PIH1D1	0.316
RAET1G	-1.18
KRTAP5-9	0.537
EFTUD2	-0.5725
ZNF311	-0.280666666666667
ATP6V1G3	0.14975
OR2W3	-1.55775
SCN4A	0.38775
MED10	-0.763375
FAM135A	-1.7884
ARHGAP4	-2.41975
EHMT2	-0.191
UFD1L	-0.89025
ERMP1	1.74425
MAG1	-1.05966666666667
THAP8	-0.794166666666667
HACE1	0.0558333333333333
FAM82C	1.13216666666667
C3orf20	-0.437
UNC84A	-0.104333333333333
SCD5	-0.515461538461538
LASS6	2.01375
LSG1	0.0273333333333333
MAL	-5.46575
GPR22	0.784
WDR5B	0.6395
ACTRT1	0.863
C17orf60	-0.748833333333333
GRIN2C	-0.2789
ARMC8	0.24125
SLC47A1	-2.40283333333333
DMPK	0.255
DHRS13	-0.288666666666667
SMC1A	-0.312
KRTAP17-1	0.58325
SMYD5	0.158
TUSC2	0.476125
CRHR2	0.74
KIR3DL2	1.4165
CCDC104	0.02425
ATP2C1	1.395625
CROT	0.56675
PABPC3	0.345666666666667
EGR1	-1.33483333333333
THSD1	-0.13525
KHK	-1.385
SLC12A2	0.9404375
CD58	-0.46475
STOX2	-2.11833333333333
CCDC76	-0.9274
CCDC48	3.07775
DNAH1	-0.207666666666667
ZIC4	-0.548875
OR1G1	-0.3725
PSMC6	-0.0363333333333333
PROKR1	1.0275
ABCB1	-0.60925
TRAT1	-0.52175
LLGL1	0.2185
MTF1	0.652
USP54	0.016125
PAGE2B	1.5055
ITGB7	-3.937
CCDC81	-0.0395
LOC149837	0.11075
SCUBE1	0.224
ZSCAN10	0.987
HUWE1	0.220428571428571
CDH17	1.657
CD180	0.50225
IL17A	0.16
TMPO	0.275285714285714
KIAA1524	0.266666666666667
HDGFRP3	0.283833333333333
OXCT1	0.199181818181818
RRAS2	-0.363166666666667
LTBP2	1.8705
SV2B	0.356166666666667
CYP2A6	1.521875
PKD1L2	-1.57366666666667
PPM1M	-0.34275
FLJ22662	0.584
ZNF502	0.67925
GP6	-0.65325
CRYBA2	-1.3545
LEF1	0.0596
CTPS	-1.26371428571429
EYA1	-2.98283333333333
EPS8L1	-2.53675
MAPK14	0.303083333333333
SERPINB2	-5.253625
GTF2F2	0.656333333333333
ZNHIT4	0.4245
PLA1A	2.47425
C20orf114	0.884
HPR	-4.7135
C18orf2	-0.1165
SATB2	-3.88775
KCNJ9	0.284428571428571
MGC157906	-0.0105
MOCS3	-0.106
C17orf71	-0.862
PPHLN1	0.3237
HIST1H2BN	-0.22575
RAPGEF1	-0.373625
MAP3K8	-0.49825
DLG4	0.523833333333333
STC1	0.988333333333333
CDGAP	0.9865
DDX26B	-1.18175
LOC150223	-1.7595
CPSF3	-0.348833333333333
TMEM14A	0.846
MYH3	-3.449
GPKOW	-0.2745
SULT1A1	0.299666666666667
SPON1	0.8566
YY1AP1	-0.151
RAB23	0.611
PLA2G4A	-4.56625
MAPRE3	-0.073
ZNF516	-0.397857142857143
GGPS1	0.82125
EXOC3L2	-0.674875
C19orf42	-0.0777
MAP2K2	0.385333333333333
HIST1H2BB	0.12025
RNF19B	0.901666666666667
C6orf128	-0.611166666666667
TLR8	3.45375
PCDHA9	0.7895
CARS2	0.68775
CLUL1	2.0725
RHAG	-4.0015
UNK	-0.2175
EXOC8	1.6664
C9orf95	-0.14225
C14orf143	0.595
MAML3	0.21975
LDHA	0.10475
MRPL20	0.208375
KLHDC6	0.396
ATP5S	0.142166666666667
C8orf55	-1.289
PHF19	-2.542
KRTAP13-4	-0.575
TTC5	0.0675
XKR5	-0.59225
SILV	-5.15616666666667
TEX28	0.2745
TCTN1	1.5765
CX40.1	-0.13025
PPP2R5C	1.520375
C12orf30	-0.739333333333333
CAPG	1.365
MPZL1	0.524
ARSB	-1.17533333333333
TDH	-2.4535
WASF4	0.23025
TSSK3	-1.17633333333333
7A5	1.6885
CRISPLD1	0.486875
MAD1L1	-0.599
SPIN4	0.370833333333333
AMPD1	-0.44875
DPYSL5	-0.732
INPP1	-0.239833333333333
ANKRD11	-1.06388888888889
NPAS4	0.1225
GCET2	0.0761
RNASE9	0.8615
GUCY2D	0.0886
CCDC98	-1.13075
FGF4	-0.438
CPM	-0.8285
SLC26A4	-2.17933333333333
PLD5	-0.34625
FAM59A	0.3247
FBXO5	-0.0941111111111111
SIPA1L1	0.122625
DPYS	0.76725
ATG4D	-0.0575
TGM3	0.325
MTCH1	-0.043875
HK1	-0.356285714285714
CDC26	-0.5795
GALNT12	-3.891
LOC339229	0.1895
MRPL35	0.067375
ORC4L	-0.161
TNKS	0.259785714285714
C2orf24	-0.0446666666666667
ZNF553	0.0843333333333333
GGTLA1	1.6071
ZNF497	-0.474
CDY1B	0.8815
SLC30A4	0.951
TUB	-1.776875
ARHGEF18	-0.303
ARRB1	-0.2325
KCNK1	1.049625
EREG	-2.4113
SCAMP5	0.2205
RUNDC3B	2.288
ADAMTS20	0.05725
IL17RB	0.67675
FLJ20323	-1.037
MCAM	-0.394625
POLR3E	-1.98516666666667
AQR	1.01516666666667
IPMK	0.922
CDCA7	-4.911875
CAMP	3.76375
GRHL3	1.2995
ADAMTSL2	0.546166666666667
CLMN	3.2535
SSTR3	0.24
MAGEA5	-0.388333333333333
OVOL2	4.107
JMJD1B	0.159
RBL2	0.3803
PYGO2	0.35825
PPP1R10	0.104333333333333
CSE1L	-0.3195
LCA5	1.06575
RDH16	2.9785
ASRGL1	-2.47825
TOM1	-0.01
PTX3	-6.11175
TTC15	0.22725
SCGB3A1	2.98533333333333
MRPL50	-0.89825
RCAN3	0.212625
SLC26A11	0.6075
STYX	0.672
CINP	1.57725
MARCH7	-0.488
PFKM	-0.903833333333333
SGMS1	0.3115
RIOK3	-0.1718
C1orf110	0.437
CES7	-0.07575
LOC440248	-3.396
PPP1R12C	-1.04875
C10orf27	0.2455
ATG9A	-1.36675
MRPS26	0.966
TMEM40	1.74075
ELP3	0.5032
ZNF787	0.3026
HIAT1	0.221125
C8orf34	0.251333333333333
MGC4655	-1.1086
PELI1	0.351333333333333
PPT1	0.2467
SLC35C2	-0.148
C6orf125	-0.18325
MUC4	-1.54483333333333
RFC4	-1.17371428571429
GNB2	1.5145
NUP50	0.101071428571429
SULT4A1	-1.52233333333333
C7	1.9345
CCDC130	-0.892833333333333
ARRDC4	0.68575
RQCD1	-0.694
GLYCTK	-0.6795
AYTL2	0.0570909090909091
MTUS1	1.7176
LEMD3	0.986
PLEKHF2	1.35525
HOXA7	-0.961375
GTF3C2	-0.913
DYNLRB2	0.9525
CNOT10	0.08825
MR1	-0.203333333333333
FFAR1	-0.03925
PRIC285	0.21775
SLITRK6	4.596
LIX1	-1.5962
UBE1L2	-0.00666666666666671
F8	0.9335
ACHE	-0.4875
KPNA5	0.38775
TNFRSF12A	-1.75516666666667
EGR3	0.5255
SERPIND1	-3.78183333333333
OASL	1.68775
IFRD1	-1.48275
WDFY1	-0.497166666666667
ZNF267	0.21675
ACCN5	0.798
ZBTB6	-0.0555
PPP1R3A	-0.1335
PRRT3	0.95775
FBXL19	-0.1355
TXNIP	-0.174428571428571
ACTN2	0.21775
ATG9B	-1.00375
C9orf117	0.087125
IL27	0.2855
RPL36AL	0.367333333333333
KLK15	-0.904
CHAD	1.1645
RAP2B	-0.6884
HEBP2	2.34475
ZNF342	1.3545
CAMK2G	-0.865333333333333
TLR3	1.09325
FGF14	0.05225
HMGB2	-0.683125
TRPM5	-0.0873333333333333
OR5M11	0.3415
KIF3B	0.65321052631579
PRICKLE2	0.5225
MTMR9	0.34175
C3orf27	-0.089
GLRA3	-1.715
NSDHL	0.193166666666667
TMEM32	-0.15
POLR2D	-0.068
MYADML	-0.0355
C9orf114	-0.8475
MRGPRX1	-0.046
TOPORS	0.05725
CLDN19	0.06575
C1QL4	-0.057
RNF165	2.577
DHRS9	0.73
DNAH2	-0.950833333333333
FXR1	-0.956833333333333
ZMYM3	-0.13225
CASP3	0.541833333333333
FAM120C	-0.66425
SCLY	-1.89
CA7	-0.013
ENTPD5	1.3
ZNF461	0.182142857142857
PDIA5	0.278
C1orf19	0.509166666666667
TMEM67	0.4355
KCTD20	-0.29025
WDR47	0.6515
FLJ38723	0.639
KLRF1	2.13816666666667
TAS2R16	0.8665
CLDN12	1.2525
PRKCE	0.02
UBXD4	-1.023
ITGAM	1.989
GLT8D3	0.078125
WDR31	0.0188
RGS2	0.05975
OR51L1	0.8465
MST1R	0.93225
KIAA1737	2.74225
OR4A5	0.656
GLIS1	-2.506
PTMA	0.127
NAPA	1.78475
PRDM11	-0.1695
LIPF	1.7105
DIRAS3	0.8025
ASGR2	-4.566125
C1QTNF4	0.03325
PIK3R4	0.495666666666667
ARMC3	2.98075
NDUFV3	-1.179
BTBD3	0.713333333333333
PPP1R2	-0.0259166666666667
UBE2NL	0.5325
FOSL2	0.0721428571428571
FAM119A	-2.0835
TUBA4A	0.9263
KRTAP12-1	-0.16275
SFRS2	0.0945
RHPN1	-0.8018
EEF2	0.290333333333333
ZDHHC11	-2.87166666666667
EPHA3	-1.2344
RBM12	-0.7115
H2AFJ	0.77425
EDIL3	-0.498
KIF26A	-2.43675
SERGEF	1.71575
B3GALT4	1.86025
LOC90925	1.22083333333333
OSCAR	-0.234375
NPFF	-0.75075
DEDD	0.803375
TMEM155	-1.395125
PTPN1	0.20175
SCYL2	1.26016666666667
SKAP1	2.07275
LEAP2	-2.18633333333333
GADD45G	2.0295
IFITM3	1.0525
PILRB	-1.76583333333333
SLU7	-0.1065
DSC3	0.96275
DNMT3L	-1.46275
PAPD5	0.144
B3GNT3	-1.7405
LHCGR	0.556
MSL-1	-0.1365
UBE2S	-1.6795
SAP130	-0.48125
ANAPC11	0.6965
MAGED4B	-3.332
ATP6V1B2	0.335
C14orf179	2.1115
CAPZA1	0.924875
CDYL2	-0.0818333333333333
GLRX3	-0.744666666666667
LOC136288	-0.39475
MOBKL1A	-1.1925
HTR2B	0.45125
CRYGD	-0.208333333333333
NUS1	0.209666666666667
PGRMC1	1.3675
MYOM2	-1.373
FLJ39653	-1.68033333333333
CHM	0.4747
OR5M8	-0.1315
ZNF619	0.1605
FAM105A	0.13625
CCNL1	-1.10425
NAP1L3	-1.44675
C10orf57	1.64583333333333
B3GALNT1	1.64166666666667
CSN1S2A	0.3075
TCP10L	1.76975
GDAP2	0.62825
DMKN	-3.09233333333333
COX6B1	0.2545
DNASE2	0.440333333333333
MSH5	-2.88125
LGMN	0.6165
USP31	-0.0232
OR13C8	0.139
SDCBP	-0.0625
NUDT11	-3.27583333333333
PYGL	-1.75483333333333
SNPH	-1.048
B3GNT4	-1.7875
MIZF	-1.0122
NUBPL	-0.236125
NOD1	0.0148333333333333
CDH22	0.7615
NUBP1	0.641
DSCAM	-4.369
DGKI	-0.909
FAM136A	-0.23075
AKAP1	0.720333333333333
SLC16A6	0.86275
RIN3	-0.168
PSG2	-0.2565
DIP2B	1.07275
PSORS1C1	-1.2176
KIAA0495	0.1455
FLJ90709	-0.165333333333333
LPA	-1.1495
PIGA	0.0298333333333333
LY75	2.3775
UTS2	-4.2025
RREB1	0.2785
GALNACT-2	0.1177
MGC3196	-0.464
FLJ31568	-1.04175
LPHN1	0.540125
SP1	0.91375
TOX4	-0.403
HSPA9	0.9864
APOBEC1	0.9615
SLC35E4	-1.8745
LSM5	-0.1205
SURF1	-0.337
ZBTB1	0.3195
GTF2F1	-0.154625
RPS15A	0.272285714285714
DUSP21	-0.972
GINS4	-2.78416666666667
MYO15A	-1.07416666666667
GIMAP7	3.242
MGC13379	-0.2905
ATP6V1E2	-3.14583333333333
UTP3	0.3685
HNRPA3	-0.7343125
MT4	-0.3435
C14orf155	-0.05025
U1SNRNPBP	-0.21475
CKLF	-0.964333333333333
PLEKHN1	-1.1955
MBNL1	0.26325
NUP160	-1.08925
ACSM2A	-1.8495
LOC129881	-1.07525
KIAA1529	-2.246
FLJ22639	-2.1025
HAND1	-1.1645
GSX1	-0.024
FGA	-4.25213333333333
SERPINB1	-0.9955
ZNF642	0.17275
IGFBP1	-7.572875
SLC1A1	-1.13975
DHX57	-0.176375
ZNF766	-0.251
PTPN21	-0.749
GDPD3	-2.53933333333333
PNPLA5	0.07
TBR1	0.0604
FAM116A	0.38325
IQGAP1	0.843125
FOS	-0.3785
ZNF226	0.035625
FIGNL1	0.444166666666667
C14orf1	1.43833333333333
ZMYND17	0.1665
PUS7	-0.078
TUBB6	-1.132875
KCNQ2	-2.5665
MARCH6	0.358916666666667
CCDC33	0.4015
PRODH	-2.16725
RBM11	1.122
EPHA6	1.1635
SLC43A1	-2.48275
LOC196541	0.36675
NTN1	-0.0668333333333333
ING4	0.022
PCDHB10	1.938
DPH2	-0.859333333333333
SPACA4	-0.37325
FBXL21	-6.0395
DIAPH1	0.117666666666667
ZNF71	0.0843333333333333
CEP76	0.347
CORO1A	-1.1065
RRM2	-1.754125
EDG4	-0.06875
OS9	0.405666666666667
SLC4A1AP	-0.57625
COG5	-0.93925
COPS8	-0.586
NGLY1	-0.19025
NCBP2	0.0425
C17orf42	-1.06616666666667
GPSM3	0.34975
SIL1	0.687833333333333
ASB6	-0.91225
SMAD5OS	-0.035
UNC93A	-3.270125
A1BG	-0.7465
C21orf62	0.1515
FMO5	0.172
ATRIP	0.608
CEBPG	-0.166333333333333
C7orf38	0.744833333333333
TNFRSF1B	0.567833333333333
CLEC1A	1.28416666666667
IQSEC1	-0.495125
PATZ1	0.8185
RBM22	1.43075
BAG2	-3.71683333333333
PAQR5	-2.213
C9orf127	1.6613
THNSL1	-0.37
SHROOM3	2.7146
JAM2	-0.55525
SNRPN	-2.88025
ALX4	0.334
CACNA1S	0.1975
FAM130A1	1.062
CORIN	0.5705
CD300LB	0.962
PLEKHG6	0.6575
LRRC40	-0.4755
PCLKC	-1.636
PCDHB16	1.07866666666667
WNT2B	-0.835166666666667
ASNS	-1.45255555555556
MRPL49	-0.186125
FLJ46111	-0.536
ISG20	-0.414
SMU1	-0.676166666666667
CASZ1	1.2785
POLR1D	0.1895
GIN1	0.56875
SNAG1	0.599
ANKRD29	-1.844
CDKN2AIP	0.0645
KRR1	0.98125
CXCL1	-4.216
EPM2A	1.076
PC	1.041
DEFB127	0.393
PDZRN4	0.6485
FAH	1.813125
OR51E1	1.703
CDC2L6	0.501166666666667
DNTTIP1	-0.32675
PAX8	-0.1725
TMEM116	-0.63475
C1orf150	0.8775
PRO2012	-0.0385
MRPL40	-0.908166666666667
BEX1	-1.5231
SLC2A4	-0.523333333333333
PKMYT1	-0.404
FEZF2	0.3645
SLC26A9	-1.39
MAP2	-0.101545454545455
LYL1	-1.85125
SLC25A19	-0.253333333333333
NOS3	-0.582
ZNF34	-0.3825
TMPRSS11F	-0.093
FAM43A	-0.55225
FCRL4	0.329166666666667
KLF14	-0.09375
FLRT2	-1.9225
WRN	-0.7615
SDF2	0.6817
KRT8P12	-0.571
C6orf195	-1.29
C9orf125	-2.38583333333333
DZIP3	0.49375
RIT1	-0.4475
SCML1	0.669666666666667
RHBDF2	-0.778375
OR2G3	-0.45
REXO1L1	-0.2735
MAP3K7IP3	0.699375
C3orf57	-4.13275
FBXW11	-0.236166666666667
ETAA1	-0.1095
C14orf131	0.4451
AKT1S1	0.7545
SLC12A5	-0.924714285714286
C9orf164	0.843
NRIP3	-1.368375
NOS1AP	-1.16475
TMEM121	0.27625
SAP30BP	-0.0721
DGCR6	-0.2295
WDR76	-0.69475
FAM82B	-0.0710833333333334
LOC606495	-0.2215
MAP9	2.25758333333333
BCDIN3D	0.317
CXorf36	3.23383333333333
DSCR3	0.2076
ZFAND3	1.024
C7orf43	0.962333333333333
SPSB3	0.2401
C19orf19	0.574
FAM133A	-3.082625
C12orf25	-0.15225
SLC39A3	0.308
DISP2	-2.00075
PI4KAP2	-1.895
MKRN3	-1.334
ADAMTS13	-1.26075
CBLN3	0.4583
TTYH1	-1.52716666666667
C3orf18	0.127
FLJ13236	-0.15875
ZMYND12	2.86975
C18orf25	1.3485
GLB1L3	-2.353
ATP13A5	0.489
RANBP10	-0.688
CD96	-1.0171
DENND1C	-0.76525
RBMS3	-0.9224
SLC41A3	-0.0836666666666667
DGCR6L	-0.0585
TMEM128	1.0335
CSNK1G3	0.659357142857143
MOBKL2C	-0.000624999999999994
TSPAN6	-0.2185
MATN2	-0.6304
MSL2L1	0.238333333333333
ST6GALNAC2	-0.8435
FGFBP2	0.066625
FGL1	-5.41016666666667
MPP3	-2.6605
ARHGEF6	1.16016666666667
TGFBR2	-0.36325
ACMSD	3.7245
IL33	2.48525
C9orf5	-0.608416666666667
DEAF1	-0.0573
AMN	0.5035
DEFA6	0.310571428571429
RNF212	-2.91975
METT5D1	0.813333333333333
CIB1	0.9954
TSSK1B	0.712
KIAA1727	2.001
ZNF680	0.842416666666667
LOC399900	-1.433
LOC152217	-0.195166666666667
CTNNAL1	-3.3175
CIT	-1.38008333333333
TLE6	-0.37675
ZNF607	-0.9205
HERC4	-1.63133333333333
DRAP1	-0.5686
PEMT	-0.37575
C10orf111	-1.0555
ZNF575	0.32725
KCTD7	-0.103
MYO1F	0.31725
LOC285382	-0.655
RAB11A	2.0662
PLCD3	-1.336
C15orf28	-0.279
PTBP2	-1.193875
CTB-1048E9.5	0.086375
C19orf60	-0.5155
C7orf25	-0.0616666666666667
SETD7	1.66775
HOXB9	-4.3515
VANGL1	0.4438125
CHAF1B	-1.4715
NDUFA3	-0.14925
KIAA1328	0.3535
SHARPIN	-0.198625
TTC23	-1.620125
UGP2	0.707083333333333
ANKIB1	1.626
CIRBP	0.949857142857143
SEC14L4	-3.86816666666667
OVCH1	0.2225
VPS52	1.1405
FAT	-2.068
M6PRBP1	-0.514
GPRIN3	0.6945
PPM1F	-0.739833333333333
TSR1	-0.2715
CCDC85A	0.47175
PCSK5	0.4225
ZFHX3	-0.476
HEMK1	-1.0358
PGBD2	0.58775
RSRC2	-0.415666666666667
AURKC	-1.28483333333333
SCRIB	-0.946125
ORM2	-4.4805
FAM115A	-0.587
FZD6	1.243125
UNC119	0.306166666666667
GPX3	-0.6489
NOV	-1.24075
CABC1	0.200375
CDC42SE2	0.3308125
EIF2S2	0.0521
RNF130	0.647875
CKAP5	-0.033
RP11-413M3.2	-0.00950000000000001
C10orf18	0.9357
TMEM93	-0.394
DYX1C1	1.40175
KCNMB2	-2.126875
ANK3	0.563
KRT5	-0.2769
CDH12	-0.694
QRSL1	0.5025
JUB	-2.06375
SHC4	-2.087625
CCL15	1.35266666666667
CCDC22	0.15525
SNX24	0.2445
RARS	-0.1975
MORC2	-0.566625
FAM48A	0.152
MT1H	-0.4655
PPP1R14C	-2.54
FOXD1	-2.59771428571429
C1orf213	-2.76525
AMT	-2.7507
DSN1	-0.56475
PTPLAD2	2.95075
DIS3L	0.175
RASL11A	0.228
GPRC5B	-0.228875
FRMD7	0.2615
STRN4	-0.00300000000000001
KITLG	4.27177272727273
HDGF	0.83425
OR1S1	-0.2775
SETX	-0.5243
DDR2	-0.755
KCTD12	0.8255
LYZL2	1.74775
WDR52	-0.048
TMEM2	-0.371375
ZNF579	0.224666666666667
LOC200810	1.61275
TNFSF9	-2.4275
PPFIA4	-3.20075
CNIH3	-0.211666666666667
MAP4K4	-1.31564285714286
ROD1	0.354
ALS2CR12	1.292
DOCK3	-0.869666666666667
PAQR9	-3.81125
ASB17	0.543666666666667
STX16	-0.624
FEZ2	-0.352166666666667
DLAT	-0.325166666666667
KIF21B	-1.61083333333333
CDC5L	0.26175
TMEM119	0.631333333333333
CRIP3	-2.142
TPSD1	-0.1505
TEPP	0.16425
GNGT2	1.038
C21orf121	-0.491
WNK1	0.521666666666667
FLJ10490	0.5608
OR51B5	-2.1935
LOC203547	0.359625
HAS1	-1.3395
PPA1	-0.308666666666667
ST7	0.222125
C11orf46	0.7322
POPDC3	-3.88933333333333
ACOX2	1.90066666666667
ATCAY	-0.230666666666667
TM4SF19	-0.9395
MFSD9	0.0861666666666667
PDHB	0.5
ERN1	1.19275
LCE3C	0.6
GPR111	0.747
NOTCH3	1.33216666666667
ADAMTS5	0.99325
B3GALT1	-1.27675
UGCGL1	0.984833333333333
FAM58A	0.3725
FBXO32	1.0865
CLPP	0.036
NXPH1	-1.16175
MTMR3	0.5625
ATP1B3	-0.65225
TMEM16A	3.0285
HIST1H3F	0.075
TRIM25	0.4355
SDCBP2	2.6055
CRKL	-1.38175
HOXB2	2.12466666666667
ANP32B	-0.41575
GATM	3.2665
AP4E1	0.225125
EDG5	0.2135
CDKN3	-0.595833333333333
CDH4	-2.6145
PGD	-0.425833333333333
RND1	1.1805
GAD1	-3.4301
MPG	-0.1935
LOC440350	-0.343
ZNF133	-0.26675
SERPINB12	0.3005
AMELY	-0.279833333333333
DHX36	-0.39375
TNFAIP8L2	2.691
PHTF2	2.22444444444444
CCDC112	-0.523
IQCC	-1.1345
HEYL	2.24966666666667
FTSJ2	-0.252666666666667
APPL1	1.631125
RAB43	-0.377857142857143
OR10G2	0.2035
WAC	0.398
ADCY9	0.871875
RUNDC2B	0.0956666666666667
PYCRL	-0.4394
AGPAT7	-1.0835
SLC22A9	-1.64366666666667
CDKAL1	0.2675
PDYN	-0.504166666666667
C20orf74	-0.2395
MTMR11	0.00049999999999999
VAV3	4.90775
DAPL1	1.1305
STXBP3	0.855
EIF3G	-0.2565
ARHGAP22	-1.578
NPFFR1	0.4495
NPC1	-0.316
ALDH9A1	1.49633333333333
ZNF600	0.162875
ZNF678	0.63
RASSF1	-0.0574166666666667
ADD2	-2.888625
PITPNB	-0.088
PKD2L2	0.375625
LRP11	0.52125
CDKL1	0.421
SMEK2	0.81675
PRODH2	-3.48633333333333
C11orf54	0.612166666666667
SFRS11	-0.889
IL7	-0.522166666666667
ALS2CR16	0.95175
BTG3	-1.6365
PAK2	0.335388888888889
RP11-679B17.1	-0.35025
GATA4	-1.6375
ATP2B1	0.29475
LOC130940	1.5195
C1orf172	1.759
ATF7IP2	-1.2665
SLC25A43	0.150833333333333
CENTG3	-0.751583333333333
IGF2BP1	-4.3091
FCHSD1	0.1555
CAMK2N2	0.5085
ELAVL3	-0.3417
NBPF15	-1.05533333333333
UBE2J2	0.455454545454545
GNL2	-0.74575
PRR3	0.1308
NLF2	1.121
OR4F6	0.4615
KLHL24	0.109
CCDC88A	-2.1349
SGPP1	0.577
C10orf11	-1.037
SLC35B4	-0.986666666666667
UGT3A2	-0.2905
ARNT2	0.5456
CBR1	-2.90375
ITPR3	-0.719333333333333
TRAPPC6B	0.1124
AMZ1	2.1975
ARP11	1.2235
WDSUB1	0.187
APBA1	-0.0198333333333333
RAB2A	1.0036
C6orf162	-0.13375
HPSE2	0.44375
PLCE1	-0.98825
INSL3	0.26725
DLG1	0.3566
PTPLA	-4.672
PIGX	0.317875
TFIP11	-0.0055
FIBIN	1.2375
POLR2G	-0.3645
GRAP2	-1.7668
DNAJB8	-1.08375
CNBP	0.420666666666667
WASF1	0.93725
INPP5E	-1.6424
HSPB1	1.5834375
TMEM167	0.2431
CUBN	-0.038
IGF1	1.1954375
ITPK1	1.7014
NAALAD2	-1.021875
G3BP1	0.6742
NT5DC1	0.5665
CYP39A1	2.179
TMEM139	0.0150833333333333
POLK	-0.4375
GLULD1	-2.18275
RBM15	0.524333333333333
AMZ2	-0.18225
GDF15	-3.4655
MESDC2	0.923
INCA	0.354333333333333
ACY1L2	-2.9505
GZMM	-0.562666666666667
PAIP1	0.76875
CACNA2D1	0.8985
STK32C	0.411333333333333
SH3BP4	0.979
DEC1	0.312
PADI1	0.1525
UBB	-1.8315
PON3	-0.0775
PROP1	0.534
ANKRD13B	-0.404
ADCK1	2.32725
TCF25	-0.12225
SLC38A5	-2.76625
CXorf26	0.214333333333333
C19orf39	0.39
PPP1R13B	2.08675
ARL2	-1.3615
TCL6	-0.131166666666667
TOP3A	-1.219
SLC16A14	1.833125
FXYD6	0.0508333333333333
HIST1H4E	-0.38575
BBC3	0.250473684210526
UNC5A	0.233333333333333
FAM86C	0.1081
PI4KB	0.6055
B3GAT1	-3.73175
SUSD2	0.196333333333333
OAZ2	0.217
NOC4L	-0.2945
C10orf12	-0.26175
FADS1	-3.61683333333333
LOC144097	-0.60225
DKK2	1.897
KIAA1949	-1.17575
RHOT1	0.0957
OXT	0.6315
GPR153	0.61875
ARL4A	-1.04916666666667
SAAL1	0.814
CCDC64	-0.4035
USE1	-0.604
HNMT	0.269333333333333
PCGF3	0.3845625
CYP2C19	0.40325
C20orf4	0.6815
CCDC11	-0.83775
ACSBG2	-0.782
RWDD2A	0.82
PALLD	1.618
CPLX4	1.023
LOC492311	0.69275
KPNA2	-0.3275
MACROD1	-0.0948
TMCO3	0.4055
C15orf52	-0.248166666666667
BIRC5	0.539866666666667
PRR16	-0.9235
FAM63B	-0.627375
