Hybridization REF	TCGA-A8-A0A2-01A-11R-A034-07
RY1	-0.648666666666667
ATAD2B	0.46925
ARHGAP17	-0.5169
KCNIP3	-1.3645
SFPQ	0.206625
GFRA4	0.400166666666667
AKR1B10	-3.85125
TIGD6	1.64016666666667
RGS16	1.586
URB1	-0.622833333333333
OR4C46	0.145166666666667
TOP3B	-1.00525
NFATC4	1.3855
CA14	-2.072
BMPR1A	-1.82066666666667
SNRP70	-0.66625
PRL	-0.21775
C6orf130	-0.42375
STAG2	0.3935
CD55	-0.512214285714286
RPS23	1.18216666666667
SSX2	-1.4065
FDPSL2A	-0.90525
FBXO27	-0.978875
SYNGR3	-1.8985
TMSL3	1.68625
EML1	-1.351
NUP93	-1.50116666666667
SMAD3	0.5448
KIAA1189	0.702833333333333
HNRPUL2	0.435666666666667
TBC1D12	1.573
C16orf24	0.617
MRVI1	2.0145
ZNF581	-0.416833333333333
ELOVL3	-0.616
OR51Q1	-0.14
CACNB3	0.902833333333333
GALNT13	-1.171875
C10orf84	1.047
NEDD4	-0.194
SPO11	-0.4175
OR5AU1	0.1995
NEK4	0.769642857142857
PRKAR2A	-0.0811666666666667
IHPK1	-0.428666666666667
ATP6V0B	0.20875
CACNA1E	0.9175
CEACAM8	0.322
PEX14	-0.19
FLJ12993	-1.799
ZBTB38	0.904583333333333
PCTK2	0.316333333333333
LRRC16	0.908
FBLIM1	-0.224833333333333
FYCO1	1.37625
RP5-1022P6.2	-0.03375
CMTM1	0.0513333333333333
PLTP	-0.150666666666667
RAPH1	0.957125
DOCK8	0.968875
EZH2	-1.9422
SLC25A1	-1.0375
PLEKHB1	-1.2279
GRB7	0.7408
ZFP37	0.01575
MRPL33	-0.11225
PELO	-0.5655
ARMC1	9.09090909090935e-05
C9orf27	0.154875
FLJ25778	0.1285
C9orf37	-0.852
TMEM66	1.07425
SPRN	0.163125
HBEGF	-0.270875
PI4KA	-0.227
LEPRE1	-0.95525
POU2AF1	-1.103125
MRPL12	-0.754166666666667
REP15	-0.2825
ZC3H3	0.4685
RASAL1	-1.83075
DDAH1	1.160625
ACBD5	1.05125
TMC2	-0.3185
CCDC137	-0.789
SAMD13	-1.98466666666667
UGT2B15	-0.2325
TIPARP	0.67425
DNASE1L3	0.674
TRIM72	-0.0246666666666667
DBX2	0.63825
IPO8	0.2505
C21orf88	-0.5286
MAP3K14	0.49275
LOC51233	0.406666666666667
GGTLA4	-1.26275
PDE6D	-0.24675
ZNF117	0.30725
CLK2	-0.319375
NKRF	-0.91025
TNFSF15	-0.0824
DUSP2	-0.97625
SECISBP2	0.4541
GABRR2	-0.3395
PPAP2C	1.422
LOC51145	0.095
PAG1	0.209625
PIK3C3	0.10025
GNG10	-1.0025
APOL4	0.169166666666667
ANKRD28	-0.1595
STMN3	-1.1714
RAB14	0.9265
CDK2AP2	-0.69825
HDDC3	0.266
COMMD7	0.385875
CXXC1	-0.0005
HMCN1	0.3145
CD40	0.13325
DYNC1LI2	-0.243375
GDI1	0.22375
LOC646938	-0.293
VSNL1	-1.56
PIH1D1	-0.4435
RAET1G	-1.3365
KRTAP5-9	-0.5135
EFTUD2	-0.4875
ZNF311	1.10733333333333
ATP6V1G3	0.1065
OR2W3	0.036
SCN4A	0.30925
MED10	-1.08075
FAM135A	-0.9351
ARHGAP4	-1.03
EHMT2	-0.46375
UFD1L	-0.5325
ERMP1	1.15425
MAG1	-2.18066666666667
THAP8	-0.106333333333333
HACE1	0.434
FAM82C	0.905833333333333
C3orf20	0.17
UNC84A	0.0745
SCD5	-0.454714285714286
LASS6	2.454625
LSG1	0.0705
MAL	-5.28375
GPR22	0.084
WDR5B	1.127
ACTRT1	0.322
C17orf60	0.2105
GRIN2C	-0.0458
ARMC8	-0.14325
SLC47A1	-2.33333333333333
DMPK	0.3445
DHRS13	-0.6895
SMC1A	-0.836666666666667
KRTAP17-1	0.504
SMYD5	-0.658
TUSC2	0.496375
CRHR2	0.1425
KIR3DL2	0.029
CCDC104	0.5715
ATP2C1	0.519
CROT	1.1545
PABPC3	0.223166666666667
EGR1	-0.722833333333333
THSD1	0.335
KHK	-0.52025
SLC12A2	2.6176875
CD58	-1.2225
STOX2	-1.15716666666667
CCDC76	-0.0393
CCDC48	4.6785
DNAH1	0.357166666666667
ZIC4	-0.0455
OR1G1	0.6205
PSMC6	-0.1095
PROKR1	-0.093
ABCB1	-0.857
TRAT1	-0.8675
LLGL1	-0.096
MTF1	1.03075
USP54	1.856875
PAGE2B	-2.0535
ITGB7	-3.2695
CCDC81	0.052
LOC149837	-0.0345
SCUBE1	-0.0885
ZSCAN10	0.7465
HUWE1	0.253142857142857
CDH17	0.5875
CD180	0.6975
IL17A	0.21
TMPO	-1.3395
KIAA1524	-1.50216666666667
HDGFRP3	0.545666666666667
OXCT1	-1.47263636363636
RRAS2	-2.54516666666667
LTBP2	2.1893125
SV2B	0.4075
CYP2A6	0.512625
PKD1L2	-0.824
PPM1M	0.797
FLJ22662	2.67166666666667
ZNF502	2.10175
GP6	-1.06475
CRYBA2	-0.62675
LEF1	-2.4788
CTPS	-3.109
EYA1	-2.48716666666667
EPS8L1	1.652
MAPK14	-0.4015
SERPINB2	-4.399375
GTF2F2	-0.9705
ZNHIT4	-0.312
PLA1A	0.2035
C20orf114	1.90875
HPR	-4.332
C18orf2	-2.53966666666667
SATB2	-1.1655
KCNJ9	-0.00375000000000001
MGC157906	0.3265
MOCS3	-0.14925
C17orf71	-0.278
PPHLN1	0.1311
HIST1H2BN	-1.473125
RAPGEF1	-0.217
MAP3K8	1.64625
DLG4	-0.150166666666667
STC1	1.532
CDGAP	1.25025
DDX26B	-1.1085
LOC150223	-1.60725
CPSF3	-1.10816666666667
TMEM14A	0.202
MYH3	-1.891
GPKOW	0.00125
SULT1A1	-0.0335
SPON1	3.2847
YY1AP1	0.797333333333333
RAB23	0.0415
PLA2G4A	-4.042
MAPRE3	-0.29125
ZNF516	-0.328928571428571
GGPS1	1.0325
EXOC3L2	0.121875
C19orf42	0.4638
MAP2K2	-0.326333333333333
HIST1H2BB	-0.9105
RNF19B	0.644666666666667
C6orf128	0.586333333333333
TLR8	2.4585
PCDHA9	0.986
CARS2	-0.46925
CLUL1	2.84616666666667
RHAG	-3.88833333333333
UNK	0.2465
EXOC8	1.0476
C9orf95	0.97475
C14orf143	-0.147
MAML3	0.302625
LDHA	-2.18925
MRPL20	0.236375
KLHDC6	0.217
ATP5S	0.220833333333333
C8orf55	0.1885
PHF19	-2.671625
KRTAP13-4	0.4445
TTC5	0.075
XKR5	-0.56475
SILV	-4.08466666666667
TEX28	0.1705
TCTN1	1.18375
CX40.1	-0.177
PPP2R5C	-0.115875
C12orf30	-1.19466666666667
CAPG	1.6815
MPZL1	0.74145
ARSB	-1.51683333333333
TDH	-1.907
WASF4	1.09075
TSSK3	-1.0695
7A5	1.9325
CRISPLD1	3.7905
MAD1L1	-0.5735
SPIN4	-0.286833333333333
AMPD1	1.25125
DPYSL5	0.1025
INPP1	-0.7125
ANKRD11	-0.764222222222222
NPAS4	-0.2215
GCET2	-0.1806
RNASE9	-0.194
GUCY2D	0.127166666666667
CCDC98	-0.00149999999999999
FGF4	-0.493875
CPM	-0.475666666666667
SLC26A4	-1.114
PLD5	-0.129
FAM59A	-1.202
FBXO5	-2.30733333333333
SIPA1L1	0.9305
DPYS	0.065
ATG4D	-0.076
TGM3	1.235
MTCH1	-0.1615
HK1	0.238642857142857
CDC26	-0.311875
GALNT12	-3.28416666666667
LOC339229	0.178
MRPL35	-0.036
ORC4L	0.193375
TNKS	0.482357142857143
C2orf24	0.3135
ZNF553	0.446666666666667
GGTLA1	2.355
ZNF497	0.5875
CDY1B	0.161
SLC30A4	0.644625
TUB	-1.439125
ARHGEF18	0.04375
ARRB1	0.743
KCNK1	2.922
EREG	-2.5586
SCAMP5	0.61375
RUNDC3B	0.507
ADAMTS20	-0.2155
IL17RB	-0.66875
FLJ20323	0.054
MCAM	-0.42
POLR3E	-1.252
AQR	0.4725
IPMK	0.3435
CDCA7	-3.663
CAMP	-1.22775
GRHL3	-1.1955
ADAMTSL2	1.00383333333333
CLMN	3.27783333333333
SSTR3	0.4165
MAGEA5	-2.38983333333333
OVOL2	4.3105
JMJD1B	0.855
RBL2	0.1965
PYGO2	0.9685
PPP1R10	0.579333333333333
CSE1L	-1.14333333333333
LCA5	0.9005
RDH16	-0.2155
ASRGL1	-0.406625
TOM1	0.192333333333333
PTX3	-5.97475
TTC15	0.55825
SCGB3A1	0.819333333333333
MRPL50	-1.0715
RCAN3	0.846
SLC26A11	1.42725
STYX	0.469666666666667
CINP	0.09775
MARCH7	-0.06625
PFKM	-1.42983333333333
SGMS1	0.215333333333333
RIOK3	-0.2622
C1orf110	0.385
CES7	-0.09175
LOC440248	-0.56525
PPP1R12C	0.1475
C10orf27	0.3435
ATG9A	-0.85975
MRPS26	0.0915
TMEM40	-1.00825
ELP3	0.0522
ZNF787	0.275
HIAT1	-0.091125
C8orf34	0.479166666666667
MGC4655	0.154
PELI1	-0.3125
PPT1	1.1557
SLC35C2	-0.4855
C6orf125	-0.38175
MUC4	-1.56766666666667
RFC4	-2.02042857142857
GNB2	0.614
NUP50	-0.868214285714286
SULT4A1	-1.46666666666667
C7	1.62775
CCDC130	0.368333333333333
ARRDC4	-0.055
RQCD1	-1.038
GLYCTK	-1.2815
AYTL2	-0.505090909090909
MTUS1	2.1706
LEMD3	0.3505
PLEKHF2	2.31525
HOXA7	-0.16025
GTF3C2	-1.26
DYNLRB2	3.0115
CNOT10	-0.1445
MR1	0.351
FFAR1	-0.21225
PRIC285	-0.07175
SLITRK6	5.7795
LIX1	-1.7736
UBE1L2	-0.115083333333333
F8	0.609625
ACHE	-0.1255
KPNA5	-0.1465
TNFRSF12A	-1.0265
EGR3	-0.2905
SERPIND1	-3.061
OASL	1.1205
IFRD1	-1.610125
WDFY1	-0.1295
ZNF267	-0.47925
ACCN5	0.587
ZBTB6	-0.17225
PPP1R3A	0.0775
PRRT3	2.59875
FBXL19	-0.814
TXNIP	0.804357142857143
ACTN2	-1.22725
ATG9B	-0.569625
C9orf117	-0.249625
IL27	-0.0405
RPL36AL	0.379833333333333
KLK15	0.15275
CHAD	1.355
RAP2B	-1.0106
HEBP2	1.599
ZNF342	0.5895
CAMK2G	-0.634833333333333
TLR3	1.6905
FGF14	0.19525
HMGB2	-1.018625
TRPM5	-0.368833333333333
OR5M11	-0.041
KIF3B	0.546947368421053
PRICKLE2	1.93925
MTMR9	0.761
C3orf27	-0.08625
GLRA3	-1.1875
NSDHL	-0.554666666666667
TMEM32	0.00825
POLR2D	-1.52791666666667
MYADML	0.2135
C9orf114	-0.8945
MRGPRX1	0.503
TOPORS	0.64175
CLDN19	-0.6675
C1QL4	-0.1565
RNF165	1.32
DHRS9	-0.35975
DNAH2	-0.8655
FXR1	-0.429833333333333
ZMYM3	-0.5215
CASP3	-0.019
FAM120C	-0.70225
SCLY	-1.6575
CA7	-0.122
ENTPD5	1.00366666666667
ZNF461	0.169125
PDIA5	-0.6335
C1orf19	-0.333666666666667
TMEM67	0.3535
KCTD20	-0.661
WDR47	0.5675
FLJ38723	0.169
KLRF1	-0.0828333333333333
TAS2R16	0.1795
CLDN12	1.4225
PRKCE	-0.06725
UBXD4	-0.76425
ITGAM	2.47316666666667
GLT8D3	-0.01225
WDR31	1.5099
RGS2	-0.489
OR51L1	0.348
MST1R	1
KIAA1737	2.2595
OR4A5	-0.186
GLIS1	-0.333833333333333
PTMA	-0.0137857142857143
NAPA	0.63175
PRDM11	-0.079
LIPF	0.3715
DIRAS3	0.881
ASGR2	-3.982375
C1QTNF4	0.80025
PIK3R4	0.350166666666667
ARMC3	0.0835
NDUFV3	-0.408416666666667
BTBD3	-1.18133333333333
PPP1R2	0.17975
UBE2NL	-0.508
FOSL2	0.789785714285714
FAM119A	-1.73016666666667
TUBA4A	0.0410000000000001
KRTAP12-1	0.133
SFRS2	-0.61225
RHPN1	-0.2178
EEF2	0.223833333333333
ZDHHC11	-1.77883333333333
EPHA3	-0.6873
RBM12	0.129
H2AFJ	1.11758333333333
EDIL3	2.754
KIF26A	-1.83025
SERGEF	-0.22675
B3GALT4	2.4285
LOC90925	2.43683333333333
OSCAR	0.198125
NPFF	0.00675
DEDD	0.845
TMEM155	-0.561625
PTPN1	0.22825
SCYL2	0.241833333333333
SKAP1	3.1615
LEAP2	-1.21233333333333
GADD45G	2.8147
IFITM3	0.334625
PILRB	0.687333333333333
SLU7	0.678125
DSC3	0.14725
DNMT3L	-1.57425
PAPD5	0.159
B3GNT3	-2.44083333333333
LHCGR	0.215
MSL-1	0.8555
UBE2S	-1.995
SAP130	-0.61975
ANAPC11	0.48325
MAGED4B	-2.262
ATP6V1B2	0.483166666666667
C14orf179	1.685875
CAPZA1	-0.284625
CDYL2	0.4315
GLRX3	-1.00033333333333
LOC136288	-0.06775
MOBKL1A	0.9015
HTR2B	2.87575
CRYGD	-0.0835
NUS1	-1.14483333333333
PGRMC1	0.7265
MYOM2	-1.01125
FLJ39653	-0.706333333333333
CHM	0.2339
OR5M8	0.1415
ZNF619	0.7905
FAM105A	1.51025
CCNL1	-0.208
NAP1L3	0.35175
C10orf57	2.15433333333333
B3GALNT1	-0.0878333333333333
CSN1S2A	0.05
TCP10L	0.41925
GDAP2	0.059375
DMKN	0.655833333333333
COX6B1	0.11925
DNASE2	0.557166666666667
MSH5	-2.08825
LGMN	-0.3575
USP31	0.0978
OR13C8	0.359
SDCBP	-0.1266
NUDT11	-2.375
PYGL	-0.4835
SNPH	-1.25216666666667
B3GNT4	-1.7215
MIZF	-0.4836
NUBPL	0.021625
NOD1	0.0766666666666667
CDH22	0.726375
NUBP1	0.160166666666667
DSCAM	-3.89975
DGKI	0.384
FAM136A	-1.08
AKAP1	0.388
SLC16A6	3.59275
RIN3	0.241
PSG2	-0.51325
DIP2B	0.582666666666667
PSORS1C1	-1.3186
KIAA0495	-0.12
FLJ90709	0.595666666666667
LPA	-0.101833333333333
PIGA	-0.599833333333333
LY75	1.07433333333333
UTS2	-5.68116666666667
RREB1	0.22275
GALNACT-2	0.4932
MGC3196	-0.6135
FLJ31568	-0.12925
LPHN1	0.44275
SP1	1.059125
TOX4	1.17333333333333
HSPA9	0.00339999999999998
APOBEC1	0.145
SLC35E4	-0.4605
LSM5	-0.86075
SURF1	0.50575
ZBTB1	1.68991666666667
GTF2F1	-0.164
RPS15A	-0.249428571428571
DUSP21	-0.0905
GINS4	-3.371
MYO15A	-0.838833333333333
GIMAP7	3.38275
MGC13379	0.66475
ATP6V1E2	-0.667
UTP3	0.2225
HNRPA3	-0.569625
MT4	0.086
C14orf155	-0.02925
U1SNRNPBP	0.9435
CKLF	-0.786833333333333
PLEKHN1	-0.685333333333333
MBNL1	0.0439166666666667
NUP160	-1.371
ACSM2A	-1.76075
LOC129881	-0.0255
KIAA1529	0.493
FLJ22639	-0.3455
HAND1	-1.3675
GSX1	0.156
FGA	-3.8239375
SERPINB1	0.787
ZNF642	0.73225
IGFBP1	-8.046875
SLC1A1	0.827625
DHX57	-0.154375
ZNF766	0.984
PTPN21	0.481
GDPD3	-1.40516666666667
PNPLA5	-0.159
TBR1	-0.0106666666666667
FAM116A	0.9165
IQGAP1	0.725625
FOS	1.145375
ZNF226	0.847375
FIGNL1	-0.5485
C14orf1	0.317
ZMYND17	-0.0855
PUS7	-0.820166666666667
TUBB6	-1.089375
KCNQ2	-1.51325
MARCH6	0.744666666666667
CCDC33	0.2315
PRODH	0.819
RBM11	-0.0505
EPHA6	0.19525
SLC43A1	-1.536
LOC196541	0.205625
NTN1	0.87025
ING4	0.832
PCDHB10	0.19225
DPH2	-0.935
SPACA4	-0.22
FBXL21	-3.3395
DIAPH1	-0.5755
ZNF71	0.9675
CEP76	-0.82
CORO1A	-0.49775
RRM2	-3.371875
EDG4	0.6335
OS9	0.174
SLC4A1AP	-0.03925
COG5	0.23
COPS8	-0.5405
NGLY1	-0.461
NCBP2	-0.3215
C17orf42	-0.3915
GPSM3	0.428625
SIL1	0.557666666666667
ASB6	-0.4925
SMAD5OS	0.1155
UNC93A	-3.001875
A1BG	0.677666666666667
C21orf62	0.30975
FMO5	1.77291666666667
ATRIP	0.3535
CEBPG	-0.396333333333333
C7orf38	0.730166666666667
TNFRSF1B	0.582833333333333
CLEC1A	1.23
IQSEC1	0.46075
PATZ1	1.8623
RBM22	1.195125
BAG2	-2.28233333333333
PAQR5	-2.394
C9orf127	0.8975
THNSL1	-0.49225
SHROOM3	3.5505
JAM2	0.69975
SNRPN	-1.11575
ALX4	-0.081
CACNA1S	-0.0095
FAM130A1	1.7915
CORIN	2.6705
CD300LB	0.374
PLEKHG6	0.582
LRRC40	-0.625
PCLKC	-1.1355
PCDHB16	0.165833333333333
WNT2B	0.8875
ASNS	-2.16011111111111
MRPL49	-0.420875
FLJ46111	-0.64575
ISG20	0.015375
SMU1	-0.456166666666667
CASZ1	0.99
POLR1D	-0.45875
GIN1	0.4075
SNAG1	0.208333333333333
ANKRD29	-1.4295
CDKN2AIP	0.41475
KRR1	0.41775
CXCL1	-4.9365
EPM2A	-0.2096
PC	-2.2025
DEFB127	-0.3525
PDZRN4	1.45016666666667
FAH	1.027375
OR51E1	1.1295
CDC2L6	0.539333333333333
DNTTIP1	-0.71675
PAX8	0.703
TMEM116	0.982
C1orf150	0.5055
PRO2012	0.28375
MRPL40	0.149666666666667
BEX1	3.0799
SLC2A4	-1.16866666666667
PKMYT1	-1.873
FEZF2	-0.337
SLC26A9	-2.16775
MAP2	-0.03275
LYL1	-1.095
SLC25A19	-0.628333333333333
NOS3	-0.388
ZNF34	0.858166666666667
TMPRSS11F	-0.523
FAM43A	-0.95225
FCRL4	0.722333333333333
KLF14	0.208
FLRT2	-0.2125
WRN	-0.89225
SDF2	0.7741
KRT8P12	-0.42975
C6orf195	0.227
C9orf125	-2.15483333333333
DZIP3	0.35675
RIT1	-0.104416666666667
SCML1	-2.56733333333333
RHBDF2	-0.17975
OR2G3	0.3525
REXO1L1	0.03
MAP3K7IP3	0.98175
C3orf57	-5.2885
FBXW11	0.499833333333333
ETAA1	-0.7105
C14orf131	0.6661
AKT1S1	-0.05675
SLC12A5	-1.13325
C9orf164	1.01425
NRIP3	2.677625
NOS1AP	1.31675
TMEM121	0.77725
SAP30BP	-0.1845
DGCR6	0.488
WDR76	-1.27075
FAM82B	-0.0305833333333333
LOC606495	-0.036
MAP9	0.552166666666667
BCDIN3D	0.893
CXorf36	2.01333333333333
DSCR3	-0.7527
ZFAND3	0.642125
C7orf43	0.1045
SPSB3	0.8811
C19orf19	0.64225
FAM133A	-1.581875
C12orf25	0.44625
SLC39A3	-0.449
DISP2	1.00975
PI4KAP2	-1.345
MKRN3	-2.25483333333333
ADAMTS13	-0.188875
CBLN3	0.2056
TTYH1	-1.56683333333333
C3orf18	0.55375
FLJ13236	-2.12275
ZMYND12	2.50825
C18orf25	0.3745
GLB1L3	-0.964
ATP13A5	0.221
RANBP10	-0.0635
CD96	-0.8875
DENND1C	-0.19075
RBMS3	0.7405
SLC41A3	0.459166666666667
DGCR6L	0.45025
TMEM128	0.752
CSNK1G3	0.977571428571429
MOBKL2C	0.949625
TSPAN6	-0.00874999999999998
MATN2	-1.8396
MSL2L1	0.8175
ST6GALNAC2	0.0531666666666666
FGFBP2	-1.224625
FGL1	-5.98633333333333
MPP3	-0.727666666666667
ARHGEF6	1.404
TGFBR2	0.2145
ACMSD	-0.72875
IL33	2.32425
C9orf5	-0.203416666666667
DEAF1	-0.0232
AMN	0.1035
DEFA6	0.120625
RNF212	-0.936
METT5D1	0.465166666666667
CIB1	0.6903
TSSK1B	0.198
KIAA1727	2.33775
ZNF680	0.549916666666667
LOC399900	-1.1965
LOC152217	-0.136333333333333
CTNNAL1	-2.631
CIT	-2.51483333333333
TLE6	0.882
ZNF607	-0.599
HERC4	-0.634166666666667
DRAP1	-0.6198
PEMT	-1.0195
C10orf111	-0.439
ZNF575	0.852875
KCTD7	0.052
MYO1F	0.77725
LOC285382	-0.0295
RAB11A	1.0226
PLCD3	-0.44775
C15orf28	-0.09375
PTBP2	-0.465625
CTB-1048E9.5	-0.220375
C19orf60	-0.532
C7orf25	0.581
SETD7	1.297125
HOXB9	-4.5265
VANGL1	-0.882125
CHAF1B	-2.3445
NDUFA3	0.4945
KIAA1328	-0.043
SHARPIN	0.368875
TTC23	-0.972375
UGP2	-0.101416666666667
ANKIB1	1.2167
CIRBP	2.11428571428571
SEC14L4	-3.3995
OVCH1	-0.143833333333333
VPS52	-0.125
FAT	-1.283125
M6PRBP1	-0.396
GPRIN3	0.2345
PPM1F	-1.3025
TSR1	-0.1825
CCDC85A	1.619
PCSK5	2.34975
ZFHX3	1.0775
HEMK1	0.4454
PGBD2	0.06275
RSRC2	0.2575
AURKC	-1.33383333333333
SCRIB	0.30475
ORM2	-4.28766666666667
FAM115A	-0.2834
FZD6	-1.139
UNC119	-0.377833333333333
GPX3	-1.2519
NOV	-0.214875
CABC1	0.007625
CDC42SE2	-0.2348125
EIF2S2	-0.8353
RNF130	0.790375
CKAP5	-0.906
RP11-413M3.2	0.102375
C10orf18	1.2482
TMEM93	0.05325
DYX1C1	1.512
KCNMB2	-1.121
ANK3	2.06941666666667
KRT5	-1.4373
CDH12	-1.344875
QRSL1	0.00312499999999999
JUB	-0.47375
SHC4	-2.44525
CCL15	1.15433333333333
CCDC22	-0.177
SNX24	0.91425
RARS	-0.07
MORC2	0.68525
FAM48A	-0.38825
MT1H	-2.1035
PPP1R14C	-2.98416666666667
FOXD1	-2.23257142857143
C1orf213	-2.05275
AMT	-0.8922
DSN1	-1.59025
PTPLAD2	3.17725
DIS3L	0.524
RASL11A	1.9995
GPRC5B	-0.404125
FRMD7	1.3435
STRN4	-0.0065
KITLG	2.00204545454545
HDGF	0.04225
OR1S1	-0.083
SETX	0.0842
DDR2	-0.002
KCTD12	2.0945
LYZL2	-0.483
WDR52	1.319
TMEM2	1.7405
ZNF579	0.6895
LOC200810	-0.268
TNFSF9	-2.28975
PPFIA4	-3.5585
CNIH3	0.002
MAP4K4	-1.43935714285714
ROD1	0.1075
ALS2CR12	0.0711666666666667
DOCK3	-1.5535
PAQR9	-4.24575
ASB17	0.00516666666666668
STX16	-1.16825
FEZ2	-0.0138333333333333
DLAT	-0.702
KIF21B	-1.40116666666667
CDC5L	-0.34225
TMEM119	1.72783333333333
CRIP3	-1.436
TPSD1	-0.0216666666666667
TEPP	-0.0515
GNGT2	0.93725
C21orf121	-0.19875
WNK1	-0.166166666666667
FLJ10490	0.747
OR51B5	-2.256
LOC203547	-1.0915
HAS1	-0.659
PPA1	-0.633166666666667
ST7	0.11125
C11orf46	0.5239
POPDC3	-4.02016666666667
ACOX2	0.703166666666667
ATCAY	-0.474416666666667
TM4SF19	-2.24025
MFSD9	-0.932
PDHB	-0.37625
ERN1	-0.187
LCE3C	0.1175
GPR111	0.2125
NOTCH3	2.0385
ADAMTS5	2.31875
B3GALT1	-0.76975
UGCGL1	-0.657333333333333
FAM58A	-0.0291666666666667
FBXO32	1.4475
CLPP	0.06
NXPH1	5.88375
MTMR3	1.227
ATP1B3	-0.932125
TMEM16A	3.819625
HIST1H3F	-0.475833333333333
TRIM25	-0.107
SDCBP2	-0.339
CRKL	-0.927625
HOXB2	2.44616666666667
ANP32B	-0.86375
GATM	4.1965
AP4E1	0.06875
EDG5	0.11575
CDKN3	-2.3545
CDH4	-2.816
PGD	-1.969
RND1	0.23
GAD1	-2.3219
MPG	-0.15925
LOC440350	0.1165
ZNF133	0.83675
SERPINB12	-0.026
AMELY	0.0315
DHX36	-0.75575
TNFAIP8L2	2.7615
PHTF2	0.172888888888889
CCDC112	-0.0768333333333333
IQCC	-0.227
HEYL	2.80066666666667
FTSJ2	-0.256166666666667
APPL1	1.529125
RAB43	-0.0522142857142857
OR10G2	-0.069
WAC	0.713666666666667
ADCY9	0.335125
RUNDC2B	0.338666666666667
PYCRL	0.2659
AGPAT7	-0.722666666666667
SLC22A9	-0.922333333333333
CDKAL1	-0.541
PDYN	-0.2515
C20orf74	0.4305
MTMR11	-0.0285
VAV3	4.17
DAPL1	-1.385
STXBP3	0.5125
EIF3G	0.01775
ARHGAP22	-1.56625
NPFFR1	0.0625
NPC1	-0.907166666666667
ALDH9A1	1.96116666666667
ZNF600	0.5345
ZNF678	0.3145
RASSF1	-0.146166666666667
ADD2	-2.4445
PITPNB	0.356375
PKD2L2	0.040125
LRP11	-0.7255
CDKL1	0.04875
SMEK2	0.291
PRODH2	-3.11366666666667
C11orf54	-0.1515
SFRS11	-0.00683333333333333
IL7	-0.243833333333333
ALS2CR16	1.91075
BTG3	-1.60216666666667
PAK2	0.0460555555555555
RP11-679B17.1	-0.8115
GATA4	-1.78016666666667
ATP2B1	0.26075
LOC130940	1.1205
C1orf172	2.60166666666667
ATF7IP2	-0.30175
SLC25A43	-0.2525
CENTG3	-0.453166666666667
IGF2BP1	-3.8939
FCHSD1	-0.084
CAMK2N2	0.7565
ELAVL3	-0.1726
NBPF15	0.0573333333333333
UBE2J2	-0.290666666666667
GNL2	-0.70775
PRR3	-0.605
NLF2	0.802
OR4F6	-0.5035
KLHL24	1.08416666666667
CCDC88A	-1.7255
SGPP1	-0.9525
C10orf11	-0.383166666666667
SLC35B4	-1.5095
UGT3A2	-1.51
ARNT2	0.4615
CBR1	-2.413125
ITPR3	-0.705333333333333
TRAPPC6B	0.00630000000000001
AMZ1	-1.585
ARP11	0.209
WDSUB1	-0.08425
APBA1	0.245333333333333
RAB2A	0.8586
C6orf162	0.191375
HPSE2	0.15275
PLCE1	-1.4485
INSL3	-0.09375
DLG1	0.035
PTPLA	-4.16175
PIGX	0.29425
TFIP11	0.565
FIBIN	2.7275
POLR2G	-0.47625
GRAP2	-1.5264
DNAJB8	-0.42975
CNBP	0.456166666666667
WASF1	-2.8725
INPP5E	-0.8519
HSPB1	0.6155625
TMEM167	-0.0799
CUBN	-0.277
IGF1	3.0684375
ITPK1	0.3019
NAALAD2	-1.1045
G3BP1	-0.0975
NT5DC1	0.365875
CYP39A1	-0.807
TMEM139	0.0813333333333333
POLK	0.1881
GLULD1	-1.36075
RBM15	-0.7225
AMZ2	-0.021
GDF15	-1.51533333333333
MESDC2	-0.06275
INCA	0.0928333333333333
ACY1L2	-2.5385
GZMM	-0.627
PAIP1	0.3985
CACNA2D1	-0.0455
STK32C	0.281833333333333
SH3BP4	1.78516666666667
DEC1	-0.0405
PADI1	0.121
UBB	-0.364
PON3	-2.93083333333333
PROP1	0.4645
ANKRD13B	-1.027
ADCK1	-0.337
TCF25	-0.119166666666667
SLC38A5	-2.38825
CXorf26	-0.497666666666667
C19orf39	0.1815
PPP1R13B	0.99875
ARL2	-1.246
TCL6	0.0503333333333333
TOP3A	-0.9195
SLC16A14	0.27625
FXYD6	0.552333333333333
HIST1H4E	-1.02525
BBC3	0.598315789473684
UNC5A	0.00916666666666668
FAM86C	0.0157
PI4KB	0.456
B3GAT1	-3.78775
SUSD2	0.4095
OAZ2	0.407833333333333
NOC4L	-0.38175
C10orf12	-0.13475
FADS1	-3.83283333333333
LOC144097	-0.98425
DKK2	1.31833333333333
KIAA1949	-0.15625
RHOT1	-0.0233
OXT	1.04366666666667
GPR153	0.7505
ARL4A	-1.374
SAAL1	-1.861
CCDC64	-0.7875
USE1	-0.08
HNMT	0.770333333333333
PCGF3	0.6531875
CYP2C19	0.26775
C20orf4	0.5445
CCDC11	1.56525
ACSBG2	-0.1985
RWDD2A	0.61275
PALLD	2.88175
CPLX4	0.374
LOC492311	1.286
KPNA2	-2.041
MACROD1	-0.4208
TMCO3	-0.4175
C15orf52	0.101333333333333
BIRC5	-2.1002
PRR16	-0.682166666666667
FAM63B	1.178375
