Hybridization REF	TCGA-BH-A0HY-01A-11R-A056-07
SMARCD1	-0.0795
ZFP106	-0.83925
ZNF347	0.3632
GTF2E1	1.231
RY1	-0.575333333333333
ATAD2B	0.353875
ARHGAP17	-0.5003
KCNIP3	-0.3295
SFPQ	0.18
GFRA4	0.654833333333333
AKR1B10	-3.384625
TIGD6	0.814333333333333
RGS16	1.943875
URB1	-0.621666666666667
OR4C46	0.675666666666667
TOP3B	-0.075
NFATC4	0.6575
CA14	-3.92475
BMPR1A	0.0416666666666667
SNRP70	-0.396125
PRL	0.3775
C6orf130	-0.78475
STAG2	-1.505
CD55	-0.883642857142857
RPS23	0.103833333333333
SSX2	-1.40933333333333
FDPSL2A	0.757
FBXO27	0.1295
SYNGR3	-1.54033333333333
TMSL3	1.8475
EML1	-1.984
NUP93	-0.0154166666666667
SMAD3	0.0984
KIAA1189	1.8365
HNRPUL2	0.415
TBC1D12	-0.526333333333333
C16orf24	0.455
MRVI1	1.36283333333333
ZNF581	0.146333333333333
ELOVL3	-0.463
OR51Q1	-0.0855
CACNB3	2.10333333333333
GALNT13	-0.554375
C10orf84	0.1156875
NEDD4	-0.8764
SPO11	1.481
OR5AU1	0.4845
NEK4	-0.428071428571429
PRKAR2A	-0.6125
IHPK1	-0.6715
ATP6V0B	0.289875
CACNA1E	1.831
CEACAM8	0.1654
PEX14	0.2445
FLJ12993	-0.358
ZBTB38	0.244166666666667
PCTK2	1.2765
LRRC16	1.3493
FBLIM1	2.61033333333333
FYCO1	1.4185
RP5-1022P6.2	-0.340333333333333
CMTM1	0.708666666666667
PLTP	-0.3625
RAPH1	1.100625
DOCK8	-0.4015
EZH2	-1.2274
SLC25A1	0.530833333333333
PLEKHB1	1.7713
GRB7	3.7949
ZFP37	0.43675
MRPL33	-1.1165
PELO	-0.8325
ARMC1	-0.788818181818182
C9orf27	0.2595
FLJ25778	0.046
C9orf37	-0.196666666666667
TMEM66	0.41125
SPRN	0.054625
HBEGF	0.35675
PI4KA	-0.013
LEPRE1	-0.0865
POU2AF1	-3.74175
MRPL12	0.3645
REP15	-1.859
ZC3H3	1.29875
RASAL1	-0.17625
DDAH1	1.766
ACBD5	-0.341428571428571
TMC2	-0.03
CCDC137	0.0655
SAMD13	1.45166666666667
UGT2B15	-4.02066666666667
TIPARP	-0.55775
DNASE1L3	-0.5995
TRIM72	0.552333333333333
DBX2	-0.082
IPO8	0.054
C21orf88	0.6669
MAP3K14	0.00724999999999999
LOC51233	0.931666666666667
GGTLA4	1.66475
PDE6D	-0.659
ZNF117	-0.12375
CLK2	-0.294375
NKRF	-2.025
TNFSF15	1.3434
DUSP2	-0.418125
SECISBP2	0.1749
GABRR2	-0.3275
PPAP2C	2.1135
LOC51145	0.3585
PAG1	-0.61475
PIK3C3	-0.17975
GNG10	-1.777
APOL4	0.923833333333334
ANKRD28	-0.299375
STMN3	-1.8732
RAB14	1.2981
CDK2AP2	1.15
HDDC3	-0.1395
COMMD7	0.61675
CXXC1	0.26125
HMCN1	-0.445666666666667
CD40	0.28275
DYNC1LI2	-0.37525
GDI1	0.12475
LOC646938	-0.12525
VSNL1	-1.69916666666667
PIH1D1	0.094
RAET1G	0.603
KRTAP5-9	1.35
EFTUD2	-0.83075
ZNF311	-2.169
ATP6V1G3	0.092
OR2W3	0.474
SCN4A	0.87975
MED10	-0.473
FAM135A	-1.9223
ARHGAP4	-1.9315
EHMT2	-0.980625
UFD1L	-0.11675
ERMP1	0.28775
MAG1	-2.33816666666667
THAP8	0.7805
HACE1	-1.50466666666667
FAM82C	0.1085
C3orf20	0.259
UNC84A	-0.547666666666667
SCD5	0.00271428571428572
LASS6	2.035875
LSG1	0.427
MAL	-4.898
GPR22	-1.0935
WDR5B	1.72375
ACTRT1	0.052
C17orf60	-0.3245
GRIN2C	0.4642
ARMC8	0.0985
SLC47A1	-2.86616666666667
DMPK	-0.0925
DHRS13	1.517
SMC1A	0.515333333333333
KRTAP17-1	0.1685
SMYD5	-0.38325
TUSC2	0.138625
CRHR2	0.989
KIR3DL2	0.3735
CCDC104	-1.12875
ATP2C1	1.292625
CROT	1.33625
PABPC3	-0.528333333333333
EGR1	0.314
THSD1	0.6375
KHK	-1.19825
SLC12A2	1.514875
CD58	-1.31325
STOX2	-0.270833333333333
CCDC76	-1.268
CCDC48	5.94375
DNAH1	-0.484833333333333
ZIC4	-0.561625
OR1G1	0.531
PSMC6	-0.855166666666667
PROKR1	0.5695
ABCB1	-1.36475
TRAT1	-2.585
LLGL1	0.5045
MTF1	0.14675
USP54	1.038
PAGE2B	-2.2085
ITGB7	-3.28825
CCDC81	-0.3025
LOC149837	0.576
SCUBE1	0.377
ZSCAN10	1.3935
HUWE1	0.513428571428571
CDH17	1.393
CD180	-0.265
IL17A	0.3445
TMPO	-0.984125
KIAA1524	-0.413
HDGFRP3	0.615333333333333
OXCT1	-0.0194545454545455
RRAS2	-1.05433333333333
LTBP2	2.96475
SV2B	0.722
CYP2A6	0.41775
PKD1L2	-1.42433333333333
PPM1M	0.2505
FLJ22662	-0.160333333333333
ZNF502	0.0755
GP6	-1.48125
CRYBA2	-2.28925
LEF1	-2.3375
CTPS	-1.51657142857143
EYA1	-2.71683333333333
EPS8L1	1.9805
MAPK14	-1.23966666666667
SERPINB2	-4.842125
GTF2F2	0.260333333333333
ZNHIT4	-0.6485
PLA1A	-0.655
C20orf114	1.36075
HPR	-2.6705
C18orf2	-3.51016666666667
SATB2	-1.78275
KCNJ9	0.640875
MGC157906	0.3015
MOCS3	0.33925
C17orf71	-0.183166666666667
PPHLN1	-0.2838
HIST1H2BN	0.58575
RAPGEF1	-0.53875
MAP3K8	-0.75175
DLG4	0.713
STC1	0.925166666666667
CDGAP	1.41725
DDX26B	-1.616
LOC150223	-1.14625
CPSF3	-1.1565
TMEM14A	1.0445
MYH3	-2.138
GPKOW	0.1945
SULT1A1	-0.53
SPON1	4.0535
YY1AP1	0.735
RAB23	-0.33375
PLA2G4A	-4.452
MAPRE3	-0.30025
ZNF516	-0.897142857142857
GGPS1	1.21525
EXOC3L2	0.344875
C19orf42	0.2059
MAP2K2	0.0928333333333333
HIST1H2BB	1.20925
RNF19B	0.749833333333333
C6orf128	-0.3735
TLR8	1.343
PCDHA9	0.506
CARS2	0.256
CLUL1	2.0885
RHAG	-3.60316666666667
UNK	0.281
EXOC8	0.9607
C9orf95	-0.24375
C14orf143	0.473833333333333
MAML3	0.07275
LDHA	-2.55775
MRPL20	-0.196125
KLHDC6	0.324
ATP5S	-0.6165
C8orf55	0.91575
PHF19	-1.716875
KRTAP13-4	0.6255
TTC5	0.0545
XKR5	-0.77
SILV	-4.1345
TEX28	0.181
TCTN1	-0.0805
CX40.1	0.6595
PPP2R5C	0.244125
C12orf30	-1.68716666666667
CAPG	1.9165
MPZL1	1.62205
ARSB	-0.526833333333333
TDH	-1.8845
WASF4	0.5865
TSSK3	-0.6084
7A5	0.75
CRISPLD1	1.117625
MAD1L1	-0.125166666666667
SPIN4	0.265
AMPD1	-1.80875
DPYSL5	0.125
INPP1	-0.287833333333333
ANKRD11	-1.34888888888889
NPAS4	0.0607142857142857
GCET2	-0.4734
RNASE9	1.7335
GUCY2D	0.409666666666667
CCDC98	-0.09525
FGF4	-0.64375
CPM	-0.885833333333333
SLC26A4	-3.1626
PLD5	1.162
FAM59A	1.4518
FBXO5	-2.09966666666667
SIPA1L1	-0.4155
DPYS	0.765
ATG4D	0.2855
TGM3	0.534
MTCH1	1.09325
HK1	0.1955
CDC26	0.823625
GALNT12	-2.66866666666667
LOC339229	0.5315
MRPL35	-0.66675
ORC4L	-0.683625
TNKS	-0.701142857142857
C2orf24	0.631666666666667
ZNF553	0.5275
GGTLA1	3.4956
ZNF497	-0.75775
CDY1B	0.841
SLC30A4	-0.373625
TUB	-1.26925
ARHGEF18	0.3305
ARRB1	2.593
KCNK1	2.6885
EREG	-2.9881
SCAMP5	-1.02425
RUNDC3B	1.878
ADAMTS20	0.166
IL17RB	-1.280125
FLJ20323	-0.56425
MCAM	0.6685
POLR3E	-2.29516666666667
AQR	0.107666666666667
IPMK	-0.683
CDCA7	-4.892125
CAMP	2.542
GRHL3	0.67
ADAMTSL2	1.73233333333333
CLMN	2.63966666666667
SSTR3	0.523
MAGEA5	-1.481
OVOL2	4.59875
JMJD1B	0.1715
RBL2	0.1405
PYGO2	1.46575
PPP1R10	1.3555
CSE1L	-1.21
LCA5	-0.3625
RDH16	2.08175
ASRGL1	-3.1655
TOM1	1.01866666666667
PTX3	-6.16975
TTC15	0.531
SCGB3A1	4.456
MRPL50	-1.521
RCAN3	1.004625
SLC26A11	1.5445
STYX	0.111833333333333
CINP	0.46875
MARCH7	-0.0535
PFKM	-1.37783333333333
SGMS1	0.4905
RIOK3	-0.6464
C1orf110	0.7315
CES7	0.12325
LOC440248	-2.69625
PPP1R12C	0.29025
C10orf27	0.011
ATG9A	-0.36275
MRPS26	0.903
TMEM40	2.32575
ELP3	-0.5495
ZNF787	1.0658
HIAT1	0.22
C8orf34	0.158833333333333
MGC4655	0.7429
PELI1	-1.02733333333333
PPT1	0.2945
SLC35C2	0.3965
C6orf125	-0.8185
MUC4	-1.2235
RFC4	-1.70942857142857
GNB2	0.695166666666667
NUP50	0.642
SULT4A1	-0.603333333333333
C7	2.7575
CCDC130	-0.157
ARRDC4	-2.03775
RQCD1	-0.53875
GLYCTK	-1.21575
AYTL2	-1.032
MTUS1	1.3858
LEMD3	0.125166666666667
PLEKHF2	1.98125
HOXA7	-0.47175
GTF3C2	-0.8605
DYNLRB2	1.7075
CNOT10	-0.7195
MR1	1.501
FFAR1	0.35625
PRIC285	0.681
SLITRK6	3.9005
LIX1	-1.9963
UBE1L2	-0.642083333333333
F8	0.299375
ACHE	0.599166666666667
KPNA5	-0.31925
TNFRSF12A	0.022
EGR3	-0.142
SERPIND1	-2.9335
OASL	2.76825
IFRD1	-2.179
WDFY1	-0.609666666666667
ZNF267	0.0885
ACCN5	0.498
ZBTB6	0.44375
PPP1R3A	0.209
PRRT3	1.74675
FBXL19	-0.1815
TXNIP	-0.197785714285714
ACTN2	-1.87775
ATG9B	-0.163125
C9orf117	0.9235
IL27	-1.072
RPL36AL	-0.3355
KLK15	0.2865
CHAD	2.141
RAP2B	0.7223
HEBP2	0.5425
ZNF342	1.3715
CAMK2G	-0.5175
TLR3	0.14425
FGF14	-0.00675000000000001
HMGB2	-1.412
TRPM5	0.2145
OR5M11	0.5785
KIF3B	0.543947368421053
PRICKLE2	0.97
MTMR9	-0.246125
C3orf27	0.54025
GLRA3	-2.32433333333333
NSDHL	-0.601
TMEM32	-0.782
POLR2D	-0.649416666666667
MYADML	0.6435
C9orf114	0.2415
MRGPRX1	0.743
TOPORS	0.7895
CLDN19	-1.53375
C1QL4	0.1575
RNF165	-1.3405
DHRS9	-1.30025
DNAH2	-1.40316666666667
FXR1	-0.9475
ZMYM3	-1.254125
CASP3	-0.279333333333333
FAM120C	-0.037
SCLY	-0.598
CA7	-0.1945
ENTPD5	-0.667833333333333
ZNF461	0.20875
PDIA5	0.69325
C1orf19	-0.0878333333333333
TMEM67	-1.26475
KCTD20	-0.96675
WDR47	0.5095
FLJ38723	-0.231
KLRF1	-0.2995
TAS2R16	0.619
CLDN12	-0.25175
PRKCE	-0.91625
UBXD4	-1.413
ITGAM	1.982
GLT8D3	0.111375
WDR31	1.5735
RGS2	0.1595
OR51L1	0.51
MST1R	0.328
KIAA1737	0.7315
OR4A5	-0.401
GLIS1	-0.933666666666667
PTMA	0.265357142857143
NAPA	1.12775
PRDM11	0.043
LIPF	0.823
DIRAS3	0.45
ASGR2	-4.187
C1QTNF4	0.73125
PIK3R4	0.68
ARMC3	2.181
NDUFV3	-0.898833333333333
BTBD3	-0.331
PPP1R2	0.827333333333333
UBE2NL	0.6465
FOSL2	0.891571428571429
FAM119A	-1.543
TUBA4A	-0.8101
KRTAP12-1	0.61425
SFRS2	-1.027
RHPN1	0.3272
EEF2	-0.757166666666667
ZDHHC11	-0.112333333333333
EPHA3	-1.0667
RBM12	-0.1665
H2AFJ	0.229583333333333
EDIL3	1.87
KIF26A	-0.77075
SERGEF	-0.7775
B3GALT4	3.87725
LOC90925	0.132333333333333
OSCAR	-0.122
NPFF	0.02125
DEDD	0.8935
TMEM155	-0.616
PTPN1	-0.5705
SCYL2	-0.145
SKAP1	3.55775
LEAP2	-2.53866666666667
GADD45G	3.0637
IFITM3	0.807
PILRB	-1.62666666666667
SLU7	-0.02475
DSC3	-0.32875
DNMT3L	-1.447
PAPD5	-0.876375
B3GNT3	-2.08866666666667
LHCGR	1.897
MSL-1	2.56525
UBE2S	-1.1465
SAP130	-0.502
ANAPC11	1.039
MAGED4B	0.363
ATP6V1B2	-0.461833333333333
C14orf179	0.9045
CAPZA1	0.338
CDYL2	0.568666666666667
GLRX3	-2.35983333333333
LOC136288	-0.776
MOBKL1A	-0.5615
HTR2B	1.61475
CRYGD	0.1618
NUS1	-0.3585
PGRMC1	0.1635
MYOM2	-1.455
FLJ39653	-1.69616666666667
CHM	-1.2423
OR5M8	0.2515
ZNF619	0.424
FAM105A	-0.07475
CCNL1	-1.500625
NAP1L3	0.33825
C10orf57	1.6705
B3GALNT1	2.29233333333333
CSN1S2A	-0.7735
TCP10L	-1.79575
GDAP2	-0.3945
DMKN	0.473833333333333
COX6B1	0.384
DNASE2	0.560333333333333
MSH5	-2.08375
LGMN	-0.0245
USP31	-0.7995
OR13C8	1.324
SDCBP	-0.8394
NUDT11	-2.09216666666667
PYGL	-2.36483333333333
SNPH	-0.854333333333333
B3GNT4	-1.3515
MIZF	-0.9528
NUBPL	-0.103375
NOD1	0.5295
CDH22	-0.033
NUBP1	-0.281166666666667
DSCAM	-3.44425
DGKI	0.7185
FAM136A	-0.83375
AKAP1	0.378333333333333
SLC16A6	-0.40825
RIN3	0.518666666666667
PSG2	-0.10925
DIP2B	0.801166666666667
PSORS1C1	-0.8564
KIAA0495	-0.6595
FLJ90709	-0.8165
LPA	-0.494333333333333
PIGA	-0.368666666666667
LY75	0.6305
UTS2	-6.09866666666667
RREB1	0.499
GALNACT-2	0.5307
MGC3196	-0.14075
FLJ31568	1.0795
LPHN1	-0.165875
SP1	-0.3155
TOX4	0.723
HSPA9	-0.0626
APOBEC1	0.0295
SLC35E4	-1.005
LSM5	-1.514
SURF1	1.41175
ZBTB1	-0.69625
GTF2F1	0.176125
RPS15A	-0.627357142857143
DUSP21	-1.13816666666667
GINS4	-2.02766666666667
MYO15A	1.442
GIMAP7	2.658
MGC13379	1.06175
ATP6V1E2	-0.9085
UTP3	-0.15675
HNRPA3	-0.6203125
MT4	0.25
C14orf155	-0.14725
U1SNRNPBP	-0.138
CKLF	-1.07983333333333
PLEKHN1	-0.8735
MBNL1	-0.192416666666667
NUP160	-1.4625
ACSM2A	-1.93775
LOC129881	-0.2995
KIAA1529	-0.919
FLJ22639	-2.00025
HAND1	-1.354
GSX1	0.5485
FGA	-3.90126666666667
SERPINB1	-0.4255
ZNF642	0.62875
IGFBP1	-7.653875
SLC1A1	2.58725
DHX57	-0.428875
ZNF766	0.871
PTPN21	0.7642
GDPD3	-2.19816666666667
PNPLA5	0.5755
TBR1	0.447166666666667
FAM116A	-1.026
IQGAP1	0.577625
FOS	-0.325125
ZNF226	0.706125
FIGNL1	-0.2575
C14orf1	0.6215
ZMYND17	-0.404
PUS7	-1.216
TUBB6	-0.8055
KCNQ2	-1.03475
MARCH6	-0.126333333333333
CCDC33	0.615
PRODH	2.55275
RBM11	-0.87425
EPHA6	-0.109375
SLC43A1	-1.70825
LOC196541	0.3215
NTN1	1.889
ING4	0.26375
PCDHB10	2.13475
DPH2	-0.765333333333333
SPACA4	-0.35375
FBXL21	-6.61
DIAPH1	0.136833333333333
ZNF71	1.5965
CEP76	-1.0885
CORO1A	-1.132
RRM2	-2.209875
EDG4	1.3445
OS9	1.09633333333333
SLC4A1AP	-1.05375
COG5	-0.9325
COPS8	-0.023
NGLY1	-1.37125
NCBP2	0.044875
C17orf42	0.709333333333333
GPSM3	0.632125
SIL1	1.19133333333333
ASB6	0.515
SMAD5OS	0.0875
UNC93A	-3.31125
A1BG	-0.779833333333333
C21orf62	0.86575
FMO5	1.55075
ATRIP	-0.614166666666667
CEBPG	-0.328
C7orf38	-0.082
TNFRSF1B	0.360666666666667
CLEC1A	0.9655
IQSEC1	0.60025
PATZ1	1.9844
RBM22	0.509625
BAG2	-2.72416666666667
PAQR5	-2.33683333333333
C9orf127	1.0475
THNSL1	-0.08
SHROOM3	3.3131
JAM2	0.30425
SNRPN	-2.88
ALX4	0.314
CACNA1S	0.155
FAM130A1	0.811
CORIN	2.5355
CD300LB	1.031
PLEKHG6	1.693
LRRC40	-1.73475
PCLKC	-1.42775
PCDHB16	2.48683333333333
WNT2B	-0.249666666666667
ASNS	-1.99722222222222
MRPL49	0.106125
FLJ46111	0.72825
ISG20	-0.2785
SMU1	0.460333333333333
CASZ1	1.1685
POLR1D	-0.089
GIN1	-0.92775
SNAG1	-0.501833333333333
ANKRD29	-2.182
CDKN2AIP	-0.9335
KRR1	-0.20175
CXCL1	-5.0445
EPM2A	-0.9734
PC	-0.0881666666666667
DEFB127	0.049
PDZRN4	1.2315
FAH	0.66325
OR51E1	2.451
CDC2L6	-0.403333333333333
DNTTIP1	-0.38025
PAX8	-0.80175
TMEM116	0.08
C1orf150	0.319
PRO2012	0.337
MRPL40	-0.246333333333333
BEX1	-3.5136
SLC2A4	-1.22616666666667
PKMYT1	-0.1165
FEZF2	-0.143666666666667
SLC26A9	-2.4175
MAP2	1.31716666666667
LYL1	-1.1065
SLC25A19	0.0468333333333333
NOS3	0.372
ZNF34	0.577
TMPRSS11F	-0.536
FAM43A	-0.0355
FCRL4	0.2885
KLF14	0.753
FLRT2	-0.324166666666667
WRN	-0.90075
SDF2	1.8339
KRT8P12	0.8025
C6orf195	-0.1745
C9orf125	-0.982666666666667
DZIP3	0.297625
RIT1	0.872583333333333
SCML1	-3.601
RHBDF2	1.255875
OR2G3	0.667
REXO1L1	-0.276
MAP3K7IP3	0.73625
C3orf57	-2.558
FBXW11	-0.999
ETAA1	-1.11575
C14orf131	-0.8756
AKT1S1	0.01675
SLC12A5	-0.98425
C9orf164	2.094
NRIP3	-1.131875
NOS1AP	0.82825
TMEM121	-0.822
SAP30BP	0.8903
DGCR6	1.769
WDR76	-1.64525
FAM82B	-0.2075
LOC606495	-0.4405
MAP9	0.445916666666667
BCDIN3D	1.27725
CXorf36	3.5935
DSCR3	-0.8315
ZFAND3	1.50125
C7orf43	0.504833333333333
SPSB3	0.4887
C19orf19	0.63975
FAM133A	-1.733875
C12orf25	0.125
SLC39A3	-0.24375
DISP2	1.16575
PI4KAP2	-0.96
MKRN3	-2.2035
ADAMTS13	-0.055625
CBLN3	0.3171
TTYH1	-1.34516666666667
C3orf18	0.45925
FLJ13236	1.041
ZMYND12	3.407
C18orf25	0.742875
GLB1L3	-1.796
ATP13A5	0.1925
RANBP10	0.0825
CD96	-2.0342
DENND1C	-0.9455
RBMS3	0.7409
SLC41A3	0.949
DGCR6L	1.82675
TMEM128	-0.716333333333333
CSNK1G3	-0.434
MOBKL2C	1.14325
TSPAN6	-1.174625
MATN2	0.8053
MSL2L1	0.2675
ST6GALNAC2	1.83916666666667
FGFBP2	-0.489625
FGL1	-6.013
MPP3	0.0575
ARHGEF6	0.544666666666667
TGFBR2	-0.02625
ACMSD	-1.29566666666667
IL33	1.395
C9orf5	0.480833333333333
DEAF1	-0.0379
AMN	0.581
DEFA6	-0.196
RNF212	-1.5405
METT5D1	-0.754166666666667
CIB1	0.4837
TSSK1B	-0.059
KIAA1727	0.896
ZNF680	0.738583333333333
LOC399900	-0.893
LOC152217	-0.24925
CTNNAL1	-2.41
CIT	-1.19491666666667
TLE6	0.08875
ZNF607	0.22825
HERC4	-0.8275
DRAP1	0.0887
PEMT	-1.386
C10orf111	-1.2235
ZNF575	1.613
KCTD7	0.6365
MYO1F	0.03675
LOC285382	-0.6275
RAB11A	0.3232
PLCD3	-0.421
C15orf28	-0.15525
PTBP2	-0.065125
CTB-1048E9.5	0.0595
C19orf60	-0.444833333333333
C7orf25	-0.358833333333333
SETD7	0.148125
HOXB9	-4.361
VANGL1	0.573375
CHAF1B	-2.01825
NDUFA3	0.031
KIAA1328	0.150666666666667
SHARPIN	0.68175
TTC23	-0.78525
UGP2	0.719416666666667
ANKIB1	0.323
CIRBP	1.49957142857143
SEC14L4	-3.4825
OVCH1	0.272833333333333
VPS52	0.60925
FAT	0.360875
M6PRBP1	0.2385
GPRIN3	-0.072
PPM1F	-0.509166666666667
TSR1	-0.53625
CCDC85A	1.72125
PCSK5	1.51125
ZFHX3	0.9345
HEMK1	-0.583
PGBD2	0.4635
RSRC2	-0.455166666666667
AURKC	-1.04866666666667
SCRIB	-0.118625
ORM2	-4.18883333333333
FAM115A	0.0269
FZD6	-2.294125
UNC119	-0.448333333333333
GPX3	0.2793
NOV	0.235
CABC1	-1.2735
CDC42SE2	-0.519375
EIF2S2	-0.422
RNF130	1.07075
CKAP5	-0.951166666666667
RP11-413M3.2	1.277
C10orf18	-0.0811
TMEM93	-1.42875
DYX1C1	0.31475
KCNMB2	-2.294
ANK3	1.06533333333333
KRT5	-1.095
CDH12	-1.535
QRSL1	-0.861
JUB	-0.883
SHC4	-2.06225
CCL15	0.997
CCDC22	0.54
SNX24	-0.826
RARS	-0.73175
MORC2	1.563375
FAM48A	1.07675
MT1H	0.3365
PPP1R14C	-2.39116666666667
FOXD1	-1.94357142857143
C1orf213	-2.3745
AMT	-2.4218
DSN1	-0.82975
PTPLAD2	1.681
DIS3L	-1.64575
RASL11A	2.5265
GPRC5B	-0.164875
FRMD7	2.57
STRN4	0.4825
KITLG	2.04804545454545
HDGF	0.23625
OR1S1	0.262
SETX	0.0726
DDR2	-0.015625
KCTD12	1.085
LYZL2	-1.105
WDR52	0.242
TMEM2	1.935625
ZNF579	1.115
LOC200810	-0.16575
TNFSF9	-1.3915
PPFIA4	-3.45325
CNIH3	0.0338333333333333
MAP4K4	-0.706
ROD1	0.736428571428571
ALS2CR12	-0.2602
DOCK3	-1.61766666666667
PAQR9	-3.3655
ASB17	-0.234666666666667
STX16	-1.59975
FEZ2	0.231166666666667
DLAT	-0.9245
KIF21B	-0.992833333333333
CDC5L	-0.20275
TMEM119	1.68183333333333
CRIP3	-1.351
TPSD1	0.537
TEPP	0.73725
GNGT2	0.988
C21orf121	0.202
WNK1	0.0608333333333333
FLJ10490	1.015
OR51B5	-1.909
LOC203547	-1.496125
HAS1	-0.32
PPA1	-0.467833333333333
ST7	0.055875
C11orf46	-0.576
POPDC3	-3.965
ACOX2	3.17466666666667
ATCAY	-0.30475
TM4SF19	-1.58125
MFSD9	-0.354666666666667
PDHB	-1.1195
ERN1	0.21125
LCE3C	0.82
GPR111	-0.07
NOTCH3	2.612
ADAMTS5	2.0175
B3GALT1	-2.4555
UGCGL1	0.753333333333333
FAM58A	-0.375666666666667
FBXO32	1.67525
CLPP	-0.554
NXPH1	1.27875
MTMR3	1.69233333333333
ATP1B3	-0.8855
TMEM16A	3.93525
HIST1H3F	0.545166666666667
TRIM25	0.1115
SDCBP2	0.3545
CRKL	-1.02925
HOXB2	0.648
ANP32B	-0.0944999999999999
GATM	3.1715
AP4E1	-0.788875
EDG5	0.501
CDKN3	-0.996166666666667
CDH4	-2.088
PGD	0.376833333333333
RND1	1.4435
GAD1	-3.1229
MPG	0.107375
LOC440350	-0.969
ZNF133	0.223
SERPINB12	0.159
AMELY	-0.235833333333333
DHX36	-0.16775
TNFAIP8L2	1.97233333333333
PHTF2	0.0347222222222222
CCDC112	-0.512666666666667
IQCC	-0.00325
HEYL	3.85233333333333
FTSJ2	-0.3015
APPL1	-0.529125
RAB43	1.48335714285714
OR10G2	0.2005
WAC	0.711666666666667
ADCY9	-0.596
RUNDC2B	-0.114333333333333
PYCRL	0.6819
AGPAT7	-0.501333333333333
SLC22A9	-1.3045
CDKAL1	0.5985
PDYN	-0.4642
C20orf74	1.60825
MTMR11	0.95375
VAV3	4.18283333333333
DAPL1	-0.2175
STXBP3	-0.83975
EIF3G	-0.279
ARHGAP22	-1.315
NPFFR1	0.956
NPC1	-1.08933333333333
ALDH9A1	0.855833333333333
ZNF600	0.46875
ZNF678	0.286166666666667
RASSF1	-0.781333333333333
ADD2	-2.533375
PITPNB	0.1805
PKD2L2	0.266
LRP11	-1.07225
CDKL1	0.3335
SMEK2	0.62875
PRODH2	-2.75566666666667
C11orf54	-0.542333333333333
SFRS11	-1.09866666666667
IL7	-1.05183333333333
ALS2CR16	0.824
BTG3	-1.44566666666667
PAK2	0.271833333333333
RP11-679B17.1	-2.40625
GATA4	-1.4335
ATP2B1	0.08175
LOC130940	-0.123
C1orf172	3.11666666666667
ATF7IP2	-2.313
SLC25A43	-0.931166666666667
CENTG3	0.232833333333333
IGF2BP1	-3.4158
FCHSD1	0.351
CAMK2N2	1.62533333333333
ELAVL3	-0.0383
NBPF15	-0.671166666666667
UBE2J2	0.537833333333333
GNL2	-0.685
PRR3	0.4288
NLF2	1.7005
OR4F6	0.2475
KLHL24	0.6285
CCDC88A	-2.7586
SGPP1	-0.402833333333333
C10orf11	0.6515
SLC35B4	-1.14416666666667
UGT3A2	0.9405
ARNT2	-1.4065
CBR1	-2.59275
ITPR3	-0.999
TRAPPC6B	-0.653333333333333
AMZ1	-1.97
ARP11	1.62675
WDSUB1	-0.694
APBA1	0.169666666666667
RAB2A	1.0288
C6orf162	-0.45025
HPSE2	0.553333333333333
PLCE1	-0.778
INSL3	0.207
DLG1	0.0823
PTPLA	-2.4705
PIGX	-0.321
TFIP11	1.13716666666667
FIBIN	3.88
POLR2G	0.2205
GRAP2	-2.4466
DNAJB8	-0.17825
CNBP	0.525833333333333
WASF1	-2.9405
INPP5E	-1.0671
HSPB1	0.00606250000000005
TMEM167	-0.8343
CUBN	0.04125
IGF1	3.403375
ITPK1	1.6932
NAALAD2	-1.716
G3BP1	-0.088
NT5DC1	-1.131625
CYP39A1	-0.953
TMEM139	0.18125
POLK	-1.2999
GLULD1	-3.303
RBM15	-1.02566666666667
AMZ2	0.77375
GDF15	-3.8305
MESDC2	0.171
INCA	-0.704666666666667
ACY1L2	-4.2245
GZMM	-1.0645
PAIP1	0.24275
CACNA2D1	-0.16125
STK32C	0.149833333333333
SH3BP4	2.59533333333333
DEC1	0.2985
PADI1	0.2095
UBB	0.7611
PON3	-3.03283333333333
PROP1	1.245
ANKRD13B	1.124
ADCK1	-0.084
TCF25	-0.16775
SLC38A5	-2.53925
CXorf26	0.2785
C19orf39	-0.0745
PPP1R13B	-0.3725
ARL2	-0.868
TCL6	0.133
TOP3A	-0.606
SLC16A14	1.785375
FXYD6	1.37066666666667
HIST1H4E	-0.02875
BBC3	0.412631578947368
UNC5A	1.21033333333333
FAM86C	-0.188
PI4KB	0.97975
B3GAT1	-3.74575
SUSD2	4.00766666666667
OAZ2	-0.1755
NOC4L	-0.1345
C10orf12	-0.3555
FADS1	-2.1515
LOC144097	1.1085
DKK2	1.31416666666667
KIAA1949	0.6425
RHOT1	0.3798
OXT	1.284
GPR153	1.69275
ARL4A	-0.997333333333333
SAAL1	-1.81775
CCDC64	-0.708
USE1	-0.771166666666667
HNMT	0.882166666666667
PCGF3	0.0106875
CYP2C19	0.30725
C20orf4	0.5595
CCDC11	1.76925
ACSBG2	-0.65425
RWDD2A	-0.141
PALLD	1.753875
CPLX4	0.3835
LOC492311	-1.08325
KPNA2	-0.372333333333333
MACROD1	2.7696
TMCO3	1.273
C15orf52	-0.0161666666666667
BIRC5	0.0726666666666667
PRR16	0.317166666666667
FAM63B	-0.611125
KATNB1	-0.169166666666667
WNT8B	-0.372
