Hybridization REF	TCGA-BH-A0HK-01A-11R-A056-07
GTF2E1	-0.1345
RY1	-0.164666666666667
ATAD2B	0.810125
ARHGAP17	-0.7166
KCNIP3	-1.0675
SFPQ	0.00175000000000001
GFRA4	1.8438
AKR1B10	-2.0915
TIGD6	-0.0613333333333333
RGS16	1.6715
URB1	-0.281
OR4C46	0.30375
TOP3B	-0.47825
NFATC4	0.997
CA14	-3.943
BMPR1A	-0.955
SNRP70	-0.755125
PRL	0.2005
C6orf130	-0.8715
STAG2	0.09625
CD55	0.0564285714285714
RPS23	0.807166666666667
SSX2	-1.55916666666667
FDPSL2A	-0.448
FBXO27	-0.37875
SYNGR3	-1.48583333333333
TMSL3	1.8555
EML1	-1.457
NUP93	-1.27808333333333
SMAD3	-0.2903
KIAA1189	-0.093
HNRPUL2	0.412
TBC1D12	1.16916666666667
C16orf24	1.06
MRVI1	0.098
ZNF581	0.773166666666667
ELOVL3	0.79
OR51Q1	0.35775
CACNB3	0.908833333333333
GALNT13	-1.10785714285714
C10orf84	0.987625
NEDD4	0.5257
SPO11	1.6355
OR5AU1	0.7495
NEK4	0.344785714285714
PRKAR2A	-0.496333333333333
IHPK1	-0.2795
ATP6V0B	0.19525
CACNA1E	2.594
CEACAM8	1.16616666666667
PEX14	0.333
FLJ12993	1.9405
ZBTB38	0.00541666666666663
PCTK2	0.576
LRRC16	1.0177
FBLIM1	1.68133333333333
FYCO1	1.29625
RP5-1022P6.2	-0.218166666666667
CMTM1	0.222166666666667
PLTP	0.146333333333333
RAPH1	0.426125
DOCK8	1.242625
EZH2	-1.90986666666667
SLC25A1	-0.193666666666667
PLEKHB1	0.3538
GRB7	0.9776
ZFP37	-1.28425
MRPL33	-0.45375
PELO	-1.0915
ARMC1	-0.716909090909091
C9orf27	0.447833333333333
FLJ25778	0.3225
C9orf37	-0.7355
TMEM66	0.15625
SPRN	-0.3
HBEGF	2.94125
PI4KA	-1.037
LEPRE1	-1.39675
POU2AF1	-1.101375
MRPL12	-0.052
REP15	-1.594
ZC3H3	0.8315
RASAL1	0.324
DDAH1	1.65575
ACBD5	2.427375
TMC2	-0.852
CCDC137	-1.1745
SAMD13	0.2345
UGT2B15	-4.39716666666667
TIPARP	0.734
DNASE1L3	3.5265
TRIM72	0.2994
DBX2	0.90325
IPO8	-0.1845
C21orf88	1.3427
MAP3K14	0.24675
LOC51233	0.2708
GGTLA4	-1.64575
PDE6D	-0.261
ZNF117	0.11525
CLK2	-0.125125
NKRF	-0.8925
TNFSF15	-0.4483
DUSP2	0.154875
SECISBP2	-0.0614
GABRR2	0.3865
PPAP2C	1.65525
LOC51145	0.5156
PAG1	-0.873625
PIK3C3	-0.25025
GNG10	0.267
APOL4	1.14583333333333
ANKRD28	-0.798
STMN3	-2.0088
RAB14	0.5581
CDK2AP2	0.4915
HDDC3	0.397875
COMMD7	0.3435
CXXC1	-0.19175
HMCN1	-0.6298
CD40	0.6
DYNC1LI2	-0.6500625
GDI1	0.20225
LOC646938	-0.0995
VSNL1	-4.91633333333333
PIH1D1	-0.5305
RAET1G	-0.5915
KRTAP5-9	-0.06
EFTUD2	-0.7075
ZNF311	-0.1605
ATP6V1G3	0.4725
OR2W3	-0.02725
SCN4A	1.5015
MED10	-1.5085
FAM135A	-1.2091
ARHGAP4	-1.20675
EHMT2	-0.481875
UFD1L	-0.82675
ERMP1	0.3615
MAG1	-1.37933333333333
THAP8	-0.404666666666667
HACE1	-0.2405
FAM82C	0.438166666666667
C3orf20	-0.3065
UNC84A	-0.667833333333333
SCD5	0.434846153846154
LASS6	1.929125
LSG1	-0.0111666666666667
MAL	-4.95225
GPR22	-0.194
WDR5B	0.37625
ACTRT1	0.277
C17orf60	-0.0928333333333333
GRIN2C	1.0833
ARMC8	-0.436583333333333
SLC47A1	-2.94033333333333
DMPK	-0.131
DHRS13	-0.572333333333333
SMC1A	-0.9795
KRTAP17-1	0.0895
SMYD5	-0.2725
TUSC2	0.3775
CRHR2	1.074
KIR3DL2	0.3485
CCDC104	0.3065
ATP2C1	0.1225
CROT	2.029
PABPC3	0.1215
EGR1	2.78583333333333
THSD1	1.151
KHK	0.159
SLC12A2	-0.1615
CD58	-0.7305
STOX2	0.299833333333333
CCDC76	-0.5777
CCDC48	5.7395
DNAH1	-0.15
ZIC4	-0.730125
OR1G1	0.558
PSMC6	-1.1695
PROKR1	0.9345
ABCB1	-0.4905
TRAT1	-1.63225
LLGL1	-0.4115
MTF1	0.96225
USP54	1.077125
PAGE2B	-2.9915
ITGB7	-3.34875
CCDC81	-0.6005
LOC149837	-0.09975
SCUBE1	0.6505
ZSCAN10	2.1795
HUWE1	-0.0394285714285714
CDH17	0.5185
CD180	-0.55875
IL17A	0.05825
TMPO	-1.228125
KIAA1524	-2.29516666666667
HDGFRP3	-1.781
OXCT1	-2.60045454545455
RRAS2	-2.37783333333333
LTBP2	3.1398125
SV2B	3.46583333333333
CYP2A6	2.587
PKD1L2	-1.1155
PPM1M	0.832
FLJ22662	3.4715
ZNF502	0.173
GP6	-0.80025
CRYBA2	0.46125
LEF1	-3.3134
CTPS	-1.21814285714286
EYA1	-0.5265
EPS8L1	1.65675
MAPK14	-0.883666666666667
SERPINB2	-4.836375
GTF2F2	-0.2535
ZNHIT4	-0.09
PLA1A	0.4495
C20orf114	1.3345
HPR	-3.209
C18orf2	-2.6476
SATB2	1.43275
KCNJ9	0.579125
MGC157906	-0.155
MOCS3	-0.1635
C17orf71	-0.7605
PPHLN1	0.0448
HIST1H2BN	-1.491125
RAPGEF1	-0.8445
MAP3K8	1.4455
DLG4	1.37583333333333
STC1	-0.548333333333333
CDGAP	1.67125
DDX26B	-2.73
LOC150223	-1.4925
CPSF3	-1.0405
TMEM14A	0.2455
MYH3	-1.8385
GPKOW	-0.18975
SULT1A1	-0.032
SPON1	3.2621
YY1AP1	0.554166666666667
RAB23	-1.3185
PLA2G4A	-4.03025
MAPRE3	0.78175
ZNF516	0.638
GGPS1	1.45975
EXOC3L2	-0.065
C19orf42	0.4067
MAP2K2	0.320666666666667
HIST1H2BB	-1.31275
RNF19B	0.606166666666667
C6orf128	-0.877833333333333
TLR8	2.5995
PCDHA9	0.052
CARS2	0.49475
CLUL1	4.16716666666667
RHAG	-3.4965
UNK	-0.077
EXOC8	1.0387
C9orf95	1.28225
C14orf143	-0.260833333333333
MAML3	0.16
LDHA	-2.52175
MRPL20	0.001625
KLHDC6	1.1885
ATP5S	0.556
C8orf55	0.4235
PHF19	-2.672625
KRTAP13-4	0.598
TTC5	-0.194
XKR5	-0.2865
SILV	-4.51566666666667
TEX28	-0.273
TCTN1	0.878
CX40.1	0.485
PPP2R5C	-0.63125
C12orf30	-1.49933333333333
CAPG	1.77125
MPZL1	1.35365
ARSB	-1.38883333333333
TDH	-1.69733333333333
WASF4	1.11175
TSSK3	-0.544166666666667
7A5	1.2965
CRISPLD1	-0.02625
MAD1L1	-0.3095
SPIN4	-0.0461666666666667
AMPD1	2.4825
DPYSL5	-0.3085
INPP1	0.413333333333333
ANKRD11	-1.57116666666667
NPAS4	-0.198
GCET2	-0.5997
RNASE9	0.4095
GUCY2D	0.2498
CCDC98	0.4265
FGF4	-0.276875
CPM	-0.190833333333333
SLC26A4	-0.875166666666667
PLD5	0.705333333333333
FAM59A	1.7648
FBXO5	-3.22866666666667
SIPA1L1	-0.369375
DPYS	0.26775
ATG4D	0.29775
TGM3	-1.186
MTCH1	-0.716875
HK1	-0.288642857142857
CDC26	0.167125
GALNT12	-2.994
LOC339229	0.034
MRPL35	-0.13625
ORC4L	-0.198625
TNKS	-1.01257142857143
C2orf24	0.617666666666667
ZNF553	0.0991666666666667
GGTLA1	3.354
ZNF497	-1.62
CDY1B	0.12
SLC30A4	-0.201875
TUB	-1.521125
ARHGEF18	0.13775
ARRB1	0.22975
KCNK1	2.837
EREG	-3.30411111111111
SCAMP5	0.34375
RUNDC3B	2.98225
ADAMTS20	0.0580000000000001
IL17RB	1.238
FLJ20323	-0.8295
MCAM	0.747125
POLR3E	-1.46516666666667
AQR	0.533
IPMK	-0.5725
CDCA7	-4.018875
CAMP	-0.72425
GRHL3	-0.43075
ADAMTSL2	2.445
CLMN	2.0065
SSTR3	0.7165
MAGEA5	-2.22683333333333
OVOL2	4.638
JMJD1B	0.282
RBL2	-0.3032
PYGO2	1.52175
PPP1R10	0.57
CSE1L	-1.7015
LCA5	1.27025
RDH16	0.75575
ASRGL1	-2.61225
TOM1	0.297
PTX3	-3.7855
TTC15	0.642
SCGB3A1	1.71583333333333
MRPL50	-0.87675
RCAN3	1.334625
SLC26A11	0.64075
STYX	-0.110333333333333
CINP	-0.254
MARCH7	0.274
PFKM	-2.55433333333333
SGMS1	1.182
RIOK3	-0.6047
C1orf110	0.1465
CES7	0.316833333333333
LOC440248	-2.5645
PPP1R12C	0.111
C10orf27	0.215
ATG9A	-0.2985
MRPS26	0.707
TMEM40	-0.4
ELP3	-0.6585
ZNF787	1.0621
HIAT1	0.07725
C8orf34	1.2865
MGC4655	-0.023
PELI1	0.688833333333333
PPT1	-0.0864
SLC35C2	-0.4895
C6orf125	-0.87075
MUC4	-1.745
RFC4	-3.05171428571429
GNB2	-0.0333333333333333
NUP50	0.163428571428571
SULT4A1	-2.89283333333333
C7	4.58075
CCDC130	0.0365
ARRDC4	-0.072
RQCD1	-0.69975
GLYCTK	-0.74225
AYTL2	-0.932818181818182
MTUS1	1.1461
LEMD3	-0.156833333333333
PLEKHF2	-0.5715
HOXA7	0.025375
GTF3C2	-1.0715
DYNLRB2	0.81225
CNOT10	-0.2385
MR1	1.0835
FFAR1	0.35075
PRIC285	0.2875
SLITRK6	7.2535
LIX1	-2.0704
UBE1L2	-1.14191666666667
F8	1.65275
ACHE	0.415666666666667
KPNA5	0.85275
TNFRSF12A	-2.441
EGR3	2.099
SERPIND1	-3.0945
OASL	1.551
IFRD1	-2.877125
WDFY1	0.0326666666666667
ZNF267	-0.172375
ACCN5	-0.8735
ZBTB6	-0.68175
PPP1R3A	-0.734
PRRT3	1.50325
FBXL19	-0.0175
TXNIP	1.92842857142857
ACTN2	-0.65
ATG9B	-0.73925
C9orf117	0.48375
IL27	1.8815
RPL36AL	0.3985
KLK15	0.2155
CHAD	3.7175
RAP2B	-0.571
HEBP2	1.3995
ZNF342	-0.0455
CAMK2G	-0.467166666666667
TLR3	0.59325
FGF14	0.8475
HMGB2	-1.15275
TRPM5	0.529
OR5M11	0.499
KIF3B	0.673526315789474
PRICKLE2	1.0925
MTMR9	-0.128375
C3orf27	-0.6485
GLRA3	-2.68233333333333
NSDHL	-0.232333333333333
TMEM32	-0.218
POLR2D	-1.09516666666667
MYADML	0.397
C9orf114	0.04025
MRGPRX1	0.208
TOPORS	0.668
CLDN19	-1.36525
C1QL4	0.2185
RNF165	-2.705
DHRS9	-0.76375
DNAH2	0.7062
FXR1	-0.2935
ZMYM3	-0.772875
CASP3	-0.598
FAM120C	0.041
SCLY	-0.97
CA7	-0.5465
ENTPD5	3.91133333333333
ZNF461	0.1675
PDIA5	-0.718
C1orf19	-0.472833333333333
TMEM67	-0.3535
KCTD20	-0.6255
WDR47	0.847
FLJ38723	0.354
KLRF1	0.4525
TAS2R16	0.0335
CLDN12	1.346
PRKCE	1.106
UBXD4	-1.3675
ITGAM	2.311
GLT8D3	-0.0975
WDR31	0.7794
RGS2	0.7055
OR51L1	0.9625
MST1R	0.62725
KIAA1737	1.451
OR4A5	0.919
GLIS1	-1.69683333333333
PTMA	0.407285714285714
NAPA	0.74775
PRDM11	0.06125
LIPF	0.3825
DIRAS3	-0.353
ASGR2	-3.901
C1QTNF4	2.0745
PIK3R4	-0.257166666666667
ARMC3	-0.87125
NDUFV3	-0.300916666666667
BTBD3	-0.660333333333333
PPP1R2	-0.0955833333333334
UBE2NL	0.417
FOSL2	2.26864285714286
FAM119A	-0.8205
TUBA4A	-0.5637
KRTAP12-1	0.40875
SFRS2	-1.35575
RHPN1	0.7085
EEF2	-0.222
ZDHHC11	-0.663166666666667
EPHA3	-1.2906
RBM12	-0.1915
H2AFJ	0.520916666666667
EDIL3	-1.77
KIF26A	-1.0905
SERGEF	-0.17825
B3GALT4	2.96275
LOC90925	1.2505
OSCAR	-0.269625
NPFF	-0.627
DEDD	1.028125
TMEM155	-0.905125
PTPN1	-0.716
SCYL2	-0.622166666666667
SKAP1	4.714
LEAP2	-0.772
GADD45G	2.2076
IFITM3	0.119125
PILRB	-0.851833333333333
SLU7	0.0145
DSC3	-0.6265
DNMT3L	-1.36525
PAPD5	-0.3165
B3GNT3	1.204
LHCGR	-0.255
MSL-1	-0.214
UBE2S	-1.793
SAP130	-0.674
ANAPC11	-0.44225
MAGED4B	-2.4355
ATP6V1B2	-0.707666666666667
C14orf179	0.965875
CAPZA1	0.07175
CDYL2	-1.8585
GLRX3	-1.40583333333333
LOC136288	-1.34133333333333
MOBKL1A	1.011
HTR2B	4.42175
CRYGD	-0.342833333333333
NUS1	-0.197833333333333
PGRMC1	0.4135
MYOM2	-0.14875
FLJ39653	-0.915333333333333
CHM	-0.2203
OR5M8	-0.765
ZNF619	0.251
FAM105A	-0.13225
CCNL1	-1.76125
NAP1L3	0.26975
C10orf57	1.49416666666667
B3GALNT1	1.2915
CSN1S2A	-0.055
TCP10L	-0.34475
GDAP2	-0.041375
DMKN	2.683
COX6B1	0.12575
DNASE2	-0.0578333333333333
MSH5	-2.04675
LGMN	-0.453375
USP31	-1.1715
OR13C8	1.311
SDCBP	-0.1782
NUDT11	-2.70583333333333
PYGL	-0.769666666666667
SNPH	-0.387666666666667
B3GNT4	-1.2015
MIZF	-1.5775
NUBPL	-0.0095
NOD1	0.441
CDH22	0.516625
NUBP1	0.088
DSCAM	-3.52775
DGKI	-0.503
FAM136A	-0.81475
AKAP1	0.144
SLC16A6	-0.07025
RIN3	0.61725
PSG2	0.00175
DIP2B	-0.396666666666667
PSORS1C1	0.0443
KIAA0495	-0.577
FLJ90709	-0.7635
LPA	-0.5694
PIGA	0.200166666666667
LY75	3.11566666666667
UTS2	-6.0925
RREB1	0.445625
GALNACT-2	-0.1265
MGC3196	0.15
FLJ31568	0.21675
LPHN1	-0.494375
SP1	0.45525
TOX4	0.510333333333333
HSPA9	0.00320000000000002
APOBEC1	0.1005
SLC35E4	-1.723
LSM5	-1.03175
SURF1	0.5515
ZBTB1	0.0180833333333333
GTF2F1	0.495375
RPS15A	0.590571428571429
DUSP21	-0.403666666666667
GINS4	-3.397
MYO15A	-1.91516666666667
GIMAP7	4.2725
MGC13379	1.145
ATP6V1E2	-0.1385
UTP3	-0.06725
HNRPA3	-0.5833125
MT4	-0.215
C14orf155	0.448
U1SNRNPBP	0.54625
CKLF	-1.26466666666667
PLEKHN1	-0.290166666666667
MBNL1	-0.329
NUP160	-1.456
ACSM2A	-2.08875
LOC129881	-0.4415
KIAA1529	0.62625
FLJ22639	-2.15725
HAND1	-1.1235
GSX1	0.514
FGA	-4.44433333333333
SERPINB1	-0.366
ZNF642	0.208
IGFBP1	-7.84575
SLC1A1	-0.832625
DHX57	-0.32075
ZNF766	0.025
PTPN21	-0.8469
GDPD3	1.03083333333333
PNPLA5	0.9525
TBR1	-0.0295
FAM116A	-0.378
IQGAP1	0.671375
FOS	3.493
ZNF226	0.21125
FIGNL1	-1.735
C14orf1	0.018
ZMYND17	-0.182
PUS7	-0.7585
TUBB6	-1.489875
KCNQ2	-1.07
MARCH6	-0.26225
CCDC33	1
PRODH	0.13125
RBM11	4.01725
EPHA6	0.493875
SLC43A1	-0.9135
LOC196541	0.42225
NTN1	1.95075
ING4	-0.239
PCDHB10	-0.36325
DPH2	-0.8755
SPACA4	0.37075
FBXL21	-4.729
DIAPH1	-0.701666666666667
ZNF71	0.664
CEP76	-0.8335
CORO1A	-0.774
RRM2	-3.165875
EDG4	1.755
OS9	0.498333333333333
SLC4A1AP	-0.56
COG5	-0.96475
COPS8	-0.623
NGLY1	-1.40425
NCBP2	-0.361125
C17orf42	-0.688333333333333
GPSM3	1.629625
SIL1	0.789833333333333
ASB6	-0.4765
SMAD5OS	0.0696666666666667
UNC93A	-3.141
A1BG	-1.93433333333333
C21orf62	-0.11325
FMO5	-1.67133333333333
ATRIP	1.52916666666667
CEBPG	-0.118166666666667
C7orf38	0.209833333333333
TNFRSF1B	1.28633333333333
CLEC1A	1.65516666666667
IQSEC1	0.069875
PATZ1	1.3666
RBM22	1.137
BAG2	-3.38416666666667
PAQR5	0.7595
C9orf127	1.0328
THNSL1	0.381
SHROOM3	2.8594
JAM2	1.70725
SNRPN	-3.264
ALX4	0.361
CACNA1S	-0.076
FAM130A1	0.93425
CORIN	-1.1435
CD300LB	0.42
PLEKHG6	1.281
LRRC40	-1.01125
PCLKC	-1.044
PCDHB16	0.377
WNT2B	1.99733333333333
ASNS	-2.92266666666667
MRPL49	-0.048125
FLJ46111	-0.69425
ISG20	-0.77275
SMU1	0.422166666666667
CASZ1	0.884
POLR1D	0.186166666666667
GIN1	-0.51825
SNAG1	-0.242166666666667
ANKRD29	-0.60075
CDKN2AIP	-0.10275
KRR1	0.3625
CXCL1	-3.75266666666667
EPM2A	-0.1369
PC	0.2785
DEFB127	0.0685
PDZRN4	1.5685
FAH	0.531875
OR51E1	2.8215
CDC2L6	0.0116666666666666
DNTTIP1	-1.0335
PAX8	-1.04425
TMEM116	-0.13075
C1orf150	0.125
PRO2012	0.32225
MRPL40	-0.5605
BEX1	-3.9222
SLC2A4	1.46616666666667
PKMYT1	-1.65175
FEZF2	-0.2025
SLC26A9	-1.11375
MAP2	-0.296583333333333
LYL1	-0.682
SLC25A19	-0.360666666666667
NOS3	0.7555
ZNF34	0.2255
TMPRSS11F	-0.26775
FAM43A	0.34275
FCRL4	0.2146
KLF14	0.6815
FLRT2	0.295166666666667
WRN	-1.91425
SDF2	0.668
KRT8P12	-0.5575
C6orf195	-0.2005
C9orf125	-1.43966666666667
DZIP3	-0.412125
RIT1	0.32725
SCML1	-3.02333333333333
RHBDF2	-0.245625
OR2G3	0.463
REXO1L1	-0.199
MAP3K7IP3	-0.24375
C3orf57	-2.61575
FBXW11	-1.2435
ETAA1	-0.9265
C14orf131	-0.2536
AKT1S1	-0.011
SLC12A5	-0.726375
C9orf164	0.43675
NRIP3	-1.24475
NOS1AP	2.0495
TMEM121	0.83725
SAP30BP	-0.0976
DGCR6	0.64775
WDR76	-2.64225
FAM82B	-0.78625
LOC606495	-0.039
MAP9	1.90533333333333
BCDIN3D	0.81575
CXorf36	4.31183333333333
DSCR3	-0.3826
ZFAND3	-0.252875
C7orf43	0.836666666666667
SPSB3	0.78
C19orf19	1.0155
FAM133A	-2.713
C12orf25	0.2835
SLC39A3	-0.30225
DISP2	-2.0175
PI4KAP2	-1.9745
MKRN3	-2.7515
ADAMTS13	-0.1835
CBLN3	0.5811
TTYH1	-1.46216666666667
C3orf18	1.25575
FLJ13236	-0.4475
ZMYND12	3.237
C18orf25	0.5135
GLB1L3	-0.584
ATP13A5	0.9785
RANBP10	-0.396
CD96	-1.328
DENND1C	-0.6725
RBMS3	1.2959
SLC41A3	0.424
DGCR6L	0.8595
TMEM128	0.810166666666667
CSNK1G3	0.347071428571429
MOBKL2C	1.554375
TSPAN6	1.808875
MATN2	-0.2419
MSL2L1	-0.597166666666667
ST6GALNAC2	1.70883333333333
FGFBP2	1.93475
FGL1	-6.2865
MPP3	-0.141666666666667
ARHGEF6	2.54133333333333
TGFBR2	0.818125
ACMSD	-0.2345
IL33	4.7795
C9orf5	0.665833333333333
DEAF1	0.7204
AMN	1.779
DEFA6	0.058
RNF212	-1.6155
METT5D1	0.163333333333333
CIB1	1.1198
TSSK1B	-0.394666666666667
KIAA1727	0.628
ZNF680	0.0533333333333333
LOC399900	-2.5035
LOC152217	-0.19525
CTNNAL1	-1.685
CIT	-1.57966666666667
TLE6	3.7225
ZNF607	-0.8225
HERC4	-1.01933333333333
DRAP1	-0.6686
PEMT	-0.553
C10orf111	-0.6235
ZNF575	2.128625
KCTD7	-0.71925
MYO1F	0.31525
LOC285382	0.0355
RAB11A	0.804
PLCD3	0.0895
C15orf28	-0.658
PTBP2	-0.518625
CTB-1048E9.5	-0.586125
C19orf60	0.312666666666667
C7orf25	-0.552166666666667
SETD7	1.257875
HOXB9	-1.3695
VANGL1	0.3720625
CHAF1B	-2.36075
NDUFA3	0.544
KIAA1328	0.0666666666666667
SHARPIN	0.111625
TTC23	-1.226
UGP2	0.50975
ANKIB1	-0.1466
CIRBP	1.47357142857143
SEC14L4	-3.42266666666667
OVCH1	0.299833333333333
VPS52	-0.1015
FAT	-1.579375
M6PRBP1	-0.23875
GPRIN3	-0.168
PPM1F	-0.796166666666667
TSR1	-1.11675
CCDC85A	2.72625
PCSK5	2.87175
ZFHX3	-0.543
HEMK1	-0.3528
PGBD2	0.90325
RSRC2	-0.0705
AURKC	-1.39783333333333
SCRIB	-0.3075
ORM2	-4.25
FAM115A	0.0273
FZD6	-1.827125
UNC119	-0.328
GPX3	1.1562
NOV	0.305
CABC1	1.85675
CDC42SE2	0.369875
EIF2S2	-1.2102
RNF130	0.929375
CKAP5	-1.13133333333333
RP11-413M3.2	1.980625
C10orf18	0.0392999999999999
TMEM93	-0.88775
DYX1C1	1.383
KCNMB2	-2.1115
ANK3	2.34716666666667
KRT5	-2.2221
CDH12	-1.3575
QRSL1	-0.30975
JUB	-1.733
SHC4	-2.588125
CCL15	2.59016666666667
CCDC22	0.5585
SNX24	-0.26575
RARS	-0.8585
MORC2	0.093125
FAM48A	-0.67675
MT1H	-0.9245
PPP1R14C	-3.6705
FOXD1	-2.13257142857143
C1orf213	-0.828
AMT	-1.4988
DSN1	-2.1915
PTPLAD2	2.76475
DIS3L	-0.01
RASL11A	0.698
GPRC5B	-0.128625
FRMD7	-0.446
STRN4	0.14925
KITLG	2.40845454545455
HDGF	-0.02
OR1S1	-0.0385
SETX	-0.2449
DDR2	0.920125
KCTD12	1.79375
LYZL2	-1.5165
WDR52	0.002
TMEM2	-0.3515
ZNF579	1.21916666666667
LOC200810	-0.124
TNFSF9	-1.72575
PPFIA4	-3.6555
CNIH3	1.38533333333333
MAP4K4	-1.82857142857143
ROD1	0.173571428571429
ALS2CR12	-1.17366666666667
DOCK3	-1.1085
PAQR9	-4.29725
ASB17	-0.3876
STX16	-1.53825
FEZ2	-0.0203333333333334
DLAT	-0.590833333333333
KIF21B	-1.39366666666667
CDC5L	-1.02875
TMEM119	2.87266666666667
CRIP3	-1.5715
TPSD1	-0.251833333333333
TEPP	1.542
GNGT2	1.25575
C21orf121	3.5025
WNK1	-0.204166666666667
FLJ10490	1.3562
OR51B5	-1.9685
LOC203547	-0.5865
HAS1	4.0855
PPA1	-0.364166666666667
ST7	-0.11675
C11orf46	0.5908
POPDC3	-3.73333333333333
ACOX2	-0.7855
ATCAY	-0.0566666666666667
TM4SF19	-3.178
MFSD9	-0.0221666666666667
PDHB	-0.95925
ERN1	-1.00525
LCE3C	0.8015
GPR111	-0.348
NOTCH3	2.4675
ADAMTS5	2.555
B3GALT1	-1.6505
UGCGL1	-0.513166666666667
FAM58A	0.373333333333333
FBXO32	0.937
CLPP	-0.43975
NXPH1	0.67
MTMR3	0.965666666666667
ATP1B3	-0.88125
TMEM16A	3.981125
HIST1H3F	-0.474166666666667
TRIM25	-0.549666666666667
SDCBP2	1.8145
CRKL	-0.487125
HOXB2	3.18383333333333
ANP32B	-0.6395
GATM	5.8085
AP4E1	-0.397
EDG5	0.537125
CDKN3	-3.20333333333333
CDH4	-2.32825
PGD	-0.481
RND1	0.8895
GAD1	-3.418
MPG	0.19225
LOC440350	-0.712
ZNF133	-0.2005
SERPINB12	0.344
AMELY	0.1405
DHX36	-1.34775
TNFAIP8L2	2.85366666666667
PHTF2	-0.887444444444444
CCDC112	-0.943666666666667
IQCC	-0.43025
HEYL	4.00133333333333
FTSJ2	-0.760166666666667
APPL1	0.59525
RAB43	0.289
OR10G2	0.769
WAC	0.332833333333333
ADCY9	0.42
RUNDC2B	-0.361333333333333
PYCRL	0.5765
AGPAT7	0.247666666666667
SLC22A9	-1.0555
CDKAL1	-0.9575
PDYN	-1.4108
C20orf74	-0.45375
MTMR11	1.431
VAV3	3.61358333333333
DAPL1	1.68475
STXBP3	0.14475
EIF3G	0.768
ARHGAP22	-1.2625
NPFFR1	0.312
NPC1	-1.35666666666667
ALDH9A1	1.44383333333333
ZNF600	-0.356875
ZNF678	0.376833333333333
RASSF1	-0.116333333333333
ADD2	-2.01157142857143
PITPNB	-0.038125
PKD2L2	0.371
LRP11	-0.5545
CDKL1	0.2285
SMEK2	0.18025
PRODH2	-2.71516666666667
C11orf54	-0.4945
SFRS11	-0.732166666666667
IL7	0.1005
ALS2CR16	1.00825
BTG3	-1.19416666666667
PAK2	-0.116111111111111
RP11-679B17.1	-0.5015
GATA4	-2.15016666666667
ATP2B1	-0.8515
LOC130940	1.121
C1orf172	2.8995
ATF7IP2	-3.34025
SLC25A43	0.312166666666667
CENTG3	0.504333333333333
IGF2BP1	-3.7654
FCHSD1	0.7275
CAMK2N2	2.05383333333333
ELAVL3	-0.2319
NBPF15	-0.6025
UBE2J2	0.411333333333333
GNL2	-0.82575
PRR3	0.2384
NLF2	2.59225
OR4F6	0.3325
KLHL24	0.226333333333333
CCDC88A	-2.7462
SGPP1	-1.82416666666667
C10orf11	0.924333333333333
SLC35B4	-1.29533333333333
UGT3A2	-0.7965
ARNT2	2.8331
CBR1	-1.253625
ITPR3	-1.01983333333333
TRAPPC6B	-0.5208
AMZ1	-2.668
ARP11	0.36325
WDSUB1	0.53225
APBA1	-0.273
RAB2A	0.3291
C6orf162	-0.071
HPSE2	0.71575
PLCE1	-1.20925
INSL3	0.92475
DLG1	-0.6178
PTPLA	-1.826
PIGX	-0.29125
TFIP11	0.138833333333333
FIBIN	2.912
POLR2G	-0.65575
GRAP2	-2.2169
DNAJB8	-0.126
CNBP	0.814333333333333
WASF1	-2.757
INPP5E	-0.8458
HSPB1	0.2199375
TMEM167	-0.5371
CUBN	0.2785
IGF1	5.0445625
ITPK1	0.5824
NAALAD2	-0.970625
G3BP1	0.3171
NT5DC1	0.529
CYP39A1	-0.0715
TMEM139	2.24808333333333
POLK	-0.1094
GLULD1	-1.91766666666667
RBM15	-1.05083333333333
AMZ2	-0.89825
GDF15	-1.9575
MESDC2	-0.16075
INCA	0.0755
ACY1L2	-3.986
GZMM	-1.0845
PAIP1	-0.172
CACNA2D1	0.1715
STK32C	-0.418333333333333
SH3BP4	0.239833333333333
DEC1	0.8325
PADI1	0.2505
UBB	-0.3497
PON3	-2.4605
PROP1	1.164
ANKRD13B	-0.445
ADCK1	-0.42
TCF25	-0.277333333333333
SLC38A5	-2.97
CXorf26	-0.307333333333333
C19orf39	0.09575
PPP1R13B	0.74425
ARL2	-0.0015
TCL6	0.182363636363636
TOP3A	-1.3335
SLC16A14	0.520125
FXYD6	1.30933333333333
HIST1H4E	-0.76175
BBC3	0.55478947368421
UNC5A	0.699833333333333
FAM86C	-0.7032
PI4KB	0.99
B3GAT1	-3.385
SUSD2	1.68266666666667
OAZ2	-0.329
NOC4L	0.08475
C10orf12	-0.2165
FADS1	-3.70716666666667
LOC144097	-0.335
DKK2	1.812
KIAA1949	-0.41625
RHOT1	-0.1192
OXT	1.0365
GPR153	2.03525
ARL4A	-0.948
SAAL1	-1.58025
CCDC64	-0.477
USE1	0.198
HNMT	0.9125
PCGF3	-0.292875
CYP2C19	0.368333333333333
C20orf4	-0.103
CCDC11	0.39
ACSBG2	-0.49525
RWDD2A	0.2655
PALLD	0.636
CPLX4	0.999
LOC492311	0.517
KPNA2	-1.9985
MACROD1	0.7826
TMCO3	-0.0541666666666667
C15orf52	-0.657333333333333
BIRC5	-2.24606666666667
PRR16	-1.17383333333333
