Hybridization REF	TCGA-BH-A0BJ-01A-11R-A056-07
IRF2BP2	0.828625
ZNF230	0.3965
MSN	-0.167714285714286
SLC9A5	-1.917
EPDR1	-1.4982
MUSK	-0.340666666666667
ZNF434	0.309166666666667
SMARCD1	-0.565
ZFP106	-0.46225
ZNF347	0.6535
GTF2E1	-0.06275
RY1	-0.318666666666667
ATAD2B	0.38925
ARHGAP17	-0.446
KCNIP3	-0.70475
SFPQ	0.119
GFRA4	0.858166666666667
AKR1B10	-4.483125
TIGD6	1.0715
RGS16	1.717125
URB1	-0.92
OR4C46	0.0795
TOP3B	-1.08975
NFATC4	0.485
CA14	-4.6445
BMPR1A	-0.286
SNRP70	-0.54625
PRL	0.39225
C6orf130	-0.4855
STAG2	0.222
CD55	-1.128
RPS23	0.401166666666667
SSX2	-1.9954
FDPSL2A	-0.03075
FBXO27	0.410375
SYNGR3	-1.70533333333333
TMSL3	2.189
EML1	-0.604
NUP93	-0.503666666666667
SMAD3	-0.4486
KIAA1189	0.0005
HNRPUL2	0.600666666666667
TBC1D12	0.215666666666667
C16orf24	0.60225
MRVI1	1.83016666666667
ZNF581	-0.303
ELOVL3	0.0545
OR51Q1	-0.04125
CACNB3	0.782333333333333
GALNT13	-2.061
C10orf84	0.8571875
NEDD4	-0.0885
SPO11	0.9675
OR5AU1	0.0155
NEK4	-0.0688571428571429
PRKAR2A	-0.503333333333333
IHPK1	-0.548666666666667
ATP6V0B	0.529125
CACNA1E	1.555
CEACAM8	-0.28975
PEX14	-0.2445
FLJ12993	-1.1315
ZBTB38	0.426333333333333
PCTK2	0.910166666666667
LRRC16	1.0892
FBLIM1	1.33425
FYCO1	0.871
RP5-1022P6.2	-0.05075
CMTM1	0.643666666666667
PLTP	0.3435
RAPH1	0.859375
DOCK8	0.538375
EZH2	-2.20146666666667
SLC25A1	-1.25716666666667
PLEKHB1	0.4234
GRB7	0.8998
ZFP37	0.02175
MRPL33	-1.052
PELO	-0.26075
ARMC1	-0.883818181818182
C9orf27	0.329
FLJ25778	0.3255
C9orf37	-1.22066666666667
TMEM66	0.99525
SPRN	0.180625
HBEGF	0.207625
PI4KA	-0.608
LEPRE1	-0.5545
POU2AF1	-1.250625
MRPL12	-0.753333333333333
REP15	-1.0095
ZC3H3	0.53625
RASAL1	-1.72375
DDAH1	0.935625
ACBD5	0.80175
TMC2	-0.768
CCDC137	-1.20775
SAMD13	2.426
UGT2B15	-2.84016666666667
TIPARP	-0.4195
DNASE1L3	1.675
TRIM72	0.407
DBX2	4.19866666666667
IPO8	0.27725
C21orf88	-1.6766
MAP3K14	0.13775
LOC51233	0.618833333333333
GGTLA4	-0.50825
PDE6D	0.47425
ZNF117	-0.2205
CLK2	-0.343625
NKRF	-0.87775
TNFSF15	0.0636
DUSP2	-0.210125
SECISBP2	-0.0826
GABRR2	-3.417
PPAP2C	2.72775
LOC51145	-0.258666666666667
PAG1	-0.348875
PIK3C3	-0.0285
GNG10	-0.002
APOL4	0.734166666666667
ANKRD28	-1.324875
STMN3	-0.6956
RAB14	0.7078
CDK2AP2	0.023
HDDC3	0.001375
COMMD7	0.826125
CXXC1	-0.009
HMCN1	-0.1425
CD40	0.8315
DYNC1LI2	0.3498125
GDI1	0.403
LOC646938	0.15225
VSNL1	-2.362
PIH1D1	-0.0425
RAET1G	-0.95
KRTAP5-9	-0.129
EFTUD2	-0.0575
ZNF311	0.9855
ATP6V1G3	1.28175
OR2W3	0.90675
SCN4A	0.32875
MED10	-0.592375
FAM135A	-0.9401
ARHGAP4	-0.96125
EHMT2	-0.900375
UFD1L	-0.76825
ERMP1	0.15125
MAG1	-1.37233333333333
THAP8	0.606833333333333
HACE1	-0.833166666666667
FAM82C	0.378833333333333
C3orf20	0.828
UNC84A	-0.180166666666667
SCD5	-0.0987142857142857
LASS6	1.739
LSG1	-0.651166666666667
MAL	-4.893
GPR22	-1.8225
WDR5B	1.12825
ACTRT1	-1.469
C17orf60	-0.126333333333333
GRIN2C	0.2965
ARMC8	-0.8085
SLC47A1	-2.43433333333333
DMPK	-0.772
DHRS13	-0.264166666666667
SMC1A	-0.7215
KRTAP17-1	-0.38975
SMYD5	-0.69675
TUSC2	-0.306875
CRHR2	0.1105
KIR3DL2	-0.398
CCDC104	0.62325
ATP2C1	0.812625
CROT	1.02425
PABPC3	-0.299333333333333
EGR1	1.3155
THSD1	0.71025
KHK	-1.59625
SLC12A2	2.13825
CD58	-0.199
STOX2	-0.475
CCDC76	-1.3812
CCDC48	4.8135
DNAH1	-0.127166666666667
ZIC4	-1.03
OR1G1	-0.679
PSMC6	-0.673166666666667
PROKR1	0.454
ABCB1	-0.015625
TRAT1	-0.462
LLGL1	0.7825
MTF1	0.29225
USP54	-0.118
PAGE2B	-1.8745
ITGB7	-3.559
CCDC81	-0.4335
LOC149837	0.485
SCUBE1	3.642
ZSCAN10	1.236
HUWE1	0.120857142857143
CDH17	-0.762
CD180	0.372
IL17A	0.2665
TMPO	-1.049875
KIAA1524	-0.17
HDGFRP3	0.576333333333333
OXCT1	-1.23681818181818
RRAS2	-0.514166666666667
LTBP2	3.24225
SV2B	2.91733333333333
CYP2A6	5.295625
PKD1L2	-1.60516666666667
PPM1M	1.0045
FLJ22662	1.8455
ZNF502	1.60575
GP6	-0.92225
CRYBA2	-2.155
LEF1	-1.2892
CTPS	-1.70128571428571
EYA1	-3.13083333333333
EPS8L1	1.19125
MAPK14	-0.485
SERPINB2	-5.313
GTF2F2	-0.578
ZNHIT4	0.0665
PLA1A	0.68825
C20orf114	2.96125
HPR	-4.103
C18orf2	-3.424
SATB2	-1.29
KCNJ9	0.3954
MGC157906	-0.785
MOCS3	-0.07675
C17orf71	-0.1865
PPHLN1	-0.376
HIST1H2BN	-1.715625
RAPGEF1	-0.211875
MAP3K8	-1.58175
DLG4	0.5655
STC1	2.13416666666667
CDGAP	2.24625
DDX26B	-1.64175
LOC150223	-2.3085
CPSF3	-0.996333333333333
TMEM14A	-0.32775
MYH3	-3.0055
GPKOW	0.16825
SULT1A1	-0.31
SPON1	3.9409
YY1AP1	0.253666666666667
RAB23	0.04625
PLA2G4A	-3.94175
MAPRE3	-0.18325
ZNF516	0.915642857142857
GGPS1	1.3065
EXOC3L2	-0.267125
C19orf42	0.9388
MAP2K2	0.493666666666667
HIST1H2BB	-1.47675
RNF19B	1.90683333333333
C6orf128	-0.0601666666666667
TLR8	3.60125
PCDHA9	0.944
CARS2	0.13475
CLUL1	3.55333333333333
RHAG	-4.1215
UNK	-0.3605
EXOC8	1.4023
C9orf95	1.3565
C14orf143	0.0971666666666666
MAML3	0.140125
LDHA	-1.239
MRPL20	0.26475
KLHDC6	1.27633333333333
ATP5S	-0.608
C8orf55	-0.04025
PHF19	-2.2785
KRTAP13-4	0.0605
TTC5	-0.20975
XKR5	-0.07225
SILV	-4.48
TEX28	-1.5735
TCTN1	1.558
CX40.1	-0.213
PPP2R5C	-0.647
C12orf30	-2.1185
CAPG	1.9545
MPZL1	1.45195
ARSB	-0.723166666666667
TDH	-3.385
WASF4	0.6045
TSSK3	-0.933
7A5	1.2745
CRISPLD1	1.10125
MAD1L1	-0.114166666666667
SPIN4	0.0253333333333333
AMPD1	2.29425
DPYSL5	-0.982
INPP1	0.7795
ANKRD11	-1.09216666666667
NPAS4	-0.662857142857143
GCET2	0.2336
RNASE9	1.181
GUCY2D	-0.3318
CCDC98	0.69
FGF4	-0.8825
CPM	-1.02416666666667
SLC26A4	-1.2808
PLD5	-0.25025
FAM59A	0.8052
FBXO5	-2.36544444444444
SIPA1L1	-0.204
DPYS	1.69875
ATG4D	0.2515
TGM3	0.404
MTCH1	-0.209375
HK1	-0.134428571428571
CDC26	-0.2815
GALNT12	-2.8835
LOC339229	-0.15125
MRPL35	-0.267375
ORC4L	-0.061625
TNKS	-0.149357142857143
C2orf24	0.733
ZNF553	0.145333333333333
GGTLA1	3.1913
ZNF497	0.50275
CDY1B	-0.50625
SLC30A4	0.570142857142857
TUB	-0.34775
ARHGEF18	0.36125
ARRB1	0.631
KCNK1	-2.247875
EREG	-2.8785
SCAMP5	-0.26825
RUNDC3B	2.25575
ADAMTS20	0.397666666666667
IL17RB	0.14175
FLJ20323	-0.3085
MCAM	0.525125
POLR3E	-1.96283333333333
AQR	0.450333333333333
IPMK	0.1985
CDCA7	-4.40925
CAMP	-1.2815
GRHL3	-0.594
ADAMTSL2	1.07716666666667
CLMN	1.85966666666667
SSTR3	0.2455
MAGEA5	-2.95016666666667
OVOL2	4.0585
JMJD1B	0.378
RBL2	0.6801
PYGO2	1.4195
PPP1R10	0.826666666666667
CSE1L	-0.953833333333333
LCA5	1.07925
RDH16	-0.63925
ASRGL1	-1.372375
TOM1	0.652166666666667
PTX3	-4.8915
TTC15	0.52925
SCGB3A1	4.01983333333333
MRPL50	-0.988
RCAN3	0.9545
SLC26A11	0.55425
STYX	-0.133
CINP	-0.54975
MARCH7	-0.16
PFKM	-1.4975
SGMS1	0.881833333333333
RIOK3	-0.8327
C1orf110	-0.4385
CES7	-1.047375
LOC440248	-2.6865
PPP1R12C	0.0815
C10orf27	0.906
ATG9A	-0.47175
MRPS26	0.491875
TMEM40	-0.57825
ELP3	0.3331
ZNF787	0.8461
HIAT1	0.2405
C8orf34	1.90433333333333
MGC4655	0.4241
PELI1	0.6615
PPT1	-0.1503
SLC35C2	-0.2775
C6orf125	-0.698
MUC4	-2.07366666666667
RFC4	-2.378
GNB2	0.8365
NUP50	-0.252785714285714
SULT4A1	-0.401
C7	4.61275
CCDC130	0.0736666666666667
ARRDC4	0.26325
RQCD1	-0.95975
GLYCTK	-1.18725
AYTL2	-0.640363636363636
MTUS1	1.6755
LEMD3	0.1775
PLEKHF2	1.29475
HOXA7	-0.234
GTF3C2	-1.1695
DYNLRB2	4.31
CNOT10	-0.6605
MR1	1.34366666666667
FFAR1	-0.029
PRIC285	0.05475
SLITRK6	1.27675
LIX1	-3.3175
UBE1L2	-0.913
F8	1.713625
ACHE	0.162
KPNA5	-0.96675
TNFRSF12A	-0.927166666666667
EGR3	-0.3475
SERPIND1	-3.4875
OASL	1.02075
IFRD1	-2.253125
WDFY1	0.0208333333333333
ZNF267	0.294625
ACCN5	-1.5765
ZBTB6	0.3075
PPP1R3A	0.384
PRRT3	-0.051
FBXL19	-0.951
TXNIP	0.4165
ACTN2	-1.2245
ATG9B	-0.9095
C9orf117	1.28025
IL27	-1.4065
RPL36AL	-0.3335
KLK15	-1.0565
CHAD	2.7695
RAP2B	-0.1131
HEBP2	1.405
ZNF342	1.2225
CAMK2G	-0.713166666666667
TLR3	2.04375
FGF14	1.2965
HMGB2	-2.232875
TRPM5	-0.420333333333333
OR5M11	0.3475
KIF3B	0.392
PRICKLE2	0.76025
MTMR9	0.308
C3orf27	-0.22125
GLRA3	0.916666666666667
NSDHL	0.19
TMEM32	0.016
POLR2D	-0.963666666666667
MYADML	-0.0795
C9orf114	-0.4605
MRGPRX1	1.7245
TOPORS	0.791
CLDN19	0.683
C1QL4	-0.589
RNF165	-0.6035
DHRS9	-0.77575
DNAH2	-0.1625
FXR1	-0.322
ZMYM3	-0.593375
CASP3	-0.240333333333333
FAM120C	-0.531125
SCLY	-1.66375
CA7	-0.0635
ENTPD5	-0.316333333333333
ZNF461	0.573625
PDIA5	0.23125
C1orf19	0.250333333333333
TMEM67	-0.00850000000000001
KCTD20	-0.3685
WDR47	0.669
FLJ38723	0.306
KLRF1	0.7345
TAS2R16	0.081
CLDN12	1.36225
PRKCE	-0.32575
UBXD4	-1.1915
ITGAM	2.71
GLT8D3	-0.289375
WDR31	0.7273
RGS2	-0.03025
OR51L1	0.604
MST1R	0.16875
KIAA1737	0.74925
OR4A5	-1.346
GLIS1	-1.29716666666667
PTMA	0.172928571428571
NAPA	1.085
PRDM11	0.08275
LIPF	0.2955
DIRAS3	1.845
ASGR2	-4.142875
C1QTNF4	1.76525
PIK3R4	0.200666666666667
ARMC3	2.94433333333333
NDUFV3	-0.506333333333333
BTBD3	-0.534833333333333
PPP1R2	0.791666666666667
UBE2NL	-0.29675
FOSL2	1.01721428571429
FAM119A	-1.48133333333333
TUBA4A	-0.6006
KRTAP12-1	-0.245
SFRS2	-1.08125
RHPN1	-0.8835
EEF2	0.501666666666667
ZDHHC11	0.034
EPHA3	-1.4671
RBM12	-0.123
H2AFJ	0.772416666666667
EDIL3	2.2785
KIF26A	-1.1315
SERGEF	1.12175
B3GALT4	3.264
LOC90925	1.515
OSCAR	1.368125
NPFF	-0.712875
DEDD	0.889
TMEM155	-0.921
PTPN1	-0.222
SCYL2	0.2185
SKAP1	4.29125
LEAP2	-3.185
GADD45G	2.2981
IFITM3	0.89275
PILRB	-1.90133333333333
SLU7	0.4039375
DSC3	1.725
DNMT3L	-2.47975
PAPD5	-0.057625
B3GNT3	-1.13516666666667
LHCGR	0.703
MSL-1	0.1175
UBE2S	-1.678
SAP130	-0.683
ANAPC11	0.33175
MAGED4B	-2.3315
ATP6V1B2	0.943833333333333
C14orf179	0.919125
CAPZA1	0.100125
CDYL2	0.304333333333333
GLRX3	-0.985
LOC136288	-0.448
MOBKL1A	-0.27325
HTR2B	4.74375
CRYGD	0.437333333333333
NUS1	-0.803833333333333
PGRMC1	0.088
MYOM2	1.37575
FLJ39653	-1.6545
CHM	0.141
OR5M8	0.178
ZNF619	-0.076
FAM105A	2.83725
CCNL1	-1.873875
NAP1L3	0.123
C10orf57	1.628
B3GALNT1	1.475
CSN1S2A	-2.036
TCP10L	0.342
GDAP2	1.09325
DMKN	-0.740833333333333
COX6B1	0.441
DNASE2	1.29883333333333
MSH5	-2.246
LGMN	-0.272
USP31	-0.1938
OR13C8	1.4785
SDCBP	0.1969
NUDT11	-1.72016666666667
PYGL	-0.302166666666667
SNPH	0.8805
B3GNT4	-1.027
MIZF	-0.5214
NUBPL	-0.56925
NOD1	0.2775
CDH22	0.9585
NUBP1	0.243833333333333
DSCAM	-3.8525
DGKI	0.929
FAM136A	-1.009
AKAP1	-0.597333333333333
SLC16A6	-1.6055
RIN3	0.85175
PSG2	-0.70675
DIP2B	-0.59375
PSORS1C1	-0.5197
KIAA0495	-0.168
FLJ90709	0.1755
LPA	-0.832166666666667
PIGA	-0.394166666666667
LY75	3.59783333333333
UTS2	-6.2315
RREB1	0.52075
GALNACT-2	0.2094
MGC3196	-1.07975
FLJ31568	0.24725
LPHN1	-0.042625
SP1	0.8605
TOX4	0.288166666666667
HSPA9	0.0291
APOBEC1	1.3135
SLC35E4	-1.31025
LSM5	-0.9065
SURF1	0.9495
ZBTB1	-0.0803333333333333
GTF2F1	0.42825
RPS15A	-0.172357142857143
DUSP21	-1.38833333333333
GINS4	-3.34083333333333
MYO15A	-0.4585
GIMAP7	4.79725
MGC13379	0.80475
ATP6V1E2	-0.737333333333333
UTP3	-0.29675
HNRPA3	-0.6898125
MT4	-0.566
C14orf155	0.2425
U1SNRNPBP	0.4615
CKLF	-0.00799999999999999
PLEKHN1	-0.637666666666667
MBNL1	0.112166666666667
NUP160	-1.149
ACSM2A	-2.034
LOC129881	0.64
KIAA1529	-0.78875
FLJ22639	-2.355
HAND1	-1.7365
GSX1	0.23
FGA	-4.3554375
SERPINB1	0.64025
ZNF642	0.79525
IGFBP1	-8.11225
SLC1A1	2.062
DHX57	-0.577
ZNF766	0.5295
PTPN21	0.231666666666667
GDPD3	-2.87666666666667
PNPLA5	0.15
TBR1	0.033
FAM116A	-0.401
IQGAP1	1.38375
FOS	1.771125
ZNF226	0.5245
FIGNL1	-0.350333333333333
C14orf1	-0.210333333333333
ZMYND17	-0.95
PUS7	-1.51233333333333
TUBB6	-0.698875
KCNQ2	-1.44475
MARCH6	-0.194916666666667
CCDC33	0.2905
PRODH	-2.2625
RBM11	2.34325
EPHA6	1.6138
SLC43A1	-0.992
LOC196541	0.0775714285714286
NTN1	0.790090909090909
ING4	0.74725
PCDHB10	2.2135
DPH2	-0.813666666666667
SPACA4	-0.3625
FBXL21	-4.1125
DIAPH1	-0.211
ZNF71	1.11966666666667
CEP76	-0.728
CORO1A	-0.27725
RRM2	-2.755125
EDG4	1.07425
OS9	0.7565
SLC4A1AP	-0.51925
COG5	-0.203
COPS8	-0.1455
NGLY1	-0.8745
NCBP2	-0.347
C17orf42	-0.2385
GPSM3	0.755125
SIL1	2.249
ASB6	-0.1555
SMAD5OS	0.0203333333333333
UNC93A	-3.89285714285714
A1BG	0.535166666666667
C21orf62	1.794
FMO5	1.93966666666667
ATRIP	0.226166666666667
CEBPG	-0.0506666666666667
C7orf38	0.263
TNFRSF1B	1.07966666666667
CLEC1A	2.439
IQSEC1	-0.357875
PATZ1	0.9756
RBM22	0.89275
BAG2	-1.84383333333333
PAQR5	-1.46683333333333
C9orf127	1.1233
THNSL1	0.36925
SHROOM3	2.3817
JAM2	1.91775
SNRPN	-2.05225
ALX4	0.7725
CACNA1S	0.921
FAM130A1	0.65525
CORIN	2.725
CD300LB	0.94
PLEKHG6	0.9015
LRRC40	-0.741
PCLKC	-1.54125
PCDHB16	1.6825
WNT2B	1.44316666666667
ASNS	-1.56133333333333
MRPL49	0.5145
FLJ46111	-0.71825
ISG20	-1.2555
SMU1	0.267166666666667
CASZ1	0.9095
POLR1D	-0.475416666666667
GIN1	-0.24775
SNAG1	0.301833333333333
ANKRD29	-1.0275
CDKN2AIP	-0.04375
KRR1	-0.2865
CXCL1	-3.88633333333333
EPM2A	-0.3668
PC	-0.496666666666667
DEFB127	3.357
PDZRN4	3.7016
FAH	1.1015
OR51E1	3.0595
CDC2L6	-0.251333333333333
DNTTIP1	-0.7015
PAX8	-0.21425
TMEM116	0.12175
C1orf150	0.393
PRO2012	-1.28425
MRPL40	-0.885166666666667
BEX1	-3.0398
SLC2A4	-0.917833333333333
PKMYT1	-2.1215
FEZF2	0.7086
SLC26A9	-2.28675
MAP2	-0.1865
LYL1	-0.64075
SLC25A19	-1.14666666666667
NOS3	0.3055
ZNF34	0.617333333333333
TMPRSS11F	-0.666333333333333
FAM43A	0.429
FCRL4	-1.37633333333333
KLF14	-0.0955
FLRT2	-0.1315
WRN	-0.986
SDF2	0.6066
KRT8P12	-0.56675
C6orf195	2.0845
C9orf125	-0.711166666666667
DZIP3	-0.3155
RIT1	0.146416666666667
SCML1	-2.0265
RHBDF2	-0.458125
OR2G3	1.3335
REXO1L1	1.035
MAP3K7IP3	0.112875
C3orf57	-6.58625
FBXW11	-0.753666666666667
ETAA1	-0.717
C14orf131	-0.8426
AKT1S1	0.27175
SLC12A5	-0.689875
C9orf164	1.62475
NRIP3	1.75325
NOS1AP	0.44725
TMEM121	0.79575
SAP30BP	-0.2657
DGCR6	0.48625
WDR76	-1.365
FAM82B	-0.6395
LOC606495	-0.576
MAP9	1.39991666666667
BCDIN3D	1.209
CXorf36	4.17833333333333
DSCR3	-0.3874
ZFAND3	0.418
C7orf43	0.417
SPSB3	0.6712
C19orf19	0.45525
FAM133A	-2.874875
C12orf25	0.14525
SLC39A3	-0.06425
DISP2	-0.176
PI4KAP2	-1.663
MKRN3	-2.38433333333333
ADAMTS13	-0.697875
CBLN3	0.1009
TTYH1	-0.307333333333333
C3orf18	0.971
FLJ13236	-0.99625
ZMYND12	3.0045
C18orf25	0.165375
GLB1L3	-0.716
ATP13A5	1.1
RANBP10	0.39675
CD96	-0.8211
DENND1C	-0.043
RBMS3	1.556
SLC41A3	0.838333333333333
DGCR6L	0.5955
TMEM128	0.363666666666667
CSNK1G3	0.627
MOBKL2C	1.32275
TSPAN6	0.38575
MATN2	-0.6322
MSL2L1	0.473666666666667
ST6GALNAC2	-0.268
FGFBP2	0.332625
FGL1	-7.09666666666667
MPP3	-1.4175
ARHGEF6	0.7855
TGFBR2	0.62275
ACMSD	0.39175
IL33	4.405
C9orf5	-0.0755
DEAF1	0.4631
AMN	0.6555
DEFA6	-0.197857142857143
RNF212	-0.964
METT5D1	0.7255
CIB1	0.8932
TSSK1B	0.125333333333333
KIAA1727	1.08025
ZNF680	0.546166666666667
LOC399900	-2.309
LOC152217	-0.216833333333333
CTNNAL1	-2.8155
CIT	-2.07475
TLE6	-0.5495
ZNF607	-0.56775
HERC4	-1.44483333333333
DRAP1	-0.2041
PEMT	-0.41375
C10orf111	-1.9755
ZNF575	1.170375
KCTD7	-0.2805
MYO1F	0.538125
LOC285382	2.305
RAB11A	0.8701
PLCD3	-0.9305
C15orf28	-1.3105
PTBP2	-1.06425
CTB-1048E9.5	-0.018625
C19orf60	0.0721666666666667
C7orf25	0.504166666666667
SETD7	0.76625
HOXB9	-3.722
VANGL1	1.25125
CHAF1B	-1.80675
NDUFA3	0.1685
KIAA1328	0.4685
SHARPIN	0.1135
TTC23	-0.590625
UGP2	0.259666666666667
ANKIB1	0.2416
CIRBP	1.93314285714286
SEC14L4	-3.4908
OVCH1	0.1228
VPS52	-0.029
FAT	-0.806
M6PRBP1	0.40425
GPRIN3	0.971
PPM1F	-1.0185
TSR1	-0.79375
CCDC85A	2.43125
PCSK5	2.3275
ZFHX3	0.023
HEMK1	-0.8417
PGBD2	0.50925
RSRC2	-0.382166666666667
AURKC	-1.34483333333333
SCRIB	-0.736625
ORM2	-4.56133333333333
FAM115A	0.3252
FZD6	0.59275
UNC119	0.565833333333333
GPX3	-0.0625
NOV	-0.543375
CABC1	-0.04125
CDC42SE2	0.169
EIF2S2	-0.7715
RNF130	1.098625
CKAP5	-0.4675
RP11-413M3.2	0.633875
C10orf18	-0.1451
TMEM93	-0.51275
DYX1C1	1.97
KCNMB2	-2.095625
ANK3	2.0355
KRT5	0.2864
CDH12	-2.08142857142857
QRSL1	-0.8765
JUB	-1.45025
SHC4	-2.644
CCL15	1.54466666666667
CCDC22	0.77875
SNX24	-0.26575
RARS	0.25725
MORC2	-0.05925
FAM48A	-0.69525
MT1H	-2.3715
PPP1R14C	-2.029
FOXD1	-2.51592857142857
C1orf213	-2.363
AMT	-0.1433
DSN1	-1.26225
PTPLAD2	3.48425
DIS3L	0.081
RASL11A	0.92075
GPRC5B	1.156375
FRMD7	0.371
STRN4	-0.11725
KITLG	1.68431818181818
HDGF	-0.4995
OR1S1	0.249
SETX	-0.2816
DDR2	0.738875
KCTD12	2.35775
LYZL2	-2.65975
WDR52	-0.6315
TMEM2	0.499375
ZNF579	0.881666666666667
LOC200810	-0.1815
TNFSF9	-2.376125
PPFIA4	-4.27075
CNIH3	1.57616666666667
MAP4K4	-0.742428571428571
ROD1	0.300214285714286
ALS2CR12	0.379166666666667
DOCK3	-1.89333333333333
PAQR9	-4.56875
ASB17	0.977666666666667
STX16	-1.733375
FEZ2	0.856
DLAT	-0.488666666666667
KIF21B	-1.455
CDC5L	-0.4735
TMEM119	2.66533333333333
CRIP3	-1.783
TPSD1	0.859666666666667
TEPP	0.46725
GNGT2	1.36975
C21orf121	1.0775
WNK1	-0.195916666666667
FLJ10490	0.7621
OR51B5	-2.268
LOC203547	-0.67175
HAS1	-0.641
PPA1	-0.864833333333333
ST7	0.419125
C11orf46	0.8912
POPDC3	-4.15033333333333
ACOX2	-0.661333333333333
ATCAY	-0.2305
TM4SF19	-1.214
MFSD9	-0.32
PDHB	-0.8465
ERN1	-0.219
LCE3C	0.2565
GPR111	0.172
NOTCH3	1.79216666666667
ADAMTS5	2.62575
B3GALT1	-1.27075
UGCGL1	0.0995
FAM58A	0.555833333333333
FBXO32	2.18925
CLPP	-0.013
NXPH1	-2.61875
MTMR3	0.893166666666667
ATP1B3	-0.7625
TMEM16A	4.21325
HIST1H3F	-0.41
TRIM25	-0.451
SDCBP2	0.9415
CRKL	-0.667375
HOXB2	2.48433333333333
ANP32B	-0.8325
GATM	3.8505
AP4E1	-0.255
EDG5	0.498375
CDKN3	-3.0975
CDH4	-2.451
PGD	-0.438
RND1	1.38
GAD1	-3.4302
MPG	0.23575
LOC440350	-1.2435
ZNF133	-0.21825
SERPINB12	-0.045
AMELY	0.6072
DHX36	-1.0815
TNFAIP8L2	2.98583333333333
PHTF2	-0.038764705882353
CCDC112	-0.189
IQCC	-0.434
HEYL	3.63783333333333
FTSJ2	-0.518666666666667
APPL1	0.4135
RAB43	0.733142857142857
OR10G2	0.6675
WAC	0.151166666666667
ADCY9	0.388625
RUNDC2B	0.218166666666667
PYCRL	0.084
AGPAT7	-1.24883333333333
SLC22A9	-2.89833333333333
CDKAL1	-0.637
PDYN	-0.36275
C20orf74	0.485
MTMR11	0.8185
VAV3	4.09475
DAPL1	1.3015
STXBP3	0.1625
EIF3G	0.21375
ARHGAP22	-1.35225
NPFFR1	-0.1455
NPC1	-0.596333333333333
ALDH9A1	1.3365
ZNF600	0.564125
ZNF678	0.238
RASSF1	-0.079
ADD2	-2.36871428571429
PITPNB	-0.4715
PKD2L2	-1.07833333333333
LRP11	-0.734
CDKL1	0.00899999999999999
SMEK2	0.0235
PRODH2	-3.55716666666667
C11orf54	-0.205
SFRS11	-0.603166666666667
IL7	-0.9195
ALS2CR16	1.36325
BTG3	-1.52916666666667
PAK2	0.282277777777778
RP11-679B17.1	-0.039
GATA4	-1.833
ATP2B1	-0.86375
LOC130940	1.6885
C1orf172	2.59366666666667
ATF7IP2	-1.17625
SLC25A43	-0.0556666666666667
CENTG3	-0.0283333333333333
IGF2BP1	-4.2879
FCHSD1	-0.144
CAMK2N2	1.15083333333333
ELAVL3	-0.547777777777778
NBPF15	-0.653666666666667
UBE2J2	0.417090909090909
GNL2	-0.68075
PRR3	-0.2017
NLF2	1.51875
OR4F6	2.112
KLHL24	1.08366666666667
CCDC88A	-2.1505
SGPP1	-0.255833333333333
C10orf11	-0.193833333333333
SLC35B4	-1.09966666666667
UGT3A2	-1.5485
ARNT2	1.4262
CBR1	-1.08675
ITPR3	-0.6225
TRAPPC6B	-0.8205
AMZ1	-1.9645
ARP11	0.7635
WDSUB1	0.4695
APBA1	0.079
RAB2A	0.565
C6orf162	-0.232125
HPSE2	1.075
PLCE1	-1.416
INSL3	0.1935
DLG1	-0.00149999999999998
PTPLA	-4.11175
PIGX	0.337125
TFIP11	0.388333333333333
FIBIN	3.562
POLR2G	-0.05675
GRAP2	-1.6998
DNAJB8	-0.571
CNBP	0.243333333333333
WASF1	-2.3145
INPP5E	-1.0474
HSPB1	0.9883125
TMEM167	-0.2463
CUBN	-0.06725
IGF1	4.7030625
ITPK1	-0.224
NAALAD2	-1.2335
G3BP1	0.2623
NT5DC1	0.499625
CYP39A1	-0.336
TMEM139	1.25391666666667
POLK	-0.0587777777777778
GLULD1	-1.11775
RBM15	-1.016
AMZ2	-0.00575
GDF15	-2.82083333333333
MESDC2	-0.3475
INCA	0.5135
ACY1L2	-1.819
GZMM	-0.388
PAIP1	0.6335
CACNA2D1	1.56775
STK32C	0.174166666666667
SH3BP4	0.919
DEC1	-0.8875
PADI1	-1.467
UBB	0.2019
PON3	3.8515
PROP1	0.782
ANKRD13B	0.1495
ADCK1	0.326
TCF25	0.122333333333333
SLC38A5	-2.7465
CXorf26	-0.350166666666667
C19orf39	0.5335
PPP1R13B	0.38475
ARL2	0.0295
TCL6	0.228272727272727
TOP3A	-0.5375
SLC16A14	1.908125
FXYD6	2.01266666666667
HIST1H4E	-0.2845
BBC3	0.532736842105263
UNC5A	0.2875
FAM86C	-0.728
PI4KB	1.14
B3GAT1	-3.4295
SUSD2	1.09666666666667
OAZ2	0.0418333333333333
NOC4L	-0.52625
C10orf12	-0.4435
FADS1	-3.52833333333333
LOC144097	-0.6105
DKK2	3.06383333333333
KIAA1949	-0.18775
RHOT1	0.5013
OXT	1.23483333333333
GPR153	1.012
ARL4A	-1.69616666666667
SAAL1	-0.17525
CCDC64	-0.857
USE1	0.0603333333333333
HNMT	1.105
PCGF3	-0.5304375
CYP2C19	-0.15
C20orf4	0.213
CCDC11	1.87675
ACSBG2	-0.4485
RWDD2A	-0.6005
