Hybridization REF	TCGA-BH-A0HX-01A-21R-A056-07
ZFP106	-0.5365
ZNF347	-0.1503
GTF2E1	0.38
RY1	-0.252166666666667
ATAD2B	0.063875
ARHGAP17	-0.3529
KCNIP3	-0.7585
SFPQ	0.026
GFRA4	0.362
AKR1B10	-3.8255
TIGD6	1.27733333333333
RGS16	2.094625
URB1	-0.677
OR4C46	0.0816666666666667
TOP3B	-0.666
NFATC4	0.1215
CA14	-4.7625
BMPR1A	-0.374833333333333
SNRP70	-0.57425
PRL	1.03416666666667
C6orf130	-0.8425
STAG2	0.2695
CD55	-0.865785714285714
RPS23	0.7845
SSX2	-1.789
FDPSL2A	-0.31975
FBXO27	0.707875
SYNGR3	-0.000999999999999994
TMSL3	1.2775
EML1	-0.856
NUP93	-1.20491666666667
SMAD3	-0.3838
KIAA1189	1.34766666666667
HNRPUL2	0.328166666666667
TBC1D12	0.672333333333333
C16orf24	1.396
MRVI1	1.2235
ZNF581	-0.147333333333333
ELOVL3	0.1
OR51Q1	0.6035
CACNB3	0.875166666666667
GALNT13	-0.1015
C10orf84	0.8780625
NEDD4	-0.3863
SPO11	0.554
OR5AU1	0.5535
NEK4	0.601642857142857
PRKAR2A	0.071
IHPK1	0.141666666666667
ATP6V0B	0.950625
CACNA1E	1.3655
CEACAM8	1.30266666666667
PEX14	-0.3295
FLJ12993	4.532
ZBTB38	0.393916666666667
PCTK2	1.50616666666667
LRRC16	-0.146
FBLIM1	0.5305
FYCO1	1.9385
RP5-1022P6.2	-0.0521666666666667
CMTM1	0.774333333333333
PLTP	0.763333333333333
RAPH1	0.624125
DOCK8	0.634625
EZH2	-1.8782
SLC25A1	-0.408833333333333
PLEKHB1	0.3906
GRB7	0.8392
ZFP37	-0.44175
MRPL33	0.29825
PELO	0.1845
ARMC1	0.505090909090909
C9orf27	-0.0945
FLJ25778	0.3545
C9orf37	-0.949833333333333
TMEM66	-0.22125
SPRN	0.558875
HBEGF	0.213625
PI4KA	-0.5675
LEPRE1	-0.5185
POU2AF1	-3.49375
MRPL12	1.11533333333333
REP15	-0.307
ZC3H3	0.74425
RASAL1	-1.938
DDAH1	0.677625
ACBD5	0.2685
TMC2	0.3895
CCDC137	0.5105
SAMD13	-0.668666666666667
UGT2B15	-2.29233333333333
TIPARP	0.404
DNASE1L3	3.09925
TRIM72	0.197
DBX2	0.92375
IPO8	0.17375
C21orf88	-0.9422
MAP3K14	0.47275
LOC51233	0.532
GGTLA4	2.06325
PDE6D	-0.39575
ZNF117	-0.992
CLK2	-0.897125
NKRF	-0.18
TNFSF15	1.2568
DUSP2	-0.154125
SECISBP2	0.6239
GABRR2	0.081
PPAP2C	2.20425
LOC51145	-0.103166666666667
PAG1	-0.239375
PIK3C3	-0.84025
GNG10	-0.622
APOL4	0.9644
ANKRD28	-0.290875
STMN3	-1.5409
RAB14	0.856
CDK2AP2	0.96225
HDDC3	0.602125
COMMD7	0.735
CXXC1	-0.501
HMCN1	-0.530166666666667
CD40	0.53725
DYNC1LI2	0.0870625
GDI1	0.9015
LOC646938	-0.49575
VSNL1	-3.089
PIH1D1	-0.280333333333333
RAET1G	-0.0845
KRTAP5-9	0.3935
EFTUD2	-0.348
ZNF311	-0.183333333333333
ATP6V1G3	-0.26775
OR2W3	-0.72875
SCN4A	0.21
MED10	-0.54925
FAM135A	-0.2818
ARHGAP4	-1.23625
EHMT2	-0.935625
UFD1L	-0.704
ERMP1	-0.03625
MAG1	-1.23633333333333
THAP8	0.365666666666667
HACE1	-1.20566666666667
FAM82C	-0.118166666666667
C3orf20	-0.1105
UNC84A	-0.583333333333333
SCD5	0.591857142857143
LASS6	2.1675
LSG1	0.555166666666667
MAL	-5.6525
GPR22	0.378
WDR5B	1.427
ACTRT1	0.6715
C17orf60	0.329666666666667
GRIN2C	1.1042
ARMC8	-0.795166666666667
SLC47A1	-2.98833333333333
DMPK	-0.4285
DHRS13	0.96
SMC1A	-0.337166666666667
KRTAP17-1	-0.487
SMYD5	-0.14525
TUSC2	0.6255
CRHR2	0.1295
KIR3DL2	0.0115
CCDC104	0.69525
ATP2C1	0.349375
CROT	0.37925
PABPC3	0.512833333333333
EGR1	1.13283333333333
THSD1	0.60675
KHK	-0.6595
SLC12A2	2.9938125
CD58	-1.08275
STOX2	1.21966666666667
CCDC76	-0.7075
CCDC48	4.406
DNAH1	0.0245
ZIC4	-0.500428571428571
OR1G1	1.683
PSMC6	2.30183333333333
PROKR1	-0.021
ABCB1	-1.114125
TRAT1	-1.109
LLGL1	0.4475
MTF1	1.27275
USP54	0.598875
PAGE2B	-2.5215
ITGB7	-3.991
CCDC81	-0.029
LOC149837	0.04325
SCUBE1	1.0805
ZSCAN10	1.1915
HUWE1	0.268
CDH17	0.763
CD180	0.40225
IL17A	-0.08725
TMPO	-1.27325
KIAA1524	1.374
HDGFRP3	0.143666666666667
OXCT1	-1.40954545454545
RRAS2	-1.80066666666667
LTBP2	2.9515625
SV2B	2.06733333333333
CYP2A6	1.54425
PKD1L2	-0.878
PPM1M	0.38025
FLJ22662	1.52483333333333
ZNF502	-0.0765
GP6	-0.91075
CRYBA2	-0.762
LEF1	-2.335
CTPS	-1.87942857142857
EYA1	-2.5165
EPS8L1	1.36625
MAPK14	-0.8435
SERPINB2	-5.380125
GTF2F2	-0.6975
ZNHIT4	0.0215
PLA1A	1.2355
C20orf114	3.652
HPR	-2.934
C18orf2	-3.971
SATB2	-1.1235
KCNJ9	-0.059875
MGC157906	-0.2795
MOCS3	0.45175
C17orf71	0.544333333333333
PPHLN1	0.08
HIST1H2BN	-0.914125
RAPGEF1	-0.464875
MAP3K8	0.21325
DLG4	0.494333333333333
STC1	1.26425
CDGAP	1.92525
DDX26B	-1.94475
LOC150223	-1.34
CPSF3	-0.916
TMEM14A	-0.1115
MYH3	-1.7915
GPKOW	0.077
SULT1A1	-0.720333333333333
SPON1	3.1701
YY1AP1	-0.372833333333333
RAB23	-0.13575
PLA2G4A	-4.202
MAPRE3	0.87975
ZNF516	0.598642857142857
GGPS1	0.295
EXOC3L2	-0.102
C19orf42	-0.1239
MAP2K2	-0.335
HIST1H2BB	-0.46475
RNF19B	1.34633333333333
C6orf128	-0.4285
TLR8	2.84325
PCDHA9	0.6075
CARS2	-0.4595
CLUL1	3.048
RHAG	-4.55666666666667
UNK	0.2925
EXOC8	1.1892
C9orf95	0.37475
C14orf143	0.0925
MAML3	0.2145
LDHA	-2.3325
MRPL20	0.401875
KLHDC6	-0.0905
ATP5S	1.06866666666667
C8orf55	0.6435
PHF19	-2.267875
KRTAP13-4	0.8345
TTC5	-0.169
XKR5	-1.0945
SILV	-4.79916666666667
TEX28	0.374
TCTN1	1.8725
CX40.1	0.15175
PPP2R5C	-0.869
C12orf30	-1.51783333333333
CAPG	1.88725
MPZL1	0.10545
ARSB	-1.11616666666667
TDH	-2.50375
WASF4	0.84425
TSSK3	-0.672166666666667
7A5	-0.2765
CRISPLD1	4.989375
MAD1L1	-0.329666666666667
SPIN4	-0.415
AMPD1	-0.765
DPYSL5	-0.0755
INPP1	-0.761833333333333
ANKRD11	-0.75
NPAS4	-0.23375
GCET2	-0.0476
RNASE9	0.1835
GUCY2D	0.375333333333333
CCDC98	0.0675
FGF4	-0.973875
CPM	0.039
SLC26A4	-1.84833333333333
PLD5	0.06925
FAM59A	1.0889
FBXO5	-3.12266666666667
SIPA1L1	-0.64125
DPYS	0.422
ATG4D	-0.24625
TGM3	2.4695
MTCH1	-0.702875
HK1	0.519538461538462
CDC26	-0.3185
GALNT12	-3.09866666666667
LOC339229	0.99625
MRPL35	-0.495125
ORC4L	-0.107
TNKS	-0.427142857142857
C2orf24	0.429333333333333
ZNF553	0.484333333333333
GGTLA1	2.8719
ZNF497	-0.0445
CDY1B	-0.3
SLC30A4	0.811875
TUB	-1.136125
ARHGEF18	-0.36675
ARRB1	0.892
KCNK1	1.277375
EREG	2.2355
SCAMP5	0.37575
RUNDC3B	1.61175
ADAMTS20	-0.02125
IL17RB	-0.17975
FLJ20323	-0.713
MCAM	0.7
POLR3E	-1.33591666666667
AQR	-0.84
IPMK	0.2435
CDCA7	-4.37975
CAMP	4.609
GRHL3	-1.37475
ADAMTSL2	1.53883333333333
CLMN	1.8325
SSTR3	0.5665
MAGEA5	-2.15833333333333
OVOL2	4.03
JMJD1B	-0.1345
RBL2	0.3616
PYGO2	0.79825
PPP1R10	0.519833333333333
CSE1L	-0.791666666666667
LCA5	0.833
RDH16	0.05825
ASRGL1	-1.71525
TOM1	1.024
PTX3	-6.14075
TTC15	0.585
SCGB3A1	1.194
MRPL50	-1.13925
RCAN3	0.963375
SLC26A11	1.61125
STYX	2.15266666666667
CINP	-0.36125
MARCH7	-0.88425
PFKM	-0.565666666666667
SGMS1	0.875
RIOK3	-0.2261
C1orf110	-0.2465
CES7	0.205875
LOC440248	-2.86475
PPP1R12C	0.17725
C10orf27	0.784
ATG9A	-0.97425
MRPS26	1.234375
TMEM40	0.34125
ELP3	-0.704
ZNF787	0.6067
HIAT1	0.061875
C8orf34	1.82416666666667
MGC4655	0.0248
PELI1	0.168333333333333
PPT1	0.959
SLC35C2	0.1735
C6orf125	-0.735
MUC4	-1.93966666666667
RFC4	-2.06628571428571
GNB2	0.435
NUP50	-0.4395
SULT4A1	-0.929333333333333
C7	3.6625
CCDC130	-0.516666666666667
ARRDC4	-0.33175
RQCD1	-1.32825
GLYCTK	-0.79675
AYTL2	-1.04636363636364
MTUS1	1.5749
LEMD3	0.759
PLEKHF2	3.66875
HOXA7	0.28575
GTF3C2	-1.2085
DYNLRB2	4.78675
CNOT10	-0.26025
MR1	-0.473166666666667
FFAR1	-0.47875
PRIC285	0.04575
SLITRK6	5.025
LIX1	-1.2733
UBE1L2	-0.165083333333333
F8	1.689375
ACHE	0.546166666666667
KPNA5	-0.9895
TNFRSF12A	-0.887166666666667
EGR3	-0.623
SERPIND1	-3.90716666666667
OASL	1.416
IFRD1	-1.98575
WDFY1	-0.0653333333333334
ZNF267	-0.57975
ACCN5	0.493
ZBTB6	0.22775
PPP1R3A	1.1035
PRRT3	1.76225
FBXL19	-0.438
TXNIP	0.854214285714286
ACTN2	-3.3125
ATG9B	-0.12675
C9orf117	1.86175
IL27	1.248
RPL36AL	0.975666666666667
KLK15	0.421
CHAD	2.2155
RAP2B	-0.7139
HEBP2	-0.017
ZNF342	0.709
CAMK2G	0.193
TLR3	1.96525
FGF14	1.2965
HMGB2	-1.254125
TRPM5	0.443666666666667
OR5M11	0.1
KIF3B	1.66478947368421
PRICKLE2	1.02775
MTMR9	-0.228875
C3orf27	0.1205
GLRA3	-0.298
NSDHL	0.404666666666667
TMEM32	0.348
POLR2D	-1.27175
MYADML	0.183
C9orf114	0.068
MRGPRX1	-0.3285
TOPORS	0.61325
CLDN19	-1.47725
C1QL4	-0.354
RNF165	-1.446
DHRS9	0.012
DNAH2	-0.2245
FXR1	-1.2115
ZMYM3	-1.074375
CASP3	0.104333333333333
FAM120C	-0.062375
SCLY	-1.719
CA7	-0.3055
ENTPD5	-0.398166666666667
ZNF461	0.109125
PDIA5	-0.47625
C1orf19	-0.537333333333333
TMEM67	1.6535
KCTD20	-0.6345
WDR47	1.0395
FLJ38723	0.549
KLRF1	0.5745
TAS2R16	-0.0955
CLDN12	-0.7625
PRKCE	-0.319
UBXD4	-0.94675
ITGAM	2.2135
GLT8D3	-0.0975
WDR31	1.3389
RGS2	1.6485
OR51L1	0.605
MST1R	1.00425
KIAA1737	0.64875
OR4A5	1.297
GLIS1	-2.19633333333333
PTMA	-0.289857142857143
NAPA	1.261
PRDM11	-0.341
LIPF	-1.6935
DIRAS3	-1.0165
ASGR2	-4.62825
C1QTNF4	1.15275
PIK3R4	0.301833333333333
ARMC3	4.22575
NDUFV3	-0.760583333333333
BTBD3	0.117833333333333
PPP1R2	0.424583333333333
UBE2NL	-0.805
FOSL2	0.4835
FAM119A	-1.614
TUBA4A	-1.2104
KRTAP12-1	0.23325
SFRS2	-0.76025
RHPN1	-0.0125
EEF2	-0.657666666666667
ZDHHC11	0.621166666666667
EPHA3	0.0221
RBM12	0.416
H2AFJ	2.27825
EDIL3	4.5525
KIF26A	-1.201
SERGEF	-0.43075
B3GALT4	2.8335
LOC90925	0.363166666666667
OSCAR	0.525
NPFF	-0.972625
DEDD	0.4145
TMEM155	-0.853625
PTPN1	1.40025
SCYL2	0.0158333333333333
SKAP1	3.7915
LEAP2	-2.36433333333333
GADD45G	2.9248
IFITM3	0.265375
PILRB	-1.94266666666667
SLU7	0.141625
DSC3	-0.53325
DNMT3L	-1.85125
PAPD5	0.73425
B3GNT3	-1.42816666666667
LHCGR	0.6205
MSL-1	-0.515
UBE2S	-1.136125
SAP130	-0.96675
ANAPC11	1.39925
MAGED4B	-2.2315
ATP6V1B2	-0.100166666666667
C14orf179	1.007625
CAPZA1	-0.431375
CDYL2	0.0715
GLRX3	-1.11916666666667
LOC136288	0.64325
MOBKL1A	0.10925
HTR2B	3.43125
CRYGD	0.448666666666667
NUS1	-1.5945
PGRMC1	-0.751
MYOM2	0.39525
FLJ39653	-0.392666666666667
CHM	0.5009
OR5M8	0.047
ZNF619	-0.1225
FAM105A	0.5245
CCNL1	-1.494125
NAP1L3	0.469
C10orf57	2.04633333333333
B3GALNT1	1.67916666666667
CSN1S2A	0.5095
TCP10L	-0.01975
GDAP2	-0.34525
DMKN	-1.497
COX6B1	0.29
DNASE2	0.728166666666667
MSH5	-2.2545
LGMN	-0.06075
USP31	-0.2248
OR13C8	0.179
SDCBP	0.0061
NUDT11	-2.5865
PYGL	0.324
SNPH	-0.0978333333333333
B3GNT4	-0.838
MIZF	-0.6873
NUBPL	1.949
NOD1	0.442333333333333
CDH22	-0.010375
NUBP1	-0.0621666666666667
DSCAM	-3.678
DGKI	0.9265
FAM136A	-0.62725
AKAP1	0.848166666666667
SLC16A6	2.26075
RIN3	0.751
PSG2	-0.39
DIP2B	0.131083333333333
PSORS1C1	-0.524
KIAA0495	-0.756
FLJ90709	-0.274333333333333
LPA	-0.436833333333333
PIGA	-0.656666666666667
LY75	0.998333333333333
UTS2	-6.351
RREB1	-0.5245
GALNACT-2	0.4488
MGC3196	-0.6055
FLJ31568	0.941
LPHN1	-0.471
SP1	0.343875
TOX4	0.06
HSPA9	0.5453
APOBEC1	-0.2255
SLC35E4	-1.015
LSM5	-0.4285
SURF1	0.96675
ZBTB1	-1.007
GTF2F1	-0.27275
RPS15A	-0.142214285714286
DUSP21	-0.724833333333333
GINS4	-2.47116666666667
MYO15A	0.917833333333333
GIMAP7	3.6535
MGC13379	-0.014
ATP6V1E2	0.459
UTP3	0.402
HNRPA3	-0.9860625
MT4	0.251
C14orf155	-0.038
U1SNRNPBP	0.4995
CKLF	-0.565
PLEKHN1	-0.527166666666667
MBNL1	-0.0530833333333333
NUP160	-2.123
ACSM2A	-1.79533333333333
LOC129881	1.658
KIAA1529	0.48475
FLJ22639	-2.3895
HAND1	-1.75
GSX1	0.4635
FGA	-4.9475625
SERPINB1	-0.16525
ZNF642	0.41075
IGFBP1	-8.834375
SLC1A1	1.49325
DHX57	-0.198125
ZNF766	0.789
PTPN21	-0.3383
GDPD3	3.03016666666667
PNPLA5	0.247
TBR1	0.409833333333333
FAM116A	0.4455
IQGAP1	0.442625
FOS	1.711125
ZNF226	-0.164875
FIGNL1	-0.113333333333333
C14orf1	-0.243666666666667
ZMYND17	-0.9675
PUS7	-1.294
TUBB6	-0.745625
KCNQ2	-1.669
MARCH6	0.91125
CCDC33	0.4385
PRODH	-1.8845
RBM11	-2.781
EPHA6	0.00425000000000002
SLC43A1	-0.633
LOC196541	0.389
NTN1	1.19383333333333
ING4	1.174
PCDHB10	0.77925
DPH2	-0.369666666666667
SPACA4	0.10975
FBXL21	-4.1235
DIAPH1	-0.436
ZNF71	-0.136666666666667
CEP76	-0.3785
CORO1A	-0.48925
RRM2	-2.839875
EDG4	0.686
OS9	0.979833333333333
SLC4A1AP	-0.02925
COG5	-0.53425
COPS8	-0.6755
NGLY1	-0.6145
NCBP2	-0.27375
C17orf42	-0.55
GPSM3	0.51725
SIL1	1.54766666666667
ASB6	-0.44625
SMAD5OS	-0.0231666666666667
UNC93A	-3.75885714285714
A1BG	0.399
C21orf62	0.563
FMO5	-0.69975
ATRIP	1.231
CEBPG	0.269166666666667
C7orf38	0.169333333333333
TNFRSF1B	0.873833333333333
CLEC1A	2.05783333333333
IQSEC1	0.84575
PATZ1	0.9391
RBM22	1.057375
BAG2	-2.4205
PAQR5	-3.0455
C9orf127	1.8098
THNSL1	0.44725
SHROOM3	2.6652
JAM2	1.55475
SNRPN	-2.30675
ALX4	-0.1725
CACNA1S	0.1065
FAM130A1	0.464
CORIN	2.7855
CD300LB	1.118
PLEKHG6	1.2785
LRRC40	-0.74675
PCLKC	-1.70325
PCDHB16	0.469166666666667
WNT2B	1.507
ASNS	-0.985888888888889
MRPL49	-0.35275
FLJ46111	0.40825
ISG20	-0.16975
SMU1	-0.626
CASZ1	0.778
POLR1D	-0.490916666666667
GIN1	-0.272
SNAG1	0.423666666666667
ANKRD29	0.58575
CDKN2AIP	0.40225
KRR1	0.27675
CXCL1	-5.44916666666667
EPM2A	-0.8062
PC	-0.133
DEFB127	0.11
PDZRN4	2.19866666666667
FAH	0.308
OR51E1	3.2685
CDC2L6	-0.240666666666667
DNTTIP1	0.00874999999999999
PAX8	-0.6335
TMEM116	0.03775
C1orf150	-0.1995
PRO2012	0.419
MRPL40	-0.138166666666667
BEX1	-3.51233333333333
SLC2A4	-0.927666666666667
PKMYT1	-1.078
FEZF2	-0.348333333333333
SLC26A9	-2.91775
MAP2	0.419416666666667
LYL1	-1.13725
SLC25A19	0.056
NOS3	0.4525
ZNF34	0.76
TMPRSS11F	-0.17
FAM43A	-0.08875
FCRL4	1.19116666666667
KLF14	0.2
FLRT2	-0.0823333333333333
WRN	-0.48175
SDF2	1.6401
KRT8P12	0.33725
C6orf195	-0.161
C9orf125	-1.32016666666667
DZIP3	3.56525
RIT1	-0.67825
SCML1	-1.3985
RHBDF2	0.29825
OR2G3	0.1615
REXO1L1	-0.221
MAP3K7IP3	-0.015125
C3orf57	-2.38325
FBXW11	-0.302
ETAA1	-0.4575
C14orf131	-0.7627
AKT1S1	-0.0375
SLC12A5	-0.906125
C9orf164	1.5045
NRIP3	1.147375
NOS1AP	0.01175
TMEM121	0.6665
SAP30BP	0.7294
DGCR6	0.84825
WDR76	-1.74375
FAM82B	0.68325
LOC606495	0.0485
MAP9	2.68866666666667
BCDIN3D	1.539
CXorf36	3.52516666666667
DSCR3	-1.31
ZFAND3	-0.1095
C7orf43	0.313833333333333
SPSB3	0.8117
C19orf19	0.5875
FAM133A	-1.574625
C12orf25	0.9615
SLC39A3	-0.41425
DISP2	-0.87
PI4KAP2	-1.886
MKRN3	-2.14583333333333
ADAMTS13	0.060875
CBLN3	0.4134
TTYH1	-1.66266666666667
C3orf18	0.946
FLJ13236	-0.51825
ZMYND12	3.397
C18orf25	-0.1075
GLB1L3	-1.5375
ATP13A5	0.143
RANBP10	-0.35175
CD96	-1.0098
DENND1C	-1.11825
RBMS3	0.8885
SLC41A3	0.543833333333333
DGCR6L	0.95675
TMEM128	0.692666666666667
CSNK1G3	0.357642857142857
MOBKL2C	0.86975
TSPAN6	-2.164625
MATN2	-1.2176
MSL2L1	0.375333333333333
ST6GALNAC2	1.01783333333333
FGFBP2	-0.23725
FGL1	-7.1795
MPP3	-1.58083333333333
ARHGEF6	0.777833333333333
TGFBR2	0.53
ACMSD	-1.48825
IL33	3.70825
C9orf5	0.38425
DEAF1	0.2418
AMN	0.744
DEFA6	-0.159375
RNF212	2.0575
METT5D1	0.209166666666667
CIB1	0.4278
TSSK1B	0.0405
KIAA1727	1.46375
ZNF680	-0.161416666666667
LOC399900	-1.28
LOC152217	0.143
CTNNAL1	-3.3065
CIT	-1.68633333333333
TLE6	0.05225
ZNF607	0.0935
HERC4	-1.047
DRAP1	-0.1241
PEMT	0.29575
C10orf111	-0.249
ZNF575	1.3145
KCTD7	-0.3685
MYO1F	0.448875
LOC285382	2.59675
RAB11A	0.5381
PLCD3	-0.769
C15orf28	-0.61925
PTBP2	-0.599375
CTB-1048E9.5	-0.45225
C19orf60	0.137666666666667
C7orf25	0.498333333333333
SETD7	1.101125
HOXB9	-5.1795
VANGL1	0.3419375
CHAF1B	-2.5695
NDUFA3	0.488
KIAA1328	-1.36983333333333
SHARPIN	0.390875
TTC23	0.018375
UGP2	0.254666666666667
ANKIB1	0.594
CIRBP	0.734857142857143
SEC14L4	-3.90283333333333
OVCH1	-0.403
VPS52	-0.09525
FAT	-0.588625
M6PRBP1	-0.51275
GPRIN3	0.34
PPM1F	-0.783
TSR1	-0.5415
CCDC85A	1.8165
PCSK5	1.7285
ZFHX3	0.418
HEMK1	-0.0882
PGBD2	-0.236
RSRC2	-0.541833333333333
AURKC	-2.16733333333333
SCRIB	0.149875
ORM2	-4.93416666666667
FAM115A	0.6105
FZD6	0.83775
UNC119	0.937833333333333
GPX3	-0.4625
NOV	0.56275
CABC1	0.69825
CDC42SE2	-0.539625
EIF2S2	-0.159
RNF130	0.605
CKAP5	-0.9395
RP11-413M3.2	0.544
C10orf18	-0.0349999999999999
TMEM93	-0.07275
DYX1C1	1.81825
KCNMB2	-2.60775
ANK3	2.06325
KRT5	-2.6158
CDH12	-1.851125
QRSL1	-1.508875
JUB	-1.94325
SHC4	-2.473125
CCL15	2.12683333333333
CCDC22	0.64425
SNX24	0.1445
RARS	-0.34775
MORC2	0.065
FAM48A	-0.908
MT1H	-0.479
PPP1R14C	-3.655
FOXD1	-2.8925
C1orf213	-2.9935
AMT	-2.1012
DSN1	-0.15325
PTPLAD2	0.65875
DIS3L	0.1435
RASL11A	0.22475
GPRC5B	-0.188375
FRMD7	0.5485
STRN4	-0.00775
KITLG	2.02313636363636
HDGF	-0.234
OR1S1	0.442
SETX	0.0588
DDR2	0.241125
KCTD12	2.01575
LYZL2	-0.74625
WDR52	0.724
TMEM2	1.199625
ZNF579	0.668166666666667
LOC200810	1.3535
TNFSF9	-2.609
PPFIA4	-4.00075
CNIH3	0.401666666666667
MAP4K4	-1.27964285714286
ROD1	0.0297142857142857
ALS2CR12	0.172
DOCK3	1.573
PAQR9	-3.3495
ASB17	-0.1306
STX16	-1.14875
FEZ2	0.127166666666667
DLAT	-0.802
KIF21B	-1.919
CDC5L	-0.93375
TMEM119	2.31983333333333
CRIP3	-1.85025
TPSD1	0.345833333333333
TEPP	0.4605
GNGT2	0.88675
C21orf121	0.1975
WNK1	0.138416666666667
FLJ10490	0.9592
OR51B5	-2.6355
LOC203547	-0.8985
HAS1	0.706
PPA1	-0.4475
ST7	-0.013625
C11orf46	-0.0544
POPDC3	-4.05183333333333
ACOX2	0.651833333333333
ATCAY	-0.42525
TM4SF19	0.077
MFSD9	-0.599666666666667
PDHB	-0.11425
ERN1	0.02225
LCE3C	0.376
GPR111	1.04
NOTCH3	2.029
ADAMTS5	2.623
B3GALT1	-1.3025
UGCGL1	-0.143833333333333
FAM58A	0.547333333333333
FBXO32	2.13025
CLPP	-0.54225
NXPH1	-0.94525
MTMR3	0.551
ATP1B3	-0.477125
TMEM16A	4.132625
HIST1H3F	0.108666666666667
TRIM25	0.167666666666667
SDCBP2	1.5305
CRKL	-1.52375
HOXB2	-0.784666666666667
ANP32B	-0.800875
GATM	1.1545
AP4E1	-0.19825
EDG5	-0.02075
CDKN3	-2.09383333333333
CDH4	-2.80275
PGD	-0.626833333333333
RND1	0.833
GAD1	-2.0095
MPG	0.486375
LOC440350	-0.247
ZNF133	-0.116
SERPINB12	0.757
AMELY	-0.5964
DHX36	-0.82625
TNFAIP8L2	2.697
PHTF2	-0.250222222222222
CCDC112	-0.5995
IQCC	-0.41775
HEYL	3.39466666666667
FTSJ2	-0.534166666666667
APPL1	1.11275
RAB43	-0.244928571428571
OR10G2	-0.055
WAC	0.1075
ADCY9	0.87325
RUNDC2B	0.5395
PYCRL	1.255
AGPAT7	-1.029
SLC22A9	-1.37366666666667
CDKAL1	-0.914
PDYN	-0.768166666666667
C20orf74	0.29225
MTMR11	0.0995
VAV3	4.239
DAPL1	-0.5735
STXBP3	0.32975
EIF3G	-0.6235
ARHGAP22	-0.929
NPFFR1	0.4905
NPC1	-0.5615
ALDH9A1	0.8885
ZNF600	0.17
ZNF678	-0.725833333333333
RASSF1	0.187666666666667
ADD2	-3.079125
PITPNB	-0.097625
PKD2L2	-0.21
LRP11	-0.571
CDKL1	0.31675
SMEK2	-0.105
PRODH2	-3.72116666666667
C11orf54	-0.648333333333333
SFRS11	-1.25716666666667
IL7	1.23266666666667
ALS2CR16	1.1185
BTG3	-3.01533333333333
PAK2	-0.506111111111111
RP11-679B17.1	0.4295
GATA4	-2.01583333333333
ATP2B1	0.074
LOC130940	1.43
C1orf172	2.44833333333333
ATF7IP2	-0.51375
SLC25A43	-0.0633333333333333
CENTG3	0.147083333333333
IGF2BP1	-4.3027
FCHSD1	0.5715
CAMK2N2	0.999833333333333
ELAVL3	-0.189555555555556
NBPF15	-0.523
UBE2J2	0.220363636363636
GNL2	-0.734
PRR3	-0.3417
NLF2	1.21625
OR4F6	-0.059
KLHL24	0.707333333333333
CCDC88A	-1.8702
SGPP1	-1.38733333333333
C10orf11	0.132666666666667
SLC35B4	-1.4435
UGT3A2	-1.6965
ARNT2	0.5649
CBR1	-0.053125
ITPR3	-1.27766666666667
TRAPPC6B	-0.203
AMZ1	0.6485
ARP11	1.554
WDSUB1	0.25325
APBA1	0.631666666666667
RAB2A	1.1267
C6orf162	-0.8935
HPSE2	-0.07175
PLCE1	0.858
INSL3	0.3405
DLG1	-0.3353
PTPLA	-2.7255
PIGX	0.412125
TFIP11	0.260833333333333
FIBIN	3.3385
POLR2G	-0.445
GRAP2	-2.2474
DNAJB8	-0.075
CNBP	0.398333333333333
WASF1	-1.947
INPP5E	-0.7893
HSPB1	0.786375
TMEM167	-0.2796
CUBN	0.64775
IGF1	2.4975
ITPK1	0.1247
NAALAD2	-0.717333333333333
G3BP1	-0.136
NT5DC1	-0.7355
CYP39A1	-1.3025
TMEM139	0.711181818181818
POLK	-0.0875
GLULD1	-1.52325
RBM15	-0.786833333333333
AMZ2	1.03875
GDF15	-2.72166666666667
MESDC2	-0.46075
INCA	0.0556666666666667
ACY1L2	-1.4635
GZMM	-0.879166666666667
PAIP1	-0.0215
CACNA2D1	0.272
STK32C	0.947666666666667
SH3BP4	0.628666666666667
DEC1	0.3445
PADI1	0.1645
UBB	0.3725
PON3	-3.332
PROP1	0.48
ANKRD13B	0.487
ADCK1	0.23825
TCF25	0.308166666666667
SLC38A5	-2.771
CXorf26	0.00233333333333334
C19orf39	-0.018
PPP1R13B	0.4105
ARL2	-0.763
TCL6	0.0865833333333333
TOP3A	-0.5825
SLC16A14	1.8015
FXYD6	1.77216666666667
HIST1H4E	-0.40175
BBC3	0.640631578947368
UNC5A	0.16
FAM86C	-0.342
PI4KB	0.598375
B3GAT1	-4.22025
SUSD2	1.6
OAZ2	-0.363833333333333
NOC4L	0.188
C10orf12	-0.2515
FADS1	-1.81766666666667
LOC144097	-1.0965
DKK2	3.18516666666667
KIAA1949	-0.7395
RHOT1	-0.3
OXT	1.502
GPR153	0.96925
ARL4A	-1.36883333333333
SAAL1	-2.00925
CCDC64	0.0775
USE1	-0.660166666666667
HNMT	-0.335333333333333
PCGF3	0.4366875
CYP2C19	-0.137666666666667
C20orf4	1.2215
CCDC11	2.0265
ACSBG2	0.93825
RWDD2A	0.5345
PALLD	3.00725
CPLX4	0.248
LOC492311	1.33675
KPNA2	-0.970666666666667
MACROD1	-0.3188
TMCO3	-0.258666666666667
C15orf52	-1.16933333333333
BIRC5	-0.649333333333333
