Hybridization REF	TCGA-A7-A0D9-01A-31R-A056-07
ATAD2B	0.208625
ARHGAP17	-0.4503
KCNIP3	-0.54275
SFPQ	-0.29575
GFRA4	-0.0256666666666667
AKR1B10	-1.849625
TIGD6	1.23466666666667
RGS16	0.75975
URB1	-0.131166666666667
OR4C46	0.693833333333333
TOP3B	-0.962
NFATC4	-0.117
CA14	-5.2205
BMPR1A	0.915166666666667
SNRP70	-0.337375
PRL	-0.000272727272727273
C6orf130	-1.2175
STAG2	-0.19975
CD55	-0.576142857142857
RPS23	0.512833333333333
SSX2	-1.53666666666667
FDPSL2A	-1.56275
FBXO27	1.20025
SYNGR3	-1.15766666666667
TMSL3	0.873
EML1	-0.366
NUP93	-1.10958333333333
SMAD3	1.6387
KIAA1189	0.571833333333333
HNRPUL2	1.36383333333333
TBC1D12	1.38283333333333
C16orf24	0.738
MRVI1	2.07
ZNF581	-0.651333333333333
ELOVL3	-0.5585
OR51Q1	0.51375
CACNB3	0.746166666666667
GALNT13	-2.192625
C10orf84	0.7599375
NEDD4	-1.0658
SPO11	0.52
OR5AU1	0.5405
NEK4	0.536357142857143
PRKAR2A	0.319833333333333
IHPK1	-0.849
ATP6V0B	1.18375
CACNA1E	0.3115
CEACAM8	-0.379333333333333
PEX14	0.1565
FLJ12993	1.3865
ZBTB38	-0.0313333333333333
PCTK2	0.0398333333333333
LRRC16	-0.5357
FBLIM1	0.688916666666667
FYCO1	1.474
RP5-1022P6.2	-0.390666666666667
CMTM1	-0.131
PLTP	-0.00199999999999999
RAPH1	1.3505
DOCK8	-0.291
EZH2	-1.22813333333333
SLC25A1	-0.653833333333333
PLEKHB1	-0.1619
GRB7	0.1282
ZFP37	-1.20775
MRPL33	-0.89175
PELO	-0.40525
ARMC1	1.35454545454545
C9orf27	-0.146125
FLJ25778	0.639
C9orf37	-1.698
TMEM66	-0.10075
SPRN	1.320125
HBEGF	0.127625
PI4KA	-0.3455
LEPRE1	-0.27775
POU2AF1	-4.629125
MRPL12	-1.45516666666667
REP15	-0.2785
ZC3H3	1.386
RASAL1	-0.6215
DDAH1	1.170625
ACBD5	0.931625
TMC2	-0.1135
CCDC137	-0.903
SAMD13	-2.295
UGT2B15	-5.12066666666667
TIPARP	-0.374
DNASE1L3	0.37
TRIM72	0.408166666666667
DBX2	0.9155
IPO8	-0.17975
C21orf88	-0.0183
MAP3K14	-0.27875
LOC51233	0.509666666666667
GGTLA4	-0.35225
PDE6D	0.02525
ZNF117	0.676
CLK2	-1.050125
NKRF	-0.9185
TNFSF15	-0.796555555555556
DUSP2	-0.446625
SECISBP2	0.0831
GABRR2	0.263
PPAP2C	1.37975
LOC51145	-0.116833333333333
PAG1	-1.043375
PIK3C3	0.1915
GNG10	-0.5935
APOL4	-0.0633333333333333
ANKRD28	-0.5285
STMN3	0.5489
RAB14	0.3649
CDK2AP2	-0.2095
HDDC3	-0.273875
COMMD7	0.401
CXXC1	-0.4125
HMCN1	-0.177166666666667
CD40	-0.472
DYNC1LI2	1.128625
GDI1	0.8225
LOC646938	-0.34075
VSNL1	-2.9735
PIH1D1	-0.796
RAET1G	0.338
KRTAP5-9	-0.5095
EFTUD2	-0.31075
ZNF311	-2.47016666666667
ATP6V1G3	0.1435
OR2W3	0.65725
SCN4A	0.242
MED10	-0.127125
FAM135A	-0.0648
ARHGAP4	-1.61525
EHMT2	-0.902
UFD1L	-0.3
ERMP1	1.0625
MAG1	-0.327833333333333
THAP8	0.211666666666667
HACE1	0.588166666666667
FAM82C	-0.00633333333333333
C3orf20	-0.154
UNC84A	0.980166666666667
SCD5	-0.753142857142857
LASS6	2.343625
LSG1	0.82825
MAL	-6.0065
GPR22	-0.4315
WDR5B	1.383
ACTRT1	0.2915
C17orf60	-0.820666666666667
GRIN2C	-0.5904
ARMC8	-0.332083333333333
SLC47A1	-1.01083333333333
DMPK	0.246
DHRS13	-0.377833333333333
SMC1A	0.0506666666666667
KRTAP17-1	-0.17875
SMYD5	-0.277
TUSC2	0.39
CRHR2	0.0425
KIR3DL2	-0.0635
CCDC104	0.37875
ATP2C1	0.744875
CROT	0.25525
PABPC3	1.4305
EGR1	-0.883833333333333
THSD1	0.405
KHK	-1.89725
SLC12A2	1.032875
CD58	-1.9995
STOX2	-0.235833333333333
CCDC76	0.3927
CCDC48	1.96775
DNAH1	-0.198333333333333
ZIC4	-0.850166666666667
OR1G1	0.3495
PSMC6	0.263333333333333
PROKR1	-0.2445
ABCB1	-1.373875
TRAT1	-3.223
LLGL1	0.586
MTF1	1.536
USP54	-0.3145
PAGE2B	-1.517
ITGB7	-4.4835
CCDC81	0.2305
LOC149837	-0.04575
SCUBE1	-0.2035
ZSCAN10	0.0875
HUWE1	-0.0132857142857143
CDH17	1.33
CD180	0.154
IL17A	0.1335
TMPO	-1.854875
KIAA1524	-1.0685
HDGFRP3	0.886
OXCT1	-1.06736363636364
RRAS2	-0.389666666666667
LTBP2	2.2639375
SV2B	0.401166666666667
CYP2A6	0.510875
PKD1L2	-0.708166666666667
PPM1M	-0.15275
FLJ22662	2.30416666666667
ZNF502	2.0055
GP6	-0.51475
CRYBA2	-1.2995
LEF1	-2.6599
CTPS	-2.131
EYA1	-3.27833333333333
EPS8L1	2.0245
MAPK14	-0.2285
SERPINB2	-5.55975
GTF2F2	-0.1045
ZNHIT4	-0.1445
PLA1A	-0.138625
C20orf114	2.56525
HPR	-4.3435
C18orf2	-3.25383333333333
SATB2	2.05375
KCNJ9	0.0185
MGC157906	1.084
MOCS3	0.543
C17orf71	1.191
PPHLN1	-0.1792
HIST1H2BN	-2.01325
RAPGEF1	-0.267875
MAP3K8	0.673
DLG4	-0.501833333333333
STC1	-2.1285
CDGAP	1.1305
DDX26B	-2.28325
LOC150223	-1.31125
CPSF3	-0.618833333333333
TMEM14A	0.38375
MYH3	-2.90075
GPKOW	-0.22575
SULT1A1	-0.339333333333333
SPON1	2.9
YY1AP1	-0.208166666666667
RAB23	0.52075
PLA2G4A	-4.97575
MAPRE3	0.457
ZNF516	1.11214285714286
GGPS1	0.199
EXOC3L2	-0.09375
C19orf42	0.0949
MAP2K2	-0.312166666666667
HIST1H2BB	-1.2235
RNF19B	0.789833333333333
C6orf128	-0.7295
TLR8	1.983
PCDHA9	0.3135
CARS2	-0.017625
CLUL1	1.21983333333333
RHAG	-5.00566666666667
UNK	-1.101
EXOC8	0.594
C9orf95	-0.325
C14orf143	0.372333333333333
MAML3	0.111625
LDHA	-2.31325
MRPL20	0.22775
KLHDC6	0.2735
ATP5S	-0.142833333333333
C8orf55	1.3585
PHF19	-3.06775
KRTAP13-4	0.4115
TTC5	-0.0525
XKR5	-0.39575
SILV	-4.91016666666667
TEX28	-0.299
TCTN1	1.067
CX40.1	0.23025
PPP2R5C	-0.063875
C12orf30	-1.31133333333333
CAPG	1.285
MPZL1	-0.2733
ARSB	-1.42583333333333
TDH	0.513
WASF4	0.63525
TSSK3	-1.28
7A5	-0.752
CRISPLD1	-0.385375
MAD1L1	-0.488166666666667
SPIN4	0.8525
AMPD1	-1.225
DPYSL5	0.5145
INPP1	0.101166666666667
ANKRD11	-0.0104444444444445
NPAS4	0.128375
GCET2	0.0369
RNASE9	-0.0195
GUCY2D	-0.082
CCDC98	-0.61875
FGF4	-1.08725
CPM	-0.534166666666667
SLC26A4	0.072
PLD5	-0.27925
FAM59A	0.7828
FBXO5	-2.19844444444444
SIPA1L1	-0.199875
DPYS	0.38925
ATG4D	-0.03025
TGM3	1.716
MTCH1	-0.0645
HK1	-0.0592142857142857
CDC26	-1.19425
GALNT12	-3.38566666666667
LOC339229	-0.8855
MRPL35	-0.62475
ORC4L	0.810875
TNKS	-0.3415
C2orf24	0.134166666666667
ZNF553	-0.136166666666667
GGTLA1	2.2301
ZNF497	-0.059
CDY1B	0.768666666666667
SLC30A4	0.764875
TUB	0.359625
ARHGEF18	-0.3065
ARRB1	1.4955
KCNK1	0.11325
EREG	-3.2075
SCAMP5	1.278
RUNDC3B	3.1695
ADAMTS20	-0.1375
IL17RB	0.202375
FLJ20323	-0.196
MCAM	0.45025
POLR3E	-1.07166666666667
AQR	-0.185666666666667
IPMK	0.6775
CDCA7	-5.624625
CAMP	2.66325
GRHL3	2.49775
ADAMTSL2	0.8255
CLMN	1.0785
SSTR3	-0.159
MAGEA5	-2.72666666666667
OVOL2	3.34325
JMJD1B	0.23525
RBL2	0.7293
PYGO2	0.37925
PPP1R10	0.587666666666667
CSE1L	1.74133333333333
LCA5	1.88675
RDH16	1.2805
ASRGL1	-1.41275
TOM1	0.599333333333333
PTX3	-6.1275
TTC15	0.30725
SCGB3A1	0.429666666666667
MRPL50	-2.218
RCAN3	0.39075
SLC26A11	0.13425
STYX	-0.3985
CINP	-0.27775
MARCH7	-0.44275
PFKM	-1.19716666666667
SGMS1	0.253166666666667
RIOK3	0.3983
C1orf110	-0.062
CES7	-0.021875
LOC440248	-1.643
PPP1R12C	-0.23825
C10orf27	0.828
ATG9A	-0.68325
MRPS26	0.162625
TMEM40	1.30475
ELP3	-1.2296
ZNF787	0.0988
HIAT1	0.361625
C8orf34	0.413333333333333
MGC4655	0.1144
PELI1	-0.0935
PPT1	0.0564
SLC35C2	-0.714
C6orf125	-0.7155
MUC4	-2.10416666666667
RFC4	-2.73542857142857
GNB2	1.13
NUP50	-0.248357142857143
SULT4A1	0.6405
C7	3.0025
CCDC130	-0.191166666666667
ARRDC4	4.64925
RQCD1	-1.20125
GLYCTK	-1.104
AYTL2	-0.404727272727273
MTUS1	0.621
LEMD3	0.802166666666667
PLEKHF2	3.078
HOXA7	-0.36
GTF3C2	-1.3275
DYNLRB2	1.22025
CNOT10	-0.43475
MR1	-1.47883333333333
FFAR1	0.0555
PRIC285	0.05625
SLITRK6	-1.8785
LIX1	-2.1776
UBE1L2	-0.1155
F8	0.76825
ACHE	0.385166666666667
KPNA5	-0.247
TNFRSF12A	-1.19666666666667
EGR3	-0.4815
SERPIND1	-4.09466666666667
OASL	1.148
IFRD1	-0.867625
WDFY1	0.605333333333333
ZNF267	-0.98775
ACCN5	-0.1145
ZBTB6	-0.1375
PPP1R3A	-0.151
PRRT3	0.5795
FBXL19	-0.625
TXNIP	0.152
ACTN2	-2.0955
ATG9B	-0.405875
C9orf117	-0.019875
IL27	0.1065
RPL36AL	-0.496333333333333
KLK15	-0.4085
CHAD	0.82
RAP2B	-0.8106
HEBP2	1.60725
ZNF342	1.2355
CAMK2G	0.4775
TLR3	-0.87
FGF14	-0.069
HMGB2	-2.715625
TRPM5	0.872333333333333
OR5M11	-0.172
KIF3B	1.06373684210526
PRICKLE2	0.1185
MTMR9	-0.354875
C3orf27	-0.29575
GLRA3	-0.930666666666667
NSDHL	-0.1975
TMEM32	-0.319
POLR2D	-1.40725
MYADML	-0.0285
C9orf114	-1.6425
MRGPRX1	0.1685
TOPORS	0.7195
CLDN19	-1.48575
C1QL4	-0.044
RNF165	-1.8115
DHRS9	-0.75475
DNAH2	-1.6655
FXR1	-1.09816666666667
ZMYM3	-0.954875
CASP3	0.781833333333333
FAM120C	-1.323625
SCLY	-1.5285
CA7	0.3845
ENTPD5	0.0598333333333333
ZNF461	0.20575
PDIA5	-0.3755
C1orf19	-1.06266666666667
TMEM67	0.67225
KCTD20	-1.0495
WDR47	0.7615
FLJ38723	-0.259
KLRF1	1.5015
TAS2R16	0.5275
CLDN12	0.43475
PRKCE	0.78725
UBXD4	-0.7945
ITGAM	1.4025
GLT8D3	-0.5355
WDR31	0.222
RGS2	-0.9255
OR51L1	0.3045
MST1R	0.97475
KIAA1737	1.11875
OR4A5	1.355
GLIS1	-1.98716666666667
PTMA	0.477214285714286
NAPA	2.27675
PRDM11	0.33175
LIPF	-0.3145
DIRAS3	0.27475
ASGR2	-4.756125
C1QTNF4	0.56525
PIK3R4	0.868833333333333
ARMC3	0.8335
NDUFV3	-0.667583333333333
BTBD3	-0.878333333333333
PPP1R2	0.478583333333333
UBE2NL	-0.94525
FOSL2	1.79421428571429
FAM119A	-1.876
TUBA4A	-1.4424
KRTAP12-1	-0.1855
SFRS2	-0.64675
RHPN1	1.017
EEF2	0.109833333333333
ZDHHC11	0.591166666666667
EPHA3	-1.6991
RBM12	-0.52525
H2AFJ	0.834333333333333
EDIL3	3.4325
KIF26A	0.73875
SERGEF	0.3525
B3GALT4	1.44375
LOC90925	0.489833333333333
OSCAR	-0.799
NPFF	-0.924
DEDD	0.081
TMEM155	-1.453125
PTPN1	1.09975
SCYL2	0.5395
SKAP1	2.1865
LEAP2	-3.49816666666667
GADD45G	0.8943
IFITM3	-0.41525
PILRB	-0.0786666666666667
SLU7	-0.1346875
DSC3	-0.63025
DNMT3L	-1.86425
PAPD5	1.631375
B3GNT3	0.871333333333333
LHCGR	0.623
MSL-1	-0.42575
UBE2S	-2.09875
SAP130	-0.22325
ANAPC11	-0.80425
MAGED4B	-2.1415
ATP6V1B2	-0.501333333333333
C14orf179	1.180375
CAPZA1	-0.51025
CDYL2	-0.693166666666667
GLRX3	-0.358
LOC136288	-1.34575
MOBKL1A	0.29975
HTR2B	2.4785
CRYGD	0.157
NUS1	-0.806166666666667
PGRMC1	-0.5855
MYOM2	-1.1575
FLJ39653	-0.281166666666667
CHM	0.7893
OR5M8	-0.2195
ZNF619	-0.923
FAM105A	-0.16825
CCNL1	-0.5675
NAP1L3	-0.38225
C10orf57	2.2845
B3GALNT1	1.10333333333333
CSN1S2A	-0.2965
TCP10L	-0.2125
GDAP2	0.54875
DMKN	2.36233333333333
COX6B1	0.19925
DNASE2	0.1525
MSH5	-2.3475
LGMN	0.067125
USP31	-0.6997
OR13C8	0.584
SDCBP	0.3505
NUDT11	-0.592
PYGL	-2.153
SNPH	1.24733333333333
B3GNT4	0.856
MIZF	-0.5234
NUBPL	-0.044125
NOD1	-0.493666666666667
CDH22	-0.337875
NUBP1	-0.174333333333333
DSCAM	-3.88825
DGKI	0.594
FAM136A	-0.9345
AKAP1	-1.104
SLC16A6	-0.54625
RIN3	0.1725
PSG2	0.088
DIP2B	-0.341333333333333
PSORS1C1	1.12
KIAA0495	0.3745
FLJ90709	-0.869833333333333
LPA	-0.0835
PIGA	-0.858
LY75	-0.683666666666667
UTS2	-7.14133333333333
RREB1	-0.031625
GALNACT-2	0.4171
MGC3196	-0.58925
FLJ31568	1.29725
LPHN1	0.84075
SP1	0.36325
TOX4	0.399666666666667
HSPA9	0.2632
APOBEC1	0.24
SLC35E4	-0.033
LSM5	-0.9995
SURF1	-0.39975
ZBTB1	0.913166666666667
GTF2F1	-0.133875
RPS15A	-0.847142857142857
DUSP21	-0.333833333333333
GINS4	-0.615333333333333
MYO15A	0.3395
GIMAP7	2.802
MGC13379	0.044
ATP6V1E2	-1.0135
UTP3	-0.20575
HNRPA3	-0.52475
MT4	0.143
C14orf155	0.294
U1SNRNPBP	0.52925
CKLF	-1.13633333333333
PLEKHN1	1.27483333333333
MBNL1	-0.530416666666667
NUP160	-1.256
ACSM2A	-2.19575
LOC129881	-0.22
KIAA1529	-0.761
FLJ22639	-1.402
HAND1	-1.45
GSX1	-0.1095
FGA	-5.0518125
SERPINB1	-1.16175
ZNF642	0.49425
IGFBP1	-8.8595
SLC1A1	-0.33275
DHX57	0.33825
ZNF766	0.944
PTPN21	0.2567
GDPD3	3.40833333333333
PNPLA5	-0.26
TBR1	-0.0373333333333333
FAM116A	-0.2945
IQGAP1	1.0155
FOS	-1.074875
ZNF226	-0.032875
FIGNL1	-0.704666666666667
C14orf1	0.215166666666667
ZMYND17	0.0485
PUS7	-0.408833333333333
TUBB6	-1.03925
KCNQ2	-1.58925
MARCH6	0.627583333333333
CCDC33	-0.0255
PRODH	1.41625
RBM11	2.935
EPHA6	0.795
SLC43A1	0.3075
LOC196541	-0.35625
NTN1	0.398666666666667
ING4	0.8185
PCDHB10	-0.0835
DPH2	-0.328166666666667
SPACA4	0.331
FBXL21	-3.9565
DIAPH1	-1.3275
ZNF71	0.193833333333333
CEP76	-0.5975
CORO1A	-1.954
RRM2	-3.502625
EDG4	0.79875
OS9	0.639166666666667
SLC4A1AP	0.32075
COG5	0.6345
COPS8	-0.1535
NGLY1	-0.79225
NCBP2	-0.423375
C17orf42	-0.775166666666667
GPSM3	-0.378
SIL1	-0.114666666666667
ASB6	-1.24475
SMAD5OS	-1.4485
UNC93A	-3.622625
A1BG	-0.4005
C21orf62	0.0395
FMO5	-3.24525
ATRIP	0.0981666666666667
CEBPG	-0.00866666666666666
C7orf38	0.576166666666667
TNFRSF1B	-0.267666666666667
CLEC1A	1.64416666666667
IQSEC1	0.55675
PATZ1	1.2126
RBM22	1.098875
BAG2	-2.40666666666667
PAQR5	-0.792166666666667
C9orf127	0.8114
THNSL1	0.89525
SHROOM3	2.1158
JAM2	0.5865
SNRPN	-1.3485
ALX4	-0.3085
CACNA1S	-0.0515
FAM130A1	1.2955
CORIN	2.489
CD300LB	0.4185
PLEKHG6	1.1895
LRRC40	-0.68425
PCLKC	-1.824
PCDHB16	-1.16533333333333
WNT2B	-0.766166666666667
ASNS	-0.818555555555555
MRPL49	0.42875
FLJ46111	1.44525
ISG20	0.801
SMU1	-0.605166666666667
CASZ1	0.561
POLR1D	-0.743083333333333
GIN1	-0.45625
SNAG1	0.2215
ANKRD29	-0.7975
CDKN2AIP	0.38775
KRR1	0.4305
CXCL1	-6.32566666666667
EPM2A	0.0449
PC	-0.3025
DEFB127	1.025
PDZRN4	1.36283333333333
FAH	0.19625
OR51E1	1.6695
CDC2L6	0.364833333333333
DNTTIP1	-0.9725
PAX8	0.0775
TMEM116	0.33525
C1orf150	-0.4175
PRO2012	-0.5255
MRPL40	-0.755666666666667
BEX1	-3.1578
SLC2A4	-0.2175
PKMYT1	-2.5165
FEZF2	-0.835
SLC26A9	-2.50825
MAP2	0.0401666666666666
LYL1	-2.21725
SLC25A19	-2.01133333333333
NOS3	-0.4765
ZNF34	1.74383333333333
TMPRSS11F	-0.247
FAM43A	-0.34225
FCRL4	0.6315
KLF14	1.523
FLRT2	-1.028
WRN	-1.25875
SDF2	0.7834
KRT8P12	0.9995
C6orf195	-0.2595
C9orf125	-2.21216666666667
DZIP3	0.987
RIT1	-0.624583333333333
SCML1	-1.8665
RHBDF2	-0.42925
OR2G3	0.049
REXO1L1	0.9635
MAP3K7IP3	-0.49375
C3orf57	-5.95425
FBXW11	0.1385
ETAA1	-0.55425
C14orf131	0.0341
AKT1S1	-0.10275
SLC12A5	-0.788375
C9orf164	0.834
NRIP3	0.121875
NOS1AP	-0.315
TMEM121	0.96025
SAP30BP	-0.9462
DGCR6	0.931
WDR76	-2.7345
FAM82B	0.0180833333333333
LOC606495	-0.094
MAP9	2.21116666666667
BCDIN3D	1.20975
CXorf36	2.97833333333333
DSCR3	-0.7415
ZFAND3	0.405
C7orf43	0.546833333333333
SPSB3	1.1743
C19orf19	0.2025
FAM133A	-2.278625
C12orf25	0.7585
SLC39A3	-0.47925
DISP2	-1.03025
PI4KAP2	-1.5645
MKRN3	-3.19116666666667
ADAMTS13	-0.700875
CBLN3	0.2677
TTYH1	0.1395
C3orf18	0.5065
FLJ13236	-1.92275
ZMYND12	2.878
C18orf25	0.761875
GLB1L3	-1.6005
ATP13A5	0.5355
RANBP10	0.45125
CD96	-2.3715
DENND1C	-2.2585
RBMS3	0.0241
SLC41A3	0.313666666666667
DGCR6L	0.934
TMEM128	1.16816666666667
CSNK1G3	0.472714285714286
MOBKL2C	0.66275
TSPAN6	-0.2635
MATN2	-1.2321
MSL2L1	0.4595
ST6GALNAC2	-0.0888333333333333
FGFBP2	0.754375
FGL1	-7.6905
MPP3	0.00666666666666667
ARHGEF6	0.603333333333333
TGFBR2	-0.3265
ACMSD	-0.39475
IL33	2.763
C9orf5	-0.0125833333333333
DEAF1	-0.2496
AMN	-0.13
DEFA6	0.1855
RNF212	-0.6205
METT5D1	0.3885
CIB1	0.4735
TSSK1B	0.09125
KIAA1727	1.3405
ZNF680	0.29475
LOC399900	-0.714
LOC152217	-0.572
CTNNAL1	-3.8795
CIT	-2.509
TLE6	-0.3055
ZNF607	-1.45825
HERC4	-0.531166666666667
DRAP1	-0.268
PEMT	0.17625
C10orf111	0.25
ZNF575	0.719875
KCTD7	-0.12625
MYO1F	-0.056875
LOC285382	2.05875
RAB11A	3.7619
PLCD3	0.2115
C15orf28	0.04125
PTBP2	-1.076
CTB-1048E9.5	-0.627375
C19orf60	-0.3435
C7orf25	0.399166666666667
SETD7	0.68325
HOXB9	-5.361
VANGL1	0.00818750000000003
CHAF1B	-2.95125
NDUFA3	0.379
KIAA1328	-0.0778333333333333
SHARPIN	1.75675
TTC23	2.74
UGP2	0.266666666666667
ANKIB1	1.6014
CIRBP	1.46571428571429
SEC14L4	-2.66716666666667
OVCH1	-0.088
VPS52	0.18275
FAT	-0.15575
M6PRBP1	-0.5355
GPRIN3	2.445
PPM1F	-1.08466666666667
TSR1	-0.386
CCDC85A	1.6675
PCSK5	1.292
ZFHX3	0.5475
HEMK1	-0.4133
PGBD2	-0.3145
RSRC2	0.0633333333333333
AURKC	-0.393833333333333
SCRIB	1.39025
ORM2	-4.47766666666667
FAM115A	1.199
FZD6	1.783125
UNC119	0.492
GPX3	0.7547
NOV	-1.008375
CABC1	0.101875
CDC42SE2	-1.0471875
EIF2S2	-1.0348
RNF130	0.21425
CKAP5	-0.382166666666667
RP11-413M3.2	-0.298
C10orf18	0.7944
TMEM93	-0.8125
DYX1C1	0.0505
KCNMB2	-2.3745
ANK3	1.95458333333333
KRT5	-2.3205
CDH12	-1.418125
QRSL1	-0.067
JUB	-2.2715
SHC4	-2.8095
CCL15	1.01466666666667
CCDC22	-0.13975
SNX24	0.58325
RARS	-0.3595
MORC2	0.057875
FAM48A	-0.249
MT1H	-1.1375
PPP1R14C	-1.2905
FOXD1	-2.92478571428571
C1orf213	-1.81925
AMT	-1.6473
DSN1	-1.74775
PTPLAD2	-0.00724999999999999
DIS3L	2.49
RASL11A	0.0565
GPRC5B	-0.626375
FRMD7	-0.257
STRN4	0.43875
KITLG	-0.711136363636364
HDGF	-0.49275
OR1S1	0.092
SETX	-0.3408
DDR2	0.0605
KCTD12	1.06375
LYZL2	-0.3715
WDR52	0.169
TMEM2	-0.13875
ZNF579	0.03
LOC200810	-0.11325
TNFSF9	-2.703625
PPFIA4	-3.85675
CNIH3	0.328166666666667
MAP4K4	-0.683214285714286
ROD1	-0.0722857142857143
ALS2CR12	-0.937
DOCK3	1.4615
PAQR9	-4.6405
ASB17	-0.639166666666667
STX16	1.019625
FEZ2	-0.349166666666667
DLAT	-0.385166666666667
KIF21B	-1.1745
CDC5L	-0.26825
TMEM119	1.46933333333333
CRIP3	-1.542
TPSD1	0.1735
TEPP	-0.39125
GNGT2	-0.12225
C21orf121	1.03825
WNK1	0.405666666666667
FLJ10490	0.1295
OR51B5	-2.55
LOC203547	-1.2655
HAS1	0.4765
PPA1	0.228166666666667
ST7	0.00162499999999999
C11orf46	0.3912
POPDC3	-4.13083333333333
ACOX2	0.724666666666667
ATCAY	-0.66875
TM4SF19	-1.4095
MFSD9	-0.642833333333333
PDHB	0.5625
ERN1	-0.46525
LCE3C	0.138
GPR111	-1.3355
NOTCH3	1.22916666666667
ADAMTS5	1.416
B3GALT1	-2.1795
UGCGL1	-0.683
FAM58A	-0.356833333333333
FBXO32	0.813
CLPP	-0.305
NXPH1	-0.74175
MTMR3	1.18316666666667
ATP1B3	-0.887625
TMEM16A	3.477125
HIST1H3F	-0.699833333333333
TRIM25	-0.461666666666667
SDCBP2	2.472
CRKL	-1.297
HOXB2	-0.489166666666667
ANP32B	-1.288875
GATM	1.622
AP4E1	-0.012875
EDG5	-0.122625
CDKN3	-3.78466666666667
CDH4	0.6225
PGD	-0.6945
RND1	1.001
GAD1	-3.8367
MPG	-0.5425
LOC440350	0.694
ZNF133	-0.444
SERPINB12	0.517
AMELY	-0.247166666666667
DHX36	-0.88025
TNFAIP8L2	1.5735
PHTF2	0.0334444444444444
CCDC112	-0.752166666666667
IQCC	-0.72175
HEYL	2.6635
FTSJ2	-0.358833333333333
APPL1	1.376625
RAB43	0.277357142857143
OR10G2	-0.087
WAC	0.302166666666667
ADCY9	-0.0725
RUNDC2B	0.708833333333333
PYCRL	1.2977
AGPAT7	-0.705166666666667
SLC22A9	-1.2506
CDKAL1	-0.703
PDYN	-0.912833333333333
C20orf74	0.19625
MTMR11	1.1635
VAV3	3.10733333333333
DAPL1	-1.477
STXBP3	0.86575
EIF3G	-0.52125
ARHGAP22	-2.48875
NPFFR1	0.0365
NPC1	-0.373333333333333
ALDH9A1	0.848666666666667
ZNF600	1.011125
ZNF678	0.391
RASSF1	0.22725
ADD2	-3.066625
PITPNB	0.32875
PKD2L2	0.179
LRP11	0.83725
CDKL1	-0.5945
SMEK2	0.54425
PRODH2	-4.0205
C11orf54	-0.249
SFRS11	-0.272666666666667
IL7	-1.49583333333333
ALS2CR16	1.41775
BTG3	-2.642
PAK2	0.176944444444444
RP11-679B17.1	0.635
GATA4	0.899666666666667
ATP2B1	-0.2695
LOC130940	1.9185
C1orf172	2.42233333333333
ATF7IP2	-0.18325
SLC25A43	-0.00366666666666667
CENTG3	0.47375
IGF2BP1	-4.1934
FCHSD1	-0.1475
CAMK2N2	0.126333333333333
ELAVL3	-0.3378
NBPF15	0.579833333333333
UBE2J2	0.52025
GNL2	-0.51825
PRR3	-0.6982
NLF2	0.0735
OR4F6	-0.5185
KLHL24	0.867333333333333
CCDC88A	-2.2792
SGPP1	0.385166666666667
C10orf11	-1.31966666666667
SLC35B4	-1.44633333333333
UGT3A2	-1.5565
ARNT2	1.4984
CBR1	-1.7035
ITPR3	-0.2005
TRAPPC6B	-0.4131
AMZ1	3.0535
ARP11	2.1775
WDSUB1	1.142
APBA1	0.210166666666667
RAB2A	1.8798
C6orf162	-0.935375
HPSE2	-0.071
PLCE1	-1.72525
INSL3	-0.228
DLG1	0.1952
PTPLA	-3.45675
PIGX	0.151375
TFIP11	0.4685
FIBIN	2.601
POLR2G	-0.58225
GRAP2	-3.1296
DNAJB8	-0.141
CNBP	0.405333333333333
WASF1	-1.0235
INPP5E	-0.7679
HSPB1	1.95575
TMEM167	-0.0294
CUBN	-0.25775
IGF1	2.4011875
ITPK1	0.5094
NAALAD2	-1.180125
G3BP1	-0.7943
NT5DC1	1.3715
CYP39A1	-1.9525
TMEM139	1.32733333333333
POLK	-0.1222
GLULD1	-1.439
RBM15	-1.30766666666667
AMZ2	0.31875
GDF15	-0.0396666666666667
MESDC2	-0.0285
INCA	-1.1445
ACY1L2	-1.252
GZMM	-1.57283333333333
PAIP1	-0.073
CACNA2D1	1.07475
STK32C	1.14266666666667
SH3BP4	1.35216666666667
DEC1	0.151
PADI1	-0.118
UBB	0.5256
PON3	-2.81366666666667
PROP1	0.704
ANKRD13B	-0.7365
ADCK1	0.5
TCF25	0.641
SLC38A5	-3.856
CXorf26	0.191
C19orf39	0.62675
PPP1R13B	0.7845
ARL2	-1.0895
TCL6	0.3075
TOP3A	0.0865
SLC16A14	2.1425
FXYD6	0.496
HIST1H4E	-0.9755
BBC3	-0.108736842105263
UNC5A	0.299666666666667
FAM86C	-0.6986
PI4KB	0.34925
B3GAT1	-2.15125
SUSD2	1.28033333333333
OAZ2	1.81416666666667
NOC4L	-0.38725
C10orf12	0.05775
FADS1	-4.0295
LOC144097	-0.25925
DKK2	1.65716666666667
KIAA1949	-1.08425
RHOT1	0.0835
OXT	0.775333333333333
GPR153	0.162
ARL4A	-1.88533333333333
SAAL1	-1.9325
CCDC64	0.152
USE1	-0.009
HNMT	-0.186
PCGF3	1.166
CYP2C19	0.3225
C20orf4	0.4535
CCDC11	1.60175
ACSBG2	-0.27675
RWDD2A	0.66325
PALLD	2.436125
CPLX4	-0.5525
LOC492311	1.72925
