Hybridization REF	TCGA-AO-A0JC-01A-11R-A056-07
ZFP106	-0.0785
ZNF347	0.231
GTF2E1	0.08325
RY1	-0.219
ATAD2B	1.390375
ARHGAP17	1.0601
KCNIP3	-1.41925
SFPQ	0.342375
GFRA4	0.5785
AKR1B10	-4.5885
TIGD6	0.425333333333333
RGS16	2.265625
URB1	-0.905166666666667
OR4C46	1.1065
TOP3B	-0.62675
NFATC4	0.602
CA14	-3.5255
BMPR1A	-1.18883333333333
SNRP70	-0.1925
PRL	-0.245083333333333
C6orf130	-0.32575
STAG2	0.94675
CD55	-0.947642857142857
RPS23	1.047
SSX2	-1.4465
FDPSL2A	-1.21025
FBXO27	0.114625
SYNGR3	-0.8675
TMSL3	2.7825
EML1	-1.5075
NUP93	-1.12266666666667
SMAD3	0.3815
KIAA1189	2.09583333333333
HNRPUL2	0.625333333333333
TBC1D12	-0.282333333333333
C16orf24	0.7055
MRVI1	2.5115
ZNF581	0.0608333333333333
ELOVL3	-0.624
OR51Q1	-0.3885
CACNB3	-0.355166666666667
GALNT13	-0.97025
C10orf84	0.9956875
NEDD4	-0.6066
SPO11	0.3145
OR5AU1	-0.025
NEK4	-0.0316428571428571
PRKAR2A	-0.764333333333333
IHPK1	0.437666666666667
ATP6V0B	-0.36375
CACNA1E	2.077
CEACAM8	-0.742666666666667
PEX14	0.278
FLJ12993	1.314
ZBTB38	0.827666666666667
PCTK2	0.600666666666667
LRRC16	-0.2649
FBLIM1	-0.403666666666667
FYCO1	1.29775
RP5-1022P6.2	1.12233333333333
CMTM1	-0.129166666666667
PLTP	1.3495
RAPH1	-0.076625
DOCK8	3.900625
EZH2	-0.8684
SLC25A1	-1.066
PLEKHB1	0.637
GRB7	-1.1528
ZFP37	-0.406
MRPL33	-0.90725
PELO	-1.19625
ARMC1	-0.427
C9orf27	-0.129625
FLJ25778	-0.239
C9orf37	-0.523166666666667
TMEM66	0.78475
SPRN	-0.07975
HBEGF	0.709
PI4KA	-0.5175
LEPRE1	-0.7305
POU2AF1	3.056
MRPL12	-1.02866666666667
REP15	-1.2945
ZC3H3	0.3905
RASAL1	-1.07275
DDAH1	0.1565
ACBD5	-0.0285
TMC2	-0.0735
CCDC137	-0.10875
SAMD13	-1.86966666666667
UGT2B15	-1.11883333333333
TIPARP	-0.171
DNASE1L3	4.705
TRIM72	-0.0918333333333333
DBX2	1.327
IPO8	0.6475
C21orf88	-1.1288
MAP3K14	2.02225
LOC51233	0.36
GGTLA4	-0.70475
PDE6D	0.1985
ZNF117	0.07275
CLK2	-0.184375
NKRF	-0.071
TNFSF15	1.3281
DUSP2	2.47575
SECISBP2	0.4446
GABRR2	-0.5275
PPAP2C	-0.35175
LOC51145	-0.209666666666667
PAG1	2.904
PIK3C3	0.13825
GNG10	-0.5905
APOL4	1.2845
ANKRD28	-0.97175
STMN3	-0.4291
RAB14	0.4061
CDK2AP2	0.2345
HDDC3	0.136125
COMMD7	-0.2135
CXXC1	0.21175
HMCN1	-1.16383333333333
CD40	3.07725
DYNC1LI2	-0.421375
GDI1	0.41825
LOC646938	-0.0725
VSNL1	-5.4985
PIH1D1	-0.272666666666667
RAET1G	-0.6525
KRTAP5-9	-0.1565
EFTUD2	-0.35675
ZNF311	-0.956166666666666
ATP6V1G3	0.8965
OR2W3	-0.641
SCN4A	0.666
MED10	-0.78825
FAM135A	0.1366
ARHGAP4	2.151
EHMT2	-0.38
UFD1L	-0.594
ERMP1	-0.6145
MAG1	-1.05533333333333
THAP8	-0.320833333333333
HACE1	-0.518333333333333
FAM82C	-0.0478333333333333
C3orf20	0.31
UNC84A	-0.772166666666667
SCD5	0.0675
LASS6	0.7285
LSG1	0.191166666666667
MAL	-0.887
GPR22	0.563
WDR5B	0.57575
ACTRT1	-0.049
C17orf60	1.455
GRIN2C	-0.0487999999999999
ARMC8	0.128083333333333
SLC47A1	-0.572166666666667
DMPK	-0.285
DHRS13	-0.567833333333333
SMC1A	-0.0438333333333334
KRTAP17-1	0.56075
SMYD5	-0.6555
TUSC2	0.23475
CRHR2	0.229
KIR3DL2	1.088
CCDC104	-0.023
ATP2C1	-0.349625
CROT	-0.393
PABPC3	0.331833333333333
EGR1	1.30716666666667
THSD1	1.12275
KHK	-1.66075
SLC12A2	-0.307125
CD58	-0.48275
STOX2	-1.054
CCDC76	0.6491
CCDC48	3.61925
DNAH1	1.228
ZIC4	-0.065875
OR1G1	-0.155
PSMC6	-0.790166666666667
PROKR1	0.3635
ABCB1	1.100625
TRAT1	3.68325
LLGL1	-0.607
MTF1	1.60275
USP54	-0.943125
PAGE2B	-1.2555
ITGB7	-1.94175
CCDC81	0.061
LOC149837	0.11825
SCUBE1	-0.061
ZSCAN10	1.871
HUWE1	0.0285714285714286
CDH17	0.964
CD180	4.00325
IL17A	0.1465
TMPO	-0.941125
KIAA1524	-1.233
HDGFRP3	-1.27683333333333
OXCT1	-0.575454545454545
RRAS2	-0.687666666666667
LTBP2	1.4766875
SV2B	2.96783333333333
CYP2A6	0.0035
PKD1L2	-0.835166666666667
PPM1M	1.67375
FLJ22662	1.65183333333333
ZNF502	1.60175
GP6	-0.779
CRYBA2	-1.7195
LEF1	0.7542
CTPS	-2.61514285714286
EYA1	-3.59633333333333
EPS8L1	-0.194
MAPK14	-0.443166666666667
SERPINB2	-5.320125
GTF2F2	-0.5035
ZNHIT4	-0.216
PLA1A	3.34575
C20orf114	0.22225
HPR	-4.6705
C18orf2	-2.3375
SATB2	-1.7455
KCNJ9	-0.38225
MGC157906	0.5895
MOCS3	-1.17375
C17orf71	-0.676333333333333
PPHLN1	0.6292
HIST1H2BN	-0.993875
RAPGEF1	1.02225
MAP3K8	2.60975
DLG4	0.1395
STC1	-2.36158333333333
CDGAP	2.272
DDX26B	1.77625
LOC150223	-1.11125
CPSF3	-0.8175
TMEM14A	-1.03
MYH3	0.6135
GPKOW	-0.1755
SULT1A1	-0.01
SPON1	1.2502
YY1AP1	0.308333333333333
RAB23	-1.19575
PLA2G4A	-3.79475
MAPRE3	-0.238
ZNF516	0.273714285714286
GGPS1	0.3595
EXOC3L2	0.717125
C19orf42	-0.3197
MAP2K2	-0.0965
HIST1H2BB	-0.761
RNF19B	1.00433333333333
C6orf128	0.0605
TLR8	3.50825
PCDHA9	0.2535
CARS2	0.131
CLUL1	0.377
RHAG	-4.16683333333333
UNK	0.702
EXOC8	0.2956
C9orf95	1.37625
C14orf143	-0.529666666666667
MAML3	0.447285714285714
LDHA	-2.72775
MRPL20	-0.13275
KLHDC6	0.076
ATP5S	0.2
C8orf55	-1.438
PHF19	-1.193625
KRTAP13-4	0.9075
TTC5	-0.34025
XKR5	-0.64175
SILV	-4.44266666666667
TEX28	-1.1205
TCTN1	0.10825
CX40.1	0.0915
PPP2R5C	0.790875
C12orf30	-1.2485
CAPG	1.911
MPZL1	-0.7529
ARSB	-1.12316666666667
TDH	-1.736
WASF4	1.55325
TSSK3	-0.708833333333333
7A5	-0.4975
CRISPLD1	-0.025375
MAD1L1	0.141333333333333
SPIN4	-0.9695
AMPD1	1.46175
DPYSL5	-1.002
INPP1	0.544
ANKRD11	0.505555555555555
NPAS4	-0.173625
GCET2	3.9112
RNASE9	0.6925
GUCY2D	-0.0675
CCDC98	0.176
FGF4	-0.55675
CPM	0.1825
SLC26A4	-1.5605
PLD5	1.17025
FAM59A	-1.0245
FBXO5	-1.60688888888889
SIPA1L1	0.985875
DPYS	1.253
ATG4D	-0.3595
TGM3	0.207
MTCH1	-1.32575
HK1	-0.317142857142857
CDC26	0.1455
GALNT12	-1.59316666666667
LOC339229	0.33375
MRPL35	-0.32225
ORC4L	-0.35375
TNKS	-0.0621428571428572
C2orf24	0.277166666666667
ZNF553	-0.2235
GGTLA1	2.814
ZNF497	0.4105
CDY1B	1.4075
SLC30A4	1.0575
TUB	-1.293375
ARHGEF18	1.83725
ARRB1	-0.1585
KCNK1	-2.988
EREG	-2.5617
SCAMP5	0.079
RUNDC3B	1.01625
ADAMTS20	-0.6155
IL17RB	-0.79075
FLJ20323	-0.372
MCAM	0.11475
POLR3E	-0.916416666666667
AQR	0.829166666666667
IPMK	0.4525
CDCA7	-2.023125
CAMP	1.1125
GRHL3	-1.6155
ADAMTSL2	0.6255
CLMN	1.051
SSTR3	0.2955
MAGEA5	-2.50366666666667
OVOL2	1.68125
JMJD1B	0.41
RBL2	1.3383
PYGO2	1.21675
PPP1R10	0.777666666666667
CSE1L	-1.61466666666667
LCA5	0.4885
RDH16	-0.2095
ASRGL1	-1.753125
TOM1	0.168833333333333
PTX3	-2.868
TTC15	0.624
SCGB3A1	1.7335
MRPL50	-0.9135
RCAN3	2.0475
SLC26A11	0.799
STYX	-0.296666666666667
CINP	-0.8515
MARCH7	-0.05725
PFKM	-1.27533333333333
SGMS1	-0.00050000000000001
RIOK3	-0.1771
C1orf110	-0.054
CES7	0.350625
LOC440248	-0.232
PPP1R12C	0.53525
C10orf27	0.328
ATG9A	-1.31675
MRPS26	0.00737499999999999
TMEM40	-0.908
ELP3	-0.4573
ZNF787	0.8604
HIAT1	-0.23875
C8orf34	0.0116666666666667
MGC4655	-0.6676
PELI1	1.5275
PPT1	-0.3315
SLC35C2	-0.6625
C6orf125	-0.326
MUC4	-1.707
RFC4	-2.08228571428571
GNB2	-0.453833333333333
NUP50	0.447571428571429
SULT4A1	-1.05533333333333
C7	5.313875
CCDC130	1.03266666666667
ARRDC4	0.372
RQCD1	-0.6825
GLYCTK	-0.168
AYTL2	-0.427
MTUS1	0.6108
LEMD3	0.500333333333333
PLEKHF2	1.0475
HOXA7	0.322875
GTF3C2	-1.5085
DYNLRB2	2.08875
CNOT10	-0.0835
MR1	0.283333333333333
FFAR1	1.20025
PRIC285	0.06875
SLITRK6	5.605
LIX1	-2.1913
UBE1L2	-0.381083333333333
F8	0.836125
ACHE	0.853166666666667
KPNA5	0.929
TNFRSF12A	-2.982
EGR3	1.6245
SERPIND1	-3.60416666666667
OASL	2.888
IFRD1	-1.095625
WDFY1	0.472833333333333
ZNF267	1.102875
ACCN5	-2.2295
ZBTB6	-0.61625
PPP1R3A	0.6475
PRRT3	0.724
FBXL19	-0.034
TXNIP	2.3595
ACTN2	-1.494
ATG9B	-0.00674999999999999
C9orf117	0.16275
IL27	0.64
RPL36AL	0.579833333333333
KLK15	-0.55625
CHAD	2.163
RAP2B	-0.1475
HEBP2	0.47775
ZNF342	0.665
CAMK2G	0.111333333333333
TLR3	0.20675
FGF14	0.47775
HMGB2	-0.493125
TRPM5	-0.00533333333333334
OR5M11	-0.5585
KIF3B	0.34721052631579
PRICKLE2	0.15425
MTMR9	0.1025
C3orf27	-0.19075
GLRA3	-1.3185
NSDHL	-1.18683333333333
TMEM32	-0.65
POLR2D	-1.43808333333333
MYADML	0.257
C9orf114	-1.075
MRGPRX1	0.3555
TOPORS	0.71525
CLDN19	-0.808
C1QL4	-0.198
RNF165	-1.704
DHRS9	2.764
DNAH2	-0.105333333333333
FXR1	-0.322
ZMYM3	-0.85075
CASP3	0.370833333333333
FAM120C	0.3025
SCLY	-0.9925
CA7	-0.345
ENTPD5	0.4835
ZNF461	0.132375
PDIA5	-0.97275
C1orf19	-0.735333333333333
TMEM67	-1.18525
KCTD20	-0.865
WDR47	0.5995
FLJ38723	0.08
KLRF1	3.04716666666667
TAS2R16	0.6795
CLDN12	-2.56666666666667
PRKCE	0.30075
UBXD4	-1.5955
ITGAM	3.44666666666667
GLT8D3	-1.023875
WDR31	-0.341
RGS2	1.2625
OR51L1	0.7235
MST1R	-0.655
KIAA1737	0.26275
OR4A5	0.461
GLIS1	-1.89866666666667
PTMA	0.743
NAPA	0.38725
PRDM11	0.48375
LIPF	1.177
DIRAS3	-0.594
ASGR2	-3.55175
C1QTNF4	0.31475
PIK3R4	-0.0905
ARMC3	2.51775
NDUFV3	-0.432
BTBD3	-1.86733333333333
PPP1R2	0.881166666666667
UBE2NL	-0.435
FOSL2	-0.0861428571428571
FAM119A	-0.912
TUBA4A	-0.0446
KRTAP12-1	-0.49225
SFRS2	-0.30825
RHPN1	-0.026
EEF2	-0.0996666666666667
ZDHHC11	-1.06983333333333
EPHA3	-1.8803
RBM12	-0.21325
H2AFJ	0.19
EDIL3	-1.2395
KIF26A	-1.11975
SERGEF	0.3245
B3GALT4	3.15225
LOC90925	3.9075
OSCAR	0.390375
NPFF	0.393
DEDD	0.502625
TMEM155	1.26
PTPN1	1.13675
SCYL2	-0.4645
SKAP1	4.43425
LEAP2	-1.2585
GADD45G	1.6034
IFITM3	0.626714285714286
PILRB	1.1995
SLU7	0.4295625
DSC3	-0.61475
DNMT3L	-1.4915
PAPD5	0.60075
B3GNT3	-0.856833333333333
LHCGR	0.265
MSL-1	-0.228
UBE2S	-1.8195
SAP130	-0.3005
ANAPC11	-0.467
MAGED4B	-2.507
ATP6V1B2	0.207666666666667
C14orf179	0.757875
CAPZA1	0.242875
CDYL2	-0.4495
GLRX3	-1.27133333333333
LOC136288	-0.29625
MOBKL1A	-0.2475
HTR2B	2.27225
CRYGD	0.418666666666667
NUS1	-0.887333333333333
PGRMC1	-1.667
MYOM2	0.35775
FLJ39653	-0.6245
CHM	-0.0235
OR5M8	0.0985
ZNF619	-0.3995
FAM105A	1.699
CCNL1	0.697375
NAP1L3	-0.00875
C10orf57	0.4205
B3GALNT1	-0.792666666666667
CSN1S2A	-0.8955
TCP10L	-1.11475
GDAP2	-0.549
DMKN	-2.66883333333333
COX6B1	0.2075
DNASE2	-0.173166666666667
MSH5	-1.53875
LGMN	-0.03375
USP31	-1.8271
OR13C8	0.2025
SDCBP	-0.0917
NUDT11	-3.38233333333333
PYGL	-2.48016666666667
SNPH	0.366166666666667
B3GNT4	-1.8595
MIZF	-0.6198
NUBPL	-1.1315
NOD1	0.904833333333333
CDH22	0.85775
NUBP1	0.709666666666667
DSCAM	-4.02875
DGKI	-2.574
FAM136A	-1.0005
AKAP1	-0.438166666666667
SLC16A6	-0.12575
RIN3	2.071
PSG2	-0.202
DIP2B	0.03125
PSORS1C1	-0.449
KIAA0495	-0.8065
FLJ90709	0.0603333333333333
LPA	0.306666666666667
PIGA	-0.976166666666667
LY75	4.66733333333333
UTS2	-3.4625
RREB1	-0.05825
GALNACT-2	0.6019
MGC3196	-0.2115
FLJ31568	-1.486
LPHN1	-0.653375
SP1	0.3155
TOX4	0.275333333333333
HSPA9	-0.5017
APOBEC1	0.1915
SLC35E4	-0.12275
LSM5	-1.03675
SURF1	0.15225
ZBTB1	1.22691666666667
GTF2F1	0.072
RPS15A	0.0114285714285714
DUSP21	-0.258
GINS4	-2.983
MYO15A	-0.274
GIMAP7	5.64975
MGC13379	0.7355
ATP6V1E2	-0.413333333333333
UTP3	-0.19075
HNRPA3	-0.0456875
MT4	1.243
C14orf155	0.191
U1SNRNPBP	0.88825
CKLF	-0.4395
PLEKHN1	-0.624166666666667
MBNL1	1.96841666666667
NUP160	-0.965
ACSM2A	-1.9335
LOC129881	0.585
KIAA1529	0.80025
FLJ22639	-0.63525
HAND1	-0.9135
GSX1	-0.028
FGA	-4.2781875
SERPINB1	0.52525
ZNF642	0.54925
IGFBP1	-8.078375
SLC1A1	0.105625
DHX57	-0.228375
ZNF766	0.5025
PTPN21	-0.4127
GDPD3	-0.432833333333333
PNPLA5	0.062
TBR1	-0.774833333333333
FAM116A	0.04
IQGAP1	0.696
FOS	2.1575
ZNF226	0.69925
FIGNL1	-1.41333333333333
C14orf1	-0.509166666666667
ZMYND17	-0.7245
PUS7	-2.06633333333333
TUBB6	-1.266875
KCNQ2	-1.201
MARCH6	0.235166666666667
CCDC33	0.456
PRODH	0.36925
RBM11	2.25025
EPHA6	0.33525
SLC43A1	-0.704
LOC196541	-0.302285714285714
NTN1	1.41441666666667
ING4	0.46025
PCDHB10	-0.461
DPH2	-1.08316666666667
SPACA4	0.00125000000000001
FBXL21	-3.4745
DIAPH1	0.61
ZNF71	0.424333333333333
CEP76	-1.2685
CORO1A	2.74875
RRM2	-2.664625
EDG4	0.44475
OS9	0.00666666666666667
SLC4A1AP	-0.03925
COG5	-0.969
COPS8	-1.24875
NGLY1	-0.21575
NCBP2	-0.496625
C17orf42	-0.754833333333333
GPSM3	2.631875
SIL1	0.372166666666667
ASB6	-0.05425
SMAD5OS	-0.336166666666667
UNC93A	-3.151625
A1BG	-0.188666666666667
C21orf62	0.34
FMO5	-0.46225
ATRIP	-0.386
CEBPG	-0.105166666666667
C7orf38	-0.068
TNFRSF1B	2.50533333333333
CLEC1A	2.35733333333333
IQSEC1	0.887875
PATZ1	0.745
RBM22	1.06925
BAG2	-2.01516666666667
PAQR5	-3.2186
C9orf127	0.0952
THNSL1	-0.7665
SHROOM3	0.7854
JAM2	1.88975
SNRPN	-0.3915
ALX4	-0.1945
CACNA1S	0.055
FAM130A1	0.1455
CORIN	-0.8595
CD300LB	0.595
PLEKHG6	0.9375
LRRC40	-0.81725
PCLKC	-1.1775
PCDHB16	-0.0851666666666667
WNT2B	0.422166666666667
ASNS	-1.59955555555556
MRPL49	-0.73025
FLJ46111	-2.07575
ISG20	2.313125
SMU1	-0.175
CASZ1	0.002
POLR1D	-0.3745
GIN1	-0.1015
SNAG1	0.360333333333333
ANKRD29	0.94475
CDKN2AIP	0.56225
KRR1	0.0555
CXCL1	0.294833333333333
EPM2A	-0.3384
PC	-1.65133333333333
DEFB127	-1.5085
PDZRN4	-0.00416666666666665
FAH	-0.8115
OR51E1	0.232
CDC2L6	0.0638333333333333
DNTTIP1	-0.9485
PAX8	-0.29425
TMEM116	0.23775
C1orf150	-0.0865
PRO2012	0.00800000000000001
MRPL40	-0.513833333333333
BEX1	1.3787
SLC2A4	-1.12383333333333
PKMYT1	-2.1135
FEZF2	0.2055
SLC26A9	1.1455
MAP2	-0.0691666666666667
LYL1	1.29275
SLC25A19	-0.419666666666667
NOS3	-0.41
ZNF34	0.909333333333333
TMPRSS11F	-0.22175
FAM43A	1.479
FCRL4	3.0195
KLF14	0.194
FLRT2	0.711
WRN	-0.95075
SDF2	-0.1535
KRT8P12	-1.0355
C6orf195	-0.0695
C9orf125	-2.12916666666667
DZIP3	1.148625
RIT1	-0.469
SCML1	-0.1525
RHBDF2	1.208125
OR2G3	0.0515
REXO1L1	-0.297
MAP3K7IP3	0.237875
C3orf57	-3.7295
FBXW11	0.138833333333333
ETAA1	-0.1515
C14orf131	0.035
AKT1S1	-1.40125
SLC12A5	-0.962625
C9orf164	2.4235
NRIP3	-0.972625
NOS1AP	-0.04225
TMEM121	-0.000749999999999987
SAP30BP	-0.0254
DGCR6	0.30575
WDR76	-0.9405
FAM82B	-0.39825
LOC606495	-0.396
MAP9	2.23566666666667
BCDIN3D	0.6455
CXorf36	3.19383333333333
DSCR3	-0.667
ZFAND3	0.172125
C7orf43	0.712166666666667
SPSB3	0.7148
C19orf19	1.054
FAM133A	-3.288
C12orf25	-0.4765
SLC39A3	-0.508625
DISP2	-1.22475
PI4KAP2	-2.024
MKRN3	-2.34533333333333
ADAMTS13	-0.23125
CBLN3	0.1421
TTYH1	-1.94616666666667
C3orf18	0.658
FLJ13236	-1.83025
ZMYND12	1.75925
C18orf25	0.525125
GLB1L3	-1.3345
ATP13A5	1.3095
RANBP10	0.16975
CD96	2.6043
DENND1C	3.75725
RBMS3	1.1934
SLC41A3	0.0331666666666667
DGCR6L	0.25725
TMEM128	-0.0186666666666667
CSNK1G3	0.185142857142857
MOBKL2C	1.6465
TSPAN6	-2.028875
MATN2	-0.5131
MSL2L1	0.938166666666667
ST6GALNAC2	-0.613166666666667
FGFBP2	1.83175
FGL1	-7.06233333333333
MPP3	-1.31533333333333
ARHGEF6	2.47916666666667
TGFBR2	1.837125
ACMSD	-1.0495
IL33	5.72
C9orf5	-0.1765
DEAF1	-0.2317
AMN	0.93
DEFA6	-0.316375
RNF212	-1.63825
METT5D1	-0.121
CIB1	0.8262
TSSK1B	-0.04275
KIAA1727	-0.85675
ZNF680	-0.121090909090909
LOC399900	-1.674
LOC152217	-0.404083333333333
CTNNAL1	-2.8635
CIT	-1.71266666666667
TLE6	0.8925
ZNF607	-1.59775
HERC4	-0.365
DRAP1	-0.0154
PEMT	-0.9195
C10orf111	-0.793
ZNF575	1.94125
KCTD7	-0.14425
MYO1F	2.37925
LOC285382	-0.213
RAB11A	-0.2316
PLCD3	-0.87625
C15orf28	-0.4785
PTBP2	-0.103125
CTB-1048E9.5	-0.7315
C19orf60	0.6965
C7orf25	-0.537666666666667
SETD7	-0.156875
HOXB9	-4.2105
VANGL1	-1.0456875
CHAF1B	-2.54475
NDUFA3	1.022
KIAA1328	-0.0646666666666667
SHARPIN	0.04075
TTC23	-0.771875
UGP2	0.131166666666667
ANKIB1	0.3514
CIRBP	1.12714285714286
SEC14L4	-2.34466666666667
OVCH1	0.0988333333333333
VPS52	-0.3745
FAT	-1.396375
M6PRBP1	-0.073
GPRIN3	1.8695
PPM1F	-0.854666666666667
TSR1	-1.278
CCDC85A	2.33825
PCSK5	1.84475
ZFHX3	-0.044
HEMK1	0.2404
PGBD2	0.4595
RSRC2	0.361833333333333
AURKC	-1.07966666666667
SCRIB	-0.19225
ORM2	-4.48766666666667
FAM115A	0.041
FZD6	-1.547
UNC119	0.626833333333333
GPX3	0.3642
NOV	-1.1815
CABC1	0.116875
CDC42SE2	1.6535
EIF2S2	-1.3098
RNF130	0.205125
CKAP5	-0.983833333333333
RP11-413M3.2	0.88075
C10orf18	0.3932
TMEM93	-0.3335
DYX1C1	0.151
KCNMB2	-2.218625
ANK3	1.13866666666667
KRT5	-1.4868
CDH12	-1.934375
QRSL1	0.875
JUB	-2.8115
SHC4	-2.72625
CCL15	2.461
CCDC22	0.1865
SNX24	0.961
RARS	-1.0415
MORC2	-0.028875
FAM48A	0.248
MT1H	-1.788
PPP1R14C	-3.91283333333333
FOXD1	-2.33528571428571
C1orf213	-1.6905
AMT	-0.1465
DSN1	-1.36375
PTPLAD2	2.77275
DIS3L	0.00875
RASL11A	1.58925
GPRC5B	0.1915
FRMD7	0.3075
STRN4	0.184
KITLG	0.308227272727273
HDGF	-0.52625
OR1S1	-0.174
SETX	1.4866
DDR2	0.59325
KCTD12	2.8575
LYZL2	-0.656
WDR52	0.7995
TMEM2	1.197625
ZNF579	0.9695
LOC200810	-0.815
TNFSF9	-1.6345
PPFIA4	-3.98275
CNIH3	-1.3705
MAP4K4	0.0234285714285714
ROD1	0.693428571428571
ALS2CR12	-0.0163333333333333
DOCK3	-0.336166666666667
PAQR9	-4.431
ASB17	0.279166666666667
STX16	-0.132875
FEZ2	-0.3175
DLAT	-0.9305
KIF21B	0.67
CDC5L	-0.27925
TMEM119	2.11066666666667
CRIP3	1.289
TPSD1	0.279333333333333
TEPP	0.56675
GNGT2	2.0155
C21orf121	0.957
WNK1	0.8955
FLJ10490	0.5279
OR51B5	-1.845
LOC203547	-0.742125
HAS1	0.2205
PPA1	-1.12333333333333
ST7	-1.351625
C11orf46	0.4756
POPDC3	-3.81533333333333
ACOX2	0.886833333333333
ATCAY	-0.2495
TM4SF19	-2.9495
MFSD9	-0.976333333333333
PDHB	-0.549
ERN1	-0.05375
LCE3C	0.1395
GPR111	-3.538
NOTCH3	1.23066666666667
ADAMTS5	2.80875
B3GALT1	-1.18925
UGCGL1	-0.777333333333333
FAM58A	0.865833333333333
FBXO32	0.23725
CLPP	-0.2645
NXPH1	-1.131
MTMR3	0.725
ATP1B3	-1.193125
TMEM16A	1.391
HIST1H3F	-0.233333333333333
TRIM25	-0.230666666666667
SDCBP2	-0.028
CRKL	-1.418375
HOXB2	1.1915
ANP32B	-0.222375
GATM	3.342
AP4E1	-0.06675
EDG5	0.2855
CDKN3	-2.06533333333333
CDH4	-2.741
PGD	-1.52083333333333
RND1	-0.349
GAD1	-3.8258
MPG	-0.0295
LOC440350	0.541
ZNF133	-0.0785
SERPINB12	0.4235
AMELY	-0.198833333333333
DHX36	-0.33275
TNFAIP8L2	4.41516666666667
PHTF2	0.388666666666667
CCDC112	-1.00883333333333
IQCC	-1.888
HEYL	2.35583333333333
FTSJ2	-0.669666666666667
APPL1	1.08125
RAB43	0.820785714285714
OR10G2	-0.1535
WAC	0.588833333333333
ADCY9	-1.055375
RUNDC2B	3.05366666666667
PYCRL	-0.4478
AGPAT7	-0.0693333333333333
SLC22A9	-1.67966666666667
CDKAL1	-0.1115
PDYN	-0.428333333333333
C20orf74	1.2605
MTMR11	-1.098
VAV3	2.52541666666667
DAPL1	-0.186
STXBP3	0.66875
EIF3G	0.02675
ARHGAP22	-0.0955
NPFFR1	0.527
NPC1	-0.560833333333333
ALDH9A1	1.03766666666667
ZNF600	1.14525
ZNF678	0.3815
RASSF1	0.6195
ADD2	-1.444625
PITPNB	0.1165
PKD2L2	0.760125
LRP11	-2.452
CDKL1	0.76
SMEK2	0.41725
PRODH2	-3.24166666666667
C11orf54	-0.259666666666667
SFRS11	0.175166666666667
IL7	2.55916666666667
ALS2CR16	1.1645
BTG3	-1.57516666666667
PAK2	-0.408222222222222
RP11-679B17.1	-0.56825
GATA4	-1.2695
ATP2B1	0.836
LOC130940	-0.202
C1orf172	0.648166666666667
ATF7IP2	0.7715
SLC25A43	-0.8415
CENTG3	0.0761666666666667
IGF2BP1	-3.8487
FCHSD1	0.652
CAMK2N2	1.6265
ELAVL3	-0.3712
NBPF15	0.645833333333333
UBE2J2	-0.424083333333333
GNL2	-0.51775
PRR3	-0.1181
NLF2	1.7145
OR4F6	-0.523
KLHL24	1.30966666666667
CCDC88A	-0.5555
SGPP1	0.217
C10orf11	0.381666666666667
SLC35B4	-1.45583333333333
UGT3A2	-1.262
ARNT2	-1.3192
CBR1	-0.84025
ITPR3	-0.0928333333333333
TRAPPC6B	-0.6741
AMZ1	2.735
ARP11	0.44775
WDSUB1	0.0435
APBA1	0.226333333333333
RAB2A	0.0231
C6orf162	-0.04975
HPSE2	0.27125
PLCE1	-1.57825
INSL3	2.04525
DLG1	-0.5009
PTPLA	-2.6785
PIGX	-1.277375
TFIP11	0.376666666666667
FIBIN	0.8525
POLR2G	-0.55025
GRAP2	0.754
DNAJB8	0.218
CNBP	0.6435
WASF1	-1.92725
INPP5E	-0.543
HSPB1	-0.4955
TMEM167	-0.6352
CUBN	0.84875
IGF1	3.1941875
ITPK1	-0.2747
NAALAD2	-0.928
G3BP1	-0.1669
NT5DC1	0.965
CYP39A1	-1.9565
TMEM139	0.763
POLK	-0.1323
GLULD1	-1.032
RBM15	-0.0888333333333333
AMZ2	-0.0405
GDF15	-3.54266666666667
MESDC2	-0.43825
INCA	2.47266666666667
ACY1L2	-0.0515
GZMM	3.27466666666667
PAIP1	-0.8715
CACNA2D1	-0.20475
STK32C	-0.83
SH3BP4	-1.289
DEC1	-0.021
PADI1	0.1425
UBB	-0.0519
PON3	-1.658
PROP1	0.561
ANKRD13B	-1.4785
ADCK1	-0.48775
TCF25	0.32675
SLC38A5	-2.055
CXorf26	0.203166666666667
C19orf39	0.7165
PPP1R13B	-0.0125
ARL2	-1.0015
TCL6	0.978083333333333
TOP3A	-0.357
SLC16A14	-0.586375
FXYD6	2.29733333333333
HIST1H4E	-0.10725
BBC3	0.859684210526316
UNC5A	0.0381666666666667
FAM86C	-1.2291
PI4KB	0.494125
B3GAT1	-0.9885
SUSD2	0.309833333333333
OAZ2	-0.161666666666667
NOC4L	-0.34675
C10orf12	-0.27225
FADS1	-3.15083333333333
LOC144097	-0.60575
DKK2	0.750833333333333
KIAA1949	2.02475
RHOT1	-0.3326
OXT	1.00583333333333
GPR153	1.481
ARL4A	-1.466
SAAL1	-1.431
CCDC64	0.8485
USE1	0.1155
HNMT	0.234333333333333
PCGF3	0.1515625
CYP2C19	0.33375
C20orf4	0.263
CCDC11	1.532
ACSBG2	-0.3405
RWDD2A	-0.40125
