Hybridization REF	TCGA-BH-A0BA-01A-11R-A056-07
SMARCD1	-0.614166666666667
ZFP106	-0.26875
ZNF347	-0.1023
GTF2E1	0.2365
RY1	-0.631166666666667
ATAD2B	0.164625
ARHGAP17	0.0331
KCNIP3	-1.21225
SFPQ	-0.045
GFRA4	0.863333333333333
AKR1B10	-2.65875
TIGD6	1.129
RGS16	3.651875
URB1	-0.0573333333333333
OR4C46	-0.086
TOP3B	-0.83375
NFATC4	1.531
CA14	-3.87975
BMPR1A	0.296166666666667
SNRP70	-1.321375
PRL	-0.0877272727272727
C6orf130	-0.3415
STAG2	-0.2115
CD55	-0.841214285714286
RPS23	-0.280333333333333
SSX2	-1.911
FDPSL2A	-1.16425
FBXO27	-0.7795
SYNGR3	-0.189
TMSL3	2.7265
EML1	-1.3575
NUP93	-1.58941666666667
SMAD3	-0.3959
KIAA1189	1.09166666666667
HNRPUL2	0.353833333333333
TBC1D12	0.518833333333333
C16orf24	1.21175
MRVI1	2.41183333333333
ZNF581	-0.591333333333333
ELOVL3	-0.2475
OR51Q1	-0.362666666666667
CACNB3	1.10466666666667
GALNT13	-0.64825
C10orf84	1.252
NEDD4	-0.5761
SPO11	2.5065
OR5AU1	-0.7065
NEK4	0.705642857142857
PRKAR2A	0.471833333333333
IHPK1	-0.108
ATP6V0B	0.504375
CACNA1E	2.413
CEACAM8	0.0464
PEX14	0.325
FLJ12993	-0.728
ZBTB38	-0.0468333333333333
PCTK2	-0.197666666666667
LRRC16	0.4855
FBLIM1	0.663333333333333
FYCO1	1.62125
RP5-1022P6.2	-0.203166666666667
CMTM1	0.354333333333333
PLTP	0.719666666666667
RAPH1	0.10675
DOCK8	1.049
EZH2	-1.20993333333333
SLC25A1	-1.29983333333333
PLEKHB1	-1.3216
GRB7	1.471
ZFP37	-0.5335
MRPL33	-0.44425
PELO	-0.40075
ARMC1	0.475
C9orf27	-0.057875
FLJ25778	0.322
C9orf37	-1.033
TMEM66	0.0545
SPRN	0.04775
HBEGF	0.329375
PI4KA	-0.9385
LEPRE1	-0.3525
POU2AF1	-0.9205
MRPL12	-0.741666666666667
REP15	-0.4735
ZC3H3	1.172
RASAL1	-1.69875
DDAH1	1.307875
ACBD5	0.882428571428571
TMC2	-0.3865
CCDC137	-1.13
SAMD13	-1.83633333333333
UGT2B15	-3.20083333333333
TIPARP	-1.223
DNASE1L3	1.2285
TRIM72	0.420666666666667
DBX2	-0.04775
IPO8	-0.10925
C21orf88	-0.7048
MAP3K14	0.141
LOC51233	1.0035
GGTLA4	0.3895
PDE6D	-0.6145
ZNF117	-1.03125
CLK2	-0.73275
NKRF	-1.595
TNFSF15	1.9631
DUSP2	-0.019125
SECISBP2	-0.0597
GABRR2	0.588
PPAP2C	2.6505
LOC51145	0.5185
PAG1	0.191
PIK3C3	0.48325
GNG10	-0.5195
APOL4	0.755
ANKRD28	-0.731125
STMN3	-0.969
RAB14	0.5733
CDK2AP2	-0.35725
HDDC3	0.577625
COMMD7	-0.0565
CXXC1	-0.1585
HMCN1	-0.5095
CD40	0.692
DYNC1LI2	-0.605375
GDI1	0.12325
LOC646938	-0.62275
VSNL1	-2.4635
PIH1D1	-0.466833333333333
RAET1G	1.788
KRTAP5-9	0.007
EFTUD2	-0.3355
ZNF311	0.0586666666666667
ATP6V1G3	0.416
OR2W3	-1.65425
SCN4A	0.80125
MED10	-1.163
FAM135A	-1.1719
ARHGAP4	-0.715
EHMT2	-0.648875
UFD1L	-0.429
ERMP1	0.23825
MAG1	-1.46183333333333
THAP8	0.275666666666667
HACE1	-0.7315
FAM82C	0.816333333333333
C3orf20	-0.0535
UNC84A	-0.5215
SCD5	-0.662928571428571
LASS6	1.736125
LSG1	-0.403916666666667
MAL	-4.82525
GPR22	-0.386
WDR5B	1
ACTRT1	0.672
C17orf60	0.6635
GRIN2C	0.4601
ARMC8	-0.3035
SLC47A1	-1.62783333333333
DMPK	0.16575
DHRS13	-0.949
SMC1A	-0.912333333333333
KRTAP17-1	0.781
SMYD5	-0.843
TUSC2	1.046
CRHR2	0.1765
KIR3DL2	1.082
CCDC104	0.5945
ATP2C1	0.373375
CROT	0.52475
PABPC3	0.492
EGR1	1.581
THSD1	0.737
KHK	-1.70125
SLC12A2	2.4273125
CD58	-1.23775
STOX2	-0.699666666666667
CCDC76	-1.1991
CCDC48	5.4265
DNAH1	-1.25433333333333
ZIC4	-0.505714285714286
OR1G1	0.33
PSMC6	-0.428166666666667
PROKR1	0.6385
ABCB1	-1.31475
TRAT1	-1.47375
LLGL1	0.3585
MTF1	1.28225
USP54	1.005
PAGE2B	-4.2625
ITGB7	-3.16675
CCDC81	-1.1935
LOC149837	-0.09675
SCUBE1	0.738
ZSCAN10	1.979
HUWE1	-0.0272142857142857
CDH17	0.971
CD180	0.80225
IL17A	0.177
TMPO	-1.811
KIAA1524	-1.78566666666667
HDGFRP3	0.0225
OXCT1	-2.093
RRAS2	-1.02116666666667
LTBP2	2.756875
SV2B	2.262
CYP2A6	0.68825
PKD1L2	-1.68583333333333
PPM1M	0.795
FLJ22662	1.12433333333333
ZNF502	0.324
GP6	-0.8965
CRYBA2	-1.902
LEF1	-1.8382
CTPS	-2.61871428571429
EYA1	-1.80116666666667
EPS8L1	1.219
MAPK14	-0.911083333333333
SERPINB2	-4.576875
GTF2F2	-0.469833333333333
ZNHIT4	-0.847
PLA1A	0.501875
C20orf114	1.71825
HPR	-3.135
C18orf2	-2.9338
SATB2	-1.8915
KCNJ9	-0.4175
MGC157906	-0.5755
MOCS3	-0.34425
C17orf71	-0.746666666666667
PPHLN1	-0.5044
HIST1H2BN	-0.108625
RAPGEF1	-0.457
MAP3K8	0.79875
DLG4	0.780666666666667
STC1	-1.32275
CDGAP	1.248
DDX26B	-1.369
LOC150223	-1.80175
CPSF3	-1.04116666666667
TMEM14A	-0.6085
MYH3	-2.0845
GPKOW	-0.124
SULT1A1	-0.0838333333333333
SPON1	4.1354
YY1AP1	0.427166666666667
RAB23	-0.4195
PLA2G4A	-4.07925
MAPRE3	-0.33425
ZNF516	1.29871428571429
GGPS1	1.3625
EXOC3L2	0.454125
C19orf42	-0.1636
MAP2K2	-0.325166666666667
HIST1H2BB	0.665
RNF19B	1.06583333333333
C6orf128	-0.2315
TLR8	3.54975
PCDHA9	0.286
CARS2	-0.259375
CLUL1	2.91033333333333
RHAG	-3.98366666666667
UNK	-0.0215
EXOC8	1.0451
C9orf95	1.66125
C14orf143	0.303833333333333
MAML3	0.337833333333333
LDHA	-2.32125
MRPL20	0.111625
KLHDC6	0.51325
ATP5S	-0.0168333333333333
C8orf55	0.92075
PHF19	-2.4665
KRTAP13-4	0.345
TTC5	-0.74775
XKR5	-1.03966666666667
SILV	-4.27266666666667
TEX28	0.386
TCTN1	0.91275
CX40.1	0.61175
PPP2R5C	0.067
C12orf30	-1.8285
CAPG	2.6565
MPZL1	1.16055
ARSB	-1.26333333333333
TDH	-1.84275
WASF4	0.6285
TSSK3	-1.00566666666667
7A5	2.223
CRISPLD1	-0.284
MAD1L1	-0.128166666666667
SPIN4	-0.801
AMPD1	0.79
DPYSL5	-1.4295
INPP1	-0.657333333333333
ANKRD11	-1.09194444444444
NPAS4	-0.39525
GCET2	-0.1557
RNASE9	0.571
GUCY2D	0.561833333333333
CCDC98	-0.495
FGF4	-0.685625
CPM	0.335
SLC26A4	-1.6184
PLD5	1.08375
FAM59A	0.6767
FBXO5	-2.90144444444444
SIPA1L1	0.32275
DPYS	0.277
ATG4D	0.098
TGM3	-0.264
MTCH1	-0.9595
HK1	0.310857142857143
CDC26	0.035
GALNT12	-2.601
LOC339229	-0.1185
MRPL35	-0.12975
ORC4L	-0.72925
TNKS	0.0127142857142857
C2orf24	0.189333333333333
ZNF553	0.633833333333333
GGTLA1	3.5022
ZNF497	0.137
CDY1B	2.48525
SLC30A4	-0.01075
TUB	-1.552125
ARHGEF18	0.1505
ARRB1	-0.09275
KCNK1	1.918375
EREG	-2.2188
SCAMP5	-0.721
RUNDC3B	1.06075
ADAMTS20	0.68575
IL17RB	-1.333625
FLJ20323	-0.4665
MCAM	0.578375
POLR3E	-1.10558333333333
AQR	0.702666666666667
IPMK	0.6935
CDCA7	-3.618125
CAMP	1.76475
GRHL3	1.866
ADAMTSL2	1.41
CLMN	2.91016666666667
SSTR3	0.213
MAGEA5	-2.02616666666667
OVOL2	4.224
JMJD1B	0.72775
RBL2	-0.1868
PYGO2	1.3955
PPP1R10	0.787666666666667
CSE1L	-1.49416666666667
LCA5	1.627
RDH16	0.17625
ASRGL1	-2.268125
TOM1	0.462666666666667
PTX3	-5.9865
TTC15	0.26125
SCGB3A1	3.43666666666667
MRPL50	-0.96525
RCAN3	1.5315
SLC26A11	0.80925
STYX	0.0925
CINP	-0.2975
MARCH7	-0.492
PFKM	-0.7475
SGMS1	1.07066666666667
RIOK3	-0.1528
C1orf110	1.1105
CES7	-0.176428571428571
LOC440248	-1.78875
PPP1R12C	-0.08975
C10orf27	-0.0535
ATG9A	-0.831
MRPS26	0.324875
TMEM40	1.34825
ELP3	0.2244
ZNF787	1.0921
HIAT1	-0.599625
C8orf34	3.103
MGC4655	-0.292
PELI1	0.222833333333333
PPT1	0.7139
SLC35C2	-0.685333333333333
C6orf125	0.08925
MUC4	-1.55366666666667
RFC4	-2.67185714285714
GNB2	0.946
NUP50	-0.214071428571429
SULT4A1	-1.42583333333333
C7	3.665
CCDC130	-0.0561666666666667
ARRDC4	-0.13325
RQCD1	-1.364
GLYCTK	-0.9335
AYTL2	-0.970636363636364
MTUS1	2.0848
LEMD3	-0.396333333333333
PLEKHF2	3.0945
HOXA7	0.140625
GTF3C2	-1.856
DYNLRB2	5.17025
CNOT10	-0.261
MR1	0.607666666666667
FFAR1	-0.405
PRIC285	0.36825
SLITRK6	5.6255
LIX1	-1.876
UBE1L2	-0.795916666666666
F8	1.192875
ACHE	0.504833333333333
KPNA5	-0.8565
TNFRSF12A	-0.370166666666667
EGR3	0.9725
SERPIND1	-2.98883333333333
OASL	1.878
IFRD1	-1.724625
WDFY1	-0.481
ZNF267	-0.16475
ACCN5	0.855
ZBTB6	-0.68625
PPP1R3A	0.352
PRRT3	2.8265
FBXL19	-0.355
TXNIP	0.913571428571429
ACTN2	-0.915
ATG9B	-0.97725
C9orf117	2.547375
IL27	1.1195
RPL36AL	0.203166666666667
KLK15	0.7485
CHAD	2.8885
RAP2B	0.1055
HEBP2	1.346
ZNF342	0.8085
CAMK2G	-0.0765
TLR3	1.70225
FGF14	-0.311
HMGB2	-1.935875
TRPM5	-0.0291666666666667
OR5M11	0.045
KIF3B	0.276631578947368
PRICKLE2	1.13175
MTMR9	-0.144125
C3orf27	-0.16675
GLRA3	-3.62
NSDHL	-1.0195
TMEM32	-0.7195
POLR2D	-1.488
MYADML	0.3
C9orf114	-0.998
MRGPRX1	0.0885
TOPORS	0.37725
CLDN19	-1.4085
C1QL4	-0.6205
RNF165	-0.6915
DHRS9	0.632
DNAH2	0.7635
FXR1	-0.495666666666667
ZMYM3	-1.039125
CASP3	0.0475
FAM120C	-0.189375
SCLY	-1.2325
CA7	-0.4355
ENTPD5	-0.0298333333333333
ZNF461	-0.54025
PDIA5	-0.69175
C1orf19	-0.353666666666667
TMEM67	1.179
KCTD20	-0.62325
WDR47	0.7795
FLJ38723	0.578
KLRF1	0.0556666666666667
TAS2R16	0.193
CLDN12	1.2145
PRKCE	-0.340666666666667
UBXD4	-1.70775
ITGAM	3.138
GLT8D3	-0.331
WDR31	1.2826
RGS2	0.563
OR51L1	0.6645
MST1R	1.076
KIAA1737	1.5325
OR4A5	-0.569
GLIS1	-0.968666666666667
PTMA	-0.0691428571428571
NAPA	0.7395
PRDM11	-0.14425
LIPF	0.428
DIRAS3	-0.66475
ASGR2	-3.851
C1QTNF4	0.149
PIK3R4	0.0776666666666667
ARMC3	7.45175
NDUFV3	-0.498916666666667
BTBD3	-0.809666666666667
PPP1R2	0.543833333333333
UBE2NL	-0.7395
FOSL2	1.40471428571429
FAM119A	-1.362
TUBA4A	-0.078
KRTAP12-1	-0.00849999999999999
SFRS2	-1.4
RHPN1	0.8087
EEF2	-0.4145
ZDHHC11	-2.13983333333333
EPHA3	-1.16611111111111
RBM12	-0.572
H2AFJ	0.116083333333333
EDIL3	3.491
KIF26A	-1.122
SERGEF	1.389
B3GALT4	2.593
LOC90925	1.2205
OSCAR	0.7115
NPFF	-0.55825
DEDD	0.861
TMEM155	-0.9135
PTPN1	-0.3285
SCYL2	-0.137333333333333
SKAP1	1.7595
LEAP2	-1.841
GADD45G	3.014
IFITM3	1.124375
PILRB	-1.12616666666667
SLU7	0.3055
DSC3	-0.21375
DNMT3L	-1.0255
PAPD5	-0.479
B3GNT3	-0.810333333333333
LHCGR	0.648
MSL-1	-0.80875
UBE2S	-1.941
SAP130	-0.87775
ANAPC11	0.214
MAGED4B	-1.91
ATP6V1B2	0.880166666666667
C14orf179	1.930875
CAPZA1	-0.158125
CDYL2	-0.148833333333333
GLRX3	-1.12216666666667
LOC136288	2.04475
MOBKL1A	-0.58975
HTR2B	3.1975
CRYGD	-0.258833333333333
NUS1	-1.1475
PGRMC1	0.43
MYOM2	0.08225
FLJ39653	-0.922833333333333
CHM	-0.3054
OR5M8	-0.4995
ZNF619	0.6095
FAM105A	0.45575
CCNL1	-1.440375
NAP1L3	0.0735
C10orf57	2.06566666666667
B3GALNT1	0.356833333333333
CSN1S2A	-1.005
TCP10L	1.105
GDAP2	0.024125
DMKN	-0.498333333333333
COX6B1	-0.01325
DNASE2	0.472333333333333
MSH5	-1.8585
LGMN	0.345125
USP31	-0.5651
OR13C8	1.1055
SDCBP	1.3133
NUDT11	-2.11866666666667
PYGL	1.47916666666667
SNPH	-0.6225
B3GNT4	0.1785
MIZF	-1.0536
NUBPL	0.312125
NOD1	0.376
CDH22	-0.352428571428571
NUBP1	0.783
DSCAM	-3.53675
DGKI	-0.012
FAM136A	-1.40925
AKAP1	0.863
SLC16A6	0.87
RIN3	0.9545
PSG2	0.45725
DIP2B	0.518333333333333
PSORS1C1	-0.7118
KIAA0495	-0.4605
FLJ90709	-0.334666666666667
LPA	-0.0866666666666666
PIGA	-0.818333333333333
LY75	1.91633333333333
UTS2	-5.6805
RREB1	-0.152125
GALNACT-2	0.4002
MGC3196	-0.81275
FLJ31568	-0.96825
LPHN1	-0.474875
SP1	0.935875
TOX4	0.565166666666667
HSPA9	0.3239
APOBEC1	-0.2245
SLC35E4	-0.941
LSM5	-0.6855
SURF1	0.81675
ZBTB1	0.57125
GTF2F1	-0.248875
RPS15A	0.133642857142857
DUSP21	-0.0323333333333333
GINS4	-2.85916666666667
MYO15A	0.6565
GIMAP7	3.4205
MGC13379	0.67125
ATP6V1E2	-0.0748333333333333
UTP3	-0.40975
HNRPA3	-0.9335625
MT4	0.328
C14orf155	0.1975
U1SNRNPBP	0.564
CKLF	-0.880666666666667
PLEKHN1	0.137833333333333
MBNL1	-0.0273333333333333
NUP160	-2.07325
ACSM2A	-1.85275
LOC129881	1.471
KIAA1529	-0.6145
FLJ22639	-1.878
HAND1	-1.1095
GSX1	0.2295
FGA	-3.742375
SERPINB1	0.33925
ZNF642	0.69075
IGFBP1	-7.82975
SLC1A1	1.473375
DHX57	-0.223
ZNF766	-0.2925
PTPN21	0.0937
GDPD3	-1.22933333333333
PNPLA5	0.638
TBR1	0.4954
FAM116A	0.45725
IQGAP1	1.09875
FOS	2.04725
ZNF226	0.336125
FIGNL1	-1.00633333333333
C14orf1	0.122333333333333
ZMYND17	-0.934
PUS7	-0.886333333333333
TUBB6	-0.810625
KCNQ2	-1.78475
MARCH6	-0.462166666666667
CCDC33	0.609
PRODH	-1.24625
RBM11	0.4395
EPHA6	0.8565
SLC43A1	-0.839
LOC196541	1.044875
NTN1	1.82191666666667
ING4	0.20025
PCDHB10	-0.196
DPH2	-1.17216666666667
SPACA4	0.37125
FBXL21	null
DIAPH1	-0.6215
ZNF71	0.871166666666667
CEP76	-0.8475
CORO1A	-0.3175
RRM2	-3.445
EDG4	0.29225
OS9	0.073
SLC4A1AP	-0.53575
COG5	-0.08625
COPS8	-0.968
NGLY1	-0.6525
NCBP2	0.09775
C17orf42	-1.18183333333333
GPSM3	1.441625
SIL1	1.1485
ASB6	-0.34825
SMAD5OS	0.0495
UNC93A	-2.860875
A1BG	-0.152333333333333
C21orf62	0.31825
FMO5	0.672166666666667
ATRIP	0.1385
CEBPG	-0.159
C7orf38	0.696166666666667
TNFRSF1B	0.9015
CLEC1A	1.41466666666667
IQSEC1	0.60825
PATZ1	1.4396
RBM22	1.0195
BAG2	-2.477
PAQR5	0.603
C9orf127	0.7983
THNSL1	-0.0675
SHROOM3	2.6975
JAM2	1.27675
SNRPN	-1.98525
ALX4	-0.5065
CACNA1S	0.373
FAM130A1	0.4675
CORIN	4.137
CD300LB	0.891
PLEKHG6	1.8505
LRRC40	-0.91675
PCLKC	-1.20025
PCDHB16	0.357
WNT2B	-0.265833333333333
ASNS	-2.46755555555556
MRPL49	-0.466
FLJ46111	-0.8825
ISG20	-0.267625
SMU1	-0.0115
CASZ1	0.9985
POLR1D	-0.42125
GIN1	-0.55875
SNAG1	0.299833333333333
ANKRD29	-1.5095
CDKN2AIP	0.10125
KRR1	-0.4825
CXCL1	-3.50933333333333
EPM2A	-0.220555555555556
PC	-0.8925
DEFB127	1.0795
PDZRN4	1.03816666666667
FAH	2.714875
OR51E1	2.0265
CDC2L6	0.416666666666667
DNTTIP1	-0.78775
PAX8	-1.09775
TMEM116	0.0615
C1orf150	-0.0425
PRO2012	0.6535
MRPL40	-0.4545
BEX1	-3.66833333333333
SLC2A4	-0.237333333333333
PKMYT1	-2.1545
FEZF2	0.476333333333333
SLC26A9	-2.00675
MAP2	0.802166666666667
LYL1	-0.42775
SLC25A19	-0.872333333333333
NOS3	0.246
ZNF34	1.6015
TMPRSS11F	-0.233333333333333
FAM43A	0.45975
FCRL4	0.712666666666667
KLF14	0.555
FLRT2	-0.0085
WRN	-0.84125
SDF2	0.4487
KRT8P12	-0.3795
C6orf195	0.4215
C9orf125	-1.178
DZIP3	0.27075
RIT1	0.69825
SCML1	-2.174
RHBDF2	0.276
OR2G3	-0.695
REXO1L1	-0.4375
MAP3K7IP3	-0.127625
C3orf57	-3.95125
FBXW11	-0.498333333333333
ETAA1	-0.4205
C14orf131	0.1965
AKT1S1	-0.333
SLC12A5	-1.239125
C9orf164	0.305
NRIP3	-0.463875
NOS1AP	-0.597
TMEM121	2.68025
SAP30BP	-0.3694
DGCR6	0.30425
WDR76	-1.701
FAM82B	0.674666666666667
LOC606495	-0.309
MAP9	0.772
BCDIN3D	1.28225
CXorf36	3.3425
DSCR3	-0.4242
ZFAND3	0.2925
C7orf43	0.6265
SPSB3	0.9234
C19orf19	0.68175
FAM133A	-2.30925
C12orf25	0.14725
SLC39A3	-0.40175
DISP2	-0.8785
PI4KAP2	-2.506
MKRN3	-2.15066666666667
ADAMTS13	-0.239375
CBLN3	0.7368
TTYH1	-0.483666666666667
C3orf18	1.859
FLJ13236	0.57975
ZMYND12	4.226
C18orf25	0.406875
GLB1L3	-1.438
ATP13A5	0.7965
RANBP10	-0.411
CD96	-0.6323
DENND1C	0.61
RBMS3	0.9426
SLC41A3	0.436
DGCR6L	0.198
TMEM128	0.435333333333333
CSNK1G3	-0.0422142857142857
MOBKL2C	0.718875
TSPAN6	-0.91975
MATN2	-0.792
MSL2L1	0.9525
ST6GALNAC2	-0.780333333333333
FGFBP2	1.147125
FGL1	-2.838
MPP3	-0.769666666666667
ARHGEF6	0.3305
TGFBR2	0.28475
ACMSD	-1.985
IL33	3.3885
C9orf5	-0.155833333333333
DEAF1	0.3024
AMN	1.179
DEFA6	0.066375
RNF212	-1.41125
METT5D1	-0.1325
CIB1	1.9627
TSSK1B	0.09875
KIAA1727	0.6335
ZNF680	-0.44525
LOC399900	-1.093
LOC152217	-0.537583333333333
CTNNAL1	-1.6075
CIT	-1.71658333333333
TLE6	1.3885
ZNF607	-1.003
HERC4	-1.20816666666667
DRAP1	-0.5348
PEMT	-0.691
C10orf111	-2.077
ZNF575	1.77325
KCTD7	-1.00875
MYO1F	0.9955
LOC285382	-0.88525
RAB11A	0.2288
PLCD3	-0.39225
C15orf28	-0.16875
PTBP2	-0.961125
CTB-1048E9.5	-0.603125
C19orf60	0.493833333333333
C7orf25	0.386833333333333
SETD7	0.577375
HOXB9	-3.409
VANGL1	-0.1279375
CHAF1B	-1.7655
NDUFA3	0.1865
KIAA1328	0.0408333333333333
SHARPIN	1.254625
TTC23	-0.2335
UGP2	0.07575
ANKIB1	0.3305
CIRBP	1.393
SEC14L4	-1.95616666666667
OVCH1	0.0268333333333333
VPS52	-0.53375
FAT	0.317125
M6PRBP1	0.0295
GPRIN3	-0.0455
PPM1F	-0.957833333333333
TSR1	-0.884
CCDC85A	1.40475
PCSK5	2.0165
ZFHX3	0.4855
HEMK1	-0.3394
PGBD2	0.704
RSRC2	0.0338333333333333
AURKC	-3.0145
SCRIB	1.1535
ORM2	-4.00966666666667
FAM115A	0.3693
FZD6	-1.082125
UNC119	0.112
GPX3	0.1281
NOV	0.076125
CABC1	0.196
CDC42SE2	-0.6575
EIF2S2	-1.2117
RNF130	1.57925
CKAP5	-1.33616666666667
RP11-413M3.2	0.882625
C10orf18	0.3551
TMEM93	-0.573
DYX1C1	2.89375
KCNMB2	-1.894375
ANK3	2.50625
KRT5	-2.5895
CDH12	-1.39
QRSL1	-1.037875
JUB	-0.3305
SHC4	-3.034375
CCL15	2.1355
CCDC22	-0.062
SNX24	-0.2605
RARS	-0.58275
MORC2	0.562625
FAM48A	-0.879
MT1H	-1.9435
PPP1R14C	-2.63183333333333
FOXD1	-2.10757142857143
C1orf213	-2.07125
AMT	-1.5344
DSN1	-2.01975
PTPLAD2	1.31775
DIS3L	0.06125
RASL11A	2.76725
GPRC5B	-0.010875
FRMD7	0.523
STRN4	-0.10425
KITLG	0.656681818181818
HDGF	-0.0505
OR1S1	-0.142
SETX	-0.2111
DDR2	0.02275
KCTD12	2.279
LYZL2	-0.9005
WDR52	-0.7965
TMEM2	1.169375
ZNF579	1.54983333333333
LOC200810	0.51925
TNFSF9	-2.252125
PPFIA4	-3.57325
CNIH3	1.11666666666667
MAP4K4	-1.26042857142857
ROD1	0.165571428571429
ALS2CR12	-0.965666666666667
DOCK3	-0.706833333333333
PAQR9	-5.148
ASB17	0.264833333333333
STX16	-1.828375
FEZ2	0.0351666666666667
DLAT	-0.422666666666667
KIF21B	-1.2155
CDC5L	-0.64175
TMEM119	1.8765
CRIP3	-1.9525
TPSD1	-0.2765
TEPP	1.103
GNGT2	1.91325
C21orf121	0.16125
WNK1	0.26
FLJ10490	1.2323
OR51B5	-2.0725
LOC203547	-0.680625
HAS1	-1.143
PPA1	-0.281666666666667
ST7	0.10725
C11orf46	-0.3374
POPDC3	-3.50683333333333
ACOX2	5.40833333333333
ATCAY	-0.191583333333333
TM4SF19	1.2595
MFSD9	-0.691666666666667
PDHB	0.3485
ERN1	-0.14425
LCE3C	0.061
GPR111	0.28
NOTCH3	2.33116666666667
ADAMTS5	2.89575
B3GALT1	-0.920666666666667
UGCGL1	-0.620833333333333
FAM58A	0.700833333333333
FBXO32	3.055
CLPP	-0.2505
NXPH1	-1.407
MTMR3	1.19233333333333
ATP1B3	-1.47925
TMEM16A	4.01975
HIST1H3F	1.00416666666667
TRIM25	-0.0818333333333334
SDCBP2	-0.2905
CRKL	-1.436875
HOXB2	0.691833333333333
ANP32B	-0.843875
GATM	3.38
AP4E1	-0.20375
EDG5	0.024
CDKN3	-2.4385
CDH4	-5.1985
PGD	-0.892666666666667
RND1	1.057
GAD1	-0.2691
MPG	0.725625
LOC440350	-0.747
ZNF133	0.1225
SERPINB12	0.428
AMELY	0.264666666666667
DHX36	-0.87975
TNFAIP8L2	3.685
PHTF2	-0.0906666666666667
CCDC112	-0.173666666666667
IQCC	-0.185
HEYL	3.81383333333333
FTSJ2	-0.507166666666667
APPL1	0.9855
RAB43	0.801928571428571
OR10G2	-0.0345
WAC	0.4145
ADCY9	-0.325375
RUNDC2B	0.620166666666667
PYCRL	1.4424
AGPAT7	-0.3295
SLC22A9	-0.733333333333333
CDKAL1	-1.886
PDYN	-0.883
C20orf74	0.8095
MTMR11	2.41075
VAV3	3.88125
DAPL1	-1.42375
STXBP3	0.199
EIF3G	-0.052
ARHGAP22	-0.84925
NPFFR1	0.524
NPC1	-0.295666666666667
ALDH9A1	1.79133333333333
ZNF600	-0.232125
ZNF678	-0.484
RASSF1	0.557916666666667
ADD2	-2.316375
PITPNB	-0.2015
PKD2L2	0.302428571428571
LRP11	0.04925
CDKL1	-0.22875
SMEK2	-0.12325
PRODH2	-3.0845
C11orf54	-0.0246666666666667
SFRS11	-1.01116666666667
IL7	0.1025
ALS2CR16	0.52575
BTG3	-0.928666666666667
PAK2	-0.292777777777778
RP11-679B17.1	-1.1175
GATA4	-1.565
ATP2B1	-1.417
LOC130940	0.725
C1orf172	2.6445
ATF7IP2	-1.54575
SLC25A43	-0.339
CENTG3	0.62775
IGF2BP1	-3.8681
FCHSD1	-0.0375
CAMK2N2	2.3115
ELAVL3	-0.342625
NBPF15	-1.2005
UBE2J2	0.125
GNL2	-0.872
PRR3	-0.573
NLF2	2.02325
OR4F6	-0.2785
KLHL24	0.971333333333333
CCDC88A	-1.0266
SGPP1	0.317
C10orf11	1.15316666666667
SLC35B4	-1.334
UGT3A2	-0.9695
ARNT2	-0.6248
CBR1	0.753125
ITPR3	-0.685666666666667
TRAPPC6B	0.0644
AMZ1	-0.9935
ARP11	1.37175
WDSUB1	-0.2905
APBA1	-0.0915
RAB2A	1.3299
C6orf162	-1.069375
HPSE2	0.8765
PLCE1	-0.02275
INSL3	0.331
DLG1	-0.3817
PTPLA	-3.816
PIGX	-0.87225
TFIP11	0.459833333333333
FIBIN	3.2285
POLR2G	-0.809
GRAP2	-2.36311111111111
DNAJB8	-1.28366666666667
CNBP	0.8775
WASF1	-0.937
INPP5E	-1.1744
HSPB1	1.5264375
TMEM167	-0.0879999999999999
CUBN	-0.13525
IGF1	3.5409375
ITPK1	0.8916
NAALAD2	-1.912125
G3BP1	-0.0712
NT5DC1	0.5505
CYP39A1	-1.9535
TMEM139	2.55333333333333
POLK	-0.2633
GLULD1	-2.01775
RBM15	-0.67
AMZ2	-0.22525
GDF15	1.12316666666667
MESDC2	-0.341
INCA	0.107833333333333
ACY1L2	-2.5855
GZMM	-0.442
PAIP1	-0.2035
CACNA2D1	-0.3235
STK32C	1.139
SH3BP4	1.11533333333333
DEC1	0.5495
PADI1	1.321
UBB	0.1479
PON3	-2.7035
PROP1	1.2105
ANKRD13B	-0.788
ADCK1	-0.6195
TCF25	-0.3445
SLC38A5	-2.591
CXorf26	-0.470333333333333
C19orf39	0.64725
PPP1R13B	1.05225
ARL2	-0.4895
TCL6	0.438166666666667
TOP3A	-0.524
SLC16A14	-0.461125
FXYD6	1.45116666666667
HIST1H4E	0.247
BBC3	1.04826315789474
UNC5A	0.319833333333333
FAM86C	-0.0276
PI4KB	0.77075
B3GAT1	-3.49325
SUSD2	2.483
OAZ2	0.4145
NOC4L	-0.4085
C10orf12	-0.14875
FADS1	-2.29116666666667
LOC144097	-0.522
DKK2	-0.394
KIAA1949	0.20875
RHOT1	-0.514
OXT	1.445
GPR153	2.0035
ARL4A	-1.50733333333333
SAAL1	-1.44575
CCDC64	-0.7935
USE1	-0.3675
HNMT	1.07916666666667
PCGF3	0.1176875
CYP2C19	0.3775
C20orf4	0.1635
CCDC11	3.274
ACSBG2	-0.5635
RWDD2A	0.05225
PALLD	2.590125
CPLX4	-0.6675
LOC492311	0.80375
KPNA2	-2.358
MACROD1	-0.1158
