Hybridization REF	TCGA-A8-A0AD-01A-11R-A056-07
ZNF434	0.450333333333333
SMARCD1	-0.5165
ZFP106	-0.03425
ZNF347	0.2154
GTF2E1	-0.373
RY1	-0.594333333333333
ATAD2B	0.656375
ARHGAP17	-0.1144
KCNIP3	-0.811
SFPQ	0.194375
GFRA4	0.443833333333333
AKR1B10	-3.8915
TIGD6	0.778333333333333
RGS16	1.958875
URB1	-0.2755
OR4C46	0.112666666666667
TOP3B	-0.6295
NFATC4	0.6275
CA14	-4.0675
BMPR1A	-0.2565
SNRP70	-0.531875
PRL	-0.647583333333333
C6orf130	-0.5835
STAG2	0.0995
CD55	-0.350071428571428
RPS23	0.8955
SSX2	-1.411
FDPSL2A	-0.241
FBXO27	-0.238875
SYNGR3	0.116
TMSL3	1.994
EML1	-0.633
NUP93	-1.35108333333333
SMAD3	0.1222
KIAA1189	2.01633333333333
HNRPUL2	0.689833333333333
TBC1D12	0.990333333333333
C16orf24	1.5705
MRVI1	2.31316666666667
ZNF581	-0.432833333333333
ELOVL3	-0.3255
OR51Q1	-0.26275
CACNB3	0.160833333333333
GALNT13	0.292625
C10orf84	0.47575
NEDD4	-0.2006
SPO11	0.043
OR5AU1	0.4525
NEK4	0.589357142857143
PRKAR2A	-0.00716666666666665
IHPK1	-0.229
ATP6V0B	0.934375
CACNA1E	1.467
CEACAM8	1.3532
PEX14	0.507
FLJ12993	-1.1575
ZBTB38	0.533083333333333
PCTK2	0.525666666666667
LRRC16	-1.0495
FBLIM1	0.317333333333333
FYCO1	1.86175
RP5-1022P6.2	0.149416666666667
CMTM1	0.558833333333333
PLTP	0.113666666666667
RAPH1	0.61575
DOCK8	1.235
EZH2	-2.04973333333333
SLC25A1	-0.634833333333333
PLEKHB1	-0.4886
GRB7	0.3239
ZFP37	-0.68225
MRPL33	-0.28375
PELO	-0.2475
ARMC1	-0.197727272727273
C9orf27	-0.028625
FLJ25778	0.2035
C9orf37	-0.740333333333333
TMEM66	2.08525
SPRN	0.524875
HBEGF	1.8055
PI4KA	-0.496
LEPRE1	0.10425
POU2AF1	-5.2655
MRPL12	0.102833333333333
REP15	0.3425
ZC3H3	0.35725
RASAL1	-1.919
DDAH1	1.430375
ACBD5	-0.485
TMC2	0.0525
CCDC137	0.0195
SAMD13	-2.327
UGT2B15	-3.12966666666667
TIPARP	0.222
DNASE1L3	-0.265
TRIM72	-0.0298333333333334
DBX2	0.071
IPO8	0.15925
C21orf88	-1.1151
MAP3K14	0.56675
LOC51233	0.778166666666667
GGTLA4	-2.20825
PDE6D	-0.13325
ZNF117	-0.19125
CLK2	-0.309625
NKRF	-1.19975
TNFSF15	0.626
DUSP2	-0.29125
SECISBP2	0.0613
GABRR2	0.2785
PPAP2C	0.9365
LOC51145	-0.447166666666667
PAG1	0.733
PIK3C3	0.193
GNG10	0.815
APOL4	1.09516666666667
ANKRD28	-1.09575
STMN3	-0.8463
RAB14	1.1927
CDK2AP2	-0.80875
HDDC3	0.4175
COMMD7	0.456625
CXXC1	-0.22575
HMCN1	0.182166666666667
CD40	0.61075
DYNC1LI2	0.072125
GDI1	0.36925
LOC646938	-0.4235
VSNL1	-1.92783333333333
PIH1D1	-0.400333333333333
RAET1G	-0.9105
KRTAP5-9	-0.1895
EFTUD2	-0.3465
ZNF311	0.938
ATP6V1G3	0.441
OR2W3	0.45075
SCN4A	0.132
MED10	-0.789625
FAM135A	0.0373
ARHGAP4	-0.78375
EHMT2	-1.12475
UFD1L	-0.3895
ERMP1	0.4755
MAG1	-0.452833333333333
THAP8	0.3925
HACE1	-0.9855
FAM82C	0.947666666666667
C3orf20	-0.055
UNC84A	-0.332833333333333
SCD5	-0.423076923076923
LASS6	2.63325
LSG1	0.849666666666667
MAL	-5.85875
GPR22	0.2615
WDR5B	1.119
ACTRT1	0.6135
C17orf60	1.15966666666667
GRIN2C	-0.1899
ARMC8	-0.12675
SLC47A1	-2.86216666666667
DMPK	-0.23125
DHRS13	-0.3665
SMC1A	-0.707666666666667
KRTAP17-1	0.927
SMYD5	-0.2575
TUSC2	0.60625
CRHR2	0.6285
KIR3DL2	-0.127
CCDC104	0.3195
ATP2C1	0.697875
CROT	0.61925
PABPC3	-0.163166666666667
EGR1	-0.574333333333333
THSD1	0.114
KHK	-1.80175
SLC12A2	2.33325
CD58	-0.6055
STOX2	-1.00066666666667
CCDC76	-0.5639
CCDC48	2.98625
DNAH1	0.00383333333333333
ZIC4	-0.076125
OR1G1	-0.787
PSMC6	-0.347166666666667
PROKR1	0.291
ABCB1	-2.196625
TRAT1	-2.56675
LLGL1	0.123
MTF1	1.54125
USP54	1.340375
PAGE2B	-2.079
ITGB7	-3.93075
CCDC81	-0.359
LOC149837	-1.38777878078145e-17
SCUBE1	1.778
ZSCAN10	1.1895
HUWE1	0.130357142857143
CDH17	-0.2515
CD180	0.93325
IL17A	-0.401
TMPO	-1.17175
KIAA1524	-1.41433333333333
HDGFRP3	0.481333333333333
OXCT1	-2.71963636363636
RRAS2	-3.17383333333333
LTBP2	2.04325
SV2B	-0.111833333333333
CYP2A6	-0.099625
PKD1L2	-0.590333333333333
PPM1M	1.11675
FLJ22662	2.30733333333333
ZNF502	0.4625
GP6	-0.6465
CRYBA2	-0.806
LEF1	-1.4404
CTPS	-1.41428571428571
EYA1	-3.8755
EPS8L1	1.69025
MAPK14	-0.3895
SERPINB2	-3.5285
GTF2F2	-1.251
ZNHIT4	-0.032
PLA1A	-1.410125
C20orf114	4.6705
HPR	-4.392
C18orf2	-4.03683333333333
SATB2	-2.2765
KCNJ9	0.107571428571429
MGC157906	0.9665
MOCS3	-0.7125
C17orf71	-0.172166666666667
PPHLN1	-0.0803
HIST1H2BN	-0.8495
RAPGEF1	0.52925
MAP3K8	0.14275
DLG4	-0.252166666666667
STC1	1.04025
CDGAP	2.1125
DDX26B	-1.94575
LOC150223	-2.23675
CPSF3	-1.09966666666667
TMEM14A	-0.28975
MYH3	-2.17225
GPKOW	-0.06075
SULT1A1	1.07383333333333
SPON1	4.5598
YY1AP1	-0.008
RAB23	0.63875
PLA2G4A	-3.7845
MAPRE3	0.1385
ZNF516	1.7195
GGPS1	0.577
EXOC3L2	0.024875
C19orf42	0.8044
MAP2K2	-0.166333333333333
HIST1H2BB	0.253
RNF19B	1.42533333333333
C6orf128	0.144333333333333
TLR8	1.98125
PCDHA9	1.206
CARS2	-0.4825
CLUL1	2.18983333333333
RHAG	-4.32433333333333
UNK	-0.482
EXOC8	1.1272
C9orf95	1.4935
C14orf143	0.384833333333333
MAML3	0.522625
LDHA	-0.83925
MRPL20	0.94775
KLHDC6	0.116
ATP5S	0.172333333333333
C8orf55	-0.72
PHF19	-2.14225
KRTAP13-4	0.23
TTC5	-0.07225
XKR5	-1.0315
SILV	-4.8085
TEX28	-0.295
TCTN1	0.94275
CX40.1	0.3845
PPP2R5C	-0.029
C12orf30	-1.16116666666667
CAPG	2.195
MPZL1	1.0332
ARSB	-1.02966666666667
TDH	0.107
WASF4	0.9815
TSSK3	-0.962666666666667
7A5	1.3325
CRISPLD1	0.792875
MAD1L1	-0.204666666666667
SPIN4	-0.484333333333333
AMPD1	-2.44375
DPYSL5	0.3175
INPP1	-0.446166666666667
ANKRD11	-0.589166666666667
NPAS4	-0.377714285714286
GCET2	-0.347
RNASE9	-0.2815
GUCY2D	0.417
CCDC98	0.103
FGF4	-0.66375
CPM	0.458333333333333
SLC26A4	-1.16083333333333
PLD5	-0.3645
FAM59A	2.9144
FBXO5	-2.19844444444444
SIPA1L1	0.47175
DPYS	-0.12625
ATG4D	0.171
TGM3	0.8115
MTCH1	-0.41575
HK1	0.0455000000000001
CDC26	-0.106875
GALNT12	-3.06633333333333
LOC339229	0.16675
MRPL35	0.114125
ORC4L	0.253875
TNKS	-0.0295
C2orf24	0.361833333333333
ZNF553	0.829833333333333
GGTLA1	2.2756
ZNF497	0.6245
CDY1B	0.779
SLC30A4	1.000375
TUB	-1.149125
ARHGEF18	-0.07625
ARRB1	1.25125
KCNK1	-1.259
EREG	-3.8961
SCAMP5	-0.44125
RUNDC3B	0.28725
ADAMTS20	0.371333333333333
IL17RB	0.40425
FLJ20323	-0.43025
MCAM	0.32625
POLR3E	-1.14591666666667
AQR	0.506
IPMK	0.0475
CDCA7	-5.614125
CAMP	-0.3655
GRHL3	-1.1245
ADAMTSL2	1.16783333333333
CLMN	3.05266666666667
SSTR3	0.17
MAGEA5	-2.56016666666667
OVOL2	2.90675
JMJD1B	0.00374999999999999
RBL2	-0.0885
PYGO2	0.982
PPP1R10	-0.351833333333333
CSE1L	-1.39833333333333
LCA5	0.74475
RDH16	-0.61475
ASRGL1	0.00275
TOM1	1.03816666666667
PTX3	-6.73425
TTC15	0.26625
SCGB3A1	1.2145
MRPL50	-1.14275
RCAN3	1.30175
SLC26A11	1.389
STYX	-0.0276666666666667
CINP	0.08525
MARCH7	0.1025
PFKM	-1.06683333333333
SGMS1	-0.577833333333333
RIOK3	0.6819
C1orf110	0.171
CES7	-0.153625
LOC440248	-2.43875
PPP1R12C	-0.08875
C10orf27	1.2035
ATG9A	-1.03425
MRPS26	0.488625
TMEM40	-1.6285
ELP3	0.1654
ZNF787	0.6071
HIAT1	0.686
C8orf34	0.529333333333333
MGC4655	0.4837
PELI1	-0.244333333333333
PPT1	1.6247
SLC35C2	0.0175
C6orf125	0.03325
MUC4	-1.64883333333333
RFC4	-2.26171428571429
GNB2	0.626833333333333
NUP50	-0.276357142857143
SULT4A1	-1.37333333333333
C7	0.68475
CCDC130	-0.192666666666667
ARRDC4	0.0555
RQCD1	0.0815
GLYCTK	-0.9295
AYTL2	-0.576454545454545
MTUS1	1.7661
LEMD3	0.284666666666667
PLEKHF2	1.47125
HOXA7	-0.0990000000000001
GTF3C2	-0.945
DYNLRB2	2.533
CNOT10	-0.17525
MR1	0.2795
FFAR1	0.086
PRIC285	0.08075
SLITRK6	5.33825
LIX1	-2.2395
UBE1L2	-0.494166666666667
F8	1.2275
ACHE	0.632333333333333
KPNA5	-0.687
TNFRSF12A	0.0816666666666667
EGR3	-0.3035
SERPIND1	-3.71983333333333
OASL	1.37375
IFRD1	-1.815875
WDFY1	0.522
ZNF267	-0.324125
ACCN5	0.5315
ZBTB6	0.0835
PPP1R3A	0.3555
PRRT3	2.44375
FBXL19	-0.2225
TXNIP	1.65957142857143
ACTN2	-2.49
ATG9B	-0.786375
C9orf117	1.118625
IL27	1.2095
RPL36AL	-0.1705
KLK15	-0.35425
CHAD	2.7415
RAP2B	-0.2741
HEBP2	1.2705
ZNF342	1.01
CAMK2G	-0.943833333333333
TLR3	1.64
FGF14	-0.3545
HMGB2	-0.358875
TRPM5	-0.3425
OR5M11	-0.5465
KIF3B	0.912157894736842
PRICKLE2	1.82925
MTMR9	0.0585
C3orf27	0.0645
GLRA3	-1.93866666666667
NSDHL	-0.259666666666667
TMEM32	-0.17825
POLR2D	-1.20816666666667
MYADML	0.147
C9orf114	0.02975
MRGPRX1	0.4705
TOPORS	0.39625
CLDN19	-1.64675
C1QL4	-0.151
RNF165	-1.6935
DHRS9	-0.539
DNAH2	-1.14283333333333
FXR1	-0.290166666666667
ZMYM3	-0.761875
CASP3	0.173333333333333
FAM120C	-0.604125
SCLY	-0.735
CA7	0.003
ENTPD5	0.376666666666667
ZNF461	-0.0405
PDIA5	0.03425
C1orf19	-0.284666666666667
TMEM67	-0.912
KCTD20	0.179
WDR47	1.1335
FLJ38723	-0.4245
KLRF1	-0.580833333333333
TAS2R16	0.6435
CLDN12	-0.03675
PRKCE	-0.49725
UBXD4	-0.5435
ITGAM	3.21116666666667
GLT8D3	-0.240875
WDR31	1.6209
RGS2	0.94875
OR51L1	0.527
MST1R	1.19625
KIAA1737	1.613
OR4A5	-0.437
GLIS1	-0.2565
PTMA	-0.157142857142857
NAPA	1.6505
PRDM11	-0.26825
LIPF	0.5875
DIRAS3	0.58875
ASGR2	-4.272
C1QTNF4	0.324
PIK3R4	0.293333333333333
ARMC3	2.3345
NDUFV3	-0.1405
BTBD3	-0.3645
PPP1R2	0.150833333333333
UBE2NL	-0.453
FOSL2	1.46278571428571
FAM119A	-1.79933333333333
TUBA4A	-0.5455
KRTAP12-1	-0.24975
SFRS2	-0.67025
RHPN1	-0.5996
EEF2	0.223333333333333
ZDHHC11	0.839333333333333
EPHA3	-0.7941
RBM12	0.0365
H2AFJ	2.09175
EDIL3	4.515
KIF26A	-1.99925
SERGEF	0.82525
B3GALT4	3.00675
LOC90925	-0.470333333333333
OSCAR	1.217125
NPFF	-0.953
DEDD	0.263
TMEM155	-0.252428571428571
PTPN1	0.66825
SCYL2	0.2695
SKAP1	3.18875
LEAP2	-3.31133333333333
GADD45G	3.1219
IFITM3	0.597
PILRB	-1.45
SLU7	-0.363875
DSC3	-2.00033333333333
DNMT3L	-1.468
PAPD5	0.396125
B3GNT3	-2.71066666666667
LHCGR	0.0405
MSL-1	0.3075
UBE2S	-1.62025
SAP130	-0.8225
ANAPC11	0.99625
MAGED4B	-1.948
ATP6V1B2	1.011
C14orf179	0.963375
CAPZA1	0.047625
CDYL2	0.411666666666667
GLRX3	-1.62266666666667
LOC136288	-0.62425
MOBKL1A	-1.047
HTR2B	3.73
CRYGD	-0.272666666666667
NUS1	-0.8745
PGRMC1	-0.103
MYOM2	-0.48725
FLJ39653	-2.00666666666667
CHM	1.0866
OR5M8	0.585
ZNF619	0.4355
FAM105A	1.8415
CCNL1	-0.9995
NAP1L3	2.28325
C10orf57	1.219
B3GALNT1	1.02683333333333
CSN1S2A	0.453
TCP10L	-0.592
GDAP2	0.102625
DMKN	-0.209
COX6B1	-0.06925
DNASE2	1.47983333333333
MSH5	-2.7375
LGMN	-0.06625
USP31	0.2284
OR13C8	1.1065
SDCBP	0.0311
NUDT11	-1.44566666666667
PYGL	-1.438
SNPH	-1.24033333333333
B3GNT4	-1.554
MIZF	-0.3726
NUBPL	0.21775
NOD1	-0.754333333333333
CDH22	-0.543125
NUBP1	0.605333333333333
DSCAM	-3.69425
DGKI	0.767
FAM136A	-1.10775
AKAP1	0.515666666666667
SLC16A6	1.2865
RIN3	1.34425
PSG2	0.01675
DIP2B	0.591666666666667
PSORS1C1	-0.2225
KIAA0495	-0.162
FLJ90709	-0.538666666666667
LPA	-0.626666666666667
PIGA	-0.5885
LY75	2.77866666666667
UTS2	-6.48383333333333
RREB1	0.076875
GALNACT-2	0.5679
MGC3196	-0.2165
FLJ31568	-1.4085
LPHN1	-0.347875
SP1	1.047625
TOX4	0.361333333333333
HSPA9	0.1101
APOBEC1	0.3925
SLC35E4	-1.16125
LSM5	-0.987
SURF1	0.63375
ZBTB1	-0.407166666666667
GTF2F1	-0.14125
RPS15A	-0.245071428571429
DUSP21	-0.690666666666667
GINS4	-2.885
MYO15A	0.4775
GIMAP7	2.99275
MGC13379	0.254
ATP6V1E2	-1.33983333333333
UTP3	-0.00350000000000001
HNRPA3	-0.5145625
MT4	0.587
C14orf155	-0.26275
U1SNRNPBP	0.37225
CKLF	-0.409166666666667
PLEKHN1	1.002
MBNL1	0.0371666666666667
NUP160	-0.8045
ACSM2A	-1.6395
LOC129881	1.458
KIAA1529	-0.17925
FLJ22639	-0.27175
HAND1	-1.5735
GSX1	0.2285
FGA	-4.189
SERPINB1	0.861
ZNF642	0.696
IGFBP1	-8.852
SLC1A1	5.262875
DHX57	0.038625
ZNF766	1.4065
PTPN21	-0.2076
GDPD3	-1.05733333333333
PNPLA5	-0.0505
TBR1	-0.1772
FAM116A	0.25725
IQGAP1	1.56725
FOS	0.283375
ZNF226	0.443625
FIGNL1	-1.36466666666667
C14orf1	1.06216666666667
ZMYND17	-0.9065
PUS7	-0.9305
TUBB6	-0.63625
KCNQ2	-1.44225
MARCH6	-0.3635
CCDC33	0.255
PRODH	0.62875
RBM11	-0.631
EPHA6	0.240714285714286
SLC43A1	0.58375
LOC196541	0.280125
NTN1	1.04308333333333
ING4	0.284
PCDHB10	0.39375
DPH2	-0.202
SPACA4	0.5765
FBXL21	-4.963
DIAPH1	-0.555833333333333
ZNF71	0.838833333333333
CEP76	-0.6485
CORO1A	0.13375
RRM2	-2.415375
EDG4	1.1565
OS9	0.4355
SLC4A1AP	-0.1785
COG5	0.3625
COPS8	-0.16125
NGLY1	-0.2985
NCBP2	-0.21675
C17orf42	-1.03083333333333
GPSM3	0.970125
SIL1	0.193
ASB6	-0.33275
SMAD5OS	-0.0166666666666667
UNC93A	-3.607375
A1BG	1.0885
C21orf62	0.145333333333333
FMO5	1.03416666666667
ATRIP	0.3945
CEBPG	-0.269
C7orf38	0.5015
TNFRSF1B	1.48083333333333
CLEC1A	1.84266666666667
IQSEC1	0.8595
PATZ1	1.2519
RBM22	0.643
BAG2	-1.90716666666667
PAQR5	-1.3105
C9orf127	0.9366
THNSL1	-1.678
SHROOM3	1.5055
JAM2	0.537
SNRPN	-1.894
ALX4	0.1345
CACNA1S	0.395
FAM130A1	0.494
CORIN	4.0995
CD300LB	1.014
PLEKHG6	1.895
LRRC40	-0.524
PCLKC	-1.62
PCDHB16	0.2915
WNT2B	0.495333333333333
ASNS	-2.22188888888889
MRPL49	0.24875
FLJ46111	-1.21875
ISG20	0.671
SMU1	-0.539833333333333
CASZ1	1.179
POLR1D	-0.744583333333333
GIN1	-0.15325
SNAG1	0.284666666666667
ANKRD29	1.0035
CDKN2AIP	0.2705
KRR1	0.19425
CXCL1	-6.00133333333333
EPM2A	0.3378
PC	-0.614166666666667
DEFB127	2.124
PDZRN4	2.664
FAH	1.69025
OR51E1	1.543
CDC2L6	0.0303333333333333
DNTTIP1	-0.6205
PAX8	-0.85325
TMEM116	-0.045
C1orf150	0.7645
PRO2012	-0.7785
MRPL40	0.293
BEX1	-4.016
SLC2A4	-0.944833333333333
PKMYT1	-0.83975
FEZF2	-0.691333333333333
SLC26A9	-2.166
MAP2	0.304916666666667
LYL1	-0.3915
SLC25A19	-0.3595
NOS3	-0.537
ZNF34	0.882166666666667
TMPRSS11F	-0.546666666666667
FAM43A	0.87775
FCRL4	0.4635
KLF14	-0.04325
FLRT2	-0.576333333333333
WRN	-1.181
SDF2	0.3684
KRT8P12	-1.0295
C6orf195	0.2805
C9orf125	-1.99366666666667
DZIP3	0.054
RIT1	-0.277583333333333
SCML1	0.159
RHBDF2	-0.191625
OR2G3	0.152
REXO1L1	-1.3125
MAP3K7IP3	-0.21975
C3orf57	-3.291
FBXW11	-0.3115
ETAA1	-0.01
C14orf131	-0.0702
AKT1S1	0.412
SLC12A5	-0.910375
C9orf164	0.922
NRIP3	1.983375
NOS1AP	-1.13175
TMEM121	1.362
SAP30BP	-0.0309
DGCR6	0.528
WDR76	-1.4025
FAM82B	0.0584166666666667
LOC606495	-0.206
MAP9	2.57275
BCDIN3D	1.122
CXorf36	2.8395
DSCR3	-0.4329
ZFAND3	0.129
C7orf43	0.307833333333333
SPSB3	0.7166
C19orf19	0.334
FAM133A	0.456625
C12orf25	-0.04125
SLC39A3	-0.115
DISP2	-1.31175
PI4KAP2	-1.4865
MKRN3	-2.78483333333333
ADAMTS13	-0.540375
CBLN3	0.3197
TTYH1	-2.23383333333333
C3orf18	2.33475
FLJ13236	0.13275
ZMYND12	3.661
C18orf25	0.50925
GLB1L3	-1.729
ATP13A5	-0.3545
RANBP10	-0.4485
CD96	-2.646
DENND1C	-0.0035
RBMS3	0.9265
SLC41A3	-0.00616666666666666
DGCR6L	0.49825
TMEM128	0.4525
CSNK1G3	0.685357142857143
MOBKL2C	1.093
TSPAN6	-0.6855
MATN2	-2.6767
MSL2L1	0.0898333333333333
ST6GALNAC2	1.41816666666667
FGFBP2	-0.85975
FGL1	-6.7385
MPP3	-0.724166666666667
ARHGEF6	2.78166666666667
TGFBR2	0.34125
ACMSD	-0.161
IL33	-0.021
C9orf5	0.476416666666667
DEAF1	0.5961
AMN	0.715
DEFA6	0.194
RNF212	-1.91875
METT5D1	-0.0281666666666667
CIB1	1.2868
TSSK1B	0.3725
KIAA1727	1.40725
ZNF680	0.49425
LOC399900	-0.9235
LOC152217	-0.22325
CTNNAL1	-1.6785
CIT	-2.47958333333333
TLE6	2.54625
ZNF607	-0.8575
HERC4	-1.60883333333333
DRAP1	0.029
PEMT	-0.746
C10orf111	-0.6025
ZNF575	1.21175
KCTD7	-0.15075
MYO1F	1.395
LOC285382	0.304
RAB11A	0.5257
PLCD3	-0.6415
C15orf28	-0.35225
PTBP2	-0.87975
CTB-1048E9.5	-0.204625
C19orf60	0.196
C7orf25	0.4665
SETD7	1.2605
HOXB9	-3.96
VANGL1	0.92325
CHAF1B	-0.93775
NDUFA3	0.13675
KIAA1328	0.340666666666667
SHARPIN	0.35925
TTC23	-0.279875
UGP2	0.08875
ANKIB1	0.8943
CIRBP	1.56428571428571
SEC14L4	-4.29033333333333
OVCH1	1.37533333333333
VPS52	0.808
FAT	-1.3755
M6PRBP1	0.07675
GPRIN3	2.111
PPM1F	-0.960833333333333
TSR1	-0.90325
CCDC85A	3.551
PCSK5	2.011
ZFHX3	0.678
HEMK1	0.1896
PGBD2	-1.00575
RSRC2	-0.2055
AURKC	-1.066
SCRIB	-0.531
ORM2	-4.599
FAM115A	0.0345
FZD6	0.09775
UNC119	0.889333333333333
GPX3	-0.7538
NOV	-1.189125
CABC1	-1.581875
CDC42SE2	-0.1470625
EIF2S2	-1.0206
RNF130	0.593
CKAP5	-0.7435
RP11-413M3.2	0.579625
C10orf18	0.3207
TMEM93	-0.8975
DYX1C1	2.0315
KCNMB2	-2.729375
ANK3	0.912083333333333
KRT5	-3.261
CDH12	-2.080625
QRSL1	-0.824625
JUB	-0.865
SHC4	-3.1595
CCL15	0.823833333333333
CCDC22	0.4115
SNX24	0.85325
RARS	-0.1995
MORC2	-0.267875
FAM48A	-0.8295
MT1H	-1.6175
PPP1R14C	-3.46666666666667
FOXD1	-2.65807142857143
C1orf213	-2.08675
AMT	-1.7108
DSN1	-1.4615
PTPLAD2	3.69225
DIS3L	0.2715
RASL11A	1.055
GPRC5B	0.76725
FRMD7	0.795
STRN4	0.114
KITLG	2.25745454545455
HDGF	-0.47925
OR1S1	-0.2405
SETX	0.0596
DDR2	0.43225
KCTD12	2.551
LYZL2	-1.18525
WDR52	0.063
TMEM2	0.93275
ZNF579	0.940666666666667
LOC200810	0.349
TNFSF9	-1.72
PPFIA4	-2.60725
CNIH3	0.032
MAP4K4	-1.09371428571429
ROD1	0.518428571428571
ALS2CR12	-0.630333333333333
DOCK3	-1.74833333333333
PAQR9	-5.0065
ASB17	0.382333333333333
STX16	-1.262625
FEZ2	0.715166666666667
DLAT	-0.3635
KIF21B	-1.1665
CDC5L	-0.324
TMEM119	2.11533333333333
CRIP3	-2.013
TPSD1	0.6205
TEPP	0.19
GNGT2	1.63075
C21orf121	1.1745
WNK1	0.2145
FLJ10490	0.4811
OR51B5	-2.3905
LOC203547	-0.56525
HAS1	-1.0375
PPA1	-1.5395
ST7	0.19175
C11orf46	1.1055
POPDC3	-4.29883333333333
ACOX2	1.12683333333333
ATCAY	-0.335666666666667
TM4SF19	-1.47375
MFSD9	-0.451833333333333
PDHB	0.1355
ERN1	-0.396
LCE3C	-0.2815
GPR111	0.138
NOTCH3	1.2945
ADAMTS5	2.51825
B3GALT1	-0.9255
UGCGL1	-0.783833333333333
FAM58A	0.267666666666667
FBXO32	1.2025
CLPP	-0.2615
NXPH1	1.3535
MTMR3	1.17733333333333
ATP1B3	-0.3405
TMEM16A	2.9745
HIST1H3F	-0.475333333333333
TRIM25	-0.0973333333333333
SDCBP2	-0.5925
CRKL	-1.059
HOXB2	2.89616666666667
ANP32B	-0.69125
GATM	3.958
AP4E1	-0.079
EDG5	0.121625
CDKN3	-2.32133333333333
CDH4	-2.518
PGD	-0.421833333333333
RND1	0.6735
GAD1	-3.3343
MPG	0.35
LOC440350	-0.4
ZNF133	-0.747
SERPINB12	0.901
AMELY	-0.1702
DHX36	-0.30375
TNFAIP8L2	3.37866666666667
PHTF2	0.423055555555556
CCDC112	-0.254
IQCC	0.165
HEYL	3.3255
FTSJ2	-0.471166666666667
APPL1	1.23975
RAB43	0.336714285714286
OR10G2	0.4835
WAC	-0.2075
ADCY9	1.077875
RUNDC2B	0.976
PYCRL	0.5499
AGPAT7	-1.52016666666667
SLC22A9	-1.72083333333333
CDKAL1	-0.8745
PDYN	-0.695666666666667
C20orf74	1.148
MTMR11	-0.2465
VAV3	3.902
DAPL1	-0.32225
STXBP3	0.43675
EIF3G	-0.2725
ARHGAP22	-0.45525
NPFFR1	0.71
NPC1	-0.596166666666667
ALDH9A1	0.825666666666667
ZNF600	0.380375
ZNF678	-0.0135
RASSF1	0.618416666666667
ADD2	-2.744
PITPNB	0.182125
PKD2L2	0.51075
LRP11	-0.30075
CDKL1	-0.039
SMEK2	0.343
PRODH2	-3.67283333333333
C11orf54	0.0875
SFRS11	-0.3035
IL7	-1.18683333333333
ALS2CR16	0.347
BTG3	-0.6775
PAK2	0.448722222222222
RP11-679B17.1	0.23825
GATA4	-1.98183333333333
ATP2B1	0.11775
LOC130940	0.1245
C1orf172	2.48
ATF7IP2	-1.957
SLC25A43	0.0885
CENTG3	0.560833333333333
IGF2BP1	-4.2301
FCHSD1	0.313
CAMK2N2	0.913666666666667
ELAVL3	-0.1377
NBPF15	0.534333333333333
UBE2J2	0.332363636363636
GNL2	-0.83825
PRR3	-0.6655
NLF2	1.30475
OR4F6	0.0175
KLHL24	0.612833333333333
CCDC88A	-1.2716
SGPP1	0.730333333333333
C10orf11	0.4935
SLC35B4	-1.36616666666667
UGT3A2	-1.5975
ARNT2	2.9083
CBR1	-0.705375
ITPR3	0.0143333333333333
TRAPPC6B	-0.0665
AMZ1	0.766
ARP11	0.04025
WDSUB1	-0.04875
APBA1	0.901
RAB2A	0.9208
C6orf162	-0.945375
HPSE2	-0.613
PLCE1	-1.71
INSL3	0.0015
DLG1	-0.0761
PTPLA	-4.07675
PIGX	0.859
TFIP11	0.3765
FIBIN	3.6265
POLR2G	0.2875
GRAP2	-2.2516
DNAJB8	0.83025
CNBP	0.6385
WASF1	-2.88775
INPP5E	-0.9733
HSPB1	-0.2739375
TMEM167	-0.2565
CUBN	0.624
IGF1	2.4076875
ITPK1	1.4202
NAALAD2	-0.726142857142857
G3BP1	-0.1848
NT5DC1	0.644625
CYP39A1	-1.287
TMEM139	1.31933333333333
POLK	-0.1532
GLULD1	-0.60275
RBM15	-1.06083333333333
AMZ2	0.367
GDF15	-1.45866666666667
MESDC2	0.383
INCA	0.162166666666667
ACY1L2	-3.464
GZMM	-1.70533333333333
PAIP1	-0.12
CACNA2D1	-0.363
STK32C	-0.973
SH3BP4	2.20766666666667
DEC1	0.741
PADI1	0.218
UBB	-0.0165
PON3	-2.0405
PROP1	0.392
ANKRD13B	-0.4335
ADCK1	-0.509
TCF25	0.12975
SLC38A5	-1.22125
CXorf26	0.0573333333333333
C19orf39	0.09775
PPP1R13B	0.69425
ARL2	-0.8105
TCL6	0.18625
TOP3A	-0.7445
SLC16A14	-0.148625
FXYD6	1.325
HIST1H4E	-1.3805
BBC3	0.775315789473684
UNC5A	0.740333333333333
FAM86C	-0.0525
PI4KB	0.266
B3GAT1	-4.00075
SUSD2	1.9925
OAZ2	0.0468333333333333
NOC4L	-0.2645
C10orf12	0.16425
FADS1	-2.47016666666667
LOC144097	-0.5945
DKK2	1.20116666666667
KIAA1949	0.2315
RHOT1	0.3473
OXT	1.6045
GPR153	1.0415
ARL4A	-1.0585
SAAL1	-1.12475
CCDC64	-0.1155
USE1	-0.2475
HNMT	0.125833333333333
PCGF3	0.187875
CYP2C19	-0.17675
C20orf4	0.23
CCDC11	0.222
ACSBG2	0.15925
RWDD2A	-0.62475
PALLD	3.0235
CPLX4	0.452
LOC492311	0.825
KPNA2	-1.4975
