Hybridization REF	TCGA-B6-A0RI-01A-11R-A056-07
KCNIP3	-1.29275
SFPQ	0.599
GFRA4	0.499833333333333
AKR1B10	-3.84875
TIGD6	0.765833333333333
RGS16	2.39575
URB1	-0.613833333333333
OR4C46	0.1515
TOP3B	-1.21325
NFATC4	1.427
CA14	-2.35475
BMPR1A	0.372
SNRP70	-0.524
PRL	-0.337833333333333
C6orf130	-0.91475
STAG2	-0.2145
CD55	-0.194
RPS23	0.3125
SSX2	-1.9865
FDPSL2A	0.088
FBXO27	-0.458
SYNGR3	-0.173833333333333
TMSL3	1.17575
EML1	-1.1465
NUP93	-0.981416666666667
SMAD3	-0.8648
KIAA1189	2.209
HNRPUL2	0.418
TBC1D12	0.712833333333333
C16orf24	0.7395
MRVI1	2.7895
ZNF581	-0.504166666666667
ELOVL3	1.441
OR51Q1	0.51625
CACNB3	0.982166666666667
GALNT13	-0.59275
C10orf84	1.4505625
NEDD4	-0.3549
SPO11	-0.041
OR5AU1	0.025
NEK4	0.386214285714286
PRKAR2A	-0.203166666666667
IHPK1	-0.284833333333333
ATP6V0B	0.528875
CACNA1E	0.9455
CEACAM8	0.7355
PEX14	0.226
FLJ12993	-2.2805
ZBTB38	0.256416666666667
PCTK2	0.8575
LRRC16	-0.1166
FBLIM1	1.52808333333333
FYCO1	1.7485
RP5-1022P6.2	-0.544333333333333
CMTM1	0.409833333333333
PLTP	0.659
RAPH1	0.981625
DOCK8	0.543
EZH2	-1.139
SLC25A1	-1.039
PLEKHB1	-0.3258
GRB7	-0.0806
ZFP37	-1.202
MRPL33	-0.59775
PELO	-0.47025
ARMC1	-0.286727272727273
C9orf27	0.05225
FLJ25778	0.4285
C9orf37	-0.758166666666667
TMEM66	1.62475
SPRN	0.394
HBEGF	-0.062375
PI4KA	-1.1295
LEPRE1	0.0265
POU2AF1	-5.067625
MRPL12	-0.374833333333333
REP15	0.518
ZC3H3	0.6305
RASAL1	-1.94775
DDAH1	2.115
ACBD5	0.189375
TMC2	-0.0935
CCDC137	-0.501
SAMD13	0.2615
UGT2B15	-2.60683333333333
TIPARP	0.84675
DNASE1L3	-1.53725
TRIM72	0.327333333333333
DBX2	0.4825
IPO8	-0.0245
C21orf88	-0.7891
MAP3K14	0.396
LOC51233	0.538166666666667
GGTLA4	-2.21725
PDE6D	0.14025
ZNF117	0.2585
CLK2	0.0315
NKRF	-1.12475
TNFSF15	0.0179
DUSP2	-0.540625
SECISBP2	0.1217
GABRR2	0.1225
PPAP2C	0.7555
LOC51145	0.1085
PAG1	-0.565875
PIK3C3	-0.372
GNG10	0.943
APOL4	-0.1395
ANKRD28	-0.26325
STMN3	-0.4468
RAB14	0.9321
CDK2AP2	0.40075
HDDC3	-0.60925
COMMD7	0.263125
CXXC1	-0.40125
HMCN1	0.2005
CD40	0.09925
DYNC1LI2	-0.0739375
GDI1	0.538
LOC646938	-0.61
VSNL1	-2.2815
PIH1D1	-0.305
RAET1G	-1.2355
KRTAP5-9	0.0195
EFTUD2	-0.58625
ZNF311	1.17533333333333
ATP6V1G3	-0.02775
OR2W3	-0.448
SCN4A	0.098
MED10	-0.46925
FAM135A	-0.695
ARHGAP4	-1.52375
EHMT2	-0.664625
UFD1L	-0.389
ERMP1	1.20375
MAG1	-0.0575
THAP8	0.5665
HACE1	-0.468333333333333
FAM82C	0.745833333333333
C3orf20	0.5635
UNC84A	0.041
SCD5	-0.459214285714286
LASS6	2.275
LSG1	0.00291666666666666
MAL	-5.65925
GPR22	0.115
WDR5B	0.8475
ACTRT1	-0.143
C17orf60	-0.179
GRIN2C	1.4836
ARMC8	-0.137333333333333
SLC47A1	-2.22216666666667
DMPK	0.6125
DHRS13	-1.20583333333333
SMC1A	-0.0815
KRTAP17-1	0.26975
SMYD5	-0.1915
TUSC2	0.4555
CRHR2	0.3245
KIR3DL2	0.586
CCDC104	0.0515
ATP2C1	0.893625
CROT	0.72525
PABPC3	-0.581333333333333
EGR1	0.281333333333333
THSD1	0.059
KHK	-1.2145
SLC12A2	1.1555
CD58	0.059
STOX2	-2.07633333333333
CCDC76	-0.6828
CCDC48	1.88125
DNAH1	0.3515
ZIC4	-0.133375
OR1G1	-0.551
PSMC6	-0.256
PROKR1	-0.0795
ABCB1	-2.38175
TRAT1	-3.03625
LLGL1	-0.0745
MTF1	0.9795
USP54	0.63875
PAGE2B	-2.5275
ITGB7	-3.9395
CCDC81	0.154
LOC149837	0.70675
SCUBE1	3.2
ZSCAN10	0.8355
HUWE1	-0.0218571428571428
CDH17	0.104
CD180	1.20025
IL17A	0.311
TMPO	-0.797125
KIAA1524	-0.900833333333333
HDGFRP3	0.64
OXCT1	-1.55145454545455
RRAS2	-0.0948333333333334
LTBP2	3.0604375
SV2B	0.112833333333333
CYP2A6	0.172125
PKD1L2	-1.8024
PPM1M	1.03425
FLJ22662	1.318
ZNF502	1.6255
GP6	-1.269
CRYBA2	-1.461
LEF1	0.6561
CTPS	-1.29628571428571
EYA1	-3.29566666666667
EPS8L1	1.35925
MAPK14	-0.3495
SERPINB2	-5.230125
GTF2F2	-0.292333333333333
ZNHIT4	-0.151
PLA1A	-0.639375
C20orf114	1.47825
HPR	-4.874
C18orf2	-3.8426
SATB2	-1.2515
KCNJ9	0.00775
MGC157906	0.522
MOCS3	-0.426
C17orf71	-0.580666666666667
PPHLN1	-0.0656
HIST1H2BN	-1.494875
RAPGEF1	-0.016875
MAP3K8	0.38025
DLG4	0.194166666666667
STC1	0.303833333333333
CDGAP	1.86875
DDX26B	-1.8025
LOC150223	-2.71475
CPSF3	-0.836333333333333
TMEM14A	0.28475
MYH3	-2.00175
GPKOW	-0.22
SULT1A1	-0.464333333333333
SPON1	4.0568
YY1AP1	0.597666666666667
RAB23	0.531
PLA2G4A	-4.70025
MAPRE3	0.102
ZNF516	0.502214285714286
GGPS1	1.119
EXOC3L2	-0.366
C19orf42	0.5479
MAP2K2	0.0221666666666667
HIST1H2BB	-1.5715
RNF19B	1.53283333333333
C6orf128	0.091
TLR8	2.83325
PCDHA9	-0.1515
CARS2	0.030625
CLUL1	3.4685
RHAG	-4.4025
UNK	0.3465
EXOC8	1.0611
C9orf95	0.92975
C14orf143	0.1265
MAML3	0.24
LDHA	-0.99075
MRPL20	-0.03475
KLHDC6	-0.283666666666667
ATP5S	-0.843166666666667
C8orf55	-0.5795
PHF19	-1.9295
KRTAP13-4	0.374
TTC5	0.0605
XKR5	-0.5705
SILV	-4.76666666666667
TEX28	0.1335
TCTN1	1.3785
CX40.1	0.056
PPP2R5C	-0.17175
C12orf30	-1.06416666666667
CAPG	2.429
MPZL1	0.99275
ARSB	-0.870666666666667
TDH	-2.29
WASF4	0.51525
TSSK3	-1.0195
7A5	1.9205
CRISPLD1	-0.5035
MAD1L1	-0.701
SPIN4	-0.0711666666666667
AMPD1	-1.6735
DPYSL5	-0.417
INPP1	-0.319833333333333
ANKRD11	-1.37588888888889
NPAS4	-0.188875
GCET2	-0.4628
RNASE9	-0.411
GUCY2D	0.688166666666667
CCDC98	0.614
FGF4	-0.4235
CPM	-1.481
SLC26A4	-1.26083333333333
PLD5	0.37875
FAM59A	0.5372
FBXO5	-1.485
SIPA1L1	0.364625
DPYS	-0.22225
ATG4D	-0.01925
TGM3	0.6245
MTCH1	-0.220375
HK1	0.25
CDC26	-0.039125
GALNT12	-3.48783333333333
LOC339229	0.0205
MRPL35	-0.55075
ORC4L	0.00912499999999997
TNKS	-0.0777142857142857
C2orf24	0.323
ZNF553	0.6605
GGTLA1	2.498
ZNF497	0.2955
CDY1B	0.630666666666667
SLC30A4	0.52075
TUB	-1.32525
ARHGEF18	0.477
ARRB1	0.11625
KCNK1	1.22875
EREG	-2.0866
SCAMP5	-1.51125
RUNDC3B	1.046
ADAMTS20	-0.995666666666667
IL17RB	0.282375
FLJ20323	-0.9305
MCAM	-0.5335
POLR3E	-1.95025
AQR	0.429333333333333
IPMK	0.2855
CDCA7	-4.761
CAMP	2.8215
GRHL3	1.133
ADAMTSL2	1.5555
CLMN	0.463666666666667
SSTR3	0.3895
MAGEA5	-2.69133333333333
OVOL2	3.683
JMJD1B	0.38275
RBL2	0.3204
PYGO2	1.129
PPP1R10	0.527166666666667
CSE1L	-0.914333333333333
LCA5	1.14825
RDH16	0.10525
ASRGL1	-1.207
TOM1	0.3775
PTX3	-7.18175
TTC15	0.43875
SCGB3A1	2.16833333333333
MRPL50	-1.18975
RCAN3	0.620625
SLC26A11	1.22825
STYX	-0.1205
CINP	-0.033
MARCH7	0.33725
PFKM	-1.235
SGMS1	0.729333333333333
RIOK3	-0.0547
C1orf110	0.5495
CES7	0.15675
LOC440248	-1.36075
PPP1R12C	-0.00675
C10orf27	1.521
ATG9A	-0.511
MRPS26	0.4505
TMEM40	1.20125
ELP3	0.3747
ZNF787	0.5802
HIAT1	0.513
C8orf34	1.002
MGC4655	0.4252
PELI1	1.0995
PPT1	0.4183
SLC35C2	-0.1275
C6orf125	-0.51
MUC4	-1.71116666666667
RFC4	-2.09657142857143
GNB2	0.849666666666667
NUP50	0.158428571428571
SULT4A1	-1.9385
C7	0.369375
CCDC130	0.1755
ARRDC4	0.37325
RQCD1	-0.51375
GLYCTK	-0.99475
AYTL2	-1.238
MTUS1	1.5973
LEMD3	0.0396666666666667
PLEKHF2	1.30875
HOXA7	2.151875
GTF3C2	-1.0565
DYNLRB2	2.09075
CNOT10	-0.446
MR1	0.633666666666667
FFAR1	-0.093
PRIC285	0.0915
SLITRK6	5.68525
LIX1	-2.6482
UBE1L2	-0.507083333333333
F8	0.80175
ACHE	0.202166666666667
KPNA5	-0.1955
TNFRSF12A	0.392166666666667
EGR3	2.5285
SERPIND1	-3.8175
OASL	1.38275
IFRD1	-1.5585
WDFY1	0.353
ZNF267	0.17475
ACCN5	0.263
ZBTB6	0.41925
PPP1R3A	0.1595
PRRT3	0.85925
FBXL19	-0.109
TXNIP	0.432285714285714
ACTN2	-2.07325
ATG9B	-0.57025
C9orf117	1.294875
IL27	0.381
RPL36AL	-0.180666666666667
KLK15	-0.1225
CHAD	1.881
RAP2B	-0.0447
HEBP2	1.186
ZNF342	0.8305
CAMK2G	-0.2375
TLR3	1.79175
FGF14	-0.29875
HMGB2	-0.84975
TRPM5	-0.152666666666667
OR5M11	0.16
KIF3B	0.393842105263158
PRICKLE2	1.3195
MTMR9	0.697625
C3orf27	-0.00874999999999999
GLRA3	2.6105
NSDHL	-0.157333333333333
TMEM32	-0.3415
POLR2D	-1.01458333333333
MYADML	-0.0145
C9orf114	-0.33275
MRGPRX1	0.038
TOPORS	0.44625
CLDN19	-0.35875
C1QL4	-0.1675
RNF165	-2.6065
DHRS9	-1.494
DNAH2	-0.7565
FXR1	-0.726833333333333
ZMYM3	-0.433
CASP3	0.7055
FAM120C	-0.654
SCLY	-1.56025
CA7	-0.344
ENTPD5	0.216
ZNF461	0.257875
PDIA5	-0.46625
C1orf19	-0.3265
TMEM67	0.393
KCTD20	-0.30225
WDR47	1.248
FLJ38723	-0.812
KLRF1	0.717833333333333
TAS2R16	1.0715
CLDN12	0.607
PRKCE	0.71275
UBXD4	-0.76975
ITGAM	3.15483333333333
GLT8D3	-0.250125
WDR31	1.1014
RGS2	0.23975
OR51L1	0.4435
MST1R	1.05525
KIAA1737	1.74925
OR4A5	0.367
GLIS1	-1.2845
PTMA	0.531857142857143
NAPA	1.47175
PRDM11	-0.05375
LIPF	0.2805
DIRAS3	2.96275
ASGR2	-4.31025
C1QTNF4	0.7155
PIK3R4	0.562166666666667
ARMC3	3.82825
NDUFV3	-0.47375
BTBD3	-0.671
PPP1R2	0.127583333333333
UBE2NL	-0.17225
FOSL2	1.18985714285714
FAM119A	-1.85316666666667
TUBA4A	-0.7129
KRTAP12-1	-0.10275
SFRS2	-0.2915
RHPN1	-0.223
EEF2	-0.1075
ZDHHC11	-0.963833333333333
EPHA3	-2.282
RBM12	-0.419
H2AFJ	1.05191666666667
EDIL3	4.2165
KIF26A	-2.41225
SERGEF	0.01525
B3GALT4	2.44125
LOC90925	-0.30775
OSCAR	1.168125
NPFF	-0.299625
DEDD	0.73875
TMEM155	-1.178875
PTPN1	0.92625
SCYL2	0.6405
SKAP1	2.6745
LEAP2	-2.5635
GADD45G	0.9499
IFITM3	1.37575
PILRB	-0.6645
SLU7	-0.188875
DSC3	0.94025
DNMT3L	-1.63325
PAPD5	-0.313625
B3GNT3	-1.64766666666667
LHCGR	-0.2485
MSL-1	0.0795
UBE2S	-1.6355
SAP130	-0.3515
ANAPC11	1.009
MAGED4B	-1.5705
ATP6V1B2	0.45
C14orf179	1.034
CAPZA1	0.880625
CDYL2	-0.888333333333333
GLRX3	-0.733833333333333
LOC136288	-0.641
MOBKL1A	-0.37875
HTR2B	3.63175
CRYGD	-0.274
NUS1	-0.511333333333333
PGRMC1	0.535
MYOM2	-1.7215
FLJ39653	-1.64733333333333
CHM	0.5883
OR5M8	0.136
ZNF619	0.046
FAM105A	-0.006
CCNL1	-0.634625
NAP1L3	0.24375
C10orf57	1.98466666666667
B3GALNT1	1.00916666666667
CSN1S2A	-0.2475
TCP10L	0.84025
GDAP2	0.92
DMKN	-2.54516666666667
COX6B1	0.014
DNASE2	1.10116666666667
MSH5	-2.0875
LGMN	-0.152875
USP31	-0.1718
OR13C8	0.626
SDCBP	0.1174
NUDT11	-1.86383333333333
PYGL	0.2715
SNPH	-0.145333333333333
B3GNT4	-0.6775
MIZF	-0.3708
NUBPL	-0.34225
NOD1	0.0878333333333333
CDH22	-0.01375
NUBP1	0.591333333333333
DSCAM	-4.04825
DGKI	0.7585
FAM136A	-1.02175
AKAP1	0.343166666666667
SLC16A6	1.89125
RIN3	0.63525
PSG2	0.18075
DIP2B	0.44025
PSORS1C1	1.6389
KIAA0495	-0.2325
FLJ90709	-0.327666666666667
LPA	-0.345
PIGA	-0.253333333333333
LY75	0.785
UTS2	-6.94116666666667
RREB1	0.437375
GALNACT-2	1.0106
MGC3196	-0.85875
FLJ31568	-1.1145
LPHN1	-0.0175
SP1	1.014625
TOX4	0.0628333333333333
HSPA9	-0.3345
APOBEC1	0.1945
SLC35E4	-1.22025
LSM5	-0.97725
SURF1	0.33925
ZBTB1	0.06175
GTF2F1	0.05375
RPS15A	-0.408214285714286
DUSP21	-1.00816666666667
GINS4	-3.241
MYO15A	-0.0575
GIMAP7	1.7735
MGC13379	0.484
ATP6V1E2	-0.704
UTP3	-0.1115
HNRPA3	-0.1739375
MT4	0.00800000000000001
C14orf155	0.284333333333333
U1SNRNPBP	0.38425
CKLF	-0.708666666666667
PLEKHN1	0.339333333333333
MBNL1	-0.443666666666667
NUP160	-1.09975
ACSM2A	-2.30475
LOC129881	1.743
KIAA1529	-0.2605
FLJ22639	-1.4605
HAND1	-1.6195
GSX1	0.1735
FGA	-4.778375
SERPINB1	-0.1915
ZNF642	0.923
IGFBP1	-8.617625
SLC1A1	5.054625
DHX57	-0.29
ZNF766	0.081
PTPN21	0.7636
GDPD3	-1.47983333333333
PNPLA5	-0.052
TBR1	-0.0253333333333333
FAM116A	-0.0395
IQGAP1	1.176125
FOS	1.17225
ZNF226	0.087125
FIGNL1	-0.816166666666667
C14orf1	0.883
ZMYND17	-0.6255
PUS7	-1.14266666666667
TUBB6	-0.616625
KCNQ2	-1.41075
MARCH6	-0.0665833333333333
CCDC33	0.3395
PRODH	-0.9915
RBM11	5.206
EPHA6	0.467875
SLC43A1	-0.37575
LOC196541	0.2615
NTN1	0.874833333333333
ING4	-0.18075
PCDHB10	0.232
DPH2	-0.893666666666666
SPACA4	0.293
FBXL21	-3.535
DIAPH1	0.0906666666666667
ZNF71	1.033
CEP76	-0.533
CORO1A	-0.81825
RRM2	-1.460625
EDG4	0.9885
OS9	0.45
SLC4A1AP	-0.2035
COG5	-0.0575
COPS8	0.11725
NGLY1	-0.88225
NCBP2	-0.2585
C17orf42	-0.504833333333333
GPSM3	0.532
SIL1	0.729
ASB6	-0.215
SMAD5OS	-0.407333333333333
UNC93A	-3.633
A1BG	0.266666666666667
C21orf62	0.62125
FMO5	-0.0680833333333333
ATRIP	0.760666666666667
CEBPG	-0.26
C7orf38	0.507666666666667
TNFRSF1B	0.0215
CLEC1A	0.758333333333333
IQSEC1	0.000625000000000014
PATZ1	0.6916
RBM22	0.808875
BAG2	-2.02833333333333
PAQR5	-1.17133333333333
C9orf127	0.9162
THNSL1	-0.654
SHROOM3	2.3155
JAM2	0.41425
SNRPN	-2.623
ALX4	0.1485
CACNA1S	1.337
FAM130A1	1.202
CORIN	3.751
CD300LB	0.892
PLEKHG6	0.8965
LRRC40	-0.5495
PCLKC	-1.60375
PCDHB16	-0.0836666666666667
WNT2B	0.156333333333333
ASNS	-2.43255555555556
MRPL49	0.14275
FLJ46111	0.119
ISG20	-0.40525
SMU1	0.159833333333333
CASZ1	1.113
POLR1D	-0.347818181818182
GIN1	-0.22275
SNAG1	0.0998333333333334
ANKRD29	-0.491
CDKN2AIP	-0.1565
KRR1	0.19675
CXCL1	-4.80566666666667
EPM2A	-0.0419
PC	0.719666666666667
DEFB127	-0.615
PDZRN4	0.6615
FAH	-0.0105
OR51E1	1.1885
CDC2L6	-0.120833333333333
DNTTIP1	-0.59125
PAX8	0.12525
TMEM116	0.1775
C1orf150	0.185
PRO2012	0.173
MRPL40	-0.394
BEX1	-4.07433333333333
SLC2A4	-1.6545
PKMYT1	-0.29225
FEZF2	0.152166666666667
SLC26A9	-2.237
MAP2	0.73425
LYL1	-1.31725
SLC25A19	-0.4075
NOS3	-0.8925
ZNF34	0.914666666666667
TMPRSS11F	-0.9675
FAM43A	-0.80675
FCRL4	0.794
KLF14	0.00699999999999999
FLRT2	-0.943666666666667
WRN	-1.51175
SDF2	0.3979
KRT8P12	-0.111
C6orf195	0.423
C9orf125	-1.77366666666667
DZIP3	-0.397875
RIT1	0.336916666666667
SCML1	-0.652166666666667
RHBDF2	0.902125
OR2G3	-0.137
REXO1L1	-0.87
MAP3K7IP3	-0.21225
C3orf57	-4.737
FBXW11	-0.469
ETAA1	-0.2665
C14orf131	-0.0635
AKT1S1	0.12125
SLC12A5	-1.74175
C9orf164	0.18675
NRIP3	1.5625
NOS1AP	1.213
TMEM121	0.93175
SAP30BP	0.5984
DGCR6	-0.15925
WDR76	-1.13775
FAM82B	-0.846916666666667
LOC606495	-0.044
MAP9	2.2225
BCDIN3D	0.538
CXorf36	2.64616666666667
DSCR3	0.087
ZFAND3	0.71875
C7orf43	0.384833333333333
SPSB3	0.5753
C19orf19	0.2975
FAM133A	-2.528125
C12orf25	-0.17025
SLC39A3	-0.161875
DISP2	-1.82425
PI4KAP2	-2.417
MKRN3	-3.1065
ADAMTS13	-0.586625
CBLN3	0.353
TTYH1	-1.747
C3orf18	2.10775
FLJ13236	0.3945
ZMYND12	3.18575
C18orf25	0.398
GLB1L3	-1.2675
ATP13A5	1.0865
RANBP10	-0.3415
CD96	-2.4814
DENND1C	-0.7575
RBMS3	0.2945
SLC41A3	-0.0601666666666667
DGCR6L	-0.19475
TMEM128	0.333333333333333
CSNK1G3	0.258642857142857
MOBKL2C	1.112875
TSPAN6	-0.66075
MATN2	-2.9849
MSL2L1	-0.159833333333333
ST6GALNAC2	0.5925
FGFBP2	-1.849
FGL1	-7.13966666666667
MPP3	0.875
ARHGEF6	1.048
TGFBR2	0.202875
ACMSD	4.817
IL33	-1.218
C9orf5	0.0310833333333333
DEAF1	0.3373
AMN	0.317
DEFA6	0.030625
RNF212	-0.62925
METT5D1	0.2355
CIB1	1.0582
TSSK1B	0.07875
KIAA1727	1.007
ZNF680	0.93175
LOC399900	-1.655
LOC152217	-0.610083333333333
CTNNAL1	-2.4665
CIT	-1.32316666666667
TLE6	1.65225
ZNF607	-1.044
HERC4	-0.905666666666667
DRAP1	-0.3675
PEMT	-0.7965
C10orf111	-1.1115
ZNF575	0.96225
KCTD7	-0.221
MYO1F	0.738125
LOC285382	1.31
RAB11A	0.9856
PLCD3	-0.13
C15orf28	-0.194
PTBP2	-0.48975
CTB-1048E9.5	-0.829875
C19orf60	-0.9215
C7orf25	0.706
SETD7	1.121125
HOXB9	-4.805
VANGL1	1.244375
CHAF1B	-1.44325
NDUFA3	0.05475
KIAA1328	-0.00616666666666667
SHARPIN	0.438125
TTC23	-0.1855
UGP2	0.10175
ANKIB1	0.1609
CIRBP	1.19857142857143
SEC14L4	-4.04383333333333
OVCH1	-0.0221666666666667
VPS52	0.3625
FAT	-0.1005
M6PRBP1	0.51225
GPRIN3	0.8695
PPM1F	-1.32083333333333
TSR1	-1.40225
CCDC85A	5.0465
PCSK5	1.82425
ZFHX3	-0.092
HEMK1	0.0595
PGBD2	0.26475
RSRC2	0.220833333333333
AURKC	-1.5235
SCRIB	-0.024125
ORM2	-4.16733333333333
FAM115A	-0.0195
FZD6	0.083625
UNC119	0.897166666666667
GPX3	-0.6713
NOV	-1.31025
CABC1	-1.117125
CDC42SE2	-0.1689375
EIF2S2	-0.805
RNF130	0.5
CKAP5	-0.577333333333333
RP11-413M3.2	0.129625
C10orf18	0.2031
TMEM93	-1.07575
DYX1C1	2.25875
KCNMB2	-2.415875
ANK3	1.4425
KRT5	-0.524
CDH12	-1.662125
QRSL1	-0.290875
JUB	0.08425
SHC4	-0.78225
CCL15	0.650833333333333
CCDC22	0.0815
SNX24	0.29875
RARS	-0.46325
MORC2	-0.042375
FAM48A	0.088
MT1H	-0.75
PPP1R14C	-1.38216666666667
FOXD1	-2.67142857142857
C1orf213	-2.41675
AMT	-1.8869
DSN1	-1.3385
PTPLAD2	2.96475
DIS3L	-0.281
RASL11A	0.19025
GPRC5B	-1.017
FRMD7	-0.1685
STRN4	0.29675
KITLG	2.69877272727273
HDGF	-0.158
OR1S1	0.1925
SETX	-0.1137
DDR2	0.9165
KCTD12	1.38425
LYZL2	-0.5435
WDR52	-0.058
TMEM2	1.06525
ZNF579	0.578
LOC200810	0.047
TNFSF9	-2.191875
PPFIA4	-2.06175
CNIH3	1.41133333333333
MAP4K4	-1.20492857142857
ROD1	1.312
ALS2CR12	0.538666666666667
DOCK3	-1.29183333333333
PAQR9	-4.9395
ASB17	0.1324
STX16	-1.264875
FEZ2	0.298166666666667
DLAT	-0.466833333333333
KIF21B	-1.97883333333333
CDC5L	-0.6965
TMEM119	2.2495
CRIP3	-1.769
TPSD1	0.576333333333333
TEPP	0.07075
GNGT2	0.90475
C21orf121	0.9355
WNK1	0.301166666666667
FLJ10490	0.5864
OR51B5	-2.3095
LOC203547	-0.714875
HAS1	-1.27
PPA1	-0.5895
ST7	0.24525
C11orf46	0.5577
POPDC3	-3.92783333333333
ACOX2	1.58666666666667
ATCAY	-0.648833333333333
TM4SF19	-0.63225
MFSD9	-0.315833333333333
PDHB	-0.0285
ERN1	0.1705
LCE3C	0.0975
GPR111	-0.0905
NOTCH3	1.86233333333333
ADAMTS5	1.83175
B3GALT1	-1.65575
UGCGL1	-0.5225
FAM58A	0.0283333333333333
FBXO32	1.51725
CLPP	-0.73
NXPH1	-1.08175
MTMR3	0.571833333333333
ATP1B3	-1.32425
TMEM16A	3.365625
HIST1H3F	-0.178333333333333
TRIM25	-0.457666666666667
SDCBP2	2.4365
CRKL	-1.297625
HOXB2	2.40116666666667
ANP32B	-0.844375
GATM	4.0395
AP4E1	-0.06525
EDG5	0.095875
CDKN3	-1.39166666666667
CDH4	-2.56975
PGD	-0.0523333333333333
RND1	0.8745
GAD1	-3.439
MPG	-0.122875
LOC440350	0.004
ZNF133	-0.34425
SERPINB12	-0.62
AMELY	-0.1845
DHX36	-0.72075
TNFAIP8L2	2.97583333333333
PHTF2	0.541
CCDC112	0.143166666666667
IQCC	-0.211
HEYL	2.96
FTSJ2	-0.587666666666667
APPL1	0.589125
RAB43	0.0207142857142857
OR10G2	-0.1605
WAC	0.216666666666667
ADCY9	0.682875
RUNDC2B	0.1725
PYCRL	0.1163
AGPAT7	-0.695
SLC22A9	-1.4235
CDKAL1	-0.6005
PDYN	-0.751
C20orf74	-0.3175
MTMR11	1.8215
VAV3	4.77125
DAPL1	3.91925
STXBP3	0.561
EIF3G	-0.36025
ARHGAP22	-1.0145
NPFFR1	0.295
NPC1	-0.142166666666667
ALDH9A1	0.983333333333333
ZNF600	0.13275
ZNF678	0.511666666666667
RASSF1	0.29575
ADD2	-3.30085714285714
PITPNB	-0.71925
PKD2L2	-0.00112500000000001
LRP11	-0.1245
CDKL1	-0.468
SMEK2	0.222
PRODH2	-3.63216666666667
C11orf54	-0.1545
SFRS11	-0.505
IL7	1.073
ALS2CR16	0.9095
BTG3	-1.10566666666667
PAK2	-0.182555555555556
RP11-679B17.1	-0.26325
GATA4	-2.01916666666667
ATP2B1	-0.2315
LOC130940	0.776
C1orf172	2.54
ATF7IP2	-0.60775
SLC25A43	-0.0466666666666667
CENTG3	0.190666666666667
IGF2BP1	-3.9105
FCHSD1	0.227
CAMK2N2	0.8165
ELAVL3	-0.2608
NBPF15	0.2935
UBE2J2	0.429333333333333
GNL2	-0.713
PRR3	-0.1533
NLF2	1.089
OR4F6	-0.087
KLHL24	0.107666666666667
CCDC88A	-1.9703
SGPP1	-0.104666666666667
C10orf11	-0.362833333333333
SLC35B4	-1.29433333333333
UGT3A2	-1.592
ARNT2	1.9183
CBR1	-0.6265
ITPR3	-0.5605
TRAPPC6B	-0.3081
AMZ1	3.008
ARP11	0.078
WDSUB1	-0.114
APBA1	0.2855
RAB2A	0.58
C6orf162	-0.40125
HPSE2	0.1575
PLCE1	0.279
INSL3	-0.16225
DLG1	0.4193
PTPLA	-0.98675
PIGX	-0.358875
TFIP11	-0.141166666666667
FIBIN	3.2985
POLR2G	-0.2545
GRAP2	-2.5069
DNAJB8	-0.27175
CNBP	0.351
WASF1	-0.73125
INPP5E	-0.8852
HSPB1	1.364625
TMEM167	-0.3269
CUBN	-0.15225
IGF1	0.5778125
ITPK1	0.4468
NAALAD2	-1.422625
G3BP1	0.5391
NT5DC1	1.13675
CYP39A1	-0.934
TMEM139	1.60741666666667
POLK	-0.00160000000000001
GLULD1	-1.3585
RBM15	-1.1345
AMZ2	0.324
GDF15	-3.08166666666667
MESDC2	-0.06325
INCA	-0.124666666666667
ACY1L2	-3.298
GZMM	-1.81266666666667
PAIP1	-0.09575
CACNA2D1	2.1095
STK32C	-0.463666666666667
SH3BP4	1.57516666666667
DEC1	0.438
PADI1	0.025
UBB	-0.1685
PON3	-3.03283333333333
PROP1	0.4505
ANKRD13B	0.1565
ADCK1	-0.29
TCF25	-0.06225
SLC38A5	-1.87475
CXorf26	0.301333333333333
C19orf39	0.033
PPP1R13B	0.4205
ARL2	-0.9845
TCL6	-0.0445
TOP3A	-1.29
SLC16A14	-1.893875
FXYD6	1.58383333333333
HIST1H4E	-0.9515
BBC3	0.848210526315789
UNC5A	0.0205
FAM86C	-0.061
PI4KB	0.870875
B3GAT1	-4.268
SUSD2	2.648
OAZ2	0.4645
NOC4L	-0.21675
C10orf12	-0.03425
FADS1	-2.129
LOC144097	-0.31325
DKK2	0.755166666666667
KIAA1949	0.42725
RHOT1	0.2151
OXT	1.65
GPR153	0.651
ARL4A	-0.220166666666667
SAAL1	-2.046
CCDC64	-0.327
USE1	-0.519166666666667
HNMT	0.8135
PCGF3	0.915375
CYP2C19	-0.00749999999999999
C20orf4	0.245
CCDC11	1.01225
ACSBG2	-0.41275
RWDD2A	0.1375
PALLD	2.783125
CPLX4	-0.047
LOC492311	1.16075
KPNA2	-0.456166666666667
MACROD1	-0.135
TMCO3	0.706166666666667
C15orf52	-0.732333333333333
BIRC5	-0.288533333333333
PRR16	-0.386666666666667
FAM63B	0.324375
KATNB1	-1.2045
WNT8B	0.0795
CPLX3	-0.11925
GHR	3.270375
CCDC124	-0.4855
BCLAF1	-0.519
GOLGA3	0.3103
CLEC4E	4.09416666666667
