Hybridization REF	TCGA-AO-A0JF-01A-11R-A056-07
GTF2E1	0.463
RY1	0.127833333333333
ATAD2B	-0.381625
ARHGAP17	-0.3803
KCNIP3	-1.08925
SFPQ	-0.44375
GFRA4	0.1965
AKR1B10	-2.111625
TIGD6	0.9585
RGS16	1.59625
URB1	-0.725
OR4C46	0.376666666666667
TOP3B	-0.773
NFATC4	0.513
CA14	-3.97575
BMPR1A	0.333833333333333
SNRP70	-0.997625
PRL	0.3478
C6orf130	-0.214
STAG2	0.23225
CD55	-1.29892857142857
RPS23	0.0201666666666666
SSX2	-1.49933333333333
FDPSL2A	-0.2165
FBXO27	0.38875
SYNGR3	-1.88133333333333
TMSL3	1.85
EML1	-0.325
NUP93	-1.04308333333333
SMAD3	-0.3207
KIAA1189	1.5095
HNRPUL2	0.6655
TBC1D12	0.883666666666667
C16orf24	0.821
MRVI1	2.01283333333333
ZNF581	-0.476333333333333
ELOVL3	-0.00749999999999999
OR51Q1	0.12525
CACNB3	0.364
GALNT13	0.1135
C10orf84	1.356125
NEDD4	-0.0937
SPO11	1.154
OR5AU1	0.337
NEK4	0.198642857142857
PRKAR2A	-0.570333333333333
IHPK1	-0.530166666666667
ATP6V0B	0.23275
CACNA1E	1.1655
CEACAM8	0.957
PEX14	-0.2365
FLJ12993	-0.7465
ZBTB38	0.305583333333333
PCTK2	1.31083333333333
LRRC16	0.2664
FBLIM1	1.23716666666667
FYCO1	1.371
RP5-1022P6.2	-0.30875
CMTM1	0.282333333333333
PLTP	0.914
RAPH1	0.873125
DOCK8	0.80625
EZH2	-2.01073333333333
SLC25A1	-1.1755
PLEKHB1	-0.761
GRB7	-0.1805
ZFP37	0.87725
MRPL33	-0.4295
PELO	-0.59875
ARMC1	-0.121
C9orf27	-0.1495
FLJ25778	-0.1215
C9orf37	-1.41583333333333
TMEM66	1.293
SPRN	-0.256375
HBEGF	0.18675
PI4KA	-0.8685
LEPRE1	0.065
POU2AF1	-4.30075
MRPL12	-1.124
REP15	-0.2805
ZC3H3	0.24325
RASAL1	-1.25275
DDAH1	1.106125
ACBD5	0.267125
TMC2	0.353
CCDC137	-1.547
SAMD13	-0.590666666666667
UGT2B15	-0.605333333333333
TIPARP	0.23075
DNASE1L3	3.3295
TRIM72	0.207
DBX2	2.13825
IPO8	0.10825
C21orf88	-1.9606
MAP3K14	0.0385
LOC51233	0.031
GGTLA4	-1.271
PDE6D	0.4205
ZNF117	0.036
CLK2	-1.079
NKRF	-1.30425
TNFSF15	-0.3026
DUSP2	-0.828625
SECISBP2	-0.3698
GABRR2	-0.6465
PPAP2C	1.86825
LOC51145	-0.393166666666667
PAG1	0.374625
PIK3C3	-0.05425
GNG10	0.547
APOL4	1.2228
ANKRD28	-0.37025
STMN3	-1.251
RAB14	1.0511
CDK2AP2	-0.29
HDDC3	-0.113375
COMMD7	0.506375
CXXC1	-0.27225
HMCN1	0.763833333333333
CD40	1.1415
DYNC1LI2	0.085625
GDI1	-0.26875
LOC646938	-0.3055
VSNL1	-1.99566666666667
PIH1D1	-0.4575
RAET1G	0.731
KRTAP5-9	-0.08
EFTUD2	-0.65125
ZNF311	0.592333333333333
ATP6V1G3	1.1065
OR2W3	0.51125
SCN4A	0.86275
MED10	-0.734875
FAM135A	-0.1585
ARHGAP4	-1.162
EHMT2	-1.284125
UFD1L	-0.23725
ERMP1	0.33325
MAG1	-0.878
THAP8	0.114833333333333
HACE1	-0.627666666666667
FAM82C	0.481833333333333
C3orf20	-0.5325
UNC84A	-0.755333333333334
SCD5	-0.110153846153846
LASS6	2.097875
LSG1	-0.252666666666667
MAL	-5.5265
GPR22	-0.634
WDR5B	1.4095
ACTRT1	0.2975
C17orf60	0.678333333333333
GRIN2C	0.2935
ARMC8	-0.442666666666667
SLC47A1	-3.08466666666667
DMPK	-0.1835
DHRS13	-0.927333333333333
SMC1A	-0.888
KRTAP17-1	-0.227
SMYD5	-0.73175
TUSC2	0.19325
CRHR2	0.476
KIR3DL2	0.84
CCDC104	0.57025
ATP2C1	0.704875
CROT	1.66775
PABPC3	-0.8085
EGR1	1.228
THSD1	1.46925
KHK	-1.66875
SLC12A2	1.3316875
CD58	-0.253
STOX2	-0.397833333333333
CCDC76	-0.7088
CCDC48	4.472
DNAH1	-0.112166666666667
ZIC4	-0.905
OR1G1	0.175
PSMC6	-0.125666666666667
PROKR1	0.0795
ABCB1	0.3675
TRAT1	0.1675
LLGL1	0.302
MTF1	0.7575
USP54	0.424875
PAGE2B	-2.382
ITGB7	-3.88825
CCDC81	-0.6905
LOC149837	0.644
SCUBE1	0.0865
ZSCAN10	0.922
HUWE1	-0.187214285714286
CDH17	1.2235
CD180	0.85475
IL17A	0.11525
TMPO	-1.403125
KIAA1524	-1.9355
HDGFRP3	0.197833333333333
OXCT1	-0.624818181818182
RRAS2	-0.784333333333334
LTBP2	2.946125
SV2B	3.23533333333333
CYP2A6	1.0655
PKD1L2	-0.7275
PPM1M	1.16825
FLJ22662	1.96816666666667
ZNF502	1.99725
GP6	-1.054
CRYBA2	-1.7125
LEF1	0.2519
CTPS	-2.77571428571429
EYA1	-2.99966666666667
EPS8L1	1.24525
MAPK14	-0.45775
SERPINB2	-4.917375
GTF2F2	-0.228
ZNHIT4	-0.2745
PLA1A	0.7525
C20orf114	1.5975
HPR	-3.0545
C18orf2	-2.9375
SATB2	-1.2715
KCNJ9	-0.122625
MGC157906	0.7225
MOCS3	-0.20975
C17orf71	-0.479333333333333
PPHLN1	0.0798
HIST1H2BN	-1.23375
RAPGEF1	-0.21875
MAP3K8	0.2795
DLG4	0.307333333333333
STC1	-0.735166666666667
CDGAP	2.643
DDX26B	-1.63625
LOC150223	-2.268
CPSF3	-0.962333333333333
TMEM14A	0.45175
MYH3	-2.6085
GPKOW	-0.1645
SULT1A1	-0.179666666666667
SPON1	5.1924
YY1AP1	0.00416666666666666
RAB23	0.7005
PLA2G4A	-3.03875
MAPRE3	-0.183
ZNF516	0.551428571428571
GGPS1	1.1805
EXOC3L2	-0.39925
C19orf42	0.9336
MAP2K2	-0.375833333333333
HIST1H2BB	-0.2665
RNF19B	1.17816666666667
C6orf128	0.132
TLR8	3.9945
PCDHA9	-0.2305
CARS2	0.24975
CLUL1	3.56316666666667
RHAG	-4.44666666666667
UNK	-0.634
EXOC8	0.7151
C9orf95	1.181
C14orf143	0.690166666666667
MAML3	-0.030625
LDHA	-1.40275
MRPL20	0.413
KLHDC6	0.3755
ATP5S	0.203333333333333
C8orf55	-0.6945
PHF19	-2.531625
KRTAP13-4	0.4405
TTC5	0.049
XKR5	-0.264
SILV	-5.0195
TEX28	0.1885
TCTN1	1.1375
CX40.1	-0.281
PPP2R5C	0.037875
C12orf30	-2.02116666666667
CAPG	1.8345
MPZL1	1.17795
ARSB	-0.903833333333333
TDH	-2.24125
WASF4	0.426
TSSK3	-0.892833333333333
7A5	0.624
CRISPLD1	1.231375
MAD1L1	-0.972
SPIN4	-0.4455
AMPD1	-2.13433333333333
DPYSL5	0.169
INPP1	0.674
ANKRD11	-1.38933333333333
NPAS4	-0.376
GCET2	0.6033
RNASE9	0.5275
GUCY2D	0.312666666666667
CCDC98	1.1755
FGF4	-0.485375
CPM	0.391166666666667
SLC26A4	-2.11066666666667
PLD5	-0.379
FAM59A	1.0428
FBXO5	-1.88166666666667
SIPA1L1	-0.558375
DPYS	0.50575
ATG4D	-0.79375
TGM3	-0.571
MTCH1	-0.28525
HK1	0.144076923076923
CDC26	0.12375
GALNT12	-1.66066666666667
LOC339229	-0.60525
MRPL35	-0.04625
ORC4L	0.098
TNKS	-0.189357142857143
C2orf24	0.241
ZNF553	-0.0771666666666666
GGTLA1	3.1113
ZNF497	-0.08825
CDY1B	-0.054
SLC30A4	0.24825
TUB	-0.889375
ARHGEF18	-0.36175
ARRB1	0.29025
KCNK1	-2.21775
EREG	-3.49488888888889
SCAMP5	-0.8405
RUNDC3B	2.97175
ADAMTS20	0.59575
IL17RB	-1.05575
FLJ20323	-0.693
MCAM	0.93675
POLR3E	-2.317
AQR	0.348166666666667
IPMK	0.1005
CDCA7	-4.855125
CAMP	2.12375
GRHL3	1.18975
ADAMTSL2	1.66016666666667
CLMN	2.44816666666667
SSTR3	0.591
MAGEA5	-2.78433333333333
OVOL2	3.5055
JMJD1B	0.05225
RBL2	0.5221
PYGO2	0.95875
PPP1R10	0.149666666666667
CSE1L	-1.23883333333333
LCA5	1.28375
RDH16	-0.1655
ASRGL1	-1.748875
TOM1	0.875166666666667
PTX3	-4.586
TTC15	0.23225
SCGB3A1	2.07666666666667
MRPL50	-0.383
RCAN3	0.582125
SLC26A11	0.2875
STYX	0.315833333333333
CINP	-0.34
MARCH7	0.5625
PFKM	-1.60716666666667
SGMS1	1.304
RIOK3	-0.0863
C1orf110	0.578
CES7	0.189875
LOC440248	-2.323
PPP1R12C	-0.369
C10orf27	0.4325
ATG9A	-0.899
MRPS26	0.124625
TMEM40	-0.98525
ELP3	-0.2537
ZNF787	-0.0253
HIAT1	0.647
C8orf34	4.377
MGC4655	0.4112
PELI1	0.746
PPT1	1.1063
SLC35C2	-0.585333333333333
C6orf125	-0.4225
MUC4	-1.94883333333333
RFC4	-2.52228571428571
GNB2	0.155
NUP50	-0.287
SULT4A1	-2.114
C7	5.37525
CCDC130	-0.417333333333333
ARRDC4	1.1295
RQCD1	-0.52525
GLYCTK	-0.813
AYTL2	-1.318
MTUS1	1.3912
LEMD3	0.457
PLEKHF2	1.78025
HOXA7	0.473
GTF3C2	-1.693
DYNLRB2	3.65125
CNOT10	-0.4625
MR1	0.773166666666667
FFAR1	0.331
PRIC285	-0.2965
SLITRK6	-0.642
LIX1	-1.4558
UBE1L2	-1.02125
F8	1.92225
ACHE	0.328
KPNA5	0.2065
TNFRSF12A	-1.2585
EGR3	0.832
SERPIND1	-3.852
OASL	1.2625
IFRD1	-2.20975
WDFY1	0.4165
ZNF267	0.3515
ACCN5	0.0845
ZBTB6	0.4625
PPP1R3A	0.156
PRRT3	0.15425
FBXL19	-1.0205
TXNIP	1.63592857142857
ACTN2	-1.6185
ATG9B	-0.8905
C9orf117	0.617
IL27	0.669
RPL36AL	0.057
KLK15	-0.145
CHAD	2.2995
RAP2B	0.0804
HEBP2	1.47825
ZNF342	1.183
CAMK2G	-0.368166666666667
TLR3	2.67475
FGF14	1.9565
HMGB2	-1.50475
TRPM5	-0.269
OR5M11	-0.5545
KIF3B	0.0443157894736842
PRICKLE2	1.44
MTMR9	0.634625
C3orf27	-0.70125
GLRA3	-2.2782
NSDHL	-0.453
TMEM32	0.0455
POLR2D	-1.40558333333333
MYADML	0.001
C9orf114	-0.783
MRGPRX1	0.637
TOPORS	0.798
CLDN19	-2.0495
C1QL4	0.0415
RNF165	-0.938
DHRS9	1.56225
DNAH2	-0.433833333333333
FXR1	-0.374833333333333
ZMYM3	-0.9
CASP3	0.209666666666667
FAM120C	-0.687375
SCLY	-1.64925
CA7	-0.324
ENTPD5	0.949166666666667
ZNF461	0.272375
PDIA5	0.06675
C1orf19	0.1705
TMEM67	0.0145
KCTD20	-0.2775
WDR47	1.1795
FLJ38723	-0.1675
KLRF1	1.27583333333333
TAS2R16	0.7165
CLDN12	0.465
PRKCE	-0.1315
UBXD4	-0.8035
ITGAM	3.4815
GLT8D3	-0.083875
WDR31	0.8611
RGS2	0.1935
OR51L1	0.3705
MST1R	0.5795
KIAA1737	1.50875
OR4A5	0.681
GLIS1	-1.6565
PTMA	0.299571428571429
NAPA	1.2855
PRDM11	-0.3935
LIPF	-0.00700000000000001
DIRAS3	2.4155
ASGR2	-4.4505
C1QTNF4	0.3485
PIK3R4	0.214833333333333
ARMC3	2.76125
NDUFV3	-0.731916666666667
BTBD3	-0.3085
PPP1R2	0.816
UBE2NL	0.01325
FOSL2	0.939285714285714
FAM119A	-1.4685
TUBA4A	-0.8469
KRTAP12-1	0.1795
SFRS2	-0.84925
RHPN1	-0.5442
EEF2	-0.071
ZDHHC11	-0.713833333333333
EPHA3	0.3859
RBM12	-0.43
H2AFJ	0.786833333333333
EDIL3	5.0235
KIF26A	-0.373
SERGEF	-0.303
B3GALT4	2.722
LOC90925	-0.223666666666667
OSCAR	0.341875
NPFF	-0.850875
DEDD	0.666125
TMEM155	-0.232285714285714
PTPN1	-0.28425
SCYL2	0.3015
SKAP1	3.00275
LEAP2	-2.98916666666667
GADD45G	1.4133
IFITM3	0.953
PILRB	-2.05
SLU7	0.0179375
DSC3	-1.16
DNMT3L	-1.4965
PAPD5	0.00650000000000001
B3GNT3	-1.54266666666667
LHCGR	0.398
MSL-1	-0.391
UBE2S	-2.565625
SAP130	-0.6715
ANAPC11	0.35425
MAGED4B	-2.227
ATP6V1B2	0.8135
C14orf179	1.232125
CAPZA1	0.62875
CDYL2	0.0133333333333333
GLRX3	-0.685166666666667
LOC136288	-0.87725
MOBKL1A	0.15425
HTR2B	5.0075
CRYGD	0.142666666666667
NUS1	-0.436
PGRMC1	0.6845
MYOM2	0.60325
FLJ39653	-2.23
CHM	0.5224
OR5M8	0.4075
ZNF619	0.4035
FAM105A	1.56375
CCNL1	-1.389375
NAP1L3	1.1435
C10orf57	2.04583333333333
B3GALNT1	1.07733333333333
CSN1S2A	0.3555
TCP10L	-0.125
GDAP2	0.2485
DMKN	-2.18933333333333
COX6B1	-0.0925
DNASE2	0.714
MSH5	-2.65875
LGMN	0.2585
USP31	-0.9899
OR13C8	0.3905
SDCBP	0.7251
NUDT11	-1.24116666666667
PYGL	-0.597666666666667
SNPH	0.34
B3GNT4	-1.109
MIZF	-0.9482
NUBPL	0.239875
NOD1	0.107666666666667
CDH22	0.51975
NUBP1	0.271333333333333
DSCAM	-3.45
DGKI	1.0615
FAM136A	-1.27225
AKAP1	-0.267
SLC16A6	-0.82175
RIN3	0.87775
PSG2	-0.2525
DIP2B	0.699666666666667
PSORS1C1	0.6537
KIAA0495	-0.317
FLJ90709	-0.0748333333333333
LPA	-0.333666666666667
PIGA	-0.564333333333333
LY75	2.284
UTS2	-6.27866666666667
RREB1	0.1475
GALNACT-2	1.0258
MGC3196	-0.88475
FLJ31568	-0.802
LPHN1	-0.4015
SP1	0.82325
TOX4	0.6955
HSPA9	-0.3111
APOBEC1	0.457
SLC35E4	-1.33225
LSM5	-0.92375
SURF1	0.3995
ZBTB1	1.14075
GTF2F1	-0.361625
RPS15A	-0.126357142857143
DUSP21	-0.3335
GINS4	-3.71916666666667
MYO15A	-0.228333333333333
GIMAP7	4.54225
MGC13379	0.62775
ATP6V1E2	-0.756
UTP3	0.2025
HNRPA3	-0.5925
MT4	-0.088
C14orf155	0.25275
U1SNRNPBP	0.34325
CKLF	-0.413333333333333
PLEKHN1	-0.966666666666667
MBNL1	0.642916666666667
NUP160	-1.49425
ACSM2A	-1.677
LOC129881	0.54075
KIAA1529	-0.946
FLJ22639	-2.54825
HAND1	-1.514
GSX1	-0.1775
FGA	-4.44078571428571
SERPINB1	1.02275
ZNF642	0.77375
IGFBP1	-8.6105
SLC1A1	5.039125
DHX57	-0.42075
ZNF766	0.7965
PTPN21	-0.0437
GDPD3	-1.65516666666667
PNPLA5	0.186
TBR1	0.355833333333333
FAM116A	-0.22175
IQGAP1	0.907
FOS	2.164875
ZNF226	0.836
FIGNL1	-0.996666666666667
C14orf1	0.158833333333333
ZMYND17	-1.241
PUS7	-1.74016666666667
TUBB6	-0.37
KCNQ2	-1.58575
MARCH6	-0.306
CCDC33	-0.059
PRODH	0.39125
RBM11	1.95
EPHA6	0.100125
SLC43A1	-0.0435
LOC196541	0.894375
NTN1	1.14058333333333
ING4	0.53825
PCDHB10	1.26475
DPH2	-1.03483333333333
SPACA4	-0.306333333333333
FBXL21	-3.8125
DIAPH1	-0.641
ZNF71	0.830833333333333
CEP76	-0.498
CORO1A	-0.08025
RRM2	-2.6425
EDG4	0.44725
OS9	0.408333333333333
SLC4A1AP	-0.597
COG5	-0.00125
COPS8	0.058
NGLY1	-0.28475
NCBP2	-0.35125
C17orf42	0.129666666666667
GPSM3	0.5695
SIL1	1.283
ASB6	-0.512
SMAD5OS	0.407166666666667
UNC93A	-3.736125
A1BG	0.0265
C21orf62	0.698333333333333
FMO5	1.2135
ATRIP	-0.1745
CEBPG	-0.184833333333333
C7orf38	0.440333333333333
TNFRSF1B	1.47183333333333
CLEC1A	3.04333333333333
IQSEC1	0.1585
PATZ1	1.2076
RBM22	0.776
BAG2	-1.6435
PAQR5	-1.76616666666667
C9orf127	0.2606
THNSL1	0.117
SHROOM3	2.002
JAM2	2.635
SNRPN	-1.9915
ALX4	0.306
CACNA1S	1.001
FAM130A1	0.86375
CORIN	2.897
CD300LB	0.887
PLEKHG6	1.174
LRRC40	-0.3355
PCLKC	-1.69375
PCDHB16	0.284833333333333
WNT2B	2.22883333333333
ASNS	-3.29811111111111
MRPL49	0.169375
FLJ46111	-0.52675
ISG20	-0.735
SMU1	0.104833333333333
CASZ1	0.802
POLR1D	0.046
GIN1	0.0855
SNAG1	0.809833333333333
ANKRD29	-0.423
CDKN2AIP	0.2305
KRR1	0.05325
CXCL1	-4.48916666666667
EPM2A	0.3548
PC	0.0455
DEFB127	0.4975
PDZRN4	3.253
FAH	0.71
OR51E1	3.2175
CDC2L6	-0.280333333333333
DNTTIP1	-0.6
PAX8	-0.546
TMEM116	0.48475
C1orf150	0.24
PRO2012	0.21475
MRPL40	-0.274333333333333
BEX1	-2.4543
SLC2A4	0.467
PKMYT1	-2.57425
FEZF2	-0.140166666666667
SLC26A9	-1.681
MAP2	0.149272727272727
LYL1	-0.60825
SLC25A19	-1.1275
NOS3	0.595
ZNF34	0.6725
TMPRSS11F	-1.00925
FAM43A	0.76225
FCRL4	-0.175666666666667
KLF14	0.02175
FLRT2	1.63216666666667
WRN	-1.1135
SDF2	0.9767
KRT8P12	-0.86475
C6orf195	0.28
C9orf125	-0.650333333333333
DZIP3	0.18375
RIT1	0.409166666666667
SCML1	-1.87233333333333
RHBDF2	-1.18425
OR2G3	-0.6755
REXO1L1	-0.516
MAP3K7IP3	0.069875
C3orf57	-6.40975
FBXW11	-0.336
ETAA1	-0.51625
C14orf131	-0.7158
AKT1S1	-0.502
SLC12A5	-0.780625
C9orf164	0.8095
NRIP3	2.549375
NOS1AP	-1.38725
TMEM121	1.39075
SAP30BP	-0.3261
DGCR6	0.57525
WDR76	-1.91225
FAM82B	-0.181583333333333
LOC606495	-0.595
MAP9	0.164666666666667
BCDIN3D	1.222
CXorf36	4.5065
DSCR3	-0.2563
ZFAND3	0.363125
C7orf43	-0.0908333333333333
SPSB3	0.435
C19orf19	0.35575
FAM133A	-1.70425
C12orf25	0.137
SLC39A3	-0.398875
DISP2	-0.36825
PI4KAP2	-2.106
MKRN3	-2.49166666666667
ADAMTS13	-1.29425
CBLN3	0.3307
TTYH1	-2.02866666666667
C3orf18	1.23125
FLJ13236	0.3715
ZMYND12	3.73275
C18orf25	0.147875
GLB1L3	-0.866
ATP13A5	1.2095
RANBP10	-0.332
CD96	-0.2889
DENND1C	-0.4075
RBMS3	2.0085
SLC41A3	0.463833333333333
DGCR6L	0.785
TMEM128	0.98
CSNK1G3	0.3705
MOBKL2C	1.090875
TSPAN6	-0.934375
MATN2	-0.2491
MSL2L1	0.1635
ST6GALNAC2	0.533166666666667
FGFBP2	2.224
FGL1	-7.45416666666667
MPP3	-1.02033333333333
ARHGEF6	1.45166666666667
TGFBR2	1.5
ACMSD	2.32875
IL33	5.40525
C9orf5	0.385916666666667
DEAF1	-0.1324
AMN	0.2065
DEFA6	0.346
RNF212	-0.7985
METT5D1	0.463
CIB1	0.6468
TSSK1B	-0.95875
KIAA1727	0.806
ZNF680	0.819416666666667
LOC399900	-2.7225
LOC152217	-0.451916666666667
CTNNAL1	-2.54
CIT	-2.66691666666667
TLE6	0.357
ZNF607	-1.13825
HERC4	-0.827833333333333
DRAP1	-0.6426
PEMT	-0.128
C10orf111	-0.226
ZNF575	1.11975
KCTD7	-0.09325
MYO1F	0.611125
LOC285382	1.57925
RAB11A	1.0058
PLCD3	-0.72875
C15orf28	-0.73425
PTBP2	-0.48725
CTB-1048E9.5	0.065
C19orf60	-0.166
C7orf25	0.0726666666666666
SETD7	1.280125
HOXB9	-3.661
VANGL1	0.29175
CHAF1B	-2.773
NDUFA3	0.2175
KIAA1328	0.328333333333333
SHARPIN	-0.112375
TTC23	-0.453571428571429
UGP2	0.590416666666667
ANKIB1	0.2278
CIRBP	1.842
SEC14L4	-3.45066666666667
OVCH1	-0.782666666666667
VPS52	0.018
FAT	-0.737375
M6PRBP1	-0.13775
GPRIN3	1.2055
PPM1F	-0.552
TSR1	-0.9605
CCDC85A	3.38775
PCSK5	3.081
ZFHX3	-0.00899999999999999
HEMK1	-0.7046
PGBD2	0.27475
RSRC2	-0.254166666666667
AURKC	-1.90266666666667
SCRIB	-0.849875
ORM2	-4.50816666666667
FAM115A	0.0903
FZD6	-0.229375
UNC119	-0.103333333333333
GPX3	0.7888
NOV	1.519625
CABC1	-0.55125
CDC42SE2	0.367375
EIF2S2	-1.0104
RNF130	1.238875
CKAP5	-1.253
RP11-413M3.2	0.407
C10orf18	0.00610000000000001
TMEM93	-0.6005
DYX1C1	1.944
KCNMB2	-1.812875
ANK3	1.04541666666667
KRT5	-3.2662
CDH12	-1.225
QRSL1	-0.266875
JUB	-0.86325
SHC4	-2.84225
CCL15	2.17816666666667
CCDC22	0.0345
SNX24	-0.474
RARS	-0.26875
MORC2	-0.63175
FAM48A	-0.46025
MT1H	-1.418
PPP1R14C	-4.09216666666667
FOXD1	-2.99192857142857
C1orf213	-1.982
AMT	-0.5697
DSN1	-1.73075
PTPLAD2	4.94925
DIS3L	-0.5265
RASL11A	1.987
GPRC5B	0.2395
FRMD7	0.8525
STRN4	-0.42925
KITLG	2.94345454545455
HDGF	-0.5525
OR1S1	-0.1235
SETX	-0.3942
DDR2	1.75025
KCTD12	3.203
LYZL2	-1.2085
WDR52	0.614
TMEM2	0.552875
ZNF579	0.38
LOC200810	0.05425
TNFSF9	-2.1485
PPFIA4	-4.5805
CNIH3	0.442833333333333
MAP4K4	-0.614642857142857
ROD1	-0.277642857142857
ALS2CR12	-0.5735
DOCK3	-1.27383333333333
PAQR9	-4.68025
ASB17	0.279833333333333
STX16	-1.758625
FEZ2	0.756833333333333
DLAT	-0.841666666666667
KIF21B	-1.42133333333333
CDC5L	-0.49375
TMEM119	2.52083333333333
CRIP3	-2.53975
TPSD1	0.6555
TEPP	0.19375
GNGT2	1.48025
C21orf121	-0.31425
WNK1	-0.2325
FLJ10490	0.1421
OR51B5	-2.6715
LOC203547	-0.3915
HAS1	2.221
PPA1	-0.169333333333333
ST7	0.207625
C11orf46	1.0332
POPDC3	-3.835
ACOX2	3.102
ATCAY	-0.764666666666667
TM4SF19	-0.4345
MFSD9	-0.73
PDHB	0.65475
ERN1	-0.55425
LCE3C	-0.251
GPR111	0.704
NOTCH3	1.79033333333333
ADAMTS5	4.19575
B3GALT1	-1.64375
UGCGL1	-0.722166666666667
FAM58A	0.404
FBXO32	0.94075
CLPP	-0.474
NXPH1	2.25225
MTMR3	1.28983333333333
ATP1B3	-0.708625
TMEM16A	3.852
HIST1H3F	-0.4125
TRIM25	-0.266166666666667
SDCBP2	0.624
CRKL	-0.577625
HOXB2	2.17616666666667
ANP32B	-0.98825
GATM	4.322
AP4E1	-0.3155
EDG5	0.345625
CDKN3	-2.65266666666667
CDH4	-3.276
PGD	-0.563333333333333
RND1	0.8695
GAD1	-3.424625
MPG	0.0375
LOC440350	-1.3255
ZNF133	-0.357
SERPINB12	-0.24
AMELY	0.23725
DHX36	-0.8905
TNFAIP8L2	3.417
PHTF2	-0.289722222222222
CCDC112	-0.816833333333333
IQCC	-0.796
HEYL	3.69233333333333
FTSJ2	-0.8475
APPL1	0.888625
RAB43	0.383428571428571
OR10G2	-0.0165
WAC	0.178
ADCY9	-0.47625
RUNDC2B	0.165333333333333
PYCRL	-0.684
AGPAT7	-0.786166666666667
SLC22A9	-2.3914
CDKAL1	-0.282
PDYN	-1.124
C20orf74	1.096
MTMR11	1.236
VAV3	4.3495
DAPL1	-0.33325
STXBP3	0.703
EIF3G	-0.29575
ARHGAP22	-1.572
NPFFR1	-0.0155
NPC1	-0.781166666666667
ALDH9A1	1.49616666666667
ZNF600	0.2225
ZNF678	0.469
RASSF1	-0.0530833333333333
ADD2	-2.965
PITPNB	0.00637500000000001
PKD2L2	0.13675
LRP11	-0.426
CDKL1	0.604
SMEK2	0.547
PRODH2	-3.6685
C11orf54	0.328333333333333
SFRS11	-0.909
IL7	1.21783333333333
ALS2CR16	1.0885
BTG3	-1.83316666666667
PAK2	-0.344166666666667
RP11-679B17.1	0.49075
GATA4	-2.12766666666667
ATP2B1	-0.49675
LOC130940	1.1245
C1orf172	2.08783333333333
ATF7IP2	-2.28775
SLC25A43	-0.669666666666667
CENTG3	-0.439166666666667
IGF2BP1	-4.5937
FCHSD1	-0.047
CAMK2N2	0.914166666666667
ELAVL3	-0.420555555555556
NBPF15	-0.579833333333333
UBE2J2	0.259818181818182
GNL2	-1.076
PRR3	-0.5448
NLF2	0.8055
OR4F6	0.127
KLHL24	1.09916666666667
CCDC88A	-1.2232
SGPP1	1.24966666666667
C10orf11	1.1625
SLC35B4	-1.171
UGT3A2	-1.914
ARNT2	2.4857
CBR1	-1.38675
ITPR3	-1.2875
TRAPPC6B	-0.366
AMZ1	-1.741
ARP11	1.45425
WDSUB1	1.02325
APBA1	0.235
RAB2A	0.8622
C6orf162	0.269375
HPSE2	-0.39
PLCE1	1.81475
INSL3	1.0215
DLG1	-0.0576
PTPLA	-3.22725
PIGX	0.350125
TFIP11	0.568166666666667
FIBIN	3.557
POLR2G	-0.188
GRAP2	-1.0191
DNAJB8	-0.445
CNBP	0.397833333333333
WASF1	-2.095
INPP5E	-1.2304
HSPB1	-0.7976875
TMEM167	0.0033
CUBN	0.8965
IGF1	5.0865625
ITPK1	0.0941
NAALAD2	-0.832875
G3BP1	0.0785
NT5DC1	0.2195
CYP39A1	0.696
TMEM139	-0.428583333333333
POLK	0.2064
GLULD1	-2.1985
RBM15	-1.199
AMZ2	0.086
GDF15	-3.6885
MESDC2	-0.10925
INCA	0.418166666666667
ACY1L2	-2.5675
GZMM	0.150333333333333
PAIP1	0.25
CACNA2D1	0.17775
STK32C	-0.0571666666666667
SH3BP4	1.46016666666667
DEC1	-0.734
PADI1	0.4425
UBB	0.4696
PON3	4.7755
PROP1	0.423
ANKRD13B	-0.8855
ADCK1	0.02825
TCF25	-0.41375
SLC38A5	-2.59925
CXorf26	-0.0308333333333333
C19orf39	0.16025
PPP1R13B	0.39275
ARL2	-0.516
TCL6	0.108727272727273
TOP3A	-0.9735
SLC16A14	0.70925
FXYD6	1.33016666666667
HIST1H4E	-0.836
BBC3	0.137368421052632
UNC5A	0.489833333333333
FAM86C	-0.5911
PI4KB	0.71825
B3GAT1	-3.9475
SUSD2	1.28733333333333
OAZ2	0.00366666666666667
NOC4L	-0.8755
C10orf12	-0.71775
FADS1	-2.67966666666667
LOC144097	-0.9875
DKK2	3.8475
KIAA1949	0.03375
RHOT1	0.4734
OXT	1.403
GPR153	0.729
ARL4A	-0.910666666666667
SAAL1	-1.73275
CCDC64	-0.8405
USE1	-0.3715
HNMT	2.0595
PCGF3	0.15375
CYP2C19	0.628
C20orf4	0.171
CCDC11	1.21125
ACSBG2	-0.23675
RWDD2A	0.88225
PALLD	3.06075
CPLX4	0.4975
LOC492311	1.74625
KPNA2	-2.03533333333333
MACROD1	-0.729
TMCO3	0.281166666666667
C15orf52	-0.766
BIRC5	-2.62786666666667
PRR16	2.50966666666667
FAM63B	0.013625
KATNB1	-1.0145
WNT8B	-0.4405
CPLX3	-0.444
GHR	4.330375
CCDC124	-1.05925
