Hybridization REF	TCGA-A8-A08O-01A-21R-A056-07
ZNF434	0.463
SMARCD1	-0.154666666666667
ZFP106	-0.09325
ZNF347	0.7429
GTF2E1	0.345
RY1	-0.19
ATAD2B	0.181375
ARHGAP17	-0.2367
KCNIP3	-0.83
SFPQ	0.232375
GFRA4	0.399666666666667
AKR1B10	-4.10175
TIGD6	1.0665
RGS16	0.954
URB1	-0.736333333333333
OR4C46	0.6295
TOP3B	-0.9495
NFATC4	0.338
CA14	-3.95125
BMPR1A	0.283
SNRP70	-0.441
PRL	-0.0335833333333333
C6orf130	0.42825
STAG2	-0.2685
CD55	-0.454714285714286
RPS23	0.0458333333333333
SSX2	-1.85566666666667
FDPSL2A	-0.57975
FBXO27	0.842875
SYNGR3	-1.65433333333333
TMSL3	1.004
EML1	-0.9565
NUP93	-0.913916666666667
SMAD3	-0.0876
KIAA1189	1.19633333333333
HNRPUL2	0.455833333333333
TBC1D12	0.8785
C16orf24	0.592
MRVI1	1.84433333333333
ZNF581	0.382166666666667
ELOVL3	0.6185
OR51Q1	-0.54525
CACNB3	2.3505
GALNT13	-0.5745
C10orf84	0.8715625
NEDD4	-0.1413
SPO11	1.2435
OR5AU1	-0.1185
NEK4	0.170071428571429
PRKAR2A	-0.559833333333333
IHPK1	-0.497666666666667
ATP6V0B	1.1515
CACNA1E	0.7645
CEACAM8	-0.259166666666667
PEX14	0.116
FLJ12993	2.5905
ZBTB38	0.03125
PCTK2	1.13666666666667
LRRC16	0.8535
FBLIM1	0.769666666666667
FYCO1	1.48125
RP5-1022P6.2	-0.524416666666667
CMTM1	0.839166666666667
PLTP	-0.0295
RAPH1	0.6665
DOCK8	0.19075
EZH2	-1.02266666666667
SLC25A1	-1.4185
PLEKHB1	0.5863
GRB7	1.0905
ZFP37	-1.2525
MRPL33	-0.35
PELO	-0.04625
ARMC1	-0.341363636363636
C9orf27	0.152
FLJ25778	0.597
C9orf37	-0.954333333333333
TMEM66	1.43625
SPRN	0.659125
HBEGF	-0.466875
PI4KA	-0.821
LEPRE1	-0.33175
POU2AF1	-1.972625
MRPL12	-0.553166666666667
REP15	0.1425
ZC3H3	0.33925
RASAL1	-1.66175
DDAH1	1.7695
ACBD5	0.590625
TMC2	0.1535
CCDC137	-0.396
SAMD13	0.878833333333333
UGT2B15	-3.9705
TIPARP	0.05775
DNASE1L3	1.0015
TRIM72	0.461166666666667
DBX2	2.018
IPO8	0.27125
C21orf88	-1.2995
MAP3K14	0.252
LOC51233	0.5395
GGTLA4	-1.89
PDE6D	-0.42675
ZNF117	-0.36575
CLK2	-0.398
NKRF	-0.52
TNFSF15	0.3097
DUSP2	-1.0315
SECISBP2	0.3845
GABRR2	-0.9965
PPAP2C	1.27275
LOC51145	0.205
PAG1	-0.923625
PIK3C3	0.27375
GNG10	0.0035
APOL4	-0.175666666666667
ANKRD28	-0.036875
STMN3	-0.644
RAB14	0.7302
CDK2AP2	-0.317
HDDC3	0.049875
COMMD7	0.686
CXXC1	0.01675
HMCN1	-0.095
CD40	0.2375
DYNC1LI2	0.0134375
GDI1	0.47975
LOC646938	-0.52925
VSNL1	-2.00633333333333
PIH1D1	0.365666666666667
RAET1G	0.1045
KRTAP5-9	-0.256
EFTUD2	0.16475
ZNF311	1.46266666666667
ATP6V1G3	-0.17275
OR2W3	-0.53575
SCN4A	0.39975
MED10	-0.606375
FAM135A	-0.7462
ARHGAP4	-1.677
EHMT2	-0.480875
UFD1L	-1.068
ERMP1	0.709
MAG1	-2.12166666666667
THAP8	0.653
HACE1	-0.881166666666667
FAM82C	0.498
C3orf20	0.853
UNC84A	-0.3055
SCD5	-0.0374285714285714
LASS6	1.69875
LSG1	-0.252166666666667
MAL	-5.2045
GPR22	0.274
WDR5B	1.17125
ACTRT1	0.3855
C17orf60	-0.790166666666667
GRIN2C	-0.1868
ARMC8	-0.631
SLC47A1	-0.750166666666667
DMPK	1.41975
DHRS13	-0.111666666666667
SMC1A	-0.138
KRTAP17-1	1.52375
SMYD5	-0.26775
TUSC2	0.213875
CRHR2	0.3045
KIR3DL2	0.4905
CCDC104	0.27775
ATP2C1	0.9265
CROT	0.797
PABPC3	-0.6745
EGR1	0.410333333333333
THSD1	0.7115
KHK	-1.84625
SLC12A2	2.3139375
CD58	-0.6055
STOX2	-0.283833333333333
CCDC76	-0.0857
CCDC48	3.10275
DNAH1	0.426666666666667
ZIC4	-0.217125
OR1G1	-0.193
PSMC6	-0.052
PROKR1	-0.0125
ABCB1	-0.601125
TRAT1	-2.45075
LLGL1	0.0375
MTF1	0.8455
USP54	0.70075
PAGE2B	-2.057
ITGB7	-3.851
CCDC81	-0.379
LOC149837	0.514
SCUBE1	1.974
ZSCAN10	0.5235
HUWE1	0.317428571428572
CDH17	0.5195
CD180	0.2975
IL17A	-0.07575
TMPO	-0.974875
KIAA1524	-0.795833333333333
HDGFRP3	1.097
OXCT1	-1.24463636363636
RRAS2	-0.5225
LTBP2	3.216625
SV2B	1.5815
CYP2A6	0.476375
PKD1L2	-1.28783333333333
PPM1M	0.36925
FLJ22662	1.29133333333333
ZNF502	1.33625
GP6	-1.428
CRYBA2	-1.16675
LEF1	-2.0951
CTPS	-1.37528571428571
EYA1	-3.16833333333333
EPS8L1	1.96825
MAPK14	-0.182333333333333
SERPINB2	-5.0855
GTF2F2	-0.535833333333333
ZNHIT4	0.056
PLA1A	-0.549
C20orf114	4.45475
HPR	-2.7675
C18orf2	-3.00633333333333
SATB2	-1.46325
KCNJ9	0.170875
MGC157906	0.562
MOCS3	0.169
C17orf71	0.318666666666667
PPHLN1	-0.0994
HIST1H2BN	-0.8
RAPGEF1	0.0155
MAP3K8	0.7845
DLG4	0.0756666666666667
STC1	2.08416666666667
CDGAP	1.396
DDX26B	-1.4465
LOC150223	-1.7715
CPSF3	-0.9725
TMEM14A	0.1405
MYH3	-2.24575
GPKOW	0.282
SULT1A1	-0.503333333333333
SPON1	3.8801
YY1AP1	0.322333333333333
RAB23	0.0805
PLA2G4A	-4.16675
MAPRE3	-0.214
ZNF516	0.778
GGPS1	0.943
EXOC3L2	-0.26975
C19orf42	0.3012
MAP2K2	-0.3715
HIST1H2BB	-0.0575
RNF19B	1.239
C6orf128	-0.408333333333333
TLR8	1.17225
PCDHA9	1.219
CARS2	0.01575
CLUL1	2.75133333333333
RHAG	-3.77583333333333
UNK	-0.3905
EXOC8	0.573
C9orf95	1.323
C14orf143	0.628666666666667
MAML3	0.2415
LDHA	-1.96575
MRPL20	0.39325
KLHDC6	0.275
ATP5S	-0.429666666666667
C8orf55	0.001
PHF19	-2.19725
KRTAP13-4	0.3945
TTC5	-0.109
XKR5	-0.0665
SILV	-4.45766666666667
TEX28	-0.2065
TCTN1	1.32275
CX40.1	0.14925
PPP2R5C	-0.7255
C12orf30	-0.880166666666667
CAPG	2.07025
MPZL1	0.6767
ARSB	-1.25466666666667
TDH	-2.3115
WASF4	-0.086
TSSK3	-0.9335
7A5	1.3665
CRISPLD1	1.01925
MAD1L1	-0.4445
SPIN4	-0.1005
AMPD1	1.15025
DPYSL5	-0.309
INPP1	-0.3325
ANKRD11	-1.08166666666667
NPAS4	-0.144857142857143
GCET2	-0.3923
RNASE9	-0.7485
GUCY2D	0.641333333333333
CCDC98	0.31725
FGF4	-0.72125
CPM	-1.24583333333333
SLC26A4	-1.78216666666667
PLD5	0.24625
FAM59A	1.1052
FBXO5	-2.28277777777778
SIPA1L1	-0.27025
DPYS	0.20475
ATG4D	-0.2875
TGM3	0.4875
MTCH1	0.207625
HK1	0.702571428571429
CDC26	-0.0285
GALNT12	-3.01366666666667
LOC339229	0.1715
MRPL35	-0.353125
ORC4L	-0.598
TNKS	0.0345714285714286
C2orf24	-0.0278333333333333
ZNF553	0.753333333333333
GGTLA1	2.7733
ZNF497	0.98175
CDY1B	-0.08525
SLC30A4	0.748625
TUB	-0.31875
ARHGEF18	0.55125
ARRB1	1.265
KCNK1	0.739125
EREG	-2.8102
SCAMP5	-0.10575
RUNDC3B	1.61525
ADAMTS20	-0.0305
IL17RB	0.087
FLJ20323	-0.2725
MCAM	-0.03275
POLR3E	-1.45433333333333
AQR	0.230333333333333
IPMK	0.4065
CDCA7	-4.2
CAMP	2.86425
GRHL3	0.71075
ADAMTSL2	0.862166666666667
CLMN	1.37416666666667
SSTR3	0.35
MAGEA5	-2.422
OVOL2	3.48875
JMJD1B	0.77275
RBL2	0.3136
PYGO2	0.968
PPP1R10	0.4095
CSE1L	-0.882166666666667
LCA5	1.854
RDH16	-0.26575
ASRGL1	-2.42
TOM1	-0.147833333333333
PTX3	-5.646
TTC15	0.4025
SCGB3A1	2.61433333333333
MRPL50	-1.056
RCAN3	0.952875
SLC26A11	0.8485
STYX	-0.0183333333333333
CINP	-0.75275
MARCH7	-0.0865
PFKM	0.031
SGMS1	0.419333333333333
RIOK3	0.0398
C1orf110	0.451
CES7	-0.16825
LOC440248	-0.842
PPP1R12C	0.71975
C10orf27	0.9395
ATG9A	-0.79475
MRPS26	0.058625
TMEM40	1.43375
ELP3	0.5018
ZNF787	0.5597
HIAT1	0.674875
C8orf34	0.6415
MGC4655	-0.1023
PELI1	-0.459833333333333
PPT1	0.7259
SLC35C2	-0.316666666666667
C6orf125	-0.5525
MUC4	-1.34216666666667
RFC4	-2.06657142857143
GNB2	0.597666666666667
NUP50	-0.446071428571429
SULT4A1	-0.521333333333333
C7	3.329625
CCDC130	0.7215
ARRDC4	-0.30875
RQCD1	-1.09175
GLYCTK	-0.97075
AYTL2	-1.21918181818182
MTUS1	1.137
LEMD3	0.148333333333333
PLEKHF2	1.56075
HOXA7	-0.320375
GTF3C2	-1.254
DYNLRB2	3.1225
CNOT10	-0.34875
MR1	-0.268833333333333
FFAR1	-0.17125
PRIC285	-0.107
SLITRK6	1.62175
LIX1	-2.5038
UBE1L2	-0.5835
F8	1.323375
ACHE	0.219333333333333
KPNA5	-0.3335
TNFRSF12A	-0.359
EGR3	0.873
SERPIND1	-3.461
OASL	1.377
IFRD1	-1.07725
WDFY1	-0.869666666666667
ZNF267	0.01075
ACCN5	-0.396
ZBTB6	0.2155
PPP1R3A	-0.294
PRRT3	2.247
FBXL19	-0.178
TXNIP	0.955857142857143
ACTN2	-1.928
ATG9B	-0.788875
C9orf117	-0.003375
IL27	-0.8995
RPL36AL	0.0676666666666667
KLK15	-0.8105
CHAD	2.539
RAP2B	-0.5256
HEBP2	0.7865
ZNF342	0.972
CAMK2G	0.0438333333333333
TLR3	1.4575
FGF14	0.43875
HMGB2	-0.735375
TRPM5	-0.271666666666667
OR5M11	0.291
KIF3B	0.848263157894737
PRICKLE2	1.1525
MTMR9	0.79675
C3orf27	0.27025
GLRA3	3.0595
NSDHL	0.117833333333333
TMEM32	0.17975
POLR2D	-1.668
MYADML	0.305
C9orf114	-0.38625
MRGPRX1	0.6135
TOPORS	0.47775
CLDN19	1.98025
C1QL4	0.25
RNF165	-1.0275
DHRS9	-1.39975
DNAH2	-0.762166666666667
FXR1	-0.6645
ZMYM3	-0.43025
CASP3	0.1285
FAM120C	-0.66625
SCLY	-0.55025
CA7	0.012
ENTPD5	-0.0975
ZNF461	0.5125
PDIA5	-0.91975
C1orf19	-0.966
TMEM67	0.1895
KCTD20	-0.61325
WDR47	1.224
FLJ38723	-0.0685
KLRF1	-0.278166666666667
TAS2R16	0.353
CLDN12	0.677
PRKCE	0.3765
UBXD4	-1.0985
ITGAM	2.24633333333333
GLT8D3	-0.5585
WDR31	1.5898
RGS2	-0.45575
OR51L1	0.175
MST1R	0.091
KIAA1737	1.045
OR4A5	-0.467
GLIS1	-0.5715
PTMA	0.189142857142857
NAPA	1.69625
PRDM11	0.24725
LIPF	-0.623
DIRAS3	1.4725
ASGR2	-4.24475
C1QTNF4	0.26725
PIK3R4	0.302833333333333
ARMC3	2.37525
NDUFV3	-0.784833333333333
BTBD3	-0.950333333333333
PPP1R2	0.114083333333333
UBE2NL	0.22925
FOSL2	0.577785714285714
FAM119A	-1.8005
TUBA4A	-1.0072
KRTAP12-1	-0.28025
SFRS2	-0.94575
RHPN1	0.0967
EEF2	-0.485
ZDHHC11	-2.07
EPHA3	-1.8373
RBM12	-0.12525
H2AFJ	2.31708333333333
EDIL3	3.1665
KIF26A	-1.23725
SERGEF	-0.1475
B3GALT4	3.005
LOC90925	1.04016666666667
OSCAR	-0.59375
NPFF	-0.0045
DEDD	0.450875
TMEM155	-1.131625
PTPN1	0.512
SCYL2	0.569666666666667
SKAP1	2.996
LEAP2	-1.9565
GADD45G	2.2807
IFITM3	0.9445
PILRB	-0.0723333333333333
SLU7	0.4416875
DSC3	1.6545
DNMT3L	-1.285
PAPD5	-0.281875
B3GNT3	-0.980833333333333
LHCGR	0.447
MSL-1	0.03675
UBE2S	-0.89875
SAP130	-0.71525
ANAPC11	0.57825
MAGED4B	-1.157
ATP6V1B2	0.274166666666667
C14orf179	0.734875
CAPZA1	0.4855
CDYL2	0.228
GLRX3	-0.415833333333333
LOC136288	-0.4715
MOBKL1A	-0.2005
HTR2B	2.50775
CRYGD	0.212666666666667
NUS1	-0.8215
PGRMC1	0.237
MYOM2	-0.01525
FLJ39653	-1.80066666666667
CHM	0.0481
OR5M8	0.789
ZNF619	0.3925
FAM105A	0.38725
CCNL1	-1.099875
NAP1L3	0.056
C10orf57	1.81433333333333
B3GALNT1	1.5695
CSN1S2A	-0.363
TCP10L	0.2245
GDAP2	0.227375
DMKN	0.752666666666667
COX6B1	0.34425
DNASE2	0.941
MSH5	-1.97275
LGMN	-0.17375
USP31	0.3155
OR13C8	0.6645
SDCBP	-0.8883
NUDT11	-1.671
PYGL	-0.874333333333333
SNPH	-0.798166666666667
B3GNT4	-1.4895
MIZF	-0.7803
NUBPL	0.61525
NOD1	-0.137166666666667
CDH22	0.70575
NUBP1	0.193833333333333
DSCAM	-4.26525
DGKI	1.2365
FAM136A	-0.8735
AKAP1	-0.0373333333333333
SLC16A6	1.54925
RIN3	-0.15175
PSG2	0.12425
DIP2B	-0.054
PSORS1C1	1.2382
KIAA0495	-0.054
FLJ90709	-0.0851666666666667
LPA	-0.0148333333333334
PIGA	-0.2455
LY75	2.88516666666667
UTS2	-6.68366666666667
RREB1	0.374375
GALNACT-2	0.6122
MGC3196	-0.62925
FLJ31568	-1.11175
LPHN1	0.139125
SP1	0.83775
TOX4	-0.156833333333333
HSPA9	0.1055
APOBEC1	0.305
SLC35E4	-1.079
LSM5	-1.3105
SURF1	0.283
ZBTB1	0.467583333333333
GTF2F1	-0.486875
RPS15A	-0.605357142857143
DUSP21	-0.502
GINS4	-3.57233333333333
MYO15A	-0.689833333333333
GIMAP7	3.32175
MGC13379	0.6415
ATP6V1E2	-0.771333333333333
UTP3	0.54125
HNRPA3	-1.0905625
MT4	-0.9655
C14orf155	-0.1305
U1SNRNPBP	0.845
CKLF	-0.848333333333333
PLEKHN1	-0.549666666666667
MBNL1	-0.534666666666667
NUP160	-1.1965
ACSM2A	-1.92625
LOC129881	-0.02
KIAA1529	-0.31825
FLJ22639	-1.50125
HAND1	-1.4605
GSX1	0.333
FGA	-4.269625
SERPINB1	-0.336
ZNF642	0.7025
IGFBP1	-8.14925
SLC1A1	-0.091125
DHX57	-0.72375
ZNF766	0.479
PTPN21	1.0339
GDPD3	-1.25766666666667
PNPLA5	-0.521
TBR1	-0.263166666666667
FAM116A	0.21275
IQGAP1	1.045125
FOS	0.20625
ZNF226	0.852375
FIGNL1	-0.804333333333333
C14orf1	-0.216666666666667
ZMYND17	-0.6955
PUS7	-0.9185
TUBB6	-0.540375
KCNQ2	-1.7005
MARCH6	0.369666666666667
CCDC33	0.0685
PRODH	-1.5755
RBM11	2.8475
EPHA6	0.05325
SLC43A1	-0.52575
LOC196541	0.097875
NTN1	1.09991666666667
ING4	1.2025
PCDHB10	0.53925
DPH2	-0.0658333333333333
SPACA4	0.455
FBXL21	-4.2445
DIAPH1	-0.602333333333333
ZNF71	1.2785
CEP76	0.2735
CORO1A	-1.467
RRM2	-2.98375
EDG4	0.076
OS9	0.412
SLC4A1AP	-0.25175
COG5	-0.02725
COPS8	0.1165
NGLY1	-0.54725
NCBP2	-0.530375
C17orf42	0.0823333333333333
GPSM3	0.190125
SIL1	0.559166666666667
ASB6	-0.3735
SMAD5OS	-0.327333333333333
UNC93A	-3.425125
A1BG	0.057
C21orf62	0.13625
FMO5	0.221666666666667
ATRIP	0.665666666666667
CEBPG	0.210333333333333
C7orf38	0.151666666666667
TNFRSF1B	-0.1465
CLEC1A	1.17866666666667
IQSEC1	0.26875
PATZ1	1.1748
RBM22	0.769875
BAG2	-2.10666666666667
PAQR5	-1.68866666666667
C9orf127	0.7554
THNSL1	0.59275
SHROOM3	2.6501
JAM2	1.0445
SNRPN	-1.88625
ALX4	-0.164
CACNA1S	-0.0205
FAM130A1	1.017
CORIN	2.542
CD300LB	0.6975
PLEKHG6	0.371
LRRC40	-0.3795
PCLKC	-1.1715
PCDHB16	0.887833333333333
WNT2B	0.0526666666666667
ASNS	-1.73266666666667
MRPL49	0.34825
FLJ46111	-0.152
ISG20	-1.22825
SMU1	-0.063
CASZ1	0.472
POLR1D	0.0863333333333334
GIN1	-0.238
SNAG1	0.603
ANKRD29	-1.058
CDKN2AIP	-0.01025
KRR1	0.349
CXCL1	-2.44416666666667
EPM2A	-0.0533
PC	0.0946666666666667
DEFB127	0.3105
PDZRN4	1.08033333333333
FAH	-0.00525
OR51E1	1.9
CDC2L6	-0.619166666666667
DNTTIP1	-0.44875
PAX8	-0.84825
TMEM116	0.0715
C1orf150	-0.182
PRO2012	-0.195
MRPL40	-0.853
BEX1	2.3924
SLC2A4	-0.0583333333333333
PKMYT1	-1.243
FEZF2	-0.0886
SLC26A9	-1.42725
MAP2	-0.11375
LYL1	-1.57175
SLC25A19	-0.886833333333333
NOS3	-0.6015
ZNF34	0.672166666666667
TMPRSS11F	-0.07075
FAM43A	-0.313
FCRL4	0.218833333333333
KLF14	0.01775
FLRT2	-0.502666666666667
WRN	-0.958
SDF2	0.9897
KRT8P12	-0.0585
C6orf195	0.18
C9orf125	-1.216
DZIP3	0.074125
RIT1	0.0964166666666667
SCML1	-1.61316666666667
RHBDF2	-0.368125
OR2G3	0.5315
REXO1L1	-0.205
MAP3K7IP3	0.03225
C3orf57	-1.76
FBXW11	0.024
ETAA1	-0.8275
C14orf131	-0.38
AKT1S1	0.57375
SLC12A5	-0.627
C9orf164	1.7065
NRIP3	1.470625
NOS1AP	-0.2925
TMEM121	0.0405
SAP30BP	0.0149
DGCR6	0.10125
WDR76	-1.90275
FAM82B	-0.468916666666667
LOC606495	-0.099
MAP9	2.15233333333333
BCDIN3D	1.18
CXorf36	3.12116666666667
DSCR3	-0.2344
ZFAND3	0.448625
C7orf43	0.236833333333333
SPSB3	1.1873
C19orf19	0.80025
FAM133A	-2.557
C12orf25	0.08525
SLC39A3	-0.994875
DISP2	-2.0015
PI4KAP2	-1.964
MKRN3	-2.53983333333333
ADAMTS13	-0.404625
CBLN3	0.206
TTYH1	-0.6285
C3orf18	1.85625
FLJ13236	-0.29425
ZMYND12	2.89775
C18orf25	0.69725
GLB1L3	-1.071
ATP13A5	1.618
RANBP10	0.041
CD96	-1.8677
DENND1C	-1.007
RBMS3	0.8051
SLC41A3	0.464
DGCR6L	0.059
TMEM128	0.947
CSNK1G3	0.677285714285714
MOBKL2C	1.34
TSPAN6	-0.591125
MATN2	-0.6415
MSL2L1	-0.235666666666667
ST6GALNAC2	-0.6585
FGFBP2	-0.415625
FGL1	-6.86583333333333
MPP3	0.780833333333333
ARHGEF6	1.28733333333333
TGFBR2	0.226625
ACMSD	-1.38125
IL33	2.339
C9orf5	0.1415
DEAF1	0.2287
AMN	0.1765
DEFA6	0.076
RNF212	-1.06775
METT5D1	0.557666666666667
CIB1	0.7093
TSSK1B	0.00225
KIAA1727	1.49675
ZNF680	0.831333333333333
LOC399900	-1.129
LOC152217	-0.10025
CTNNAL1	-3.2135
CIT	-1.553
TLE6	0.407
ZNF607	0.179
HERC4	-0.6405
DRAP1	-0.1502
PEMT	-0.4325
C10orf111	-0.332
ZNF575	1.114125
KCTD7	-0.04325
MYO1F	0.029375
LOC285382	0.35425
RAB11A	0.7419
PLCD3	-0.05125
C15orf28	0.1495
PTBP2	0.327
CTB-1048E9.5	-0.43325
C19orf60	-0.522333333333333
C7orf25	0.390666666666667
SETD7	0.865
HOXB9	-4.844
VANGL1	0.3549375
CHAF1B	-2.33725
NDUFA3	0.614
KIAA1328	0.0558333333333333
SHARPIN	0.455
TTC23	-0.664375
UGP2	0.184416666666667
ANKIB1	0.4919
CIRBP	1.13128571428571
SEC14L4	-3.44316666666667
OVCH1	-0.0733333333333333
VPS52	0.529
FAT	-0.187125
M6PRBP1	-0.35625
GPRIN3	-0.002
PPM1F	-0.998666666666667
TSR1	-1.00275
CCDC85A	2.258
PCSK5	1.51425
ZFHX3	0.133
HEMK1	0.5417
PGBD2	0.237
RSRC2	0.328166666666667
AURKC	-0.937
SCRIB	0.144375
ORM2	-4.69333333333333
FAM115A	0.3024
FZD6	-0.268375
UNC119	0.978666666666667
GPX3	-0.0219
NOV	0.00375
CABC1	-0.00325
CDC42SE2	0.14125
EIF2S2	-0.3452
RNF130	0.538625
CKAP5	-0.421166666666667
RP11-413M3.2	0.21225
C10orf18	0.2345
TMEM93	-0.56225
DYX1C1	2.046
KCNMB2	-1.690375
ANK3	2.26408333333333
KRT5	1.1178
CDH12	-1.408
QRSL1	-0.72175
JUB	-0.50075
SHC4	-0.046375
CCL15	1.27866666666667
CCDC22	0.3435
SNX24	-0.067
RARS	0.1385
MORC2	0.346875
FAM48A	-0.15275
MT1H	-0.8305
PPP1R14C	-0.862
FOXD1	-2.49521428571429
C1orf213	-1.70125
AMT	-1.4849
DSN1	-1.63675
PTPLAD2	2.7085
DIS3L	-0.2925
RASL11A	1.31175
GPRC5B	-0.230875
FRMD7	-0.541
STRN4	0.90175
KITLG	0.677636363636364
HDGF	-0.4925
OR1S1	0.2065
SETX	-0.3196
DDR2	0.559
KCTD12	1.38675
LYZL2	-0.53625
WDR52	-0.5255
TMEM2	-0.069375
ZNF579	0.983166666666667
LOC200810	-0.3675
TNFSF9	-2.23
PPFIA4	-2.66075
CNIH3	1.10716666666667
MAP4K4	-1.2205
ROD1	0.5825
ALS2CR12	-0.184833333333333
DOCK3	-1.02283333333333
PAQR9	-3.975
ASB17	-0.0212
STX16	-1.373375
FEZ2	-0.00466666666666667
DLAT	-0.925166666666667
KIF21B	-1.6605
CDC5L	-0.45725
TMEM119	1.94933333333333
CRIP3	-1.2975
TPSD1	0.203666666666667
TEPP	0.12475
GNGT2	0.65975
C21orf121	0.21625
WNK1	0.448416666666667
FLJ10490	0.6365
OR51B5	-2.146
LOC203547	-0.945625
HAS1	-0.885
PPA1	-0.831333333333334
ST7	0.04175
C11orf46	0.4587
POPDC3	-3.58833333333333
ACOX2	-1.04483333333333
ATCAY	-0.411416666666667
TM4SF19	-2.88225
MFSD9	-0.6725
PDHB	-0.84875
ERN1	-0.28925
LCE3C	0.3315
GPR111	0.023
NOTCH3	1.75416666666667
ADAMTS5	2.3145
B3GALT1	-1.41375
UGCGL1	-0.583666666666667
FAM58A	0.157166666666667
FBXO32	1.70025
CLPP	-0.521
NXPH1	-1.535
MTMR3	0.996
ATP1B3	-1.105375
TMEM16A	3.97925
HIST1H3F	-0.0851666666666666
TRIM25	0.00216666666666667
SDCBP2	0.7305
CRKL	-1.294
HOXB2	-0.646166666666667
ANP32B	-0.74675
GATM	2.4915
AP4E1	-0.15425
EDG5	0.142
CDKN3	-2.246
CDH4	-1.88475
PGD	-0.1945
RND1	1.3735
GAD1	-3.7371
MPG	0.08975
LOC440350	-0.1305
ZNF133	-0.15825
SERPINB12	-0.507
AMELY	0.105
DHX36	-1.01175
TNFAIP8L2	2.2475
PHTF2	0.0721111111111111
CCDC112	-0.429666666666667
IQCC	-0.2145
HEYL	3.21316666666667
FTSJ2	-0.2355
APPL1	0.4245
RAB43	0.132571428571429
OR10G2	0.1545
WAC	0.724833333333333
ADCY9	0.35775
RUNDC2B	-0.1485
PYCRL	0.4875
AGPAT7	-0.995666666666667
SLC22A9	-1.217
CDKAL1	-0.135
PDYN	-0.4705
C20orf74	-1.0275
MTMR11	1.3555
VAV3	3.35716666666667
DAPL1	0.761
STXBP3	0.738
EIF3G	-0.65725
ARHGAP22	-0.90075
NPFFR1	0.158
NPC1	-0.556333333333333
ALDH9A1	0.8785
ZNF600	0.686375
ZNF678	-0.140333333333333
RASSF1	0.124083333333333
ADD2	-3.014375
PITPNB	-0.219125
PKD2L2	0.16925
LRP11	-0.879
CDKL1	-0.39525
SMEK2	-0.06025
PRODH2	-3.45283333333333
C11orf54	0.0153333333333333
SFRS11	-0.501333333333333
IL7	-0.824666666666667
ALS2CR16	0.5845
BTG3	-1.63816666666667
PAK2	-0.0943888888888889
RP11-679B17.1	-0.422
GATA4	-1.8645
ATP2B1	-0.4455
LOC130940	0.682
C1orf172	2.6595
ATF7IP2	-0.732
SLC25A43	0.0145
CENTG3	0.143583333333333
IGF2BP1	-4.0933
FCHSD1	0.2805
CAMK2N2	0.489
ELAVL3	-0.2475
NBPF15	0.286666666666667
UBE2J2	0.0633333333333333
GNL2	-0.4335
PRR3	-0.3843
NLF2	0.74025
OR4F6	0.358
KLHL24	0.480666666666667
CCDC88A	-2.2347
SGPP1	-1.10366666666667
C10orf11	-1.4135
SLC35B4	-1.45183333333333
UGT3A2	-0.3965
ARNT2	0.9882
CBR1	-1.848875
ITPR3	0.00183333333333333
TRAPPC6B	-0.1648
AMZ1	1.925
ARP11	2.096
WDSUB1	0.40925
APBA1	0.662833333333333
RAB2A	0.4704
C6orf162	-0.6395
HPSE2	0.8505
PLCE1	-1.0235
INSL3	0.25725
DLG1	-0.0309
PTPLA	-1.76525
PIGX	-0.440125
TFIP11	-0.110166666666667
FIBIN	3.5635
POLR2G	0.5925
GRAP2	-2.4854
DNAJB8	0.01925
CNBP	0.235833333333333
WASF1	-1.12725
INPP5E	-0.6913
HSPB1	1.5675625
TMEM167	-0.1189
CUBN	-0.35575
IGF1	2.74175
ITPK1	1.0661
NAALAD2	-1.050125
G3BP1	0.1905
NT5DC1	0.36725
CYP39A1	0.316
TMEM139	2.10483333333333
POLK	-0.3632
GLULD1	-1.977
RBM15	-1.1015
AMZ2	0.4385
GDF15	-3.76
MESDC2	-0.6565
INCA	-0.1545
ACY1L2	-2.8215
GZMM	-1.2485
PAIP1	0.46425
CACNA2D1	1.405
STK32C	1.3425
SH3BP4	1.4445
DEC1	0.1385
PADI1	0.6025
UBB	0.233
PON3	0.391833333333333
PROP1	0.4115
ANKRD13B	-0.8975
ADCK1	0.0535
TCF25	-0.157583333333333
SLC38A5	-2.02425
CXorf26	0.0856666666666667
C19orf39	0.1295
PPP1R13B	-0.33725
ARL2	-0.45
TCL6	0.0715
TOP3A	-1.1125
SLC16A14	-0.09
FXYD6	1.62233333333333
HIST1H4E	-0.71825
BBC3	0.792631578947368
UNC5A	0.1825
FAM86C	-0.5566
PI4KB	0.350875
B3GAT1	-3.6225
SUSD2	1.19066666666667
OAZ2	0.127833333333333
NOC4L	-0.22175
C10orf12	0.3485
FADS1	-3.13183333333333
LOC144097	-0.307
DKK2	0.855333333333333
KIAA1949	0.29875
RHOT1	0.4266
OXT	1.27883333333333
GPR153	0.357
ARL4A	-1.19266666666667
SAAL1	-1.31025
CCDC64	-0.2825
USE1	-0.777666666666667
HNMT	0.4695
PCGF3	0.70625
CYP2C19	0.90625
C20orf4	0.3605
CCDC11	1.885
ACSBG2	0.38025
RWDD2A	-0.6635
PALLD	2.637125
CPLX4	0.2105
LOC492311	1.60525
KPNA2	-1.175
MACROD1	0.1764
TMCO3	0.0603333333333334
