Hybridization REF	TCGA-AO-A0JJ-01A-11R-A056-07
KCNIP3	-0.65525
SFPQ	0.08075
GFRA4	0.822
AKR1B10	-3.1885
TIGD6	0.909
RGS16	2.1155
URB1	-0.633833333333333
OR4C46	-0.4585
TOP3B	-0.77025
NFATC4	0.7685
CA14	-4.129
BMPR1A	-0.9275
SNRP70	-0.423875
PRL	0.348916666666667
C6orf130	-0.793
STAG2	-0.13325
CD55	-1.667
RPS23	1.08366666666667
SSX2	-1.2685
FDPSL2A	-0.368
FBXO27	0.7185
SYNGR3	-1.51833333333333
TMSL3	2.04225
EML1	-0.268
NUP93	-1.23925
SMAD3	-0.2028
KIAA1189	0.1205
HNRPUL2	0.1775
TBC1D12	0.6335
C16orf24	0.903
MRVI1	1.5995
ZNF581	-0.0595
ELOVL3	1.1735
OR51Q1	0.562
CACNB3	0.429833333333333
GALNT13	-1.424875
C10orf84	0.8016875
NEDD4	-0.24
SPO11	0.23
OR5AU1	0.3825
NEK4	0.445214285714286
PRKAR2A	-0.502166666666667
IHPK1	-0.228833333333333
ATP6V0B	0.59
CACNA1E	2.0165
CEACAM8	1.46875
PEX14	0.091
FLJ12993	-0.0675
ZBTB38	-0.07025
PCTK2	0.592833333333333
LRRC16	0.7996
FBLIM1	1.10091666666667
FYCO1	1.13375
RP5-1022P6.2	1.14708333333333
CMTM1	0.314666666666667
PLTP	0.6185
RAPH1	0.95775
DOCK8	1.339125
EZH2	-1.5268
SLC25A1	-0.760166666666667
PLEKHB1	1.6251
GRB7	0.6016
ZFP37	0.2255
MRPL33	-0.3705
PELO	-0.513
ARMC1	-0.563181818181818
C9orf27	-0.0865
FLJ25778	0.1995
C9orf37	-0.9245
TMEM66	0.90725
SPRN	-0.474625
HBEGF	1.25925
PI4KA	-0.5905
LEPRE1	-0.649
POU2AF1	0.327375
MRPL12	-0.246666666666667
REP15	-0.4475
ZC3H3	0.3065
RASAL1	1.252
DDAH1	1.288625
ACBD5	0.55075
TMC2	-0.7225
CCDC137	-0.89325
SAMD13	-0.445
UGT2B15	-2.20983333333333
TIPARP	0.69575
DNASE1L3	3.1515
TRIM72	0.264166666666667
DBX2	2.44075
IPO8	-0.05825
C21orf88	0.3249
MAP3K14	0.5045
LOC51233	0.683833333333333
GGTLA4	-0.489
PDE6D	-0.03475
ZNF117	-0.23725
CLK2	-0.5935
NKRF	-0.9415
TNFSF15	1.4199
DUSP2	0.638625
SECISBP2	-0.2022
GABRR2	-0.8935
PPAP2C	2.25125
LOC51145	0.511
PAG1	0.906625
PIK3C3	-0.0175
GNG10	-0.2125
APOL4	0.410833333333333
ANKRD28	-1.153875
STMN3	-1.2887
RAB14	0.8514
CDK2AP2	0.1165
HDDC3	0.468875
COMMD7	0.097125
CXXC1	-0.099
HMCN1	-0.254666666666667
CD40	1.404
DYNC1LI2	-0.469875
GDI1	0.033
LOC646938	-0.382
VSNL1	-2.49083333333333
PIH1D1	-0.353333333333333
RAET1G	0.5355
KRTAP5-9	-0.4755
EFTUD2	-0.717
ZNF311	-0.6295
ATP6V1G3	0.0575
OR2W3	-0.8465
SCN4A	0.82775
MED10	-1.353875
FAM135A	-0.1195
ARHGAP4	-0.30975
EHMT2	-1.129875
UFD1L	-0.50275
ERMP1	-0.20075
MAG1	-0.185666666666667
THAP8	0.424666666666667
HACE1	-0.979333333333333
FAM82C	0.328166666666667
C3orf20	-0.099
UNC84A	-0.734833333333333
SCD5	-0.320571428571429
LASS6	1.565875
LSG1	-0.0260833333333333
MAL	-3.8665
GPR22	-1.219
WDR5B	1.47575
ACTRT1	1.5025
C17orf60	0.726333333333333
GRIN2C	1.7686
ARMC8	-0.427166666666667
SLC47A1	-0.466
DMPK	-0.48525
DHRS13	0.5095
SMC1A	-0.7145
KRTAP17-1	0.493666666666667
SMYD5	-0.4435
TUSC2	0.256
CRHR2	0.206
KIR3DL2	0.821
CCDC104	0.2615
ATP2C1	0.304125
CROT	1.08275
PABPC3	-0.6635
EGR1	2.3185
THSD1	0.57525
KHK	-0.65
SLC12A2	2.8184375
CD58	-0.455
STOX2	1.13166666666667
CCDC76	-1.0448
CCDC48	4.191
DNAH1	-0.148
ZIC4	-0.17275
OR1G1	-0.528
PSMC6	-0.712
PROKR1	0.6185
ABCB1	-0.012375
TRAT1	0.51475
LLGL1	0.291
MTF1	0.01075
USP54	0.413625
PAGE2B	-2.2245
ITGB7	-3.02375
CCDC81	-0.6205
LOC149837	0.483
SCUBE1	2.741
ZSCAN10	1.71
HUWE1	-0.181214285714286
CDH17	-2.08
CD180	1.262
IL17A	-0.41775
TMPO	-1.185125
KIAA1524	-1.40483333333333
HDGFRP3	-0.1605
OXCT1	-0.833909090909091
RRAS2	-1.73633333333333
LTBP2	3.064875
SV2B	2.6335
CYP2A6	1.17625
PKD1L2	-1.3822
PPM1M	1.294
FLJ22662	1.96416666666667
ZNF502	1.915
GP6	-1.113
CRYBA2	-0.26375
LEF1	-0.4805
CTPS	-2.44285714285714
EYA1	-2.64516666666667
EPS8L1	1.54875
MAPK14	-0.9165
SERPINB2	-5.054875
GTF2F2	-0.928166666666667
ZNHIT4	-0.5345
PLA1A	1.151375
C20orf114	4.6785
HPR	-2.3735
C18orf2	-3.39116666666667
SATB2	-2.37125
KCNJ9	-0.187875
MGC157906	1.2175
MOCS3	-0.32075
C17orf71	-0.201
PPHLN1	-0.6873
HIST1H2BN	-1.235125
RAPGEF1	0.14175
MAP3K8	-0.113
DLG4	0.653166666666667
STC1	-1.24716666666667
CDGAP	2.0085
DDX26B	-0.978
LOC150223	-1.948
CPSF3	-0.878333333333333
TMEM14A	-0.60325
MYH3	-2.30175
GPKOW	0.06875
SULT1A1	-0.5275
SPON1	3.9872
YY1AP1	0.236333333333333
RAB23	-0.6845
PLA2G4A	-2.95025
MAPRE3	0.264
ZNF516	0.6435
GGPS1	0.84725
EXOC3L2	-0.024125
C19orf42	1.1086
MAP2K2	0.00166666666666666
HIST1H2BB	-0.39675
RNF19B	1.21883333333333
C6orf128	-0.174833333333333
TLR8	4.13625
PCDHA9	0.704
CARS2	-0.5655
CLUL1	3.271
RHAG	-3.65966666666667
UNK	0.1385
EXOC8	1.0924
C9orf95	0.92675
C14orf143	-0.208
MAML3	0.698875
LDHA	-2.15075
MRPL20	0.2045
KLHDC6	-0.121833333333333
ATP5S	-0.208
C8orf55	0.30025
PHF19	-1.96175
KRTAP13-4	0.7145
TTC5	-0.0825
XKR5	0.073
SILV	-3.93683333333333
TEX28	0.015
TCTN1	1.0755
CX40.1	0.36725
PPP2R5C	-0.16625
C12orf30	-1.25816666666667
CAPG	2.14575
MPZL1	0.94595
ARSB	-1.047
TDH	-2.55
WASF4	0.82625
TSSK3	-0.757166666666667
7A5	-0.4005
CRISPLD1	1.710875
MAD1L1	-0.176166666666667
SPIN4	-0.122
AMPD1	3.5465
DPYSL5	-0.088
INPP1	0.664
ANKRD11	-1.5135
NPAS4	0.0648571428571429
GCET2	0.7184
RNASE9	0.1055
GUCY2D	0.194
CCDC98	0.486
FGF4	-0.71825
CPM	-0.183
SLC26A4	-1.36733333333333
PLD5	0.5685
FAM59A	0.0621
FBXO5	-2.15188888888889
SIPA1L1	-0.01275
DPYS	1.116
ATG4D	0.1785
TGM3	1.832
MTCH1	-0.69575
HK1	0.212357142857143
CDC26	0.031125
GALNT12	-2.60683333333333
LOC339229	0.2215
MRPL35	-0.231125
ORC4L	-0.29325
TNKS	-0.326285714285714
C2orf24	0.767166666666667
ZNF553	0.136833333333333
GGTLA1	3.4693
ZNF497	-0.35075
CDY1B	0.579
SLC30A4	-0.233
TUB	-0.19775
ARHGEF18	0.131
ARRB1	1.0915
KCNK1	-1.9845
EREG	-3.1229
SCAMP5	0.8195
RUNDC3B	2.23325
ADAMTS20	-0.8425
IL17RB	1.37725
FLJ20323	-0.5495
MCAM	0.26675
POLR3E	-1.89308333333333
AQR	0.456666666666667
IPMK	-0.3105
CDCA7	-4.41675
CAMP	-1.942
GRHL3	-0.66975
ADAMTSL2	1.2315
CLMN	2.51783333333333
SSTR3	0.3715
MAGEA5	-2.5805
OVOL2	3.97375
JMJD1B	0.23675
RBL2	0.1707
PYGO2	1.24775
PPP1R10	0.425
CSE1L	-1.30183333333333
LCA5	0.9455
RDH16	1.527
ASRGL1	-1.86625
TOM1	0.751833333333333
PTX3	-3.852
TTC15	0.94675
SCGB3A1	3.63
MRPL50	-1.00775
RCAN3	1.00825
SLC26A11	1.119
STYX	-0.04
CINP	-0.13175
MARCH7	0.2485
PFKM	-1.4375
SGMS1	0.702666666666667
RIOK3	0.0124
C1orf110	1.403
CES7	-0.32625
LOC440248	-2.86575
PPP1R12C	0.01325
C10orf27	0.349
ATG9A	-0.57175
MRPS26	0.647
TMEM40	-0.45
ELP3	0.6987
ZNF787	0.905
HIAT1	-0.127125
C8orf34	1.06233333333333
MGC4655	1.0202
PELI1	0.857166666666667
PPT1	0.1989
SLC35C2	-0.324833333333333
C6orf125	-1.0755
MUC4	-0.9885
RFC4	-2.16157142857143
GNB2	0.177833333333333
NUP50	0.276714285714286
SULT4A1	-1.4925
C7	4.658875
CCDC130	0.082
ARRDC4	0.40475
RQCD1	-0.63875
GLYCTK	-1.03425
AYTL2	-0.936727272727273
MTUS1	1.5404
LEMD3	0.1755
PLEKHF2	1.5245
HOXA7	-0.17475
GTF3C2	-1.634
DYNLRB2	3.12825
CNOT10	-0.28125
MR1	0.722833333333333
FFAR1	-0.67125
PRIC285	0.102
SLITRK6	6.6705
LIX1	-2.37322222222222
UBE1L2	-1.34275
F8	1.647
ACHE	0.207333333333333
KPNA5	-0.47825
TNFRSF12A	-2.232
EGR3	1.355
SERPIND1	-3.17183333333333
OASL	2.623
IFRD1	-2.556125
WDFY1	-0.220166666666667
ZNF267	0.403125
ACCN5	0.592
ZBTB6	0.3925
PPP1R3A	-0.725
PRRT3	2.2
FBXL19	-0.635
TXNIP	1.5875
ACTN2	-2.657
ATG9B	-0.65
C9orf117	0.693375
IL27	0.806
RPL36AL	0.143166666666667
KLK15	-0.6645
CHAD	2.985
RAP2B	-0.162
HEBP2	0.611
ZNF342	0.945
CAMK2G	-0.515166666666667
TLR3	2.81575
FGF14	1.128
HMGB2	-0.493
TRPM5	-0.279
OR5M11	0.381
KIF3B	0.0689473684210526
PRICKLE2	1.566
MTMR9	0.189875
C3orf27	-0.202
GLRA3	-0.16
NSDHL	-0.306333333333333
TMEM32	-0.143
POLR2D	-1.24233333333333
MYADML	0.0075
C9orf114	-0.2
MRGPRX1	2.0475
TOPORS	0.5645
CLDN19	1.1505
C1QL4	-0.8
RNF165	-0.6055
DHRS9	0.618
DNAH2	-0.641833333333333
FXR1	-0.498333333333333
ZMYM3	-0.919625
CASP3	0.0151666666666667
FAM120C	-0.0463750000000001
SCLY	-1.271
CA7	-0.0025
ENTPD5	2.955
ZNF461	-0.231
PDIA5	0.03075
C1orf19	-0.302833333333333
TMEM67	-0.31
KCTD20	-1.05675
WDR47	0.732
FLJ38723	0.534
KLRF1	1.10483333333333
TAS2R16	0.3785
CLDN12	0.42225
PRKCE	0.70625
UBXD4	-1.1965
ITGAM	3.19083333333333
GLT8D3	-0.015
WDR31	0.1235
RGS2	1.719
OR51L1	0.461
MST1R	1.304
KIAA1737	1.349
OR4A5	-1.204
GLIS1	-0.437
PTMA	0.327214285714286
NAPA	0.7965
PRDM11	-0.08775
LIPF	-1.0375
DIRAS3	3.83275
ASGR2	-3.5775
C1QTNF4	1.927
PIK3R4	0.179833333333333
ARMC3	1.55175
NDUFV3	-0.377166666666667
BTBD3	-0.591333333333333
PPP1R2	-0.40375
UBE2NL	-0.598
FOSL2	1.15621428571429
FAM119A	-0.399333333333333
TUBA4A	-0.3218
KRTAP12-1	-0.116
SFRS2	-0.916
RHPN1	-0.2383
EEF2	-0.196
ZDHHC11	-2.02216666666667
EPHA3	-1.1821
RBM12	-0.09725
H2AFJ	0.888083333333333
EDIL3	1.2305
KIF26A	-1.06825
SERGEF	0.00425
B3GALT4	2.522
LOC90925	3.65566666666667
OSCAR	0.493125
NPFF	-0.286
DEDD	0.380125
TMEM155	-1.090125
PTPN1	-0.108
SCYL2	-0.224
SKAP1	3.80275
LEAP2	-2.0455
GADD45G	3.4371
IFITM3	1.1655
PILRB	-1.23383333333333
SLU7	0.20975
DSC3	0.305
DNMT3L	-1.688
PAPD5	-0.66325
B3GNT3	-0.0141666666666667
LHCGR	-0.2855
MSL-1	-0.0315
UBE2S	-1.359
SAP130	-0.37425
ANAPC11	0.72575
MAGED4B	-1.938
ATP6V1B2	0.621166666666667
C14orf179	0.998
CAPZA1	-0.106
CDYL2	-0.4325
GLRX3	-1.1055
LOC136288	-1.091
MOBKL1A	0.49475
HTR2B	4.64525
CRYGD	-0.292
NUS1	-0.857166666666667
PGRMC1	-0.331
MYOM2	-0.67275
FLJ39653	-1.47933333333333
CHM	-0.0211
OR5M8	-0.0155
ZNF619	0.447
FAM105A	3.37125
CCNL1	-1.494875
NAP1L3	0.43475
C10orf57	1.8065
B3GALNT1	0.9945
CSN1S2A	-0.336
TCP10L	0.56675
GDAP2	0.01575
DMKN	0.766666666666667
COX6B1	0.2005
DNASE2	1.13533333333333
MSH5	-2.26575
LGMN	0.0515
USP31	-0.6314
OR13C8	0.093
SDCBP	-0.0924
NUDT11	-2.0985
PYGL	-0.922
SNPH	-0.711166666666667
B3GNT4	-0.743
MIZF	-0.6802
NUBPL	-0.041625
NOD1	0.0718333333333333
CDH22	0.670125
NUBP1	0.295833333333333
DSCAM	-3.1095
DGKI	-0.282
FAM136A	-0.85075
AKAP1	0.087
SLC16A6	-0.57425
RIN3	1.144
PSG2	-0.72725
DIP2B	0.2935
PSORS1C1	-0.865
KIAA0495	-0.877
FLJ90709	-0.378833333333333
LPA	-0.7505
PIGA	-0.311
LY75	3.40966666666667
UTS2	-5.05933333333333
RREB1	-0.01075
GALNACT-2	0.3102
MGC3196	-0.4075
FLJ31568	0.05625
LPHN1	-0.8695
SP1	0.77375
TOX4	0.821666666666667
HSPA9	-0.6033
APOBEC1	-0.0845
SLC35E4	-1.4365
LSM5	-1.152
SURF1	0.81325
ZBTB1	0.13075
GTF2F1	0.215
RPS15A	0.1635
DUSP21	-1.0295
GINS4	-2.823
MYO15A	0.957166666666667
GIMAP7	4.9985
MGC13379	0.83825
ATP6V1E2	-0.748833333333333
UTP3	-0.05225
HNRPA3	-0.508375
MT4	0.652
C14orf155	0.217666666666667
U1SNRNPBP	0.47875
CKLF	-0.476833333333333
PLEKHN1	-1.12383333333333
MBNL1	0.167666666666667
NUP160	-1.498
ACSM2A	-1.88675
LOC129881	0.58275
KIAA1529	-0.4065
FLJ22639	-2.099
HAND1	-1.048
GSX1	0.547
FGA	-4.7214
SERPINB1	0.00575
ZNF642	0.40075
IGFBP1	-7.338875
SLC1A1	-1.0215
DHX57	-0.214625
ZNF766	0.3905
PTPN21	-0.1
GDPD3	-1.89966666666667
PNPLA5	0.3
TBR1	0.3338
FAM116A	0.022
IQGAP1	1.02475
FOS	2.76475
ZNF226	0.517375
FIGNL1	-0.538666666666667
C14orf1	0.208333333333333
ZMYND17	-1.7875
PUS7	-1.50266666666667
TUBB6	-1.063125
KCNQ2	-1.39575
MARCH6	-0.271583333333333
CCDC33	0.3475
PRODH	-0.99275
RBM11	1.9465
EPHA6	-0.08625
SLC43A1	0.807
LOC196541	0.592571428571429
NTN1	0.717083333333333
ING4	0.6445
PCDHB10	0.4615
DPH2	-0.927
SPACA4	-0.5635
FBXL21	-4.341
DIAPH1	-0.7705
ZNF71	0.370833333333333
CEP76	-0.5405
CORO1A	0.82325
RRM2	-2.670625
EDG4	1.05625
OS9	0.644166666666667
SLC4A1AP	-0.371
COG5	-0.43375
COPS8	-0.36325
NGLY1	-0.77775
NCBP2	-0.60825
C17orf42	-0.265333333333333
GPSM3	1.4775
SIL1	1.342
ASB6	-0.25575
SMAD5OS	0.587833333333333
UNC93A	-3.091625
A1BG	-0.445
C21orf62	0.7275
FMO5	2.11508333333333
ATRIP	0.5535
CEBPG	0.03
C7orf38	0.176166666666667
TNFRSF1B	1.5595
CLEC1A	1.89016666666667
IQSEC1	0.2945
PATZ1	1.3418
RBM22	0.49425
BAG2	-2.44916666666667
PAQR5	-2.0555
C9orf127	0.8311
THNSL1	0.3965
SHROOM3	2.7927
JAM2	2.0485
SNRPN	-2.39
ALX4	0.8845
CACNA1S	-0.2755
FAM130A1	0.6185
CORIN	2.7455
CD300LB	0.887
PLEKHG6	1.083
LRRC40	-0.877
PCLKC	-1.6105
PCDHB16	0.903333333333333
WNT2B	0.534
ASNS	-2.401
MRPL49	-0.07425
FLJ46111	-1.42725
ISG20	0.66825
SMU1	-0.0558333333333333
CASZ1	0.1755
POLR1D	-0.510083333333333
GIN1	-0.13225
SNAG1	0.1385
ANKRD29	-0.2875
CDKN2AIP	0.08475
KRR1	-0.19625
CXCL1	-2.48733333333333
EPM2A	-0.1079
PC	-0.0846666666666667
DEFB127	null
PDZRN4	0.997
FAH	0.874875
OR51E1	1.0725
CDC2L6	-0.192333333333333
DNTTIP1	-0.39775
PAX8	-0.52775
TMEM116	0.04
C1orf150	0.102
PRO2012	-0.2515
MRPL40	-0.274166666666667
BEX1	-3.2964
SLC2A4	0.266
PKMYT1	-1.58375
FEZF2	0.0255
SLC26A9	-0.25625
MAP2	0.984666666666667
LYL1	-0.28375
SLC25A19	-0.602666666666667
NOS3	0.316
ZNF34	0.577
TMPRSS11F	-1.2965
FAM43A	0.35075
FCRL4	0.404833333333333
KLF14	-0.02625
FLRT2	0.437666666666667
WRN	-1.16825
SDF2	0.9052
KRT8P12	-1.0985
C6orf195	0.152
C9orf125	-0.932333333333333
DZIP3	-0.123125
RIT1	0.0876666666666667
SCML1	-2.69866666666667
RHBDF2	0.45875
OR2G3	0.285
REXO1L1	0.1645
MAP3K7IP3	-0.572125
C3orf57	-3.8715
FBXW11	-0.730833333333333
ETAA1	-0.35675
C14orf131	-0.3376
AKT1S1	-0.315
SLC12A5	-0.588625
C9orf164	1.55625
NRIP3	-0.955375
NOS1AP	0.973
TMEM121	0.80925
SAP30BP	0.173
DGCR6	0.9385
WDR76	-0.67225
FAM82B	-0.486833333333333
LOC606495	-0.054
MAP9	1.85266666666667
BCDIN3D	1.32975
CXorf36	4.00433333333333
DSCR3	-0.4359
ZFAND3	-0.162125
C7orf43	0.137666666666667
SPSB3	0.4916
C19orf19	0.63225
FAM133A	-2.32725
C12orf25	-0.35875
SLC39A3	-0.497125
DISP2	1.9305
PI4KAP2	-2.037
MKRN3	-1.5305
ADAMTS13	-0.73825
CBLN3	0.7865
TTYH1	-0.0798333333333333
C3orf18	1.0565
FLJ13236	-1.197
ZMYND12	3.30425
C18orf25	0.381125
GLB1L3	-1.507
ATP13A5	3.1285
RANBP10	-0.5025
CD96	0.024
DENND1C	1.15775
RBMS3	1.9077
SLC41A3	0.707166666666667
DGCR6L	0.9575
TMEM128	0.801166666666667
CSNK1G3	-0.130285714285714
MOBKL2C	1.62475
TSPAN6	0.183875
MATN2	0.4296
MSL2L1	0.756
ST6GALNAC2	2.0575
FGFBP2	1.701375
FGL1	-6.22733333333333
MPP3	-1.47516666666667
ARHGEF6	1.4495
TGFBR2	1.1915
ACMSD	-0.792333333333333
IL33	4.97375
C9orf5	0.457916666666667
DEAF1	0.1151
AMN	1.072
DEFA6	-0.180875
RNF212	-1.33925
METT5D1	0.444166666666667
CIB1	0.8337
TSSK1B	-0.00850000000000004
KIAA1727	0.63675
ZNF680	0.194416666666667
LOC399900	-1.6665
LOC152217	-0.278416666666667
CTNNAL1	-1.7755
CIT	-1.88425
TLE6	1.50375
ZNF607	-0.9415
HERC4	-1.23516666666667
DRAP1	-0.3987
PEMT	-0.16975
C10orf111	0.392
ZNF575	1.65525
KCTD7	-0.549
MYO1F	1.057375
LOC285382	0.06225
RAB11A	0.6403
PLCD3	-0.758
C15orf28	-0.7625
PTBP2	-0.802625
CTB-1048E9.5	-0.24775
C19orf60	-0.1465
C7orf25	-0.115
SETD7	0.881625
HOXB9	-4.5765
VANGL1	0.48175
CHAF1B	-1.4115
NDUFA3	0.2275
KIAA1328	0.409166666666667
SHARPIN	0.15125
TTC23	-0.90775
UGP2	0.574416666666667
ANKIB1	-0.3097
CIRBP	1.80857142857143
SEC14L4	-3.05016666666667
OVCH1	0.268333333333333
VPS52	-0.75775
FAT	-1.04375
M6PRBP1	0.12675
GPRIN3	1.2305
PPM1F	-0.937166666666667
TSR1	-1.20375
CCDC85A	2.4185
PCSK5	2.648
ZFHX3	0.0395
HEMK1	-0.1981
PGBD2	0.26275
RSRC2	-0.205333333333333
AURKC	-1.147
SCRIB	-0.28675
ORM2	-4.18333333333333
FAM115A	0.1524
FZD6	-1.117
UNC119	0.306666666666667
GPX3	0.9072
NOV	0.61075
CABC1	0.693375
CDC42SE2	0.354125
EIF2S2	-1.1195
RNF130	1.630625
CKAP5	-0.819833333333333
RP11-413M3.2	0.946125
C10orf18	0.3754
TMEM93	-0.871
DYX1C1	1.2455
KCNMB2	-0.743
ANK3	1.62216666666667
KRT5	0.6511
CDH12	-1.752
QRSL1	-1.176875
JUB	-1.38875
SHC4	-2.049
CCL15	2.074
CCDC22	0.47275
SNX24	0.2905
RARS	-0.751
MORC2	0.073
FAM48A	-0.58325
MT1H	-1.4505
PPP1R14C	-2.53183333333333
FOXD1	-2.07171428571429
C1orf213	-1.7755
AMT	-1.8005
DSN1	-0.8225
PTPLAD2	4.3745
DIS3L	-0.2115
RASL11A	2.89425
GPRC5B	0.32175
FRMD7	0.9965
STRN4	0.00475
KITLG	2.51140909090909
HDGF	-0.69925
OR1S1	-0.5035
SETX	-0.162
DDR2	0.863
KCTD12	3.027
LYZL2	-1.01125
WDR52	-0.22
TMEM2	-0.576375
ZNF579	1.09683333333333
LOC200810	0.27525
TNFSF9	-1.924125
PPFIA4	-3.85625
CNIH3	-0.0383333333333333
MAP4K4	-1.41807142857143
ROD1	-0.531285714285714
ALS2CR12	-0.922
DOCK3	-1.58283333333333
PAQR9	-4.42325
ASB17	0.218833333333333
STX16	-1.90625
FEZ2	0.207333333333333
DLAT	-0.678333333333333
KIF21B	-1.16116666666667
CDC5L	-1.055
TMEM119	2.82483333333333
CRIP3	-1.7525
TPSD1	1.20433333333333
TEPP	0.9385
GNGT2	1.70775
C21orf121	-0.3795
WNK1	-0.137
FLJ10490	1.0793
OR51B5	-2.0375
LOC203547	-0.74475
HAS1	-0.1175
PPA1	-0.532833333333333
ST7	0.258375
C11orf46	0.6428
POPDC3	-4.26566666666667
ACOX2	0.0571666666666667
ATCAY	-0.273
TM4SF19	-1.93475
MFSD9	-0.424666666666667
PDHB	-0.15225
ERN1	0.12025
LCE3C	0.265
GPR111	-0.08
NOTCH3	1.9685
ADAMTS5	3.46925
B3GALT1	-1.4405
UGCGL1	-0.525666666666667
FAM58A	0.312166666666667
FBXO32	1.6015
CLPP	0.00724999999999999
NXPH1	-1.01175
MTMR3	0.8825
ATP1B3	-1.341375
TMEM16A	3.877
HIST1H3F	-0.335166666666667
TRIM25	-0.503166666666667
SDCBP2	0.3645
CRKL	-1.065625
HOXB2	2.77733333333333
ANP32B	-0.6535
GATM	3.722
AP4E1	-0.385
EDG5	0.476625
CDKN3	-1.99133333333333
CDH4	-2.666
PGD	-0.815166666666667
RND1	0.5385
GAD1	-3.0642
MPG	0.39925
LOC440350	-1.0575
ZNF133	-0.2735
SERPINB12	-0.09
AMELY	0.463166666666667
DHX36	-0.761
TNFAIP8L2	3.96183333333333
PHTF2	-0.928666666666667
CCDC112	-0.874833333333333
IQCC	-0.261
HEYL	3.54266666666667
FTSJ2	-0.479166666666667
APPL1	0.74075
RAB43	0.297857142857143
OR10G2	-0.029
WAC	0.366
ADCY9	0.60675
RUNDC2B	0.132666666666667
PYCRL	0.5011
AGPAT7	-0.619333333333333
SLC22A9	-2.13066666666667
CDKAL1	-0.492
PDYN	-0.7976
C20orf74	-0.09075
MTMR11	0.35025
VAV3	3.43741666666667
DAPL1	3.24175
STXBP3	0.4115
EIF3G	0.24275
ARHGAP22	-0.61225
NPFFR1	-0.0455
NPC1	-0.5215
ALDH9A1	1.27216666666667
ZNF600	-0.017
ZNF678	0.018
RASSF1	0.222
ADD2	-2.847125
PITPNB	-0.474
PKD2L2	0.578666666666667
LRP11	-0.609
CDKL1	0.53375
SMEK2	0.0845
PRODH2	-3.01733333333333
C11orf54	0.343166666666667
SFRS11	-0.8165
IL7	1.142
ALS2CR16	0.711
BTG3	-0.700833333333333
PAK2	-0.545111111111111
RP11-679B17.1	-0.1305
GATA4	-1.557
ATP2B1	-0.728
LOC130940	1.399
C1orf172	2.365
ATF7IP2	-1.78
SLC25A43	-1.15566666666667
CENTG3	0.186583333333333
IGF2BP1	-3.9242
FCHSD1	0.6
CAMK2N2	1.52016666666667
ELAVL3	0.1185
NBPF15	-1.11083333333333
UBE2J2	0.224916666666667
GNL2	-0.9185
PRR3	-0.2442
NLF2	1.88
OR4F6	0.026
KLHL24	0.91
CCDC88A	-1.6881
SGPP1	-0.750166666666667
C10orf11	1.41933333333333
SLC35B4	-1.285
UGT3A2	-0.8835
ARNT2	1.6522
CBR1	-1.00625
ITPR3	-1.31733333333333
TRAPPC6B	-0.5432
AMZ1	-0.45
ARP11	1.0615
WDSUB1	0.55525
APBA1	0.796166666666667
RAB2A	0.4211
C6orf162	-0.237
HPSE2	0.6045
PLCE1	-0.82875
INSL3	1.2935
DLG1	-0.5448
PTPLA	-3.5475
PIGX	0.109
TFIP11	0.319
FIBIN	3.271
POLR2G	-0.34775
GRAP2	-0.8311
DNAJB8	-0.293
CNBP	0.853333333333333
WASF1	-2.18275
INPP5E	-1.4064
HSPB1	-0.671375
TMEM167	-0.438
CUBN	0.1045
IGF1	5.2826875
ITPK1	0.2149
NAALAD2	-0.897714285714286
G3BP1	-0.3085
NT5DC1	0.412125
CYP39A1	0.405
TMEM139	0.472166666666667
POLK	-0.6396
GLULD1	-0.86425
RBM15	-1.00183333333333
AMZ2	0.0935
GDF15	-1.37083333333333
MESDC2	0.06275
INCA	1.04183333333333
ACY1L2	-1.539
GZMM	0.534333333333333
PAIP1	-0.2595
CACNA2D1	-1.5515
STK32C	-0.400833333333333
SH3BP4	1.09383333333333
DEC1	-0.28
PADI1	-0.017
UBB	0.0874
PON3	1.09033333333333
PROP1	0.797
ANKRD13B	-0.577
ADCK1	-0.79025
TCF25	-0.233666666666667
SLC38A5	-2.1945
CXorf26	-0.302166666666667
C19orf39	0.29075
PPP1R13B	0.85475
ARL2	-0.5655
TCL6	0.0326666666666667
TOP3A	-0.586
SLC16A14	-0.00925
FXYD6	2.10833333333333
HIST1H4E	-1.0155
BBC3	0.619368421052632
UNC5A	0.441666666666667
FAM86C	-0.2911
PI4KB	0.56875
B3GAT1	-2.2505
SUSD2	1.526
OAZ2	-0.0156666666666667
NOC4L	-0.26325
C10orf12	-0.31975
FADS1	-2.31033333333333
LOC144097	-0.833
DKK2	2.3325
KIAA1949	0.22575
RHOT1	-0.0644
OXT	1.567
GPR153	1.40825
ARL4A	0.08
SAAL1	-1.36975
CCDC64	-0.0445
USE1	-0.117833333333333
HNMT	1.61666666666667
PCGF3	-0.212625
CYP2C19	0.256666666666667
C20orf4	0.293
CCDC11	0.94975
ACSBG2	-0.4075
RWDD2A	1.21
PALLD	2.32925
CPLX4	0.6475
LOC492311	1.02525
KPNA2	-1.73666666666667
MACROD1	-0.3229
TMCO3	-0.779833333333333
C15orf52	-0.132666666666667
BIRC5	-1.37406666666667
PRR16	-0.1135
FAM63B	0.533875
KATNB1	-0.9265
WNT8B	0.819
CPLX3	0.271
GHR	3.760125
CCDC124	-0.66475
BCLAF1	-0.678875
GOLGA3	0.5208
