Hybridization REF	TCGA-BH-A0GZ-01A-11R-A056-07
SMARCD1	-0.353833333333333
ZFP106	-0.3865
ZNF347	0.0221
GTF2E1	0.40275
RY1	-0.249166666666667
ATAD2B	0.55275
ARHGAP17	-0.1896
KCNIP3	-0.17625
SFPQ	-0.1595
GFRA4	1.53175
AKR1B10	-2.197375
TIGD6	1.3825
RGS16	2.0635
URB1	-0.449666666666667
OR4C46	0.296666666666667
TOP3B	-1.23325
NFATC4	1.154
CA14	-1.488
BMPR1A	-0.6525
SNRP70	-0.98675
PRL	-0.156833333333333
C6orf130	-0.4895
STAG2	0.71375
CD55	-0.5935
RPS23	-0.262833333333333
SSX2	-1.7616
FDPSL2A	-1.5615
FBXO27	1.142125
SYNGR3	-1.99366666666667
TMSL3	1.957
EML1	-0.2515
NUP93	-0.94075
SMAD3	-0.0864
KIAA1189	1.65766666666667
HNRPUL2	0.338833333333333
TBC1D12	1.43933333333333
C16orf24	1.27125
MRVI1	3.1215
ZNF581	-1.06683333333333
ELOVL3	-0.336
OR51Q1	0.37625
CACNB3	1.6995
GALNT13	-0.12075
C10orf84	0.7319375
NEDD4	0.0088
SPO11	1.138
OR5AU1	0.237
NEK4	0.841285714285714
PRKAR2A	-0.568666666666667
IHPK1	-0.916666666666667
ATP6V0B	-0.79175
CACNA1E	1.629
CEACAM8	0.7326
PEX14	-0.231
FLJ12993	2.292
ZBTB38	0.932166666666667
PCTK2	0.202166666666667
LRRC16	0.0963
FBLIM1	1.07533333333333
FYCO1	1.9915
RP5-1022P6.2	-0.361083333333333
CMTM1	0.924833333333333
PLTP	-0.631833333333333
RAPH1	1.639375
DOCK8	0.291875
EZH2	-1.40693333333333
SLC25A1	-0.6215
PLEKHB1	1.0001
GRB7	0.4977
ZFP37	-1.16325
MRPL33	-0.39275
PELO	-0.9135
ARMC1	0.140272727272727
C9orf27	0.466
FLJ25778	0.325
C9orf37	-1.62833333333333
TMEM66	-0.70975
SPRN	0.37575
HBEGF	-0.192125
PI4KA	-1.327
LEPRE1	-0.05775
POU2AF1	-3.297375
MRPL12	-0.223
REP15	-2.1855
ZC3H3	0.671
RASAL1	-2.286
DDAH1	1.044625
ACBD5	1.638
TMC2	-1.266
CCDC137	-0.25775
SAMD13	0.859833333333333
UGT2B15	-3.31616666666667
TIPARP	-1.0885
DNASE1L3	0.36475
TRIM72	-0.485
DBX2	0.16725
IPO8	0.148
C21orf88	0.3669
MAP3K14	0.0225
LOC51233	0.833833333333333
GGTLA4	0.6365
PDE6D	0.274
ZNF117	0.9435
CLK2	-1.624125
NKRF	-0.7505
TNFSF15	-0.266
DUSP2	-1.42125
SECISBP2	-0.1275
GABRR2	0.2425
PPAP2C	-0.6895
LOC51145	-0.164
PAG1	-0.6465
PIK3C3	0.0265
GNG10	-1.1295
APOL4	-0.0286666666666667
ANKRD28	-0.548625
STMN3	0.467
RAB14	0.0457
CDK2AP2	0.987
HDDC3	-0.200375
COMMD7	-0.076625
CXXC1	-1.058
HMCN1	1.03366666666667
CD40	0.04125
DYNC1LI2	0.8193125
GDI1	0.8695
LOC646938	-0.21125
VSNL1	-1.67666666666667
PIH1D1	-0.419333333333333
RAET1G	1.479
KRTAP5-9	-0.1555
EFTUD2	-0.183
ZNF311	0.543
ATP6V1G3	0.157
OR2W3	-2.11533333333333
SCN4A	0.33525
MED10	-0.440625
FAM135A	-1.1205
ARHGAP4	-0.751
EHMT2	-0.645
UFD1L	-0.98475
ERMP1	0.566
MAG1	-2.04666666666667
THAP8	0.363166666666667
HACE1	-0.195166666666667
FAM82C	0.638833333333333
C3orf20	-1.462
UNC84A	-0.596166666666667
SCD5	-0.357928571428571
LASS6	2.546
LSG1	0.773583333333333
MAL	-6.0635
GPR22	-0.0965
WDR5B	1.282
ACTRT1	-0.277
C17orf60	-0.577166666666667
GRIN2C	0.2735
ARMC8	0.02625
SLC47A1	-0.555666666666667
DMPK	0.679
DHRS13	-1.06466666666667
SMC1A	-0.331833333333333
KRTAP17-1	0.20375
SMYD5	0.062
TUSC2	0.914625
CRHR2	0.323
KIR3DL2	-1.277
CCDC104	0.611
ATP2C1	0.609625
CROT	0.95675
PABPC3	-0.968333333333333
EGR1	-0.1155
THSD1	0.803
KHK	-1.92075
SLC12A2	2.2338125
CD58	-1.4835
STOX2	-0.443666666666667
CCDC76	-1.0208
CCDC48	5.50975
DNAH1	-0.415
ZIC4	-0.332125
OR1G1	0.98
PSMC6	-0.548333333333333
PROKR1	0.089
ABCB1	-0.533625
TRAT1	-2.171
LLGL1	0.3505
MTF1	1.28075
USP54	1.253625
PAGE2B	-0.947
ITGB7	-3.4725
CCDC81	-1.116
LOC149837	1.18875
SCUBE1	0.0925
ZSCAN10	1.4885
HUWE1	0.284928571428571
CDH17	-0.204
CD180	-0.40325
IL17A	0.07625
TMPO	-1.5075
KIAA1524	-1.423
HDGFRP3	0.640833333333333
OXCT1	-1.94045454545455
RRAS2	-1.04633333333333
LTBP2	2.1710625
SV2B	0.91
CYP2A6	0.29975
PKD1L2	-0.313333333333333
PPM1M	0.6825
FLJ22662	0.830333333333333
ZNF502	1.37075
GP6	-1.125
CRYBA2	0.0135
LEF1	-2.0604
CTPS	-3.61542857142857
EYA1	-3.2265
EPS8L1	1.421
MAPK14	-0.604583333333333
SERPINB2	-5.080625
GTF2F2	-0.671833333333333
ZNHIT4	-0.017
PLA1A	2.096
C20orf114	4.19775
HPR	-4.6735
C18orf2	-2.92816666666667
SATB2	-2.1085
KCNJ9	0.21875
MGC157906	0.462
MOCS3	-0.67125
C17orf71	-0.985833333333333
PPHLN1	0.9029
HIST1H2BN	-1.269875
RAPGEF1	-0.660125
MAP3K8	1.5135
DLG4	0.444833333333333
STC1	1.928
CDGAP	1.61325
DDX26B	-1.605
LOC150223	-1.792
CPSF3	-0.384
TMEM14A	0.524
MYH3	-2.101
GPKOW	-0.46175
SULT1A1	1.08783333333333
SPON1	4.1655
YY1AP1	0.777333333333333
RAB23	0.9465
PLA2G4A	-4.73275
MAPRE3	0.0555
ZNF516	1.47392857142857
GGPS1	1.0215
EXOC3L2	-0.067625
C19orf42	0.4543
MAP2K2	-0.317333333333333
HIST1H2BB	-0.90425
RNF19B	0.384166666666667
C6orf128	1.3635
TLR8	2.0115
PCDHA9	1.5215
CARS2	-0.90525
CLUL1	3.46966666666667
RHAG	-4.79616666666667
UNK	0.443
EXOC8	1.1538
C9orf95	0.63675
C14orf143	1.868
MAML3	-0.316166666666667
LDHA	-2.604
MRPL20	-0.180625
KLHDC6	0.35
ATP5S	0.776166666666667
C8orf55	-0.319
PHF19	-2.919125
KRTAP13-4	-0.1155
TTC5	-1.02075
XKR5	-0.1865
SILV	-4.775
TEX28	-0.418
TCTN1	1.31825
CX40.1	-0.0415
PPP2R5C	0.291125
C12orf30	-1.34883333333333
CAPG	2.5565
MPZL1	0.65805
ARSB	-1.60266666666667
TDH	-1.8105
WASF4	1.0655
TSSK3	-1.1855
7A5	1.3655
CRISPLD1	3.262875
MAD1L1	-0.196
SPIN4	-0.604333333333333
AMPD1	-0.464
DPYSL5	-0.045
INPP1	-0.270333333333333
ANKRD11	0.3995
NPAS4	-0.093125
GCET2	-0.4388
RNASE9	1
GUCY2D	0.122
CCDC98	-0.38375
FGF4	-0.831625
CPM	-0.607833333333333
SLC26A4	0.537333333333333
PLD5	0.1845
FAM59A	0.1659
FBXO5	-1.67866666666667
SIPA1L1	1.515125
DPYS	-0.144
ATG4D	-0.522
TGM3	3.3965
MTCH1	-0.71975
HK1	0.721571428571428
CDC26	-1.061875
GALNT12	-2.87266666666667
LOC339229	0.282
MRPL35	0.395625
ORC4L	0.722375
TNKS	0.7275
C2orf24	-0.196333333333333
ZNF553	0.078
GGTLA1	2.6563
ZNF497	0.028
CDY1B	0.9915
SLC30A4	1.316875
TUB	0.15825
ARHGEF18	0.436
ARRB1	0.41175
KCNK1	1.983125
EREG	-3.3426
SCAMP5	1.3045
RUNDC3B	2.41575
ADAMTS20	-0.285
IL17RB	0.203
FLJ20323	-1.40525
MCAM	0.27775
POLR3E	-2.13591666666667
AQR	0.845
IPMK	1.1705
CDCA7	-4.489375
CAMP	0.2125
GRHL3	1.493
ADAMTSL2	1.3105
CLMN	1.9785
SSTR3	0.092
MAGEA5	-2.69316666666667
OVOL2	3.59975
JMJD1B	0.37975
RBL2	0.6388
PYGO2	1.12025
PPP1R10	0.7895
CSE1L	-1.19966666666667
LCA5	1.959
RDH16	-0.606
ASRGL1	-3.035
TOM1	0.2955
PTX3	-6.86825
TTC15	0.53
SCGB3A1	3.84
MRPL50	-0.06525
RCAN3	1.22825
SLC26A11	0.825
STYX	-0.251833333333333
CINP	0.4095
MARCH7	-0.81575
PFKM	-0.786
SGMS1	1.26266666666667
RIOK3	0.3611
C1orf110	-0.25
CES7	-0.210714285714286
LOC440248	-1.88175
PPP1R12C	-1.0105
C10orf27	0.9105
ATG9A	-0.88725
MRPS26	1.064875
TMEM40	-0.22275
ELP3	-0.0257
ZNF787	0.8792
HIAT1	-1.098625
C8orf34	0.800666666666667
MGC4655	0.1783
PELI1	0.737833333333333
PPT1	-0.8244
SLC35C2	-1.70716666666667
C6orf125	0.2605
MUC4	-2.1185
RFC4	-2.141
GNB2	0.5805
NUP50	-0.339428571428571
SULT4A1	-2.04816666666667
C7	1.642375
CCDC130	-0.188833333333333
ARRDC4	0.146
RQCD1	-0.80725
GLYCTK	-1.8695
AYTL2	-1.20945454545455
MTUS1	2.0333
LEMD3	0.147
PLEKHF2	0.317
HOXA7	0.327625
GTF3C2	-1.897
DYNLRB2	5.03625
CNOT10	0.2005
MR1	0.546666666666667
FFAR1	-0.316
PRIC285	-0.15925
SLITRK6	4.34475
LIX1	-2.6228
UBE1L2	-0.821666666666667
F8	2.317
ACHE	0.386666666666667
KPNA5	-0.506
TNFRSF12A	-1.34083333333333
EGR3	-0.5705
SERPIND1	-3.82783333333333
OASL	0.99175
IFRD1	-2.25225
WDFY1	0.128
ZNF267	-0.85325
ACCN5	-0.5185
ZBTB6	-1.02975
PPP1R3A	0.5545
PRRT3	1.8485
FBXL19	-0.334
TXNIP	0.787285714285714
ACTN2	2.9175
ATG9B	-0.991625
C9orf117	-0.084625
IL27	0.9055
RPL36AL	0.0225
KLK15	-0.19025
CHAD	1.662
RAP2B	-0.4358
HEBP2	1.8995
ZNF342	0.2525
CAMK2G	0.2145
TLR3	0.06875
FGF14	0.218
HMGB2	-2.031125
TRPM5	-0.105333333333333
OR5M11	-0.3905
KIF3B	0.911684210526316
PRICKLE2	2.10425
MTMR9	0.6615
C3orf27	0.08
GLRA3	-2.6235
NSDHL	-0.267
TMEM32	-1.3285
POLR2D	-1.31008333333333
MYADML	-0.259
C9orf114	-1.36125
MRGPRX1	0.523
TOPORS	1.06525
CLDN19	-0.932666666666667
C1QL4	0.066
RNF165	-0.24
DHRS9	-0.0455
DNAH2	1.29233333333333
FXR1	-0.543
ZMYM3	-0.712125
CASP3	0.280666666666667
FAM120C	-0.57875
SCLY	-1.1605
CA7	-0.489
ENTPD5	0.7155
ZNF461	-0.27375
PDIA5	-0.51975
C1orf19	0.316333333333333
TMEM67	0.11225
KCTD20	-0.2575
WDR47	0.622
FLJ38723	-0.315
KLRF1	0.317666666666667
TAS2R16	-0.2515
CLDN12	-0.33975
PRKCE	1.03925
UBXD4	-1.34525
ITGAM	1.96283333333333
GLT8D3	-0.342375
WDR31	0.4551
RGS2	-0.783
OR51L1	1.0415
MST1R	1.10475
KIAA1737	0.68075
OR4A5	1.218
GLIS1	-0.503666666666667
PTMA	0.408857142857143
NAPA	1.861
PRDM11	-0.6195
LIPF	1.448
DIRAS3	0.781
ASGR2	-4.754125
C1QTNF4	1.08675
PIK3R4	0.220666666666667
ARMC3	5.03
NDUFV3	0.117333333333333
BTBD3	-0.683166666666667
PPP1R2	0.759333333333333
UBE2NL	-0.454
FOSL2	1.37007142857143
FAM119A	-1.6565
TUBA4A	-0.2568
KRTAP12-1	0.05425
SFRS2	-0.6955
RHPN1	0.7178
EEF2	-0.591333333333333
ZDHHC11	0.527833333333333
EPHA3	-1.1183
RBM12	0.09475
H2AFJ	1.3035
EDIL3	4.0945
KIF26A	-1.2205
SERGEF	0.88625
B3GALT4	3.0145
LOC90925	0.8635
OSCAR	-0.305625
NPFF	-0.463625
DEDD	0.47625
TMEM155	-0.918285714285714
PTPN1	0.8845
SCYL2	0.316333333333333
SKAP1	3.59875
LEAP2	-3.17016666666667
GADD45G	0.967
IFITM3	0.665375
PILRB	-0.953833333333333
SLU7	0.3398125
DSC3	1.1675
DNMT3L	-1.955
PAPD5	1.5585
B3GNT3	-1.857
LHCGR	-0.112
MSL-1	0.28125
UBE2S	-1.898875
SAP130	-0.24975
ANAPC11	0.79075
MAGED4B	0.542
ATP6V1B2	0.363666666666667
C14orf179	1.96525
CAPZA1	-0.977625
CDYL2	-0.325333333333333
GLRX3	-1.70516666666667
LOC136288	-0.0225
MOBKL1A	0.14225
HTR2B	3.1305
CRYGD	-0.338166666666667
NUS1	-1.68366666666667
PGRMC1	-0.3375
MYOM2	-1.06525
FLJ39653	-1.24433333333333
CHM	0.8497
OR5M8	0.926
ZNF619	-0.2285
FAM105A	0.473
CCNL1	-1.056125
NAP1L3	0.414
C10orf57	2.707
B3GALNT1	0.845666666666667
CSN1S2A	0.602
TCP10L	1.11925
GDAP2	-0.6935
DMKN	0.128333333333333
COX6B1	0.892
DNASE2	0.585166666666667
MSH5	-2.0955
LGMN	-0.64375
USP31	-1.0414
OR13C8	0.2475
SDCBP	0.4629
NUDT11	-2.03683333333333
PYGL	0.304666666666667
SNPH	1.75716666666667
B3GNT4	-1.7625
MIZF	-1.797
NUBPL	-0.88775
NOD1	-0.656166666666667
CDH22	0.48875
NUBP1	0.426166666666667
DSCAM	-2.702
DGKI	0.3435
FAM136A	-1.04475
AKAP1	0.177
SLC16A6	1.842
RIN3	0.8045
PSG2	-0.535
DIP2B	-0.0095833333333333
PSORS1C1	2.6533
KIAA0495	-1.1205
FLJ90709	-0.325333333333333
LPA	-0.773666666666667
PIGA	-0.981166666666667
LY75	0.450166666666667
UTS2	-6.84166666666667
RREB1	0.154625
GALNACT-2	-0.0184
MGC3196	-0.82975
FLJ31568	-0.3145
LPHN1	-0.344875
SP1	1.10125
TOX4	0.5535
HSPA9	0.4823
APOBEC1	1.765
SLC35E4	-1.20825
LSM5	-0.7075
SURF1	-0.09425
ZBTB1	-0.67175
GTF2F1	-0.1995
RPS15A	-0.800071428571428
DUSP21	0.238
GINS4	-2.2215
MYO15A	1.729
GIMAP7	3.5435
MGC13379	-0.04475
ATP6V1E2	-0.664833333333333
UTP3	-1.18525
HNRPA3	0.12325
MT4	0.011
C14orf155	0.31525
U1SNRNPBP	0.487
CKLF	-0.547
PLEKHN1	0.160166666666667
MBNL1	0.249416666666667
NUP160	-1.84125
ACSM2A	-1.15833333333333
LOC129881	2.6105
KIAA1529	-0.677
FLJ22639	-2.2705
HAND1	-1.74
GSX1	0.1595
FGA	-4.75026666666667
SERPINB1	0.29125
ZNF642	0.83025
IGFBP1	-8.55575
SLC1A1	-0.075125
DHX57	0.174625
ZNF766	0.653
PTPN21	-0.2651
GDPD3	-2.2185
PNPLA5	-0.089
TBR1	0.10175
FAM116A	0.5685
IQGAP1	1.0235
FOS	0.4425
ZNF226	-0.123
FIGNL1	-0.879833333333333
C14orf1	-0.515666666666667
ZMYND17	-0.8395
PUS7	-0.907333333333333
TUBB6	-0.85025
KCNQ2	-1.93275
MARCH6	-0.137833333333333
CCDC33	0.387
PRODH	-0.676
RBM11	2.1225
EPHA6	0.726166666666667
SLC43A1	-1.66175
LOC196541	0.7575
NTN1	1.61658333333333
ING4	0.322
PCDHB10	2.28075
DPH2	-1.5835
SPACA4	0.09825
FBXL21	-5.289
DIAPH1	-0.861666666666667
ZNF71	0.571666666666667
CEP76	-0.6255
CORO1A	-1.56325
RRM2	-3.6355
EDG4	0.13525
OS9	0.1515
SLC4A1AP	0.2975
COG5	-0.04325
COPS8	-0.618
NGLY1	-1.48025
NCBP2	0.29875
C17orf42	-1.1355
GPSM3	0.679875
SIL1	0.542666666666667
ASB6	-1.17675
SMAD5OS	0.5835
UNC93A	-4.3035
A1BG	0.532166666666667
C21orf62	0.0425
FMO5	1.68783333333333
ATRIP	0.318166666666667
CEBPG	0.1745
C7orf38	0.764666666666667
TNFRSF1B	-0.182166666666667
CLEC1A	1.90466666666667
IQSEC1	0.4265
PATZ1	0.8046
RBM22	1.672125
BAG2	-1.7965
PAQR5	-3.1005
C9orf127	0.7941
THNSL1	-0.00675000000000001
SHROOM3	1.4751
JAM2	1.785
SNRPN	-1.73275
ALX4	-0.285
CACNA1S	0.482
FAM130A1	1.5165
CORIN	4.083
CD300LB	0.3555
PLEKHG6	0.984
LRRC40	-1.07125
PCLKC	-1.382
PCDHB16	1.1455
WNT2B	0.713833333333333
ASNS	-2.03944444444444
MRPL49	-0.63275
FLJ46111	0.11425
ISG20	0.143125
SMU1	0.4338
CASZ1	0.1095
POLR1D	-0.0745833333333333
GIN1	-0.18125
SNAG1	0.0813333333333333
ANKRD29	-0.28025
CDKN2AIP	-0.193
KRR1	0.83175
CXCL1	-5.63083333333333
EPM2A	-0.7836
PC	-1.12966666666667
DEFB127	-0.387
PDZRN4	3.183
FAH	0.00650000000000001
OR51E1	1.886
CDC2L6	0.725
DNTTIP1	-0.66025
PAX8	-0.637
TMEM116	0.45275
C1orf150	0.854
PRO2012	-0.10575
MRPL40	-0.683666666666667
BEX1	0.5688
SLC2A4	-0.975333333333333
PKMYT1	-2.01225
FEZF2	-0.390166666666667
SLC26A9	-1.57333333333333
MAP2	0.575363636363636
LYL1	-1.02425
SLC25A19	-1.36816666666667
NOS3	0.1935
ZNF34	0.814666666666667
TMPRSS11F	-0.8265
FAM43A	0.4965
FCRL4	0.444833333333333
KLF14	0.4895
FLRT2	0.443333333333333
WRN	-0.55775
SDF2	0.5862
KRT8P12	0.3595
C6orf195	-0.674
C9orf125	-1.5375
DZIP3	1.40925
RIT1	0.00400000000000001
SCML1	-0.3075
RHBDF2	0.10375
OR2G3	-0.44
REXO1L1	-0.5525
MAP3K7IP3	-0.2505
C3orf57	-6.7445
FBXW11	0.137166666666667
ETAA1	0.076
C14orf131	-0.1152
AKT1S1	-0.514
SLC12A5	0.021875
C9orf164	1.30125
NRIP3	-0.416571428571429
NOS1AP	-0.49375
TMEM121	1.25775
SAP30BP	-0.1425
DGCR6	-0.13
WDR76	-1.153
FAM82B	-0.05825
LOC606495	-0.153
MAP9	2.4515
BCDIN3D	0.20225
CXorf36	4.0275
DSCR3	-0.6416
ZFAND3	1.049375
C7orf43	0.239166666666667
SPSB3	0.2147
C19orf19	0.87975
FAM133A	-1.2625
C12orf25	0.33
SLC39A3	-0.218875
DISP2	2.32625
PI4KAP2	-3.1395
MKRN3	-3.0305
ADAMTS13	-0.63675
CBLN3	0.402
TTYH1	-2.2425
C3orf18	1.47275
FLJ13236	0.07375
ZMYND12	3.915
C18orf25	0.360875
GLB1L3	-2.018
ATP13A5	1.167
RANBP10	0.25375
CD96	-1.6095
DENND1C	-1.2545
RBMS3	0.7121
SLC41A3	0.484833333333333
DGCR6L	-0.27625
TMEM128	0.790166666666667
CSNK1G3	0.251642857142857
MOBKL2C	0.22425
TSPAN6	-1.16425
MATN2	-1.1888
MSL2L1	0.789333333333333
ST6GALNAC2	0.588333333333333
FGFBP2	-1.213875
FGL1	-5.32366666666667
MPP3	-0.604166666666667
ARHGEF6	0.661833333333333
TGFBR2	-0.00537500000000003
ACMSD	2.1135
IL33	3.009
C9orf5	-1.23
DEAF1	-0.2984
AMN	0.899
DEFA6	-0.547875
RNF212	0.04775
METT5D1	0.742166666666667
CIB1	1.457
TSSK1B	1.01
KIAA1727	-0.095
ZNF680	0.840666666666667
LOC399900	-3.3665
LOC152217	-0.290166666666667
CTNNAL1	-2.731
CIT	-1.5155
TLE6	1.97375
ZNF607	-1.0545
HERC4	-1.20366666666667
DRAP1	0.1925
PEMT	0.32375
C10orf111	0.185
ZNF575	1.292
KCTD7	-0.781
MYO1F	0.1195
LOC285382	1.26375
RAB11A	1.2678
PLCD3	-0.8645
C15orf28	-0.58425
PTBP2	-1.502
CTB-1048E9.5	-1.269875
C19orf60	0.169
C7orf25	0.39
SETD7	0.475625
HOXB9	-4.9985
VANGL1	0.326875
CHAF1B	-1.4665
NDUFA3	1.265
KIAA1328	-0.371
SHARPIN	-0.402625
TTC23	-0.57575
UGP2	0.233416666666667
ANKIB1	1.0743
CIRBP	1.428
SEC14L4	-3.35883333333333
OVCH1	-0.355
VPS52	-0.2005
FAT	-0.789375
M6PRBP1	0.49025
GPRIN3	1.8915
PPM1F	-1.484
TSR1	-0.61225
CCDC85A	2.625
PCSK5	2.3675
ZFHX3	1.5935
HEMK1	-0.7961
PGBD2	-0.026
RSRC2	-0.212333333333333
AURKC	-0.8635
SCRIB	0.241625
ORM2	-3.34083333333333
FAM115A	1.5943
FZD6	0.98075
UNC119	0.7025
GPX3	-1.4008
NOV	0.071
CABC1	-0.455375
CDC42SE2	-0.9301875
EIF2S2	-1.2611
RNF130	0.8535
CKAP5	-0.292333333333333
RP11-413M3.2	0.199125
C10orf18	1.7484
TMEM93	0.042
DYX1C1	2.426
KCNMB2	-2.09885714285714
ANK3	2.46808333333333
KRT5	-1.7606
CDH12	-2.15485714285714
QRSL1	-0.33275
JUB	-0.9275
SHC4	-2.50025
CCL15	1.763
CCDC22	-0.13475
SNX24	0.729
RARS	-0.7055
MORC2	0.054625
FAM48A	0.1495
MT1H	-0.2575
PPP1R14C	-2.87633333333333
FOXD1	-2.69364285714286
C1orf213	-3.393
AMT	-2.4409
DSN1	-1.446
PTPLAD2	3.36575
DIS3L	0.645
RASL11A	2.34975
GPRC5B	-0.230125
FRMD7	-0.3325
STRN4	0.33075
KITLG	2.07304545454545
HDGF	0.12525
OR1S1	-0.0625
SETX	0.4502
DDR2	0.680625
KCTD12	1.6865
LYZL2	2.61225
WDR52	0.817
TMEM2	0.5515
ZNF579	1.03
LOC200810	0.98275
TNFSF9	-2.565125
PPFIA4	-3.883
CNIH3	0.471833333333333
MAP4K4	-0.279142857142857
ROD1	0.149571428571429
ALS2CR12	3.66316666666667
DOCK3	0.878
PAQR9	-4.6665
ASB17	0.652
STX16	-1.71325
FEZ2	-0.314833333333333
DLAT	-0.910833333333333
KIF21B	-1.77766666666667
CDC5L	0.4645
TMEM119	1.42166666666667
CRIP3	-3.43375
TPSD1	0.324166666666667
TEPP	0.88375
GNGT2	0.7435
C21orf121	1.20375
WNK1	0.85725
FLJ10490	1.0517
OR51B5	-2.557
LOC203547	-1.02175
HAS1	-1.109
PPA1	-0.334166666666667
ST7	-0.4375
C11orf46	0.2784
POPDC3	-4.30183333333333
ACOX2	-0.181666666666667
ATCAY	-0.387833333333333
TM4SF19	-2.003
MFSD9	-0.2665
PDHB	-0.3965
ERN1	-0.25425
LCE3C	0.1115
GPR111	0.7105
NOTCH3	2.39266666666667
ADAMTS5	3.356
B3GALT1	-0.627
UGCGL1	0.0145
FAM58A	0.503
FBXO32	1.687
CLPP	-0.219
NXPH1	-1.1105
MTMR3	-0.0525
ATP1B3	-0.632875
TMEM16A	3.68375
HIST1H3F	0.605333333333333
TRIM25	-0.5205
SDCBP2	0.602
CRKL	-1.81675
HOXB2	0.537166666666667
ANP32B	-1.61125
GATM	4.521
AP4E1	0.127625
EDG5	0.223125
CDKN3	-2.34366666666667
CDH4	-1.979
PGD	-2.15783333333333
RND1	1.276
GAD1	-2.6418
MPG	0.54175
LOC440350	-0.7245
ZNF133	-0.07975
SERPINB12	1.199
AMELY	0.407
DHX36	-0.6415
TNFAIP8L2	2.55666666666667
PHTF2	-0.2635
CCDC112	0.0213333333333333
IQCC	-1.86275
HEYL	3.224
FTSJ2	-0.490333333333333
APPL1	1.874
RAB43	0.435
OR10G2	0.038
WAC	0.290166666666667
ADCY9	0.0315
RUNDC2B	0.638833333333333
PYCRL	0.6358
AGPAT7	-0.3575
SLC22A9	-1.7855
CDKAL1	-0.813
PDYN	-0.8155
C20orf74	0.45675
MTMR11	1.461
VAV3	2.4735
DAPL1	1.481
STXBP3	0.491
EIF3G	-0.64025
ARHGAP22	-1.721
NPFFR1	0.2375
NPC1	-0.392666666666667
ALDH9A1	2.47966666666667
ZNF600	-0.6625
ZNF678	1.0045
RASSF1	0.204583333333333
ADD2	-2.58875
PITPNB	-0.564
PKD2L2	0.359625
LRP11	0.2155
CDKL1	-0.15125
SMEK2	0.07075
PRODH2	-3.65166666666667
C11orf54	-0.602666666666667
SFRS11	-0.775666666666667
IL7	-0.714833333333333
ALS2CR16	2.633
BTG3	0.245
PAK2	-0.279666666666667
RP11-679B17.1	0.226
GATA4	-2.33966666666667
ATP2B1	-0.488
LOC130940	1.5235
C1orf172	1.429
ATF7IP2	0.204
SLC25A43	-0.364833333333333
CENTG3	-0.348
IGF2BP1	-4.1148
FCHSD1	0.1575
CAMK2N2	1.54766666666667
ELAVL3	-0.4108
NBPF15	0.0745
UBE2J2	-0.575916666666667
GNL2	-1.269
PRR3	-0.2642
NLF2	1.64975
OR4F6	0.5285
KLHL24	1.006
CCDC88A	-1.1853
SGPP1	-1.51383333333333
C10orf11	1.82466666666667
SLC35B4	-1.52866666666667
UGT3A2	-2.987
ARNT2	1.7761
CBR1	-0.767125
ITPR3	-1.288
TRAPPC6B	-0.1062
AMZ1	1.946
ARP11	1.0335
WDSUB1	-0.42825
APBA1	0.4375
RAB2A	0.6919
C6orf162	-0.144625
HPSE2	-0.239
PLCE1	-1.025
INSL3	-0.1475
DLG1	0.4136
PTPLA	-4.25975
PIGX	0.105125
TFIP11	-0.0301666666666667
FIBIN	3.362
POLR2G	-1.08075
GRAP2	-2.4293
DNAJB8	-0.60125
CNBP	0.5305
WASF1	0.5455
INPP5E	-1.5551
HSPB1	1.97925
TMEM167	-0.2814
CUBN	0.164
IGF1	3.3949375
ITPK1	0.2577
NAALAD2	-1.22485714285714
G3BP1	0.4936
NT5DC1	1.131125
CYP39A1	0.154
TMEM139	2.06325
POLK	0.506
GLULD1	-0.431
RBM15	-1.76916666666667
AMZ2	0.6255
GDF15	-1.488
MESDC2	-0.67025
INCA	-0.673
ACY1L2	-0.2145
GZMM	-1.03666666666667
PAIP1	0.363
CACNA2D1	-0.23125
STK32C	-1.29583333333333
SH3BP4	1.216
DEC1	0.151
PADI1	-0.742
UBB	0.5188
PON3	3.46533333333333
PROP1	0.9305
ANKRD13B	-0.4805
ADCK1	-0.24925
TCF25	0.340166666666667
SLC38A5	-3.19725
CXorf26	0.365833333333333
C19orf39	0.7905
PPP1R13B	1.4685
ARL2	-1.5375
TCL6	-0.0276666666666667
TOP3A	-0.361
SLC16A14	2.25775
FXYD6	1.37916666666667
HIST1H4E	-0.977
BBC3	0.944
UNC5A	0.703166666666667
FAM86C	-0.0911
PI4KB	0.6905
B3GAT1	-4.44375
SUSD2	0.9465
OAZ2	-0.0653333333333334
NOC4L	-0.1925
C10orf12	0.22975
FADS1	-3.82766666666667
LOC144097	-0.903
DKK2	2.298
KIAA1949	-0.4605
RHOT1	-0.1541
OXT	1.76133333333333
GPR153	1.32775
ARL4A	-2.096
SAAL1	-1.45775
CCDC64	-0.114
USE1	-0.166333333333333
HNMT	1.01466666666667
PCGF3	0.47525
CYP2C19	0.7835
C20orf4	0.6915
CCDC11	2.47975
ACSBG2	-0.845
RWDD2A	0.38825
PALLD	2.839125
CPLX4	0.395
LOC492311	1.05175
KPNA2	-1.91083333333333
MACROD1	0.264
TMCO3	-1.5675
C15orf52	0.380833333333333
BIRC5	-1.80473333333333
PRR16	-0.434166666666667
FAM63B	0.701625
KATNB1	-0.600833333333333
