Hybridization REF	TCGA-BH-A0C0-01A-21R-A056-07
ZFP106	-0.81875
ZNF347	-1.4825
GTF2E1	-0.0035
RY1	-0.5055
ATAD2B	0.076875
ARHGAP17	0.0697
KCNIP3	-2.12475
SFPQ	0.417
GFRA4	0.124666666666667
AKR1B10	-4.942125
TIGD6	1.1355
RGS16	2.632875
URB1	-0.166333333333333
OR4C46	0.0495
TOP3B	0.0585
NFATC4	-0.403
CA14	-4.76275
BMPR1A	-0.800833333333333
SNRP70	-0.502125
PRL	-0.1035
C6orf130	-0.90325
STAG2	-0.09325
CD55	-1.28157142857143
RPS23	0.240666666666667
SSX2	-1.45316666666667
FDPSL2A	-0.71975
FBXO27	-0.10525
SYNGR3	-0.9825
TMSL3	1.6395
EML1	-2.761
NUP93	-1.21675
SMAD3	-0.3307
KIAA1189	0.385833333333333
HNRPUL2	1.0495
TBC1D12	0.239333333333333
C16orf24	1.477
MRVI1	1.7505
ZNF581	-0.1285
ELOVL3	2.1005
OR51Q1	0.3425
CACNB3	0.401666666666667
GALNT13	-2.423375
C10orf84	0.4641875
NEDD4	-1.5337
SPO11	0.731
OR5AU1	0.181
NEK4	-0.372214285714286
PRKAR2A	0.183166666666667
IHPK1	-0.472333333333333
ATP6V0B	0.661125
CACNA1E	1.087
CEACAM8	-0.1585
PEX14	-0.0835
FLJ12993	3.524
ZBTB38	0.144833333333333
PCTK2	-0.240833333333333
LRRC16	0.1366
FBLIM1	-0.40275
FYCO1	0.57675
RP5-1022P6.2	-0.8035
CMTM1	1.17366666666667
PLTP	0.506333333333333
RAPH1	0.192875
DOCK8	2.553
EZH2	-1.1676
SLC25A1	0.748333333333333
PLEKHB1	-1.1931
GRB7	0.7227
ZFP37	0.001
MRPL33	-0.06075
PELO	0.56125
ARMC1	1.14809090909091
C9orf27	0.23025
FLJ25778	-0.098
C9orf37	-0.530833333333333
TMEM66	-0.19675
SPRN	0.378875
HBEGF	0.112875
PI4KA	-0.1595
LEPRE1	-1.08775
POU2AF1	-0.192125
MRPL12	1.18233333333333
REP15	-1.7055
ZC3H3	1.5065
RASAL1	0.95175
DDAH1	0.3125
ACBD5	0.287375
TMC2	0.2845
CCDC137	0.77925
SAMD13	-0.550333333333333
UGT2B15	-4.84616666666667
TIPARP	0.489
DNASE1L3	1.53875
TRIM72	-0.00816666666666666
DBX2	0.25275
IPO8	-0.551
C21orf88	0.1978
MAP3K14	0.99675
LOC51233	0.33
GGTLA4	0.32825
PDE6D	-0.065
ZNF117	0.142
CLK2	-0.618
NKRF	-0.55375
TNFSF15	1.7783
DUSP2	1.237125
SECISBP2	-0.511
GABRR2	-0.00949999999999995
PPAP2C	2.81025
LOC51145	0.329666666666667
PAG1	0.832625
PIK3C3	0.27425
GNG10	-0.0845
APOL4	1.81833333333333
ANKRD28	-0.259375
STMN3	-2.5298
RAB14	1.1834
CDK2AP2	0.7855
HDDC3	0.464375
COMMD7	0.641125
CXXC1	0.3365
HMCN1	-1.71333333333333
CD40	2.242
DYNC1LI2	0.0846875
GDI1	0.9335
LOC646938	0.245
VSNL1	-4.73666666666667
PIH1D1	-0.959
RAET1G	-1.1995
KRTAP5-9	0.637
EFTUD2	-0.178
ZNF311	-2.5085
ATP6V1G3	0.41625
OR2W3	-0.8335
SCN4A	0.217
MED10	-0.951875
FAM135A	-0.2973
ARHGAP4	0.178
EHMT2	-0.7695
UFD1L	0.616
ERMP1	-1.304
MAG1	-1.52316666666667
THAP8	0.24
HACE1	-0.807833333333333
FAM82C	0.814
C3orf20	0.113
UNC84A	-0.8815
SCD5	-0.789642857142857
LASS6	2.664875
LSG1	0.5825
MAL	-4.6685
GPR22	-0.519
WDR5B	0.4195
ACTRT1	-0.436
C17orf60	1.2395
GRIN2C	-0.3083
ARMC8	0.448916666666667
SLC47A1	-1.33083333333333
DMPK	-0.07425
DHRS13	0.533833333333333
SMC1A	-0.179
KRTAP17-1	0.769
SMYD5	-0.264
TUSC2	0.323375
CRHR2	0.266
KIR3DL2	2.468
CCDC104	0.49375
ATP2C1	1.589625
CROT	0.87775
PABPC3	1.227
EGR1	-2.212
THSD1	-0.20375
KHK	-0.498
SLC12A2	-0.627
CD58	-0.584
STOX2	-1.88333333333333
CCDC76	-0.6718
CCDC48	2.217
DNAH1	-0.0813333333333333
ZIC4	-0.550625
OR1G1	-0.088
PSMC6	0.0511666666666667
PROKR1	0.7465
ABCB1	-0.29675
TRAT1	1.19975
LLGL1	0.1975
MTF1	1.93125
USP54	0.618625
PAGE2B	-1.9805
ITGB7	-3.39825
CCDC81	-0.6
LOC149837	0.68375
SCUBE1	1.877
ZSCAN10	1.038
HUWE1	0.3405
CDH17	0.98
CD180	1.751
IL17A	0.29775
TMPO	-1.636875
KIAA1524	-0.872833333333333
HDGFRP3	-2.83183333333333
OXCT1	-3.00709090909091
RRAS2	-1.453
LTBP2	2.1613125
SV2B	0.115833333333333
CYP2A6	0.4315
PKD1L2	-1.0475
PPM1M	1.118
FLJ22662	2.5355
ZNF502	-0.326
GP6	-0.64075
CRYBA2	-0.81925
LEF1	-1.9012
CTPS	-1.76328571428571
EYA1	-3.5855
EPS8L1	1.82
MAPK14	-0.476583333333333
SERPINB2	-5.69325
GTF2F2	-0.505166666666667
ZNHIT4	0.447
PLA1A	1.789
C20orf114	3.2485
HPR	-5.139
C18orf2	-4.3356
SATB2	-3.74125
KCNJ9	0.124857142857143
MGC157906	0.9395
MOCS3	0.11825
C17orf71	0.3215
PPHLN1	-0.5843
HIST1H2BN	-0.74775
RAPGEF1	0.18
MAP3K8	2.04525
DLG4	0.00800000000000001
STC1	-0.957583333333333
CDGAP	2.07275
DDX26B	-0.32175
LOC150223	-0.39025
CPSF3	-0.402833333333333
TMEM14A	-0.321
MYH3	-0.8955
GPKOW	-0.13825
SULT1A1	0.00383333333333334
SPON1	0.81
YY1AP1	-0.579666666666667
RAB23	-0.50875
PLA2G4A	-3.80225
MAPRE3	0.9805
ZNF516	-1.38792857142857
GGPS1	0.155
EXOC3L2	-0.136125
C19orf42	0.2956
MAP2K2	0.655666666666667
HIST1H2BB	-0.31325
RNF19B	1.6105
C6orf128	0.203166666666667
TLR8	4.5985
PCDHA9	-1.8885
CARS2	-1.01575
CLUL1	1.46083333333333
RHAG	-4.49716666666667
UNK	0.322
EXOC8	0.6167
C9orf95	0.40625
C14orf143	0.366166666666667
MAML3	-0.068625
LDHA	-1.653
MRPL20	0.446125
KLHDC6	0.340666666666667
ATP5S	-0.409166666666667
C8orf55	1.45125
PHF19	-1.455375
KRTAP13-4	0.5475
TTC5	-0.06525
XKR5	-0.5645
SILV	-4.641
TEX28	0.3115
TCTN1	1.37825
CX40.1	0.164
PPP2R5C	-0.407375
C12orf30	-0.437833333333333
CAPG	2.10975
MPZL1	0.7409
ARSB	-0.4905
TDH	-1.925
WASF4	0.50875
TSSK3	-1.04116666666667
7A5	-0.0195
CRISPLD1	-2.5315
MAD1L1	-0.587
SPIN4	-0.486333333333333
AMPD1	0.82975
DPYSL5	-0.2315
INPP1	-1.0065
ANKRD11	-0.437388888888889
NPAS4	-0.343375
GCET2	1.202
RNASE9	0.1565
GUCY2D	0.389166666666667
CCDC98	-0.42475
FGF4	-0.34625
CPM	0.373833333333333
SLC26A4	-2.40366666666667
PLD5	0.04925
FAM59A	1.4575
FBXO5	-0.955777777777778
SIPA1L1	-0.358625
DPYS	1.34125
ATG4D	0.18625
TGM3	0.2105
MTCH1	-0.6025
HK1	0.0163571428571428
CDC26	1.167875
GALNT12	-2.78366666666667
LOC339229	0.784
MRPL35	-0.1575
ORC4L	-0.170375
TNKS	-0.403928571428571
C2orf24	0.5245
ZNF553	0.208166666666667
GGTLA1	2.6411
ZNF497	0.9535
CDY1B	-0.01425
SLC30A4	0.30375
TUB	-2.8555
ARHGEF18	0.39975
ARRB1	0.74475
KCNK1	1.598125
EREG	-2.9214
SCAMP5	0.9335
RUNDC3B	0.266
ADAMTS20	0.24775
IL17RB	-0.633875
FLJ20323	-0.38
MCAM	-0.31225
POLR3E	-0.785166666666667
AQR	-0.02
IPMK	1.5515
CDCA7	-1.790625
CAMP	3.003
GRHL3	-1.2315
ADAMTSL2	0.4925
CLMN	1.32516666666667
SSTR3	0.3525
MAGEA5	-2.39283333333333
OVOL2	3.52325
JMJD1B	-1.09025
RBL2	-0.356
PYGO2	0.407
PPP1R10	0.0823333333333333
CSE1L	-0.207666666666667
LCA5	-0.213
RDH16	0.84525
ASRGL1	0.201875
TOM1	1.4925
PTX3	-6.938
TTC15	0.447
SCGB3A1	2.589
MRPL50	-0.6665
RCAN3	0.913
SLC26A11	0.78125
STYX	0.281
CINP	0.03675
MARCH7	-0.44275
PFKM	-0.327333333333333
SGMS1	0.884333333333333
RIOK3	0.507
C1orf110	1.0325
CES7	-0.171625
LOC440248	-1.76475
PPP1R12C	0.4825
C10orf27	0.273
ATG9A	-1.12225
MRPS26	-0.077125
TMEM40	0.33425
ELP3	-1.1579
ZNF787	0.6826
HIAT1	0.165375
C8orf34	0.696
MGC4655	-0.2312
PELI1	0.4345
PPT1	1.682
SLC35C2	0.0211666666666667
C6orf125	-0.8675
MUC4	-1.56283333333333
RFC4	-0.853428571428571
GNB2	0.3775
NUP50	0.124714285714286
SULT4A1	-1.93583333333333
C7	1.443125
CCDC130	0.302666666666667
ARRDC4	1.06125
RQCD1	-0.879
GLYCTK	-1.1995
AYTL2	-1.58745454545455
MTUS1	0.7975
LEMD3	0.2155
PLEKHF2	2.319
HOXA7	-1.018125
GTF3C2	0.058
DYNLRB2	2.86975
CNOT10	-0.407
MR1	0.0313333333333333
FFAR1	-0.38925
PRIC285	0.37925
SLITRK6	6.18775
LIX1	-2.3835
UBE1L2	-0.0385
F8	0.27225
ACHE	0.462166666666667
KPNA5	-0.83425
TNFRSF12A	-1.28466666666667
EGR3	0.5505
SERPIND1	-3.96733333333333
OASL	3.384
IFRD1	-1.956375
WDFY1	0.0158333333333333
ZNF267	0.3945
ACCN5	0.1925
ZBTB6	0.327
PPP1R3A	1.1305
PRRT3	1.0425
FBXL19	-0.1515
TXNIP	0.558071428571429
ACTN2	2.81425
ATG9B	-0.48275
C9orf117	1.509375
IL27	0.434
RPL36AL	-0.1845
KLK15	0.282333333333333
CHAD	2.348
RAP2B	0.2694
HEBP2	1.193
ZNF342	1.131
CAMK2G	0.0798333333333334
TLR3	0.929
FGF14	-0.20775
HMGB2	-1.395
TRPM5	-0.1485
OR5M11	0.1305
KIF3B	1.26168421052632
PRICKLE2	-0.73325
MTMR9	-0.787875
C3orf27	0.3785
GLRA3	-2.02183333333333
NSDHL	0.2145
TMEM32	-0.025
POLR2D	-0.04575
MYADML	0.3305
C9orf114	0.83675
MRGPRX1	-0.453
TOPORS	-0.08225
CLDN19	-1.20925
C1QL4	-0.0525
RNF165	-2.4455
DHRS9	2.0155
DNAH2	-1.14233333333333
FXR1	-0.289166666666667
ZMYM3	-0.412375
CASP3	0.0716666666666667
FAM120C	-0.061
SCLY	-1.40825
CA7	0.1895
ENTPD5	0.479333333333333
ZNF461	-0.204625
PDIA5	-0.6495
C1orf19	-0.494166666666667
TMEM67	0.57225
KCTD20	-0.43025
WDR47	0.328
FLJ38723	0.6485
KLRF1	2.11883333333333
TAS2R16	0.3895
CLDN12	-0.183
PRKCE	-1.08525
UBXD4	-0.23675
ITGAM	3.40716666666667
GLT8D3	-0.949625
WDR31	2.674
RGS2	-0.524
OR51L1	0.3655
MST1R	0.42525
KIAA1737	0.99125
OR4A5	1.087
GLIS1	-2.6375
PTMA	-0.0968571428571429
NAPA	0.9095
PRDM11	-0.224
LIPF	0.453
DIRAS3	-1.33125
ASGR2	-4.031125
C1QTNF4	-0.49075
PIK3R4	0.990833333333333
ARMC3	3.35475
NDUFV3	-0.602416666666667
BTBD3	-1.1145
PPP1R2	0.0244166666666667
UBE2NL	-0.6895
FOSL2	0.306
FAM119A	-0.635666666666667
TUBA4A	0.1683
KRTAP12-1	0.0715
SFRS2	0.0835
RHPN1	0.3191
EEF2	0.373833333333333
ZDHHC11	-0.452
EPHA3	-1.8091
RBM12	-0.8135
H2AFJ	0.938
EDIL3	0.2655
KIF26A	-1.9715
SERGEF	-1.008
B3GALT4	1.151
LOC90925	3.32183333333333
OSCAR	1.621875
NPFF	-0.0905
DEDD	0.78
TMEM155	-0.617625
PTPN1	1.07725
SCYL2	0.169666666666667
SKAP1	2.1265
LEAP2	-2.59733333333333
GADD45G	1.7479
IFITM3	0.458875
PILRB	-1.47566666666667
SLU7	-0.546
DSC3	-0.89375
DNMT3L	-1.872
PAPD5	-0.061125
B3GNT3	-2.214
LHCGR	0.6975
MSL-1	1.32025
UBE2S	-0.819
SAP130	-0.30475
ANAPC11	1.7925
MAGED4B	-2.9625
ATP6V1B2	0.956
C14orf179	0.8915
CAPZA1	-0.4005
CDYL2	0.726666666666667
GLRX3	-0.484166666666667
LOC136288	-0.512
MOBKL1A	-1.194
HTR2B	2.01775
CRYGD	-0.265166666666667
NUS1	-0.421166666666667
PGRMC1	0.9685
MYOM2	-0.72
FLJ39653	-2.3305
CHM	0.4096
OR5M8	0.186
ZNF619	-1.086
FAM105A	1.2225
CCNL1	-0.7025
NAP1L3	-2.1875
C10orf57	2.02216666666667
B3GALNT1	0.388666666666667
CSN1S2A	0.421
TCP10L	-0.95125
GDAP2	0.338125
DMKN	-0.980166666666667
COX6B1	-0.416
DNASE2	1.35016666666667
MSH5	-2.03525
LGMN	0.683
USP31	-0.5321
OR13C8	0.314
SDCBP	0.4384
NUDT11	-4.07
PYGL	-0.0346666666666667
SNPH	0.372833333333333
B3GNT4	-0.223
MIZF	-0.443
NUBPL	-0.202375
NOD1	-0.104333333333333
CDH22	-0.053125
NUBP1	0.2575
DSCAM	-4.235
DGKI	-0.7215
FAM136A	-0.8275
AKAP1	1.00483333333333
SLC16A6	1.93075
RIN3	0.88125
PSG2	-0.04075
DIP2B	-0.457833333333333
PSORS1C1	-0.3929
KIAA0495	0.3055
FLJ90709	-0.152333333333333
LPA	-0.243
PIGA	-0.173333333333333
LY75	2.75833333333333
UTS2	-4.6205
RREB1	0.40525
GALNACT-2	0.8622
MGC3196	0.69225
FLJ31568	-0.83825
LPHN1	0.5015
SP1	0.84925
TOX4	0.0663333333333333
HSPA9	-0.619
APOBEC1	0.2475
SLC35E4	-0.89525
LSM5	-1.6185
SURF1	1.01325
ZBTB1	0.37975
GTF2F1	0.237375
RPS15A	-0.241571428571429
DUSP21	-0.443166666666667
GINS4	-2.185
MYO15A	-0.679333333333333
GIMAP7	4.081
MGC13379	1.078
ATP6V1E2	-2.9725
UTP3	0.1165
HNRPA3	-0.407375
MT4	0.0995
C14orf155	0.3345
U1SNRNPBP	-0.03925
CKLF	-0.0413333333333333
PLEKHN1	0.349333333333333
MBNL1	0.307833333333333
NUP160	-1.52025
ACSM2A	-1.9015
LOC129881	0.925
KIAA1529	-0.7395
FLJ22639	-0.06925
HAND1	-1.336
GSX1	0.125
FGA	-4.45125
SERPINB1	0.1265
ZNF642	-0.64325
IGFBP1	-8.627625
SLC1A1	-0.16525
DHX57	0.068
ZNF766	0.539
PTPN21	-1.204
GDPD3	-1.59533333333333
PNPLA5	0.3115
TBR1	0.3442
FAM116A	-0.61125
IQGAP1	1.019125
FOS	0.06425
ZNF226	-0.88525
FIGNL1	-0.724
C14orf1	0.886833333333333
ZMYND17	-0.4895
PUS7	-0.8405
TUBB6	-1.20525
KCNQ2	-1.21625
MARCH6	-0.100666666666667
CCDC33	0.2335
PRODH	-1.86375
RBM11	0.1335
EPHA6	0.722142857142857
SLC43A1	-2.32
LOC196541	-0.039375
NTN1	1.22091666666667
ING4	-0.16225
PCDHB10	-1.4355
DPH2	0.317833333333333
SPACA4	-0.17375
FBXL21	-4.3235
DIAPH1	-0.202833333333333
ZNF71	0.236666666666667
CEP76	-0.7345
CORO1A	1.21775
RRM2	-1.40225
EDG4	1.8375
OS9	0.573833333333333
SLC4A1AP	0.31
COG5	-0.4685
COPS8	-0.824
NGLY1	-0.90575
NCBP2	0.49625
C17orf42	0.394666666666667
GPSM3	0.993375
SIL1	0.47
ASB6	0.65375
SMAD5OS	-0.0136666666666667
UNC93A	-3.570125
A1BG	0.557333333333333
C21orf62	0.47
FMO5	-1.51866666666667
ATRIP	0.0556666666666667
CEBPG	-0.336333333333333
C7orf38	0.0243333333333333
TNFRSF1B	2.04416666666667
CLEC1A	1.48783333333333
IQSEC1	0.345875
PATZ1	1.7699
RBM22	0.467375
BAG2	-2.09966666666667
PAQR5	-0.556666666666667
C9orf127	-0.22
THNSL1	-2.47
SHROOM3	2.5758
JAM2	0.15475
SNRPN	-1.97575
ALX4	0.147
CACNA1S	-0.21
FAM130A1	0.75975
CORIN	1.2295
CD300LB	1.045
PLEKHG6	1.389
LRRC40	-1.20425
PCLKC	-1.67
PCDHB16	-1.64933333333333
WNT2B	0.5415
ASNS	-1.47677777777778
MRPL49	1.029875
FLJ46111	0.21
ISG20	1.58075
SMU1	-0.590666666666667
CASZ1	0.788
POLR1D	-0.134
GIN1	-1.059
SNAG1	-0.0965
ANKRD29	-1.416
CDKN2AIP	-0.44725
KRR1	-0.52025
CXCL1	-3.92216666666667
EPM2A	-0.3334
PC	0.189833333333333
DEFB127	-0.406
PDZRN4	0.472833333333333
FAH	0.595125
OR51E1	1.5275
CDC2L6	-0.151833333333333
DNTTIP1	-0.1295
PAX8	-0.66325
TMEM116	1.117
C1orf150	0.328
PRO2012	-0.54575
MRPL40	0.297
BEX1	-4.92688888888889
SLC2A4	-0.826166666666666
PKMYT1	-0.17725
FEZF2	-0.203333333333333
SLC26A9	-1.14525
MAP2	-0.452916666666667
LYL1	-0.5745
SLC25A19	0.627666666666667
NOS3	-0.2935
ZNF34	0.478
TMPRSS11F	-0.336
FAM43A	-0.28075
FCRL4	0.805833333333333
KLF14	-0.046
FLRT2	-1.69016666666667
WRN	-1.307
SDF2	1.0627
KRT8P12	0.33025
C6orf195	0.106
C9orf125	-3.1425
DZIP3	-0.31825
RIT1	-0.179416666666667
SCML1	-2.15083333333333
RHBDF2	1.587625
OR2G3	0.0725
REXO1L1	-0.4935
MAP3K7IP3	0.563875
C3orf57	-0.31525
FBXW11	-0.809833333333333
ETAA1	-0.046
C14orf131	-0.2391
AKT1S1	-0.0245
SLC12A5	-0.778
C9orf164	1.5105
NRIP3	0.36625
NOS1AP	-1.03725
TMEM121	0.6625
SAP30BP	0.7254
DGCR6	1.16475
WDR76	-0.8205
FAM82B	1.05533333333333
LOC606495	-0.0865
MAP9	1.317
BCDIN3D	0.73025
CXorf36	2.77716666666667
DSCR3	-0.7043
ZFAND3	0.350625
C7orf43	0.350333333333333
SPSB3	0.3225
C19orf19	0.24975
FAM133A	-4.44957142857143
C12orf25	0.28575
SLC39A3	0.518375
DISP2	-0.9495
PI4KAP2	-1.0485
MKRN3	-2.91183333333333
ADAMTS13	-0.2285
CBLN3	0.2339
TTYH1	-1.31633333333333
C3orf18	1.032
FLJ13236	0.88625
ZMYND12	2.17675
C18orf25	0.682
GLB1L3	-0.9795
ATP13A5	3.352
RANBP10	-0.28675
CD96	0.8383
DENND1C	1.282
RBMS3	-0.6223
SLC41A3	-0.799833333333333
DGCR6L	1.29275
TMEM128	-0.524833333333333
CSNK1G3	-0.0178571428571429
MOBKL2C	1.39
TSPAN6	-0.127125
MATN2	1.4716
MSL2L1	0.719166666666667
ST6GALNAC2	0.973833333333333
FGFBP2	0.21325
FGL1	-5.81166666666667
MPP3	-0.00466666666666666
ARHGEF6	1.86783333333333
TGFBR2	0.128
ACMSD	0.27525
IL33	2.931
C9orf5	-0.249833333333333
DEAF1	-0.603
AMN	0.136
DEFA6	-0.066125
RNF212	-1.999
METT5D1	0.284
CIB1	1.4882
TSSK1B	0.049
KIAA1727	0.7135
ZNF680	-0.0271666666666667
LOC399900	-0.744
LOC152217	0.378
CTNNAL1	-2.8225
CIT	-2.069
TLE6	2.05925
ZNF607	0.03825
HERC4	-1.14666666666667
DRAP1	0.4
PEMT	-0.12675
C10orf111	-1.2765
ZNF575	0.538375
KCTD7	0.11
MYO1F	2.06075
LOC285382	0.715
RAB11A	-0.0896
PLCD3	-0.418
C15orf28	-0.23775
PTBP2	-1.673125
CTB-1048E9.5	1.124125
C19orf60	1.033
C7orf25	-0.272166666666667
SETD7	0.28475
HOXB9	-5.5145
VANGL1	-0.756375
CHAF1B	-0.70375
NDUFA3	0.03225
KIAA1328	0.623833333333333
SHARPIN	1.37275
TTC23	-0.617125
UGP2	0.182666666666667
ANKIB1	0.6822
CIRBP	0.699428571428571
SEC14L4	-1.91
OVCH1	-0.3038
VPS52	-0.07525
FAT	-2.34475
M6PRBP1	0.197
GPRIN3	1.7775
PPM1F	-0.512333333333333
TSR1	-0.42125
CCDC85A	0.312
PCSK5	0.06
ZFHX3	-0.205
HEMK1	-0.8922
PGBD2	-0.42075
RSRC2	-0.3965
AURKC	-0.898166666666667
SCRIB	0.899875
ORM2	-3.32733333333333
FAM115A	0.7266
FZD6	-2.898375
UNC119	1.06416666666667
GPX3	0.1518
NOV	-1.51375
CABC1	0.609625
CDC42SE2	0.0421875
EIF2S2	-0.3528
RNF130	1.2535
CKAP5	-0.6435
RP11-413M3.2	1.38625
C10orf18	0.8309
TMEM93	-0.36625
DYX1C1	1.355
KCNMB2	-2.461875
ANK3	1.25041666666667
KRT5	-2.6723
CDH12	-1.664625
QRSL1	0.339875
JUB	-0.868
SHC4	-3.0205
CCL15	1.70166666666667
CCDC22	0.756
SNX24	0.68075
RARS	-0.4295
MORC2	0.88325
FAM48A	0.033
MT1H	-1.865
PPP1R14C	-3.881
FOXD1	-3.02064285714286
C1orf213	-3.0015
AMT	-1.88
DSN1	-0.07375
PTPLAD2	2.624
DIS3L	-0.7745
RASL11A	0.04275
GPRC5B	-0.491875
FRMD7	0.1395
STRN4	-0.17725
KITLG	3.88304545454545
HDGF	0.13875
OR1S1	-0.3845
SETX	0.8191
DDR2	-1.2545
KCTD12	1.95225
LYZL2	2.8645
WDR52	0.244
TMEM2	1.715875
ZNF579	0.693333333333333
LOC200810	0.275
TNFSF9	0.240875
PPFIA4	-3.457
CNIH3	-1.15866666666667
MAP4K4	-1.8885
ROD1	0.548
ALS2CR12	-0.179
DOCK3	-1.83583333333333
PAQR9	-4.5775
ASB17	-0.2764
STX16	-0.43725
FEZ2	-0.303666666666667
DLAT	-0.285833333333333
KIF21B	-0.4645
CDC5L	-0.901
TMEM119	1.946
CRIP3	-1.67475
TPSD1	0.5055
TEPP	-0.20275
GNGT2	1.8575
C21orf121	-0.5315
WNK1	-0.261
FLJ10490	0.5334
OR51B5	-2.3505
LOC203547	-0.2095
HAS1	-0.4765
PPA1	0.464833333333333
ST7	-0.16875
C11orf46	0.7037
POPDC3	-4.975
ACOX2	2.46483333333333
ATCAY	-0.416916666666667
TM4SF19	-0.69925
MFSD9	0.0986666666666667
PDHB	-0.43475
ERN1	0.88925
LCE3C	0.3655
GPR111	-0.768
NOTCH3	1.66116666666667
ADAMTS5	0.91625
B3GALT1	-1.34125
UGCGL1	0.241166666666667
FAM58A	0.778666666666667
FBXO32	2.89175
CLPP	0.1055
NXPH1	-1.02025
MTMR3	1.18483333333333
ATP1B3	-0.414625
TMEM16A	3.77275
HIST1H3F	-0.146333333333333
TRIM25	1.19866666666667
SDCBP2	1.342
CRKL	-0.08225
HOXB2	2.45
ANP32B	-0.3435
GATM	0.1325
AP4E1	-0.311
EDG5	0.672875
CDKN3	-0.987666666666667
CDH4	-3.1275
PGD	-0.0481666666666667
RND1	1.033
GAD1	-4.11022222222222
MPG	0.239875
LOC440350	-0.093
ZNF133	0.01775
SERPINB12	-0.283
AMELY	0.631
DHX36	0.31025
TNFAIP8L2	3.6745
PHTF2	-0.237444444444444
CCDC112	-1.095
IQCC	-0.44575
HEYL	2.38216666666667
FTSJ2	-0.389333333333333
APPL1	0.829875
RAB43	0.409785714285714
OR10G2	0.1255
WAC	-0.0613333333333333
ADCY9	1.2055
RUNDC2B	0.9225
PYCRL	2.6728
AGPAT7	-0.259
SLC22A9	-1.23366666666667
CDKAL1	-0.239
PDYN	-0.319333333333333
C20orf74	0.55475
MTMR11	0.273
VAV3	3.46658333333333
DAPL1	2.5595
STXBP3	-0.065
EIF3G	-0.01225
ARHGAP22	-0.5525
NPFFR1	-0.2155
NPC1	0.246666666666667
ALDH9A1	0.805166666666667
ZNF600	0.043625
ZNF678	-0.0968333333333333
RASSF1	0.318083333333333
ADD2	-2.47475
PITPNB	0.6875
PKD2L2	0.241333333333333
LRP11	0.34075
CDKL1	0.52275
SMEK2	0.76775
PRODH2	-3.85666666666667
C11orf54	0.0431666666666667
SFRS11	-1.00266666666667
IL7	0.803666666666667
ALS2CR16	0.77825
BTG3	-2.5115
PAK2	0.0667777777777778
RP11-679B17.1	-1.88175
GATA4	-0.105333333333333
ATP2B1	-0.04025
LOC130940	1.8915
C1orf172	1.8765
ATF7IP2	-0.6785
SLC25A43	0.8335
CENTG3	-0.133416666666667
IGF2BP1	-4.1909
FCHSD1	0.128
CAMK2N2	0.752333333333333
ELAVL3	-0.2677
NBPF15	-0.488666666666667
UBE2J2	0.572916666666667
GNL2	-0.48925
PRR3	-0.6083
NLF2	0.852
OR4F6	-0.259
KLHL24	0.817
CCDC88A	-0.81
SGPP1	-0.437833333333333
C10orf11	-0.6675
SLC35B4	-1.13766666666667
UGT3A2	-1.7025
ARNT2	0.0027
CBR1	0.32075
ITPR3	-0.924666666666667
TRAPPC6B	-0.3324
AMZ1	2.6495
ARP11	1.1265
WDSUB1	0.4955
APBA1	-0.321333333333333
RAB2A	0.6676
C6orf162	-0.254375
HPSE2	0.1375
PLCE1	-0.226
INSL3	1.0705
DLG1	-0.424
PTPLA	-2.64075
PIGX	0.3325
TFIP11	1.04133333333333
FIBIN	1.7615
POLR2G	0.57275
GRAP2	-0.3616
DNAJB8	0.11025
CNBP	0.0563333333333334
WASF1	-1.48225
INPP5E	0.0624
HSPB1	0.70775
TMEM167	-0.5889
CUBN	-0.0145
IGF1	1.864875
ITPK1	0.2665
NAALAD2	-1.56
G3BP1	-0.6101
NT5DC1	0.033875
CYP39A1	1.3015
TMEM139	0.00125
POLK	-0.0836
GLULD1	-1.60125
RBM15	-0.216166666666667
AMZ2	1.00225
GDF15	-3.33866666666667
MESDC2	-0.32975
INCA	1.576
ACY1L2	-2.592
GZMM	0.554666666666667
PAIP1	0.12225
CACNA2D1	-0.78175
STK32C	1.13216666666667
SH3BP4	0.660666666666667
DEC1	0.2325
PADI1	-0.0915
UBB	0.3943
PON3	-3.24316666666667
PROP1	0.494
ANKRD13B	-0.03
ADCK1	0.3145
TCF25	-0.00241666666666667
SLC38A5	-2.55475
CXorf26	0.7885
C19orf39	1.115
PPP1R13B	0.99
ARL2	-0.5125
TCL6	0.230666666666667
TOP3A	-0.527
SLC16A14	2.625
FXYD6	0.573666666666667
HIST1H4E	-0.67
BBC3	0.085
UNC5A	0.00516666666666666
FAM86C	0.1254
PI4KB	0.453625
B3GAT1	-2.7055
SUSD2	1.5425
OAZ2	-0.320333333333333
NOC4L	-0.1115
C10orf12	-0.27475
FADS1	-1.98133333333333
LOC144097	0.58325
DKK2	1.56083333333333
KIAA1949	0.637
RHOT1	0.2308
OXT	0.553333333333333
GPR153	0.7025
ARL4A	-2.2545
SAAL1	-2.1575
CCDC64	0.074
USE1	-0.280833333333333
HNMT	0.55
PCGF3	-0.6575625
CYP2C19	0.257333333333333
C20orf4	0.5915
CCDC11	2.456
ACSBG2	0.216
RWDD2A	0.47425
PALLD	1.11125
CPLX4	-0.094
LOC492311	0.06975
KPNA2	-0.0738333333333333
MACROD1	0.9869
TMCO3	-1.04733333333333
C15orf52	-1.21483333333333
BIRC5	0.0944
