Hybridization REF	TCGA-BH-A0GY-01A-11R-A056-07
MUSK	0.597166666666667
ZNF434	0.274
SMARCD1	-0.383666666666667
ZFP106	-0.76175
ZNF347	1.4275
GTF2E1	0.8645
RY1	-0.675666666666667
ATAD2B	0.54925
ARHGAP17	0.1855
KCNIP3	-0.8125
SFPQ	0.0995
GFRA4	0.442
AKR1B10	-2.049875
TIGD6	0.017
RGS16	2.27275
URB1	-0.5035
OR4C46	0.24
TOP3B	-1.162
NFATC4	0.412
CA14	-4.65525
BMPR1A	0.0378333333333333
SNRP70	-0.524125
PRL	-0.0886363636363636
C6orf130	-0.813
STAG2	-0.3605
CD55	-0.985714285714286
RPS23	0.118
SSX2	-1.70966666666667
FDPSL2A	-1.079
FBXO27	0.513375
SYNGR3	0.795
TMSL3	2.66875
EML1	-0.6995
NUP93	-0.844833333333333
SMAD3	-0.6642
KIAA1189	1.25633333333333
HNRPUL2	0.836333333333333
TBC1D12	0.465833333333333
C16orf24	1.28875
MRVI1	2.7495
ZNF581	1.7255
ELOVL3	0.7145
OR51Q1	-0.00900000000000001
CACNB3	0.957
GALNT13	-1.418125
C10orf84	0.959875
NEDD4	-0.7562
SPO11	0.2445
OR5AU1	0.3355
NEK4	0.0182857142857143
PRKAR2A	0.0643333333333333
IHPK1	-0.579833333333333
ATP6V0B	1.856375
CACNA1E	1.5915
CEACAM8	-0.2684
PEX14	-0.3965
FLJ12993	2.957
ZBTB38	-0.25725
PCTK2	0.599333333333333
LRRC16	0.4328
FBLIM1	1.11558333333333
FYCO1	0.68975
RP5-1022P6.2	-0.261916666666667
CMTM1	0.356333333333333
PLTP	1.10683333333333
RAPH1	0.69325
DOCK8	0.802625
EZH2	-1.87993333333333
SLC25A1	-0.664833333333333
PLEKHB1	-0.3641
GRB7	0.668
ZFP37	-1.39275
MRPL33	-0.83575
PELO	-0.303
ARMC1	-0.0272727272727273
C9orf27	0.121375
FLJ25778	0.2685
C9orf37	-1.8965
TMEM66	0.59875
SPRN	0.507125
HBEGF	0.50025
PI4KA	-1.107
LEPRE1	-0.43925
POU2AF1	-2.01925
MRPL12	-0.0938333333333333
REP15	-0.179
ZC3H3	2.0875
RASAL1	-0.422
DDAH1	2.375375
ACBD5	0.607875
TMC2	0.5075
CCDC137	-0.19175
SAMD13	-0.132166666666667
UGT2B15	-3.09016666666667
TIPARP	-0.267
DNASE1L3	0.8705
TRIM72	-0.407833333333333
DBX2	0.823
IPO8	0.42325
C21orf88	0.2631
MAP3K14	0.68325
LOC51233	0.985
GGTLA4	0.67125
PDE6D	0.024
ZNF117	-0.5765
CLK2	-0.857625
NKRF	-0.29525
TNFSF15	0.4147
DUSP2	0.213
SECISBP2	-0.4496
GABRR2	-1.028
PPAP2C	2.4555
LOC51145	-0.0983333333333333
PAG1	-0.84775
PIK3C3	-0.61625
GNG10	-0.447
APOL4	0.59
ANKRD28	-0.721
STMN3	0.3511
RAB14	0.3009
CDK2AP2	-0.0115
HDDC3	-0.321625
COMMD7	1.44175
CXXC1	-0.58225
HMCN1	-0.602666666666667
CD40	0.419
DYNC1LI2	0.032
GDI1	0.383
LOC646938	-0.16325
VSNL1	-1.86966666666667
PIH1D1	-0.148666666666667
RAET1G	0.821
KRTAP5-9	0.306
EFTUD2	0.092
ZNF311	-1.1655
ATP6V1G3	-0.6285
OR2W3	-1.24725
SCN4A	-0.10775
MED10	-1.017375
FAM135A	-0.3598
ARHGAP4	-0.79975
EHMT2	-0.661375
UFD1L	-1.03675
ERMP1	0.33475
MAG1	-0.618
THAP8	1.38083333333333
HACE1	-1.155
FAM82C	0.498
C3orf20	-0.165
UNC84A	0.2335
SCD5	1.5085
LASS6	1.5465
LSG1	-0.0609166666666667
MAL	-4.87575
GPR22	0.283
WDR5B	0.19575
ACTRT1	-0.709
C17orf60	-0.1765
GRIN2C	0.6473
ARMC8	-0.210916666666667
SLC47A1	-3.136
DMPK	0.22875
DHRS13	-0.979833333333333
SMC1A	-1.03883333333333
KRTAP17-1	0.75
SMYD5	-0.2735
TUSC2	0.78925
CRHR2	0.1905
KIR3DL2	-0.1175
CCDC104	-0.025
ATP2C1	0.725125
CROT	0.1935
PABPC3	1.01316666666667
EGR1	-1.09533333333333
THSD1	0.03375
KHK	-2.427
SLC12A2	1.1770625
CD58	-1.12575
STOX2	-2.12683333333333
CCDC76	-0.0852
CCDC48	3.54225
DNAH1	0.045
ZIC4	-0.2145
OR1G1	0.6495
PSMC6	-0.3745
PROKR1	0.135
ABCB1	-0.817
TRAT1	-1.2295
LLGL1	0.4425
MTF1	2.253
USP54	0.21175
PAGE2B	-2.244
ITGB7	-3.32475
CCDC81	-0.569
LOC149837	0.14475
SCUBE1	0.476
ZSCAN10	1.13
HUWE1	0.4375
CDH17	-0.4095
CD180	0.881
IL17A	0.05075
TMPO	-1.14875
KIAA1524	-1.322
HDGFRP3	0.385666666666667
OXCT1	-1.82736363636364
RRAS2	0.155833333333333
LTBP2	2.76275
SV2B	1.11983333333333
CYP2A6	2.35025
PKD1L2	-1.32266666666667
PPM1M	0.029
FLJ22662	2.55983333333333
ZNF502	0.52675
GP6	-0.46625
CRYBA2	-0.388
LEF1	-2.4422
CTPS	-0.818714285714286
EYA1	-3.00316666666667
EPS8L1	3.114
MAPK14	-0.0854166666666667
SERPINB2	-5.290875
GTF2F2	0.0796666666666666
ZNHIT4	0.2915
PLA1A	1.985
C20orf114	4.79225
HPR	-4.4035
C18orf2	-3.05683333333333
SATB2	-0.671
KCNJ9	0.1005
MGC157906	1.1835
MOCS3	2.211
C17orf71	-0.111
PPHLN1	-0.1222
HIST1H2BN	-1.281125
RAPGEF1	-0.1085
MAP3K8	0.5695
DLG4	0.496166666666667
STC1	0.285416666666667
CDGAP	1.61725
DDX26B	-1.66125
LOC150223	-1.46075
CPSF3	-0.851833333333333
TMEM14A	-0.11275
MYH3	-2.86875
GPKOW	-0.08
SULT1A1	-0.0315
SPON1	3.8481
YY1AP1	-0.100333333333333
RAB23	0.000750000000000008
PLA2G4A	-4.1775
MAPRE3	0.1355
ZNF516	-0.250285714285714
GGPS1	0.51525
EXOC3L2	-0.412
C19orf42	-0.0782
MAP2K2	0.2045
HIST1H2BB	-1.53375
RNF19B	0.701666666666667
C6orf128	0.0708333333333333
TLR8	3.11675
PCDHA9	0.9555
CARS2	0.294875
CLUL1	2.09483333333333
RHAG	-3.963
UNK	-0.05
EXOC8	0.3647
C9orf95	-0.62025
C14orf143	-0.208666666666667
MAML3	0.079125
LDHA	-1.11175
MRPL20	-0.07875
KLHDC6	0.0756666666666667
ATP5S	-0.611333333333333
C8orf55	1.82425
PHF19	-2.60325
KRTAP13-4	0.3405
TTC5	-0.1665
XKR5	-0.80025
SILV	-4.21316666666667
TEX28	0.162
TCTN1	1.13675
CX40.1	-0.1845
PPP2R5C	-0.41675
C12orf30	-0.741666666666667
CAPG	1.86075
MPZL1	0.4972
ARSB	-1.14433333333333
TDH	-2.06925
WASF4	0.02725
TSSK3	-0.849166666666667
7A5	3.452
CRISPLD1	0.21475
MAD1L1	-0.124666666666667
SPIN4	-0.0811666666666667
AMPD1	-0.26075
DPYSL5	-0.03
INPP1	0.0803333333333333
ANKRD11	-1.18638888888889
NPAS4	-0.1525
GCET2	-0.0795
RNASE9	0.365
GUCY2D	0.621666666666667
CCDC98	0.181
FGF4	-0.5405
CPM	-0.669
SLC26A4	-1.94266666666667
PLD5	-0.16675
FAM59A	0.1913
FBXO5	-2.34977777777778
SIPA1L1	-0.03675
DPYS	0.36725
ATG4D	-0.70225
TGM3	0.931
MTCH1	-0.377125
HK1	0.219357142857143
CDC26	-0.710875
GALNT12	-2.70633333333333
LOC339229	-0.37575
MRPL35	-0.704
ORC4L	-0.30175
TNKS	-0.112428571428571
C2orf24	0.264166666666667
ZNF553	0.821333333333333
GGTLA1	3.0618
ZNF497	0.976
CDY1B	0.25275
SLC30A4	0.857625
TUB	-1.35275
ARHGEF18	-0.32475
ARRB1	0.34
KCNK1	2.172375
EREG	0.4775
SCAMP5	1.022
RUNDC3B	1.26825
ADAMTS20	0.1345
IL17RB	-1.047375
FLJ20323	-0.7225
MCAM	-0.2035
POLR3E	-1.646
AQR	0.504666666666667
IPMK	1.682
CDCA7	-4.091125
CAMP	3.68275
GRHL3	3.10425
ADAMTSL2	0.7895
CLMN	2.02683333333333
SSTR3	0.4355
MAGEA5	-2.3145
OVOL2	4.01
JMJD1B	-0.2585
RBL2	-0.2193
PYGO2	0.79625
PPP1R10	1.014
CSE1L	-0.199333333333333
LCA5	0.6115
RDH16	2.78975
ASRGL1	-1.045625
TOM1	0.614
PTX3	-4.1015
TTC15	0.10075
SCGB3A1	2.22466666666667
MRPL50	-1.31825
RCAN3	1.0825
SLC26A11	0.8365
STYX	-0.281666666666667
CINP	-0.2515
MARCH7	-0.33475
PFKM	-1.151
SGMS1	0.577333333333333
RIOK3	0.00259999999999999
C1orf110	1.5105
CES7	-0.070125
LOC440248	-1.872
PPP1R12C	1.14775
C10orf27	0.8875
ATG9A	-0.54425
MRPS26	1.574875
TMEM40	3.3755
ELP3	0.175
ZNF787	1.5503
HIAT1	0.812375
C8orf34	2.14583333333333
MGC4655	-0.1387
PELI1	0.231
PPT1	0.8024
SLC35C2	-0.4675
C6orf125	-0.64925
MUC4	-0.951166666666667
RFC4	-2.25257142857143
GNB2	0.323166666666667
NUP50	0.0617857142857143
SULT4A1	-2.13133333333333
C7	2.69425
CCDC130	-0.719666666666667
ARRDC4	0.14525
RQCD1	-0.56575
GLYCTK	-1.1695
AYTL2	-1.18281818181818
MTUS1	2.04
LEMD3	0.507333333333333
PLEKHF2	2.215
HOXA7	-0.7005
GTF3C2	-1.295
DYNLRB2	2.8235
CNOT10	-0.15725
MR1	-0.0731666666666667
FFAR1	0.045
PRIC285	0.6785
SLITRK6	2.098
LIX1	-2.3925
UBE1L2	-0.7855
F8	0.203875
ACHE	0.207333333333333
KPNA5	0.1405
TNFRSF12A	0.5275
EGR3	2.259
SERPIND1	-3.36016666666667
OASL	3.43
IFRD1	-1.565375
WDFY1	-0.190833333333333
ZNF267	0.165
ACCN5	-0.24
ZBTB6	-0.598
PPP1R3A	0.041
PRRT3	0.85375
FBXL19	-0.002
TXNIP	0.136571428571429
ACTN2	-1.36125
ATG9B	-0.41825
C9orf117	1.34125
IL27	-0.3295
RPL36AL	-0.198166666666667
KLK15	0.0766666666666667
CHAD	0.276
RAP2B	0.1388
HEBP2	1.52975
ZNF342	1.9595
CAMK2G	-0.00499999999999999
TLR3	0.69425
FGF14	0.29825
HMGB2	-1.53475
TRPM5	0.0993333333333333
OR5M11	0.129
KIF3B	1.02726315789474
PRICKLE2	0.714
MTMR9	-0.05425
C3orf27	0.0995
GLRA3	0.1615
NSDHL	0.478166666666667
TMEM32	-0.44025
POLR2D	-0.647
MYADML	0.814
C9orf114	-0.91725
MRGPRX1	0.3145
TOPORS	0.0115
CLDN19	-0.325
C1QL4	-0.501
RNF165	-1.9415
DHRS9	0.767
DNAH2	-0.449833333333333
FXR1	-1.81866666666667
ZMYM3	-0.618
CASP3	0.435833333333333
FAM120C	-0.40075
SCLY	-1.57075
CA7	-0.411
ENTPD5	0.0148333333333333
ZNF461	-0.298625
PDIA5	-0.3605
C1orf19	-0.6595
TMEM67	1.75125
KCTD20	-0.777
WDR47	0.6575
FLJ38723	0.3795
KLRF1	0.4955
TAS2R16	0.5965
CLDN12	-0.40325
PRKCE	-0.18
UBXD4	-1.00925
ITGAM	2.8585
GLT8D3	0.243625
WDR31	0.0866
RGS2	0.70875
OR51L1	0.4525
MST1R	-1.31275
KIAA1737	1.52775
OR4A5	0.3395
GLIS1	-1.76233333333333
PTMA	0.155285714285714
NAPA	1.883
PRDM11	0.185
LIPF	4.568
DIRAS3	1.079
ASGR2	-3.570875
C1QTNF4	1.18175
PIK3R4	-0.170166666666667
ARMC3	5.2985
NDUFV3	-0.447083333333333
BTBD3	0.565166666666667
PPP1R2	-0.0619166666666667
UBE2NL	0.402
FOSL2	0.935928571428571
FAM119A	-1.30133333333333
TUBA4A	-0.8709
KRTAP12-1	0.322
SFRS2	-0.4945
RHPN1	1.3308
EEF2	-0.458333333333333
ZDHHC11	-2.3575
EPHA3	-1.7313
RBM12	-0.335
H2AFJ	1.28058333333333
EDIL3	1.541
KIF26A	-1.73225
SERGEF	-0.17775
B3GALT4	2.24
LOC90925	2.12333333333333
OSCAR	0.884375
NPFF	-0.09625
DEDD	0.555
TMEM155	-1.3385
PTPN1	1.7245
SCYL2	0.660333333333333
SKAP1	0.60025
LEAP2	-3.34216666666667
GADD45G	1.5237
IFITM3	1.159
PILRB	-2.11866666666667
SLU7	-0.06775
DSC3	0.81525
DNMT3L	-1.47275
PAPD5	1.442125
B3GNT3	0.352833333333333
LHCGR	0.2965
MSL-1	0.192
UBE2S	-0.356625
SAP130	-0.60275
ANAPC11	0.12525
MAGED4B	-2.203
ATP6V1B2	0.337666666666667
C14orf179	1.2695
CAPZA1	-0.70975
CDYL2	-0.317333333333333
GLRX3	-0.816333333333333
LOC136288	1.603
MOBKL1A	-0.52725
HTR2B	2.78275
CRYGD	0.238666666666667
NUS1	-0.531833333333333
PGRMC1	0.481
MYOM2	-0.88
FLJ39653	-3.00466666666667
CHM	0.0567
OR5M8	0.7805
ZNF619	-0.7465
FAM105A	-0.2935
CCNL1	-1.325375
NAP1L3	-0.378
C10orf57	2.01683333333333
B3GALNT1	1.31766666666667
CSN1S2A	-0.472
TCP10L	0.30025
GDAP2	-0.125375
DMKN	-2.1775
COX6B1	0.211
DNASE2	0.393333333333333
MSH5	-1.977
LGMN	0.22375
USP31	1.0805
OR13C8	0.8025
SDCBP	-0.2136
NUDT11	-2.027
PYGL	-0.3355
SNPH	-0.3185
B3GNT4	2.5345
MIZF	-0.173
NUBPL	-0.4415
NOD1	0.315166666666667
CDH22	0.6715
NUBP1	0.4275
DSCAM	-1.149
DGKI	0.3775
FAM136A	-0.81325
AKAP1	-0.329166666666667
SLC16A6	-0.43375
RIN3	0.643
PSG2	1.19725
DIP2B	-0.348333333333333
PSORS1C1	-0.071
KIAA0495	-1.445
FLJ90709	-0.432166666666667
LPA	-1.035
PIGA	-0.0353333333333333
LY75	1.93733333333333
UTS2	-1.86066666666667
RREB1	0.730375
GALNACT-2	0.323
MGC3196	-0.10975
FLJ31568	-0.25775
LPHN1	-0.528375
SP1	1.031375
TOX4	0.049
HSPA9	0.0672
APOBEC1	0.273
SLC35E4	-1.6005
LSM5	-0.9135
SURF1	-0.06075
ZBTB1	0.35225
GTF2F1	0.116875
RPS15A	-0.0447857142857143
DUSP21	-0.8114
GINS4	-2.56183333333333
MYO15A	-0.484
GIMAP7	2.8675
MGC13379	0.273
ATP6V1E2	-1.5245
UTP3	0.02125
HNRPA3	-0.80625
MT4	0.176
C14orf155	0.45875
U1SNRNPBP	0.75725
CKLF	-1.148
PLEKHN1	0.2765
MBNL1	-0.317666666666667
NUP160	-0.9675
ACSM2A	-0.4815
LOC129881	0.9475
KIAA1529	-1.55275
FLJ22639	-1.67325
HAND1	-1.1195
GSX1	0.4705
FGA	-4.520375
SERPINB1	-0.24725
ZNF642	0.53
IGFBP1	-8.09975
SLC1A1	-0.89375
DHX57	-0.059125
ZNF766	0.256
PTPN21	0.2208
GDPD3	0.784666666666667
PNPLA5	0.2925
TBR1	0.3855
FAM116A	-0.2175
IQGAP1	0.895875
FOS	0.034625
ZNF226	-0.592875
FIGNL1	-0.3605
C14orf1	-0.0158333333333333
ZMYND17	-0.364
PUS7	-1.112
TUBB6	-0.7825
KCNQ2	-1.18275
MARCH6	-0.2045
CCDC33	0.712
PRODH	-1.1585
RBM11	2.56075
EPHA6	1.035625
SLC43A1	-0.937
LOC196541	0.588571428571429
NTN1	1.50216666666667
ING4	0.366
PCDHB10	0.6675
DPH2	0.1215
SPACA4	-0.04725
FBXL21	-4.49
DIAPH1	-0.9015
ZNF71	2.22033333333333
CEP76	-0.952
CORO1A	-0.09975
RRM2	-2.56625
EDG4	0.34625
OS9	0.3565
SLC4A1AP	-0.1525
COG5	-0.64025
COPS8	-0.23325
NGLY1	-1.0175
NCBP2	-0.27475
C17orf42	-0.617333333333333
GPSM3	1.039
SIL1	1.11266666666667
ASB6	-0.05775
SMAD5OS	-0.857333333333333
UNC93A	-3.162125
A1BG	0.459333333333333
C21orf62	-0.0365
FMO5	-1.4375
ATRIP	0.468666666666667
CEBPG	0.0288333333333333
C7orf38	-0.5715
TNFRSF1B	1.26333333333333
CLEC1A	1.62816666666667
IQSEC1	-0.040375
PATZ1	0.7033
RBM22	1.03325
BAG2	-1.85883333333333
PAQR5	0.0666666666666667
C9orf127	0.2757
THNSL1	0.38225
SHROOM3	3.0723
JAM2	0.887
SNRPN	-2.6385
ALX4	0.1485
CACNA1S	-0.285
FAM130A1	1.281
CORIN	2.1155
CD300LB	1.5145
PLEKHG6	1.1985
LRRC40	-0.1385
PCLKC	-1.406
PCDHB16	0.774833333333333
WNT2B	0.0121666666666667
ASNS	-3.20244444444444
MRPL49	0.24775
FLJ46111	1.7955
ISG20	-0.042
SMU1	0.153166666666667
CASZ1	0.3595
POLR1D	-0.285166666666667
GIN1	-0.5945
SNAG1	0.145833333333333
ANKRD29	-1.43975
CDKN2AIP	-0.0855
KRR1	0.34575
CXCL1	-1.85633333333333
EPM2A	-0.457
PC	-0.057
DEFB127	0.013
PDZRN4	0.795166666666667
FAH	0.1565
OR51E1	1.3075
CDC2L6	0.0946666666666667
DNTTIP1	-0.28525
PAX8	0.3365
TMEM116	-0.98375
C1orf150	0.386
PRO2012	0.45175
MRPL40	-1.1835
BEX1	-3.60477777777778
SLC2A4	-0.406833333333333
PKMYT1	-0.82175
FEZF2	-0.232666666666667
SLC26A9	-2.60025
MAP2	0.0568181818181819
LYL1	-1.1325
SLC25A19	-0.679333333333333
NOS3	0.0065
ZNF34	1.77883333333333
TMPRSS11F	-0.9515
FAM43A	-0.18675
FCRL4	-0.1745
KLF14	0.1715
FLRT2	-0.957166666666667
WRN	-0.90325
SDF2	0.1546
KRT8P12	1.33225
C6orf195	0.9385
C9orf125	-1.71033333333333
DZIP3	-0.15125
RIT1	0.502416666666667
SCML1	-1.57783333333333
RHBDF2	0.02225
OR2G3	0.23
REXO1L1	-0.03
MAP3K7IP3	0.040875
C3orf57	-1.24725
FBXW11	-0.170166666666667
ETAA1	-1.7255
C14orf131	-1.3132
AKT1S1	0.41725
SLC12A5	-1.02275
C9orf164	0.95125
NRIP3	-0.006625
NOS1AP	-0.5335
TMEM121	1.968
SAP30BP	0.0985
DGCR6	0.40575
WDR76	-2.009
FAM82B	0.805916666666667
LOC606495	-0.216
MAP9	1.036
BCDIN3D	0.7675
CXorf36	3.43783333333333
DSCR3	-0.0098
ZFAND3	0.37675
C7orf43	0.430333333333333
SPSB3	0.9743
C19orf19	0.5255
FAM133A	-3.141125
C12orf25	0.0205
SLC39A3	0.100625
DISP2	0.8685
PI4KAP2	-2.2285
MKRN3	-2.69033333333333
ADAMTS13	-0.955625
CBLN3	0.2652
TTYH1	0.2895
C3orf18	-0.822
FLJ13236	-0.23525
ZMYND12	2.471
C18orf25	0.158
GLB1L3	-1.047
ATP13A5	1.515
RANBP10	-0.64075
CD96	-0.9284
DENND1C	-0.41725
RBMS3	-0.0151000000000001
SLC41A3	0.247333333333333
DGCR6L	0.371
TMEM128	0.195333333333333
CSNK1G3	-0.00228571428571428
MOBKL2C	1.42525
TSPAN6	-0.010375
MATN2	0.1573
MSL2L1	-0.042
ST6GALNAC2	-0.868333333333333
FGFBP2	-0.681375
FGL1	-6.45016666666667
MPP3	-0.6695
ARHGEF6	0.5205
TGFBR2	-0.04
ACMSD	-0.886
IL33	3.408
C9orf5	-0.445666666666667
DEAF1	0.4135
AMN	0.793
DEFA6	-0.05125
RNF212	-1.72725
METT5D1	0.2085
CIB1	0.9431
TSSK1B	-0.3075
KIAA1727	1.232
ZNF680	-0.361916666666667
LOC399900	-1.722
LOC152217	-0.571666666666667
CTNNAL1	-3.553
CIT	-1.94875
TLE6	-0.0895
ZNF607	-0.4425
HERC4	-0.909
DRAP1	0.1022
PEMT	-0.0885
C10orf111	0.699
ZNF575	1.118125
KCTD7	-0.3275
MYO1F	0.373375
LOC285382	-1.2015
RAB11A	0.7378
PLCD3	-0.0295
C15orf28	-0.31775
PTBP2	-0.2425
CTB-1048E9.5	0.2265
C19orf60	-0.474666666666667
C7orf25	0.540166666666667
SETD7	0.66775
HOXB9	-4.754
VANGL1	0.394
CHAF1B	-1.86175
NDUFA3	1.14975
KIAA1328	-0.405833333333333
SHARPIN	1.55525
TTC23	0.226375
UGP2	0.0376666666666667
ANKIB1	0.3419
CIRBP	1.30885714285714
SEC14L4	-3.1285
OVCH1	-0.291833333333333
VPS52	0.1265
FAT	-1.501625
M6PRBP1	0.24425
GPRIN3	-0.062
PPM1F	-1.0115
TSR1	-0.014
CCDC85A	-0.02025
PCSK5	1.49975
ZFHX3	0.1805
HEMK1	-0.4048
PGBD2	-0.0925
RSRC2	-0.037
AURKC	0.111333333333333
SCRIB	0.93375
ORM2	-4.2065
FAM115A	-0.7859
FZD6	0.882875
UNC119	0.635166666666667
GPX3	-0.8023
NOV	-1.482
CABC1	0.450625
CDC42SE2	0.0495
EIF2S2	0.2731
RNF130	0.480375
CKAP5	-0.4415
RP11-413M3.2	0.32225
C10orf18	0.5734
TMEM93	0.47175
DYX1C1	1.979
KCNMB2	-0.858625
ANK3	1.655
KRT5	0.0689
CDH12	-1.843125
QRSL1	-0.309875
JUB	-0.9855
SHC4	-1.674
CCL15	1.80083333333333
CCDC22	0.1935
SNX24	-0.5525
RARS	-0.18475
MORC2	-0.132
FAM48A	-0.08375
MT1H	-1.822
PPP1R14C	-1.0185
FOXD1	-0.205928571428572
C1orf213	-2.7605
AMT	-2.3747
DSN1	-0.58625
PTPLAD2	1.504
DIS3L	-1.13175
RASL11A	0.78775
GPRC5B	2.277375
FRMD7	-0.119
STRN4	1.0135
KITLG	3.18140909090909
HDGF	-0.154
OR1S1	0.6075
SETX	-0.2846
DDR2	-0.0635
KCTD12	1.54125
LYZL2	2.4685
WDR52	-0.268
TMEM2	0.625625
ZNF579	1.62766666666667
LOC200810	0.72
TNFSF9	-2.138875
PPFIA4	-3.6605
CNIH3	1.23666666666667
MAP4K4	-0.885214285714286
ROD1	0.165642857142857
ALS2CR12	0.397166666666667
DOCK3	0.730666666666667
PAQR9	-4.605
ASB17	0.544666666666667
STX16	-1.51675
FEZ2	-0.348166666666667
DLAT	0.165666666666667
KIF21B	-1.36883333333333
CDC5L	-0.70225
TMEM119	1.59033333333333
CRIP3	-2.283
TPSD1	1.11716666666667
TEPP	0.50325
GNGT2	0.9465
C21orf121	2.38925
WNK1	0.993833333333333
FLJ10490	0.9778
OR51B5	-2.1435
LOC203547	-0.475875
HAS1	0.2305
PPA1	-0.412833333333333
ST7	-0.314125
C11orf46	0.5619
POPDC3	-3.9675
ACOX2	-0.493666666666667
ATCAY	-0.4895
TM4SF19	0.24675
MFSD9	-0.190666666666667
PDHB	-0.47525
ERN1	-0.3325
LCE3C	0.116
GPR111	0.0165
NOTCH3	1.45666666666667
ADAMTS5	1.4165
B3GALT1	-1.228
UGCGL1	-0.110833333333333
FAM58A	0.692166666666667
FBXO32	2.68925
CLPP	-0.18925
NXPH1	-1.4035
MTMR3	0.466333333333333
ATP1B3	-0.598875
TMEM16A	3.901
HIST1H3F	-0.349833333333333
TRIM25	-0.227833333333333
SDCBP2	3.1965
CRKL	-0.706875
HOXB2	-1.003
ANP32B	-1.037125
GATM	2.603
AP4E1	-0.063
EDG5	0.55475
CDKN3	-2.39783333333333
CDH4	-2.071
PGD	-0.769333333333333
RND1	1.4425
GAD1	-3.8237
MPG	-0.211125
LOC440350	-0.0645
ZNF133	0.55
SERPINB12	0.363
AMELY	-0.2398
DHX36	-1.2395
TNFAIP8L2	2.76533333333333
PHTF2	0.262444444444444
CCDC112	-0.564666666666667
IQCC	-1.27325
HEYL	2.89
FTSJ2	-0.079
APPL1	0.786875
RAB43	0.0846428571428571
OR10G2	0.104
WAC	0.8725
ADCY9	1.96375
RUNDC2B	0.2685
PYCRL	2.1564
AGPAT7	-0.275333333333333
SLC22A9	-1.5715
CDKAL1	-0.6465
PDYN	-0.9275
C20orf74	0.1225
MTMR11	0.45525
VAV3	2.93608333333333
DAPL1	2.85325
STXBP3	-0.7995
EIF3G	-0.4545
ARHGAP22	-1.43825
NPFFR1	0.6365
NPC1	-0.306166666666667
ALDH9A1	0.9495
ZNF600	1.2375
ZNF678	-0.2065
RASSF1	0.306
ADD2	-2.680125
PITPNB	-0.01825
PKD2L2	0.127285714285714
LRP11	0.60825
CDKL1	-0.417
SMEK2	-0.3045
PRODH2	-3.2135
C11orf54	-0.106833333333333
SFRS11	-0.321833333333333
IL7	-0.430166666666667
ALS2CR16	1.197
BTG3	-0.711
PAK2	0.217333333333333
RP11-679B17.1	-0.85375
GATA4	-1.55583333333333
ATP2B1	0.25975
LOC130940	1.2325
C1orf172	1.81783333333333
ATF7IP2	-0.019
SLC25A43	-0.226166666666667
CENTG3	0.553416666666667
IGF2BP1	-3.8171
FCHSD1	0.1575
CAMK2N2	0.9995
ELAVL3	-0.2799
NBPF15	-0.308333333333333
UBE2J2	0.219583333333333
GNL2	0.206
PRR3	-0.3206
NLF2	1.54925
OR4F6	0.24
KLHL24	0.176833333333333
CCDC88A	-1.816
SGPP1	-0.887666666666667
C10orf11	-0.218333333333333
SLC35B4	-1.5785
UGT3A2	-0.9305
ARNT2	-0.8452
CBR1	0.384
ITPR3	-0.984
TRAPPC6B	-0.5306
AMZ1	3.4975
ARP11	2.82675
WDSUB1	-0.44525
APBA1	0.336833333333333
RAB2A	0.6705
C6orf162	-0.240875
HPSE2	0.904
PLCE1	0.548
INSL3	0.2335
DLG1	-1.0322
PTPLA	-3.20375
PIGX	-0.866125
TFIP11	0.147166666666667
FIBIN	2.9015
POLR2G	0.021
GRAP2	-1.7936
DNAJB8	-0.52325
CNBP	0.396833333333333
WASF1	-0.734
INPP5E	-1.4555
HSPB1	1.2424375
TMEM167	-0.353
CUBN	-0.414
IGF1	2.694375
ITPK1	0.519
NAALAD2	-1.42725
G3BP1	0.3689
NT5DC1	-0.46
CYP39A1	-0.399
TMEM139	1.43283333333333
POLK	-0.711444444444444
GLULD1	-0.36475
RBM15	-0.717166666666667
AMZ2	-0.487
GDF15	-1.90516666666667
MESDC2	0.01775
INCA	0.311666666666667
ACY1L2	-3.097
GZMM	-0.0985
PAIP1	-0.3525
CACNA2D1	-0.81025
STK32C	-0.2455
SH3BP4	0.506
DEC1	0.5895
PADI1	0.27
UBB	0.4999
PON3	-3.07766666666667
PROP1	0.7465
ANKRD13B	1.055
ADCK1	0.285
TCF25	-0.238416666666667
SLC38A5	-2.39
CXorf26	0.859166666666667
C19orf39	0.0085
PPP1R13B	1.30475
ARL2	-0.5985
TCL6	0.205583333333333
TOP3A	-0.313
SLC16A14	1.64775
FXYD6	1.304
HIST1H4E	-0.62875
BBC3	0.301631578947368
UNC5A	0.275833333333333
FAM86C	-0.5003
PI4KB	0.3465
B3GAT1	-3.322
SUSD2	3.30266666666667
OAZ2	-0.038
NOC4L	0.345
C10orf12	-0.222
FADS1	-2.91933333333333
LOC144097	0.05675
DKK2	0.951666666666667
KIAA1949	-0.1165
RHOT1	-0.0917
OXT	1.29033333333333
GPR153	1.02375
ARL4A	-0.451166666666667
SAAL1	-1.3895
CCDC64	-0.1355
USE1	-0.593666666666667
HNMT	0.0401666666666667
PCGF3	0.256125
CYP2C19	-0.344
C20orf4	1.1695
CCDC11	1.27825
ACSBG2	0.237
RWDD2A	-0.266
PALLD	2.188
CPLX4	1.149
LOC492311	0.29525
