Hybridization REF	TCGA-B6-A0RE-01A-11R-A056-07
ARHGAP17	-0.1503
KCNIP3	-0.48375
SFPQ	0.22975
GFRA4	-0.045
AKR1B10	-1.619375
TIGD6	0.372333333333333
RGS16	1.861
URB1	0.701666666666667
OR4C46	0.1545
TOP3B	-0.21475
NFATC4	0.03
CA14	-5.66725
BMPR1A	0.0525
SNRP70	-0.473
PRL	0.0969166666666667
C6orf130	-1.818
STAG2	0.3325
CD55	0.152428571428571
RPS23	-0.0678333333333333
SSX2	-0.836666666666667
FDPSL2A	0.2415
FBXO27	0.671875
SYNGR3	-1.243
TMSL3	1.3675
EML1	-1.1895
NUP93	-0.25525
SMAD3	-1.6828
KIAA1189	1.33133333333333
HNRPUL2	1.07316666666667
TBC1D12	0.534666666666667
C16orf24	0.35475
MRVI1	2.06416666666667
ZNF581	-1.07616666666667
ELOVL3	0.6255
OR51Q1	0.097
CACNB3	0.979333333333333
GALNT13	1.1005
C10orf84	0.3608125
NEDD4	-1.3785
SPO11	0.2635
OR5AU1	0.3495
NEK4	0.16
PRKAR2A	0.454166666666667
IHPK1	0.340833333333333
ATP6V0B	1.29375
CACNA1E	0.9145
CEACAM8	-0.223333333333333
PEX14	0.0135
FLJ12993	-1.349
ZBTB38	-0.02275
PCTK2	-0.602166666666667
LRRC16	-0.059
FBLIM1	1.75691666666667
FYCO1	1.3595
RP5-1022P6.2	-0.353166666666667
CMTM1	0.370833333333333
PLTP	1.98083333333333
RAPH1	0.938125
DOCK8	0.111375
EZH2	-1.08153333333333
SLC25A1	-0.905833333333333
PLEKHB1	1.8011
GRB7	0.2583
ZFP37	-0.2855
MRPL33	-0.86825
PELO	-0.38275
ARMC1	0.717909090909091
C9orf27	0.350875
FLJ25778	-0.8915
C9orf37	-1.44166666666667
TMEM66	-0.50825
SPRN	0.235875
HBEGF	0.88125
PI4KA	-0.6605
LEPRE1	0.0175
POU2AF1	-1.66925
MRPL12	0.312833333333333
REP15	-0.187
ZC3H3	1.29225
RASAL1	1.264
DDAH1	0.358
ACBD5	1.338
TMC2	0.2565
CCDC137	-0.17925
SAMD13	-0.647
UGT2B15	-4.2695
TIPARP	-1.091
DNASE1L3	-1.29375
TRIM72	0.562333333333333
DBX2	0.928333333333333
IPO8	0.28875
C21orf88	-1.0189
MAP3K14	0.7855
LOC51233	0.201
GGTLA4	0.66725
PDE6D	0.379
ZNF117	-0.82975
CLK2	0.081875
NKRF	0.13725
TNFSF15	0.1203
DUSP2	0.75225
SECISBP2	0.166
GABRR2	0.537
PPAP2C	2.7175
LOC51145	0.0471666666666667
PAG1	-0.991375
PIK3C3	-0.40825
GNG10	-0.1705
APOL4	-0.327833333333333
ANKRD28	-0.458875
STMN3	-1.7338
RAB14	0.6309
CDK2AP2	0.13625
HDDC3	-1.06625
COMMD7	0.562625
CXXC1	-0.10775
HMCN1	-0.412666666666667
CD40	0.1765
DYNC1LI2	0.555
GDI1	0.79125
LOC646938	-0.09225
VSNL1	0.0783333333333333
PIH1D1	-0.966666666666667
RAET1G	-1.0245
KRTAP5-9	0.416
EFTUD2	-0.276
ZNF311	-2.317
ATP6V1G3	0.724
OR2W3	-0.388
SCN4A	0.059
MED10	0.0435
FAM135A	0.1269
ARHGAP4	-1.4105
EHMT2	-0.2685
UFD1L	-0.40375
ERMP1	0.64225
MAG1	0.535666666666667
THAP8	0.655833333333333
HACE1	-0.197166666666667
FAM82C	0.418166666666667
C3orf20	0.031
UNC84A	0.645333333333333
SCD5	0.264928571428571
LASS6	1.00525
LSG1	0.39575
MAL	-5.86225
GPR22	0.298
WDR5B	0.3365
ACTRT1	0.727
C17orf60	-0.0771666666666667
GRIN2C	-0.4877
ARMC8	-0.24425
SLC47A1	-2.75883333333333
DMPK	-0.26675
DHRS13	-0.0423333333333333
SMC1A	0.0348333333333333
KRTAP17-1	0.51725
SMYD5	0.2135
TUSC2	0.339125
CRHR2	0.7065
KIR3DL2	0.527
CCDC104	0.237
ATP2C1	1.245375
CROT	-1.48475
PABPC3	0.769833333333333
EGR1	0.340333333333333
THSD1	-0.70325
KHK	-0.5195
SLC12A2	0.254
CD58	-0.56725
STOX2	1.8935
CCDC76	-1.5766
CCDC48	1.0825
DNAH1	-0.181833333333333
ZIC4	1.273125
OR1G1	0.3775
PSMC6	-0.8325
PROKR1	0.071
ABCB1	-2.37925
TRAT1	-2.9015
LLGL1	0.1625
MTF1	1.44275
USP54	0.60825
PAGE2B	-2.6315
ITGB7	-3.9605
CCDC81	-0.4505
LOC149837	0.8185
SCUBE1	-1.029
ZSCAN10	0.7615
HUWE1	1.44821428571429
CDH17	0.0955
CD180	2.04975
IL17A	0.088
TMPO	-1.06175
KIAA1524	-0.721833333333333
HDGFRP3	-1.46116666666667
OXCT1	0.215090909090909
RRAS2	0.111
LTBP2	2.05975
SV2B	3.943
CYP2A6	0.023
PKD1L2	-0.086
PPM1M	-0.01725
FLJ22662	2.15183333333333
ZNF502	2.3635
GP6	-0.4855
CRYBA2	-0.613
LEF1	-3.5811
CTPS	-0.658571428571429
EYA1	-3.654
EPS8L1	0.533
MAPK14	-0.221833333333333
SERPINB2	-3.049375
GTF2F2	-0.1365
ZNHIT4	0.57
PLA1A	-0.536125
C20orf114	0.4135
HPR	-5.363
C18orf2	-3.7302
SATB2	-1.104
KCNJ9	-0.076875
MGC157906	0.3355
MOCS3	-0.3475
C17orf71	0.232666666666667
PPHLN1	-0.3343
HIST1H2BN	-0.563125
RAPGEF1	-0.22525
MAP3K8	-0.09325
DLG4	-0.152166666666667
STC1	-1.30208333333333
CDGAP	2.51125
DDX26B	0.599
LOC150223	-1.56575
CPSF3	-0.414666666666667
TMEM14A	-0.23125
MYH3	-2.924
GPKOW	0.7875
SULT1A1	-1.6925
SPON1	2.9243
YY1AP1	0.814166666666667
RAB23	0.56575
PLA2G4A	-0.6525
MAPRE3	0.131
ZNF516	-0.108928571428571
GGPS1	-0.0935
EXOC3L2	-0.374
C19orf42	-0.1232
MAP2K2	0.264833333333333
HIST1H2BB	-0.75525
RNF19B	1.55783333333333
C6orf128	0.329333333333333
TLR8	1.53825
PCDHA9	2.055
CARS2	1.24575
CLUL1	2.1635
RHAG	-4.46683333333333
UNK	-0.138
EXOC8	0.9624
C9orf95	0.485
C14orf143	-1.5418
MAML3	-0.355571428571429
LDHA	-0.79475
MRPL20	0.104875
KLHDC6	-0.156833333333333
ATP5S	-1.08066666666667
C8orf55	0.90925
PHF19	-1.535625
KRTAP13-4	0.281
TTC5	-1.08425
XKR5	0.09325
SILV	-5.31016666666667
TEX28	0.576
TCTN1	0.1035
CX40.1	0.261
PPP2R5C	-0.58125
C12orf30	-0.505166666666667
CAPG	2.27525
MPZL1	1.8946
ARSB	-0.2585
TDH	-2.6215
WASF4	0.43975
TSSK3	-1.26633333333333
7A5	2.3975
CRISPLD1	1.74825
MAD1L1	0.290833333333333
SPIN4	-0.0286666666666667
AMPD1	-0.9835
DPYSL5	0.1665
INPP1	-0.220666666666667
ANKRD11	-0.186222222222222
NPAS4	0.061
GCET2	-0.482222222222222
RNASE9	0.3885
GUCY2D	0.2815
CCDC98	-0.45675
FGF4	-0.034
CPM	-0.7905
SLC26A4	-2.51133333333333
PLD5	0.313333333333333
FAM59A	-0.1446
FBXO5	-1.44055555555556
SIPA1L1	-0.3835
DPYS	0.61025
ATG4D	-0.34275
TGM3	-0.001
MTCH1	-0.086125
HK1	0.198642857142857
CDC26	-0.5455
GALNT12	-3.4485
LOC339229	-0.2365
MRPL35	-0.42175
ORC4L	-0.197
TNKS	0.0401428571428571
C2orf24	0.714833333333333
ZNF553	-0.160833333333333
GGTLA1	2.7591
ZNF497	-0.60475
CDY1B	0.726
SLC30A4	0.6135
TUB	-0.15675
ARHGEF18	0.04225
ARRB1	-0.38575
KCNK1	1.083875
EREG	-1.2856
SCAMP5	-0.532
RUNDC3B	0.97975
ADAMTS20	-1.06075
IL17RB	-0.323375
FLJ20323	-0.366
MCAM	0.474875
POLR3E	-1.72366666666667
AQR	-0.186
IPMK	0.647
CDCA7	-1.230875
CAMP	-0.517
GRHL3	1.6185
ADAMTSL2	0.520666666666667
CLMN	1.73066666666667
SSTR3	0.354
MAGEA5	-2.287
OVOL2	3.3825
JMJD1B	-0.744
RBL2	-0.6591
PYGO2	1.23825
PPP1R10	0.430166666666667
CSE1L	-0.438166666666667
LCA5	0.86875
RDH16	-0.228
ASRGL1	-0.648
TOM1	1.4165
PTX3	-1.637
TTC15	0.64025
SCGB3A1	0.620166666666667
MRPL50	-0.689
RCAN3	1.2185
SLC26A11	0.84775
STYX	-0.2485
CINP	-0.38975
MARCH7	-0.35275
PFKM	-0.819
SGMS1	0.206166666666667
RIOK3	0.7053
C1orf110	0.6015
CES7	0.05625
LOC440248	-2.3045
PPP1R12C	-0.073
C10orf27	0.72
ATG9A	0.15425
MRPS26	0.808625
TMEM40	1.7525
ELP3	-0.5607
ZNF787	0.485
HIAT1	-0.60575
C8orf34	0.729666666666667
MGC4655	-0.2085
PELI1	1.79216666666667
PPT1	-0.2613
SLC35C2	-0.262833333333333
C6orf125	-0.55625
MUC4	-1.4945
RFC4	-1.46057142857143
GNB2	0.760333333333333
NUP50	0.426214285714286
SULT4A1	0.700666666666667
C7	0.30875
CCDC130	0.0993333333333333
ARRDC4	-0.5085
RQCD1	-0.11025
GLYCTK	-1.2455
AYTL2	0.744363636363636
MTUS1	1.3751
LEMD3	0.042
PLEKHF2	-0.067
HOXA7	-0.695375
GTF3C2	-0.418
DYNLRB2	-1.47925
CNOT10	0.2735
MR1	-0.247333333333333
FFAR1	-0.01325
PRIC285	0.35975
SLITRK6	2.9135
LIX1	-2.3879
UBE1L2	-0.265
F8	1.33875
ACHE	-0.118
KPNA5	0.00575
TNFRSF12A	0.2005
EGR3	2.9915
SERPIND1	-4.05516666666667
OASL	2.00375
IFRD1	0.493375
WDFY1	0.169333333333333
ZNF267	-0.29775
ACCN5	0.978
ZBTB6	-0.54275
PPP1R3A	-0.4635
PRRT3	-0.19575
FBXL19	-0.3215
TXNIP	-1.05742857142857
ACTN2	0.70275
ATG9B	-0.01025
C9orf117	0.128625
IL27	0.4515
RPL36AL	-0.259333333333333
KLK15	-0.74775
CHAD	-0.111
RAP2B	0.2845
HEBP2	1.4355
ZNF342	0.7825
CAMK2G	-0.169333333333333
TLR3	-0.5735
FGF14	-0.78775
HMGB2	-1.71275
TRPM5	0.063
OR5M11	0.3405
KIF3B	0.545842105263158
PRICKLE2	-0.16475
MTMR9	-0.472125
C3orf27	0.46275
GLRA3	-1.67083333333333
NSDHL	0.580333333333333
TMEM32	0.6495
POLR2D	-0.410916666666667
MYADML	0.2005
C9orf114	0.062
MRGPRX1	0.0265
TOPORS	0.6555
CLDN19	-0.866
C1QL4	0.635
RNF165	-0.3705
DHRS9	0.16225
DNAH2	0.354666666666667
FXR1	-0.531333333333333
ZMYM3	-0.52075
CASP3	0.339833333333333
FAM120C	-0.323
SCLY	-1.5735
CA7	-0.2675
ENTPD5	-0.459166666666667
ZNF461	0.14675
PDIA5	0.3715
C1orf19	0.7695
TMEM67	0.327
KCTD20	0.1285
WDR47	1.127
FLJ38723	-0.253
KLRF1	-0.597
TAS2R16	0.7775
CLDN12	0.37525
PRKCE	-0.0935
UBXD4	0.09975
ITGAM	2.39783333333333
GLT8D3	-0.74275
WDR31	0.3117
RGS2	2.3215
OR51L1	0.374
MST1R	0.6895
KIAA1737	0.10125
OR4A5	1.271
GLIS1	-0.9355
PTMA	0.158928571428571
NAPA	0.9105
PRDM11	-0.261
LIPF	0.437
DIRAS3	0.402
ASGR2	-4.894
C1QTNF4	-0.0155
PIK3R4	-0.6845
ARMC3	2.09225
NDUFV3	0.0206666666666667
BTBD3	1.04616666666667
PPP1R2	0.2625
UBE2NL	-0.779
FOSL2	1.24121428571429
FAM119A	-0.399
TUBA4A	0.7361
KRTAP12-1	0.02225
SFRS2	-0.3625
RHPN1	-0.1768
EEF2	0.640166666666667
ZDHHC11	-1.86616666666667
EPHA3	-2.2041
RBM12	-0.51425
H2AFJ	1.823
EDIL3	1.8005
KIF26A	-2.444
SERGEF	-0.0715
B3GALT4	1.8165
LOC90925	3.87566666666667
OSCAR	0.0415
NPFF	-1.35
DEDD	1.16725
TMEM155	-1.227375
PTPN1	-0.2145
SCYL2	0.245666666666667
SKAP1	-0.688
LEAP2	-3.88566666666667
GADD45G	0.665
IFITM3	0.258142857142857
PILRB	-1.01116666666667
SLU7	-0.5974375
DSC3	4.84375
DNMT3L	0.931
PAPD5	0.01425
B3GNT3	0.0565
LHCGR	-0.063
MSL-1	-0.126
UBE2S	-0.8385
SAP130	-0.283
ANAPC11	0.7125
MAGED4B	0.348
ATP6V1B2	0.5605
C14orf179	0.0085
CAPZA1	-0.99125
CDYL2	-0.650333333333333
GLRX3	0.163166666666667
LOC136288	-0.481
MOBKL1A	-0.5555
HTR2B	1.453
CRYGD	-0.1485
NUS1	-0.465666666666667
PGRMC1	0.609
MYOM2	-1.9935
FLJ39653	-2.58816666666667
CHM	0.3534
OR5M8	-0.2585
ZNF619	-0.7755
FAM105A	0.887
CCNL1	-0.843625
NAP1L3	-0.2695
C10orf57	1.34783333333333
B3GALNT1	0.7535
CSN1S2A	0.21
TCP10L	0.40125
GDAP2	0.2705
DMKN	-0.180666666666667
COX6B1	0.0315
DNASE2	0.6645
MSH5	-2.35875
LGMN	0.073125
USP31	0.1919
OR13C8	0.7105
SDCBP	0.4927
NUDT11	0.3425
PYGL	-1.83783333333333
SNPH	1.08133333333333
B3GNT4	1.4685
MIZF	-0.0134
NUBPL	-1.482
NOD1	0.812666666666667
CDH22	0.468625
NUBP1	-0.4585
DSCAM	-3.38475
DGKI	3.551
FAM136A	0.32125
AKAP1	0.4945
SLC16A6	-1.99475
RIN3	0.781
PSG2	-0.17275
DIP2B	-0.532583333333333
PSORS1C1	0.32
KIAA0495	-0.2795
FLJ90709	-0.329666666666667
LPA	-0.3195
PIGA	-0.466666666666667
LY75	2.66583333333333
UTS2	-6.86566666666667
RREB1	0.161875
GALNACT-2	0.5388
MGC3196	-0.28475
FLJ31568	0.49825
LPHN1	-0.01675
SP1	0.727125
TOX4	-0.593833333333333
HSPA9	-0.4001
APOBEC1	0.935
SLC35E4	-1.398
LSM5	-0.3025
SURF1	-1.571
ZBTB1	-1.39366666666667
GTF2F1	-0.286625
RPS15A	-0.713214285714286
DUSP21	-0.2105
GINS4	-1.21016666666667
MYO15A	-0.994666666666667
GIMAP7	1.68275
MGC13379	0.331
ATP6V1E2	-0.8555
UTP3	-0.54025
HNRPA3	-0.235
MT4	-1.3635
C14orf155	0.4315
U1SNRNPBP	-0.595
CKLF	-1.3285
PLEKHN1	1.40566666666667
MBNL1	-0.40375
NUP160	-0.414
ACSM2A	-2.524
LOC129881	-0.72225
KIAA1529	-0.70725
FLJ22639	-1.0895
HAND1	-0.5965
GSX1	-0.1375
FGA	-4.406625
SERPINB1	-0.43025
ZNF642	0.81975
IGFBP1	-8.745125
SLC1A1	0.603125
DHX57	0.69175
ZNF766	-0.206
PTPN21	0.4886
GDPD3	-2.55
PNPLA5	-0.053
TBR1	0.6478
FAM116A	0.586
IQGAP1	0.988
FOS	-1.745
ZNF226	-0.62875
FIGNL1	-0.421333333333333
C14orf1	-0.2875
ZMYND17	0.141
PUS7	-0.194333333333333
TUBB6	0.292375
KCNQ2	-1.4965
MARCH6	0.463916666666667
CCDC33	0.243
PRODH	0.21125
RBM11	0.94375
EPHA6	0.2905
SLC43A1	-1.493
LOC196541	-0.003125
NTN1	1.16516666666667
ING4	0.11725
PCDHB10	3.049
DPH2	0.269166666666667
SPACA4	-0.10425
FBXL21	-5.0515
DIAPH1	-0.0861666666666667
ZNF71	0.902166666666667
CEP76	-0.141
CORO1A	-0.4755
RRM2	-1.358625
EDG4	1.5175
OS9	0.406166666666667
SLC4A1AP	0.55125
COG5	0.16625
COPS8	-0.8685
NGLY1	-0.349
NCBP2	0.116875
C17orf42	-1.29066666666667
GPSM3	0.29575
SIL1	0.263
ASB6	-0.3335
SMAD5OS	-0.170666666666667
UNC93A	-2.21225
A1BG	-0.200666666666667
C21orf62	0.63275
FMO5	-1.92616666666667
ATRIP	0.317666666666667
CEBPG	0.593833333333333
C7orf38	-0.285833333333333
TNFRSF1B	0.8745
CLEC1A	0.807666666666667
IQSEC1	0.492125
PATZ1	-0.3395
RBM22	0.7645
BAG2	-0.2665
PAQR5	-1.15566666666667
C9orf127	-0.398
THNSL1	1.7215
SHROOM3	1.5397
JAM2	-1.11375
SNRPN	-3.19675
ALX4	0.123
CACNA1S	0.0255
FAM130A1	0.86625
CORIN	2.372
CD300LB	0.838
PLEKHG6	1.806
LRRC40	-0.61
PCLKC	-1.28975
PCDHB16	1.3485
WNT2B	-0.0488333333333333
ASNS	-1.17188888888889
MRPL49	-0.3445
FLJ46111	-1.1895
ISG20	-0.181625
SMU1	-0.00966666666666665
CASZ1	0.9945
POLR1D	-0.7225
GIN1	-1.23675
SNAG1	0.499
ANKRD29	-2.0555
CDKN2AIP	-0.06575
KRR1	-0.695
CXCL1	-2.1975
EPM2A	-0.3397
PC	0.2385
DEFB127	1.069
PDZRN4	0.540166666666667
FAH	-0.6675
OR51E1	0.792
CDC2L6	0.773
DNTTIP1	-0.12625
PAX8	0.17
TMEM116	-0.7125
C1orf150	0.3165
PRO2012	-0.0015
MRPL40	-1.356
BEX1	-4.2544
SLC2A4	-1.956
PKMYT1	-0.77375
FEZF2	-0.1888
SLC26A9	0.86375
MAP2	2.29975
LYL1	-2.14675
SLC25A19	-0.0913333333333333
NOS3	-0.2215
ZNF34	0.712333333333333
TMPRSS11F	-0.26025
FAM43A	1.84
FCRL4	0.235833333333333
KLF14	0.381
FLRT2	-1.12433333333333
WRN	-0.682
SDF2	0.764
KRT8P12	-0.2875
C6orf195	0.1765
C9orf125	-2.886
DZIP3	-1.103375
RIT1	0.2885
SCML1	-2.6185
RHBDF2	1.538875
OR2G3	0.145
REXO1L1	0.1525
MAP3K7IP3	-0.783375
C3orf57	-5.38775
FBXW11	-0.6245
ETAA1	-0.6585
C14orf131	-0.5843
AKT1S1	0.22475
SLC12A5	-1.2055
C9orf164	1.40575
NRIP3	-0.644
NOS1AP	-0.98925
TMEM121	-1.47875
SAP30BP	0.4035
DGCR6	-0.137
WDR76	-1.35275
FAM82B	-0.130083333333333
LOC606495	-0.2585
MAP9	1.90483333333333
BCDIN3D	-0.342
CXorf36	2.34066666666667
DSCR3	-0.4383
ZFAND3	0.475375
C7orf43	0.392666666666667
SPSB3	0.154
C19orf19	0.2115
FAM133A	-2.5645
C12orf25	0.3255
SLC39A3	0.264375
DISP2	-1.57825
PI4KAP2	-1.153
MKRN3	-0.187666666666667
ADAMTS13	-1.2805
CBLN3	0.2312
TTYH1	2.53066666666667
C3orf18	-0.05
FLJ13236	-2.5245
ZMYND12	1.8105
C18orf25	0.476875
GLB1L3	-0.5565
ATP13A5	4.0145
RANBP10	-0.36825
CD96	-2.0351
DENND1C	-0.567
RBMS3	-0.5276
SLC41A3	1.07933333333333
DGCR6L	0.0195
TMEM128	-0.721
CSNK1G3	-0.183642857142857
MOBKL2C	0.469375
TSPAN6	0.488
MATN2	-2.1973
MSL2L1	-0.405833333333333
ST6GALNAC2	-0.0636666666666667
FGFBP2	2.660625
FGL1	-7.07133333333333
MPP3	-1.7835
ARHGEF6	-0.4295
TGFBR2	0.045
ACMSD	-1.34875
IL33	-0.00325000000000001
C9orf5	-0.352
DEAF1	0.5902
AMN	0.401
DEFA6	0.164125
RNF212	-1.4005
METT5D1	-0.506833333333333
CIB1	-0.0903
TSSK1B	0.01075
KIAA1727	1.7735
ZNF680	-0.796181818181818
LOC399900	-1.099
LOC152217	0.35875
CTNNAL1	-4.386
CIT	-1.0615
TLE6	-1.1495
ZNF607	-0.87325
HERC4	-0.725166666666667
DRAP1	-0.0721
PEMT	-0.109
C10orf111	1.0625
ZNF575	0.661875
KCTD7	0.156
MYO1F	0.02625
LOC285382	-0.779
RAB11A	0.1257
PLCD3	-0.96625
C15orf28	0.05825
PTBP2	-1.829
CTB-1048E9.5	-0.111375
C19orf60	0.161333333333333
C7orf25	1.10266666666667
SETD7	0.2045
HOXB9	-5.4455
VANGL1	0.108625
CHAF1B	-0.96775
NDUFA3	-0.35925
KIAA1328	0.062
SHARPIN	0.8245
TTC23	-0.538
UGP2	0.822416666666667
ANKIB1	0.8414
CIRBP	-0.332571428571429
SEC14L4	0.777666666666667
OVCH1	-0.261
VPS52	-0.001
FAT	0.423
M6PRBP1	0.2295
GPRIN3	0.167
PPM1F	0.0513333333333334
TSR1	0.6845
CCDC85A	0.76225
PCSK5	1.76025
ZFHX3	-0.9045
HEMK1	-0.5979
PGBD2	-0.85025
RSRC2	-0.39
AURKC	-1.50716666666667
SCRIB	1.252875
ORM2	-4.63416666666667
FAM115A	0.1452
FZD6	0.417375
UNC119	0.623166666666667
GPX3	-0.6574
NOV	-0.909125
CABC1	0.4285
CDC42SE2	-0.837875
EIF2S2	-0.4629
RNF130	0.841625
CKAP5	0.678833333333333
RP11-413M3.2	-0.257875
C10orf18	1.7933
TMEM93	-0.44375
DYX1C1	1.02
KCNMB2	-1.517625
ANK3	0.992083333333333
KRT5	2.3896
CDH12	-1.464
QRSL1	-0.052125
JUB	-1.85625
SHC4	3.220375
CCL15	-0.132833333333333
CCDC22	0.60075
SNX24	-0.477
RARS	-0.85575
MORC2	0.7595
FAM48A	-0.097
MT1H	-2.629
PPP1R14C	3.657
FOXD1	-1.84221428571429
C1orf213	-2.417
AMT	-1.8375
DSN1	-0.6765
PTPLAD2	2.706
DIS3L	-0.66575
RASL11A	-0.93225
GPRC5B	1.570125
FRMD7	-0.45
STRN4	0.12025
KITLG	1.17190909090909
HDGF	1.0585
OR1S1	0.111
SETX	-0.43
DDR2	-0.677375
KCTD12	1.2785
LYZL2	-0.36
WDR52	-1.2
TMEM2	0.5355
ZNF579	0.442166666666667
LOC200810	-0.17725
TNFSF9	-1.251625
PPFIA4	-2.18975
CNIH3	-0.636
MAP4K4	-0.293214285714286
ROD1	0.690642857142857
ALS2CR12	-0.288666666666667
DOCK3	1.70533333333333
PAQR9	-4.45675
ASB17	-0.560833333333333
STX16	-1.080375
FEZ2	0.0566666666666667
DLAT	0.160166666666667
KIF21B	-1.25283333333333
CDC5L	-0.2175
TMEM119	1.84783333333333
CRIP3	-1.852
TPSD1	-0.296333333333333
TEPP	0.0315
GNGT2	0.52675
C21orf121	0.26575
WNK1	0.66225
FLJ10490	0.5911
OR51B5	-2.2265
LOC203547	-0.17075
HAS1	0.9595
PPA1	-0.126833333333333
ST7	-0.076125
C11orf46	-0.1643
POPDC3	-0.0811666666666667
ACOX2	-2.23716666666667
ATCAY	-0.431416666666667
TM4SF19	0.222
MFSD9	0.103
PDHB	-0.4775
ERN1	0.30075
LCE3C	-0.1805
GPR111	0.094
NOTCH3	2.4155
ADAMTS5	2.711
B3GALT1	-1.21833333333333
UGCGL1	0.6425
FAM58A	1.45133333333333
FBXO32	1.3045
CLPP	0.128
NXPH1	-2.4935
MTMR3	0.598333333333333
ATP1B3	-0.488125
TMEM16A	3.64175
HIST1H3F	-0.1875
TRIM25	0.3895
SDCBP2	2.671
CRKL	-1.142125
HOXB2	-1.40866666666667
ANP32B	-0.463625
GATM	2.311
AP4E1	-0.4655
EDG5	0.52175
CDKN3	-1.83766666666667
CDH4	1.7935
PGD	0.0898333333333333
RND1	0.179
GAD1	-3.8767
MPG	-0.61975
LOC440350	-0.6675
ZNF133	0.41
SERPINB12	0.183
AMELY	-0.2615
DHX36	-0.4835
TNFAIP8L2	2.0775
PHTF2	-0.295
CCDC112	-0.0753333333333333
IQCC	-1.35075
HEYL	2.51866666666667
FTSJ2	-0.249166666666667
APPL1	1.182375
RAB43	-0.0347142857142857
OR10G2	0.2395
WAC	1.44933333333333
ADCY9	-0.98125
RUNDC2B	0.511333333333333
PYCRL	0.3129
AGPAT7	0.183833333333333
SLC22A9	-1.131
CDKAL1	-0.1345
PDYN	-0.523
C20orf74	-0.04125
MTMR11	1.0565
VAV3	0.314416666666667
DAPL1	0.81775
STXBP3	-0.00525
EIF3G	-0.0135
ARHGAP22	0.2705
NPFFR1	-0.057
NPC1	0.0403333333333333
ALDH9A1	0.974833333333333
ZNF600	0.5835
ZNF678	-0.504833333333333
RASSF1	0.908583333333334
ADD2	-3.20957142857143
PITPNB	0.42
PKD2L2	-0.153875
LRP11	0.0345
CDKL1	0.669
SMEK2	1.03425
PRODH2	-3.664
C11orf54	-1.45183333333333
SFRS11	-1.01483333333333
IL7	0.890333333333333
ALS2CR16	0.9045
BTG3	0.696666666666667
PAK2	0.018
RP11-679B17.1	-1.58025
GATA4	-2.12683333333333
ATP2B1	-1.00875
LOC130940	0.1395
C1orf172	2.339
ATF7IP2	-0.7375
SLC25A43	1.1105
CENTG3	0.492
IGF2BP1	-4.22866666666667
FCHSD1	0.0435
CAMK2N2	0.597
ELAVL3	0.026
NBPF15	0.464
UBE2J2	0.474416666666667
GNL2	0.05075
PRR3	-0.192
NLF2	0.7245
OR4F6	0.528
KLHL24	0.663833333333333
CCDC88A	-1.093
SGPP1	-1.23116666666667
C10orf11	-0.0513333333333333
SLC35B4	-0.394666666666667
UGT3A2	-1.153
ARNT2	1.4059
CBR1	0.665875
ITPR3	0.153166666666667
TRAPPC6B	-0.4346
AMZ1	-1.292
ARP11	2.1915
WDSUB1	0.75825
APBA1	1.66533333333333
RAB2A	1.3254
C6orf162	-0.00637499999999997
HPSE2	-0.04725
PLCE1	0.29475
INSL3	-0.425
DLG1	0.3652
PTPLA	0.958
PIGX	-0.254125
TFIP11	0.289333333333333
FIBIN	2.468
POLR2G	-0.13125
GRAP2	-2.2934
DNAJB8	-0.89475
CNBP	0.0391666666666667
WASF1	0.15025
INPP5E	-0.8623
HSPB1	0.03825
TMEM167	-0.2008
CUBN	1.13475
IGF1	0.3064375
ITPK1	-0.1445
NAALAD2	-1.6855
G3BP1	-0.2203
NT5DC1	0.16175
CYP39A1	2.539
TMEM139	-0.141666666666667
POLK	0.0627
GLULD1	-3.0635
RBM15	-1.30533333333333
AMZ2	-0.40675
GDF15	-4.06466666666667
MESDC2	-0.7525
INCA	0.118166666666667
ACY1L2	0.169
GZMM	-1.45133333333333
PAIP1	0.83725
CACNA2D1	0.00125
STK32C	0.815166666666667
SH3BP4	0.700833333333333
DEC1	-0.186
PADI1	0.124
UBB	0.0225
PON3	-0.270333333333333
PROP1	0.3105
ANKRD13B	1.1965
ADCK1	0.062
TCF25	0.06525
SLC38A5	-3.007
CXorf26	0.627833333333333
C19orf39	-0.39975
PPP1R13B	0.579
ARL2	-0.3975
TCL6	0.125666666666667
TOP3A	-0.718
SLC16A14	-0.735125
FXYD6	0.978166666666667
HIST1H4E	-0.2065
BBC3	-0.236263157894737
UNC5A	0.232166666666667
FAM86C	-0.1034
PI4KB	1.331625
B3GAT1	-3.845
SUSD2	1.20833333333333
OAZ2	-1.0285
NOC4L	-0.03525
C10orf12	-0.12225
FADS1	-2.15433333333333
LOC144097	0.1435
DKK2	0.39
KIAA1949	0.37975
RHOT1	-0.2415
OXT	0.907
GPR153	0.6005
ARL4A	-0.387166666666667
SAAL1	-0.4445
CCDC64	-0.1125
USE1	-0.468
HNMT	-0.995833333333333
PCGF3	0.074125
CYP2C19	0.7975
C20orf4	0.787
CCDC11	0.82425
ACSBG2	-0.4705
RWDD2A	-0.8585
PALLD	2.4275
CPLX4	-0.401
LOC492311	-0.32175
KPNA2	-0.478833333333333
MACROD1	0.0148
TMCO3	0.0581666666666667
C15orf52	2.77
BIRC5	-0.3644
PRR16	0.0425
FAM63B	0.118375
KATNB1	-0.358833333333333
WNT8B	-0.941
