Hybridization REF	TCGA-AO-A0JB-01A-11R-A056-07
MUSK	0.148166666666667
ZNF434	-1.28933333333333
SMARCD1	-0.916166666666666
ZFP106	-0.43775
ZNF347	-0.1684
GTF2E1	-0.36225
RY1	-0.845
ATAD2B	0.0155
ARHGAP17	-0.5953
KCNIP3	-0.56625
SFPQ	0.34475
GFRA4	1.7635
AKR1B10	-2.434375
TIGD6	-0.661333333333333
RGS16	1.657875
URB1	-1.1488
OR4C46	-0.00860000000000003
TOP3B	-0.52025
NFATC4	0.9905
CA14	-2.824
BMPR1A	-1.07783333333333
SNRP70	-0.24225
PRL	0.364285714285714
C6orf130	-1.08425
STAG2	-0.5445
CD55	-1.826
RPS23	-0.547333333333333
SSX2	-0.3788
FDPSL2A	-1.4315
FBXO27	1.07375
SYNGR3	-0.574333333333333
TMSL3	1.458
EML1	-2.3455
NUP93	-1.38908333333333
SMAD3	-0.705
KIAA1189	-0.663166666666667
HNRPUL2	0.624333333333333
TBC1D12	-1.11533333333333
C16orf24	2.58525
MRVI1	1.24666666666667
ZNF581	0.171833333333333
ELOVL3	0.049
OR51Q1	-0.718
CACNB3	1.444
GALNT13	-2.284
C10orf84	0.5825
NEDD4	-0.5965
SPO11	1.383
OR5AU1	-0.238
NEK4	0.304642857142857
PRKAR2A	-0.861333333333333
IHPK1	-0.2335
ATP6V0B	0.627875
CACNA1E	4.3115
CEACAM8	0.9425
PEX14	1.135
FLJ12993	-0.72
ZBTB38	-0.147833333333333
PCTK2	-1.51666666666667
LRRC16	-0.3923
FBLIM1	1.21291666666667
FYCO1	0.1665
RP5-1022P6.2	-0.456083333333333
CMTM1	-0.444333333333333
PLTP	0.868833333333333
RAPH1	1.26575
DOCK8	0.436571428571429
EZH2	-0.292733333333333
SLC25A1	-0.420166666666667
PLEKHB1	-1.1847
GRB7	1.209
ZFP37	-1.25125
MRPL33	-0.138
PELO	-1.597
ARMC1	-1.07909090909091
C9orf27	0.660125
FLJ25778	0.15
C9orf37	-0.445166666666667
TMEM66	-1.728
SPRN	-0.092
HBEGF	-0.04525
PI4KA	-1.2205
LEPRE1	-0.574
POU2AF1	-1.641125
MRPL12	1.468
REP15	-0.2135
ZC3H3	1.358
RASAL1	0.149
DDAH1	2.01125
ACBD5	0.536125
TMC2	-0.2975
CCDC137	0.87825
SAMD13	-0.992833333333333
UGT2B15	-1.24283333333333
TIPARP	-0.616
DNASE1L3	-0.12675
TRIM72	-0.570833333333333
DBX2	0.41375
IPO8	1.19175
C21orf88	0.409222222222222
MAP3K14	0.3095
LOC51233	0.781666666666667
GGTLA4	1.03725
PDE6D	-1.0465
ZNF117	0.0665
CLK2	-0.9095
NKRF	0.5455
TNFSF15	-0.8664
DUSP2	-0.363375
SECISBP2	-0.2284
GABRR2	-0.918
PPAP2C	2.21625
LOC51145	0.437
PAG1	-0.7055
PIK3C3	-0.92725
GNG10	-1.679
APOL4	0.527666666666667
ANKRD28	-0.936875
STMN3	-0.8494
RAB14	-0.2089
CDK2AP2	0.35375
HDDC3	0.744375
COMMD7	-0.290375
CXXC1	-0.632
HMCN1	-1.37316666666667
CD40	0.39325
DYNC1LI2	-0.269125
GDI1	0.76625
LOC646938	-0.2325
VSNL1	-1.373
PIH1D1	-0.519
RAET1G	1.3075
KRTAP5-9	1.619
EFTUD2	-0.25325
ZNF311	-0.368833333333333
ATP6V1G3	0.143666666666667
OR2W3	-1.64075
SCN4A	0.76625
MED10	-1.82525
FAM135A	-2.0022
ARHGAP4	-0.71375
EHMT2	-0.075625
UFD1L	-0.71975
ERMP1	-1.01375
MAG1	-1.7635
THAP8	0.4365
HACE1	-1.49216666666667
FAM82C	-0.776333333333333
C3orf20	-1.779
UNC84A	-0.635666666666667
SCD5	-0.180384615384615
LASS6	2.005125
LSG1	0.67175
MAL	-3.96725
GPR22	1.803
WDR5B	-1.26325
ACTRT1	0.645
C17orf60	-0.770833333333333
GRIN2C	1.7933
ARMC8	-0.705
SLC47A1	-1.32966666666667
DMPK	0.7955
DHRS13	-0.643
SMC1A	-0.267833333333333
KRTAP17-1	-0.986
SMYD5	-0.5225
TUSC2	0.74625
CRHR2	1.145
KIR3DL2	-0.928
CCDC104	0.24075
ATP2C1	-0.426
CROT	-1.5045
PABPC3	0.647333333333333
EGR1	1.29333333333333
THSD1	1.52025
KHK	-0.76225
SLC12A2	0.493666666666667
CD58	-2.30225
STOX2	0.453333333333333
CCDC76	-0.6179
CCDC48	3.625
DNAH1	-0.385
ZIC4	-0.394142857142857
OR1G1	0.451
PSMC6	-1.74833333333333
PROKR1	1.1695
ABCB1	0.357875
TRAT1	-2.735
LLGL1	-0.188
MTF1	2.33
USP54	0.120875
PAGE2B	-2.573
ITGB7	-1.97375
CCDC81	-0.708
LOC149837	-1.8965
SCUBE1	-1.7255
ZSCAN10	4.0155
HUWE1	0.0153571428571429
CDH17	1.696
CD180	-1.0035
IL17A	0.04675
TMPO	-2.816125
KIAA1524	-1.454
HDGFRP3	-1.969
OXCT1	-2.40472727272727
RRAS2	-1.5465
LTBP2	3.4858125
SV2B	1.587
CYP2A6	0.34925
PKD1L2	-0.832833333333333
PPM1M	-0.69925
FLJ22662	1.19366666666667
ZNF502	2.30575
GP6	-0.9565
CRYBA2	-0.875666666666667
LEF1	-0.4811
CTPS	-2.35185714285714
EYA1	-2.91116666666667
EPS8L1	2.07125
MAPK14	-1.25108333333333
SERPINB2	-3.71471428571429
GTF2F2	0.505333333333333
ZNHIT4	0.1155
PLA1A	0.51475
C20orf114	1.88275
HPR	-2.78
C18orf2	-1.45716666666667
SATB2	-2.6375
KCNJ9	1.637
MGC157906	-0.282
MOCS3	-1.39375
C17orf71	-1.57383333333333
PPHLN1	0.0293
HIST1H2BN	0.579125
RAPGEF1	-0.097
MAP3K8	-0.52675
DLG4	1.447
STC1	-0.465583333333333
CDGAP	-0.0425
DDX26B	-1.16225
LOC150223	-0.6845
CPSF3	-1.54833333333333
TMEM14A	-1.573
MYH3	-0.76725
GPKOW	-0.87325
SULT1A1	0.321166666666667
SPON1	1.7726
YY1AP1	-0.346
RAB23	-1.0595
PLA2G4A	-4.29225
MAPRE3	-0.59975
ZNF516	0.383785714285714
GGPS1	1.35575
EXOC3L2	1.79625
C19orf42	-0.1062
MAP2K2	0.102666666666667
HIST1H2BB	0.54875
RNF19B	0.381833333333333
C6orf128	-0.0738333333333333
TLR8	1.139
PCDHA9	0.769
CARS2	0.84975
CLUL1	0.921166666666667
RHAG	-2.93916666666667
UNK	1.36
EXOC8	-0.5804
C9orf95	0.592
C14orf143	0.063
MAML3	0.621571428571429
LDHA	-3.63475
MRPL20	0.832
KLHDC6	-0.274333333333333
ATP5S	-0.7295
C8orf55	-0.4235
PHF19	-1.55425
KRTAP13-4	0.36
TTC5	-1.086
XKR5	-0.96975
SILV	-3.32166666666667
TEX28	-1.1775
TCTN1	0.07625
CX40.1	0.16475
PPP2R5C	-0.882
C12orf30	-1.42716666666667
CAPG	1.72575
MPZL1	-0.0537000000000001
ARSB	-1.2194
TDH	-2.5135
WASF4	2.1775
TSSK3	-0.150833333333333
7A5	2.0965
CRISPLD1	1.031
MAD1L1	0.250333333333333
SPIN4	-0.901666666666667
AMPD1	-1.19066666666667
DPYSL5	-0.8685
INPP1	-0.0151666666666667
ANKRD11	0.361333333333333
NPAS4	-0.261125
GCET2	-0.7595
RNASE9	1.283
GUCY2D	0.434
CCDC98	-0.683
FGF4	-0.25225
CPM	-0.1845
SLC26A4	-0.154666666666667
PLD5	0.72525
FAM59A	-0.0427
FBXO5	-2.10122222222222
SIPA1L1	1.286625
DPYS	1.322
ATG4D	-0.04075
TGM3	0.109
MTCH1	-1.505125
HK1	-0.234692307692308
CDC26	-0.700875
GALNT12	-3.397
LOC339229	1.28375
MRPL35	0.392375
ORC4L	-0.741625
TNKS	-1.09792857142857
C2orf24	0.4535
ZNF553	0.632666666666667
GGTLA1	3.2084
ZNF497	0.04625
CDY1B	1.02025
SLC30A4	0.163
TUB	-1.005
ARHGEF18	-0.169
ARRB1	-0.66325
KCNK1	2.066875
EREG	-1.92075
SCAMP5	-0.591
RUNDC3B	2.14425
ADAMTS20	-1.12033333333333
IL17RB	-1.35971428571429
FLJ20323	-1.18875
MCAM	1.085875
POLR3E	-0.13525
AQR	0.348333333333333
IPMK	0.018
CDCA7	-2.61475
CAMP	-0.25975
GRHL3	-0.696
ADAMTSL2	1.73316666666667
CLMN	1.25566666666667
SSTR3	0.5695
MAGEA5	-1.19516666666667
OVOL2	4.12225
JMJD1B	-0.752
RBL2	-0.2978
PYGO2	1.7235
PPP1R10	1.31083333333333
CSE1L	-1.51433333333333
LCA5	0.822
RDH16	0.07925
ASRGL1	-1.318625
TOM1	-0.597333333333333
PTX3	-4.865
TTC15	0.26225
SCGB3A1	6.81233333333333
MRPL50	-0.94025
RCAN3	1.26375
SLC26A11	0.12825
STYX	-0.406666666666667
CINP	-0.64625
MARCH7	-0.971
PFKM	-1.3925
SGMS1	-0.0955
RIOK3	-0.7649
C1orf110	0.583
CES7	0.0501666666666667
LOC440248	-1.725
PPP1R12C	-0.1145
C10orf27	1.659
ATG9A	-0.77325
MRPS26	1.938875
TMEM40	1.932
ELP3	-0.4547
ZNF787	2.6493
HIAT1	-1.26375
C8orf34	0.0326666666666667
MGC4655	-0.5264
PELI1	0.79
PPT1	-0.4567
SLC35C2	-0.8165
C6orf125	1.1705
MUC4	0.583333333333333
RFC4	-2.48228571428571
GNB2	0.0908333333333334
NUP50	0.152076923076923
SULT4A1	-1.7505
C7	1.345625
CCDC130	0.796666666666667
ARRDC4	0.45075
RQCD1	-2.12025
GLYCTK	-0.99525
AYTL2	-1.58445454545455
MTUS1	0.713
LEMD3	-1.50416666666667
PLEKHF2	0.712
HOXA7	0.463
GTF3C2	-1.7005
DYNLRB2	2.462
CNOT10	0.38025
MR1	-0.7395
FFAR1	-0.4385
PRIC285	1.20175
SLITRK6	7.1435
LIX1	-2.3022
UBE1L2	-0.971666666666667
F8	0.819625
ACHE	0.613333333333333
KPNA5	-1.578
TNFRSF12A	-0.821666666666667
EGR3	0.28
SERPIND1	-1.77133333333333
OASL	1.6195
IFRD1	-1.64075
WDFY1	-1.30883333333333
ZNF267	-1.74371428571429
ACCN5	-0.289
ZBTB6	-3.16475
PPP1R3A	-0.1095
PRRT3	1.2285
FBXL19	1.0355
TXNIP	1.4445
ACTN2	-0.24425
ATG9B	-0.56
C9orf117	0.220125
IL27	2.3705
RPL36AL	0.235666666666667
KLK15	0.61775
CHAD	4.5135
RAP2B	-0.0142
HEBP2	2.09325
ZNF342	1.3895
CAMK2G	-0.563833333333333
TLR3	-0.4825
FGF14	0.695
HMGB2	-1.120125
TRPM5	0.967
OR5M11	-0.562
KIF3B	0.531578947368421
PRICKLE2	1.5845
MTMR9	-0.69425
C3orf27	0.145
GLRA3	-2.086
NSDHL	-0.342
TMEM32	-1.8795
POLR2D	-1.95158333333333
MYADML	-0.091
C9orf114	-0.22375
MRGPRX1	-0.307
TOPORS	0.92975
CLDN19	1.23775
C1QL4	-1.8935
RNF165	0.837
DHRS9	-2.527
DNAH2	-0.446
FXR1	-0.7795
ZMYM3	-0.862125
CASP3	-0.242666666666667
FAM120C	1.15925
SCLY	-1.20675
CA7	-0.513
ENTPD5	1.11116666666667
ZNF461	-0.981125
PDIA5	-1.16725
C1orf19	-1.65
TMEM67	-0.67325
KCTD20	-0.258
WDR47	-0.182
FLJ38723	6.248
KLRF1	-0.5852
TAS2R16	0.4365
CLDN12	-1.51075
PRKCE	-0.621
UBXD4	-3.02725
ITGAM	1.49466666666667
GLT8D3	-0.599
WDR31	0.241
RGS2	0.54025
OR51L1	2.1245
MST1R	0.2525
KIAA1737	0.41475
OR4A5	0.824
GLIS1	-0.5035
PTMA	1.37085714285714
NAPA	0.014
PRDM11	0.35825
LIPF	0.431
DIRAS3	0.39975
ASGR2	-2.8455
C1QTNF4	1.476
PIK3R4	-1.2595
ARMC3	2.84275
NDUFV3	1.21483333333333
BTBD3	-1.206
PPP1R2	0.254916666666667
UBE2NL	-1.04775
FOSL2	2.93078571428571
FAM119A	-1.267
TUBA4A	-0.7725
KRTAP12-1	-0.61
SFRS2	-1.5945
RHPN1	1.8851
EEF2	-0.0923333333333333
ZDHHC11	0.338333333333333
EPHA3	-2.2376
RBM12	-0.41625
H2AFJ	1.00583333333333
EDIL3	0.26
KIF26A	-1.03875
SERGEF	0.603
B3GALT4	2.6955
LOC90925	-0.0816
OSCAR	0.9985
NPFF	0.640125
DEDD	0.728
TMEM155	-0.06275
PTPN1	-0.23025
SCYL2	-1.55933333333333
SKAP1	0.70225
LEAP2	-2.167
GADD45G	2.8551
IFITM3	1.24314285714286
PILRB	0.447333333333333
SLU7	-0.12725
DSC3	2.44725
DNMT3L	-1.2725
PAPD5	-1.275625
B3GNT3	1.63916666666667
LHCGR	0.259
MSL-1	-0.3395
UBE2S	-0.240125
SAP130	-1.33725
ANAPC11	1.0545
MAGED4B	-1.2075
ATP6V1B2	-0.391333333333333
C14orf179	1.5155
CAPZA1	-0.4325
CDYL2	-1.37216666666667
GLRX3	-2.12766666666667
LOC136288	-0.06775
MOBKL1A	-0.61775
HTR2B	1.051
CRYGD	-0.339
NUS1	-0.760666666666667
PGRMC1	-0.349
MYOM2	-0.64675
FLJ39653	-1.07083333333333
CHM	-0.8148
OR5M8	0.5105
ZNF619	-1.523
FAM105A	-0.5375
CCNL1	-1.09325
NAP1L3	-0.251
C10orf57	0.800833333333333
B3GALNT1	-0.924333333333333
CSN1S2A	-0.059
TCP10L	1.61125
GDAP2	-1.52475
DMKN	0.334666666666667
COX6B1	1.157
DNASE2	0.445833333333333
MSH5	-0.67075
LGMN	-0.413875
USP31	0.5852
OR13C8	1.369
SDCBP	-0.9563
NUDT11	-2.34083333333333
PYGL	-1.9295
SNPH	0.615
B3GNT4	-1.0245
MIZF	-1.0201
NUBPL	-2.01425
NOD1	0.496166666666667
CDH22	1.059
NUBP1	-0.0633333333333333
DSCAM	-2.5375
DGKI	-0.612
FAM136A	0.2475
AKAP1	1.50666666666667
SLC16A6	0.4265
RIN3	0.67225
PSG2	0.201
DIP2B	0.160416666666667
PSORS1C1	1.2097
KIAA0495	-0.9385
FLJ90709	-0.647333333333333
LPA	-0.8285
PIGA	-1.3315
LY75	2.85183333333333
UTS2	-4.1655
RREB1	-0.19525
GALNACT-2	-1.0034
MGC3196	0.75
FLJ31568	-0.104
LPHN1	-0.346875
SP1	0.623
TOX4	-0.0463333333333333
HSPA9	0.2515
APOBEC1	1.476
SLC35E4	-0.04675
LSM5	0.356
SURF1	-0.22075
ZBTB1	0.602666666666667
GTF2F1	0.43525
RPS15A	0.169142857142857
DUSP21	-0.694333333333334
GINS4	-1.81833333333333
MYO15A	0.323833333333333
GIMAP7	4.359
MGC13379	1.5075
ATP6V1E2	-0.0835
UTP3	-0.64625
HNRPA3	-0.3760625
MT4	-1.41
C14orf155	0.1125
U1SNRNPBP	1.0245
CKLF	-1.82683333333333
PLEKHN1	4.261
MBNL1	0.190916666666667
NUP160	-1.8705
ACSM2A	-1.10375
LOC129881	0.2855
KIAA1529	-1.0115
FLJ22639	-1.72066666666667
HAND1	-0.1225
GSX1	0.14
FGA	-2.87935714285714
SERPINB1	-0.958
ZNF642	-0.39375
IGFBP1	-6.12275
SLC1A1	0.4655
DHX57	0.1515
ZNF766	0.153
PTPN21	-0.00188888888888888
GDPD3	-1.61183333333333
PNPLA5	1.0905
TBR1	1.0348
FAM116A	-0.1565
IQGAP1	-0.0514285714285715
FOS	-0.177375
ZNF226	-0.37725
FIGNL1	-1.43133333333333
C14orf1	-0.7085
ZMYND17	0.227
PUS7	-0.69
TUBB6	-1.079625
KCNQ2	-0.322
MARCH6	-0.021
CCDC33	1.8075
PRODH	0.07725
RBM11	-0.86575
EPHA6	0.968285714285714
SLC43A1	0.00324999999999999
LOC196541	1.26228571428571
NTN1	2.37508333333333
ING4	-0.36625
PCDHB10	-0.7665
DPH2	-1.04566666666667
SPACA4	-0.165
FBXL21	-4.903
DIAPH1	-0.6555
ZNF71	0.742833333333333
CEP76	-1.795
CORO1A	-0.475
RRM2	-3.310375
EDG4	-0.65325
OS9	0.895
SLC4A1AP	-0.56525
COG5	-1.885
COPS8	-1.779
NGLY1	-1.60575
NCBP2	1.37875
C17orf42	-2.182
GPSM3	2.28075
SIL1	0.865666666666667
ASB6	0.09725
SMAD5OS	0.0326666666666667
UNC93A	-2.05825
A1BG	0.421666666666667
C21orf62	1.08333333333333
FMO5	-0.930833333333334
ATRIP	-0.741666666666667
CEBPG	0.245333333333333
C7orf38	-0.275833333333333
TNFRSF1B	0.963833333333333
CLEC1A	0.873
IQSEC1	-0.440375
PATZ1	0.5554
RBM22	2.04575
BAG2	-2.75783333333333
PAQR5	-2.63733333333333
C9orf127	1.0551
THNSL1	-1.09375
SHROOM3	2.1616
JAM2	2.239
SNRPN	-1.17525
ALX4	-1.558
CACNA1S	0.0505
FAM130A1	-0.14325
CORIN	0.6295
CD300LB	0.492
PLEKHG6	0.433
LRRC40	-1.1105
PCLKC	-0.91075
PCDHB16	0.707
WNT2B	0.767333333333333
ASNS	-1.37677777777778
MRPL49	0.26225
FLJ46111	-1.9815
ISG20	0.960625
SMU1	-0.172333333333333
CASZ1	0.3485
POLR1D	-0.52325
GIN1	-1.82725
SNAG1	-0.667666666666667
ANKRD29	-0.752
CDKN2AIP	0.32325
KRR1	0.1085
CXCL1	-2.4495
EPM2A	-1.3187
PC	0.624
DEFB127	1.7515
PDZRN4	0.750166666666667
FAH	1.230375
OR51E1	0.9955
CDC2L6	0.4175
DNTTIP1	-1.1985
PAX8	-0.2715
TMEM116	-1.66975
C1orf150	1.168
PRO2012	0.05
MRPL40	-0.698333333333333
BEX1	-2.2872
SLC2A4	-0.7658
PKMYT1	-0.929
FEZF2	0.452
SLC26A9	-1.65425
MAP2	-1.1727
LYL1	0.171
SLC25A19	0.938833333333333
NOS3	1.674
ZNF34	0.523166666666667
TMPRSS11F	0.26175
FAM43A	0.19125
FCRL4	0.289833333333333
KLF14	1.8005
FLRT2	-0.892
WRN	-1.949
SDF2	-0.8281
KRT8P12	0.0435
C6orf195	-1.043
C9orf125	-0.636333333333333
DZIP3	-0.74175
RIT1	-0.461416666666667
SCML1	-0.915
RHBDF2	0.795625
OR2G3	-1.291
REXO1L1	0.5145
MAP3K7IP3	-1.587875
C3orf57	-3.4105
FBXW11	-1.13016666666667
ETAA1	-0.623
C14orf131	-0.0449
AKT1S1	-0.7235
SLC12A5	-0.97725
C9orf164	-0.537
NRIP3	-0.141625
NOS1AP	0.35675
TMEM121	1.92625
SAP30BP	0.2366
DGCR6	0.28425
WDR76	-1.49725
FAM82B	-1.22675
LOC606495	-0.329
MAP9	1.3085
BCDIN3D	0.6945
CXorf36	2.9375
DSCR3	-1.1736
ZFAND3	0.09675
C7orf43	1.10083333333333
SPSB3	0.1383
C19orf19	1.93675
FAM133A	-1.980875
C12orf25	-0.88025
SLC39A3	-0.35325
DISP2	0.3715
PI4KAP2	-1.9475
MKRN3	-1.115
ADAMTS13	0.00237500000000002
CBLN3	-0.00430000000000001
TTYH1	0.515833333333333
C3orf18	0.10475
FLJ13236	-0.05625
ZMYND12	1.66325
C18orf25	-0.686375
GLB1L3	-1.1555
ATP13A5	0.7385
RANBP10	0.0955
CD96	-0.7599
DENND1C	0.28825
RBMS3	1.4003
SLC41A3	0.732
DGCR6L	0.5485
TMEM128	-1.02033333333333
CSNK1G3	-1.3055
MOBKL2C	0.276375
TSPAN6	-1.0605
MATN2	0.3959
MSL2L1	0.777666666666667
ST6GALNAC2	0.4535
FGFBP2	-2.04642857142857
FGL1	-4.839
MPP3	-0.428333333333333
ARHGEF6	-0.489666666666667
TGFBR2	-0.082625
ACMSD	-0.97875
IL33	4.2075
C9orf5	-0.431916666666667
DEAF1	0.6204
AMN	3.28
DEFA6	-0.485
RNF212	-0.429666666666667
METT5D1	-0.699166666666667
CIB1	1.0272
TSSK1B	-0.58975
KIAA1727	-1.87533333333333
ZNF680	-0.419083333333333
LOC399900	-2.759
LOC152217	0.333
CTNNAL1	-3.5405
CIT	-0.983583333333333
TLE6	-0.49425
ZNF607	-1.017
HERC4	-1.6694
DRAP1	0.9038
PEMT	0.072
C10orf111	null
ZNF575	2.40025
KCTD7	-0.724
MYO1F	0.954
LOC285382	-1.426
RAB11A	-0.306
PLCD3	0.43225
C15orf28	-0.81825
PTBP2	-1.486875
CTB-1048E9.5	-1.5085
C19orf60	2.66866666666667
C7orf25	-0.297333333333333
SETD7	-0.300875
HOXB9	-3.026
VANGL1	-0.1933125
CHAF1B	-2.55225
NDUFA3	1.51575
KIAA1328	-1.52083333333333
SHARPIN	0.608375
TTC23	1.476
UGP2	0.0375833333333333
ANKIB1	0.00659999999999998
CIRBP	0.71
SEC14L4	-2.86783333333333
OVCH1	-0.659333333333333
VPS52	-0.58175
FAT	0.070875
M6PRBP1	0.35525
GPRIN3	1.127
PPM1F	0.6995
TSR1	-0.58175
CCDC85A	-0.18575
PCSK5	2.6565
ZFHX3	1.914
HEMK1	-1.7465
PGBD2	-0.787
RSRC2	-0.406833333333333
AURKC	-1.3298
SCRIB	0.18325
ORM2	-1.734
FAM115A	0.7026
FZD6	-0.0488333333333333
UNC119	-0.873166666666667
GPX3	-0.986
NOV	0.62175
CABC1	0.377125
CDC42SE2	-1.706125
EIF2S2	-2.1205
RNF130	-0.0875
CKAP5	-0.924833333333333
RP11-413M3.2	2.71775
C10orf18	-0.6762
TMEM93	-0.35375
DYX1C1	1.07525
KCNMB2	-1.49271428571429
ANK3	1.15633333333333
KRT5	1.8417
CDH12	-0.81575
QRSL1	-1.510625
JUB	-1.4665
SHC4	-0.441125
CCL15	3.1305
CCDC22	-0.49425
SNX24	-0.21975
RARS	-1.88
MORC2	0.461375
FAM48A	-0.4765
MT1H	0.6445
PPP1R14C	-1.87416666666667
FOXD1	-0.505285714285714
C1orf213	-0.82725
AMT	-0.9442
DSN1	-2.1735
PTPLAD2	-0.14875
DIS3L	0.65
RASL11A	1.67625
GPRC5B	0.044375
FRMD7	0.1505
STRN4	0.9395
KITLG	-0.5055
HDGF	0.6665
OR1S1	0.3205
SETX	-0.0235
DDR2	-0.261
KCTD12	1.56675
LYZL2	0.108
WDR52	0.087
TMEM2	0.4055
ZNF579	2.82666666666667
LOC200810	0.08125
TNFSF9	-0.959375
PPFIA4	-2.479
CNIH3	0.6815
MAP4K4	-1.60964285714286
ROD1	0.0709285714285714
ALS2CR12	0.654
DOCK3	-0.459333333333333
PAQR9	-4.80233333333333
ASB17	1.3745
STX16	-1.321875
FEZ2	-0.831
DLAT	-0.00350000000000004
KIF21B	-1.32566666666667
CDC5L	-0.263
TMEM119	-0.0098333333333333
CRIP3	-2.203
TPSD1	0.347
TEPP	2.61575
GNGT2	1.39925
C21orf121	0.8905
WNK1	-0.0178333333333333
FLJ10490	2.6996
OR51B5	-0.9
LOC203547	-1.161625
HAS1	-2.303
PPA1	-1.2235
ST7	-0.743625
C11orf46	-0.7916
POPDC3	-3.7745
ACOX2	1.892
ATCAY	0.820666666666667
TM4SF19	-2.2195
MFSD9	-0.156166666666667
PDHB	-1.57275
ERN1	0.08175
LCE3C	-0.46
GPR111	0.323
NOTCH3	3.38783333333333
ADAMTS5	3.23425
B3GALT1	-1.054
UGCGL1	-0.482833333333333
FAM58A	1.399
FBXO32	2.90625
CLPP	0.12225
NXPH1	-2.33
MTMR3	0.355333333333333
ATP1B3	-1.131625
TMEM16A	5.062625
HIST1H3F	1.4085
TRIM25	0.0395
SDCBP2	0.526
CRKL	-2.5625
HOXB2	0.34
ANP32B	0.0312499999999999
GATM	3.5725
AP4E1	-0.3214
EDG5	0.372625
CDKN3	-2.08783333333333
CDH4	-1.335
PGD	-1.19483333333333
RND1	-0.58
GAD1	-2.45155555555556
MPG	0.225
LOC440350	0.982
ZNF133	0.8155
SERPINB12	0.297
AMELY	-0.207
DHX36	-1.574
TNFAIP8L2	3.1075
PHTF2	-0.8995
CCDC112	-0.612833333333333
IQCC	-1.17475
HEYL	3.72016666666667
FTSJ2	-0.0525
APPL1	-0.18625
RAB43	-0.727071428571429
OR10G2	0.5565
WAC	0.166833333333333
ADCY9	-0.692125
RUNDC2B	1.516
PYCRL	1.7439
AGPAT7	-0.4955
SLC22A9	-1.04683333333333
CDKAL1	-0.2735
PDYN	-0.167
C20orf74	1.98725
MTMR11	0.755
VAV3	4.17325
DAPL1	1.918
STXBP3	0.054
EIF3G	-0.00749999999999999
ARHGAP22	2.417
NPFFR1	0.341
NPC1	-0.147666666666667
ALDH9A1	0.368
ZNF600	0.3705
ZNF678	0.4175
RASSF1	-0.2735
ADD2	-2.42183333333333
PITPNB	-0.31225
PKD2L2	0.495857142857143
LRP11	-1.44075
CDKL1	0.39825
SMEK2	0.82775
PRODH2	-1.51833333333333
C11orf54	-0.662666666666667
SFRS11	-1.4005
IL7	-1.7434
ALS2CR16	2.03225
BTG3	-1.65433333333333
PAK2	-0.0703333333333333
RP11-679B17.1	-0.80825
GATA4	-0.932333333333333
ATP2B1	-1.386
LOC130940	-0.2685
C1orf172	2.44433333333333
ATF7IP2	-0.412
SLC25A43	-2.17233333333333
CENTG3	1.51641666666667
IGF2BP1	-2.7026
FCHSD1	0.5615
CAMK2N2	3.38166666666667
ELAVL3	0.117
NBPF15	-0.151333333333333
UBE2J2	-0.68575
GNL2	0.8485
PRR3	0.536
NLF2	4.034
OR4F6	1.425
KLHL24	0.6315
CCDC88A	-1.7809
SGPP1	-1.03133333333333
C10orf11	-0.00566666666666665
SLC35B4	-0.976166666666667
UGT3A2	-1.0835
ARNT2	-0.8692
CBR1	-0.4515
ITPR3	-0.282666666666667
TRAPPC6B	-1
AMZ1	2.9715
ARP11	0.4445
WDSUB1	-1.15725
APBA1	0.522333333333333
RAB2A	-0.5085
C6orf162	-0.815625
HPSE2	1.33075
PLCE1	-0.99
INSL3	1.12225
DLG1	-0.4633
PTPLA	-3.606
PIGX	-0.984125
TFIP11	-0.0328333333333333
FIBIN	0.333
POLR2G	-0.41275
GRAP2	-1.9779
DNAJB8	-0.86225
CNBP	0.651166666666667
WASF1	0.545
INPP5E	-1.2606
HSPB1	0.2763125
TMEM167	-1.0948
CUBN	-0.66675
IGF1	3.2246875
ITPK1	0.951111111111111
NAALAD2	-0.807625
G3BP1	-0.4833
NT5DC1	-0.162625
CYP39A1	-3.7245
TMEM139	0.700333333333333
POLK	-1.198125
GLULD1	-1.27675
RBM15	-0.0838333333333334
AMZ2	0.1205
GDF15	-2.11833333333333
MESDC2	0.7055
INCA	0.4545
ACY1L2	-0.189
GZMM	0.403333333333333
PAIP1	-0.805
CACNA2D1	-0.0363333333333333
STK32C	-0.385833333333333
SH3BP4	0.1815
DEC1	0.035
PADI1	-1.3525
UBB	-0.4339
PON3	-0.708333333333333
PROP1	2.1015
ANKRD13B	0.1875
ADCK1	-1.16325
TCF25	0.818833333333333
SLC38A5	-1.56875
CXorf26	0.373166666666667
C19orf39	1.58275
PPP1R13B	1.31425
ARL2	-0.29
TCL6	0.4825
TOP3A	-0.299
SLC16A14	0.448375
FXYD6	2.434
HIST1H4E	0.47725
BBC3	1.54994736842105
UNC5A	-0.21
FAM86C	0.2721
PI4KB	-0.137
B3GAT1	-2.70275
SUSD2	2.49866666666667
OAZ2	-0.2825
NOC4L	0.01175
C10orf12	-2.348
FADS1	-1.12183333333333
LOC144097	0.59875
DKK2	0.155666666666667
KIAA1949	-0.216
RHOT1	-0.565
OXT	1.159
GPR153	3.474
ARL4A	-0.238
SAAL1	-2.34325
CCDC64	1.124
USE1	0.0773333333333333
HNMT	0.108666666666667
PCGF3	-0.0664999999999999
CYP2C19	0.638
