Hybridization REF	TCGA-BH-A0DP-01A-21R-A056-07
RY1	-0.5075
ATAD2B	0.262
ARHGAP17	-0.0896
KCNIP3	-1.324
SFPQ	-0.058625
GFRA4	0.502666666666667
AKR1B10	-2.774
TIGD6	1.277
RGS16	2.0955
URB1	-1.02516666666667
OR4C46	0.477
TOP3B	-0.841
NFATC4	0.609
CA14	-3.64975
BMPR1A	-0.0946666666666667
SNRP70	-0.723125
PRL	0.170583333333333
C6orf130	-0.57975
STAG2	0.3745
CD55	-0.277285714285714
RPS23	1.288
SSX2	-1.959
FDPSL2A	-0.406
FBXO27	0.79425
SYNGR3	-0.714166666666667
TMSL3	1.63675
EML1	-1.156
NUP93	-1.138
SMAD3	-0.599
KIAA1189	1.5985
HNRPUL2	0.330833333333333
TBC1D12	0.648666666666667
C16orf24	0.944
MRVI1	2.18516666666667
ZNF581	0.0588333333333333
ELOVL3	-0.762
OR51Q1	-0.066
CACNB3	0.936166666666667
GALNT13	-1.059875
C10orf84	1.1159375
NEDD4	-0.3169
SPO11	1.1835
OR5AU1	0.00649999999999998
NEK4	0.105571428571429
PRKAR2A	-0.106666666666667
IHPK1	-0.339833333333333
ATP6V0B	0.026
CACNA1E	1.8
CEACAM8	0.5264
PEX14	0.1615
FLJ12993	0.6375
ZBTB38	0.2755
PCTK2	0.316
LRRC16	0.4295
FBLIM1	1.006
FYCO1	1.58125
RP5-1022P6.2	0.193916666666667
CMTM1	0.463333333333333
PLTP	0.392833333333333
RAPH1	1.09575
DOCK8	0.866375
EZH2	-1.54886666666667
SLC25A1	-0.767
PLEKHB1	0.177
GRB7	1.0353
ZFP37	-0.18225
MRPL33	-0.71075
PELO	-0.52125
ARMC1	-0.430909090909091
C9orf27	-0.405875
FLJ25778	0.2185
C9orf37	-0.919833333333333
TMEM66	0.66925
SPRN	-0.213875
HBEGF	0.111875
PI4KA	-0.7585
LEPRE1	-0.38425
POU2AF1	-1.467625
MRPL12	-1.3285
REP15	0.018
ZC3H3	0.6105
RASAL1	-0.911
DDAH1	1.399875
ACBD5	1.28625
TMC2	0.1505
CCDC137	-1.3635
SAMD13	-0.676666666666667
UGT2B15	-3.8895
TIPARP	0.11375
DNASE1L3	1.974
TRIM72	0.6555
DBX2	0.88375
IPO8	0.0305
C21orf88	-0.8548
MAP3K14	0.831
LOC51233	0.682833333333333
GGTLA4	-1.1945
PDE6D	-0.2735
ZNF117	-0.394
CLK2	-0.14325
NKRF	-0.84475
TNFSF15	1.4163
DUSP2	-0.0815
SECISBP2	-0.1494
GABRR2	-0.2175
PPAP2C	1.48075
LOC51145	0.273333333333333
PAG1	-0.44075
PIK3C3	0.459
GNG10	0.0005
APOL4	1.447
ANKRD28	-0.638125
STMN3	-0.9962
RAB14	0.8669
CDK2AP2	-0.663
HDDC3	-0.040875
COMMD7	0.076625
CXXC1	-0.04725
HMCN1	-0.0323333333333334
CD40	0.59925
DYNC1LI2	-0.33875
GDI1	-0.0355
LOC646938	-0.303
VSNL1	-1.10116666666667
PIH1D1	-0.552
RAET1G	-0.117
KRTAP5-9	-0.2495
EFTUD2	-0.48675
ZNF311	0.4325
ATP6V1G3	0.405
OR2W3	0.25225
SCN4A	0.0605
MED10	-1.035
FAM135A	-0.89
ARHGAP4	-0.74625
EHMT2	-0.904
UFD1L	-0.75725
ERMP1	0.24925
MAG1	-1.24633333333333
THAP8	0.33
HACE1	-0.802666666666667
FAM82C	0.0663333333333333
C3orf20	0.018
UNC84A	-0.5285
SCD5	0.0465714285714286
LASS6	1.624875
LSG1	-0.41475
MAL	-5.2075
GPR22	-0.8705
WDR5B	1.21975
ACTRT1	0.2745
C17orf60	0.4625
GRIN2C	0.014
ARMC8	-0.546416666666667
SLC47A1	-1.97766666666667
DMPK	-0.1535
DHRS13	-0.513333333333333
SMC1A	-0.945833333333333
KRTAP17-1	1.6965
SMYD5	-0.514
TUSC2	0.08275
CRHR2	0.264
KIR3DL2	0.035
CCDC104	0.47575
ATP2C1	0.501
CROT	1.1225
PABPC3	0.223
EGR1	2.19833333333333
THSD1	0.51925
KHK	-1.6915
SLC12A2	1.585875
CD58	-1.02175
STOX2	-0.295833333333333
CCDC76	-0.8627
CCDC48	2.746
DNAH1	0.0625
ZIC4	0.58375
OR1G1	0.169
PSMC6	-0.437666666666667
PROKR1	0.331
ABCB1	-0.55525
TRAT1	-0.663
LLGL1	-0.299
MTF1	1.07275
USP54	0.211875
PAGE2B	-1.659
ITGB7	-3.36775
CCDC81	-0.968
LOC149837	0.768
SCUBE1	0.2745
ZSCAN10	1.4205
HUWE1	0.0414285714285714
CDH17	0.402
CD180	0.7235
IL17A	0.02975
TMPO	-1.415375
KIAA1524	-1.753
HDGFRP3	-0.704833333333333
OXCT1	-1.74590909090909
RRAS2	-2.20616666666667
LTBP2	3.117125
SV2B	2.22233333333333
CYP2A6	1.00875
PKD1L2	0.355666666666667
PPM1M	1.0705
FLJ22662	1.83566666666667
ZNF502	1.87275
GP6	-0.663
CRYBA2	-0.709
LEF1	-1.1679
CTPS	-2.71371428571429
EYA1	-2.22633333333333
EPS8L1	1.2175
MAPK14	-1.00283333333333
SERPINB2	-4.863
GTF2F2	-0.632833333333333
ZNHIT4	-0.2045
PLA1A	0.325875
C20orf114	4.942
HPR	-2.7405
C18orf2	-3.30133333333333
SATB2	-2.16575
KCNJ9	-0.143625
MGC157906	0.312
MOCS3	-0.07325
C17orf71	-0.356833333333333
PPHLN1	-0.3522
HIST1H2BN	-1.27475
RAPGEF1	-0.3465
MAP3K8	0.85025
DLG4	0.428
STC1	1.71141666666667
CDGAP	1.53125
DDX26B	-1.43025
LOC150223	-1.67825
CPSF3	-1.06833333333333
TMEM14A	-0.494
MYH3	-1.9765
GPKOW	0.07525
SULT1A1	-0.765
SPON1	4.3487
YY1AP1	0.577
RAB23	-0.3505
PLA2G4A	-3.303
MAPRE3	-0.11125
ZNF516	1.00078571428571
GGPS1	1.295
EXOC3L2	0.2675
C19orf42	0.5414
MAP2K2	0.0493333333333333
HIST1H2BB	-1.14875
RNF19B	1.42616666666667
C6orf128	-0.326
TLR8	3.0065
PCDHA9	-0.26
CARS2	-0.17725
CLUL1	3.67416666666667
RHAG	-4.00366666666667
UNK	-0.393
EXOC8	1.1571
C9orf95	1.258
C14orf143	-0.307833333333333
MAML3	-0.185875
LDHA	-1.93775
MRPL20	0.0725
KLHDC6	0.0791666666666667
ATP5S	-0.3
C8orf55	0.41425
PHF19	-1.969
KRTAP13-4	0.4125
TTC5	0.02275
XKR5	-0.25625
SILV	-4.39816666666667
TEX28	0.185
TCTN1	1.43475
CX40.1	-0.20275
PPP2R5C	-0.433
C12orf30	-1.5435
CAPG	2.20925
MPZL1	1.5982
ARSB	-0.971833333333333
TDH	-1.433
WASF4	0.98425
TSSK3	-0.787
7A5	2.768
CRISPLD1	1.38825
MAD1L1	-0.149833333333333
SPIN4	-0.0156666666666667
AMPD1	1.48975
DPYSL5	-1.2535
INPP1	0.114666666666667
ANKRD11	-1.02533333333333
NPAS4	-0.0315
GCET2	-0.3589
RNASE9	-2.529
GUCY2D	0.111166666666667
CCDC98	0.35275
FGF4	-0.713125
CPM	0.0285
SLC26A4	-0.6895
PLD5	-0.169666666666667
FAM59A	2.3259
FBXO5	-3.00022222222222
SIPA1L1	0.203375
DPYS	0.13225
ATG4D	-0.26875
TGM3	0.451
MTCH1	-0.736
HK1	0.0415714285714286
CDC26	-0.222375
GALNT12	-2.76733333333333
LOC339229	-0.671
MRPL35	-0.4155
ORC4L	-0.162875
TNKS	0.236071428571429
C2orf24	0.194333333333333
ZNF553	0.776666666666667
GGTLA1	3.1382
ZNF497	0.471
CDY1B	0.10475
SLC30A4	0.38375
TUB	-0.22875
ARHGEF18	0.4035
ARRB1	0.331
KCNK1	2.009375
EREG	-2.8438
SCAMP5	-0.432
RUNDC3B	1.6685
ADAMTS20	-0.278666666666667
IL17RB	-1.31575
FLJ20323	-0.14875
MCAM	0.205875
POLR3E	-0.861833333333333
AQR	0.0813333333333333
IPMK	0.9065
CDCA7	-4.702875
CAMP	1.048
GRHL3	-0.05275
ADAMTSL2	1.33166666666667
CLMN	1.8355
SSTR3	0.274
MAGEA5	-2.5635
OVOL2	3.8865
JMJD1B	0.517
RBL2	0.4416
PYGO2	1.28075
PPP1R10	0.6355
CSE1L	-1.472
LCA5	1.2665
RDH16	-0.2675
ASRGL1	-0.29
TOM1	0.619333333333333
PTX3	-3.683
TTC15	0.421
SCGB3A1	4.0095
MRPL50	-1.348
RCAN3	1.368
SLC26A11	0.42175
STYX	-0.0948333333333333
CINP	-0.47975
MARCH7	-0.2875
PFKM	-0.220333333333333
SGMS1	0.9675
RIOK3	-0.1874
C1orf110	0.595
CES7	0.14
LOC440248	-2.5705
PPP1R12C	-0.1325
C10orf27	-0.0255
ATG9A	-0.7635
MRPS26	0.169625
TMEM40	0.274
ELP3	0.313
ZNF787	0.6917
HIAT1	-0.077
C8orf34	0.799166666666667
MGC4655	0.2243
PELI1	0.717666666666667
PPT1	0.8809
SLC35C2	-0.312333333333333
C6orf125	-1.40225
MUC4	-1.746
RFC4	-2.18957142857143
GNB2	0.554666666666667
NUP50	-0.283428571428571
SULT4A1	-0.7955
C7	3.9205
CCDC130	-0.197666666666667
ARRDC4	-0.37625
RQCD1	-1.2175
GLYCTK	-1.499
AYTL2	-1.06790909090909
MTUS1	1.944
LEMD3	0.009
PLEKHF2	1.67725
HOXA7	0.71
GTF3C2	-1.2375
DYNLRB2	4.78525
CNOT10	-0.22025
MR1	1.31816666666667
FFAR1	0.3105
PRIC285	0.02725
SLITRK6	6.69075
LIX1	-1.9989
UBE1L2	-0.689583333333333
F8	1.626625
ACHE	0.139166666666667
KPNA5	-0.25
TNFRSF12A	-1.2105
EGR3	1.4875
SERPIND1	-3.3475
OASL	1.63125
IFRD1	-1.7195
WDFY1	-0.035
ZNF267	0.265
ACCN5	0.0565
ZBTB6	-0.38375
PPP1R3A	0.3825
PRRT3	1.91075
FBXL19	-0.7615
TXNIP	1.48264285714286
ACTN2	-1.122
ATG9B	-0.255
C9orf117	1.83
IL27	0.815
RPL36AL	0.290833333333333
KLK15	-0.33
CHAD	2.0895
RAP2B	-0.4876
HEBP2	0.622
ZNF342	-0.0035
CAMK2G	-0.366666666666667
TLR3	2.9665
FGF14	1.79125
HMGB2	-1.395875
TRPM5	-0.123833333333333
OR5M11	0.1975
KIF3B	0.79878947368421
PRICKLE2	0.97175
MTMR9	0.056375
C3orf27	-0.00450000000000001
GLRA3	-2.0625
NSDHL	-0.297
TMEM32	-0.08775
POLR2D	-1.29033333333333
MYADML	0.139
C9orf114	-0.73675
MRGPRX1	0.3165
TOPORS	0.6785
CLDN19	0.0915
C1QL4	-0.3965
RNF165	-0.558
DHRS9	0.31525
DNAH2	0.720833333333333
FXR1	-0.1295
ZMYM3	-0.439625
CASP3	-0.422333333333333
FAM120C	-0.5075
SCLY	-1.62725
CA7	0.0985
ENTPD5	0.121
ZNF461	-0.176875
PDIA5	-0.59725
C1orf19	-0.582166666666667
TMEM67	0.6595
KCTD20	-0.74925
WDR47	0.7005
FLJ38723	0.4315
KLRF1	0.0748333333333333
TAS2R16	1.078
CLDN12	0.518
PRKCE	-0.13275
UBXD4	-1.11325
ITGAM	3.8655
GLT8D3	-0.502125
WDR31	1.2518
RGS2	1.658
OR51L1	0.3995
MST1R	0.943
KIAA1737	1.251
OR4A5	-0.9095
GLIS1	-0.7385
PTMA	-0.0281428571428571
NAPA	0.3465
PRDM11	-0.037
LIPF	0.816
DIRAS3	2.72175
ASGR2	-4.224625
C1QTNF4	1.0795
PIK3R4	0.194166666666667
ARMC3	6.22025
NDUFV3	-0.821083333333333
BTBD3	-0.682
PPP1R2	0.388833333333333
UBE2NL	-0.83075
FOSL2	1.3675
FAM119A	-1.67183333333333
TUBA4A	-0.8306
KRTAP12-1	-0.093
SFRS2	-1.3215
RHPN1	-0.3005
EEF2	0.225666666666667
ZDHHC11	-0.794333333333333
EPHA3	-0.7521
RBM12	-0.36625
H2AFJ	0.267416666666667
EDIL3	3.476
KIF26A	-1.242
SERGEF	0.86375
B3GALT4	2.59275
LOC90925	0.950833333333333
OSCAR	1.232375
NPFF	-0.630625
DEDD	0.583375
TMEM155	-0.937
PTPN1	-0.286
SCYL2	-0.1905
SKAP1	3.396
LEAP2	-1.8595
GADD45G	2.3905
IFITM3	1.5715
PILRB	-1.07616666666667
SLU7	0.41275
DSC3	2.36875
DNMT3L	-1.17375
PAPD5	-0.266
B3GNT3	-0.0435
LHCGR	0.485
MSL-1	-0.0585
UBE2S	-2.013125
SAP130	-0.5895
ANAPC11	-0.444
MAGED4B	-0.182
ATP6V1B2	0.63
C14orf179	1.310375
CAPZA1	-0.167625
CDYL2	-1.18216666666667
GLRX3	-1.16416666666667
LOC136288	0.78075
MOBKL1A	-0.08225
HTR2B	3.85175
CRYGD	-0.1125
NUS1	-1.14566666666667
PGRMC1	0.081
MYOM2	-0.586
FLJ39653	-0.392666666666667
CHM	0.3417
OR5M8	-0.0705
ZNF619	0.565
FAM105A	1.301
CCNL1	-1.3665
NAP1L3	0.86675
C10orf57	1.78066666666667
B3GALNT1	0.401333333333333
CSN1S2A	-0.105
TCP10L	0.543
GDAP2	-0.312
DMKN	0.0733333333333333
COX6B1	-0.35275
DNASE2	0.784666666666667
MSH5	-1.79575
LGMN	-0.318125
USP31	-0.206
OR13C8	0.8705
SDCBP	0.1063
NUDT11	-1.83966666666667
PYGL	-0.446
SNPH	0.502666666666667
B3GNT4	-1.1145
MIZF	-0.3844
NUBPL	0.16
NOD1	0.198333333333333
CDH22	2.151
NUBP1	0.704833333333333
DSCAM	-3.64975
DGKI	1.743
FAM136A	-1.315
AKAP1	0.1585
SLC16A6	0.90025
RIN3	1.097
PSG2	-0.27475
DIP2B	-0.160833333333333
PSORS1C1	0.1579
KIAA0495	0.2325
FLJ90709	-0.366833333333333
LPA	-0.500666666666667
PIGA	-0.186166666666667
LY75	2.42716666666667
UTS2	-6.11583333333333
RREB1	-0.029625
GALNACT-2	0.3205
MGC3196	-0.8955
FLJ31568	0.38775
LPHN1	-0.229625
SP1	0.51625
TOX4	0.677
HSPA9	-0.3791
APOBEC1	-0.012
SLC35E4	-0.82125
LSM5	-0.72675
SURF1	0.58225
ZBTB1	-0.02525
GTF2F1	0.364375
RPS15A	0.581785714285714
DUSP21	-0.4945
GINS4	-3.014
MYO15A	1.76683333333333
GIMAP7	2.89775
MGC13379	0.887
ATP6V1E2	0.352166666666667
UTP3	-0.23175
HNRPA3	-0.728
MT4	-0.2135
C14orf155	0.0895
U1SNRNPBP	0.40175
CKLF	-0.395
PLEKHN1	-0.13
MBNL1	0.249833333333333
NUP160	-1.36475
ACSM2A	-1.94975
LOC129881	2.201
KIAA1529	0.28975
FLJ22639	-1.92425
HAND1	-1.738
GSX1	0.0445
FGA	-4.15175
SERPINB1	0.417
ZNF642	0.52325
IGFBP1	-8.406375
SLC1A1	2.608375
DHX57	0.256625
ZNF766	0.539
PTPN21	0.5158
GDPD3	-0.905333333333333
PNPLA5	0.1235
TBR1	0.1625
FAM116A	0.33375
IQGAP1	0.97775
FOS	2.423625
ZNF226	-0.048625
FIGNL1	-0.713666666666667
C14orf1	0.00416666666666668
ZMYND17	-0.6705
PUS7	-1.12683333333333
TUBB6	-0.826625
KCNQ2	-1.15075
MARCH6	-0.16
CCDC33	0.259
PRODH	-0.5965
RBM11	-0.944
EPHA6	-0.13825
SLC43A1	-0.3435
LOC196541	-0.07125
NTN1	0.793416666666667
ING4	0.52675
PCDHB10	0.457
DPH2	-0.832333333333333
SPACA4	-0.196
FBXL21	-3.928
DIAPH1	-0.395833333333333
ZNF71	0.463833333333333
CEP76	-0.863
CORO1A	0.0105
RRM2	-3.657125
EDG4	0.80675
OS9	0.463166666666667
SLC4A1AP	-0.29575
COG5	-0.0055
COPS8	-0.4945
NGLY1	-0.9455
NCBP2	-0.545375
C17orf42	-0.724166666666667
GPSM3	0.842
SIL1	1.10683333333333
ASB6	-0.22975
SMAD5OS	-0.181333333333333
UNC93A	-3.64125
A1BG	0.0881666666666667
C21orf62	0.48025
FMO5	1.63241666666667
ATRIP	0.751833333333333
CEBPG	-0.585833333333333
C7orf38	0.4135
TNFRSF1B	1.07066666666667
CLEC1A	1.70116666666667
IQSEC1	0.4805
PATZ1	1.1085
RBM22	1.07125
BAG2	-2.2605
PAQR5	-2.07533333333333
C9orf127	0.9902
THNSL1	0.307
SHROOM3	2.9905
JAM2	1.48175
SNRPN	-1.78475
ALX4	-0.2295
CACNA1S	0.359
FAM130A1	0.4815
CORIN	2.4725
CD300LB	0.4835
PLEKHG6	1.1865
LRRC40	-1.14475
PCLKC	-1.72925
PCDHB16	1.27366666666667
WNT2B	1.28516666666667
ASNS	-2.32
MRPL49	0.246125
FLJ46111	-0.97875
ISG20	-0.792625
SMU1	0.0238333333333333
CASZ1	0.447
POLR1D	-0.2105
GIN1	-0.351
SNAG1	0.481
ANKRD29	0.6705
CDKN2AIP	-0.1595
KRR1	-0.47975
CXCL1	-4.31383333333333
EPM2A	-0.1082
PC	-0.501333333333333
DEFB127	1.421
PDZRN4	3.129
FAH	0.321875
OR51E1	0.8985
CDC2L6	-0.290166666666667
DNTTIP1	-0.578
PAX8	-0.80175
TMEM116	0.25925
C1orf150	0.062
PRO2012	-0.1385
MRPL40	-0.573
BEX1	-2.9814
SLC2A4	0.188333333333333
PKMYT1	-1.583
FEZF2	-0.347666666666667
SLC26A9	-1.34575
MAP2	0.235636363636364
LYL1	-0.8215
SLC25A19	-1.62783333333333
NOS3	-0.061
ZNF34	0.641166666666667
TMPRSS11F	-0.35075
FAM43A	-0.2215
FCRL4	0.495666666666667
KLF14	-0.0115
FLRT2	0.4365
WRN	-0.898
SDF2	0.4539
KRT8P12	-0.5715
C6orf195	0.2195
C9orf125	-1.189
DZIP3	0.1275
RIT1	0.00275
SCML1	-2.53
RHBDF2	-0.12425
OR2G3	0.043
REXO1L1	0.2555
MAP3K7IP3	0.18175
C3orf57	-1.77425
FBXW11	-0.553833333333333
ETAA1	-0.16825
C14orf131	-0.0032
AKT1S1	-0.141
SLC12A5	-1.03775
C9orf164	1.3935
NRIP3	-0.035375
NOS1AP	0.58125
TMEM121	1.571
SAP30BP	-0.6586
DGCR6	0.6265
WDR76	-1.292
FAM82B	-0.441416666666667
LOC606495	-0.2055
MAP9	0.796083333333333
BCDIN3D	1.26975
CXorf36	3.54566666666667
DSCR3	-0.6906
ZFAND3	0.010875
C7orf43	0.0551666666666667
SPSB3	0.9578
C19orf19	0.0485
FAM133A	-1.129625
C12orf25	1.01525
SLC39A3	-0.670375
DISP2	0.4685
PI4KAP2	-1.902
MKRN3	-2.63616666666667
ADAMTS13	-0.411375
CBLN3	0.2898
TTYH1	0.63
C3orf18	1.721
FLJ13236	0.44975
ZMYND12	3.86275
C18orf25	0.431
GLB1L3	-1.8125
ATP13A5	1.7585
RANBP10	-0.2025
CD96	-0.8134
DENND1C	0.1055
RBMS3	1.9962
SLC41A3	0.235
DGCR6L	0.613
TMEM128	0.307166666666667
CSNK1G3	0.582285714285714
MOBKL2C	1.41425
TSPAN6	-0.093875
MATN2	-0.7768
MSL2L1	0.370833333333333
ST6GALNAC2	-0.1755
FGFBP2	-0.127125
FGL1	-6.62083333333333
MPP3	-1.106
ARHGEF6	1.40233333333333
TGFBR2	0.907
ACMSD	2.41225
IL33	4.31
C9orf5	0.109833333333333
DEAF1	0.4078
AMN	0.3435
DEFA6	-0.3445
RNF212	0.3375
METT5D1	0.4165
CIB1	0.2553
TSSK1B	0.1555
KIAA1727	0.98325
ZNF680	0.414166666666667
LOC399900	-1.205
LOC152217	-0.689666666666667
CTNNAL1	-2.7395
CIT	-2.17658333333333
TLE6	1.83475
ZNF607	-0.896
HERC4	-1.02083333333333
DRAP1	-0.6175
PEMT	-0.945
C10orf111	-0.4635
ZNF575	1.67025
KCTD7	-0.3135
MYO1F	0.802625
LOC285382	0.29625
RAB11A	-0.2978
PLCD3	-0.354
C15orf28	0.218
PTBP2	-0.723
CTB-1048E9.5	-0.287125
C19orf60	-0.174833333333333
C7orf25	0.413666666666667
SETD7	0.703125
HOXB9	-4.6985
VANGL1	-0.317
CHAF1B	-2.02725
NDUFA3	-0.143
KIAA1328	0.549666666666667
SHARPIN	0.00787500000000001
TTC23	0.156125
UGP2	0.1985
ANKIB1	0.2758
CIRBP	1.65085714285714
SEC14L4	-3.89333333333333
OVCH1	-0.215166666666667
VPS52	-0.48775
FAT	-0.466
M6PRBP1	-0.05625
GPRIN3	0.813
PPM1F	-1.00866666666667
TSR1	-1.32125
CCDC85A	2.58175
PCSK5	2.2095
ZFHX3	-0.2195
HEMK1	-0.3238
PGBD2	0.565
RSRC2	-0.2705
AURKC	-1.23833333333333
SCRIB	-0.327
ORM2	-3.0185
FAM115A	0.5785
FZD6	-0.6085
UNC119	0.0338333333333333
GPX3	-0.0402
NOV	1.306
CABC1	0.735625
CDC42SE2	0.3393125
EIF2S2	-1.2498
RNF130	1.4455
CKAP5	-0.8595
RP11-413M3.2	0.4115
C10orf18	-0.0573
TMEM93	-1.0255
DYX1C1	2.0835
KCNMB2	-1.52585714285714
ANK3	1.30908333333333
KRT5	1.3573
CDH12	-2.027625
QRSL1	-0.70275
JUB	0.0575
SHC4	0.32375
CCL15	2.16616666666667
CCDC22	0.25775
SNX24	-0.03125
RARS	-0.2045
MORC2	0.364
FAM48A	-0.69925
MT1H	-1.1935
PPP1R14C	-0.669833333333333
FOXD1	-2.5175
C1orf213	-1.62875
AMT	-1.3945
DSN1	-1.399
PTPLAD2	4.246
DIS3L	-0.6465
RASL11A	1.461
GPRC5B	0.296375
FRMD7	0.476
STRN4	-0.389
KITLG	2.51986363636364
HDGF	0.00275
OR1S1	0.0755
SETX	-0.1723
DDR2	0.53625
KCTD12	2.17125
LYZL2	-0.66775
WDR52	0.403
TMEM2	0.82775
ZNF579	1.02716666666667
LOC200810	0.4425
TNFSF9	-2.139375
PPFIA4	-3.84275
CNIH3	1.2225
MAP4K4	-1.32121428571429
ROD1	0.0210714285714286
ALS2CR12	-0.227833333333333
DOCK3	-0.996
PAQR9	-4.46025
ASB17	-0.126833333333333
STX16	-1.670375
FEZ2	0.304333333333333
DLAT	-0.679166666666667
KIF21B	-1.42
CDC5L	-0.928
TMEM119	2.48966666666667
CRIP3	-1.0865
TPSD1	0.506166666666667
TEPP	-0.00525000000000002
GNGT2	1.48575
C21orf121	-0.17925
WNK1	0.167166666666667
FLJ10490	0.4425
OR51B5	-2.58
LOC203547	-0.77075
HAS1	0.0055
PPA1	-0.305666666666667
ST7	0.58825
C11orf46	0.7643
POPDC3	-3.98933333333333
ACOX2	1.51083333333333
ATCAY	-0.728833333333333
TM4SF19	-0.35775
MFSD9	-0.982666666666666
PDHB	-0.86075
ERN1	-0.2375
LCE3C	0.046
GPR111	-0.0945
NOTCH3	1.89166666666667
ADAMTS5	2.33325
B3GALT1	-1.27025
UGCGL1	-0.725666666666667
FAM58A	0.398
FBXO32	2.67425
CLPP	-0.5985
NXPH1	-1.16025
MTMR3	1.08966666666667
ATP1B3	-1.29075
TMEM16A	3.82225
HIST1H3F	-0.658333333333333
TRIM25	-0.261
SDCBP2	0.634
CRKL	-0.72375
HOXB2	2.18366666666667
ANP32B	-0.562125
GATM	3.0425
AP4E1	-0.56325
EDG5	0.301875
CDKN3	-2.65466666666667
CDH4	-2.51925
PGD	-0.702666666666667
RND1	1.3185
GAD1	-0.4729
MPG	0.764125
LOC440350	-0.7495
ZNF133	-0.0625
SERPINB12	-0.6255
AMELY	0.295333333333333
DHX36	-1.29675
TNFAIP8L2	3.1795
PHTF2	-0.155888888888889
CCDC112	-0.407166666666667
IQCC	-0.073
HEYL	3.67833333333333
FTSJ2	-0.479166666666667
APPL1	0.783625
RAB43	0.357428571428571
OR10G2	-0.0525
WAC	0.3815
ADCY9	1.3685
RUNDC2B	0.915333333333333
PYCRL	0.5235
AGPAT7	-0.773
SLC22A9	-1.97783333333333
CDKAL1	-0.638
PDYN	-0.6695
C20orf74	1.48075
MTMR11	2.24
VAV3	4.17408333333333
DAPL1	3.44625
STXBP3	0.068
EIF3G	0.472
ARHGAP22	-0.24375
NPFFR1	-0.133
NPC1	-0.322666666666667
ALDH9A1	1.27566666666667
ZNF600	-0.26925
ZNF678	0.0438333333333333
RASSF1	-0.123416666666667
ADD2	-3.03025
PITPNB	0.212375
PKD2L2	0.196857142857143
LRP11	-1.15275
CDKL1	-0.1155
SMEK2	0.0475
PRODH2	-3.44916666666667
C11orf54	0.4405
SFRS11	-0.844666666666667
IL7	0.928666666666667
ALS2CR16	1.35075
BTG3	-1.71366666666667
PAK2	0.333166666666667
RP11-679B17.1	-0.81025
GATA4	-1.66916666666667
ATP2B1	-0.921
LOC130940	2.4705
C1orf172	2.615
ATF7IP2	-0.78125
SLC25A43	-0.145166666666667
CENTG3	0.313583333333333
IGF2BP1	-4.214
FCHSD1	0.2255
CAMK2N2	1.13666666666667
ELAVL3	-0.2467
NBPF15	-0.380166666666667
UBE2J2	-0.25175
GNL2	-0.99775
PRR3	-0.4549
NLF2	1.2955
OR4F6	-0.148
KLHL24	1.13416666666667
CCDC88A	-1.8706
SGPP1	-1.3495
C10orf11	0.81
SLC35B4	-1.26216666666667
UGT3A2	0.7985
ARNT2	2.1589
CBR1	-0.34825
ITPR3	-1.18833333333333
TRAPPC6B	-0.5916
AMZ1	0.2915
ARP11	0.925
WDSUB1	0.41275
APBA1	0.966
RAB2A	0.644
C6orf162	-0.60375
HPSE2	-0.06375
PLCE1	2.12075
INSL3	0.29
DLG1	-0.4682
PTPLA	-2.9185
PIGX	-0.011625
TFIP11	0.650166666666667
FIBIN	3.579
POLR2G	-0.29175
GRAP2	-1.5108
DNAJB8	0.198
CNBP	0.243333333333333
WASF1	-2.2365
INPP5E	-1.3905
HSPB1	-0.8499375
TMEM167	-0.5144
CUBN	-0.30125
IGF1	3.77325
ITPK1	0.1914
NAALAD2	-1.143625
G3BP1	-0.4369
NT5DC1	0.655625
CYP39A1	0.597
TMEM139	1.83883333333333
POLK	-0.2419
GLULD1	-1.17575
RBM15	-0.7255
AMZ2	-0.05375
GDF15	-2.093
MESDC2	-0.4825
INCA	1.0635
ACY1L2	-2.182
GZMM	-0.1445
PAIP1	0.036
CACNA2D1	0.10425
STK32C	-0.808333333333333
SH3BP4	0.984833333333333
DEC1	-0.432
PADI1	0.2395
UBB	-0.0817
PON3	1.89266666666667
PROP1	0.5545
ANKRD13B	-0.0695
ADCK1	-0.60725
TCF25	-0.22875
SLC38A5	-2.48725
CXorf26	-0.178833333333333
C19orf39	-0.05175
PPP1R13B	0.43625
ARL2	-0.409
TCL6	-0.37825
TOP3A	-0.4375
SLC16A14	0.116125
FXYD6	2.12416666666667
HIST1H4E	-0.15625
BBC3	0.792315789473684
UNC5A	0.130166666666667
FAM86C	-0.186
PI4KB	1.000125
B3GAT1	-2.846
SUSD2	1.88283333333333
OAZ2	-0.3945
NOC4L	-0.572
C10orf12	-0.5375
FADS1	-2.10666666666667
LOC144097	-0.72225
DKK2	2.1895
KIAA1949	-0.1195
RHOT1	-0.1257
OXT	1.40633333333333
GPR153	1.24175
ARL4A	-0.302166666666667
SAAL1	-1.3435
CCDC64	-0.6165
USE1	-0.313666666666667
HNMT	1.071
PCGF3	0.0056875
CYP2C19	0.47975
C20orf4	-0.0055
CCDC11	3.39275
ACSBG2	-0.0075
RWDD2A	-0.681
PALLD	2.5945
CPLX4	0.485
LOC492311	1.5055
KPNA2	-2.57416666666667
MACROD1	-0.5834
TMCO3	-0.407666666666667
C15orf52	-0.0276666666666666
BIRC5	-2.46313333333333
PRR16	0.846
FAM63B	0.15575
