Hybridization REF	TCGA-BH-A0DK-01A-21R-A056-07
MUSK	0.3585
ZNF434	-0.458166666666667
SMARCD1	-0.631333333333333
ZFP106	-0.72375
ZNF347	-0.4077
GTF2E1	0.794
RY1	-0.369
ATAD2B	0.6805
ARHGAP17	-0.0618
KCNIP3	-0.8815
SFPQ	0.6015
GFRA4	0.595166666666667
AKR1B10	-3.24075
TIGD6	0.673833333333334
RGS16	1.979375
URB1	-0.764
OR4C46	-0.409166666666667
TOP3B	-0.73025
NFATC4	2.0155
CA14	-4.77
BMPR1A	-0.2015
SNRP70	-0.899125
PRL	0.0383333333333333
C6orf130	-0.40175
STAG2	0.32975
CD55	-1.21778571428571
RPS23	0.612333333333333
SSX2	-1.64066666666667
FDPSL2A	-0.0995
FBXO27	-0.526
SYNGR3	-0.5835
TMSL3	2.136
EML1	0
NUP93	-1.46825
SMAD3	0.005
KIAA1189	0.751333333333334
HNRPUL2	0.559166666666667
TBC1D12	0.999166666666667
C16orf24	0.76425
MRVI1	1.75366666666667
ZNF581	-0.117166666666667
ELOVL3	1.552
OR51Q1	-1.00275
CACNB3	1.41483333333333
GALNT13	-1.1805
C10orf84	0.9975625
NEDD4	-0.0775
SPO11	0.9115
OR5AU1	0.262
NEK4	-0.382571428571429
PRKAR2A	-0.797666666666667
IHPK1	-0.362833333333333
ATP6V0B	0.306125
CACNA1E	1.59
CEACAM8	1.2155
PEX14	-0.1605
FLJ12993	1.2835
ZBTB38	0.52325
PCTK2	1.0975
LRRC16	-0.1749
FBLIM1	0.549166666666667
FYCO1	0.87075
RP5-1022P6.2	0.124333333333333
CMTM1	0.3
PLTP	0.789833333333333
RAPH1	0.67725
DOCK8	1.69625
EZH2	-1.1114
SLC25A1	-0.715833333333333
PLEKHB1	-0.302
GRB7	0.047
ZFP37	0.09175
MRPL33	-0.0685
PELO	0.065
ARMC1	-0.235272727272727
C9orf27	0.23875
FLJ25778	0.3615
C9orf37	-1.69516666666667
TMEM66	0.45425
SPRN	0.761875
HBEGF	1.790375
PI4KA	-1.172
LEPRE1	-0.2395
POU2AF1	0.240875
MRPL12	-0.618666666666667
REP15	-0.108
ZC3H3	0.724
RASAL1	-1.38975
DDAH1	1.039875
ACBD5	1.395125
TMC2	0.0835
CCDC137	-0.7785
SAMD13	0.9835
UGT2B15	2.2325
TIPARP	1.35275
DNASE1L3	2.0655
TRIM72	0.35
DBX2	0.9805
IPO8	0.358
C21orf88	-0.9674
MAP3K14	0.306
LOC51233	0.925833333333333
GGTLA4	-1.4255
PDE6D	0.0515
ZNF117	-0.02475
CLK2	-1.0085
NKRF	-0.778
TNFSF15	1.6134
DUSP2	1.26175
SECISBP2	0.2391
GABRR2	-0.343
PPAP2C	1.91175
LOC51145	-0.0608333333333333
PAG1	0.731125
PIK3C3	0.15825
GNG10	-0.381
APOL4	1.2842
ANKRD28	0.4485
STMN3	-0.9279
RAB14	1.2116
CDK2AP2	0.437
HDDC3	-0.3585
COMMD7	-0.1515
CXXC1	-0.47025
HMCN1	0.0801666666666667
CD40	1.01175
DYNC1LI2	0.048125
GDI1	0.6085
LOC646938	-0.357
VSNL1	-2.31333333333333
PIH1D1	-0.454833333333333
RAET1G	0.5845
KRTAP5-9	-0.1415
EFTUD2	-1.15425
ZNF311	0.936333333333333
ATP6V1G3	-0.3195
OR2W3	-0.27225
SCN4A	0.9975
MED10	-0.568
FAM135A	-0.3464
ARHGAP4	-0.65275
EHMT2	-0.935875
UFD1L	-0.5675
ERMP1	-0.1355
MAG1	0.0436666666666667
THAP8	0.279666666666667
HACE1	-0.588333333333333
FAM82C	0.405166666666667
C3orf20	-0.712
UNC84A	-0.675
SCD5	0.351
LASS6	2.76825
LSG1	0.325083333333333
MAL	-3.59425
GPR22	0.681
WDR5B	0.89
ACTRT1	0.042
C17orf60	0.845333333333333
GRIN2C	1.9337
ARMC8	-0.0421666666666667
SLC47A1	-2.60283333333333
DMPK	-0.05975
DHRS13	-1.61883333333333
SMC1A	-0.776666666666667
KRTAP17-1	-0.33875
SMYD5	-0.4745
TUSC2	-0.071875
CRHR2	0.522
KIR3DL2	1.7275
CCDC104	0.21725
ATP2C1	0.4535
CROT	2.561
PABPC3	-0.307833333333333
EGR1	1.81766666666667
THSD1	0.90175
KHK	-1.23425
SLC12A2	1.0330625
CD58	-0.54825
STOX2	0.255166666666667
CCDC76	-0.9496
CCDC48	4.46525
DNAH1	-0.408166666666667
ZIC4	-0.097125
OR1G1	0.268
PSMC6	-0.345333333333333
PROKR1	0.4955
ABCB1	0.769125
TRAT1	1.27175
LLGL1	-0.2575
MTF1	1.53575
USP54	0.017125
PAGE2B	-3.5835
ITGB7	-3.32575
CCDC81	-0.868
LOC149837	0.07775
SCUBE1	-0.3095
ZSCAN10	1.606
HUWE1	0.0630714285714286
CDH17	0.218
CD180	1.274
IL17A	-0.2945
TMPO	-1.22425
KIAA1524	-0.214166666666667
HDGFRP3	0.7025
OXCT1	-1.27145454545455
RRAS2	-1.806
LTBP2	3.2290625
SV2B	1.7265
CYP2A6	0.21925
PKD1L2	-1.7955
PPM1M	0.43775
FLJ22662	1.48083333333333
ZNF502	1.053
GP6	-0.89875
CRYBA2	-0.63325
LEF1	0.0825
CTPS	-2.41442857142857
EYA1	-1.14883333333333
EPS8L1	1.64975
MAPK14	-0.601083333333333
SERPINB2	-5.515875
GTF2F2	-0.738333333333333
ZNHIT4	-0.5095
PLA1A	2.32
C20orf114	4.762
HPR	-4.6945
C18orf2	-2.868
SATB2	-0.66475
KCNJ9	0.272375
MGC157906	0.8495
MOCS3	-0.533
C17orf71	0.4535
PPHLN1	0.398
HIST1H2BN	-0.604
RAPGEF1	0.2025
MAP3K8	0.5415
DLG4	0.259333333333333
STC1	1.16291666666667
CDGAP	2.4225
DDX26B	-0.814
LOC150223	-1.419
CPSF3	-1.07833333333333
TMEM14A	0.42625
MYH3	-2.55725
GPKOW	-0.06275
SULT1A1	-0.482333333333333
SPON1	3.5942
YY1AP1	0.143333333333333
RAB23	0.07275
PLA2G4A	-3.09275
MAPRE3	0.294
ZNF516	1.03871428571429
GGPS1	1.01
EXOC3L2	-0.122625
C19orf42	0.4414
MAP2K2	-0.0141666666666667
HIST1H2BB	-0.40375
RNF19B	1.68333333333333
C6orf128	0.0505
TLR8	4.106
PCDHA9	1.809
CARS2	-0.771
CLUL1	2.16233333333333
RHAG	-4.36533333333333
UNK	-0.0455
EXOC8	1.0346
C9orf95	1.46075
C14orf143	0.0936666666666667
MAML3	0.319125
LDHA	-2.5535
MRPL20	-0.057
KLHDC6	0.612166666666667
ATP5S	-0.564666666666667
C8orf55	-0.2595
PHF19	-1.959
KRTAP13-4	0.5175
TTC5	-0.213
XKR5	-0.93325
SILV	-4.602
TEX28	-0.966
TCTN1	1.3525
CX40.1	0.1135
PPP2R5C	0.0455
C12orf30	-0.777833333333333
CAPG	1.2215
MPZL1	0.9981
ARSB	-0.936166666666667
TDH	-2.8555
WASF4	0.89375
TSSK3	-0.868833333333333
7A5	2.379
CRISPLD1	1.393875
MAD1L1	-0.3775
SPIN4	-0.539166666666667
AMPD1	1.9455
DPYSL5	0.1185
INPP1	0.6855
ANKRD11	-0.931166666666667
NPAS4	-0.679625
GCET2	1.5654
RNASE9	-1.1655
GUCY2D	0.3685
CCDC98	-0.07575
FGF4	-0.646125
CPM	-0.174
SLC26A4	-1.28283333333333
PLD5	0.8715
FAM59A	1.1781
FBXO5	-1.275
SIPA1L1	0.274625
DPYS	1.22325
ATG4D	0.09475
TGM3	1.5635
MTCH1	-0.51625
HK1	-0.00642857142857142
CDC26	-0.14075
GALNT12	-2.72166666666667
LOC339229	-0.2735
MRPL35	-0.0416250000000001
ORC4L	0.344875
TNKS	0.351714285714286
C2orf24	0.171333333333333
ZNF553	0.131833333333333
GGTLA1	3.1273
ZNF497	-0.01225
CDY1B	0.362666666666667
SLC30A4	0.72425
TUB	-1.0285
ARHGEF18	0.26775
ARRB1	0.41
KCNK1	-2.49825
EREG	-3.0872
SCAMP5	-0.44525
RUNDC3B	2.78775
ADAMTS20	-0.2095
IL17RB	1.61525
FLJ20323	-1.0155
MCAM	0.83225
POLR3E	-2.05066666666667
AQR	0.405666666666667
IPMK	0.866
CDCA7	-3.408125
CAMP	-0.02125
GRHL3	-1
ADAMTSL2	1.29733333333333
CLMN	1.66633333333333
SSTR3	0.448
MAGEA5	-2.63616666666667
OVOL2	3.75475
JMJD1B	0.338
RBL2	0.1558
PYGO2	0.9545
PPP1R10	0.342166666666667
CSE1L	-1.09533333333333
LCA5	1.07225
RDH16	0.255
ASRGL1	-2.24875
TOM1	0.4505
PTX3	-4.14675
TTC15	0.48925
SCGB3A1	3.2915
MRPL50	-0.6145
RCAN3	0.89375
SLC26A11	0.36575
STYX	0.178666666666667
CINP	0.2515
MARCH7	0.09
PFKM	-1.27533333333333
SGMS1	0.552666666666667
RIOK3	-0.3165
C1orf110	0.0755
CES7	-0.402875
LOC440248	-2.2165
PPP1R12C	-0.4055
C10orf27	0.8115
ATG9A	-0.71275
MRPS26	0.332875
TMEM40	-0.96475
ELP3	0.0403
ZNF787	0.9543
HIAT1	0.27275
C8orf34	1.56666666666667
MGC4655	0.2836
PELI1	0.834666666666667
PPT1	0.2441
SLC35C2	-0.444333333333333
C6orf125	-0.34025
MUC4	-1.04716666666667
RFC4	-2.559
GNB2	0.5175
NUP50	0.438642857142857
SULT4A1	-2.15633333333333
C7	3.38075
CCDC130	-0.229666666666667
ARRDC4	0.7025
RQCD1	-1.034
GLYCTK	-1.36425
AYTL2	0.0901818181818182
MTUS1	1.3527
LEMD3	0.4885
PLEKHF2	1.14725
HOXA7	-0.030125
GTF3C2	-1.313
DYNLRB2	1.6725
CNOT10	-0.76475
MR1	0.464833333333333
FFAR1	0.11425
PRIC285	0.121
SLITRK6	4.40725
LIX1	-2.8416
UBE1L2	-0.1215
F8	1.03875
ACHE	-0.029
KPNA5	-0.28725
TNFRSF12A	-1.58566666666667
EGR3	2.1035
SERPIND1	-3.73833333333333
OASL	3.839
IFRD1	-2.326
WDFY1	0.360333333333333
ZNF267	0.2945
ACCN5	-0.685
ZBTB6	0.34275
PPP1R3A	-0.3645
PRRT3	0.69225
FBXL19	-0.3825
TXNIP	2.21585714285714
ACTN2	-2.52
ATG9B	-0.568
C9orf117	0.215
IL27	0.4245
RPL36AL	0.130333333333333
KLK15	-0.37475
CHAD	3.049
RAP2B	0.1165
HEBP2	1.157
ZNF342	1.198
CAMK2G	-0.235
TLR3	2.57925
FGF14	0.6565
HMGB2	-0.388875
TRPM5	0.059
OR5M11	0.056
KIF3B	0.611263157894737
PRICKLE2	-0.108
MTMR9	0.581375
C3orf27	-0.08425
GLRA3	7.64733333333333
NSDHL	-0.403833333333333
TMEM32	0.01125
POLR2D	-0.68875
MYADML	0.082
C9orf114	-0.759
MRGPRX1	-0.5585
TOPORS	0.832
CLDN19	-0.04475
C1QL4	-0.446
RNF165	-0.0325
DHRS9	0.401
DNAH2	-0.325333333333333
FXR1	-0.628
ZMYM3	-1.30125
CASP3	0.489
FAM120C	-0.686875
SCLY	-1.69425
CA7	0.0225
ENTPD5	1.98216666666667
ZNF461	0.17975
PDIA5	0.104
C1orf19	-0.4795
TMEM67	-0.65675
KCTD20	-0.076
WDR47	0.6385
FLJ38723	-0.854
KLRF1	1.6655
TAS2R16	0.7015
CLDN12	-0.3445
PRKCE	1.068
UBXD4	-0.8535
ITGAM	2.6965
GLT8D3	0.515
WDR31	0.0998
RGS2	1.28775
OR51L1	0.4205
MST1R	-1.009
KIAA1737	1.09075
OR4A5	0.039
GLIS1	-1.412
PTMA	0.918857142857143
NAPA	1.04125
PRDM11	-0.3135
LIPF	0.29
DIRAS3	1.92625
ASGR2	-4.181
C1QTNF4	0.65675
PIK3R4	0.353166666666667
ARMC3	1.11975
NDUFV3	-0.243916666666667
BTBD3	-0.2685
PPP1R2	-0.03225
UBE2NL	-0.80675
FOSL2	0.839571428571429
FAM119A	-1.48716666666667
TUBA4A	-0.3405
KRTAP12-1	0.20275
SFRS2	-0.6985
RHPN1	-0.0443
EEF2	-0.266
ZDHHC11	-1.64933333333333
EPHA3	-1.0759
RBM12	0.26175
H2AFJ	0.0224166666666667
EDIL3	2.6915
KIF26A	-0.47325
SERGEF	-1.02625
B3GALT4	2.17925
LOC90925	1.945
OSCAR	0.121625
NPFF	-0.843
DEDD	0.36825
TMEM155	-0.5765
PTPN1	0.3615
SCYL2	0.217
SKAP1	3.1555
LEAP2	-3.42883333333333
GADD45G	2.2457
IFITM3	1.104875
PILRB	-1.71266666666667
SLU7	0.528
DSC3	1.516
DNMT3L	-1.5365
PAPD5	0.445375
B3GNT3	-0.901833333333333
LHCGR	0.06
MSL-1	0.4645
UBE2S	-1.113875
SAP130	-0.37775
ANAPC11	0.51175
MAGED4B	0.7425
ATP6V1B2	0.3715
C14orf179	0.86925
CAPZA1	0.038125
CDYL2	-0.759166666666667
GLRX3	-0.614
LOC136288	-0.792
MOBKL1A	0.16625
HTR2B	3.36375
CRYGD	0.141666666666667
NUS1	-0.384166666666667
PGRMC1	0.1275
MYOM2	0.87925
FLJ39653	-1.66233333333333
CHM	0.7586
OR5M8	-0.625
ZNF619	-0.3115
FAM105A	1.284
CCNL1	-1.075125
NAP1L3	-0.11725
C10orf57	1.98266666666667
B3GALNT1	1.2785
CSN1S2A	-0.4535
TCP10L	0.45175
GDAP2	0.323375
DMKN	-0.709833333333333
COX6B1	0.375
DNASE2	0.7745
MSH5	-2.71425
LGMN	0.42475
USP31	-0.8483
OR13C8	0.5995
SDCBP	0.2815
NUDT11	-1.37333333333333
PYGL	-1.81433333333333
SNPH	-0.4065
B3GNT4	-0.8675
MIZF	-1.1255
NUBPL	-0.2175
NOD1	-0.140333333333333
CDH22	0.389375
NUBP1	-0.263833333333333
DSCAM	-4.0135
DGKI	-0.3925
FAM136A	-1.0145
AKAP1	0.497333333333333
SLC16A6	2.1225
RIN3	0.9445
PSG2	-0.695
DIP2B	-0.346833333333333
PSORS1C1	-0.7674
KIAA0495	-1.7305
FLJ90709	-0.188333333333333
LPA	-0.538166666666667
PIGA	-0.402
LY75	2.962
UTS2	-5.16783333333333
RREB1	-0.154375
GALNACT-2	0.7044
MGC3196	-0.529
FLJ31568	-0.01725
LPHN1	-0.672625
SP1	1.08725
TOX4	0.398666666666667
HSPA9	-0.044
APOBEC1	-0.0665
SLC35E4	-1.5045
LSM5	-0.7625
SURF1	-0.1855
ZBTB1	0.998833333333333
GTF2F1	0.0435
RPS15A	-0.248428571428571
DUSP21	-0.878333333333333
GINS4	-3.062
MYO15A	-0.352833333333333
GIMAP7	4.1915
MGC13379	0.1075
ATP6V1E2	-0.612833333333333
UTP3	0.16675
HNRPA3	-0.05575
MT4	0.4355
C14orf155	0.01875
U1SNRNPBP	0.95675
CKLF	-0.798166666666667
PLEKHN1	-0.354333333333333
MBNL1	0.306583333333333
NUP160	-1.816
ACSM2A	-1.304
LOC129881	0.647
KIAA1529	-1.79525
FLJ22639	-1.35225
HAND1	-1.8595
GSX1	0.475
FGA	-4.224375
SERPINB1	0.78775
ZNF642	0.9945
IGFBP1	-8.134375
SLC1A1	4.639125
DHX57	-0.032875
ZNF766	0.9945
PTPN21	-1.0015
GDPD3	-1.98566666666667
PNPLA5	0.075
TBR1	0.0598
FAM116A	-0.30475
IQGAP1	0.74875
FOS	2.49775
ZNF226	0.028625
FIGNL1	-0.986833333333333
C14orf1	0.501666666666667
ZMYND17	-0.3595
PUS7	-1.66183333333333
TUBB6	-0.677625
KCNQ2	-1.16075
MARCH6	0.0258333333333334
CCDC33	0.3725
PRODH	0.569
RBM11	2.88125
EPHA6	0.554375
SLC43A1	-1.12875
LOC196541	0.35325
NTN1	0.50925
ING4	-0.3185
PCDHB10	2.0385
DPH2	-0.984333333333333
SPACA4	0.19675
FBXL21	-4.815
DIAPH1	-0.258833333333333
ZNF71	-0.4665
CEP76	-0.5475
CORO1A	0.47475
RRM2	-1.555
EDG4	1.156
OS9	0.5085
SLC4A1AP	-0.06025
COG5	-0.44225
COPS8	-0.262
NGLY1	-0.597
NCBP2	-0.00925
C17orf42	-1.2935
GPSM3	1.309625
SIL1	0.843833333333333
ASB6	-0.38875
SMAD5OS	0.631
UNC93A	-4.012875
A1BG	0.705333333333333
C21orf62	-0.1195
FMO5	-1.13425
ATRIP	0.0276666666666667
CEBPG	0.196166666666667
C7orf38	0.426333333333333
TNFRSF1B	1.6315
CLEC1A	2.774
IQSEC1	0.191375
PATZ1	2.0305
RBM22	1.268375
BAG2	-2.437
PAQR5	0.0943333333333333
C9orf127	0.5839
THNSL1	-0.407
SHROOM3	2.4668
JAM2	1.97325
SNRPN	-1.66175
ALX4	-0.3685
CACNA1S	-0.4105
FAM130A1	1.074
CORIN	2.346
CD300LB	0.545
PLEKHG6	1.207
LRRC40	-0.8465
PCLKC	-1.494
PCDHB16	2.11883333333333
WNT2B	-0.116833333333333
ASNS	-1.88855555555556
MRPL49	0.007875
FLJ46111	-0.50925
ISG20	1.613625
SMU1	-0.0795
CASZ1	0.696
POLR1D	-0.439916666666667
GIN1	-0.455
SNAG1	0.6055
ANKRD29	0.66125
CDKN2AIP	0.22725
KRR1	0.725
CXCL1	-3.88633333333333
EPM2A	-0.1761
PC	-0.789166666666667
DEFB127	0.442
PDZRN4	1.75466666666667
FAH	-0.75175
OR51E1	2.8715
CDC2L6	0.514666666666667
DNTTIP1	-0.4325
PAX8	0.5145
TMEM116	0.19375
C1orf150	0.4515
PRO2012	-0.02575
MRPL40	-1.13416666666667
BEX1	-3.7691
SLC2A4	-0.685
PKMYT1	-1.092
FEZF2	-0.5522
SLC26A9	-0.658
MAP2	0.658583333333333
LYL1	-0.682
SLC25A19	-1.42816666666667
NOS3	0.477
ZNF34	0.384166666666667
TMPRSS11F	-0.75525
FAM43A	0.21525
FCRL4	0.854166666666667
KLF14	0.17075
FLRT2	-0.0986666666666667
WRN	-1.137
SDF2	0.1404
KRT8P12	-0.34375
C6orf195	0.464
C9orf125	-1.06083333333333
DZIP3	1.302875
RIT1	0.00566666666666663
SCML1	-2.42566666666667
RHBDF2	0.360125
OR2G3	-0.021
REXO1L1	0.117
MAP3K7IP3	-0.12425
C3orf57	-4.5045
FBXW11	-0.366166666666667
ETAA1	-0.67925
C14orf131	-0.4086
AKT1S1	0.12925
SLC12A5	-0.9365
C9orf164	1.92025
NRIP3	-0.979875
NOS1AP	1.005
TMEM121	0.5785
SAP30BP	0.1815
DGCR6	0.30325
WDR76	-0.91075
FAM82B	-0.498
LOC606495	-0.838
MAP9	2.33441666666667
BCDIN3D	0.3305
CXorf36	3.90016666666667
DSCR3	-0.5787
ZFAND3	0.553875
C7orf43	0.337666666666667
SPSB3	0.6472
C19orf19	0.675
FAM133A	-3.147125
C12orf25	6.93889390390723e-18
SLC39A3	-0.18125
DISP2	0.86875
PI4KAP2	-2.5805
MKRN3	-2.472
ADAMTS13	-1.787
CBLN3	0.632
TTYH1	-1.07833333333333
C3orf18	-0.82275
FLJ13236	0.22125
ZMYND12	1.6395
C18orf25	0.382
GLB1L3	-0.932
ATP13A5	1.022
RANBP10	-0.23675
CD96	0.5937
DENND1C	0.772
RBMS3	1.2764
SLC41A3	-0.0576666666666667
DGCR6L	0.3055
TMEM128	0.544
CSNK1G3	0.308642857142857
MOBKL2C	1.3645
TSPAN6	-0.988625
MATN2	-0.4199
MSL2L1	0.458166666666667
ST6GALNAC2	2.142
FGFBP2	2.1975
FGL1	-6.821
MPP3	-1.50183333333333
ARHGEF6	1.37883333333333
TGFBR2	1.067
ACMSD	-1.02175
IL33	4.50275
C9orf5	-0.226
DEAF1	-0.3153
AMN	0.7545
DEFA6	0.200142857142857
RNF212	-2.038
METT5D1	-0.265333333333333
CIB1	0.7025
TSSK1B	0.425
KIAA1727	1.171
ZNF680	0.441333333333333
LOC399900	-1.9
LOC152217	-0.0600833333333333
CTNNAL1	-2.5885
CIT	-0.4275
TLE6	-0.326
ZNF607	-0.46625
HERC4	-0.994166666666667
DRAP1	0.4714
PEMT	-0.647
C10orf111	-0.6455
ZNF575	1.305625
KCTD7	-0.5525
MYO1F	0.753375
LOC285382	0.6965
RAB11A	0.9385
PLCD3	-0.639
C15orf28	-0.36075
PTBP2	-0.59025
CTB-1048E9.5	-0.302
C19orf60	0.091
C7orf25	-0.372166666666667
SETD7	1.021125
HOXB9	-4.391
VANGL1	0.5539375
CHAF1B	-1.18025
NDUFA3	0.662
KIAA1328	-0.00500000000000004
SHARPIN	0.067375
TTC23	-0.89925
UGP2	0.241333333333333
ANKIB1	0.9073
CIRBP	0.851571428571429
SEC14L4	-3.99483333333333
OVCH1	0.2145
VPS52	-0.103
FAT	-0.660625
M6PRBP1	-0.114
GPRIN3	1.9715
PPM1F	-1.12266666666667
TSR1	-1.12025
CCDC85A	4.3395
PCSK5	2.541
ZFHX3	0.551
HEMK1	-1.544
PGBD2	0.4505
RSRC2	0.173666666666667
AURKC	-1.25533333333333
SCRIB	-0.284
ORM2	-4.69133333333333
FAM115A	0.6799
FZD6	-1.524
UNC119	-0.349166666666667
GPX3	0.5678
NOV	0.03475
CABC1	0.3385
CDC42SE2	0.2259375
EIF2S2	-0.8455
RNF130	0.8415
CKAP5	-0.8175
RP11-413M3.2	0.73125
C10orf18	0.2424
TMEM93	-0.50925
DYX1C1	0.65325
KCNMB2	-1.341
ANK3	1.21883333333333
KRT5	0.4393
CDH12	-1.213875
QRSL1	-0.245875
JUB	-1.15175
SHC4	-0.509
CCL15	1.59
CCDC22	-0.04425
SNX24	0.4485
RARS	-0.6445
MORC2	0.770625
FAM48A	-0.18
MT1H	-0.801
PPP1R14C	-2.22883333333333
FOXD1	-2.68985714285714
C1orf213	-2.76375
AMT	-2.6389
DSN1	-0.663
PTPLAD2	1.9025
DIS3L	0.104
RASL11A	0.62075
GPRC5B	0.193125
FRMD7	1.696
STRN4	0.1905
KITLG	1.37663636363636
HDGF	0.53825
OR1S1	0.1315
SETX	0.4733
DDR2	0.947
KCTD12	2.4365
LYZL2	-1.03633333333333
WDR52	0.2765
TMEM2	0.94475
ZNF579	1.21716666666667
LOC200810	0.87525
TNFSF9	-2.28175
PPFIA4	-4.3815
CNIH3	-0.1855
MAP4K4	-0.811
ROD1	0.435214285714286
ALS2CR12	0.284
DOCK3	-1.25416666666667
PAQR9	-5.3015
ASB17	-0.262
STX16	-1.504125
FEZ2	0.0961666666666667
DLAT	-0.923833333333334
KIF21B	-1.09016666666667
CDC5L	-0.16575
TMEM119	2.62083333333333
CRIP3	-1.86375
TPSD1	0.2835
TEPP	0.50325
GNGT2	1.76625
C21orf121	1.017
WNK1	-0.139583333333333
FLJ10490	0.6962
OR51B5	-2.3565
LOC203547	-0.647
HAS1	-0.701
PPA1	-0.577833333333333
ST7	-0.0545
C11orf46	0.3353
POPDC3	-4.06316666666667
ACOX2	-1.3645
ATCAY	-0.185416666666667
TM4SF19	-2.58325
MFSD9	-0.430833333333333
PDHB	-0.71575
ERN1	0.41475
LCE3C	0.455
GPR111	0.159
NOTCH3	2.328
ADAMTS5	2.02625
B3GALT1	-1.41966666666667
UGCGL1	0.549
FAM58A	0.400166666666667
FBXO32	2.1355
CLPP	-0.212
NXPH1	-0.9565
MTMR3	0.6815
ATP1B3	-0.93325
TMEM16A	3.8095
HIST1H3F	0.133
TRIM25	0.267166666666667
SDCBP2	1.966
CRKL	-1.14375
HOXB2	2.7065
ANP32B	-0.204625
GATM	2.077
AP4E1	0.37425
EDG5	0.313375
CDKN3	-1.2735
CDH4	-2.75575
PGD	-1.255
RND1	0.6535
GAD1	-3.5684
MPG	-0.04825
LOC440350	-1.2625
ZNF133	-0.485
SERPINB12	0.54
AMELY	-0.3745
DHX36	-0.7255
TNFAIP8L2	3.45216666666667
PHTF2	-0.214722222222222
CCDC112	0.012
IQCC	-0.706
HEYL	3.53483333333333
FTSJ2	-0.396333333333333
APPL1	0.262375
RAB43	0.824857142857143
OR10G2	-0.17
WAC	0.535666666666667
ADCY9	-0.32375
RUNDC2B	0.432333333333333
PYCRL	-0.3299
AGPAT7	-0.4105
SLC22A9	-1.7298
CDKAL1	-0.4775
PDYN	-0.456833333333333
C20orf74	0.02875
MTMR11	0.48875
VAV3	0.452083333333333
DAPL1	1.0565
STXBP3	0.6495
EIF3G	-0.2045
ARHGAP22	-1.25025
NPFFR1	0.087
NPC1	-0.265
ALDH9A1	1.04066666666667
ZNF600	0.15275
ZNF678	0.2605
RASSF1	-0.7425
ADD2	-2.91375
PITPNB	0.097125
PKD2L2	-0.01525
LRP11	0.26475
CDKL1	-0.0345
SMEK2	0.77925
PRODH2	-3.52866666666667
C11orf54	-0.3975
SFRS11	-0.668833333333334
IL7	1.0965
ALS2CR16	1.72875
BTG3	-0.565666666666667
PAK2	-0.326666666666667
RP11-679B17.1	-0.61125
GATA4	-2.03383333333333
ATP2B1	-0.428
LOC130940	1.46
C1orf172	1.64533333333333
ATF7IP2	-0.7185
SLC25A43	0.134666666666667
CENTG3	0.232416666666667
IGF2BP1	-4.3215
FCHSD1	0.1215
CAMK2N2	1.39766666666667
ELAVL3	-0.5212
NBPF15	-0.466166666666667
UBE2J2	-0.280363636363636
GNL2	-0.491
PRR3	-0.0924
NLF2	1.5875
OR4F6	-0.112
KLHL24	1.75816666666667
CCDC88A	-1.3486
SGPP1	-0.7985
C10orf11	0.537333333333333
SLC35B4	-1.70533333333333
UGT3A2	-1.234
ARNT2	2.3549
CBR1	-1.565
ITPR3	-0.369833333333333
TRAPPC6B	-0.4598
AMZ1	0.9625
ARP11	0.93725
WDSUB1	-0.0455
APBA1	0.435166666666667
RAB2A	0.5719
C6orf162	-0.31825
HPSE2	0.85375
PLCE1	0.216
INSL3	0.87625
DLG1	-0.4518
PTPLA	-3.3055
PIGX	-0.09325
TFIP11	0.3915
FIBIN	3.0105
POLR2G	-0.6155
GRAP2	-1.103
DNAJB8	-0.383
CNBP	0.435666666666667
WASF1	-1.581
INPP5E	-0.835
HSPB1	1.4574375
TMEM167	-0.1174
CUBN	0.201
IGF1	4.315875
ITPK1	-0.1781
NAALAD2	-0.43375
G3BP1	-0.071
NT5DC1	0.973875
CYP39A1	0.019
TMEM139	-0.277666666666667
POLK	-0.3506
GLULD1	-1.60425
RBM15	-0.6945
AMZ2	1.004
GDF15	0.731333333333333
MESDC2	0.238
INCA	1.19716666666667
ACY1L2	-2.0445
GZMM	0.982
PAIP1	0.2855
CACNA2D1	0.28
STK32C	-0.706333333333333
SH3BP4	0.838
DEC1	-0.371
PADI1	0.122
UBB	-0.2329
PON3	-1.79683333333333
PROP1	0.552
ANKRD13B	-1.715
ADCK1	-0.3705
TCF25	-0.0203333333333333
SLC38A5	-2.706
CXorf26	0.449666666666667
C19orf39	0.2785
PPP1R13B	0.3505
ARL2	-1.189
TCL6	0.154818181818182
TOP3A	-0.716
SLC16A14	1.79075
FXYD6	2.18866666666667
HIST1H4E	-0.24625
BBC3	1.12494736842105
UNC5A	0.084
FAM86C	-0.8386
PI4KB	0.666125
B3GAT1	-2.65925
SUSD2	1.82683333333333
OAZ2	0.0805
NOC4L	-0.01
C10orf12	-0.068
FADS1	-3.32566666666667
LOC144097	-0.464
DKK2	3.0075
KIAA1949	0.6215
RHOT1	-0.4718
OXT	1.35733333333333
GPR153	1.41825
ARL4A	-0.192
SAAL1	-2.34
CCDC64	0.0645
USE1	-0.6565
HNMT	0.8535
PCGF3	0.4075625
CYP2C19	0.16525
C20orf4	0.1835
CCDC11	0.92925
ACSBG2	-0.3485
RWDD2A	0.64525
PALLD	2.38925
CPLX4	1.343
LOC492311	0.41125
KPNA2	-0.393833333333333
MACROD1	0.1943
TMCO3	-0.7445
C15orf52	-1.17633333333333
BIRC5	-0.5742
