Hybridization REF	TCGA-AN-A041-01A-11R-A034-07
ARHGAP17	-0.1106
KCNIP3	0.11725
SFPQ	0.15375
GFRA4	0.427666666666667
AKR1B10	-3.579625
TIGD6	0.905333333333333
RGS16	1.207125
URB1	-0.2135
OR4C46	-0.150166666666667
TOP3B	-0.36525
NFATC4	0.4345
CA14	-4.943
BMPR1A	0.411166666666667
SNRP70	-0.642625
PRL	-0.263833333333333
C6orf130	-0.488
STAG2	-0.0425
CD55	-0.525
RPS23	0.586666666666667
SSX2	-1.11983333333333
FDPSL2A	-0.21875
FBXO27	-0.055125
SYNGR3	-1.66033333333333
TMSL3	0.78
EML1	-0.869
NUP93	-0.783833333333333
SMAD3	-0.1599
KIAA1189	2.14033333333333
HNRPUL2	0.593666666666667
TBC1D12	0.858666666666667
C16orf24	0.9685
MRVI1	1.83533333333333
ZNF581	-0.529666666666667
ELOVL3	-0.287
OR51Q1	-0.085
CACNB3	1.9215
GALNT13	-0.522875
C10orf84	0.6585
NEDD4	0.5529
SPO11	0.3445
OR5AU1	0.3225
NEK4	0.202785714285714
PRKAR2A	-0.337333333333333
IHPK1	-0.4305
ATP6V0B	0.40475
CACNA1E	1.0965
CEACAM8	1.25
PEX14	-0.0875
FLJ12993	4.1315
ZBTB38	0.753333333333333
PCTK2	0.813833333333333
LRRC16	0.1784
FBLIM1	1.27858333333333
FYCO1	1.34425
RP5-1022P6.2	-0.174333333333333
CMTM1	0.3885
PLTP	0.436666666666667
RAPH1	0.436625
DOCK8	0.55425
EZH2	-1.78633333333333
SLC25A1	-0.0845
PLEKHB1	-1.1126
GRB7	2.002
ZFP37	-0.596
MRPL33	0.045
PELO	-0.19025
ARMC1	-0.254272727272727
C9orf27	-0.59125
FLJ25778	0.381
C9orf37	-1.32283333333333
TMEM66	-0.00475
SPRN	0.404375
HBEGF	0.39875
PI4KA	0.0835
LEPRE1	0.29025
POU2AF1	-3.34425
MRPL12	-0.063
REP15	0.8485
ZC3H3	-0.0815
RASAL1	-0.56425
DDAH1	0.648375
ACBD5	0.63375
TMC2	0.18
CCDC137	0.33625
SAMD13	-0.453666666666667
UGT2B15	-3.22333333333333
TIPARP	0.4365
DNASE1L3	-0.47925
TRIM72	0.789166666666667
DBX2	1.3595
IPO8	-0.41925
C21orf88	-0.5359
MAP3K14	0.6035
LOC51233	0.3742
GGTLA4	3.02525
PDE6D	-0.24725
ZNF117	1.1585
CLK2	0.049625
NKRF	-0.96825
TNFSF15	-0.207
DUSP2	-0.3405
SECISBP2	0.386
GABRR2	0.1695
PPAP2C	1.3295
LOC51145	0.168
PAG1	-0.40675
PIK3C3	-0.00225
GNG10	-0.495
APOL4	0.861
ANKRD28	-0.76775
STMN3	-0.6679
RAB14	0.766
CDK2AP2	0.398
HDDC3	0.236375
COMMD7	0.629
CXXC1	0.18575
HMCN1	0.71
CD40	0.3935
DYNC1LI2	0.61525
GDI1	0.81825
LOC646938	-0.1655
VSNL1	-1.56666666666667
PIH1D1	-0.447833333333333
RAET1G	-1.2
KRTAP5-9	0.0265
EFTUD2	0.39775
ZNF311	1.24183333333333
ATP6V1G3	-0.08525
OR2W3	-0.49225
SCN4A	0.012
MED10	-1.145
FAM135A	0.5466
ARHGAP4	-1.8665
EHMT2	-0.23475
UFD1L	-0.45175
ERMP1	-0.365
MAG1	-1.96883333333333
THAP8	-0.6505
HACE1	-0.915833333333333
FAM82C	0.5655
C3orf20	0.111
UNC84A	-0.268666666666667
SCD5	0.396785714285714
LASS6	2.905125
LSG1	0.26
MAL	-5.847
GPR22	-0.278
WDR5B	1.859
ACTRT1	0.466
C17orf60	0.315833333333333
GRIN2C	0.151
ARMC8	-0.67
SLC47A1	-3.16283333333333
DMPK	-0.1085
DHRS13	-0.517333333333333
SMC1A	-0.337
KRTAP17-1	-0.27625
SMYD5	-0.13225
TUSC2	0.06725
CRHR2	0.29
KIR3DL2	0.329
CCDC104	-0.0985
ATP2C1	0.78375
CROT	-0.0315
PABPC3	0.350166666666667
EGR1	-1.49116666666667
THSD1	1.15
KHK	-1.52225
SLC12A2	2.4938125
CD58	-0.79125
STOX2	-0.885166666666667
CCDC76	-0.5121
CCDC48	2.458
DNAH1	-0.105333333333333
ZIC4	-0.501625
OR1G1	1.0945
PSMC6	-0.181
PROKR1	0.0285
ABCB1	-0.9055
TRAT1	-1.80525
LLGL1	0.026
MTF1	0.7765
USP54	0.29375
PAGE2B	1.892
ITGB7	-3.8625
CCDC81	0.4915
LOC149837	0.9775
SCUBE1	-0.273
ZSCAN10	0.867
HUWE1	0.105357142857143
CDH17	-0.392
CD180	0.613
IL17A	0.0595
TMPO	-1.040625
KIAA1524	0.314666666666667
HDGFRP3	0.9225
OXCT1	-1.54863636363636
RRAS2	-2.31683333333333
LTBP2	2.6473125
SV2B	-0.119333333333333
CYP2A6	2.580375
PKD1L2	-0.423666666666667
PPM1M	0.51925
FLJ22662	1.29066666666667
ZNF502	0.368
GP6	-0.816
CRYBA2	-1.71525
LEF1	-1.881
CTPS	-2.019
EYA1	-3.295
EPS8L1	1.79925
MAPK14	-0.0716666666666667
SERPINB2	-5.42
GTF2F2	0.402666666666667
ZNHIT4	-0.248
PLA1A	1.595875
C20orf114	4.7755
HPR	-5.053
C18orf2	-2.54
SATB2	-0.93425
KCNJ9	-0.205125
MGC157906	1.026
MOCS3	0.00400000000000001
C17orf71	0.368
PPHLN1	0.2021
HIST1H2BN	0.235125
RAPGEF1	-0.091625
MAP3K8	0.7825
DLG4	-0.296666666666667
STC1	-0.412083333333333
CDGAP	2.686
DDX26B	-0.76825
LOC150223	-0.7695
CPSF3	-0.838
TMEM14A	0.92175
MYH3	-3.41775
GPKOW	0.16
SULT1A1	-0.5405
SPON1	2.92
YY1AP1	-0.0448333333333333
RAB23	0.7835
PLA2G4A	-4.41775
MAPRE3	0.19075
ZNF516	1.20478571428571
GGPS1	0.82125
EXOC3L2	0.11425
C19orf42	0.2418
MAP2K2	-0.221166666666667
HIST1H2BB	1.078
RNF19B	2.09133333333333
C6orf128	-0.481833333333333
TLR8	2.6
PCDHA9	0.269
CARS2	-0.060125
CLUL1	-1.21816666666667
RHAG	-4.38833333333333
UNK	0.426
EXOC8	1.4424
C9orf95	0.39825
C14orf143	0.333166666666667
MAML3	0.080875
LDHA	-2.49825
MRPL20	0.039625
KLHDC6	0.179
ATP5S	-0.21
C8orf55	-1.4855
PHF19	-2.790375
KRTAP13-4	0.557
TTC5	0.44575
XKR5	-1.08025
SILV	-4.746
TEX28	-0.1785
TCTN1	0.77425
CX40.1	0.068
PPP2R5C	-0.288625
C12orf30	-1.01166666666667
CAPG	1.46675
MPZL1	0.7516
ARSB	-0.6015
TDH	-2.51075
WASF4	0.2825
TSSK3	-0.718333333333333
7A5	-1.3585
CRISPLD1	0.7305
MAD1L1	-0.564333333333333
SPIN4	-0.343666666666667
AMPD1	-0.63575
DPYSL5	0.4935
INPP1	-0.259166666666667
ANKRD11	-0.308111111111111
NPAS4	-0.09625
GCET2	-0.0951
RNASE9	0.0315
GUCY2D	0.115166666666667
CCDC98	-0.3795
FGF4	-0.436625
CPM	-0.743666666666667
SLC26A4	1.72466666666667
PLD5	0.2975
FAM59A	0.1522
FBXO5	-2.23422222222222
SIPA1L1	-0.058875
DPYS	0.182
ATG4D	-0.5465
TGM3	0.273
MTCH1	0.010375
HK1	0.211357142857143
CDC26	-0.21525
GALNT12	-2.21866666666667
LOC339229	0.30425
MRPL35	-0.675375
ORC4L	0.116625
TNKS	-0.216428571428571
C2orf24	0.621
ZNF553	0.2555
GGTLA1	2.9588
ZNF497	0.2665
CDY1B	0.241666666666667
SLC30A4	0.75275
TUB	-1.437375
ARHGEF18	-0.10625
ARRB1	0.6715
KCNK1	1.409875
EREG	-3.315
SCAMP5	0.15475
RUNDC3B	1.8995
ADAMTS20	-0.11125
IL17RB	3.054375
FLJ20323	-0.89025
MCAM	1.342375
POLR3E	-0.621166666666667
AQR	0.181666666666667
IPMK	0.7875
CDCA7	-5.373875
CAMP	4.54575
GRHL3	-0.28325
ADAMTSL2	1.40516666666667
CLMN	0.7595
SSTR3	0.3155
MAGEA5	-2.35516666666667
OVOL2	4.073
JMJD1B	-0.21025
RBL2	0.8182
PYGO2	0.86325
PPP1R10	0.6915
CSE1L	-1.2055
LCA5	0.882
RDH16	-0.10975
ASRGL1	-3.1575
TOM1	0.855666666666667
PTX3	-6.5285
TTC15	0.48625
SCGB3A1	2.8005
MRPL50	-1.0825
RCAN3	-0.037625
SLC26A11	1.171
STYX	0.1925
CINP	0.003
MARCH7	0.119
PFKM	-1.69066666666667
SGMS1	0.479666666666667
RIOK3	-0.1124
C1orf110	0.00549999999999995
CES7	-0.227
LOC440248	-0.63525
PPP1R12C	0.101
C10orf27	0.896
ATG9A	-0.6425
MRPS26	0.400375
TMEM40	1.12125
ELP3	-0.9071
ZNF787	0.498
HIAT1	0.45975
C8orf34	0.876833333333333
MGC4655	0.3367
PELI1	0.085
PPT1	0.347
SLC35C2	0.0298333333333333
C6orf125	-0.5275
MUC4	-1.69533333333333
RFC4	-1.88842857142857
GNB2	0.863166666666667
NUP50	-0.4385
SULT4A1	-1.03416666666667
C7	0.917125
CCDC130	-0.1985
ARRDC4	0.28025
RQCD1	-0.4595
GLYCTK	-1.10775
AYTL2	-1.34236363636364
MTUS1	1.069
LEMD3	0.729
PLEKHF2	1.99275
HOXA7	-0.159125
GTF3C2	-0.669
DYNLRB2	2.9185
CNOT10	-0.45225
MR1	0.233166666666667
FFAR1	-0.19425
PRIC285	-0.037
SLITRK6	-2.7935
LIX1	-1.9815
UBE1L2	-0.784583333333334
F8	0.602125
ACHE	0.508333333333333
KPNA5	-1.18475
TNFRSF12A	-1.37733333333333
EGR3	-1.637
SERPIND1	-3.71883333333333
OASL	0.71575
IFRD1	-1.89025
WDFY1	0.112333333333333
ZNF267	0.620375
ACCN5	-0.094
ZBTB6	0.5515
PPP1R3A	0.018
PRRT3	-0.39625
FBXL19	-0.173
TXNIP	1.09735714285714
ACTN2	-0.2675
ATG9B	-0.313875
C9orf117	0.7125
IL27	0.282
RPL36AL	-0.182833333333333
KLK15	-0.6065
CHAD	2.8655
RAP2B	-0.4151
HEBP2	0.39375
ZNF342	0.189
CAMK2G	0.0493333333333333
TLR3	0.01275
FGF14	-0.084
HMGB2	-1.431875
TRPM5	4.506
OR5M11	0.266
KIF3B	0.907
PRICKLE2	0.36825
MTMR9	-0.185125
C3orf27	0.32375
GLRA3	2.26583333333333
NSDHL	-0.315833333333333
TMEM32	-0.1285
POLR2D	-0.90725
MYADML	0.007
C9orf114	-0.5535
MRGPRX1	0.224
TOPORS	0.3865
CLDN19	-1.03675
C1QL4	0.23
RNF165	-2.088
DHRS9	-1.564
DNAH2	-0.437333333333333
FXR1	-0.625666666666667
ZMYM3	-0.771875
CASP3	0.655
FAM120C	-0.233375
SCLY	-1.36525
CA7	0.3815
ENTPD5	0.412166666666667
ZNF461	0.180625
PDIA5	0.89725
C1orf19	-0.136666666666667
TMEM67	0.269
KCTD20	-0.00025
WDR47	0.5535
FLJ38723	1.811
KLRF1	0.258333333333333
TAS2R16	0.4205
CLDN12	-0.37525
PRKCE	0.48475
UBXD4	-0.5025
ITGAM	4.631
GLT8D3	0.0685
WDR31	0.2
RGS2	0.3585
OR51L1	0.163
MST1R	1.03025
KIAA1737	0.9505
OR4A5	0.674
GLIS1	-0.870166666666667
PTMA	0.344571428571429
NAPA	1.432
PRDM11	-0.24075
LIPF	-0.115
DIRAS3	-0.36175
ASGR2	-4.237
C1QTNF4	1.0265
PIK3R4	0.791333333333333
ARMC3	1.0525
NDUFV3	-0.64825
BTBD3	-0.106833333333333
PPP1R2	0.63275
UBE2NL	-0.4815
FOSL2	0.5755
FAM119A	-1.328
TUBA4A	-1.9065
KRTAP12-1	0.9455
SFRS2	0.12475
RHPN1	-1.21
EEF2	0.171666666666667
ZDHHC11	-1.91983333333333
EPHA3	-1.1367
RBM12	-0.13625
H2AFJ	1.70975
EDIL3	3.8555
KIF26A	-1.16875
SERGEF	-1.26125
B3GALT4	3.6905
LOC90925	0.358
OSCAR	-0.180375
NPFF	-0.62475
DEDD	0.534125
TMEM155	-0.75925
PTPN1	-0.43275
SCYL2	0.623666666666667
SKAP1	3.08675
LEAP2	-3.46066666666667
GADD45G	0.9622
IFITM3	0.175125
PILRB	-0.925166666666667
SLU7	-0.078375
DSC3	-0.38525
DNMT3L	-1.48525
PAPD5	0.538625
B3GNT3	0.325166666666667
LHCGR	-0.353
MSL-1	1.339
UBE2S	-1.947
SAP130	0.08075
ANAPC11	0.70425
MAGED4B	-0.7365
ATP6V1B2	-0.104
C14orf179	1.069375
CAPZA1	-0.179125
CDYL2	1.1575
GLRX3	-0.7475
LOC136288	-0.60875
MOBKL1A	-0.461
HTR2B	2.0305
CRYGD	-0.0418333333333333
NUS1	-1.1115
PGRMC1	-1.0995
MYOM2	-0.45575
FLJ39653	-1.213
CHM	0.6474
OR5M8	0.232
ZNF619	0.5265
FAM105A	0.4965
CCNL1	-0.555875
NAP1L3	0.51075
C10orf57	2.45433333333333
B3GALNT1	1.875
CSN1S2A	0.5915
TCP10L	-0.61475
GDAP2	1.059875
DMKN	-2.94133333333333
COX6B1	0.09925
DNASE2	0.581333333333333
MSH5	-2.23325
LGMN	-0.14375
USP31	0.1303
OR13C8	0.638
SDCBP	0.6374
NUDT11	-1.96516666666667
PYGL	-2.12116666666667
SNPH	0.466333333333333
B3GNT4	-1.407
MIZF	-0.9128
NUBPL	-0.720625
NOD1	-0.534666666666667
CDH22	0.616125
NUBP1	0.071
DSCAM	-4.151
DGKI	1.776
FAM136A	-0.68775
AKAP1	0.876166666666667
SLC16A6	-2.66325
RIN3	0.563
PSG2	-0.273
DIP2B	-0.739583333333333
PSORS1C1	-0.9041
KIAA0495	-0.3825
FLJ90709	-0.1945
LPA	-0.363166666666667
PIGA	-0.824666666666667
LY75	2.55233333333333
UTS2	-3.72666666666667
RREB1	0.423375
GALNACT-2	0.8208
MGC3196	-0.23275
FLJ31568	0.00675
LPHN1	-0.592375
SP1	0.723125
TOX4	0.1965
HSPA9	-0.7577
APOBEC1	-0.3
SLC35E4	-0.51
LSM5	-1.20225
SURF1	0.25875
ZBTB1	0.883666666666667
GTF2F1	-0.353375
RPS15A	-0.601571428571429
DUSP21	-0.534333333333333
GINS4	-3.09333333333333
MYO15A	-0.141
GIMAP7	3.52575
MGC13379	0.46925
ATP6V1E2	0.271666666666667
UTP3	-0.388
HNRPA3	-0.130875
MT4	-0.307
C14orf155	-0.84675
U1SNRNPBP	0.47325
CKLF	-0.154
PLEKHN1	-1.0365
MBNL1	-0.16175
NUP160	-1.5685
ACSM2A	-1.93
LOC129881	-1.18725
KIAA1529	-1.6565
FLJ22639	-1.8115
HAND1	-0.8935
GSX1	0.036
FGA	-4.588125
SERPINB1	-0.281
ZNF642	1.15675
IGFBP1	-8.598875
SLC1A1	2.62775
DHX57	-0.6285
ZNF766	0.982
PTPN21	0.6859
GDPD3	1.38266666666667
PNPLA5	-0.0485
TBR1	0.132166666666667
FAM116A	-0.187
IQGAP1	0.653375
FOS	0.459
ZNF226	0.614875
FIGNL1	-1.20016666666667
C14orf1	0.1835
ZMYND17	0.285
PUS7	-1.54266666666667
TUBB6	-0.548
KCNQ2	-1.61425
MARCH6	0.173666666666667
CCDC33	0.1885
PRODH	-1.58025
RBM11	1.871
EPHA6	0.892375
SLC43A1	0.12075
LOC196541	0.439625
NTN1	0.979166666666667
ING4	0.443
PCDHB10	0.75325
DPH2	-0.657166666666667
SPACA4	0.078
FBXL21	-3.656
DIAPH1	-0.628
ZNF71	0.992833333333333
CEP76	-0.394
CORO1A	-0.87975
RRM2	-2.482625
EDG4	0.639
OS9	0.731333333333333
SLC4A1AP	0.00475
COG5	-0.195
COPS8	-0.385
NGLY1	-0.8795
NCBP2	-0.253125
C17orf42	-0.530833333333333
GPSM3	0.64425
SIL1	0.0775
ASB6	-0.2795
SMAD5OS	-0.529
UNC93A	-3.38875
A1BG	0.576333333333333
C21orf62	0.59625
FMO5	0.6965
ATRIP	-0.112833333333333
CEBPG	-0.1515
C7orf38	0.540833333333333
TNFRSF1B	0.316333333333333
CLEC1A	1.754
IQSEC1	0.485
PATZ1	1.5053
RBM22	1.014125
BAG2	-1.89883333333333
PAQR5	-1.74583333333333
C9orf127	-0.2083
THNSL1	-0.3065
SHROOM3	3.0876
JAM2	1.25625
SNRPN	-1.1185
ALX4	0.015
CACNA1S	-0.317
FAM130A1	1.086
CORIN	3.3955
CD300LB	1.1005
PLEKHG6	0.9805
LRRC40	-0.87975
PCLKC	-1.1675
PCDHB16	0.186666666666667
WNT2B	0.729833333333333
ASNS	-2.39411111111111
MRPL49	0.1595
FLJ46111	1.00425
ISG20	0.853625
SMU1	-1.0635
CASZ1	0.5465
POLR1D	1.0035
GIN1	-0.4255
SNAG1	0.375333333333333
ANKRD29	-0.80675
CDKN2AIP	0.1005
KRR1	0.0055
CXCL1	-5.04666666666667
EPM2A	-0.9164
PC	-1.47283333333333
DEFB127	0.0675
PDZRN4	1.652
FAH	-0.77575
OR51E1	2.7685
CDC2L6	-0.1975
DNTTIP1	0.07275
PAX8	0.3135
TMEM116	-0.226
C1orf150	0.405
PRO2012	0.40775
MRPL40	-0.775666666666667
BEX1	-4.1733
SLC2A4	-1.71033333333333
PKMYT1	-1.06825
FEZF2	-0.5686
SLC26A9	-1.38625
MAP2	0.116666666666667
LYL1	-1.088
SLC25A19	-0.735666666666667
NOS3	-0.0025
ZNF34	0.304833333333333
TMPRSS11F	-0.19625
FAM43A	0.90075
FCRL4	0.114333333333333
KLF14	-0.20525
FLRT2	-1.173
WRN	-2.70725
SDF2	1.2769
KRT8P12	0.86525
C6orf195	0.264
C9orf125	-0.873833333333333
DZIP3	1.585
RIT1	0.14475
SCML1	-2.94483333333333
RHBDF2	0.79375
OR2G3	0.0575
REXO1L1	0.057
MAP3K7IP3	-0.079
C3orf57	-3.23175
FBXW11	-0.358666666666667
ETAA1	-0.18
C14orf131	-0.6775
AKT1S1	0.263
SLC12A5	-0.84225
C9orf164	0.70025
NRIP3	-0.198875
NOS1AP	0.18625
TMEM121	1.0295
SAP30BP	0.5964
DGCR6	0.296
WDR76	-1.4045
FAM82B	1.31558333333333
LOC606495	-0.1485
MAP9	1.399
BCDIN3D	1.10775
CXorf36	3.479
DSCR3	-0.5758
ZFAND3	0.59275
C7orf43	0.4025
SPSB3	1.1075
C19orf19	0.27525
FAM133A	-1.361875
C12orf25	-0.16475
SLC39A3	-0.238125
DISP2	1.12825
PI4KAP2	-1.052
MKRN3	-0.485666666666667
ADAMTS13	-1.2995
CBLN3	0.2528
TTYH1	-1.25566666666667
C3orf18	0.5585
FLJ13236	-0.55375
ZMYND12	1.2365
C18orf25	0.622375
GLB1L3	-0.312
ATP13A5	-0.578
RANBP10	0.0325
CD96	-2.0824
DENND1C	-1.50825
RBMS3	0.6317
SLC41A3	0.804
DGCR6L	0.241
TMEM128	0.4285
CSNK1G3	0.0162142857142857
MOBKL2C	0.363
TSPAN6	-0.6675
MATN2	-2.3176
MSL2L1	0.7965
ST6GALNAC2	1.2225
FGFBP2	-0.50025
FGL1	-7.40816666666667
MPP3	0.594
ARHGEF6	-0.1055
TGFBR2	0.037625
ACMSD	0.152
IL33	2.66175
C9orf5	-0.0355
DEAF1	0.000199999999999989
AMN	0.3865
DEFA6	-0.21825
RNF212	-1.642
METT5D1	0.0538333333333333
CIB1	0.5675
TSSK1B	-0.32425
KIAA1727	1.45875
ZNF680	1.2945
LOC399900	-1.036
LOC152217	-0.193083333333333
CTNNAL1	-3.36
CIT	-1.68608333333333
TLE6	0.5545
ZNF607	-0.63575
HERC4	-0.509166666666667
DRAP1	-0.2647
PEMT	-0.931
C10orf111	-0.508
ZNF575	0.71375
KCTD7	-0.2535
MYO1F	0.42
LOC285382	1.26625
RAB11A	0.9
PLCD3	-0.51625
C15orf28	-0.06675
PTBP2	1.009
CTB-1048E9.5	0.258
C19orf60	0.202833333333333
C7orf25	0.349
SETD7	0.741125
HOXB9	-4.312
VANGL1	0.0478125
CHAF1B	-1.80725
NDUFA3	-0.43375
KIAA1328	-0.277833333333333
SHARPIN	-0.1625
TTC23	-0.301
UGP2	0.200416666666667
ANKIB1	0.9543
CIRBP	-0.277857142857143
SEC14L4	-3.29466666666667
OVCH1	0.700833333333333
VPS52	1.0615
FAT	-0.80075
M6PRBP1	-0.14325
GPRIN3	0.719
PPM1F	-0.165666666666667
TSR1	-1.269
CCDC85A	3.2735
PCSK5	1.95475
ZFHX3	0.7855
HEMK1	-0.2814
PGBD2	0.3095
RSRC2	-0.0208333333333333
AURKC	-0.797833333333333
SCRIB	0.09025
ORM2	-4.90766666666667
FAM115A	0.7172
FZD6	0.075375
UNC119	0.854666666666667
GPX3	-1.3332
NOV	-1.77575
CABC1	0.105
CDC42SE2	-0.7513125
EIF2S2	-0.7752
RNF130	0.393125
CKAP5	-0.807333333333333
RP11-413M3.2	0.2005
C10orf18	0.5618
TMEM93	-0.948
DYX1C1	-0.0095
KCNMB2	-2.222625
ANK3	1.40891666666667
KRT5	-1.5144
CDH12	-1.32675
QRSL1	-0.8125
JUB	-1.48625
SHC4	-0.419125
CCL15	1.18266666666667
CCDC22	0.38075
SNX24	-1.13125
RARS	-0.81075
MORC2	0.319125
FAM48A	1.04475
MT1H	-2.8445
PPP1R14C	-2.5395
FOXD1	-1.96607142857143
C1orf213	-2.43525
AMT	-2.1616
DSN1	-0.9515
PTPLAD2	2.58025
DIS3L	-0.1505
RASL11A	0.29975
GPRC5B	0.406625
FRMD7	0.2975
STRN4	0.283
KITLG	1.50086363636364
HDGF	0.68025
OR1S1	-0.187
SETX	-0.00169999999999999
DDR2	0.93925
KCTD12	1.81875
LYZL2	-0.75325
WDR52	0.3965
TMEM2	0.537375
ZNF579	0.694
LOC200810	0.284
TNFSF9	-1.906625
PPFIA4	-3.38325
CNIH3	0.759833333333333
MAP4K4	-0.277285714285714
ROD1	0.415285714285714
ALS2CR12	-0.2915
DOCK3	-1.90716666666667
PAQR9	-4.505
ASB17	-0.295
STX16	-0.9
FEZ2	0.424
DLAT	-1.16766666666667
KIF21B	-1.23216666666667
CDC5L	-0.2725
TMEM119	2.44683333333333
CRIP3	-2.11325
TPSD1	0.2785
TEPP	0.059
GNGT2	1.1605
C21orf121	-0.257
WNK1	-0.0311666666666666
FLJ10490	0.4824
OR51B5	-2.018
LOC203547	-1.284625
HAS1	0.034
PPA1	-0.387833333333333
ST7	-0.23125
C11orf46	0.1237
POPDC3	-4.19833333333333
ACOX2	-0.0786666666666667
ATCAY	-0.605916666666667
TM4SF19	-2.3315
MFSD9	-0.338
PDHB	-0.392
ERN1	0.18925
LCE3C	0.1655
GPR111	-0.532
NOTCH3	2.019
ADAMTS5	2.785
B3GALT1	-1.45775
UGCGL1	1.143
FAM58A	-0.002
FBXO32	0.59075
CLPP	-0.97775
NXPH1	0.078
MTMR3	1.19616666666667
ATP1B3	-1.524625
TMEM16A	4.149
HIST1H3F	1.09266666666667
TRIM25	-0.0971666666666667
SDCBP2	1.7505
CRKL	-0.3315
HOXB2	0.0435
ANP32B	-0.711125
GATM	0.8995
AP4E1	0.161875
EDG5	0.18525
CDKN3	-2.4475
CDH4	-1.987
PGD	-0.8105
RND1	0.845
GAD1	-3.3105
MPG	0.497375
LOC440350	-0.2585
ZNF133	-0.9925
SERPINB12	-0.2445
AMELY	0.0136666666666667
DHX36	-0.2725
TNFAIP8L2	2.485
PHTF2	-0.0994444444444444
CCDC112	-0.843333333333333
IQCC	-0.5715
HEYL	3.6435
FTSJ2	-0.3505
APPL1	0.314
RAB43	0.851642857142857
OR10G2	-0.0165
WAC	0.420666666666667
ADCY9	0.254375
RUNDC2B	0.596
PYCRL	-1.0767
AGPAT7	-0.977166666666667
SLC22A9	-1.204
CDKAL1	-0.487
PDYN	-0.413833333333333
C20orf74	0.071
MTMR11	-0.228
VAV3	3.99958333333333
DAPL1	4.29075
STXBP3	0.346
EIF3G	-0.8585
ARHGAP22	-1.191
NPFFR1	0.035
NPC1	0.0865
ALDH9A1	0.797666666666667
ZNF600	0.664
ZNF678	1.13183333333333
RASSF1	-0.28625
ADD2	-3.058125
PITPNB	0.427875
PKD2L2	-0.134
LRP11	-0.17875
CDKL1	0.16
SMEK2	0.34025
PRODH2	-3.48816666666667
C11orf54	-0.525833333333333
SFRS11	-0.381833333333333
IL7	-0.2545
ALS2CR16	0.62825
BTG3	-2.5095
PAK2	-0.246055555555555
RP11-679B17.1	-0.66275
GATA4	-1.92483333333333
ATP2B1	-0.6725
LOC130940	-0.251
C1orf172	2.26933333333333
ATF7IP2	-0.9045
SLC25A43	0.356166666666667
CENTG3	0.395916666666667
IGF2BP1	-4.1243
FCHSD1	0.261
CAMK2N2	0.951833333333333
ELAVL3	-0.2663
NBPF15	0.0663333333333333
UBE2J2	0.0163333333333333
GNL2	-1.1845
PRR3	-0.3849
NLF2	0.7755
OR4F6	-0.233
KLHL24	1.072
CCDC88A	-0.531
SGPP1	0.304833333333333
C10orf11	-1.10983333333333
SLC35B4	-1.14383333333333
UGT3A2	0.6885
ARNT2	1.7603
CBR1	-1.378125
ITPR3	0.814833333333333
TRAPPC6B	-0.7993
AMZ1	2.2905
ARP11	1.92225
WDSUB1	0.71175
APBA1	0.7115
RAB2A	2.2324
C6orf162	-1.0215
HPSE2	-0.2135
PLCE1	-1.0855
INSL3	-0.29275
DLG1	0.2035
PTPLA	-3.41675
PIGX	0.4095
TFIP11	0.6445
FIBIN	3.341
POLR2G	0.000749999999999987
GRAP2	-2.4803
DNAJB8	0.0195
CNBP	0.0211666666666667
WASF1	-1.87825
INPP5E	-0.4716
HSPB1	1.161
TMEM167	-0.1411
CUBN	0.45525
IGF1	0.371625
ITPK1	0.1797
NAALAD2	-1.229375
G3BP1	-1.3113
NT5DC1	-0.748125
CYP39A1	-1.4495
TMEM139	1.14233333333333
POLK	-0.0669
GLULD1	-1.723
RBM15	-0.873166666666667
AMZ2	0.406
GDF15	-3.38133333333333
MESDC2	-0.17
INCA	-0.345833333333333
ACY1L2	-3.196
GZMM	-1.54666666666667
PAIP1	-0.1515
CACNA2D1	0.1855
STK32C	-0.818833333333333
SH3BP4	-0.1665
DEC1	-0.1045
PADI1	0.584
UBB	-0.167
PON3	0.229666666666667
PROP1	0.376
ANKRD13B	-0.312
ADCK1	0.85125
TCF25	0.478916666666667
SLC38A5	-2.7295
CXorf26	0.0431666666666667
C19orf39	-0.262
PPP1R13B	1.06525
ARL2	-0.751
TCL6	0.0781666666666667
TOP3A	-0.9955
SLC16A14	0.07925
FXYD6	1.4785
HIST1H4E	-0.05225
BBC3	0.513210526315789
UNC5A	0.272
FAM86C	-0.2464
PI4KB	1.205125
B3GAT1	-4.498
SUSD2	1.9975
OAZ2	-0.223
NOC4L	-0.09525
C10orf12	-0.433
FADS1	-2.93933333333333
LOC144097	-0.612
DKK2	2.449
KIAA1949	0.524
RHOT1	0.0635
OXT	1.19833333333333
GPR153	0.83075
ARL4A	0.405833333333333
SAAL1	-2.2205
CCDC64	0.42
USE1	0.21
HNMT	1.04033333333333
PCGF3	0.87575
CYP2C19	0.10925
C20orf4	0.75
CCDC11	0.123
ACSBG2	-0.68125
RWDD2A	-0.0355
PALLD	3.42625
CPLX4	0.4215
LOC492311	1.51425
KPNA2	-1.33033333333333
MACROD1	0.4529
TMCO3	1.245
C15orf52	0.926666666666667
BIRC5	-1.56933333333333
PRR16	0.772833333333333
FAM63B	1.1575
KATNB1	-0.590166666666667
WNT8B	0.521
CPLX3	-0.00525000000000006
GHR	2.9535
CCDC124	-0.26875
BCLAF1	-1.118875
GOLGA3	0.4678
