Hybridization REF	TCGA-A2-A0CT-01A-31R-A056-07
ARHGAP17	-0.377
KCNIP3	-0.68025
SFPQ	-0.306125
GFRA4	-0.298166666666667
AKR1B10	-4.325875
TIGD6	1.979
RGS16	1.52975
URB1	-0.2755
OR4C46	0.275166666666667
TOP3B	-0.427
NFATC4	0.6755
CA14	-2.84
BMPR1A	1.25
SNRP70	-0.444375
PRL	-0.507666666666667
C6orf130	0.406
STAG2	1.2725
CD55	-0.0485
RPS23	1.29416666666667
SSX2	-1.86333333333333
FDPSL2A	0.1385
FBXO27	0.891875
SYNGR3	-1.252
TMSL3	0.2965
EML1	-1.5585
NUP93	-1.38375
SMAD3	-0.3309
KIAA1189	-0.226333333333333
HNRPUL2	1.48766666666667
TBC1D12	1.8125
C16orf24	1.08125
MRVI1	2.204
ZNF581	0.0446666666666667
ELOVL3	0.844
OR51Q1	0.0375
CACNB3	-0.301166666666667
GALNT13	-1.98975
C10orf84	1.48075
NEDD4	-1.1977
SPO11	0.941
OR5AU1	-0.207
NEK4	0.139785714285714
PRKAR2A	-0.630666666666666
IHPK1	-0.187666666666667
ATP6V0B	0.826625
CACNA1E	-0.014
CEACAM8	0.140666666666667
PEX14	0.355
FLJ12993	5.8085
ZBTB38	0.190333333333333
PCTK2	1.51466666666667
LRRC16	1.397
FBLIM1	-0.376583333333333
FYCO1	-0.37825
RP5-1022P6.2	-0.749416666666667
CMTM1	1.18733333333333
PLTP	-0.079
RAPH1	0.801625
DOCK8	0.23925
EZH2	-2.6136
SLC25A1	-0.3335
PLEKHB1	-0.8919
GRB7	1.8524
ZFP37	0.24875
MRPL33	-0.28375
PELO	-0.31725
ARMC1	1.47063636363636
C9orf27	0.301375
FLJ25778	-0.0845
C9orf37	-1.59633333333333
TMEM66	2.48175
SPRN	0.00125
HBEGF	0.566
PI4KA	-0.4885
LEPRE1	-1.0915
POU2AF1	-5.155
MRPL12	0.249666666666667
REP15	-0.3685
ZC3H3	1.02725
RASAL1	-1.82925
DDAH1	0.263875
ACBD5	0.733125
TMC2	0.15
CCDC137	-0.561
SAMD13	-1.37383333333333
UGT2B15	-3.5005
TIPARP	-1.22925
DNASE1L3	0.55025
TRIM72	0.644666666666667
DBX2	0.428
IPO8	0.30275
C21orf88	-0.7872
MAP3K14	-1.204
LOC51233	0.563833333333333
GGTLA4	-1.202
PDE6D	0.0575
ZNF117	0.88075
CLK2	-0.659375
NKRF	-0.68775
TNFSF15	-0.3214
DUSP2	-0.015375
SECISBP2	0.0604
GABRR2	-1.377
PPAP2C	2.744
LOC51145	0.092
PAG1	-0.733625
PIK3C3	0.618
GNG10	0.2395
APOL4	0.161833333333333
ANKRD28	-0.398375
STMN3	-0.2924
RAB14	0.8753
CDK2AP2	-0.6335
HDDC3	0.165375
COMMD7	1.2735
CXXC1	-0.33325
HMCN1	-0.709
CD40	-0.26575
DYNC1LI2	-0.2361875
GDI1	0.716
LOC646938	-0.2755
VSNL1	-1.67616666666667
PIH1D1	0.430333333333333
RAET1G	-1.343
KRTAP5-9	0.131
EFTUD2	0.5115
ZNF311	0.938666666666667
ATP6V1G3	0.705
OR2W3	-0.685
SCN4A	0.177
MED10	-0.13875
FAM135A	0.0573
ARHGAP4	-2.2295
EHMT2	-0.12175
UFD1L	-0.374
ERMP1	0.76175
MAG1	0.827833333333333
THAP8	0.189333333333333
HACE1	-0.686166666666667
FAM82C	0.6895
C3orf20	0.1755
UNC84A	-1.4325
SCD5	1.91964285714286
LASS6	2.423625
LSG1	0.436333333333333
MAL	-5.966
GPR22	-1.527
WDR5B	1.59875
ACTRT1	0.3065
C17orf60	-0.0415
GRIN2C	-0.0567
ARMC8	-0.209833333333333
SLC47A1	-3.28883333333333
DMPK	-0.64525
DHRS13	1.4395
SMC1A	-0.774166666666667
KRTAP17-1	0.44725
SMYD5	-0.50775
TUSC2	0.00625
CRHR2	0.512
KIR3DL2	0.0305
CCDC104	0.57675
ATP2C1	0.34
CROT	1.628
PABPC3	0.207833333333333
EGR1	0.616666666666667
THSD1	-0.04875
KHK	-0.8585
SLC12A2	3.615125
CD58	-1.2
STOX2	-1.27116666666667
CCDC76	-1.1432
CCDC48	4.3845
DNAH1	-0.774666666666667
ZIC4	-0.402625
OR1G1	0.6195
PSMC6	0.5595
PROKR1	0.185
ABCB1	-0.27475
TRAT1	-2.758
LLGL1	-0.283
MTF1	1.0055
USP54	-0.048
PAGE2B	-2.605
ITGB7	-4.2225
CCDC81	-0.6875
LOC149837	0.58675
SCUBE1	-0.1035
ZSCAN10	-0.1085
HUWE1	0.054
CDH17	0.2955
CD180	-0.00799999999999999
IL17A	0.0595
TMPO	-0.2365
KIAA1524	-0.781666666666667
HDGFRP3	-0.275333333333333
OXCT1	-0.450727272727273
RRAS2	-0.178166666666667
LTBP2	2.0738125
SV2B	-0.280833333333333
CYP2A6	1.38125
PKD1L2	-0.863666666666667
PPM1M	-0.13725
FLJ22662	4.7265
ZNF502	2.0695
GP6	-0.697
CRYBA2	-0.92
LEF1	-2.5227
CTPS	-3.18257142857143
EYA1	-2.65733333333333
EPS8L1	1.09175
MAPK14	0.27475
SERPINB2	-5.260875
GTF2F2	-0.5025
ZNHIT4	-0.1825
PLA1A	-0.675
C20orf114	3.624
HPR	-4.7415
C18orf2	-3.03533333333333
SATB2	-0.594
KCNJ9	-0.128571428571429
MGC157906	0.7735
MOCS3	1.429
C17orf71	0.859666666666667
PPHLN1	0.5353
HIST1H2BN	-0.1955
RAPGEF1	-0.941875
MAP3K8	-0.67375
DLG4	0.0426666666666667
STC1	1.24575
CDGAP	0.78775
DDX26B	-2.327
LOC150223	-1.4425
CPSF3	-0.832666666666667
TMEM14A	-0.84275
MYH3	-3.13725
GPKOW	0.332
SULT1A1	-0.709333333333333
SPON1	2.9151
YY1AP1	0.238333333333333
RAB23	-0.73225
PLA2G4A	-4.64475
MAPRE3	0.2585
ZNF516	1.7125
GGPS1	0.46675
EXOC3L2	-0.713625
C19orf42	1.0327
MAP2K2	-0.126333333333333
HIST1H2BB	0.52075
RNF19B	0.971333333333333
C6orf128	-0.0636666666666667
TLR8	2.111
PCDHA9	0.099
CARS2	-0.596875
CLUL1	4.306
RHAG	-4.2065
UNK	-0.0545
EXOC8	0.8127
C9orf95	-1.15525
C14orf143	0.834
MAML3	0.324875
LDHA	-1.4955
MRPL20	0.434125
KLHDC6	-0.1025
ATP5S	0.1795
C8orf55	1.5795
PHF19	-2.17075
KRTAP13-4	0.345
TTC5	0.574
XKR5	-0.11675
SILV	-4.9
TEX28	-0.2965
TCTN1	1.59425
CX40.1	0.17025
PPP2R5C	-0.066
C12orf30	-1.54016666666667
CAPG	1.6675
MPZL1	1.0555
ARSB	-1.41083333333333
TDH	-2.215
WASF4	0.4535
TSSK3	-0.513166666666667
7A5	-0.791
CRISPLD1	0.75275
MAD1L1	-1.02183333333333
SPIN4	-0.0936666666666667
AMPD1	-1.32175
DPYSL5	-0.6115
INPP1	-0.6375
ANKRD11	-1.26427777777778
NPAS4	-0.240375
GCET2	-0.4542
RNASE9	0.3135
GUCY2D	0.445166666666667
CCDC98	1.07725
FGF4	-0.291125
CPM	-0.746833333333333
SLC26A4	-1.77266666666667
PLD5	-0.43025
FAM59A	-1.174
FBXO5	-2.195
SIPA1L1	-0.89725
DPYS	-0.18025
ATG4D	0.5145
TGM3	0.536
MTCH1	0.30075
HK1	-0.543071428571429
CDC26	-0.45525
GALNT12	-3.68616666666667
LOC339229	0.803
MRPL35	-0.491
ORC4L	0.4725
TNKS	0.931928571428571
C2orf24	0.219833333333333
ZNF553	1.08066666666667
GGTLA1	2.5508
ZNF497	0.507
CDY1B	0.183
SLC30A4	0.80475
TUB	-1.420125
ARHGEF18	-0.06725
ARRB1	0.56
KCNK1	1.514375
EREG	-3.6379
SCAMP5	0.67775
RUNDC3B	2.70025
ADAMTS20	-0.128333333333333
IL17RB	0.307
FLJ20323	-0.284
MCAM	-0.054375
POLR3E	-1.95025
AQR	-0.204666666666667
IPMK	1.0335
CDCA7	-2.958875
CAMP	-0.968
GRHL3	-1.27225
ADAMTSL2	0.871833333333333
CLMN	2.57383333333333
SSTR3	0.595
MAGEA5	-2.252
OVOL2	4.347
JMJD1B	0.56
RBL2	1.3178
PYGO2	1.08475
PPP1R10	-0.103
CSE1L	-0.651166666666667
LCA5	0.10775
RDH16	2.855
ASRGL1	-0.849375
TOM1	0.697833333333333
PTX3	-6.84825
TTC15	0.14425
SCGB3A1	0.520833333333333
MRPL50	-0.693
RCAN3	0.193125
SLC26A11	1.752
STYX	-0.191333333333333
CINP	0.113
MARCH7	0.42275
PFKM	-0.552333333333333
SGMS1	1.42166666666667
RIOK3	0.1747
C1orf110	-0.8015
CES7	0.4365
LOC440248	-3.1125
PPP1R12C	-0.09725
C10orf27	0.6655
ATG9A	-0.68825
MRPS26	0.789125
TMEM40	-0.851
ELP3	1.2852
ZNF787	-0.3065
HIAT1	0.778875
C8orf34	0.646833333333333
MGC4655	-0.5419
PELI1	-0.747666666666667
PPT1	2.6997
SLC35C2	0.452666666666667
C6orf125	1.01125
MUC4	-1.71233333333333
RFC4	-2.15557142857143
GNB2	0.524166666666667
NUP50	0.156571428571429
SULT4A1	-1.87783333333333
C7	1.147
CCDC130	-0.454
ARRDC4	0.2895
RQCD1	-0.79875
GLYCTK	-1.5935
AYTL2	-1.56509090909091
MTUS1	2.1401
LEMD3	1.349
PLEKHF2	2.74075
HOXA7	0.19525
GTF3C2	-1.4955
DYNLRB2	3.66925
CNOT10	0.11875
MR1	-0.1085
FFAR1	0.2855
PRIC285	-0.0795
SLITRK6	0.16475
LIX1	-1.9431
UBE1L2	0.257416666666667
F8	1.81025
ACHE	0.299333333333333
KPNA5	-0.3095
TNFRSF12A	-1.78583333333333
EGR3	0.785
SERPIND1	-3.8855
OASL	0.63425
IFRD1	-3.161125
WDFY1	-0.0308333333333333
ZNF267	0.728
ACCN5	-0.0215
ZBTB6	0.54875
PPP1R3A	0.151
PRRT3	2.43475
FBXL19	-0.7365
TXNIP	1.14228571428571
ACTN2	-1.755
ATG9B	-0.484875
C9orf117	0.167125
IL27	1.0965
RPL36AL	-0.0428333333333333
KLK15	0.19175
CHAD	1.5635
RAP2B	-0.8929
HEBP2	0.254
ZNF342	0.6955
CAMK2G	-0.636666666666667
TLR3	0.46575
FGF14	0.09025
HMGB2	-0.274125
TRPM5	0.956
OR5M11	0.154
KIF3B	1.49257894736842
PRICKLE2	-0.97
MTMR9	1.052125
C3orf27	0.08175
GLRA3	-1.8638
NSDHL	0.2885
TMEM32	0.5185
POLR2D	-0.7725
MYADML	0.2665
C9orf114	-1.0895
MRGPRX1	0.1855
TOPORS	0.8535
CLDN19	-0.21775
C1QL4	-0.382
RNF165	-0.3045
DHRS9	-0.34225
DNAH2	1.976
FXR1	-1.16183333333333
ZMYM3	-1.288625
CASP3	0.0153333333333333
FAM120C	-1.65275
SCLY	-1.76125
CA7	-0.31
ENTPD5	1.95116666666667
ZNF461	0.904375
PDIA5	-0.60025
C1orf19	-0.449333333333333
TMEM67	1.4605
KCTD20	-0.89225
WDR47	1.066
FLJ38723	1.0775
KLRF1	0.133
TAS2R16	0.5475
CLDN12	1.4135
PRKCE	-0.17575
UBXD4	-0.79575
ITGAM	1.7815
GLT8D3	-0.077875
WDR31	0.6809
RGS2	1.5515
OR51L1	0.435
MST1R	-2.2325
KIAA1737	1.687
OR4A5	-0.5115
GLIS1	-1.93616666666667
PTMA	-0.00192857142857144
NAPA	1.13325
PRDM11	0.698
LIPF	-0.3695
DIRAS3	0.41825
ASGR2	-4.524375
C1QTNF4	1.1355
PIK3R4	0.7025
ARMC3	0.39525
NDUFV3	-0.381166666666667
BTBD3	0.693833333333333
PPP1R2	0.738
UBE2NL	0.23675
FOSL2	0.0593571428571429
FAM119A	-0.776166666666667
TUBA4A	-0.9477
KRTAP12-1	0.20125
SFRS2	-0.51925
RHPN1	0.143
EEF2	-0.358666666666667
ZDHHC11	-0.719166666666667
EPHA3	0.1311
RBM12	0.47225
H2AFJ	1.33683333333333
EDIL3	2.2525
KIF26A	-0.54575
SERGEF	0.73125
B3GALT4	3.34725
LOC90925	0.0881666666666667
OSCAR	-0.3715
NPFF	-1.733875
DEDD	0.59575
TMEM155	-0.7415
PTPN1	1.40125
SCYL2	0.480166666666667
SKAP1	2.3335
LEAP2	-3.5035
GADD45G	2.8357
IFITM3	0.51175
PILRB	-2.20383333333333
SLU7	0.2384375
DSC3	0.4515
DNMT3L	-1.26025
PAPD5	0.514
B3GNT3	-2.493
LHCGR	-0.101
MSL-1	1.20375
UBE2S	-1.4135
SAP130	-0.8585
ANAPC11	1.369
MAGED4B	-2.837
ATP6V1B2	0.896333333333333
C14orf179	1.49675
CAPZA1	0.197
CDYL2	0.0573333333333333
GLRX3	-1.03966666666667
LOC136288	-1.51025
MOBKL1A	0.13825
HTR2B	3.303
CRYGD	-0.1115
NUS1	-0.840333333333333
PGRMC1	-0.1735
MYOM2	-0.0355
FLJ39653	-1.17933333333333
CHM	0.7845
OR5M8	0.448
ZNF619	0.78
FAM105A	1.6375
CCNL1	-1.55475
NAP1L3	0.32475
C10orf57	1.94233333333333
B3GALNT1	1.4455
CSN1S2A	0.6505
TCP10L	0.61925
GDAP2	0.274875
DMKN	-0.242
COX6B1	0.518
DNASE2	0.990833333333333
MSH5	-1.998
LGMN	-0.012125
USP31	0.3499
OR13C8	0.385
SDCBP	0.1781
NUDT11	-2.82116666666667
PYGL	1.01916666666667
SNPH	-0.978
B3GNT4	0.63
MIZF	-1.1322
NUBPL	0.434125
NOD1	-0.599166666666667
CDH22	0.32225
NUBP1	-0.0433333333333333
DSCAM	-3.95475
DGKI	0.1665
FAM136A	-1.69175
AKAP1	0.921833333333333
SLC16A6	1.347
RIN3	-0.2925
PSG2	-0.291
DIP2B	0.8125
PSORS1C1	-0.7636
KIAA0495	0.016
FLJ90709	0.470833333333333
LPA	-0.287166666666667
PIGA	-0.6465
LY75	3.401
UTS2	-6.24683333333333
RREB1	0.026625
GALNACT-2	0.0618
MGC3196	0.6265
FLJ31568	1.11525
LPHN1	-0.097125
SP1	0.830125
TOX4	1.01933333333333
HSPA9	0.1465
APOBEC1	0.2895
SLC35E4	-1.42175
LSM5	-0.95325
SURF1	1.379
ZBTB1	0.036
GTF2F1	0.191375
RPS15A	-0.375428571428571
DUSP21	-0.395333333333333
GINS4	-1.87966666666667
MYO15A	-0.528
GIMAP7	3.1615
MGC13379	0.90925
ATP6V1E2	-0.330833333333333
UTP3	0.74825
HNRPA3	-0.9908125
MT4	-0.3645
C14orf155	0.24725
U1SNRNPBP	0.78775
CKLF	-0.974166666666667
PLEKHN1	-0.713833333333333
MBNL1	-0.47525
NUP160	-0.293
ACSM2A	-1.463
LOC129881	0.6665
KIAA1529	-1.22625
FLJ22639	-1.58725
HAND1	-1.1225
GSX1	0.3865
FGA	-4.156125
SERPINB1	-0.8225
ZNF642	1.043
IGFBP1	-8.549
SLC1A1	-1.855
DHX57	-0.247125
ZNF766	1.2365
PTPN21	-1.3128
GDPD3	3.48133333333333
PNPLA5	0.1545
TBR1	-0.278166666666667
FAM116A	-0.75375
IQGAP1	-0.482125
FOS	0.98
ZNF226	0.17775
FIGNL1	0.954833333333333
C14orf1	0.6745
ZMYND17	-0.2955
PUS7	-1.87883333333333
TUBB6	-1.104625
KCNQ2	-1.57475
MARCH6	0.337333333333333
CCDC33	-0.043
PRODH	-1.91775
RBM11	2.43625
EPHA6	0.413
SLC43A1	-0.09
LOC196541	0.22075
NTN1	-0.639333333333333
ING4	0.65375
PCDHB10	0.585
DPH2	-0.913666666666667
SPACA4	0.134
FBXL21	-4.149
DIAPH1	-1.32066666666667
ZNF71	1.078
CEP76	0.1055
CORO1A	-0.89
RRM2	-2.412
EDG4	1.271
OS9	0.517166666666667
SLC4A1AP	0.04625
COG5	-1.263
COPS8	0.095
NGLY1	-0.3755
NCBP2	-0.315375
C17orf42	1.44033333333333
GPSM3	-0.015875
SIL1	0.938666666666667
ASB6	-0.737
SMAD5OS	0.0315
UNC93A	-3.589375
A1BG	1.232
C21orf62	0.2145
FMO5	-2.06333333333333
ATRIP	0.169
CEBPG	0.0815
C7orf38	1.24683333333333
TNFRSF1B	0.552833333333333
CLEC1A	1.60383333333333
IQSEC1	0.96325
PATZ1	1.4772
RBM22	1.655875
BAG2	-2.86233333333333
PAQR5	0.758333333333333
C9orf127	0.2985
THNSL1	0.00799999999999998
SHROOM3	1.9474
JAM2	0.745
SNRPN	-3.328
ALX4	0.083
CACNA1S	-0.2465
FAM130A1	0.43375
CORIN	1.1355
CD300LB	0.963
PLEKHG6	0.9615
LRRC40	-0.9105
PCLKC	-1.296
PCDHB16	-0.833
WNT2B	1.42416666666667
ASNS	-2.567
MRPL49	1.1685
FLJ46111	0.93975
ISG20	-1.902
SMU1	-0.3315
CASZ1	0.2235
POLR1D	-0.38975
GIN1	0.1835
SNAG1	0.369333333333333
ANKRD29	-0.77075
CDKN2AIP	0.71425
KRR1	0.75925
CXCL1	-5.5455
EPM2A	-0.3117
PC	0.366833333333333
DEFB127	0.7125
PDZRN4	1.34083333333333
FAH	1.153625
OR51E1	2.2995
CDC2L6	1.7235
DNTTIP1	0.685
PAX8	0.1
TMEM116	1.26125
C1orf150	0.309
PRO2012	0.30775
MRPL40	0.1975
BEX1	-1.6647
SLC2A4	0.4115
PKMYT1	-1.04675
FEZF2	-0.332166666666667
SLC26A9	-1.148
MAP2	-0.276916666666667
LYL1	-1.6385
SLC25A19	-0.162333333333333
NOS3	-0.2005
ZNF34	1.71883333333333
TMPRSS11F	-0.34725
FAM43A	-0.6905
FCRL4	0.414333333333333
KLF14	0.14525
FLRT2	-0.500833333333333
WRN	-0.1535
SDF2	2.1641
KRT8P12	0.59525
C6orf195	-0.292
C9orf125	-1.83616666666667
DZIP3	1.15925
RIT1	0.25325
SCML1	-3.12566666666667
RHBDF2	0.435125
OR2G3	0.539
REXO1L1	0.486
MAP3K7IP3	-0.2105
C3orf57	-6.08275
FBXW11	-0.42
ETAA1	-0.25925
C14orf131	0.2689
AKT1S1	-0.075
SLC12A5	1.631125
C9orf164	1.68975
NRIP3	2.347875
NOS1AP	-1.333
TMEM121	2.11025
SAP30BP	0.4833
DGCR6	1.14475
WDR76	-0.96
FAM82B	0.527166666666667
LOC606495	-0.0185
MAP9	2.30325
BCDIN3D	1.84725
CXorf36	3.592
DSCR3	-0.1977
ZFAND3	1.16575
C7orf43	0.0385
SPSB3	0.2711
C19orf19	0.0355
FAM133A	-1.76
C12orf25	0.70175
SLC39A3	0.042875
DISP2	2.47825
PI4KAP2	-2.0725
MKRN3	-2.7975
ADAMTS13	-0.713375
CBLN3	0.4655
TTYH1	-2.03033333333333
C3orf18	0.4645
FLJ13236	-1.96475
ZMYND12	3.39175
C18orf25	0.695125
GLB1L3	-1.08
ATP13A5	0.4655
RANBP10	-1.05375
CD96	-2.4226
DENND1C	-1.667
RBMS3	0.3062
SLC41A3	0.247666666666667
DGCR6L	1.178
TMEM128	2.28766666666667
CSNK1G3	0.814428571428571
MOBKL2C	0.105625
TSPAN6	0.463875
MATN2	-0.438
MSL2L1	-0.107666666666667
ST6GALNAC2	0.948333333333333
FGFBP2	-1.231
FGL1	-4.33033333333333
MPP3	-2.1785
ARHGEF6	0.7155
TGFBR2	-0.337625
ACMSD	-0.7725
IL33	2.7005
C9orf5	-0.0236666666666667
DEAF1	0.4627
AMN	-0.3545
DEFA6	0.279375
RNF212	1.41075
METT5D1	1.58083333333333
CIB1	-0.9181
TSSK1B	0.237
KIAA1727	2.404
ZNF680	0.228454545454545
LOC399900	-0.068
LOC152217	0.327833333333333
CTNNAL1	-2.781
CIT	-2.38275
TLE6	0.6695
ZNF607	0.2105
HERC4	-1.17216666666667
DRAP1	0.2051
PEMT	-0.819
C10orf111	-1.1275
ZNF575	0.0682499999999999
KCTD7	-0.37
MYO1F	-0.0577500000000001
LOC285382	0.10725
RAB11A	0.3933
PLCD3	-1.1295
C15orf28	-0.01375
PTBP2	-1.475
CTB-1048E9.5	0.496375
C19orf60	-0.203166666666667
C7orf25	1.45633333333333
SETD7	0.585125
HOXB9	-5.136
VANGL1	-0.0770625
CHAF1B	-1.484
NDUFA3	1.03875
KIAA1328	0.9255
SHARPIN	0.758
TTC23	-1.398125
UGP2	0.129583333333333
ANKIB1	1.8907
CIRBP	2.15557142857143
SEC14L4	-3.37283333333333
OVCH1	0.112166666666667
VPS52	0.65675
FAT	0.64
M6PRBP1	-0.6645
GPRIN3	0.5915
PPM1F	-1.56416666666667
TSR1	-1.48375
CCDC85A	0.83
PCSK5	1.095
ZFHX3	0.8655
HEMK1	-1.3028
PGBD2	-0.4155
RSRC2	-0.143
AURKC	-1.94216666666667
SCRIB	0.40675
ORM2	-4.886
FAM115A	0.1487
FZD6	1.25775
UNC119	0.198833333333333
GPX3	-1.3669
NOV	-0.269375
CABC1	0.148875
CDC42SE2	-0.234
EIF2S2	-0.1916
RNF130	0.373375
CKAP5	0.098
RP11-413M3.2	-0.179
C10orf18	0.2218
TMEM93	-0.28825
DYX1C1	0.62025
KCNMB2	-2.19225
ANK3	1.36025
KRT5	-1.0627
CDH12	-1.29875
QRSL1	-0.189375
JUB	-2.3685
SHC4	-3.135125
CCL15	1.32983333333333
CCDC22	0.26725
SNX24	0.592
RARS	-0.32
MORC2	0.671875
FAM48A	-1.134
MT1H	-1.43
PPP1R14C	-3.442
FOXD1	-3.19857142857143
C1orf213	-3.75975
AMT	-3.1413
DSN1	-0.06
PTPLAD2	2.16675
DIS3L	-1.11375
RASL11A	0.07875
GPRC5B	-0.047
FRMD7	-0.325
STRN4	-0.305
KITLG	4.25177272727273
HDGF	0.15975
OR1S1	0.222
SETX	0.0068
DDR2	-0.49775
KCTD12	1.394
LYZL2	1.50275
WDR52	0.0875
TMEM2	0.13925
ZNF579	-0.265166666666667
LOC200810	1.635
TNFSF9	-2.144625
PPFIA4	-4.151
CNIH3	0.859
MAP4K4	-1.13792857142857
ROD1	-0.122785714285714
ALS2CR12	-1.17816666666667
DOCK3	-1.60133333333333
PAQR9	-4.3985
ASB17	0.367
STX16	-0.693625
FEZ2	-0.323666666666667
DLAT	-0.7155
KIF21B	-1.77583333333333
CDC5L	-0.77525
TMEM119	1.3685
CRIP3	-1.6745
TPSD1	0.871166666666667
TEPP	-0.47125
GNGT2	1.4535
C21orf121	-0.00800000000000001
WNK1	-0.196416666666667
FLJ10490	0.5211
OR51B5	-2.3485
LOC203547	-0.52
HAS1	-0.6235
PPA1	-1.33966666666667
ST7	-0.495375
C11orf46	1.9441
POPDC3	-4.25616666666667
ACOX2	-0.557166666666667
ATCAY	-0.593083333333333
TM4SF19	-3.2865
MFSD9	-0.342666666666667
PDHB	-0.368
ERN1	-0.41475
LCE3C	0.04
GPR111	-0.323
NOTCH3	0.952833333333333
ADAMTS5	0.7445
B3GALT1	-1.87475
UGCGL1	-0.260166666666667
FAM58A	-0.116
FBXO32	0.742
CLPP	0.40925
NXPH1	6.0815
MTMR3	0.7975
ATP1B3	-0.46775
TMEM16A	4.2825
HIST1H3F	0.336333333333333
TRIM25	0.403833333333333
SDCBP2	0.275
CRKL	-0.804875
HOXB2	1.94433333333333
ANP32B	-0.671125
GATM	1.3685
AP4E1	-0.561375
EDG5	0.18125
CDKN3	-0.965166666666667
CDH4	-2.7025
PGD	-1.39716666666667
RND1	1.043
GAD1	-3.4814
MPG	-0.22975
LOC440350	-1.884
ZNF133	0.3355
SERPINB12	-0.002
AMELY	-0.0983333333333334
DHX36	-0.9295
TNFAIP8L2	2.6
PHTF2	1.06327777777778
CCDC112	-1.06866666666667
IQCC	0.06325
HEYL	2.522
FTSJ2	0.027
APPL1	0.5965
RAB43	-0.281142857142857
OR10G2	0.049
WAC	0.478
ADCY9	1.886
RUNDC2B	0.229333333333333
PYCRL	1.4045
AGPAT7	-0.915666666666667
SLC22A9	-1.314
CDKAL1	0.921
PDYN	-0.355166666666667
C20orf74	0.12925
MTMR11	-1.0245
VAV3	3.25883333333333
DAPL1	-0.949
STXBP3	1.16675
EIF3G	0.17775
ARHGAP22	-2.1385
NPFFR1	0.187
NPC1	-0.279666666666667
ALDH9A1	1.62883333333333
ZNF600	0.411125
ZNF678	0.829833333333333
RASSF1	-1.25183333333333
ADD2	-3.038875
PITPNB	0.485875
PKD2L2	-0.03875
LRP11	0.037
CDKL1	-0.053
SMEK2	0.18725
PRODH2	-3.61266666666667
C11orf54	-0.106166666666667
SFRS11	-0.5905
IL7	-0.677166666666667
ALS2CR16	0.69375
BTG3	-1.1745
PAK2	-0.964388888888889
RP11-679B17.1	0.503
GATA4	-1.90666666666667
ATP2B1	1.394
LOC130940	1.988
C1orf172	2.7095
ATF7IP2	-1.65875
SLC25A43	0.00200000000000001
CENTG3	-1.2325
IGF2BP1	-4.2629
FCHSD1	0.2015
CAMK2N2	-0.169833333333333
ELAVL3	0.028
NBPF15	-1.263
UBE2J2	0.516333333333333
GNL2	-0.73375
PRR3	-0.000199999999999989
NLF2	-0.15975
OR4F6	0.263
KLHL24	1.04166666666667
CCDC88A	-2.5993
SGPP1	0.934833333333334
C10orf11	-0.6115
SLC35B4	-1.41566666666667
UGT3A2	1.3555
ARNT2	-1.2291
CBR1	-0.3305
ITPR3	-0.4035
TRAPPC6B	0.5503
AMZ1	-2.3375
ARP11	1.79125
WDSUB1	1.44
APBA1	0.2685
RAB2A	1.5782
C6orf162	0.17125
HPSE2	0.306
PLCE1	-0.58575
INSL3	-0.05275
DLG1	-0.6372
PTPLA	-3.607
PIGX	0.336375
TFIP11	0.665
FIBIN	2.787
POLR2G	0.6075
GRAP2	-1.7765
DNAJB8	-0.196
CNBP	0.418666666666667
WASF1	-1.7185
INPP5E	-1.4164
HSPB1	0.754125
TMEM167	-0.2104
CUBN	-0.086
IGF1	2.86125
ITPK1	0.3698
NAALAD2	-1.4725
G3BP1	-0.1809
NT5DC1	-0.52325
CYP39A1	-0.297
TMEM139	-0.331916666666667
POLK	0.2654
GLULD1	-2.3585
RBM15	-0.999333333333333
AMZ2	1.2065
GDF15	-1.96
MESDC2	-0.3575
INCA	-0.1875
ACY1L2	-0.75
GZMM	-1.75233333333333
PAIP1	0.52125
CACNA2D1	-0.68325
STK32C	0.237
SH3BP4	0.7915
DEC1	-0.0855
PADI1	0.6825
UBB	0.1609
PON3	-3.1755
PROP1	0.2885
ANKRD13B	-0.5
ADCK1	-0.25475
TCF25	-0.3415
SLC38A5	-3.60225
CXorf26	0.6225
C19orf39	0.97075
PPP1R13B	1.02025
ARL2	-0.2545
TCL6	-0.1305
TOP3A	-0.9235
SLC16A14	2.483875
FXYD6	1.7065
HIST1H4E	-1.60575
BBC3	0.103421052631579
UNC5A	0.251666666666667
FAM86C	0.9831
PI4KB	0.725
B3GAT1	-4.17725
SUSD2	2.91466666666667
OAZ2	-0.632166666666667
NOC4L	-0.1755
C10orf12	-0.20325
FADS1	-2.46483333333333
LOC144097	0.03675
DKK2	1.5125
KIAA1949	-0.87875
RHOT1	0.8023
OXT	0.632
GPR153	-0.14025
ARL4A	-1.366
SAAL1	-0.25925
CCDC64	-0.1915
USE1	-0.135666666666667
HNMT	0.0395
PCGF3	0.605375
CYP2C19	0.23525
C20orf4	1.0565
CCDC11	1.44325
ACSBG2	0.26075
RWDD2A	0.8575
PALLD	2.29425
CPLX4	-0.4155
LOC492311	0.542
KPNA2	-1.4065
MACROD1	0.3053
TMCO3	-0.306166666666667
C15orf52	-1.52366666666667
BIRC5	-0.6992
PRR16	-0.190166666666667
FAM63B	-0.046625
KATNB1	-0.793666666666667
WNT8B	0.2415
CPLX3	-0.411
GHR	4.625375
CCDC124	-0.31825
BCLAF1	-0.854
GOLGA3	0.0467
