Hybridization REF	TCGA-BH-A0AW-01A-11R-A056-07
ZFP106	-0.3395
ZNF347	0.1717
GTF2E1	0.2135
RY1	0.1475
ATAD2B	0.990875
ARHGAP17	-0.0456
KCNIP3	-1.03525
SFPQ	0.311875
GFRA4	1.46883333333333
AKR1B10	0.507125
TIGD6	0.742833333333333
RGS16	1.28575
URB1	-0.344
OR4C46	-0.0305
TOP3B	-0.94925
NFATC4	0.8005
CA14	-4.442
BMPR1A	0.255333333333333
SNRP70	-0.34275
PRL	-0.171090909090909
C6orf130	-1.01625
STAG2	-0.1845
CD55	-1.59764285714286
RPS23	-0.822166666666667
SSX2	-1.175
FDPSL2A	-0.15375
FBXO27	2.872125
SYNGR3	-1.06566666666667
TMSL3	2.16275
EML1	-2.0245
NUP93	-1.06533333333333
SMAD3	-1.3886
KIAA1189	0.383833333333333
HNRPUL2	0.434833333333333
TBC1D12	-0.226166666666667
C16orf24	1.5965
MRVI1	2.15133333333333
ZNF581	0.004
ELOVL3	-0.6685
OR51Q1	0.404
CACNB3	1.5485
GALNT13	-1.59414285714286
C10orf84	0.80575
NEDD4	-0.4428
SPO11	-0.052
OR5AU1	0.274
NEK4	0.188142857142857
PRKAR2A	0.518666666666667
IHPK1	-0.412166666666667
ATP6V0B	1.06625
CACNA1E	2.675
CEACAM8	0.791
PEX14	0.188
FLJ12993	2.728
ZBTB38	-0.370916666666667
PCTK2	-0.0993333333333333
LRRC16	0.3743
FBLIM1	1.30241666666667
FYCO1	1.03375
RP5-1022P6.2	-0.104083333333333
CMTM1	0.561833333333333
PLTP	1.218
RAPH1	0.60325
DOCK8	1.263375
EZH2	-1.69793333333333
SLC25A1	0.0945
PLEKHB1	-0.721
GRB7	3.9545
ZFP37	-1.58325
MRPL33	-0.215
PELO	-1.10125
ARMC1	-0.262363636363636
C9orf27	0.325875
FLJ25778	-0.49
C9orf37	-1.14783333333333
TMEM66	0.273
SPRN	0.674125
HBEGF	-0.2775
PI4KA	-0.688
LEPRE1	-0.782
POU2AF1	-0.88125
MRPL12	0.8585
REP15	-1.377
ZC3H3	0.836
RASAL1	-1.31975
DDAH1	1.5635
ACBD5	0.750875
TMC2	0.0955
CCDC137	0.0445
SAMD13	1.61566666666667
UGT2B15	2.78983333333333
TIPARP	-1.2105
DNASE1L3	1.24725
TRIM72	0.358666666666667
DBX2	0.59775
IPO8	0.96375
C21orf88	-0.5448
MAP3K14	0.431
LOC51233	0.702166666666667
GGTLA4	2.72575
PDE6D	-0.83475
ZNF117	0.42675
CLK2	-1.02575
NKRF	-1.02525
TNFSF15	-0.0314
DUSP2	0.61325
SECISBP2	-0.1698
GABRR2	0.067
PPAP2C	2.67325
LOC51145	0.3625
PAG1	0.564125
PIK3C3	-0.9315
GNG10	-0.6245
APOL4	1.3536
ANKRD28	-1.62275
STMN3	-0.8125
RAB14	0.7371
CDK2AP2	0.1055
HDDC3	-0.306375
COMMD7	1.101
CXXC1	-0.75175
HMCN1	-0.926
CD40	1.50575
DYNC1LI2	-0.214125
GDI1	0.914
LOC646938	-0.12475
VSNL1	-0.06
PIH1D1	-0.00816666666666666
RAET1G	1.4875
KRTAP5-9	0.8065
EFTUD2	-1.2025
ZNF311	0.138
ATP6V1G3	-0.0573333333333333
OR2W3	-0.84725
SCN4A	0.6065
MED10	-1.148875
FAM135A	-0.2092
ARHGAP4	-0.77325
EHMT2	-0.569375
UFD1L	0.127
ERMP1	0.40475
MAG1	-1.44333333333333
THAP8	1.15116666666667
HACE1	-0.827833333333333
FAM82C	0.337666666666667
C3orf20	-0.011
UNC84A	-0.672333333333333
SCD5	-0.274142857142857
LASS6	2.38
LSG1	0.38625
MAL	-3.438
GPR22	-0.491
WDR5B	0.6645
ACTRT1	-0.524
C17orf60	0.351333333333333
GRIN2C	1.1046
ARMC8	-0.701166666666667
SLC47A1	-1.65733333333333
DMPK	0.10475
DHRS13	1.76533333333333
SMC1A	-0.587333333333333
KRTAP17-1	0.207
SMYD5	-0.52425
TUSC2	0.805125
CRHR2	0.654
KIR3DL2	1.771
CCDC104	-0.24725
ATP2C1	-0.089875
CROT	-0.0555
PABPC3	-0.553666666666667
EGR1	-1.68683333333333
THSD1	0.2645
KHK	-1.383
SLC12A2	3.0158125
CD58	-0.646
STOX2	-0.703166666666667
CCDC76	-1.2122
CCDC48	5.29375
DNAH1	-0.1015
ZIC4	-0.34975
OR1G1	0.692
PSMC6	-0.9575
PROKR1	0.728
ABCB1	0.055875
TRAT1	1.402
LLGL1	0.314
MTF1	1.00075
USP54	-0.255125
PAGE2B	-0.9345
ITGB7	-2.84925
CCDC81	-0.3435
LOC149837	-0.06475
SCUBE1	-0.183
ZSCAN10	2.493
HUWE1	0.269785714285714
CDH17	0.997
CD180	0.67725
IL17A	0.28775
TMPO	-1.60557142857143
KIAA1524	-0.802166666666667
HDGFRP3	-1.05866666666667
OXCT1	-0.130636363636364
RRAS2	-0.636666666666667
LTBP2	2.4463125
SV2B	1.15266666666667
CYP2A6	0.342125
PKD1L2	-1.82583333333333
PPM1M	0.849
FLJ22662	2.75166666666667
ZNF502	0.11975
GP6	-0.8195
CRYBA2	-0.67275
LEF1	-1.9364
CTPS	-2.29357142857143
EYA1	-3.133
EPS8L1	2.051
MAPK14	-0.304666666666667
SERPINB2	-4.9285
GTF2F2	-0.841166666666667
ZNHIT4	-0.352
PLA1A	2.247375
C20orf114	2.16075
HPR	-3.4775
C18orf2	-3.622
SATB2	-3.13325
KCNJ9	0.4115
MGC157906	0.0625
MOCS3	0.09075
C17orf71	-0.338333333333333
PPHLN1	-0.4775
HIST1H2BN	0.7695
RAPGEF1	-0.28425
MAP3K8	-0.42075
DLG4	0.509666666666667
STC1	-0.301
CDGAP	1.652
DDX26B	-0.6355
LOC150223	-1.25275
CPSF3	-0.524166666666667
TMEM14A	-0.4425
MYH3	-1.9815
GPKOW	-0.2785
SULT1A1	-0.512833333333333
SPON1	3.4558
YY1AP1	-0.358666666666667
RAB23	-0.558
PLA2G4A	-4.23225
MAPRE3	-0.6375
ZNF516	-1.57557142857143
GGPS1	1.70775
EXOC3L2	0.21175
C19orf42	0.2195
MAP2K2	-0.079
HIST1H2BB	0.3785
RNF19B	1.06983333333333
C6orf128	0.00599999999999999
TLR8	4.351
PCDHA9	0.764
CARS2	0.871625
CLUL1	2.182
RHAG	-3.47883333333333
UNK	0.3345
EXOC8	0.3479
C9orf95	0.76575
C14orf143	0.476833333333333
MAML3	0.562875
LDHA	-2.21125
MRPL20	1.007
KLHDC6	0.047
ATP5S	-0.0631666666666667
C8orf55	0.46925
PHF19	-1.252
KRTAP13-4	0.8165
TTC5	-1.002
XKR5	-0.36375
SILV	-4.04533333333333
TEX28	0.731
TCTN1	0.34525
CX40.1	0.431
PPP2R5C	-0.354
C12orf30	-1.38783333333333
CAPG	2.39125
MPZL1	1.28565
ARSB	-0.657333333333333
TDH	-2.2895
WASF4	1.35475
TSSK3	-0.553833333333333
7A5	1.9795
CRISPLD1	-0.271375
MAD1L1	-0.1585
SPIN4	-0.0738333333333333
AMPD1	0.068
DPYSL5	-0.5335
INPP1	-0.395333333333333
ANKRD11	-1.22472222222222
NPAS4	0.04625
GCET2	0.7359
RNASE9	0.6385
GUCY2D	0.523166666666667
CCDC98	-0.6645
FGF4	-0.870625
CPM	0.1025
SLC26A4	-1.386
PLD5	0.09325
FAM59A	1.1457
FBXO5	-1.019
SIPA1L1	-0.16975
DPYS	0.02675
ATG4D	-0.013
TGM3	-0.4245
MTCH1	-0.253375
HK1	0.036
CDC26	-0.015
GALNT12	-1.60333333333333
LOC339229	1.4355
MRPL35	-0.0735
ORC4L	-0.22275
TNKS	-0.435428571428571
C2orf24	0.34
ZNF553	0.871833333333333
GGTLA1	3.2004
ZNF497	0.43575
CDY1B	0.531333333333333
SLC30A4	0.565714285714286
TUB	-1.808375
ARHGEF18	-0.2215
ARRB1	0.22775
KCNK1	2.14875
EREG	-2.45
SCAMP5	-0.80075
RUNDC3B	3.73175
ADAMTS20	-0.67225
IL17RB	-0.647
FLJ20323	-0.6965
MCAM	0.3535
POLR3E	-1.51966666666667
AQR	0.763833333333333
IPMK	0.8175
CDCA7	-3.703
CAMP	4.1355
GRHL3	1.0025
ADAMTSL2	1.72216666666667
CLMN	2.0255
SSTR3	0.743
MAGEA5	-1.85583333333333
OVOL2	3.52525
JMJD1B	-0.219
RBL2	-0.521
PYGO2	1.18875
PPP1R10	1.43783333333333
CSE1L	-0.425166666666667
LCA5	0.80425
RDH16	0.072
ASRGL1	1.420125
TOM1	0.0253333333333333
PTX3	-6.08
TTC15	0.642
SCGB3A1	3.89333333333333
MRPL50	-0.51525
RCAN3	0.85525
SLC26A11	1.8215
STYX	0.958333333333333
CINP	0.31425
MARCH7	-0.519
PFKM	-2.23633333333333
SGMS1	0.814833333333333
RIOK3	-0.3105
C1orf110	0.2085
CES7	0.086125
LOC440248	-2.09
PPP1R12C	-0.57925
C10orf27	1.0005
ATG9A	-0.82875
MRPS26	1.47375
TMEM40	2.1485
ELP3	-0.509
ZNF787	1.4481
HIAT1	-0.28575
C8orf34	1.7
MGC4655	0.5406
PELI1	0.661
PPT1	0.313
SLC35C2	-0.303333333333333
C6orf125	0.6865
MUC4	-1.4395
RFC4	-2.39814285714286
GNB2	0.743
NUP50	0.237857142857143
SULT4A1	-1.9875
C7	2.913625
CCDC130	-0.0586666666666667
ARRDC4	1.197
RQCD1	-1.156
GLYCTK	-0.71875
AYTL2	-0.538727272727273
MTUS1	0.8165
LEMD3	-0.00566666666666667
PLEKHF2	1.71475
HOXA7	0.00999999999999998
GTF3C2	-1.556
DYNLRB2	4.152
CNOT10	-0.649
MR1	-0.0691666666666667
FFAR1	0.50625
PRIC285	0.49075
SLITRK6	-2.2915
LIX1	-1.83222222222222
UBE1L2	-0.1245
F8	0.6125
ACHE	0.559333333333333
KPNA5	0.70775
TNFRSF12A	-0.529666666666667
EGR3	-1.516
SERPIND1	-2.836
OASL	2.4225
IFRD1	-2.277375
WDFY1	-0.407333333333333
ZNF267	-0.072375
ACCN5	0.2735
ZBTB6	-0.606
PPP1R3A	0.433
PRRT3	1.638
FBXL19	0.046
TXNIP	1.13864285714286
ACTN2	-1.9975
ATG9B	-0.397625
C9orf117	0.23625
IL27	0.3575
RPL36AL	-0.208333333333333
KLK15	0.399
CHAD	1.6765
RAP2B	0.0917
HEBP2	2.954
ZNF342	2.2845
CAMK2G	-0.2125
TLR3	0.587
FGF14	0.0835
HMGB2	-1.095875
TRPM5	0.395833333333333
OR5M11	0.4155
KIF3B	0.422631578947369
PRICKLE2	0.6295
MTMR9	0.001375
C3orf27	0.66825
GLRA3	-1.63316666666667
NSDHL	0.0221666666666667
TMEM32	-0.55225
POLR2D	-0.942416666666667
MYADML	0.559
C9orf114	-0.777
MRGPRX1	0.312
TOPORS	-0.06075
CLDN19	-1.3185
C1QL4	-0.1805
RNF165	-1.219
DHRS9	1.12325
DNAH2	-0.301833333333333
FXR1	-0.776166666666667
ZMYM3	-0.9605
CASP3	0.411166666666667
FAM120C	0.631125
SCLY	-1.73175
CA7	-0.4455
ENTPD5	2.04083333333333
ZNF461	0.152875
PDIA5	-0.79975
C1orf19	-1.17016666666667
TMEM67	-0.91375
KCTD20	-0.18625
WDR47	0.4785
FLJ38723	0.551
KLRF1	2.299
TAS2R16	0.353
CLDN12	-1.174
PRKCE	-0.198
UBXD4	-0.99175
ITGAM	3.00883333333333
GLT8D3	-0.499625
WDR31	0.5203
RGS2	-0.35825
OR51L1	0.8335
MST1R	-0.49125
KIAA1737	0.0315
OR4A5	0.1375
GLIS1	-1.58616666666667
PTMA	0.432142857142857
NAPA	1.38975
PRDM11	0.15675
LIPF	-1.1095
DIRAS3	3.72775
ASGR2	-3.42
C1QTNF4	1.0595
PIK3R4	-0.617833333333333
ARMC3	2.44075
NDUFV3	0.46175
BTBD3	0.448666666666667
PPP1R2	1.0615
UBE2NL	0.06425
FOSL2	0.577142857142857
FAM119A	-1.454
TUBA4A	-0.6501
KRTAP12-1	-0.3845
SFRS2	-0.98525
RHPN1	-0.1042
EEF2	-0.6955
ZDHHC11	-1.965
EPHA3	-1.9773
RBM12	-0.66675
H2AFJ	1.30341666666667
EDIL3	0.2145
KIF26A	-0.904
SERGEF	0.00975
B3GALT4	2.551
LOC90925	2.667
OSCAR	1.228375
NPFF	-0.678625
DEDD	0.9905
TMEM155	-1.02225
PTPN1	0.21825
SCYL2	0.0503333333333333
SKAP1	2.47075
LEAP2	-3.09466666666667
GADD45G	1.9771
IFITM3	0.3505
PILRB	-2.08033333333333
SLU7	-0.164625
DSC3	0.00524999999999999
DNMT3L	-1.18275
PAPD5	-0.39025
B3GNT3	-0.625333333333333
LHCGR	0.3365
MSL-1	-0.72575
UBE2S	-0.792875
SAP130	-0.59125
ANAPC11	1.78525
MAGED4B	-2.634
ATP6V1B2	0.512333333333333
C14orf179	1.039625
CAPZA1	-0.017375
CDYL2	1.2155
GLRX3	-0.818333333333333
LOC136288	-0.98725
MOBKL1A	-0.38625
HTR2B	3.85175
CRYGD	0.0271666666666667
NUS1	-0.108666666666667
PGRMC1	0.705
MYOM2	-0.55525
FLJ39653	-2.557
CHM	-0.7848
OR5M8	0.0255
ZNF619	-0.326
FAM105A	0.949
CCNL1	-2.0085
NAP1L3	-0.46125
C10orf57	2.31316666666667
B3GALNT1	1.4525
CSN1S2A	0.7965
TCP10L	0.25075
GDAP2	0.155375
DMKN	-2.303
COX6B1	0.944
DNASE2	1.06283333333333
MSH5	-1.95125
LGMN	0.234625
USP31	-0.6754
OR13C8	0.6125
SDCBP	0.4793
NUDT11	-2.45416666666667
PYGL	-2.51733333333333
SNPH	0.210833333333333
B3GNT4	0.488
MIZF	-0.7641
NUBPL	-1.10225
NOD1	0.217666666666667
CDH22	0.226
NUBP1	0.328666666666667
DSCAM	-3.44125
DGKI	-0.391
FAM136A	-0.43775
AKAP1	0.195666666666667
SLC16A6	-0.45825
RIN3	1.10325
PSG2	-0.49525
DIP2B	-0.162333333333333
PSORS1C1	-0.3547
KIAA0495	-1.4815
FLJ90709	-0.579333333333333
LPA	-0.4505
PIGA	-0.163833333333333
LY75	3.0085
UTS2	-4.36566666666667
RREB1	0.376625
GALNACT-2	-0.471
MGC3196	-0.05525
FLJ31568	0.4785
LPHN1	-0.85425
SP1	0.468625
TOX4	-0.229
HSPA9	0.3111
APOBEC1	-1.0205
SLC35E4	-1.60775
LSM5	0.29925
SURF1	0.4945
ZBTB1	0.309583333333333
GTF2F1	-0.264375
RPS15A	0.206642857142857
DUSP21	-0.307666666666667
GINS4	-2.3515
MYO15A	-1.50533333333333
GIMAP7	5.24225
MGC13379	0.77075
ATP6V1E2	-0.172333333333333
UTP3	-0.67575
HNRPA3	-0.32525
MT4	0.5785
C14orf155	0.1785
U1SNRNPBP	0.8175
CKLF	-0.253333333333333
PLEKHN1	1.3035
MBNL1	-0.322
NUP160	-1.89275
ACSM2A	-1.879
LOC129881	-0.1535
KIAA1529	-1.22975
FLJ22639	-1.48775
HAND1	-1.611
GSX1	0.871
FGA	-3.91625
SERPINB1	-0.64575
ZNF642	0.4575
IGFBP1	-7.6915
SLC1A1	1.331
DHX57	-0.092125
ZNF766	0.988
PTPN21	-0.9354
GDPD3	-1.55283333333333
PNPLA5	0.483
TBR1	0.638666666666667
FAM116A	-0.41275
IQGAP1	0.42675
FOS	-1.252625
ZNF226	0.618625
FIGNL1	-0.287166666666667
C14orf1	-0.0995
ZMYND17	-0.9885
PUS7	-1.305
TUBB6	-0.731625
KCNQ2	-0.98525
MARCH6	0.109583333333333
CCDC33	0.95
PRODH	1.67325
RBM11	1.12875
EPHA6	0.246875
SLC43A1	-1.345
LOC196541	0.4585
NTN1	1.92525
ING4	0.006
PCDHB10	0.83925
DPH2	-1.04783333333333
SPACA4	0.599
FBXL21	-3.6375
DIAPH1	-0.816666666666667
ZNF71	1.19866666666667
CEP76	0.4295
CORO1A	1.135
RRM2	-1.45425
EDG4	1.8655
OS9	0.503666666666667
SLC4A1AP	-0.34
COG5	-1.0715
COPS8	-0.908
NGLY1	-0.929
NCBP2	0.510375
C17orf42	-1.75883333333333
GPSM3	1.817875
SIL1	0.901833333333333
ASB6	-0.3025
SMAD5OS	0.527833333333333
UNC93A	-3.092875
A1BG	1.21133333333333
C21orf62	0.09425
FMO5	1.09825
ATRIP	-0.0656666666666667
CEBPG	-0.0246666666666667
C7orf38	0.0845
TNFRSF1B	2.17
CLEC1A	1.86383333333333
IQSEC1	-0.015125
PATZ1	1.5115
RBM22	1.153875
BAG2	-2.5575
PAQR5	0.230833333333333
C9orf127	0.3744
THNSL1	-1.4575
SHROOM3	1.1125
JAM2	2.18125
SNRPN	-2.0895
ALX4	0.448
CACNA1S	0.3765
FAM130A1	0.5545
CORIN	2.459
CD300LB	0.877
PLEKHG6	1.3945
LRRC40	-0.9095
PCLKC	-0.876
PCDHB16	-0.883833333333333
WNT2B	0.113166666666667
ASNS	-1.95455555555556
MRPL49	-0.288625
FLJ46111	-0.57675
ISG20	0.5935
SMU1	-0.219833333333333
CASZ1	0.711
POLR1D	-1.11633333333333
GIN1	-0.549
SNAG1	-0.0508333333333333
ANKRD29	-1.25175
CDKN2AIP	0.13475
KRR1	-0.31925
CXCL1	-3.4355
EPM2A	0.1062
PC	-0.138833333333333
DEFB127	-1.254
PDZRN4	2.41716666666667
FAH	0.509125
OR51E1	2.8385
CDC2L6	1.20466666666667
DNTTIP1	-0.73775
PAX8	0.179
TMEM116	0.4905
C1orf150	-0.2245
PRO2012	0.013
MRPL40	0.163666666666667
BEX1	-3.2734
SLC2A4	-1.427
PKMYT1	-0.57875
FEZF2	-0.3256
SLC26A9	-1.7165
MAP2	-0.732727272727273
LYL1	-0.31975
SLC25A19	-0.165833333333333
NOS3	0.8495
ZNF34	0.984166666666667
TMPRSS11F	0.151333333333333
FAM43A	0.02075
FCRL4	0.334
KLF14	0.585
FLRT2	-0.7915
WRN	-1.903
SDF2	0.848
KRT8P12	0.32175
C6orf195	-0.12
C9orf125	-1.75266666666667
DZIP3	-0.437375
RIT1	0.42425
SCML1	-3.03966666666667
RHBDF2	0.3865
OR2G3	-0.9275
REXO1L1	-0.76
MAP3K7IP3	0.027
C3orf57	-5.43225
FBXW11	-0.943166666666667
ETAA1	-0.91725
C14orf131	-1.1477
AKT1S1	0.53725
SLC12A5	-1.05675
C9orf164	1.0225
NRIP3	0.331875
NOS1AP	-1.6235
TMEM121	0.9595
SAP30BP	0.8263
DGCR6	1.61875
WDR76	-1.01525
FAM82B	0.310916666666667
LOC606495	-0.7595
MAP9	1.942
BCDIN3D	0.61675
CXorf36	3.48716666666667
DSCR3	-0.1674
ZFAND3	0.5715
C7orf43	0.797
SPSB3	0.7203
C19orf19	1.045
FAM133A	-3.22771428571429
C12orf25	0.16725
SLC39A3	0.091125
DISP2	3.1345
PI4KAP2	-1.9925
MKRN3	-1.88033333333333
ADAMTS13	-1.114375
CBLN3	0.2586
TTYH1	-0.837666666666667
C3orf18	-0.66475
FLJ13236	-1.63025
ZMYND12	2.04925
C18orf25	-0.088375
GLB1L3	-1.086
ATP13A5	4.493
RANBP10	-0.763
CD96	0.6314
DENND1C	1.17775
RBMS3	-0.1916
SLC41A3	0.208
DGCR6L	1.76025
TMEM128	-0.388666666666667
CSNK1G3	-0.341285714285714
MOBKL2C	1.19425
TSPAN6	0.330125
MATN2	-1.447
MSL2L1	0.264833333333333
ST6GALNAC2	2.38716666666667
FGFBP2	0.7755
FGL1	-6.412
MPP3	-2.80866666666667
ARHGEF6	0.766666666666667
TGFBR2	0.490875
ACMSD	-1.63166666666667
IL33	4.14475
C9orf5	-0.493416666666667
DEAF1	-0.2195
AMN	1.834
DEFA6	0.355875
RNF212	-1.90125
METT5D1	-0.602
CIB1	-0.1514
TSSK1B	0.7295
KIAA1727	1.3815
ZNF680	0.0369166666666667
LOC399900	-1.3265
LOC152217	0.256333333333333
CTNNAL1	-2.42
CIT	-1.83075
TLE6	-0.31775
ZNF607	1.61875
HERC4	-1.21333333333333
DRAP1	0.0102
PEMT	-0.3615
C10orf111	-0.41
ZNF575	1.629125
KCTD7	0.2045
MYO1F	1.071875
LOC285382	-0.64475
RAB11A	0.5177
PLCD3	-1.0025
C15orf28	-0.6655
PTBP2	-1.1125
CTB-1048E9.5	-0.115
C19orf60	0.7435
C7orf25	0.468666666666667
SETD7	1.105625
HOXB9	-4.3125
VANGL1	0.24875
CHAF1B	-1.5885
NDUFA3	1.01425
KIAA1328	-0.038
SHARPIN	0.296625
TTC23	-0.519125
UGP2	0.361333333333333
ANKIB1	0.2087
CIRBP	0.872857142857143
SEC14L4	-3.28316666666667
OVCH1	0.045
VPS52	-0.09475
FAT	-0.079
M6PRBP1	0.24975
GPRIN3	0.604
PPM1F	-0.492
TSR1	-1.0885
CCDC85A	0.695
PCSK5	1.4355
ZFHX3	0.9895
HEMK1	-0.8001
PGBD2	0.86025
RSRC2	-0.551666666666667
AURKC	1.0385
SCRIB	-0.17975
ORM2	-3.56316666666667
FAM115A	0.6708
FZD6	-2.21
UNC119	0.335666666666667
GPX3	-0.5112
NOV	-0.342125
CABC1	-0.379625
CDC42SE2	0.076875
EIF2S2	-1.0308
RNF130	1.190375
CKAP5	-0.606333333333333
RP11-413M3.2	1.988125
C10orf18	-0.324
TMEM93	-0.286
DYX1C1	-0.8905
KCNMB2	-1.9112
ANK3	0.925833333333333
KRT5	-1.5657
CDH12	-1.642375
QRSL1	-0.494625
JUB	-1.41275
SHC4	-2.803625
CCL15	2.00866666666667
CCDC22	0.30975
SNX24	-0.33925
RARS	-1.21425
MORC2	0.867625
FAM48A	-0.7225
MT1H	-1.389
PPP1R14C	0.491166666666667
FOXD1	-2.12278571428571
C1orf213	-2.01925
AMT	-2.4
DSN1	-0.87
PTPLAD2	2.15575
DIS3L	-0.8415
RASL11A	0.7085
GPRC5B	1.18225
FRMD7	-0.528
STRN4	0.26025
KITLG	1.24695454545455
HDGF	0.3035
OR1S1	-0.5045
SETX	-0.1137
DDR2	-0.407
KCTD12	2.11925
LYZL2	0.369
WDR52	-0.4835
TMEM2	0.515
ZNF579	1.62466666666667
LOC200810	-0.0075
TNFSF9	-1.589625
PPFIA4	-3.2505
CNIH3	-0.344333333333333
MAP4K4	-1.34385714285714
ROD1	0.797
ALS2CR12	-0.0943333333333333
DOCK3	-0.501166666666667
PAQR9	-3.568
ASB17	-0.344
STX16	-1.19375
FEZ2	-0.0365
DLAT	-0.0525
KIF21B	-0.360833333333333
CDC5L	-0.762
TMEM119	2.1055
CRIP3	-1.5205
TPSD1	0.571333333333333
TEPP	1.1835
GNGT2	2.13375
C21orf121	0.10825
WNK1	-0.668166666666667
FLJ10490	2.0217
OR51B5	-1.628
LOC203547	-0.0455
HAS1	-0.74
PPA1	-0.462666666666667
ST7	0.2925
C11orf46	0.1632
POPDC3	-3.97766666666667
ACOX2	1.12383333333333
ATCAY	0.116583333333333
TM4SF19	-1.33675
MFSD9	0.345333333333333
PDHB	-0.40125
ERN1	0.31425
LCE3C	0.379
GPR111	0.435
NOTCH3	2.7865
ADAMTS5	1.83725
B3GALT1	-1.29225
UGCGL1	0.708333333333333
FAM58A	0.981166666666667
FBXO32	0.275
CLPP	0.0305
NXPH1	6.28475
MTMR3	0.430166666666667
ATP1B3	-0.421125
TMEM16A	4.514875
HIST1H3F	0.776
TRIM25	0.169333333333333
SDCBP2	1.528
CRKL	-1.18875
HOXB2	2.13083333333333
ANP32B	-0.583
GATM	1.887
AP4E1	-0.460625
EDG5	0.7145
CDKN3	-0.781666666666667
CDH4	-2.0485
PGD	0.0881666666666667
RND1	0.931
GAD1	-3.4844
MPG	0.205875
LOC440350	-0.4315
ZNF133	-0.03375
SERPINB12	-0.0785
AMELY	-0.037
DHX36	-1.0265
TNFAIP8L2	4.06933333333333
PHTF2	0.177444444444444
CCDC112	-0.203666666666667
IQCC	-0.7095
HEYL	3.27933333333333
FTSJ2	-0.253333333333333
APPL1	0.451375
RAB43	0.952357142857143
OR10G2	-0.3705
WAC	0.199
ADCY9	-0.395
RUNDC2B	0.1495
PYCRL	1.1734
AGPAT7	-1.01133333333333
SLC22A9	-1.7365
CDKAL1	-0.7615
PDYN	-0.666833333333333
C20orf74	0.58825
MTMR11	-0.64575
VAV3	1.94008333333333
DAPL1	-0.84075
STXBP3	0.14225
EIF3G	-0.5535
ARHGAP22	-1.043
NPFFR1	0.826
NPC1	-0.411166666666667
ALDH9A1	1.294
ZNF600	0.000625000000000018
ZNF678	0.531666666666667
RASSF1	0.573416666666667
ADD2	-2.815375
PITPNB	0.043375
PKD2L2	0.6485
LRP11	1.0075
CDKL1	-0.33125
SMEK2	0.7735
PRODH2	-2.70933333333333
C11orf54	0.0771666666666667
SFRS11	-1.037
IL7	0.305833333333333
ALS2CR16	1.465
BTG3	-1.42883333333333
PAK2	-0.0976111111111111
RP11-679B17.1	-0.52225
GATA4	-1.32233333333333
ATP2B1	-0.13075
LOC130940	-0.231
C1orf172	2.89483333333333
ATF7IP2	-0.935
SLC25A43	-0.848666666666667
CENTG3	0.0903333333333333
IGF2BP1	-3.3202
FCHSD1	0.2135
CAMK2N2	1.97966666666667
ELAVL3	-0.3397
NBPF15	-1.05866666666667
UBE2J2	0.703666666666667
GNL2	-0.28975
PRR3	0.0634999999999999
NLF2	2.53375
OR4F6	0.5925
KLHL24	0.770333333333333
CCDC88A	-1.7478
SGPP1	-0.434666666666667
C10orf11	0.108333333333333
SLC35B4	-0.692
UGT3A2	2.9805
ARNT2	-1.3531
CBR1	-1.6065
ITPR3	-0.3705
TRAPPC6B	-0.5425
AMZ1	-0.9715
ARP11	2.02025
WDSUB1	-0.106
APBA1	-0.367833333333333
RAB2A	0.8657
C6orf162	0.04025
HPSE2	0.4145
PLCE1	-1.65625
INSL3	1.327
DLG1	-0.8619
PTPLA	-3.77075
PIGX	-0.47475
TFIP11	0.305333333333333
FIBIN	3.1415
POLR2G	-0.5935
GRAP2	-1.1473
DNAJB8	0.04525
CNBP	0.232
WASF1	-0.28
INPP5E	-1.6998
HSPB1	-0.13075
TMEM167	-0.1803
CUBN	0.01225
IGF1	3.2678125
ITPK1	-0.1962
NAALAD2	-1.075
G3BP1	-0.1599
NT5DC1	1.192875
CYP39A1	-1.5015
TMEM139	1.04658333333333
POLK	-0.6396
GLULD1	-1.7965
RBM15	-0.347
AMZ2	1.07025
GDF15	-2.0595
MESDC2	-0.81225
INCA	1.053
ACY1L2	-2.9315
GZMM	1.14216666666667
PAIP1	-0.28075
CACNA2D1	-1.40525
STK32C	-0.678666666666667
SH3BP4	0.473833333333333
DEC1	0.046
PADI1	0.2525
UBB	0.8045
PON3	3.25283333333333
PROP1	1.1145
ANKRD13B	0.2585
ADCK1	-0.762
TCF25	0.02325
SLC38A5	-2.4515
CXorf26	0.880833333333333
C19orf39	1.189
PPP1R13B	1.4695
ARL2	-0.5695
TCL6	0.491833333333333
TOP3A	-0.693
SLC16A14	1.3515
FXYD6	1.61516666666667
HIST1H4E	0.29525
BBC3	0.87178947368421
UNC5A	0.515
FAM86C	0.1505
PI4KB	0.527875
B3GAT1	-1.4855
SUSD2	3.2135
OAZ2	-0.563666666666667
NOC4L	-0.1855
C10orf12	0.38075
FADS1	-2.62083333333333
LOC144097	-0.0145
DKK2	1.57716666666667
KIAA1949	0.6165
RHOT1	-0.5976
OXT	1.32566666666667
GPR153	2.29725
ARL4A	-0.320333333333333
SAAL1	-1.119
CCDC64	-0.259
USE1	-0.283333333333333
HNMT	1.06583333333333
PCGF3	-0.097625
CYP2C19	-0.32975
C20orf4	0.286
CCDC11	0.182
ACSBG2	0.4055
RWDD2A	0.199
PALLD	1.347375
CPLX4	-0.193
LOC492311	-0.5595
