Hybridization REF	TCGA-B6-A0IK-01A-12R-A056-07
ZNF347	-0.1615
GTF2E1	2.13725
RY1	-0.0688333333333333
ATAD2B	0.957
ARHGAP17	-0.3007
KCNIP3	-0.461
SFPQ	0.255375
GFRA4	0.925166666666667
AKR1B10	0.899375
TIGD6	0.0981666666666667
RGS16	1.195625
URB1	0.3605
OR4C46	-0.315333333333333
TOP3B	-0.4675
NFATC4	0.0405
CA14	-4.75475
BMPR1A	-0.255166666666667
SNRP70	-0.207
PRL	0.197916666666667
C6orf130	-0.9745
STAG2	0.1005
CD55	-0.944642857142857
RPS23	0.704333333333333
SSX2	-1.1255
FDPSL2A	0.132
FBXO27	-0.986625
SYNGR3	-0.644
TMSL3	1.4675
EML1	-1.119
NUP93	-0.110666666666667
SMAD3	-1.1818
KIAA1189	1.48833333333333
HNRPUL2	0.242
TBC1D12	-0.612
C16orf24	0.72475
MRVI1	1.2875
ZNF581	-0.566166666666667
ELOVL3	-1.0145
OR51Q1	0.4695
CACNB3	1.274
GALNT13	-1.713625
C10orf84	0.5139375
NEDD4	0.7203
SPO11	3.273
OR5AU1	0.3415
NEK4	-0.416785714285714
PRKAR2A	-0.586333333333333
IHPK1	-1.04383333333333
ATP6V0B	1.195125
CACNA1E	2.1955
CEACAM8	1.48966666666667
PEX14	0.155
FLJ12993	-0.249
ZBTB38	0.485416666666667
PCTK2	0.560166666666667
LRRC16	1.0344
FBLIM1	0.117833333333333
FYCO1	2.6405
RP5-1022P6.2	-0.03275
CMTM1	-0.035
PLTP	0.0361666666666667
RAPH1	1.06225
DOCK8	-0.004
EZH2	-0.8786
SLC25A1	0.3945
PLEKHB1	-0.5107
GRB7	1.4213
ZFP37	-2.30525
MRPL33	-0.60125
PELO	-0.156
ARMC1	-0.768272727272727
C9orf27	0.1845
FLJ25778	-0.232
C9orf37	-1.715
TMEM66	0.1895
SPRN	0.092625
HBEGF	1.738
PI4KA	-0.474
LEPRE1	-0.3815
POU2AF1	-1.807
MRPL12	-0.957833333333333
REP15	0.475
ZC3H3	0.049
RASAL1	1.6945
DDAH1	0.125375
ACBD5	-0.453625
TMC2	0.8715
CCDC137	-0.869
SAMD13	3.19883333333333
UGT2B15	-4.8125
TIPARP	0.49825
DNASE1L3	0.514
TRIM72	0.221333333333333
DBX2	0.6745
IPO8	0.172
C21orf88	-1.65
MAP3K14	0.39525
LOC51233	0.780166666666667
GGTLA4	-0.3305
PDE6D	-0.25675
ZNF117	-0.58425
CLK2	-1.031125
NKRF	-0.25875
TNFSF15	0.6535
DUSP2	1.183375
SECISBP2	0.2005
GABRR2	-0.1775
PPAP2C	2.55325
LOC51145	0.531
PAG1	-0.91375
PIK3C3	-0.39425
GNG10	-0.3325
APOL4	1.3705
ANKRD28	-1.442875
STMN3	0.7561
RAB14	1.5174
CDK2AP2	0.39675
HDDC3	-0.324625
COMMD7	0.04925
CXXC1	-0.1465
HMCN1	-1.2178
CD40	0.1745
DYNC1LI2	0.72725
GDI1	1.24275
LOC646938	-0.455
VSNL1	-2.04066666666667
PIH1D1	-0.214
RAET1G	2.5705
KRTAP5-9	1.0125
EFTUD2	-0.31175
ZNF311	-1.9625
ATP6V1G3	0.2695
OR2W3	-1.238
SCN4A	0.36175
MED10	-0.613375
FAM135A	-1.5117
ARHGAP4	-1.12575
EHMT2	-0.82075
UFD1L	0.38125
ERMP1	2.065
MAG1	-1.58733333333333
THAP8	-0.130833333333333
HACE1	-1.07016666666667
FAM82C	0.411
C3orf20	-0.379
UNC84A	-0.534
SCD5	-0.329285714285714
LASS6	2.7465
LSG1	1.31566666666667
MAL	-4.90675
GPR22	-0.4405
WDR5B	1.619
ACTRT1	1.2085
C17orf60	-1.03966666666667
GRIN2C	0.6687
ARMC8	-0.314166666666667
SLC47A1	-3.03916666666667
DMPK	0.72075
DHRS13	-1.31166666666667
SMC1A	-0.314333333333333
KRTAP17-1	1.3105
SMYD5	-0.468
TUSC2	0.4075
CRHR2	0.598
KIR3DL2	-1.2465
CCDC104	-0.2585
ATP2C1	0.76925
CROT	-0.603
PABPC3	0.775
EGR1	0.8205
THSD1	0.114
KHK	-0.455
SLC12A2	1.465375
CD58	-1.20725
STOX2	0.1115
CCDC76	-1.1298
CCDC48	4.0835
DNAH1	-0.9505
ZIC4	-0.509125
OR1G1	1.1275
PSMC6	-0.2065
PROKR1	0.3775
ABCB1	-0.394375
TRAT1	-1.0585
LLGL1	0.132
MTF1	1.227
USP54	0.792375
PAGE2B	-1.6135
ITGB7	-3.51125
CCDC81	-0.396
LOC149837	-0.29225
SCUBE1	-0.0015
ZSCAN10	1.681
HUWE1	0.621285714285714
CDH17	1.019
CD180	0.078
IL17A	0.4305
TMPO	-1.046875
KIAA1524	-0.238
HDGFRP3	-1.0745
OXCT1	-1.49763636363636
RRAS2	-1.6615
LTBP2	2.856375
SV2B	2.16783333333333
CYP2A6	0.36575
PKD1L2	-1.20383333333333
PPM1M	-0.38625
FLJ22662	0.0898333333333333
ZNF502	0.00674999999999998
GP6	-0.96125
CRYBA2	1.18775
LEF1	-2.8347
CTPS	-1.06
EYA1	-3.1195
EPS8L1	2.08425
MAPK14	-0.4955
SERPINB2	-4.17275
GTF2F2	-0.257333333333333
ZNHIT4	-0.836
PLA1A	0.254875
C20orf114	0.7725
HPR	-3.9695
C18orf2	-2.94916666666667
SATB2	-2.22525
KCNJ9	0.122375
MGC157906	1.1925
MOCS3	-0.034
C17orf71	-0.072
PPHLN1	-0.0315
HIST1H2BN	0.04625
RAPGEF1	-0.363875
MAP3K8	-0.70625
DLG4	0.444
STC1	-0.919333333333333
CDGAP	1.01325
DDX26B	-0.75825
LOC150223	-1.0315
CPSF3	-0.502166666666667
TMEM14A	-0.21375
MYH3	-1.22275
GPKOW	0.004
SULT1A1	-0.0763333333333333
SPON1	2.1287
YY1AP1	-0.754833333333333
RAB23	-0.21075
PLA2G4A	-4.61875
MAPRE3	0.46425
ZNF516	-1.53257142857143
GGPS1	0.4645
EXOC3L2	0.135125
C19orf42	0.2536
MAP2K2	0.480833333333333
HIST1H2BB	0.58375
RNF19B	1.1525
C6orf128	0.909666666666667
TLR8	3.34525
PCDHA9	0.5425
CARS2	0.3785
CLUL1	-0.6745
RHAG	-4.12183333333333
UNK	-0.4945
EXOC8	0.3229
C9orf95	0.89775
C14orf143	0.0863333333333333
MAML3	-0.186375
LDHA	-1.74325
MRPL20	0.426125
KLHDC6	0.158833333333333
ATP5S	-0.6735
C8orf55	-0.02675
PHF19	-2
KRTAP13-4	0.5955
TTC5	-0.03525
XKR5	-1.19575
SILV	-4.60033333333333
TEX28	-0.227
TCTN1	0.474
CX40.1	0.083
PPP2R5C	-0.09125
C12orf30	-0.463666666666667
CAPG	0.40175
MPZL1	0.5247
ARSB	-0.630666666666667
TDH	-1.61375
WASF4	1.51125
TSSK3	-0.848666666666667
7A5	2.9765
CRISPLD1	-0.4265
MAD1L1	-0.1425
SPIN4	0.0893333333333333
AMPD1	0.08975
DPYSL5	-3.1195
INPP1	-0.544833333333333
ANKRD11	-0.430277777777778
NPAS4	0.321571428571429
GCET2	-0.0531
RNASE9	-0.6385
GUCY2D	0.0718333333333333
CCDC98	-1.992
FGF4	-0.8155
CPM	-1.8725
SLC26A4	-1.42183333333333
PLD5	0.115
FAM59A	0.8551
FBXO5	-1.15411111111111
SIPA1L1	0.182125
DPYS	-0.068
ATG4D	0.84075
TGM3	0.975
MTCH1	0.12
HK1	0.206428571428571
CDC26	0.130125
GALNT12	1.207
LOC339229	-1.16
MRPL35	-0.38675
ORC4L	-0.00587500000000003
TNKS	-0.523714285714286
C2orf24	0.709166666666667
ZNF553	-0.0931666666666667
GGTLA1	2.7859
ZNF497	-1.62675
CDY1B	0.705
SLC30A4	-0.065375
TUB	-1.0085
ARHGEF18	0.41875
ARRB1	-0.5225
KCNK1	2.1965
EREG	-1.63
SCAMP5	-0.15275
RUNDC3B	2.3065
ADAMTS20	-0.4375
IL17RB	-1.85025
FLJ20323	-0.565
MCAM	0.102
POLR3E	-2.00166666666667
AQR	0.567166666666667
IPMK	-0.0805
CDCA7	-2.431875
CAMP	4.20875
GRHL3	-0.19175
ADAMTSL2	0.804833333333333
CLMN	2.35383333333333
SSTR3	0.587
MAGEA5	-2.45216666666667
OVOL2	3.4745
JMJD1B	0.473
RBL2	-0.0459
PYGO2	0.933
PPP1R10	0.952333333333333
CSE1L	-1.09083333333333
LCA5	-0.62175
RDH16	-0.5555
ASRGL1	-1.20425
TOM1	1.14833333333333
PTX3	-6.368
TTC15	0.0375
SCGB3A1	3.00316666666667
MRPL50	-0.00525
RCAN3	1.083125
SLC26A11	-0.39175
STYX	1.15866666666667
CINP	-0.3105
MARCH7	0.133
PFKM	-2.24783333333333
SGMS1	0.708666666666667
RIOK3	-0.4613
C1orf110	0.679
CES7	-0.199857142857143
LOC440248	-2.1635
PPP1R12C	0.13525
C10orf27	1.2195
ATG9A	0.059
MRPS26	0.779
TMEM40	4.339
ELP3	-0.4154
ZNF787	0.9405
HIAT1	-0.0255
C8orf34	0.524333333333333
MGC4655	1.0385
PELI1	0.337166666666667
PPT1	0.4406
SLC35C2	0.477
C6orf125	-0.5965
MUC4	-1.867
RFC4	-1.41242857142857
GNB2	0.906666666666667
NUP50	0.883
SULT4A1	0.970666666666666
C7	1.83
CCDC130	-0.107166666666667
ARRDC4	-1.3475
RQCD1	-0.121
GLYCTK	-1.3235
AYTL2	0.598909090909091
MTUS1	-0.3043
LEMD3	0.209166666666667
PLEKHF2	0.13775
HOXA7	0.72625
GTF3C2	-1.014
DYNLRB2	2.49425
CNOT10	-0.472
MR1	-1.31033333333333
FFAR1	0.254
PRIC285	0.54975
SLITRK6	1.79175
LIX1	-2.5707
UBE1L2	-0.653083333333333
F8	0.697625
ACHE	0.268
KPNA5	-0.78525
TNFRSF12A	0.583
EGR3	-0.2995
SERPIND1	-3.11066666666667
OASL	1.0895
IFRD1	-1.560125
WDFY1	-0.809666666666667
ZNF267	0.288375
ACCN5	0.04
ZBTB6	0.9085
PPP1R3A	0.228
PRRT3	-0.41725
FBXL19	-0.2115
TXNIP	1.412
ACTN2	2.81425
ATG9B	-0.32975
C9orf117	0.454
IL27	-1.177
RPL36AL	0.107
KLK15	-0.67175
CHAD	0.786
RAP2B	1.1558
HEBP2	1.94425
ZNF342	1.785
CAMK2G	-0.41
TLR3	-0.73325
FGF14	0.96125
HMGB2	-0.914625
TRPM5	0.309333333333333
OR5M11	0.232
KIF3B	0.339789473684211
PRICKLE2	-0.42025
MTMR9	0.091625
C3orf27	0.0015
GLRA3	-1.10883333333333
NSDHL	1.092
TMEM32	0.82675
POLR2D	-0.041
MYADML	0.5165
C9orf114	0.64675
MRGPRX1	-0.4525
TOPORS	-0.1275
CLDN19	-0.5
C1QL4	-0.104
RNF165	-1.3265
DHRS9	2.90175
DNAH2	0.670833333333333
FXR1	-0.558833333333333
ZMYM3	-0.5675
CASP3	0.992666666666667
FAM120C	-0.19
SCLY	-1.2865
CA7	-0.15
ENTPD5	0.142333333333333
ZNF461	0.136125
PDIA5	1.693
C1orf19	-0.607166666666667
TMEM67	-1.27625
KCTD20	-0.37225
WDR47	0.5935
FLJ38723	1.221
KLRF1	0.6095
TAS2R16	0.044
CLDN12	0.91
PRKCE	-0.812
UBXD4	-1.301
ITGAM	2.14966666666667
GLT8D3	-0.203875
WDR31	-0.0897
RGS2	-0.80975
OR51L1	0.6425
MST1R	1.49525
KIAA1737	0.9175
OR4A5	-1.6515
GLIS1	-1.65116666666667
PTMA	0.504928571428571
NAPA	1.67625
PRDM11	-0.41925
LIPF	1.551
DIRAS3	-0.18175
ASGR2	-4.155125
C1QTNF4	0.75975
PIK3R4	0.685833333333333
ARMC3	0.1685
NDUFV3	0.0645833333333333
BTBD3	-0.996333333333333
PPP1R2	0.74975
UBE2NL	0.08725
FOSL2	1.00528571428571
FAM119A	-1.11883333333333
TUBA4A	-0.0206
KRTAP12-1	-0.241
SFRS2	-0.87325
RHPN1	-0.5275
EEF2	-0.399666666666667
ZDHHC11	0.1245
EPHA3	-1.9564
RBM12	0.0715
H2AFJ	0.75525
EDIL3	5.98
KIF26A	1.09475
SERGEF	-0.6725
B3GALT4	2.52325
LOC90925	1.65283333333333
OSCAR	0.052
NPFF	0.24725
DEDD	0.5575
TMEM155	-1.12975
PTPN1	-0.06275
SCYL2	0.341
SKAP1	1.2345
LEAP2	-3.0415
GADD45G	1.4314
IFITM3	0.718375
PILRB	-1.85666666666667
SLU7	0.448375
DSC3	0.674
DNMT3L	-0.845
PAPD5	0.02725
B3GNT3	3.12583333333333
LHCGR	-0.475
MSL-1	-0.118
UBE2S	-0.727
SAP130	-0.53525
ANAPC11	-0.29475
MAGED4B	-2.347
ATP6V1B2	0.142666666666667
C14orf179	1.047875
CAPZA1	0.73525
CDYL2	0.631
GLRX3	-0.896
LOC136288	-0.80525
MOBKL1A	-1.551
HTR2B	1.7745
CRYGD	0.2875
NUS1	-0.0863333333333333
PGRMC1	1.1835
MYOM2	-0.42675
FLJ39653	-1.431
CHM	0.3882
OR5M8	0.0615
ZNF619	-1.862
FAM105A	-0.17975
CCNL1	-1.517
NAP1L3	-1.2795
C10orf57	0.8775
B3GALNT1	0.4505
CSN1S2A	0.0565
TCP10L	2.00425
GDAP2	0.356
DMKN	-2.32583333333333
COX6B1	0.76175
DNASE2	0.552666666666667
MSH5	-2.4975
LGMN	-0.031
USP31	0.4084
OR13C8	0.9935
SDCBP	-0.9981
NUDT11	-2.92583333333333
PYGL	-2.80616666666667
SNPH	-0.697666666666667
B3GNT4	1.724
MIZF	-0.7947
NUBPL	-0.324625
NOD1	-0.416
CDH22	1.908125
NUBP1	0.098
DSCAM	-3.606
DGKI	-0.266
FAM136A	0.27075
AKAP1	-0.406666666666667
SLC16A6	-0.976
RIN3	-0.31425
PSG2	-0.624
DIP2B	1.40533333333333
PSORS1C1	-1.2657
KIAA0495	-1.4635
FLJ90709	-0.538666666666667
LPA	0.406666666666667
PIGA	0.318166666666667
LY75	2.498
UTS2	-6.49066666666667
RREB1	0.57275
GALNACT-2	-0.5168
MGC3196	-1.59975
FLJ31568	0.116
LPHN1	0.019125
SP1	1.397875
TOX4	0.505833333333333
HSPA9	0.4483
APOBEC1	-0.98
SLC35E4	-1.43125
LSM5	-0.92475
SURF1	0.21225
ZBTB1	0.802416666666667
GTF2F1	0.557875
RPS15A	-0.0777857142857143
DUSP21	-0.352166666666667
GINS4	-3.10216666666667
MYO15A	-0.880333333333333
GIMAP7	2.8465
MGC13379	0.6985
ATP6V1E2	-0.0466666666666667
UTP3	-0.89575
HNRPA3	-0.3035625
MT4	1.969
C14orf155	-0.303
U1SNRNPBP	0.26625
CKLF	-0.539333333333333
PLEKHN1	1.20016666666667
MBNL1	-0.3005
NUP160	-1.975
ACSM2A	-2.40925
LOC129881	-1.241
KIAA1529	-2.1915
FLJ22639	-1.63675
HAND1	-1.105
GSX1	0.384
FGA	-4.16621428571429
SERPINB1	0.16775
ZNF642	-1.41275
IGFBP1	-8.333875
SLC1A1	2.840375
DHX57	-0.360625
ZNF766	-0.3025
PTPN21	-0.4349
GDPD3	-0.98
PNPLA5	0.3875
TBR1	0.411166666666667
FAM116A	-0.7275
IQGAP1	1.645375
FOS	-0.399375
ZNF226	0.145
FIGNL1	-0.810333333333333
C14orf1	0.943833333333333
ZMYND17	0.2265
PUS7	-1.13066666666667
TUBB6	-0.64575
KCNQ2	-0.534
MARCH6	-0.162666666666667
CCDC33	0.6895
PRODH	2.9795
RBM11	-0.8495
EPHA6	-0.740714285714286
SLC43A1	-1.2635
LOC196541	0.223
NTN1	0.722916666666667
ING4	0.039
PCDHB10	2.098
DPH2	0.0585
SPACA4	-0.17825
FBXL21	-3.234
DIAPH1	1.237
ZNF71	-0.9545
CEP76	-1.223
CORO1A	-0.61425
RRM2	-0.067
EDG4	1.7345
OS9	1.1395
SLC4A1AP	-0.2235
COG5	-0.336
COPS8	-0.078
NGLY1	-0.27775
NCBP2	0.271625
C17orf42	-1.387
GPSM3	0.74825
SIL1	1.1415
ASB6	0.84725
SMAD5OS	1.07466666666667
UNC93A	-3.01025
A1BG	-1.63366666666667
C21orf62	0.11175
FMO5	-2.57916666666667
ATRIP	0.191666666666667
CEBPG	0.133833333333333
C7orf38	-0.435333333333333
TNFRSF1B	0.7345
CLEC1A	1.75133333333333
IQSEC1	-0.00825000000000002
PATZ1	1.4544
RBM22	1.25275
BAG2	-3.3545
PAQR5	-2.647
C9orf127	-0.5658
THNSL1	-1.373
SHROOM3	0.9422
JAM2	0.66675
SNRPN	-1.336
ALX4	0.4765
CACNA1S	0.4325
FAM130A1	0.2875
CORIN	1.4465
CD300LB	1.006
PLEKHG6	0.25
LRRC40	-0.7235
PCLKC	-1.8105
PCDHB16	0.732166666666667
WNT2B	-0.102
ASNS	-1.22188888888889
MRPL49	-0.50975
FLJ46111	1.1995
ISG20	-0.179375
SMU1	-0.188
CASZ1	0.7945
POLR1D	-0.278833333333333
GIN1	-0.62
SNAG1	0.512166666666667
ANKRD29	-1.9175
CDKN2AIP	-0.27775
KRR1	0.20475
CXCL1	-2.3575
EPM2A	-0.2378
PC	0.0106666666666667
DEFB127	0.184
PDZRN4	0.7248
FAH	0.834125
OR51E1	1.9215
CDC2L6	-0.0381666666666666
DNTTIP1	-0.041
PAX8	-1.4255
TMEM116	-0.34325
C1orf150	0.5775
PRO2012	-0.2085
MRPL40	-0.0416666666666667
BEX1	-3.8368
SLC2A4	-0.511333333333333
PKMYT1	-0.479
FEZF2	-0.269
SLC26A9	0.19625
MAP2	0.597083333333333
LYL1	-1.27825
SLC25A19	-0.483666666666667
NOS3	0.3195
ZNF34	-0.567333333333333
TMPRSS11F	-0.641
FAM43A	0.33525
FCRL4	0.8905
KLF14	0.26475
FLRT2	-1.14816666666667
WRN	-1.897
SDF2	-0.0675
KRT8P12	1.632
C6orf195	-0.481
C9orf125	-1.59433333333333
DZIP3	0.287375
RIT1	0.186916666666667
SCML1	-3.03833333333333
RHBDF2	-0.437375
OR2G3	-0.2025
REXO1L1	-0.0195
MAP3K7IP3	0.19575
C3orf57	-0.49025
FBXW11	-0.3805
ETAA1	-0.804
C14orf131	-0.8018
AKT1S1	0.93225
SLC12A5	-1.60925
C9orf164	1.894
NRIP3	-0.72825
NOS1AP	-1.09225
TMEM121	1.29475
SAP30BP	0.6047
DGCR6	1.40175
WDR76	-1.8605
FAM82B	-0.956666666666667
LOC606495	-0.6725
MAP9	0.906333333333333
BCDIN3D	0.135
CXorf36	3.25616666666667
DSCR3	-0.2069
ZFAND3	0.8725
C7orf43	1.06133333333333
SPSB3	0.7313
C19orf19	0.73475
FAM133A	-3.041125
C12orf25	-0.146
SLC39A3	-0.23625
DISP2	1.76475
PI4KAP2	-1.687
MKRN3	-0.413333333333333
ADAMTS13	-1.129
CBLN3	0.1868
TTYH1	-1.237
C3orf18	-1.15275
FLJ13236	1.92775
ZMYND12	0.499
C18orf25	-0.07525
GLB1L3	-2.3645
ATP13A5	2.5065
RANBP10	0.8105
CD96	-1.2995
DENND1C	-0.34975
RBMS3	0.0986
SLC41A3	0.919333333333333
DGCR6L	1.501
TMEM128	-0.168
CSNK1G3	0.0167857142857143
MOBKL2C	0.997125
TSPAN6	-2.70875
MATN2	-1.5138
MSL2L1	0.557
ST6GALNAC2	-0.104
FGFBP2	1.048875
FGL1	-6.02733333333333
MPP3	0.188
ARHGEF6	-0.313833333333333
TGFBR2	0.0285
ACMSD	-0.338
IL33	3.8955
C9orf5	0.481583333333333
DEAF1	-0.1908
AMN	0.948
DEFA6	0.391
RNF212	-2.20825
METT5D1	-0.8035
CIB1	0.9152
TSSK1B	-0.56925
KIAA1727	0.819
ZNF680	0.127833333333333
LOC399900	-1.671
LOC152217	0.633583333333333
CTNNAL1	-2.3805
CIT	-1.46733333333333
TLE6	-0.92125
ZNF607	-0.09175
HERC4	-1.66233333333333
DRAP1	-0.9482
PEMT	-1.00825
C10orf111	-3.012
ZNF575	1.058125
KCTD7	-0.58375
MYO1F	0.03125
LOC285382	-0.1405
RAB11A	1.2862
PLCD3	-0.552
C15orf28	0.2995
PTBP2	-0.87
CTB-1048E9.5	0.080375
C19orf60	0.148
C7orf25	-0.397
SETD7	1.088375
HOXB9	-3.586
VANGL1	-0.0401875
CHAF1B	-1.13525
NDUFA3	-0.293
KIAA1328	-1.71633333333333
SHARPIN	-0.265125
TTC23	-0.94475
UGP2	0.462416666666667
ANKIB1	0.2297
CIRBP	1.10014285714286
SEC14L4	-3.06283333333333
OVCH1	-0.103
VPS52	0.068
FAT	0.346625
M6PRBP1	0.596
GPRIN3	-1.266
PPM1F	-0.1365
TSR1	-0.771
CCDC85A	1.07025
PCSK5	1.53025
ZFHX3	-0.5285
HEMK1	-1.4792
PGBD2	0.2425
RSRC2	-0.3595
AURKC	-1.4735
SCRIB	-0.927625
ORM2	-3.95216666666667
FAM115A	0.069
FZD6	-0.71725
UNC119	-1.151
GPX3	0.4105
NOV	0.1275
CABC1	-0.8565
CDC42SE2	0.308625
EIF2S2	0.0169
RNF130	0.75125
CKAP5	-1.28433333333333
RP11-413M3.2	1.598375
C10orf18	-0.4671
TMEM93	-0.76975
DYX1C1	1.16325
KCNMB2	-2.465125
ANK3	0.856583333333333
KRT5	2.2432
CDH12	-1.2465
QRSL1	-0.560625
JUB	-2.10725
SHC4	-2.309125
CCL15	0.905333333333333
CCDC22	0.562
SNX24	-0.6745
RARS	-0.083
MORC2	1.388875
FAM48A	-0.1395
MT1H	-0.4025
PPP1R14C	0.4055
FOXD1	-0.672428571428571
C1orf213	-2.69
AMT	-2.7628
DSN1	-1.11375
PTPLAD2	0.4625
DIS3L	-0.43425
RASL11A	2.3145
GPRC5B	0.3215
FRMD7	0.8095
STRN4	0.3775
KITLG	0.517818181818182
HDGF	0.13825
OR1S1	0.425
SETX	0.2481
DDR2	-0.773625
KCTD12	1.42725
LYZL2	-0.81925
WDR52	0.245
TMEM2	1.799375
ZNF579	0.910166666666667
LOC200810	1.004
TNFSF9	-1.002625
PPFIA4	-3.60075
CNIH3	0.376333333333333
MAP4K4	-1.16192857142857
ROD1	1.14414285714286
ALS2CR12	-0.712666666666667
DOCK3	-0.523666666666667
PAQR9	-4.4145
ASB17	-0.00949999999999997
STX16	-1.146875
FEZ2	0.3285
DLAT	-0.4525
KIF21B	-1.292
CDC5L	-0.54725
TMEM119	1.65866666666667
CRIP3	-1.737
TPSD1	-0.1895
TEPP	0.48675
GNGT2	0.96825
C21orf121	-0.0245
WNK1	-0.65475
FLJ10490	0.9749
OR51B5	-2.028
LOC203547	0.392125
HAS1	-0.859
PPA1	-1.00933333333333
ST7	-0.311625
C11orf46	-0.6579
POPDC3	-2.30733333333333
ACOX2	-0.850166666666667
ATCAY	-0.0878333333333333
TM4SF19	-2.0385
MFSD9	0.188333333333333
PDHB	-1.6385
ERN1	-0.203
LCE3C	-0.212
GPR111	0.0165
NOTCH3	2.674
ADAMTS5	2.4535
B3GALT1	-0.65525
UGCGL1	1.486
FAM58A	1.788
FBXO32	1.1835
CLPP	-0.1615
NXPH1	5.61475
MTMR3	1.24966666666667
ATP1B3	-0.1405
TMEM16A	3.1735
HIST1H3F	0.509333333333333
TRIM25	0.148333333333333
SDCBP2	4.381
CRKL	-0.52275
HOXB2	0.889166666666667
ANP32B	0.0295
GATM	3.5965
AP4E1	-0.395875
EDG5	0.56875
CDKN3	-0.992666666666667
CDH4	-2.0375
PGD	0.267833333333333
RND1	-0.102
GAD1	-3.0184
MPG	0.274375
LOC440350	-1.15
ZNF133	-1.11875
SERPINB12	0.259
AMELY	0.348833333333333
DHX36	-0.4215
TNFAIP8L2	2.65333333333333
PHTF2	-0.241166666666667
CCDC112	-0.316166666666667
IQCC	-0.32275
HEYL	3.41116666666667
FTSJ2	-0.335666666666667
APPL1	-0.891
RAB43	1.62142857142857
OR10G2	0.4665
WAC	-0.318666666666667
ADCY9	-0.710375
RUNDC2B	0.4035
PYCRL	-0.2885
AGPAT7	-0.071
SLC22A9	-1.5126
CDKAL1	-0.4125
PDYN	-1.1046
C20orf74	-0.3985
MTMR11	-1.1095
VAV3	3.874
DAPL1	1.96375
STXBP3	-0.18
EIF3G	-0.266
ARHGAP22	-0.37525
NPFFR1	-0.4015
NPC1	-0.480833333333333
ALDH9A1	-0.0228333333333333
ZNF600	0.18075
ZNF678	-0.289833333333333
RASSF1	-0.188833333333333
ADD2	-1.991625
PITPNB	0.679125
PKD2L2	0.18075
LRP11	0.77575
CDKL1	-0.668
SMEK2	0.74725
PRODH2	-3.27033333333333
C11orf54	-0.746666666666667
SFRS11	-0.201166666666667
IL7	-0.709166666666667
ALS2CR16	1.26875
BTG3	-0.400666666666667
PAK2	0.338833333333333
RP11-679B17.1	-0.52
GATA4	-1.554
ATP2B1	-0.10325
LOC130940	0.7395
C1orf172	2.634
ATF7IP2	-0.944
SLC25A43	0.111166666666667
CENTG3	0.692333333333333
IGF2BP1	-2.3596
FCHSD1	0.2125
CAMK2N2	1.56683333333333
ELAVL3	-0.3463
NBPF15	-1.165
UBE2J2	0.401454545454546
GNL2	-0.23675
PRR3	-0.109
NLF2	1.74925
OR4F6	0.642
KLHL24	1.11933333333333
CCDC88A	-2.3103
SGPP1	-0.590666666666667
C10orf11	-0.954
SLC35B4	-0.8955
UGT3A2	-1.3335
ARNT2	-0.747
CBR1	-2.536
ITPR3	0.0348333333333333
TRAPPC6B	-0.5704
AMZ1	-1.947
ARP11	1.90825
WDSUB1	-0.04925
APBA1	0.438833333333333
RAB2A	0.2327
C6orf162	0.77
HPSE2	0.811
PLCE1	-0.91825
INSL3	0.20125
DLG1	-0.0353
PTPLA	-2.134
PIGX	0.322375
TFIP11	0.977666666666667
FIBIN	2.46
POLR2G	-1.1285
GRAP2	-2.1504
DNAJB8	0.1335
CNBP	1.07916666666667
WASF1	-1.61275
INPP5E	-0.5894
HSPB1	0.00931250000000003
TMEM167	0.3179
CUBN	-0.46175
IGF1	1.654875
ITPK1	0.4252
NAALAD2	-1.60028571428571
G3BP1	-0.002
NT5DC1	0.01175
CYP39A1	-1.0225
TMEM139	-0.0954166666666666
POLK	-0.7597
GLULD1	-1.72225
RBM15	-0.098
AMZ2	0.1645
GDF15	-2.715
MESDC2	0.72
INCA	-0.102666666666667
ACY1L2	-2.742
GZMM	-0.656333333333333
PAIP1	0.05675
CACNA2D1	0.20575
STK32C	0.248
SH3BP4	1.67616666666667
DEC1	0.757
PADI1	0.778
UBB	0.00690000000000007
PON3	-1.44966666666667
PROP1	0.783
ANKRD13B	-0.5465
ADCK1	0.35325
TCF25	0.67775
SLC38A5	-2.942
CXorf26	0.285666666666667
C19orf39	0.91675
PPP1R13B	0.61575
ARL2	-1.098
TCL6	0.0966666666666666
TOP3A	-0.891
SLC16A14	1.324625
FXYD6	0.838166666666667
HIST1H4E	-0.5665
BBC3	0.713842105263158
UNC5A	1.32166666666667
FAM86C	-1.0536
PI4KB	0.4205
B3GAT1	-3.46025
SUSD2	3.88266666666667
OAZ2	0.756666666666667
NOC4L	0.32225
C10orf12	-0.1965
FADS1	-2.9015
LOC144097	-0.50925
DKK2	1.36
KIAA1949	-0.4875
RHOT1	-0.2272
OXT	1.325
GPR153	1.5745
ARL4A	-0.556
SAAL1	-1.76275
CCDC64	0.5565
USE1	-0.718
HNMT	-1.58
PCGF3	0.887125
CYP2C19	0.178
C20orf4	0.394
CCDC11	0.513
ACSBG2	-0.224
RWDD2A	0.31925
PALLD	1.4215
CPLX4	0.6105
LOC492311	0.5475
KPNA2	-0.333333333333333
MACROD1	-0.9269
TMCO3	1.89883333333333
C15orf52	2.41716666666667
BIRC5	-1.16973333333333
PRR16	-0.562166666666667
FAM63B	-0.02575
