Hybridization REF	TCGA-AO-A0JL-01A-11R-A056-07
FAM20A	1.683
IRF2BP2	0.772375
ZNF230	-1.8235
MSN	0.932214285714286
SLC9A5	0.472
EPDR1	-2.5181
MUSK	-0.078
ZNF434	0.4095
SMARCD1	-0.555333333333333
ZFP106	-0.574
ZNF347	-0.4696
GTF2E1	0.0395
RY1	-0.420333333333333
ATAD2B	1.476
ARHGAP17	0.1434
KCNIP3	0.0485
SFPQ	0.307375
GFRA4	2.1552
AKR1B10	-3.679625
TIGD6	-0.2745
RGS16	1.958625
URB1	-2.3535
OR4C46	0.1248
TOP3B	-1.224
NFATC4	0.287
CA14	-3.79225
BMPR1A	-0.179
SNRP70	-0.514125
PRL	0.1199
C6orf130	-1.70325
STAG2	-1.216
CD55	-0.583214285714286
RPS23	-0.9875
SSX2	-1.124
FDPSL2A	-1.60625
FBXO27	1.52625
SYNGR3	-1.05783333333333
TMSL3	1.86575
EML1	-1.0425
NUP93	-1.13766666666667
SMAD3	-1.5308
KIAA1189	-0.3995
HNRPUL2	-0.275333333333333
TBC1D12	-1.49883333333333
C16orf24	1.7685
MRVI1	1.6285
ZNF581	-0.816333333333333
ELOVL3	-2.292
OR51Q1	-0.7035
CACNB3	1.84783333333333
GALNT13	0.5865
C10orf84	0.1418125
NEDD4	-1.1325
SPO11	1.222
OR5AU1	0.689
NEK4	0.0599285714285714
PRKAR2A	-0.387833333333333
IHPK1	-0.486833333333333
ATP6V0B	-0.46975
CACNA1E	3.181
CEACAM8	-0.13925
PEX14	0.2215
FLJ12993	1.8785
ZBTB38	-0.812
PCTK2	-1.51833333333333
LRRC16	1.5284
FBLIM1	2.03491666666667
FYCO1	0.719
RP5-1022P6.2	0.17875
CMTM1	0.631666666666667
PLTP	0.853666666666667
RAPH1	0.242
DOCK8	1.03225
EZH2	-1.1558
SLC25A1	-0.760166666666667
PLEKHB1	2.6543
GRB7	3.4465
ZFP37	-1.4475
MRPL33	-0.57425
PELO	-1.5395
ARMC1	-0.0563636363636364
C9orf27	0.991375
FLJ25778	-0.734
C9orf37	-0.883333333333333
TMEM66	-1.9875
SPRN	0.1445
HBEGF	0.744875
PI4KA	-1.244
LEPRE1	0.5745
POU2AF1	-2.37875
MRPL12	-0.350666666666667
REP15	-0.877
ZC3H3	1.30925
RASAL1	1.743
DDAH1	0.391
ACBD5	1.552125
TMC2	0.656
CCDC137	-1.07825
SAMD13	-0.1555
UGT2B15	-4.482
TIPARP	-1.90225
DNASE1L3	-0.01575
TRIM72	-0.573
DBX2	0.230333333333333
IPO8	1.00525
C21orf88	-0.4612
MAP3K14	0.06975
LOC51233	0.215
GGTLA4	2.951
PDE6D	-0.50375
ZNF117	0.4865
CLK2	-0.369375
NKRF	-0.12875
TNFSF15	-0.4697
DUSP2	-0.257
SECISBP2	-0.6693
GABRR2	0.422
PPAP2C	2.3685
LOC51145	-0.865166666666667
PAG1	0.883375
PIK3C3	-0.369
GNG10	-1.806
APOL4	0.131166666666667
ANKRD28	-1.438125
STMN3	-1.5437
RAB14	-0.1898
CDK2AP2	-0.008
HDDC3	-0.703375
COMMD7	0.2035
CXXC1	-0.728
HMCN1	-1.95933333333333
CD40	0.51125
DYNC1LI2	-0.044
GDI1	1.25675
LOC646938	-0.42025
VSNL1	-0.214333333333333
PIH1D1	-1.00733333333333
RAET1G	1.5815
KRTAP5-9	0.8235
EFTUD2	-0.292
ZNF311	-2.4345
ATP6V1G3	0.021
OR2W3	-0.88775
SCN4A	0.07625
MED10	-1.894625
FAM135A	0.0687
ARHGAP4	-0.695
EHMT2	0.131
UFD1L	-0.23925
ERMP1	-0.279
MAG1	-0.751666666666667
THAP8	0.451833333333333
HACE1	-0.322
FAM82C	-0.481833333333333
C3orf20	-0.562
UNC84A	-0.0956666666666667
SCD5	-0.858071428571429
LASS6	-0.685375
LSG1	-0.558416666666667
MAL	-4.413
GPR22	-0.806
WDR5B	0.533
ACTRT1	0.3315
C17orf60	-1.0745
GRIN2C	1.4093
ARMC8	-0.418916666666667
SLC47A1	-2.90616666666667
DMPK	0.4405
DHRS13	-0.0225
SMC1A	-0.8175
KRTAP17-1	0.96225
SMYD5	-0.3955
TUSC2	1.102125
CRHR2	1.0035
KIR3DL2	0.2425
CCDC104	-0.26875
ATP2C1	0.179375
CROT	-2.11875
PABPC3	-0.0566666666666667
EGR1	0.5855
THSD1	0.75975
KHK	-1.6855
SLC12A2	0.3434
CD58	-1.1825
STOX2	1.32883333333333
CCDC76	-0.0946
CCDC48	1.73175
DNAH1	0.882833333333333
ZIC4	0.16975
OR1G1	0.776
PSMC6	-2.0395
PROKR1	0.065
ABCB1	-1.56825
TRAT1	-2.09175
LLGL1	-0.2865
MTF1	0.51275
USP54	1.39025
PAGE2B	-1.633
ITGB7	-2.55975
CCDC81	0.192
LOC149837	0.58875
SCUBE1	0.0585
ZSCAN10	2.819
HUWE1	0.0130714285714285
CDH17	0.3665
CD180	-2.41275
IL17A	-1.05625
TMPO	-2.46371428571429
KIAA1524	-1.319
HDGFRP3	-1.48
OXCT1	-0.255090909090909
RRAS2	-1.2195
LTBP2	2.0405625
SV2B	1.60183333333333
CYP2A6	0.1795
PKD1L2	-0.594833333333333
PPM1M	0.1985
FLJ22662	0.318333333333333
ZNF502	3.22225
GP6	-0.797
CRYBA2	-0.81525
LEF1	-1.9141
CTPS	-1.61171428571429
EYA1	-3.61183333333333
EPS8L1	0.75025
MAPK14	-1.05616666666667
SERPINB2	-4.35275
GTF2F2	-0.126
ZNHIT4	-0.0975
PLA1A	0.577
C20orf114	0.4245
HPR	-2.7415
C18orf2	-2.76116666666667
SATB2	-2.0935
KCNJ9	0.3036
MGC157906	-1.0475
MOCS3	-0.26125
C17orf71	-1.55666666666667
PPHLN1	-0.6448
HIST1H2BN	0.149625
RAPGEF1	-0.18225
MAP3K8	-0.0935
DLG4	0.781
STC1	1.31225
CDGAP	0.83075
DDX26B	0.918
LOC150223	-0.942
CPSF3	-0.719166666666667
TMEM14A	-1.1075
MYH3	-0.35275
GPKOW	-0.655
SULT1A1	-0.004
SPON1	0.0286
YY1AP1	0.4545
RAB23	-0.85025
PLA2G4A	-0.86475
MAPRE3	-1.09825
ZNF516	-1.41792857142857
GGPS1	1.351
EXOC3L2	1.04025
C19orf42	-0.0227
MAP2K2	0.267166666666667
HIST1H2BB	-0.1675
RNF19B	-0.1475
C6orf128	-0.236833333333333
TLR8	0.423666666666667
PCDHA9	1.466
CARS2	-0.48625
CLUL1	3.60516666666667
RHAG	-3.303
UNK	0.647
EXOC8	0.3178
C9orf95	-0.1645
C14orf143	-0.694833333333333
MAML3	-0.0898571428571429
LDHA	-3.53075
MRPL20	-0.32025
KLHDC6	2.7985
ATP5S	-0.931333333333333
C8orf55	1.13325
PHF19	-1.711
KRTAP13-4	-0.2755
TTC5	-0.764
XKR5	-0.0245
SILV	-3.802
TEX28	-0.6655
TCTN1	0.46025
CX40.1	-0.33525
PPP2R5C	-0.734875
C12orf30	-2.1938
CAPG	1.741
MPZL1	1.40185
ARSB	-1.30783333333333
TDH	-2.637
WASF4	0.6795
TSSK3	-1.05633333333333
7A5	0.9335
CRISPLD1	4.945125
MAD1L1	0.148666666666667
SPIN4	0.452833333333333
AMPD1	-1.28425
DPYSL5	-0.059
INPP1	-0.426
ANKRD11	0.0719444444444445
NPAS4	-0.65075
GCET2	-1.6176
RNASE9	0.7695
GUCY2D	0.258666666666667
CCDC98	-0.86975
FGF4	-0.797375
CPM	-0.6625
SLC26A4	-3.0778
PLD5	-0.31075
FAM59A	1.2093
FBXO5	-2.4775
SIPA1L1	1.603375
DPYS	0.352
ATG4D	0.4505
TGM3	0.522
MTCH1	-1.181
HK1	-0.162214285714286
CDC26	-1.21925
GALNT12	-2.76816666666667
LOC339229	0.06525
MRPL35	-0.269875
ORC4L	-0.974625
TNKS	-0.284857142857143
C2orf24	-0.00566666666666667
ZNF553	1.57833333333333
GGTLA1	3.0845
ZNF497	0.1755
CDY1B	0.69625
SLC30A4	0.0231428571428572
TUB	0.841875
ARHGEF18	0.159
ARRB1	-1.09575
KCNK1	1.451125
EREG	-1.93911111111111
SCAMP5	1.12225
RUNDC3B	0.70325
ADAMTS20	0.837
IL17RB	-0.033125
FLJ20323	-1.9475
MCAM	1.791
POLR3E	-0.213416666666667
AQR	0.4675
IPMK	-1.4835
CDCA7	-1.97875
CAMP	6.17325
GRHL3	2.84875
ADAMTSL2	2.083
CLMN	1.3385
SSTR3	0.6595
MAGEA5	-1.606
OVOL2	3.03925
JMJD1B	0.686
RBL2	-0.0898
PYGO2	2.34425
PPP1R10	2.37933333333333
CSE1L	-1.1485
LCA5	0.33975
RDH16	-2.1465
ASRGL1	-0.454875
TOM1	-0.266166666666667
PTX3	-2.4765
TTC15	0.7765
SCGB3A1	3.542
MRPL50	-1.3385
RCAN3	0.994625
SLC26A11	0.6195
STYX	-1.25683333333333
CINP	-1.0535
MARCH7	-1.0535
PFKM	-1.51583333333333
SGMS1	0.491333333333333
RIOK3	-0.8743
C1orf110	-0.0215
CES7	-0.373833333333333
LOC440248	-0.504
PPP1R12C	-0.0785
C10orf27	0.7425
ATG9A	-0.00424999999999999
MRPS26	2.166625
TMEM40	1.79025
ELP3	-1.1217
ZNF787	1.8259
HIAT1	-1.086375
C8orf34	0.19
MGC4655	-0.5603
PELI1	1.7305
PPT1	-0.9702
SLC35C2	-0.802166666666667
C6orf125	1.43925
MUC4	-1.64933333333333
RFC4	-2.32342857142857
GNB2	-0.308833333333333
NUP50	0.356928571428571
SULT4A1	-0.0956666666666667
C7	1.953625
CCDC130	1.28716666666667
ARRDC4	-1.409
RQCD1	-1.685
GLYCTK	-0.5325
AYTL2	-0.860545454545455
MTUS1	-0.1925
LEMD3	-1.0435
PLEKHF2	0.4965
HOXA7	-0.213285714285714
GTF3C2	-1.6885
DYNLRB2	-1.122
CNOT10	-0.16175
MR1	-1.00483333333333
FFAR1	0.15225
PRIC285	0.594
SLITRK6	7.83575
LIX1	-1.54244444444444
UBE1L2	-1.19066666666667
F8	0.0125
ACHE	0.2516
KPNA5	-2.041
TNFRSF12A	-0.751666666666667
EGR3	-0.693
SERPIND1	-2.23433333333333
OASL	1.3555
IFRD1	0.51225
WDFY1	-0.7865
ZNF267	-1.00425
ACCN5	3.9775
ZBTB6	-1.706
PPP1R3A	1.8285
PRRT3	0.579
FBXL19	0.5615
TXNIP	-0.125142857142857
ACTN2	3.54325
ATG9B	-0.119
C9orf117	0.570125
IL27	1.9185
RPL36AL	-0.557
KLK15	0.3485
CHAD	0.0705
RAP2B	-0.2377
HEBP2	1.68675
ZNF342	0.2065
CAMK2G	0.795166666666667
TLR3	0.13025
FGF14	0.46625
HMGB2	0.01025
TRPM5	0.0713333333333333
OR5M11	1.592
KIF3B	0.296684210526316
PRICKLE2	-0.57625
MTMR9	-0.1125
C3orf27	0.34025
GLRA3	2.69133333333333
NSDHL	-1.026
TMEM32	-1.687
POLR2D	-1.39516666666667
MYADML	0.7185
C9orf114	-1.052
MRGPRX1	1.0015
TOPORS	0.649
CLDN19	-2.15925
C1QL4	-1.548
RNF165	-0.3345
DHRS9	-3.12675
DNAH2	0.958166666666667
FXR1	-1.36183333333333
ZMYM3	-0.0956250000000001
CASP3	0.834333333333333
FAM120C	1.248875
SCLY	-0.3595
CA7	0.6065
ENTPD5	0.312
ZNF461	-0.185125
PDIA5	-0.5405
C1orf19	0.389
TMEM67	-0.575
KCTD20	0.08425
WDR47	0.368
FLJ38723	1.3915
KLRF1	-0.4134
TAS2R16	-0.6435
CLDN12	-0.69025
PRKCE	0.07025
UBXD4	-2.73625
ITGAM	2.89666666666667
GLT8D3	-0.82025
WDR31	-0.588444444444444
RGS2	5.10325
OR51L1	1.168
MST1R	1.29375
KIAA1737	0.56525
OR4A5	1.005
GLIS1	-0.225333333333333
PTMA	1.188
NAPA	-0.08125
PRDM11	0.23575
LIPF	1.52
DIRAS3	-0.025
ASGR2	-3.612875
C1QTNF4	0.86025
PIK3R4	-0.6985
ARMC3	3.04375
NDUFV3	0.207083333333333
BTBD3	0.714166666666667
PPP1R2	-0.223166666666667
UBE2NL	-1.04425
FOSL2	0.587714285714286
FAM119A	-1.18866666666667
TUBA4A	-0.9182
KRTAP12-1	-0.30525
SFRS2	-1.28875
RHPN1	1.1576
EEF2	-0.497833333333333
ZDHHC11	1.94616666666667
EPHA3	-0.9034
RBM12	-0.275
H2AFJ	-0.0372500000000001
EDIL3	1.597
KIF26A	-0.97875
SERGEF	0.1925
B3GALT4	3.6695
LOC90925	0.4406
OSCAR	0.028625
NPFF	0.304
DEDD	1.566375
TMEM155	-0.837333333333333
PTPN1	-0.48575
SCYL2	-0.591833333333333
SKAP1	3.0165
LEAP2	-1.62416666666667
GADD45G	1.7289
IFITM3	0.413625
PILRB	0.2145
SLU7	-0.108
DSC3	2.983
DNMT3L	-1.74675
PAPD5	-0.92575
B3GNT3	1.38833333333333
LHCGR	0.213
MSL-1	1.2665
UBE2S	-0.424625
SAP130	-0.61
ANAPC11	-0.01325
MAGED4B	2.7095
ATP6V1B2	-0.2135
C14orf179	1.273125
CAPZA1	-0.538875
CDYL2	-0.764166666666667
GLRX3	-1.6545
LOC136288	-0.46975
MOBKL1A	1.2895
HTR2B	1.5985
CRYGD	-0.838166666666667
NUS1	-1.42783333333333
PGRMC1	-0.0315
MYOM2	-1.79925
FLJ39653	-1.51233333333333
CHM	-1.4194
OR5M8	1.938
ZNF619	-0.8655
FAM105A	-1.2305
CCNL1	-0.719875
NAP1L3	-1.531
C10orf57	1.74166666666667
B3GALNT1	0.146
CSN1S2A	0.597
TCP10L	0.9105
GDAP2	-0.422125
DMKN	-0.0968333333333333
COX6B1	0.4805
DNASE2	0.16
MSH5	0.22525
LGMN	-0.3575
USP31	0.9571
OR13C8	1.6045
SDCBP	0.49
NUDT11	0.449833333333333
PYGL	-1.03316666666667
SNPH	1.12416666666667
B3GNT4	0.431
MIZF	-1.223
NUBPL	-1.6
NOD1	0.8835
CDH22	-0.068
NUBP1	2.722
DSCAM	-2.685
DGKI	2.21
FAM136A	-0.138
AKAP1	0.349833333333333
SLC16A6	-2.89175
RIN3	1.6175
PSG2	0.0402500000000001
DIP2B	-0.0320833333333333
PSORS1C1	1.1488
KIAA0495	-1.1315
FLJ90709	-0.9145
LPA	-0.518833333333333
PIGA	-0.577833333333333
LY75	2.42133333333333
UTS2	-5.46883333333333
RREB1	0.387
GALNACT-2	-0.6981
MGC3196	-0.0815
FLJ31568	2.74725
LPHN1	1.136
SP1	-0.053625
TOX4	0.4515
HSPA9	0.371
APOBEC1	1.8275
SLC35E4	-0.423
LSM5	0.15625
SURF1	-1.54325
ZBTB1	0.2785
GTF2F1	0.030375
RPS15A	0.615857142857143
DUSP21	-0.376333333333333
GINS4	-0.4505
MYO15A	0.0941666666666667
GIMAP7	3.497
MGC13379	1.438
ATP6V1E2	0.148
UTP3	-0.82425
HNRPA3	-0.8238125
MT4	1.132
C14orf155	0.5065
U1SNRNPBP	1.49425
CKLF	-0.623
PLEKHN1	3.01533333333333
MBNL1	-0.71375
NUP160	-1.6015
ACSM2A	-0.9855
LOC129881	0.1195
KIAA1529	0.86975
FLJ22639	0.17075
HAND1	-1.3445
GSX1	0.003
FGA	-3.72226666666667
SERPINB1	-1.687
ZNF642	0.46025
IGFBP1	-6.969625
SLC1A1	-2.16557142857143
DHX57	-0.185625
ZNF766	-1.771
PTPN21	0.329111111111111
GDPD3	-1.05033333333333
PNPLA5	0.472
TBR1	1.244
FAM116A	-0.34875
IQGAP1	-0.09175
FOS	-1.05025
ZNF226	-0.672125
FIGNL1	0.333166666666667
C14orf1	-0.446666666666667
ZMYND17	-0.093
PUS7	0.2825
TUBB6	0.444
KCNQ2	-0.203
MARCH6	0.275083333333333
CCDC33	1.1965
PRODH	-1.56725
RBM11	0.2455
EPHA6	0.221285714285714
SLC43A1	-0.954
LOC196541	0.336142857142857
NTN1	2.194
ING4	0.29625
PCDHB10	3.22975
DPH2	-1.05733333333333
SPACA4	-0.56325
FBXL21	-2.533
DIAPH1	-0.822833333333333
ZNF71	0.867833333333333
CEP76	0.0525
CORO1A	-0.59625
RRM2	-3.311375
EDG4	0.1425
OS9	0.01
SLC4A1AP	-0.389
COG5	-1.311
COPS8	-1.2485
NGLY1	-1.97675
NCBP2	0.55175
C17orf42	-0.8595
GPSM3	1.680125
SIL1	0.666166666666667
ASB6	-0.07225
SMAD5OS	-0.809166666666667
UNC93A	-3.20542857142857
A1BG	0.225666666666667
C21orf62	1.22075
FMO5	-1.77283333333333
ATRIP	-0.505833333333333
CEBPG	0.0805
C7orf38	-0.072
TNFRSF1B	0.329666666666667
CLEC1A	1.78666666666667
IQSEC1	-0.18525
PATZ1	0.3277
RBM22	1.08725
BAG2	-1.75433333333333
PAQR5	0.4925
C9orf127	1.8992
THNSL1	-0.314
SHROOM3	2.0323
JAM2	1.09975
SNRPN	-1.61475
ALX4	0.303
CACNA1S	-1.8435
FAM130A1	0.22675
CORIN	0.834
CD300LB	-0.0675
PLEKHG6	0.7435
LRRC40	-0.57425
PCLKC	-1.15575
PCDHB16	2.40616666666667
WNT2B	0.3334
ASNS	-1.65755555555556
MRPL49	-0.595125
FLJ46111	-1.8095
ISG20	0.167625
SMU1	0.148833333333333
CASZ1	0.2465
POLR1D	-1.33175
GIN1	-1.69525
SNAG1	-1.12733333333333
ANKRD29	-2.80625
CDKN2AIP	0.2095
KRR1	-0.9505
CXCL1	-3.34166666666667
EPM2A	-1.7483
PC	0.974833333333333
DEFB127	-0.08
PDZRN4	0.7985
FAH	-0.598
OR51E1	2.6715
CDC2L6	1.49866666666667
DNTTIP1	-1.03225
PAX8	-0.14525
TMEM116	-1.65275
C1orf150	1.22
PRO2012	-0.01825
MRPL40	-0.283833333333333
BEX1	-3.0459
SLC2A4	0.3715
PKMYT1	-0.50125
FEZF2	-0.438
SLC26A9	2.68525
MAP2	2.22783333333333
LYL1	-0.7545
SLC25A19	-0.758833333333333
NOS3	0.495
ZNF34	1.38716666666667
TMPRSS11F	-0.77775
FAM43A	0.48675
FCRL4	-0.302666666666667
KLF14	1.12425
FLRT2	-1.87266666666667
WRN	-0.10375
SDF2	-0.6427
KRT8P12	-0.281
C6orf195	-0.12
C9orf125	-0.933333333333333
DZIP3	-0.398
RIT1	0.958583333333333
SCML1	-2.52583333333333
RHBDF2	0.856625
OR2G3	1.306
REXO1L1	1.241
MAP3K7IP3	0.019625
C3orf57	-6.06475
FBXW11	0.423333333333333
ETAA1	-0.85825
C14orf131	-0.4983
AKT1S1	-0.7585
SLC12A5	-0.900875
C9orf164	0.75275
NRIP3	-1.16957142857143
NOS1AP	0.70225
TMEM121	2.3935
SAP30BP	-0.7612
DGCR6	0.81
WDR76	-2.15625
FAM82B	0.210666666666667
LOC606495	-0.1405
MAP9	1.53566666666667
BCDIN3D	-0.3035
CXorf36	4.19633333333333
DSCR3	-1.2104
ZFAND3	0.2775
C7orf43	0.7625
SPSB3	0.453
C19orf19	0.72625
FAM133A	-2.07542857142857
C12orf25	0.34025
SLC39A3	0.4955
DISP2	1.8515
PI4KAP2	-2.1475
MKRN3	1.007
ADAMTS13	0.631875
CBLN3	0.4303
TTYH1	4.1365
C3orf18	-0.684
FLJ13236	-1.8315
ZMYND12	4.31575
C18orf25	0.453
GLB1L3	-2.2785
ATP13A5	2.5105
RANBP10	0.2775
CD96	-1.9059
DENND1C	-0.68675
RBMS3	-0.287
SLC41A3	1.03216666666667
DGCR6L	0.38175
TMEM128	0.324333333333333
CSNK1G3	-2.29671428571429
MOBKL2C	0.360875
TSPAN6	0.50025
MATN2	-0.1966
MSL2L1	0.352833333333333
ST6GALNAC2	-0.484333333333333
FGFBP2	-0.53825
FGL1	-5.466
MPP3	0.547333333333333
ARHGEF6	1.1505
TGFBR2	-0.26925
ACMSD	-0.659
IL33	5.51625
C9orf5	-1.071
DEAF1	0.1063
AMN	1.5275
DEFA6	-0.0708571428571428
RNF212	-1.24575
METT5D1	-0.431166666666667
CIB1	-0.485
TSSK1B	-0.2435
KIAA1727	0.73575
ZNF680	-0.105166666666667
LOC399900	-1.8515
LOC152217	-0.387833333333333
CTNNAL1	-3.155
CIT	-0.967833333333334
TLE6	1.271
ZNF607	-0.8855
HERC4	-1.27683333333333
DRAP1	-0.2516
PEMT	0.4745
C10orf111	-0.333
ZNF575	2.2395
KCTD7	-0.043
MYO1F	1.027
LOC285382	-0.428
RAB11A	-0.0981
PLCD3	-0.29375
C15orf28	-0.56275
PTBP2	0.403375
CTB-1048E9.5	-0.856625
C19orf60	2.57066666666667
C7orf25	0.500833333333333
SETD7	0.1735
HOXB9	-1.4995
VANGL1	0.13
CHAF1B	-2.20225
NDUFA3	1.38475
KIAA1328	0.11
SHARPIN	1.028375
TTC23	-0.57475
UGP2	-0.139833333333333
ANKIB1	-0.0599
CIRBP	0.274714285714286
SEC14L4	-2.5755
OVCH1	0.419166666666667
VPS52	-0.842
FAT	-0.057875
M6PRBP1	0.155
GPRIN3	-1.9895
PPM1F	-0.544166666666667
TSR1	-0.5725
CCDC85A	1.204
PCSK5	2.69475
ZFHX3	1.7755
HEMK1	-0.3322
PGBD2	-0.63875
RSRC2	-0.113166666666667
AURKC	-2.31616666666667
SCRIB	1.4735
ORM2	-1.94166666666667
FAM115A	0.4182
FZD6	1.74475
UNC119	0.787166666666667
GPX3	-0.6967
NOV	-0.514
CABC1	0.318875
CDC42SE2	-1.7874375
EIF2S2	-1.5882
RNF130	0.910625
CKAP5	-0.878333333333333
RP11-413M3.2	1.690375
C10orf18	1.0925
TMEM93	0.24075
DYX1C1	0.48875
KCNMB2	-1.55057142857143
ANK3	0.398
KRT5	-1.841
CDH12	-0.41175
QRSL1	-1.460625
JUB	-1.1695
SHC4	3.338125
CCL15	0.995833333333333
CCDC22	-0.679
SNX24	-2.04975
RARS	-1.59075
MORC2	1.702125
FAM48A	-0.351
MT1H	-1.496
PPP1R14C	1.91066666666667
FOXD1	0.449428571428571
C1orf213	-0.5625
AMT	-0.0249
DSN1	-1.78175
PTPLAD2	-2.1015
DIS3L	-0.55625
RASL11A	1.90525
GPRC5B	2.917125
FRMD7	-1.5805
STRN4	0.926
KITLG	-0.568954545454545
HDGF	0.48475
OR1S1	-0.6925
SETX	-0.324444444444444
DDR2	-1.040875
KCTD12	1.28575
LYZL2	1.90625
WDR52	-1.1945
TMEM2	0.40125
ZNF579	2.35483333333333
LOC200810	-0.6445
TNFSF9	-2.380625
PPFIA4	-0.0975
CNIH3	-0.436666666666667
MAP4K4	-0.234428571428571
ROD1	0.385642857142857
ALS2CR12	-0.525
DOCK3	1.8025
PAQR9	-4.188
ASB17	0.916666666666667
STX16	-0.56175
FEZ2	-1.335
DLAT	-0.6565
KIF21B	-0.560666666666667
CDC5L	-0.851
TMEM119	0.153666666666667
CRIP3	-0.52075
TPSD1	-0.0906666666666667
TEPP	1.55025
GNGT2	1.274
C21orf121	-1.568
WNK1	0.01125
FLJ10490	2.1429
OR51B5	-1.824
LOC203547	-0.54525
HAS1	-0.5035
PPA1	-1.2485
ST7	-0.80025
C11orf46	-1.37222222222222
POPDC3	-3.804
ACOX2	-1.792
ATCAY	-0.14125
TM4SF19	-1.87075
MFSD9	0.306833333333333
PDHB	-1.6715
ERN1	-0.52775
LCE3C	-1.0435
GPR111	1.4635
NOTCH3	2.8255
ADAMTS5	4.04075
B3GALT1	-1.072
UGCGL1	1.09716666666667
FAM58A	1.41433333333333
FBXO32	3.44575
CLPP	0.0925
NXPH1	-1.0905
MTMR3	1.1118
ATP1B3	-0.971625
TMEM16A	3.963625
HIST1H3F	0.573666666666667
TRIM25	-0.305333333333333
SDCBP2	0.341
CRKL	-2.2155
HOXB2	0.327333333333333
ANP32B	-0.947375
GATM	1.205
AP4E1	-0.595857142857143
EDG5	0.42925
CDKN3	-1.40066666666667
CDH4	-2.102
PGD	-1.85166666666667
RND1	0.6545
GAD1	-2.6826
MPG	0.250375
LOC440350	1.275
ZNF133	1.93125
SERPINB12	0.895
AMELY	-0.857833333333333
DHX36	-2.01225
TNFAIP8L2	2.2705
PHTF2	-0.162647058823529
CCDC112	-0.5245
IQCC	-1.397
HEYL	4.851
FTSJ2	-0.656166666666667
APPL1	-0.288375
RAB43	1.44085714285714
OR10G2	0.1185
WAC	-0.00949999999999999
ADCY9	0.058625
RUNDC2B	1.31116666666667
PYCRL	1.9296
AGPAT7	0.0316666666666667
SLC22A9	-0.947666666666667
CDKAL1	-1.317
PDYN	0.0666
C20orf74	0.19975
MTMR11	2.50925
VAV3	1.99675
DAPL1	0.46025
STXBP3	0.31775
EIF3G	-0.552
ARHGAP22	0.50475
NPFFR1	-0.89
NPC1	-0.1615
ALDH9A1	0.776666666666667
ZNF600	-0.078625
ZNF678	-0.291166666666667
RASSF1	0.58925
ADD2	-2.27414285714286
PITPNB	-0.929
PKD2L2	-0.092
LRP11	-0.4345
CDKL1	-0.59625
SMEK2	0.38
PRODH2	-2.96733333333333
C11orf54	-1.07783333333333
SFRS11	-1.01416666666667
IL7	-1.2384
ALS2CR16	1.70975
BTG3	-1.17416666666667
PAK2	-1.10477777777778
RP11-679B17.1	-0.21775
GATA4	-2.42
ATP2B1	-1.82375
LOC130940	-1.589
C1orf172	2.27783333333333
ATF7IP2	1.29025
SLC25A43	-0.456833333333333
CENTG3	1.07666666666667
IGF2BP1	-3.1726
FCHSD1	-0.0825
CAMK2N2	2.8525
ELAVL3	-0.4187
NBPF15	0.00483333333333334
UBE2J2	-0.56925
GNL2	0.18675
PRR3	0.556
NLF2	2.9325
OR4F6	0.00650000000000006
KLHL24	1.35783333333333
CCDC88A	-0.9692
SGPP1	-2.55433333333333
C10orf11	1.7105
SLC35B4	-0.925166666666667
UGT3A2	-0.4775
ARNT2	-0.0632
CBR1	-1.092125
ITPR3	-1.475
TRAPPC6B	-0.9342
AMZ1	-1.222
ARP11	2.44775
WDSUB1	-0.30825
APBA1	0.391833333333333
RAB2A	0.8721
C6orf162	-0.529
HPSE2	1.04925
PLCE1	1.94825
INSL3	-0.3145
DLG1	0.0381
PTPLA	-3.82875
PIGX	-1.70425
TFIP11	-0.370333333333333
FIBIN	3.214
POLR2G	-1.5095
GRAP2	-2.2946
DNAJB8	-0.57425
CNBP	0.206166666666667
WASF1	-0.318
INPP5E	-0.7203
HSPB1	1.018125
TMEM167	-0.9576
CUBN	0.14925
IGF1	0.3656875
ITPK1	-0.5196
NAALAD2	-1.167
G3BP1	0.7091
NT5DC1	-0.818625
CYP39A1	-0.2805
TMEM139	2.97475
POLK	-1.3438
GLULD1	1.53025
RBM15	-0.366666666666667
AMZ2	-0.61625
GDF15	-2.89733333333333
MESDC2	-0.842
INCA	0.425166666666667
ACY1L2	0.3045
GZMM	-0.366
PAIP1	0.33425
CACNA2D1	-1.21525
STK32C	-0.905333333333333
SH3BP4	0.0381666666666666
DEC1	2.748
PADI1	-0.344
UBB	0.1426
PON3	-1.368
PROP1	1.543
ANKRD13B	2.188
ADCK1	-1.4175
TCF25	0.2525
SLC38A5	-2.48925
CXorf26	0.286833333333333
C19orf39	0.45225
PPP1R13B	0.629
ARL2	-0.641
TCL6	0.741
TOP3A	0.333
SLC16A14	0.756
FXYD6	2.41616666666667
HIST1H4E	0.6415
BBC3	1.03957894736842
UNC5A	0.6858
FAM86C	-0.5109
PI4KB	0.401
B3GAT1	1.71275
SUSD2	2.94933333333333
OAZ2	0.3655
NOC4L	0.035
C10orf12	-0.787
FADS1	-1.26333333333333
LOC144097	0.26575
DKK2	2.74616666666667
KIAA1949	0.31875
RHOT1	-0.8801
OXT	0.9826
GPR153	2.9175
ARL4A	-0.695166666666667
SAAL1	-2.093
CCDC64	0.2665
USE1	0.3215
HNMT	-0.143166666666667
