Hybridization REF	TCGA-A8-A0AB-01A-11R-A034-07
ZNF434	0.336333333333333
SMARCD1	-0.292166666666667
ZFP106	0.1045
ZNF347	0.5344
GTF2E1	-0.06625
RY1	-0.308
ATAD2B	0.338
ARHGAP17	0.2208
KCNIP3	-1.2215
SFPQ	0.108
GFRA4	0.151166666666667
AKR1B10	-0.36975
TIGD6	1.64083333333333
RGS16	0.4525
URB1	-0.269
OR4C46	0.171
TOP3B	-1.34775
NFATC4	0.1175
CA14	-0.3345
BMPR1A	0.4445
SNRP70	-1.11975
PRL	-0.0220833333333333
C6orf130	0.03825
STAG2	0.14425
CD55	-1.05085714285714
RPS23	0.693833333333333
SSX2	-1.72683333333333
FDPSL2A	-0.0465
FBXO27	0.587125
SYNGR3	-1.68166666666667
TMSL3	1.7475
EML1	-2.1025
NUP93	-1.11691666666667
SMAD3	0.2527
KIAA1189	0.204
HNRPUL2	0.193
TBC1D12	0.611166666666667
C16orf24	1.23325
MRVI1	1.5545
ZNF581	-0.482333333333333
ELOVL3	-0.404
OR51Q1	0.15475
CACNB3	1.9315
GALNT13	-1.447125
C10orf84	1.2319375
NEDD4	0.208
SPO11	0.3715
OR5AU1	0.2325
NEK4	0.771142857142857
PRKAR2A	-0.930833333333333
IHPK1	-0.549166666666667
ATP6V0B	-0.33325
CACNA1E	0.4835
CEACAM8	0.391833333333333
PEX14	0.038
FLJ12993	-2.687
ZBTB38	-0.09025
PCTK2	0.861833333333333
LRRC16	1.9091
FBLIM1	1.10091666666667
FYCO1	1.18775
RP5-1022P6.2	-0.264333333333333
CMTM1	0.825666666666667
PLTP	-0.868666666666667
RAPH1	0.657125
DOCK8	-0.0645
EZH2	-0.989866666666667
SLC25A1	-1.031
PLEKHB1	-1.3371
GRB7	1.3745
ZFP37	0.24075
MRPL33	-0.051
PELO	-0.17325
ARMC1	-0.149636363636364
C9orf27	0.127625
FLJ25778	0.126
C9orf37	-1.07466666666667
TMEM66	1.4855
SPRN	0.294625
HBEGF	-0.32325
PI4KA	-0.5635
LEPRE1	-1.171
POU2AF1	-3.92675
MRPL12	-0.466
REP15	-0.6755
ZC3H3	-0.012
RASAL1	-1.8145
DDAH1	1.793125
ACBD5	0.470875
TMC2	-0.118
CCDC137	-0.59975
SAMD13	0.454
UGT2B15	-2.884
TIPARP	-1.44325
DNASE1L3	-0.70325
TRIM72	0.496666666666667
DBX2	1.251
IPO8	0.3235
C21orf88	0.0429
MAP3K14	0.30875
LOC51233	0.162333333333333
GGTLA4	0.96875
PDE6D	-0.3115
ZNF117	0.1995
CLK2	-0.109625
NKRF	-0.283
TNFSF15	-0.00630000000000001
DUSP2	-0.788
SECISBP2	-0.1671
GABRR2	0.039
PPAP2C	2.22475
LOC51145	0.0978333333333333
PAG1	-0.921625
PIK3C3	0.457
GNG10	0.1585
APOL4	-0.945333333333333
ANKRD28	0.040375
STMN3	-1.7043
RAB14	0.9053
CDK2AP2	-0.685
HDDC3	-0.104625
COMMD7	0.620125
CXXC1	-0.47425
HMCN1	-0.570666666666667
CD40	-0.616
DYNC1LI2	-0.5393125
GDI1	-0.395
LOC646938	-0.41275
VSNL1	-2.7265
PIH1D1	-0.0303333333333333
RAET1G	0.47
KRTAP5-9	-0.4445
EFTUD2	-0.06975
ZNF311	1.21366666666667
ATP6V1G3	0.09675
OR2W3	0.26125
SCN4A	-0.0115
MED10	-1.113625
FAM135A	-1.8732
ARHGAP4	-1.55375
EHMT2	-0.623
UFD1L	-0.73
ERMP1	0.8565
MAG1	-2.803
THAP8	0.326666666666667
HACE1	0.828
FAM82C	0.2805
C3orf20	0.062
UNC84A	-0.250166666666667
SCD5	-0.5065
LASS6	1.63825
LSG1	0.00366666666666666
MAL	-5.201
GPR22	0.1625
WDR5B	1.5055
ACTRT1	0.3355
C17orf60	-0.539666666666667
GRIN2C	-0.4283
ARMC8	-0.222166666666667
SLC47A1	-2.96133333333333
DMPK	0.51625
DHRS13	0.239666666666667
SMC1A	-0.4665
KRTAP17-1	0.8045
SMYD5	-0.62675
TUSC2	0.856
CRHR2	0.392
KIR3DL2	0.184
CCDC104	0.20825
ATP2C1	1.172
CROT	2.15925
PABPC3	-0.3205
EGR1	1.04466666666667
THSD1	0.474
KHK	-1.72625
SLC12A2	2.76575
CD58	-0.815
STOX2	-0.914833333333333
CCDC76	-0.1731
CCDC48	3.9555
DNAH1	0.292
ZIC4	-0.1925
OR1G1	-0.19
PSMC6	-1.145
PROKR1	-0.02
ABCB1	-1.555875
TRAT1	-2.691
LLGL1	0.3385
MTF1	0.82175
USP54	0.35725
PAGE2B	-3.4495
ITGB7	-3.81225
CCDC81	-0.384
LOC149837	0.38175
SCUBE1	0.495
ZSCAN10	0.2625
HUWE1	-0.0645714285714286
CDH17	0.004
CD180	-0.21325
IL17A	0.009
TMPO	-0.98725
KIAA1524	-0.888833333333333
HDGFRP3	0.443
OXCT1	-1.73463636363636
RRAS2	-1.35483333333333
LTBP2	2.27175
SV2B	0.860166666666667
CYP2A6	0.225375
PKD1L2	-0.586
PPM1M	-0.1045
FLJ22662	1.08133333333333
ZNF502	-0.684
GP6	-0.64875
CRYBA2	-0.85525
LEF1	-2.5855
CTPS	-1.624
EYA1	-2.97516666666667
EPS8L1	1.77225
MAPK14	-0.313
SERPINB2	-5.074125
GTF2F2	-0.8515
ZNHIT4	-0.37
PLA1A	-0.55
C20orf114	2.5575
HPR	-3.9695
C18orf2	-2.66433333333333
SATB2	-2.40125
KCNJ9	-0.0785
MGC157906	0.264
MOCS3	-0.03875
C17orf71	0.137333333333333
PPHLN1	0.2667
HIST1H2BN	-1.382625
RAPGEF1	-0.574125
MAP3K8	0.06725
DLG4	-0.0713333333333333
STC1	2.32058333333333
CDGAP	0.16525
DDX26B	-1.5
LOC150223	-1.4835
CPSF3	-0.69
TMEM14A	1.1495
MYH3	-1.7375
GPKOW	0.1365
SULT1A1	0.646333333333333
SPON1	3.4362
YY1AP1	0.947666666666667
RAB23	0.23025
PLA2G4A	-4.77825
MAPRE3	0.05725
ZNF516	1.0615
GGPS1	1.9325
EXOC3L2	-0.325125
C19orf42	1.5915
MAP2K2	-0.553166666666667
HIST1H2BB	-2.1315
RNF19B	0.286666666666667
C6orf128	-0.0666666666666667
TLR8	1.0215
PCDHA9	0.7715
CARS2	0.28075
CLUL1	4.12166666666667
RHAG	-3.936
UNK	0.2995
EXOC8	1.2455
C9orf95	0.78725
C14orf143	0.417
MAML3	-0.043
LDHA	-2.82625
MRPL20	0.17325
KLHDC6	-0.1245
ATP5S	-0.308
C8orf55	-0.57375
PHF19	-2.914125
KRTAP13-4	0.4245
TTC5	-0.729
XKR5	-0.52025
SILV	-4.50883333333333
TEX28	-0.3285
TCTN1	1.69125
CX40.1	0.26475
PPP2R5C	0.065625
C12orf30	-0.542333333333333
CAPG	1.9355
MPZL1	1.5949
ARSB	-1.91283333333333
TDH	-1.8515
WASF4	0.407
TSSK3	-0.724333333333333
7A5	1.7845
CRISPLD1	0.4975
MAD1L1	-0.828666666666667
SPIN4	0.0806666666666667
AMPD1	-0.51
DPYSL5	0.3755
INPP1	-0.6295
ANKRD11	-1.0345
NPAS4	-0.044
GCET2	-0.553
RNASE9	0.1665
GUCY2D	0.3265
CCDC98	0.6415
FGF4	-0.326875
CPM	-0.953333333333333
SLC26A4	-1.05716666666667
PLD5	0.1415
FAM59A	1.2756
FBXO5	-1.28
SIPA1L1	-0.612875
DPYS	-0.0725
ATG4D	-0.46375
TGM3	0.8655
MTCH1	-0.305125
HK1	0.209214285714286
CDC26	0.47875
GALNT12	-3.88683333333333
LOC339229	0.07625
MRPL35	-0.362625
ORC4L	0.12625
TNKS	0.392142857142857
C2orf24	-0.162333333333333
ZNF553	1.55966666666667
GGTLA1	1.8423
ZNF497	-0.17275
CDY1B	0.23275
SLC30A4	0.09025
TUB	-1.428125
ARHGEF18	0.3825
ARRB1	-0.26
KCNK1	1.532625
EREG	1.6088
SCAMP5	-0.58025
RUNDC3B	0.4165
ADAMTS20	-0.22925
IL17RB	1.757125
FLJ20323	-0.39675
MCAM	-0.749125
POLR3E	-0.939
AQR	0.3955
IPMK	0.81
CDCA7	-2.6365
CAMP	3.32925
GRHL3	0.4445
ADAMTSL2	0.170833333333333
CLMN	1.84766666666667
SSTR3	0.2845
MAGEA5	-2.38466666666667
OVOL2	4.1175
JMJD1B	0.93075
RBL2	-0.0773
PYGO2	1.077
PPP1R10	0.572666666666667
CSE1L	-1.2395
LCA5	1.47125
RDH16	0.0825
ASRGL1	-3.10975
TOM1	-0.522833333333333
PTX3	-5.99625
TTC15	0.2385
SCGB3A1	1.88816666666667
MRPL50	-1.20575
RCAN3	0.44
SLC26A11	1.599
STYX	-0.468833333333333
CINP	0.167
MARCH7	0.2955
PFKM	-0.205166666666667
SGMS1	0.721666666666667
RIOK3	-0.1256
C1orf110	0.003
CES7	-0.025625
LOC440248	-1.82625
PPP1R12C	-0.5335
C10orf27	0.6465
ATG9A	-0.9135
MRPS26	0.299
TMEM40	1.8865
ELP3	0.4083
ZNF787	0.0261
HIAT1	0.41075
C8orf34	0.861333333333333
MGC4655	-0.8109
PELI1	0.1655
PPT1	0.6886
SLC35C2	-0.560166666666667
C6orf125	-0.03875
MUC4	-1.308
RFC4	-1.22928571428571
GNB2	-0.397166666666667
NUP50	0.0231428571428572
SULT4A1	-0.303833333333333
C7	0.98925
CCDC130	0.117666666666667
ARRDC4	-0.1515
RQCD1	-0.6395
GLYCTK	-1.06575
AYTL2	-0.756
MTUS1	1.5358
LEMD3	0.4765
PLEKHF2	2.28525
HOXA7	-0.279375
GTF3C2	-1.452
DYNLRB2	3.8775
CNOT10	-0.14275
MR1	1.17533333333333
FFAR1	-0.34775
PRIC285	-0.16725
SLITRK6	5.107
LIX1	-2.053
UBE1L2	-0.58925
F8	0.195625
ACHE	-0.202833333333333
KPNA5	0.3175
TNFRSF12A	-1.28716666666667
EGR3	2.69
SERPIND1	-3.31733333333333
OASL	-1.354
IFRD1	-2.08275
WDFY1	-0.235333333333333
ZNF267	0.836875
ACCN5	0.2355
ZBTB6	-0.08225
PPP1R3A	-0.1045
PRRT3	3.0195
FBXL19	-0.3255
TXNIP	0.537642857142857
ACTN2	2.67075
ATG9B	-0.508
C9orf117	0.46675
IL27	0.484
RPL36AL	-0.602
KLK15	-0.11875
CHAD	1.733
RAP2B	-0.2125
HEBP2	1.7645
ZNF342	0.041
CAMK2G	-0.523166666666667
TLR3	-0.1405
FGF14	0.548
HMGB2	-0.418625
TRPM5	-0.176666666666667
OR5M11	0.1485
KIF3B	0.215052631578947
PRICKLE2	0.67575
MTMR9	0.89375
C3orf27	0.274
GLRA3	-1.314
NSDHL	-0.150333333333333
TMEM32	-0.4715
POLR2D	-1.18383333333333
MYADML	0.1945
C9orf114	-0.88575
MRGPRX1	0.615
TOPORS	0.639
CLDN19	-0.395
C1QL4	-0.126
RNF165	1.2725
DHRS9	-0.9725
DNAH2	0.543833333333333
FXR1	-0.722833333333333
ZMYM3	-0.503375
CASP3	0.238333333333333
FAM120C	-0.732875
SCLY	-1.7495
CA7	0.09
ENTPD5	-0.943666666666667
ZNF461	0.3925
PDIA5	-0.70725
C1orf19	0.706166666666667
TMEM67	0.9465
KCTD20	-0.97225
WDR47	0.6695
FLJ38723	0.0755
KLRF1	-0.132
TAS2R16	0.048
CLDN12	0.883
PRKCE	-0.09375
UBXD4	-0.52125
ITGAM	2.40466666666667
GLT8D3	0.002375
WDR31	1.0623
RGS2	-0.647
OR51L1	0.4365
MST1R	0.554
KIAA1737	0.949
OR4A5	0.0635
GLIS1	-1.37133333333333
PTMA	0.720428571428571
NAPA	0.91625
PRDM11	-0.13475
LIPF	0.199
DIRAS3	1.55275
ASGR2	-4.209
C1QTNF4	0.31675
PIK3R4	0.6145
ARMC3	3.09025
NDUFV3	-0.512416666666667
BTBD3	-0.215333333333333
PPP1R2	0.388916666666667
UBE2NL	0.461
FOSL2	0.0990714285714286
FAM119A	-1.5385
TUBA4A	-0.4206
KRTAP12-1	0.1595
SFRS2	-0.6255
RHPN1	-0.0963
EEF2	-0.3715
ZDHHC11	-2.04066666666667
EPHA3	-1.6965
RBM12	-0.126
H2AFJ	0.738166666666667
EDIL3	1.1545
KIF26A	-1.8475
SERGEF	-0.49475
B3GALT4	0.73975
LOC90925	-0.0531666666666667
OSCAR	-0.403375
NPFF	-0.0825
DEDD	0.70275
TMEM155	-0.6125
PTPN1	-0.139
SCYL2	0.6365
SKAP1	2.30275
LEAP2	-1.68666666666667
GADD45G	2.4615
IFITM3	-0.209875
PILRB	-0.765666666666667
SLU7	0.4873125
DSC3	0.252
DNMT3L	-1.18675
PAPD5	-0.253875
B3GNT3	-2.16533333333333
LHCGR	0.4935
MSL-1	0.513
UBE2S	-2.02025
SAP130	-0.22375
ANAPC11	1.05725
MAGED4B	-0.4785
ATP6V1B2	0.310666666666667
C14orf179	0.31675
CAPZA1	0.012625
CDYL2	0.0235
GLRX3	-0.9755
LOC136288	-0.34775
MOBKL1A	0.29175
HTR2B	2.40325
CRYGD	0.104666666666667
NUS1	-0.528166666666667
PGRMC1	1.518
MYOM2	-1.26525
FLJ39653	-1.59416666666667
CHM	-0.0265
OR5M8	0.2955
ZNF619	0.748
FAM105A	-0.74375
CCNL1	-0.918125
NAP1L3	-0.2005
C10orf57	2.70116666666667
B3GALNT1	1.35666666666667
CSN1S2A	-0.4215
TCP10L	-0.36925
GDAP2	-0.109375
DMKN	-0.2385
COX6B1	0.2915
DNASE2	0.856166666666667
MSH5	-1.85475
LGMN	-0.5595
USP31	0.1715
OR13C8	0.3755
SDCBP	0.1054
NUDT11	-2.621
PYGL	-2.982
SNPH	-1.57866666666667
B3GNT4	-1.129
MIZF	-0.8973
NUBPL	-0.33775
NOD1	-0.849
CDH22	0.260125
NUBP1	0.523
DSCAM	-3.93975
DGKI	0.483
FAM136A	-0.9625
AKAP1	0.640333333333333
SLC16A6	0.9
RIN3	-0.7475
PSG2	-0.0925
DIP2B	0.10825
PSORS1C1	2.2332
KIAA0495	0.052
FLJ90709	-0.2265
LPA	-0.2495
PIGA	0.203666666666667
LY75	2.54
UTS2	-6.3875
RREB1	0.3825
GALNACT-2	-0.1078
MGC3196	-0.672
FLJ31568	-0.3835
LPHN1	0.59175
SP1	0.501375
TOX4	-0.265333333333333
HSPA9	0.0679
APOBEC1	-0.0065
SLC35E4	-0.9705
LSM5	-0.59875
SURF1	0.28975
ZBTB1	0.114333333333333
GTF2F1	-0.10625
RPS15A	0.422428571428571
DUSP21	-0.247666666666667
GINS4	-2.78516666666667
MYO15A	1.12983333333333
GIMAP7	2.08225
MGC13379	0.19725
ATP6V1E2	-1.4355
UTP3	0.6025
HNRPA3	-0.3985
MT4	-0.0655
C14orf155	0.03275
U1SNRNPBP	0.376
CKLF	-0.647833333333333
PLEKHN1	-0.0721666666666667
MBNL1	-0.432916666666667
NUP160	-1.78225
ACSM2A	-1.5495
LOC129881	0.59875
KIAA1529	0.127
FLJ22639	-1.06775
HAND1	-1.382
GSX1	0.0205
FGA	-3.8333125
SERPINB1	0.2565
ZNF642	0.885
IGFBP1	-7.861
SLC1A1	-1.068
DHX57	-0.328875
ZNF766	0.998
PTPN21	-0.0591
GDPD3	-2.33816666666667
PNPLA5	0.1135
TBR1	0.0623333333333333
FAM116A	0.64325
IQGAP1	0.838875
FOS	-1.58625
ZNF226	0.146
FIGNL1	0.341
C14orf1	-0.0315
ZMYND17	-0.537
PUS7	-0.429666666666667
TUBB6	-1.624875
KCNQ2	-1.25225
MARCH6	0.258
CCDC33	0.1495
PRODH	-0.55575
RBM11	2.7815
EPHA6	0.175375
SLC43A1	-1.65375
LOC196541	-0.03975
NTN1	1.277
ING4	1.157
PCDHB10	0.47225
DPH2	-0.535666666666667
SPACA4	-0.011
FBXL21	-4.4095
DIAPH1	-1.04583333333333
ZNF71	0.9385
CEP76	-0.271
CORO1A	-2.08425
RRM2	-3.29625
EDG4	1.01
OS9	-0.314666666666667
SLC4A1AP	-0.3685
COG5	-0.582
COPS8	-0.047
NGLY1	-0.55275
NCBP2	0.307375
C17orf42	0.0811666666666667
GPSM3	-0.183375
SIL1	0.2195
ASB6	-0.534
SMAD5OS	0.1025
UNC93A	-3.325125
A1BG	0.1905
C21orf62	0.288
FMO5	1.41866666666667
ATRIP	0.478666666666667
CEBPG	-0.0875
C7orf38	0.7665
TNFRSF1B	-1.01033333333333
CLEC1A	0.658
IQSEC1	0.853625
PATZ1	1.3018
RBM22	0.580625
BAG2	-2.77816666666667
PAQR5	-1.64316666666667
C9orf127	1.2345
THNSL1	0.6865
SHROOM3	2.9313
JAM2	0.2795
SNRPN	-2.15125
ALX4	-0.173
CACNA1S	0.1865
FAM130A1	1.277
CORIN	0.768
CD300LB	0.5615
PLEKHG6	0.5375
LRRC40	-0.01875
PCLKC	-1.24325
PCDHB16	0.190666666666667
WNT2B	-0.335166666666667
ASNS	-1.68033333333333
MRPL49	-0.101
FLJ46111	-1.0175
ISG20	-1.201375
SMU1	0.153166666666667
CASZ1	0.3675
POLR1D	-0.12
GIN1	0.04125
SNAG1	0.360333333333333
ANKRD29	-2.51125
CDKN2AIP	0.19375
KRR1	0.37925
CXCL1	-1.88083333333333
EPM2A	0.6165
PC	-0.701166666666667
DEFB127	-0.1695
PDZRN4	0.293333333333333
FAH	0.43
OR51E1	1.3125
CDC2L6	0.0951666666666667
DNTTIP1	-0.773
PAX8	-0.4955
TMEM116	0.24025
C1orf150	0.153
PRO2012	0.36
MRPL40	-0.4945
BEX1	-3.6264
SLC2A4	-0.443333333333333
PKMYT1	-0.97375
FEZF2	-0.477833333333333
SLC26A9	-1.282
MAP2	0.23
LYL1	-2.094
SLC25A19	-0.611
NOS3	-0.662
ZNF34	0.561666666666667
TMPRSS11F	-0.11675
FAM43A	-1.40025
FCRL4	0.231833333333333
KLF14	0.2165
FLRT2	-1.22033333333333
WRN	-0.60875
SDF2	1.1515
KRT8P12	-0.8325
C6orf195	-0.3345
C9orf125	-1.91783333333333
DZIP3	0.087375
RIT1	0.872083333333333
SCML1	-0.329666666666667
RHBDF2	0.134625
OR2G3	0.393
REXO1L1	-0.0365
MAP3K7IP3	0.203375
C3orf57	-2.80275
FBXW11	0.118
ETAA1	-0.44075
C14orf131	0.0351
AKT1S1	-0.37125
SLC12A5	-1.075125
C9orf164	1.393
NRIP3	-0.765
NOS1AP	-0.06325
TMEM121	1.7605
SAP30BP	0.1638
DGCR6	0.3805
WDR76	-1.288
FAM82B	-0.431583333333333
LOC606495	-0.345
MAP9	2.9055
BCDIN3D	1.77175
CXorf36	2.68916666666667
DSCR3	-0.1043
ZFAND3	0.149625
C7orf43	-0.229333333333333
SPSB3	0.9399
C19orf19	0.16125
FAM133A	-2.528375
C12orf25	0.582
SLC39A3	-0.106
DISP2	-1.41025
PI4KAP2	-1.8635
MKRN3	-2.792
ADAMTS13	-0.491625
CBLN3	0.0108
TTYH1	-1.0545
C3orf18	2.077
FLJ13236	-0.27225
ZMYND12	3.66175
C18orf25	0.667875
GLB1L3	-0.949
ATP13A5	0.7805
RANBP10	-0.407
CD96	-2.558
DENND1C	-1.57825
RBMS3	-0.2321
SLC41A3	0.879
DGCR6L	0.45725
TMEM128	1.60633333333333
CSNK1G3	0.8825
MOBKL2C	0.35575
TSPAN6	2.12525
MATN2	0.983
MSL2L1	-0.2885
ST6GALNAC2	2.13433333333333
FGFBP2	-0.326
FGL1	-5.47716666666667
MPP3	0.0385
ARHGEF6	1.77466666666667
TGFBR2	-0.479
ACMSD	3.4225
IL33	1.644
C9orf5	-0.295583333333333
DEAF1	-0.4399
AMN	-0.173
DEFA6	0.065
RNF212	-0.70725
METT5D1	-0.101833333333333
CIB1	0.2369
TSSK1B	-0.09425
KIAA1727	1.69675
ZNF680	0.857583333333333
LOC399900	-1.2865
LOC152217	0.225916666666667
CTNNAL1	-2.5625
CIT	-1.24966666666667
TLE6	1.8305
ZNF607	-0.0785
HERC4	-0.955833333333333
DRAP1	-0.4256
PEMT	0.323
C10orf111	-0.421
ZNF575	0.897125
KCTD7	-0.07725
MYO1F	-0.2755
LOC285382	3.419
RAB11A	0.909
PLCD3	-0.35275
C15orf28	-0.17275
PTBP2	0.600125
CTB-1048E9.5	0.05875
C19orf60	-0.3705
C7orf25	0.4195
SETD7	0.307375
HOXB9	-4.637
VANGL1	-0.544875
CHAF1B	-0.899
NDUFA3	0.73675
KIAA1328	0.401333333333333
SHARPIN	-0.232875
TTC23	0.041875
UGP2	0.360416666666667
ANKIB1	0.7609
CIRBP	1.66085714285714
SEC14L4	-2.96883333333333
OVCH1	-0.1905
VPS52	-0.03275
FAT	-0.99975
M6PRBP1	-0.41325
GPRIN3	-0.3975
PPM1F	-1.39283333333333
TSR1	-0.8535
CCDC85A	3.23475
PCSK5	1.0685
ZFHX3	0.327
HEMK1	0.0972
PGBD2	0.54375
RSRC2	0.394833333333333
AURKC	-1.48216666666667
SCRIB	0.04525
ORM2	-3.786
FAM115A	0.2926
FZD6	1.160875
UNC119	0.431166666666667
GPX3	-1.1278
NOV	0.51025
CABC1	0.358625
CDC42SE2	0.37325
EIF2S2	-0.8605
RNF130	0.744
CKAP5	-1.4935
RP11-413M3.2	0.27525
C10orf18	1.4358
TMEM93	-0.36825
DYX1C1	2.21375
KCNMB2	-1.53375
ANK3	1.888
KRT5	-1.6031
CDH12	-1.320875
QRSL1	0.28525
JUB	-0.8465
SHC4	-1.85025
CCL15	0.494333333333333
CCDC22	0.22025
SNX24	0.52625
RARS	-0.24725
MORC2	0.741125
FAM48A	-0.829
MT1H	-0.814
PPP1R14C	-2.42766666666667
FOXD1	-2.73807142857143
C1orf213	-1.41175
AMT	-1.7083
DSN1	-1.39525
PTPLAD2	2.04
DIS3L	-0.47375
RASL11A	0.81675
GPRC5B	0.065625
FRMD7	-0.345
STRN4	0.089
KITLG	2.49627272727273
HDGF	0.1165
OR1S1	0.73
SETX	-0.3262
DDR2	-0.210625
KCTD12	0.86
LYZL2	0.844
WDR52	0.6075
TMEM2	-0.781125
ZNF579	0.591833333333333
LOC200810	0.23525
TNFSF9	-2.363375
PPFIA4	-2.2355
CNIH3	0.778166666666667
MAP4K4	-2.02207142857143
ROD1	-0.145785714285714
ALS2CR12	-0.660333333333333
DOCK3	-0.680166666666667
PAQR9	-3.819
ASB17	0.212166666666667
STX16	-1.75375
FEZ2	0.575
DLAT	-0.906
KIF21B	-1.75683333333333
CDC5L	-0.59875
TMEM119	0.2275
CRIP3	-0.87
TPSD1	1.08216666666667
TEPP	-0.0415
GNGT2	0.4135
C21orf121	0.58325
WNK1	0.732666666666667
FLJ10490	0.6569
OR51B5	-2.271
LOC203547	-0.65625
HAS1	-0.9815
PPA1	-0.715
ST7	-0.0395
C11orf46	0.1909
POPDC3	-3.642
ACOX2	1.25733333333333
ATCAY	-0.615
TM4SF19	-1.21625
MFSD9	-0.878666666666667
PDHB	-0.09225
ERN1	-0.09975
LCE3C	0.041
GPR111	0.3485
NOTCH3	2.01516666666667
ADAMTS5	1.28825
B3GALT1	-0.66225
UGCGL1	-0.366833333333333
FAM58A	0.317166666666667
FBXO32	1.00575
CLPP	0.0505
NXPH1	3.483
MTMR3	1.0365
ATP1B3	-0.89025
TMEM16A	4.157625
HIST1H3F	-0.111833333333333
TRIM25	-0.150666666666667
SDCBP2	-0.316
CRKL	-0.8185
HOXB2	0.709
ANP32B	-0.839625
GATM	4.133
AP4E1	-0.264375
EDG5	0.2115
CDKN3	-2.31683333333333
CDH4	-3.25425
PGD	-1.06033333333333
RND1	1.353
GAD1	-3.4453
MPG	0.465
LOC440350	-0.1655
ZNF133	0.2545
SERPINB12	-0.119
AMELY	-0.432666666666667
DHX36	-0.56525
TNFAIP8L2	1.683
PHTF2	-0.0301111111111111
CCDC112	-0.401333333333333
IQCC	-0.33175
HEYL	2.568
FTSJ2	-0.4685
APPL1	1.460625
RAB43	0.0192142857142857
OR10G2	0.195
WAC	0.288
ADCY9	-0.488125
RUNDC2B	0.313666666666667
PYCRL	0.5005
AGPAT7	-0.881666666666667
SLC22A9	-0.926666666666667
CDKAL1	0.005
PDYN	-0.516333333333333
C20orf74	-0.3435
MTMR11	2.207
VAV3	3.07058333333333
DAPL1	-1.2075
STXBP3	0.51275
EIF3G	-0.75475
ARHGAP22	-2.083
NPFFR1	0.3895
NPC1	-0.544
ALDH9A1	1.90883333333333
ZNF600	0.306375
ZNF678	0.692333333333333
RASSF1	-0.2205
ADD2	-2.777
PITPNB	0.28375
PKD2L2	0.2115
LRP11	-0.56425
CDKL1	-0.91425
SMEK2	-0.05825
PRODH2	-3.12883333333333
C11orf54	-0.184166666666667
SFRS11	-0.363333333333333
IL7	-1.44766666666667
ALS2CR16	1.072
BTG3	-0.563833333333333
PAK2	-0.383777777777778
RP11-679B17.1	0.60825
GATA4	-1.93833333333333
ATP2B1	-0.1685
LOC130940	1.505
C1orf172	3.17666666666667
ATF7IP2	0.163
SLC25A43	0.0688333333333333
CENTG3	-0.461666666666667
IGF2BP1	-3.9995
FCHSD1	0.1625
CAMK2N2	0.4625
ELAVL3	-0.1972
NBPF15	-0.1385
UBE2J2	-0.240166666666667
GNL2	-1.062
PRR3	-0.5953
NLF2	0.63675
OR4F6	0.191
KLHL24	1.092
CCDC88A	-2.8881
SGPP1	-2.3275
C10orf11	-0.9695
SLC35B4	-1.033
UGT3A2	-1.6005
ARNT2	2.5798
CBR1	-2.47025
ITPR3	-1.445
TRAPPC6B	-1.0105
AMZ1	2.3155
ARP11	1.191
WDSUB1	0.59525
APBA1	0.459666666666667
RAB2A	1.0362
C6orf162	0.367375
HPSE2	0.05575
PLCE1	-1.839
INSL3	0.08025
DLG1	0.6252
PTPLA	-1.436
PIGX	0.0815
TFIP11	0.132833333333333
FIBIN	2.4375
POLR2G	0.14825
GRAP2	-2.2296
DNAJB8	0.116
CNBP	0.294
WASF1	0.5475
INPP5E	-1.5232
HSPB1	-0.583375
TMEM167	-0.135
CUBN	0.31275
IGF1	1.84775
ITPK1	0.084
NAALAD2	-0.97875
G3BP1	0.3273
NT5DC1	0.898
CYP39A1	-0.8875
TMEM139	1.64083333333333
POLK	-0.2202
GLULD1	-1.12625
RBM15	-1.28133333333333
AMZ2	0.82075
GDF15	-2.43316666666667
MESDC2	-0.1875
INCA	-0.634666666666667
ACY1L2	-3.461
GZMM	-1.60616666666667
PAIP1	0.64375
CACNA2D1	-0.08
STK32C	-1.3165
SH3BP4	2.1225
DEC1	0.222
PADI1	-0.135
UBB	0.6617
PON3	-1.1055
PROP1	0.277
ANKRD13B	-0.332
ADCK1	-1.1075
TCF25	-0.542333333333333
SLC38A5	-2.645
CXorf26	0.1945
C19orf39	0.28775
PPP1R13B	1.39775
ARL2	-1.3295
TCL6	0.0124166666666667
TOP3A	0.179
SLC16A14	0.7995
FXYD6	0.181
HIST1H4E	-0.1275
BBC3	0.829947368421053
UNC5A	0.289333333333333
FAM86C	-0.0472
PI4KB	0.6765
B3GAT1	-3.5495
SUSD2	0.7475
OAZ2	0.0751666666666667
NOC4L	-0.50675
C10orf12	-0.32775
FADS1	-4.28633333333333
LOC144097	-0.594
DKK2	0.6415
KIAA1949	-0.99675
RHOT1	0.5656
OXT	0.564333333333333
GPR153	0.2935
ARL4A	-1.406
SAAL1	-1.74625
CCDC64	-0.966
USE1	0.1245
HNMT	1.42733333333333
PCGF3	0.4836875
CYP2C19	0.29875
C20orf4	-0.032
CCDC11	2.32725
ACSBG2	-0.171
RWDD2A	0.546
PALLD	1.67575
CPLX4	-0.268
LOC492311	1.64575
KPNA2	-1.084
MACROD1	-0.1958
TMCO3	0.897333333333333
C15orf52	-0.592
BIRC5	-1.19006666666667
PRR16	-0.789833333333333
FAM63B	-0.3375
