Hybridization REF	TCGA-AO-A0JA-01A-11R-A056-07
GFRA4	0.775333333333333
AKR1B10	-3.906875
TIGD6	0.535833333333333
RGS16	0.843625
URB1	-0.472333333333333
OR4C46	0.35
TOP3B	-0.659
NFATC4	1.829
CA14	-3.40425
BMPR1A	0.0378333333333333
SNRP70	-0.551875
PRL	0.15825
C6orf130	-0.562
STAG2	-0.67975
CD55	-0.670571428571429
RPS23	-1.04533333333333
SSX2	-1.64066666666667
FDPSL2A	-0.03675
FBXO27	-0.806625
SYNGR3	-0.546166666666667
TMSL3	2.236
EML1	-0.2815
NUP93	-0.66225
SMAD3	-0.1745
KIAA1189	0.508166666666667
HNRPUL2	0.584166666666667
TBC1D12	0.190833333333333
C16orf24	1.0985
MRVI1	1.3145
ZNF581	-0.1775
ELOVL3	-1.1185
OR51Q1	-0.00125000000000001
CACNB3	2.067
GALNT13	-1.28275
C10orf84	0.551
NEDD4	-0.037
SPO11	0.672
OR5AU1	0.5655
NEK4	-0.289428571428571
PRKAR2A	-0.903166666666667
IHPK1	-0.7315
ATP6V0B	0.059125
CACNA1E	1.504
CEACAM8	0.731833333333333
PEX14	-0.0275
FLJ12993	-0.3525
ZBTB38	0.015
PCTK2	0.747833333333333
LRRC16	2.0533
FBLIM1	0.829
FYCO1	0.69375
RP5-1022P6.2	-0.375666666666667
CMTM1	0.789333333333333
PLTP	1.06466666666667
RAPH1	0.3735
DOCK8	0.705875
EZH2	-0.941533333333333
SLC25A1	-0.214166666666667
PLEKHB1	-0.3941
GRB7	0.7276
ZFP37	-0.5585
MRPL33	-0.6165
PELO	-0.4945
ARMC1	-1.69663636363636
C9orf27	0.12675
FLJ25778	0.6265
C9orf37	-0.8825
TMEM66	1.82875
SPRN	0.498
HBEGF	-0.103375
PI4KA	-0.7135
LEPRE1	-0.47825
POU2AF1	-1.533375
MRPL12	-0.923666666666667
REP15	0.337
ZC3H3	0.911
RASAL1	-1.49775
DDAH1	1.801625
ACBD5	1.003375
TMC2	0.1575
CCDC137	-1.36775
SAMD13	-0.340333333333333
UGT2B15	-3.34666666666667
TIPARP	0.00174999999999999
DNASE1L3	0.644
TRIM72	0.304333333333333
DBX2	1.6705
IPO8	0.32
C21orf88	0.334
MAP3K14	-0.216
LOC51233	1.10366666666667
GGTLA4	-0.24125
PDE6D	0.5355
ZNF117	-0.25775
CLK2	0.116625
NKRF	-1.132
TNFSF15	0.2261
DUSP2	-0.2855
SECISBP2	-0.5901
GABRR2	0.185
PPAP2C	2.28675
LOC51145	0.115833333333333
PAG1	-0.113125
PIK3C3	-0.194
GNG10	-0.2375
APOL4	0.346666666666667
ANKRD28	-1.35825
STMN3	-0.7543
RAB14	0.9562
CDK2AP2	-0.2505
HDDC3	-0.0535
COMMD7	1.068375
CXXC1	-0.41675
HMCN1	0.452833333333333
CD40	0.6205
DYNC1LI2	-0.1884375
GDI1	0.85825
LOC646938	-0.22525
VSNL1	-2.23516666666667
PIH1D1	-0.146
RAET1G	-0.4475
KRTAP5-9	-0.079
EFTUD2	-0.83225
ZNF311	0.919666666666667
ATP6V1G3	0.04425
OR2W3	0.0255
SCN4A	0.40875
MED10	-0.9255
FAM135A	-0.9708
ARHGAP4	-0.88225
EHMT2	-0.54175
UFD1L	-0.75325
ERMP1	-0.1715
MAG1	-2.37033333333333
THAP8	0.848
HACE1	-0.837666666666667
FAM82C	0.868
C3orf20	0.1445
UNC84A	-0.511333333333333
SCD5	0.352357142857143
LASS6	2.168875
LSG1	-0.0434166666666667
MAL	-5.0155
GPR22	0.817
WDR5B	0.3615
ACTRT1	0.415
C17orf60	0.706833333333333
GRIN2C	0.9264
ARMC8	-0.713166666666667
SLC47A1	-0.815333333333333
DMPK	0.2675
DHRS13	-1.22833333333333
SMC1A	-0.812
KRTAP17-1	-1.08375
SMYD5	-0.55875
TUSC2	0.008375
CRHR2	0.1065
KIR3DL2	0.172
CCDC104	-0.50275
ATP2C1	0.613
CROT	1.24725
PABPC3	-0.9755
EGR1	0.688
THSD1	0.70525
KHK	-1.19575
SLC12A2	1.209
CD58	-1.0445
STOX2	-0.412833333333333
CCDC76	-1.8661
CCDC48	5.27825
DNAH1	0.167333333333333
ZIC4	-0.393125
OR1G1	-0.0705
PSMC6	-0.369666666666667
PROKR1	0.175
ABCB1	-0.80425
TRAT1	-1.1575
LLGL1	-0.003
MTF1	-0.59925
USP54	0.87775
PAGE2B	-2.933
ITGB7	-3.59725
CCDC81	-0.4875
LOC149837	1.00275
SCUBE1	-0.2655
ZSCAN10	1.234
HUWE1	0.284714285714286
CDH17	1.586
CD180	0.8735
IL17A	0.19725
TMPO	-0.284125
KIAA1524	-0.9395
HDGFRP3	0.546166666666667
OXCT1	-1.53090909090909
RRAS2	-2.06116666666667
LTBP2	3.2945
SV2B	1.8885
CYP2A6	1.317625
PKD1L2	-2.5205
PPM1M	1.067
FLJ22662	2.04383333333333
ZNF502	0.82275
GP6	-1.17875
CRYBA2	0.24125
LEF1	-1.5319
CTPS	-2.27528571428571
EYA1	-1.64
EPS8L1	1.80225
MAPK14	-0.204916666666667
SERPINB2	-4.79025
GTF2F2	-0.207833333333333
ZNHIT4	-0.557
PLA1A	0.463125
C20orf114	2.53525
HPR	-3.7745
C18orf2	-3.10466666666667
SATB2	-1.774
KCNJ9	-0.2225
MGC157906	0.8785
MOCS3	0.27475
C17orf71	-0.171666666666667
PPHLN1	-0.2588
HIST1H2BN	-0.843375
RAPGEF1	-0.01325
MAP3K8	-0.753
DLG4	0.5975
STC1	-0.307083333333333
CDGAP	1.7
DDX26B	-1.45375
LOC150223	-2.1685
CPSF3	-0.7495
TMEM14A	0.58825
MYH3	-2.31375
GPKOW	0.42675
SULT1A1	0.158833333333333
SPON1	4.2437
YY1AP1	0.287666666666667
RAB23	0.206
PLA2G4A	-3.87475
MAPRE3	-0.137
ZNF516	1.17807142857143
GGPS1	1.372
EXOC3L2	-0.194125
C19orf42	1.0397
MAP2K2	-0.0235
HIST1H2BB	-0.5555
RNF19B	0.8155
C6orf128	0.546
TLR8	3.11
PCDHA9	0.982
CARS2	0.223125
CLUL1	2.12416666666667
RHAG	-3.61116666666667
UNK	0.484
EXOC8	1.0297
C9orf95	1.054
C14orf143	-0.112666666666667
MAML3	0.105875
LDHA	-2.215
MRPL20	0.041125
KLHDC6	0.397333333333333
ATP5S	-0.606
C8orf55	0.84875
PHF19	-2.226125
KRTAP13-4	0.466
TTC5	-0.24325
XKR5	-0.321
SILV	-4.15566666666667
TEX28	-0.1735
TCTN1	0.636
CX40.1	0.161
PPP2R5C	-0.20275
C12orf30	-1.048
CAPG	1.779
MPZL1	1.83645
ARSB	-0.471166666666667
TDH	-0.15675
WASF4	-0.426
TSSK3	-0.67
7A5	1.5405
CRISPLD1	0.6935
MAD1L1	-0.132
SPIN4	-0.1865
AMPD1	2.52075
DPYSL5	-0.0925
INPP1	-0.162333333333333
ANKRD11	-1.69
NPAS4	-0.247125
GCET2	0.2633
RNASE9	0.0935
GUCY2D	0.529666666666667
CCDC98	0.59975
FGF4	-0.334125
CPM	0.477333333333333
SLC26A4	-0.998333333333333
PLD5	0.3255
FAM59A	0.6458
FBXO5	-1.612
SIPA1L1	0.414625
DPYS	0.42075
ATG4D	0.378
TGM3	1.274
MTCH1	0.140375
HK1	-0.258
CDC26	0.040125
GALNT12	-2.13166666666667
LOC339229	-0.436
MRPL35	-0.32725
ORC4L	-0.217625
TNKS	0.6915
C2orf24	0.602666666666667
ZNF553	0.767333333333333
GGTLA1	3.2918
ZNF497	-0.30425
CDY1B	1.058
SLC30A4	-1.2095
TUB	-0.901125
ARHGEF18	0.229
ARRB1	0.044
KCNK1	1.810625
EREG	-3.0761
SCAMP5	-0.3185
RUNDC3B	1.71125
ADAMTS20	-0.12325
IL17RB	-1.273875
FLJ20323	-0.3055
MCAM	-0.149625
POLR3E	-1.66083333333333
AQR	0.807166666666667
IPMK	0.067
CDCA7	-4.95625
CAMP	1.93325
GRHL3	0.5685
ADAMTSL2	1.12466666666667
CLMN	2.181
SSTR3	0.523
MAGEA5	-1.501
OVOL2	4.41475
JMJD1B	0.74525
RBL2	0.5839
PYGO2	1.63625
PPP1R10	0.675
CSE1L	-1.11566666666667
LCA5	0.8415
RDH16	0.90725
ASRGL1	-2.778125
TOM1	0.601166666666667
PTX3	-6.05075
TTC15	0.4685
SCGB3A1	2.4415
MRPL50	-0.57425
RCAN3	0.81075
SLC26A11	1.12275
STYX	1.12116666666667
CINP	-0.552
MARCH7	1.09675
PFKM	-0.828
SGMS1	0.462333333333333
RIOK3	-1.1247
C1orf110	-0.392
CES7	-0.288
LOC440248	-2.663
PPP1R12C	0.22275
C10orf27	0.671
ATG9A	-0.30575
MRPS26	0.32175
TMEM40	1.87725
ELP3	0.7152
ZNF787	0.9629
HIAT1	0.01275
C8orf34	0.878166666666667
MGC4655	1.0498
PELI1	0.272
PPT1	-0.0512
SLC35C2	0.319333333333333
C6orf125	0.002
MUC4	-1.08666666666667
RFC4	-2.22085714285714
GNB2	0.846166666666667
NUP50	-0.254142857142857
SULT4A1	-1.84366666666667
C7	2.6475
CCDC130	0.00233333333333333
ARRDC4	-0.16025
RQCD1	-0.5535
GLYCTK	-1.0285
AYTL2	-1.25236363636364
MTUS1	1.8271
LEMD3	-0.0945
PLEKHF2	1.438
HOXA7	-0.451875
GTF3C2	-0.866
DYNLRB2	1.90875
CNOT10	0.12025
MR1	1.58516666666667
FFAR1	-0.0415
PRIC285	0.2545
SLITRK6	6.07475
LIX1	-1.4035
UBE1L2	-0.728666666666667
F8	1.0845
ACHE	0.2985
KPNA5	0.349
TNFRSF12A	-0.783833333333333
EGR3	1.8945
SERPIND1	-3.23433333333333
OASL	2.244
IFRD1	-2.35875
WDFY1	0.211
ZNF267	0.19325
ACCN5	-0.945
ZBTB6	0.50225
PPP1R3A	0.2495
PRRT3	1.26075
FBXL19	-0.38
TXNIP	1.26557142857143
ACTN2	2.45
ATG9B	-0.5095
C9orf117	0.5555
IL27	-2.44
RPL36AL	-0.127333333333333
KLK15	-0.55075
CHAD	1.4445
RAP2B	-0.2601
HEBP2	1.29425
ZNF342	1.2035
CAMK2G	-1.09016666666667
TLR3	2.63375
FGF14	0.2915
HMGB2	-0.716875
TRPM5	0.173833333333333
OR5M11	-0.3435
KIF3B	-0.123473684210526
PRICKLE2	0.8175
MTMR9	1.12175
C3orf27	0.3475
GLRA3	6.4385
NSDHL	-0.182833333333333
TMEM32	-0.4845
POLR2D	-0.514666666666667
MYADML	0.4595
C9orf114	0.218
MRGPRX1	-1.0275
TOPORS	-0.20375
CLDN19	0.20125
C1QL4	-0.1155
RNF165	-0.639
DHRS9	-0.3765
DNAH2	-0.0771666666666666
FXR1	-0.399166666666667
ZMYM3	-0.478625
CASP3	0.3445
FAM120C	-0.464125
SCLY	-1.186
CA7	0.103
ENTPD5	0.488833333333333
ZNF461	-0.1885
PDIA5	-0.9365
C1orf19	0.618333333333333
TMEM67	-0.66375
KCTD20	-0.273
WDR47	1.0165
FLJ38723	0.459
KLRF1	-0.2185
TAS2R16	0.4185
CLDN12	1.01425
PRKCE	-0.2295
UBXD4	-0.942
ITGAM	3.479
GLT8D3	-0.342
WDR31	0.1529
RGS2	0.97
OR51L1	0.448
MST1R	0.242
KIAA1737	1.472
OR4A5	-0.024
GLIS1	-0.213166666666667
PTMA	0.487214285714286
NAPA	1.4485
PRDM11	0.11175
LIPF	-0.784
DIRAS3	2.323
ASGR2	-3.845125
C1QTNF4	0.997
PIK3R4	-0.256666666666667
ARMC3	0.82
NDUFV3	-0.0948333333333333
BTBD3	-0.399
PPP1R2	0.100083333333333
UBE2NL	0.6145
FOSL2	0.669785714285714
FAM119A	-0.574333333333333
TUBA4A	-0.704
KRTAP12-1	-0.10375
SFRS2	-0.87175
RHPN1	-0.0079
EEF2	-0.736833333333333
ZDHHC11	-1.02066666666667
EPHA3	-1.3793
RBM12	-0.48075
H2AFJ	1.76066666666667
EDIL3	3.449
KIF26A	-0.85375
SERGEF	-0.1905
B3GALT4	3.01075
LOC90925	1.20016666666667
OSCAR	0.763875
NPFF	-0.17225
DEDD	0.5755
TMEM155	-1.214
PTPN1	-0.22825
SCYL2	0.528166666666667
SKAP1	2.2665
LEAP2	-3.03116666666667
GADD45G	1.8325
IFITM3	1.19675
PILRB	-0.946166666666667
SLU7	0.4204375
DSC3	-0.0715
DNMT3L	-1.12925
PAPD5	-0.435125
B3GNT3	-1.65866666666667
LHCGR	0.2925
MSL-1	-0.3735
UBE2S	-1.30875
SAP130	-0.51475
ANAPC11	0.85
MAGED4B	0.44
ATP6V1B2	1.228
C14orf179	0.994625
CAPZA1	0.3595
CDYL2	0.436833333333333
GLRX3	-1.39066666666667
LOC136288	-0.53925
MOBKL1A	-0.28275
HTR2B	3.209
CRYGD	0.1475
NUS1	0.0775
PGRMC1	1.2535
MYOM2	1.238
FLJ39653	-0.767666666666667
CHM	-0.0937
OR5M8	0.4645
ZNF619	0.822
FAM105A	0.72325
CCNL1	-2.149375
NAP1L3	0.5765
C10orf57	1.45883333333333
B3GALNT1	0.353666666666667
CSN1S2A	0.5235
TCP10L	0.9275
GDAP2	-0.13225
DMKN	0.550666666666667
COX6B1	0.364
DNASE2	1.27333333333333
MSH5	-1.99525
LGMN	0.4835
USP31	-0.1147
OR13C8	0.3685
SDCBP	-0.2982
NUDT11	-1.58466666666667
PYGL	-2.07333333333333
SNPH	0.467833333333333
B3GNT4	-1.248
MIZF	-1.1173
NUBPL	-0.741875
NOD1	-0.433333333333333
CDH22	0.8015
NUBP1	0.27
DSCAM	-3.688
DGKI	0.994
FAM136A	-0.91
AKAP1	-0.351166666666667
SLC16A6	-1.61525
RIN3	1.9145
PSG2	-0.31025
DIP2B	0.626583333333333
PSORS1C1	-0.0628
KIAA0495	-1.921
FLJ90709	-0.658833333333333
LPA	-0.314166666666667
PIGA	0.0783333333333334
LY75	1.396
UTS2	-5.38283333333333
RREB1	0.976875
GALNACT-2	0.1707
MGC3196	-0.4
FLJ31568	-0.883
LPHN1	-0.538875
SP1	1.6275
TOX4	0.643666666666667
HSPA9	0.3519
APOBEC1	0.8215
SLC35E4	-1.4215
LSM5	-0.94275
SURF1	0.592
ZBTB1	-0.413583333333333
GTF2F1	0.317
RPS15A	-0.334928571428571
DUSP21	-0.574166666666667
GINS4	-3.224
MYO15A	0.0925
GIMAP7	3.44975
MGC13379	0.986
ATP6V1E2	-0.138833333333333
UTP3	0.4515
HNRPA3	-0.1276875
MT4	0.2835
C14orf155	0.20075
U1SNRNPBP	0.41475
CKLF	-0.773666666666667
PLEKHN1	-0.441
MBNL1	-0.423583333333333
NUP160	-1.55325
ACSM2A	-1.44575
LOC129881	-0.52075
KIAA1529	-0.567
FLJ22639	-1.45275
HAND1	-1.776
GSX1	0.2095
FGA	-3.929875
SERPINB1	-0.45325
ZNF642	0.01925
IGFBP1	-7.6755
SLC1A1	-1.542375
DHX57	-0.16725
ZNF766	-0.077
PTPN21	-0.5733
GDPD3	-1.873
PNPLA5	0.206
TBR1	0.162166666666667
FAM116A	-0.6505
IQGAP1	1.1805
FOS	0.069625
ZNF226	0.1435
FIGNL1	-0.8565
C14orf1	0.3525
ZMYND17	-2.051
PUS7	-1.3295
TUBB6	-0.799
KCNQ2	-1.2895
MARCH6	-0.560666666666667
CCDC33	0.455
PRODH	0.96825
RBM11	2.64275
EPHA6	0.616
SLC43A1	-0.75275
LOC196541	0.426875
NTN1	1.08291666666667
ING4	0.0925
PCDHB10	2.342
DPH2	-1.50466666666667
SPACA4	-0.14325
FBXL21	-4.276
DIAPH1	-0.749333333333333
ZNF71	0.858833333333333
CEP76	-1.373
CORO1A	-0.235
RRM2	-1.433875
EDG4	1.10075
OS9	0.677
SLC4A1AP	-0.215
COG5	0.105
COPS8	0.09875
NGLY1	-0.97675
NCBP2	0.96575
C17orf42	-0.811333333333333
GPSM3	0.988
SIL1	1.26583333333333
ASB6	0.1495
SMAD5OS	-0.408666666666667
UNC93A	-2.91075
A1BG	-0.0343333333333333
C21orf62	0.2175
FMO5	-0.786
ATRIP	0.315166666666667
CEBPG	-0.291666666666667
C7orf38	-0.199333333333333
TNFRSF1B	1.1335
CLEC1A	1.789
IQSEC1	-0.09875
PATZ1	1.4477
RBM22	0.6245
BAG2	-2.24066666666667
PAQR5	-0.128166666666667
C9orf127	1.6083
THNSL1	-0.12125
SHROOM3	2.4379
JAM2	1.68225
SNRPN	-1.49275
ALX4	-0.052
CACNA1S	0.089
FAM130A1	0.8985
CORIN	3.659
CD300LB	0.929
PLEKHG6	1.269
LRRC40	-0.91225
PCLKC	-1.02575
PCDHB16	2.73216666666667
WNT2B	0.848833333333333
ASNS	-2.669
MRPL49	0.343875
FLJ46111	0.302
ISG20	-0.176875
SMU1	0.059
CASZ1	0.4445
POLR1D	0.104333333333333
GIN1	-0.36425
SNAG1	0.642666666666667
ANKRD29	-2.131
CDKN2AIP	-0.236
KRR1	-0.21475
CXCL1	-4.21216666666667
EPM2A	0.0257
PC	-0.363166666666667
DEFB127	-0.2565
PDZRN4	1.42483333333333
FAH	0.34025
OR51E1	1.7935
CDC2L6	0.629333333333333
DNTTIP1	-0.29725
PAX8	-0.43475
TMEM116	0.761
C1orf150	0.219
PRO2012	0.47675
MRPL40	-0.838333333333333
BEX1	-3.2954
SLC2A4	-0.514
PKMYT1	-0.913
FEZF2	-0.266
SLC26A9	-1.04975
MAP2	0.0778333333333334
LYL1	-0.889
SLC25A19	-1.14983333333333
NOS3	-0.0755
ZNF34	0.5085
TMPRSS11F	-1.20475
FAM43A	0.46325
FCRL4	0.6785
KLF14	0.13775
FLRT2	-0.6545
WRN	-0.87475
SDF2	0.1401
KRT8P12	0.34675
C6orf195	-0.524
C9orf125	-1.36666666666667
DZIP3	-0.678375
RIT1	0.737833333333333
SCML1	-1.50183333333333
RHBDF2	0.577625
OR2G3	0.248
REXO1L1	0.3575
MAP3K7IP3	-0.485625
C3orf57	-6.3815
FBXW11	-0.717166666666667
ETAA1	-1.19025
C14orf131	-0.0722
AKT1S1	0.238
SLC12A5	-0.87075
C9orf164	1.726
NRIP3	-1.012625
NOS1AP	0.56575
TMEM121	1.537
SAP30BP	0.1443
DGCR6	0.3875
WDR76	-1.074
FAM82B	-1.17716666666667
LOC606495	-0.5175
MAP9	1.415
BCDIN3D	0.448
CXorf36	3.39483333333333
DSCR3	0.3641
ZFAND3	0.945
C7orf43	0.45
SPSB3	1.2125
C19orf19	0.3735
FAM133A	-2.466125
C12orf25	0.0695
SLC39A3	0.13925
DISP2	3.6745
PI4KAP2	-1.8095
MKRN3	-1.15366666666667
ADAMTS13	-0.917875
CBLN3	0.2811
TTYH1	-0.4585
C3orf18	0.008
FLJ13236	0.5965
ZMYND12	0.70275
C18orf25	1.182625
GLB1L3	-0.1815
ATP13A5	6.2955
RANBP10	-0.325
CD96	-0.8568
DENND1C	0.43625
RBMS3	1.3966
SLC41A3	0.257166666666667
DGCR6L	0.47275
TMEM128	0.357666666666667
CSNK1G3	-0.317642857142857
MOBKL2C	0.800125
TSPAN6	-0.949125
MATN2	-0.5413
MSL2L1	-0.8265
ST6GALNAC2	2.28466666666667
FGFBP2	-0.288375
FGL1	-6.746
MPP3	0.51
ARHGEF6	0.797333333333333
TGFBR2	0.83025
ACMSD	-1.19025
IL33	2.962
C9orf5	-0.271
DEAF1	0.8526
AMN	0.806
DEFA6	0.178875
RNF212	-1.374
METT5D1	-0.509666666666667
CIB1	0.7929
TSSK1B	0.31125
KIAA1727	1.32375
ZNF680	0.341333333333333
LOC399900	-1.016
LOC152217	0.307916666666667
CTNNAL1	-2.6155
CIT	-1.39283333333333
TLE6	0.7085
ZNF607	-0.359
HERC4	-1.453
DRAP1	0.0427
PEMT	-0.684
C10orf111	-0.1755
ZNF575	1.326125
KCTD7	-0.86325
MYO1F	0.363375
LOC285382	0.31325
RAB11A	0.9881
PLCD3	-0.90125
C15orf28	-0.18125
PTBP2	-0.804875
CTB-1048E9.5	-0.18
C19orf60	-0.165166666666667
C7orf25	0.2755
SETD7	1.11475
HOXB9	-3.694
VANGL1	0.3285
CHAF1B	-1.79575
NDUFA3	0.30275
KIAA1328	-0.715833333333333
SHARPIN	0.465375
TTC23	-0.76125
UGP2	0.426416666666667
ANKIB1	0.0621
CIRBP	1.92314285714286
SEC14L4	-3.4155
OVCH1	0.173166666666667
VPS52	0.70375
FAT	-1.22575
M6PRBP1	0.23575
GPRIN3	0.5815
PPM1F	-1.23816666666667
TSR1	-0.921
CCDC85A	2.15
PCSK5	2.17575
ZFHX3	0.566
HEMK1	-1.0429
PGBD2	0.52825
RSRC2	0.140833333333333
AURKC	-0.7925
SCRIB	-0.15225
ORM2	-4.31933333333333
FAM115A	-0.3206
FZD6	-1.97775
UNC119	-0.432333333333333
GPX3	-0.3499
NOV	-0.547
CABC1	-0.2315
CDC42SE2	0.1620625
EIF2S2	-0.6237
RNF130	1.3555
CKAP5	-1.114
RP11-413M3.2	0.89775
C10orf18	-0.0671
TMEM93	-0.85025
DYX1C1	1.0995
KCNMB2	-1.38742857142857
ANK3	1.312
KRT5	-0.291
CDH12	-1.15125
QRSL1	-0.105625
JUB	-1.09775
SHC4	-1.365125
CCL15	1.18733333333333
CCDC22	0.73575
SNX24	-1.0985
RARS	-0.31625
MORC2	0.155625
FAM48A	0.3755
MT1H	-1.153
PPP1R14C	-2.16183333333333
FOXD1	-2.368
C1orf213	-2.39725
AMT	-2.3583
DSN1	-1.805
PTPLAD2	2.42925
DIS3L	-0.1215
RASL11A	0.666
GPRC5B	0.572875
FRMD7	1.7585
STRN4	0.35725
KITLG	0.954863636363636
HDGF	-0.109
OR1S1	0.0825
SETX	-0.1511
DDR2	0.7065
KCTD12	2.06325
LYZL2	-1.2545
WDR52	-1.266
TMEM2	-0.33875
ZNF579	1.20016666666667
LOC200810	0.37325
TNFSF9	-2.25775
PPFIA4	-3.2175
CNIH3	1.70516666666667
MAP4K4	-0.826142857142857
ROD1	0.0142142857142857
ALS2CR12	2.533
DOCK3	-1.41783333333333
PAQR9	-4.09775
ASB17	1.0535
STX16	-0.99025
FEZ2	0.420833333333333
DLAT	-0.7734
KIF21B	-1.36533333333333
CDC5L	-0.72975
TMEM119	2.94483333333333
CRIP3	-1.36875
TPSD1	0.305666666666667
TEPP	0.40175
GNGT2	1.74675
C21orf121	0.63
WNK1	0.238833333333333
FLJ10490	0.8736
OR51B5	-2.2185
LOC203547	-0.334375
HAS1	-1.182
PPA1	-1.18333333333333
ST7	0.7615
C11orf46	-0.087
POPDC3	-3.8265
ACOX2	1.807
ATCAY	-0.0554166666666667
TM4SF19	-0.783
MFSD9	0.233833333333333
PDHB	-0.72075
ERN1	-0.14
LCE3C	-0.165
GPR111	-0.33
NOTCH3	2.14566666666667
ADAMTS5	2.2295
B3GALT1	-1.012
UGCGL1	0.801666666666667
FAM58A	-0.0283333333333333
FBXO32	1.63325
CLPP	-0.1255
NXPH1	1.0065
MTMR3	0.613833333333333
ATP1B3	-1.194625
TMEM16A	4.216875
HIST1H3F	0.00533333333333339
TRIM25	0.0118333333333333
SDCBP2	0.81
CRKL	-1.156125
HOXB2	2.91216666666667
ANP32B	-0.19025
GATM	1.887
AP4E1	0.3045
EDG5	0.345875
CDKN3	-1.41616666666667
CDH4	-1.9025
PGD	-0.357666666666667
RND1	1.3865
GAD1	-2.7481
MPG	0.095125
LOC440350	-1.26
ZNF133	0.27575
SERPINB12	0.2525
AMELY	-1.0895
DHX36	-1.41425
TNFAIP8L2	2.99566666666667
PHTF2	-0.222444444444444
CCDC112	-0.6375
IQCC	-0.9055
HEYL	3.77033333333333
FTSJ2	-0.540833333333333
APPL1	-0.4925
RAB43	0.507285714285714
OR10G2	0.213
WAC	0.7195
ADCY9	0.162875
RUNDC2B	0.282333333333333
PYCRL	0.5914
AGPAT7	-0.911833333333333
SLC22A9	-1.3495
CDKAL1	0.243
PDYN	-0.8214
C20orf74	0.581
MTMR11	1.982
VAV3	4.1805
DAPL1	-0.40775
STXBP3	-0.317
EIF3G	-0.0855
ARHGAP22	-0.89625
NPFFR1	0.107
NPC1	-0.831
ALDH9A1	0.905
ZNF600	0.112125
ZNF678	0.2275
RASSF1	-0.383166666666667
ADD2	-2.7205
PITPNB	-0.738875
PKD2L2	0.204625
LRP11	-0.15125
CDKL1	0.43625
SMEK2	0.6945
PRODH2	-2.85733333333333
C11orf54	-0.421166666666667
SFRS11	-0.828
IL7	-1.1115
ALS2CR16	0.5965
BTG3	-1.13816666666667
PAK2	0.645388888888889
RP11-679B17.1	-0.375
GATA4	0.0216666666666667
ATP2B1	-0.9325
LOC130940	0.548
C1orf172	2.30216666666667
ATF7IP2	-1.49275
SLC25A43	0.690833333333333
CENTG3	0.302916666666667
IGF2BP1	-3.8023
FCHSD1	0.142
CAMK2N2	1.19233333333333
ELAVL3	-0.4918
NBPF15	-0.371833333333333
UBE2J2	0.0220833333333333
GNL2	-1.41425
PRR3	0.1477
NLF2	1.5875
OR4F6	0.3395
KLHL24	0.699833333333333
CCDC88A	-2.0627
SGPP1	-1.03683333333333
C10orf11	-0.092
SLC35B4	-1.35283333333333
UGT3A2	-1.3835
ARNT2	0.7143
CBR1	-1.8675
ITPR3	-0.605
TRAPPC6B	-0.0102
AMZ1	3.3465
ARP11	1.5705
WDSUB1	0.2525
APBA1	0.715166666666667
RAB2A	0.341
C6orf162	-0.438375
HPSE2	0.2895
PLCE1	0.3825
INSL3	0.11425
DLG1	-0.0682
PTPLA	-3.23225
PIGX	0.3305
TFIP11	0.174
FIBIN	3.6015
POLR2G	-0.17725
GRAP2	-1.8346
DNAJB8	-0.0405
CNBP	0.124166666666667
WASF1	-1.874
INPP5E	-0.8312
HSPB1	1.5165
TMEM167	-1.06
CUBN	-0.436
IGF1	3.5941875
ITPK1	0.8087
NAALAD2	-1.104375
G3BP1	0.0409
NT5DC1	0.020625
CYP39A1	-0.564
TMEM139	0.226083333333333
POLK	-0.6789
GLULD1	-1.38
RBM15	-1.06366666666667
AMZ2	-0.06025
GDF15	-0.795166666666667
MESDC2	0.54975
INCA	1.33666666666667
ACY1L2	-2.853
GZMM	-0.414833333333333
PAIP1	0.40675
CACNA2D1	0.13975
STK32C	-0.755833333333333
SH3BP4	1.624
DEC1	0.6095
PADI1	0.5675
UBB	0.4368
PON3	-2.13466666666667
PROP1	0.846
ANKRD13B	-0.463
ADCK1	0.2815
TCF25	-0.37825
SLC38A5	-2.2805
CXorf26	0.22
C19orf39	0.52
PPP1R13B	1.3165
ARL2	-0.4265
TCL6	0.303166666666667
TOP3A	-0.757
SLC16A14	0.876625
FXYD6	1.83316666666667
HIST1H4E	-0.70625
BBC3	0.61721052631579
UNC5A	0.899
FAM86C	-0.0966
PI4KB	0.819875
B3GAT1	-2.93525
SUSD2	2.532
OAZ2	0.0215
NOC4L	-0.02225
C10orf12	-0.0915
FADS1	-3.4475
LOC144097	-0.40075
DKK2	2.655
KIAA1949	0.2365
RHOT1	-0.3165
OXT	1.28733333333333
GPR153	1.09175
ARL4A	-1.54516666666667
SAAL1	-1.453
CCDC64	-0.6835
USE1	-0.216
HNMT	0.6065
PCGF3	0.42275
CYP2C19	-0.01275
C20orf4	0.1775
CCDC11	-1.1465
ACSBG2	-0.51025
RWDD2A	0.35425
PALLD	2.78775
CPLX4	0.6645
LOC492311	0.74375
KPNA2	-1.1605
MACROD1	-0.5141
TMCO3	0.0328333333333333
C15orf52	1.58066666666667
BIRC5	-0.7284
PRR16	-0.112166666666667
FAM63B	-0.475125
KATNB1	-0.719833333333333
WNT8B	0.0615
CPLX3	1.037
GHR	1.82325
CCDC124	-0.56575
BCLAF1	-0.8795
GOLGA3	0.6378
CLEC4E	3.75866666666667
AKR1CL1	0.0865
